ID;BedrijfskenmerkenSBI1993;Perioden;Ziekteverzuimpercentage_1
953;L t/m O Niet-commerciële dienstverlening;2004 4e kwartaal;
954;L t/m O Niet-commerciële dienstverlening;2004;5.3
955;L t/m O Niet-commerciële dienstverlening;2005 1e kwartaal;
956;L t/m O Niet-commerciële dienstverlening;2005 2e kwartaal;
957;L t/m O Niet-commerciële dienstverlening;2005 3e kwartaal;
958;L t/m O Niet-commerciële dienstverlening;2005 4e kwartaal;
959;L t/m O Niet-commerciële dienstverlening;2005;5.3
960;L t/m O Niet-commerciële dienstverlening;2006 1e kwartaal;
961;L t/m O Niet-commerciële dienstverlening;2006 2e kwartaal;
962;L t/m O Niet-commerciële dienstverlening;2006 3e kwartaal;
963;L t/m O Niet-commerciële dienstverlening;2006 4e kwartaal;
964;L t/m O Niet-commerciële dienstverlening;2006;5.2
965;L t/m O Niet-commerciële dienstverlening;2007 1e kwartaal;
966;L t/m O Niet-commerciële dienstverlening;2007 2e kwartaal;
967;L t/m O Niet-commerciële dienstverlening;2007 3e kwartaal;
968;L t/m O Niet-commerciële dienstverlening;2007 4e kwartaal;
969;L t/m O Niet-commerciële dienstverlening;2007;5.2
970;L t/m O Niet-commerciële dienstverlening;2008 1e kwartaal;5.7
971;L t/m O Niet-commerciële dienstverlening;2008 2e kwartaal;5.0
972;L t/m O Niet-commerciële dienstverlening;2008 3e kwartaal;4.5
973;L t/m O Niet-commerciële dienstverlening;2008 4e kwartaal;5.2
974;L t/m O Niet-commerciële dienstverlening;2008;5.1
975;L t/m O Niet-commerciële dienstverlening;2009 1e kwartaal;5.6
976;L t/m O Niet-commerciële dienstverlening;2009 2e kwartaal;4.7
977;L t/m O Niet-commerciële dienstverlening;2009 3e kwartaal;4.4
978;L t/m O Niet-commerciële dienstverlening;2009 4e kwartaal;5.2
979;L t/m O Niet-commerciële dienstverlening;2009;5.0
980;L t/m O Niet-commerciële dienstverlening;2010 1e kwartaal;5.4
981;L t/m O Niet-commerciële dienstverlening;2010 2e kwartaal;4.8
982;L t/m O Niet-commerciële dienstverlening;2010 3e kwartaal;4.5
983;L t/m O Niet-commerciële dienstverlening;2010 4e kwartaal;5.2
984;L t/m O Niet-commerciële dienstverlening;2010;5.0
985;L t/m O Niet-commerciële dienstverlening;2011 1e kwartaal;5.6
986;L t/m O Niet-commerciële dienstverlening;2011 2e kwartaal;4.9
987;L t/m O Niet-commerciële dienstverlening;2011 3e kwartaal;4.5
988;L Openbaar bestuur;2004 1e kwartaal;
989;L Openbaar bestuur;2004 2e kwartaal;
990;L Openbaar bestuur;2004 3e kwartaal;
991;L Openbaar bestuur;2004 4e kwartaal;
992;L Openbaar bestuur;2004;5.2
993;L Openbaar bestuur;2005 1e kwartaal;
994;L Openbaar bestuur;2005 2e kwartaal;
995;L Openbaar bestuur;2005 3e kwartaal;
996;L Openbaar bestuur;2005 4e kwartaal;
997;L Openbaar bestuur;2005;5.5
998;L Openbaar bestuur;2006 1e kwartaal;
999;L Openbaar bestuur;2006 2e kwartaal;
1000;L Openbaar bestuur;2006 3e kwartaal;
1001;L Openbaar bestuur;2006 4e kwartaal;
1002;L Openbaar bestuur;2006;5.3
1003;L Openbaar bestuur;2007 1e kwartaal;
1004;L Openbaar bestuur;2007 2e kwartaal;
1005;L Openbaar bestuur;2007 3e kwartaal;
1006;L Openbaar bestuur;2007 4e kwartaal;
1007;L Openbaar bestuur;2007;5.5
1008;L Openbaar bestuur;2008 1e kwartaal;6.2
1009;L Openbaar bestuur;2008 2e kwartaal;5.5
1010;L Openbaar bestuur;2008 3e kwartaal;5.0
1011;L Openbaar bestuur;2008 4e kwartaal;5.7
1012;L Openbaar bestuur;2008;5.6
1013;L Openbaar bestuur;2009 1e kwartaal;6.1
1014;L Openbaar bestuur;2009 2e kwartaal;4.8
1015;L Openbaar bestuur;2009 3e kwartaal;4.6
1016;L Openbaar bestuur;2009 4e kwartaal;5.6
1017;L Openbaar bestuur;2009;5.3
1018;L Openbaar bestuur;2010 1e kwartaal;5.5
1019;L Openbaar bestuur;2010 2e kwartaal;4.9
1020;L Openbaar bestuur;2010 3e kwartaal;4.7
1021;L Openbaar bestuur;2010 4e kwartaal;5.4
1022;L Openbaar bestuur;2010;5.1
1023;L Openbaar bestuur;2011 1e kwartaal;6.1
1024;L Openbaar bestuur;2011 2e kwartaal;5.1
1025;L Openbaar bestuur;2011 3e kwartaal;4.8
1026;M Onderwijs;2004 1e kwartaal;
1027;M Onderwijs;2004 2e kwartaal;
1028;M Onderwijs;2004 3e kwartaal;
1029;M Onderwijs;2004 4e kwartaal;
1030;M Onderwijs;2004;5.6
1031;M Onderwijs;2005 1e kwartaal;
1032;M Onderwijs;2005 2e kwartaal;
1033;M Onderwijs;2005 3e kwartaal;
1034;M Onderwijs;2005 4e kwartaal;
1035;M Onderwijs;2005;5.4
1036;M Onderwijs;2006 1e kwartaal;
1037;M Onderwijs;2006 2e kwartaal;
1038;M Onderwijs;2006 3e kwartaal;
1039;M Onderwijs;2006 4e kwartaal;
1040;M Onderwijs;2006;5.2
1041;M Onderwijs;2007 1e kwartaal;
1042;M Onderwijs;2007 2e kwartaal;
1043;M Onderwijs;2007 3e kwartaal;
1044;M Onderwijs;2007 4e kwartaal;
1045;M Onderwijs;2007;4.9
1046;M Onderwijs;2008 1e kwartaal;5.4
1047;M Onderwijs;2008 2e kwartaal;4.9
1048;M Onderwijs;2008 3e kwartaal;4.1
1049;M Onderwijs;2008 4e kwartaal;5.1
1050;M Onderwijs;2008;4.9
1051;M Onderwijs;2009 1e kwartaal;5.5
1052;M Onderwijs;2009 2e kwartaal;5.0
1053;M Onderwijs;2009 3e kwartaal;4.2
1054;M Onderwijs;2009 4e kwartaal;5.3
1055;M Onderwijs;2009;5.0
1056;M Onderwijs;2010 1e kwartaal;5.6
1057;M Onderwijs;2010 2e kwartaal;5.2
1058;M Onderwijs;2010 3e kwartaal;4.5
1059;M Onderwijs;2010 4e kwartaal;5.4
1060;M Onderwijs;2010;5.1
1061;M Onderwijs;2011 1e kwartaal;5.7
1062;M Onderwijs;2011 2e kwartaal;5.2
1063;M Onderwijs;2011 3e kwartaal;4.4
1064;N Gezondheids- en welzijnszorg;2004 1e kwartaal;
1065;N Gezondheids- en welzijnszorg;2004 2e kwartaal;
1066;N Gezondheids- en welzijnszorg;2004 3e kwartaal;
1067;N Gezondheids- en welzijnszorg;2004 4e kwartaal;
1068;N Gezondheids- en welzijnszorg;2004;5.7
1069;N Gezondheids- en welzijnszorg;2005 1e kwartaal;
1070;N Gezondheids- en welzijnszorg;2005 2e kwartaal;
1071;N Gezondheids- en welzijnszorg;2005 3e kwartaal;
1072;N Gezondheids- en welzijnszorg;2005 4e kwartaal;
1073;N Gezondheids- en welzijnszorg;2005;5.7
1074;N Gezondheids- en welzijnszorg;2006 1e kwartaal;
1075;N Gezondheids- en welzijnszorg;2006 2e kwartaal;
1076;N Gezondheids- en welzijnszorg;2006 3e kwartaal;
1077;N Gezondheids- en welzijnszorg;2006 4e kwartaal;
1078;N Gezondheids- en welzijnszorg;2006;5.4
1079;N Gezondheids- en welzijnszorg;2007 1e kwartaal;
1080;N Gezondheids- en welzijnszorg;2007 2e kwartaal;
1081;N Gezondheids- en welzijnszorg;2007 3e kwartaal;
1082;N Gezondheids- en welzijnszorg;2007 4e kwartaal;
1083;N Gezondheids- en welzijnszorg;2007;5.3
1084;N Gezondheids- en welzijnszorg;2008 1e kwartaal;5.9
1085;N Gezondheids- en welzijnszorg;2008 2e kwartaal;5.1
1086;N Gezondheids- en welzijnszorg;2008 3e kwartaal;4.7
1087;N Gezondheids- en welzijnszorg;2008 4e kwartaal;5.3
1088;N Gezondheids- en welzijnszorg;2008;5.2
1089;N Gezondheids- en welzijnszorg;2009 1e kwartaal;5.8
1090;N Gezondheids- en welzijnszorg;2009 2e kwartaal;4.9
1091;N Gezondheids- en welzijnszorg;2009 3e kwartaal;4.7
1092;N Gezondheids- en welzijnszorg;2009 4e kwartaal;5.3
1093;N Gezondheids- en welzijnszorg;2009;5.2
1094;N Gezondheids- en welzijnszorg;2010 1e kwartaal;5.6
1095;N Gezondheids- en welzijnszorg;2010 2e kwartaal;5.0
1096;N Gezondheids- en welzijnszorg;2010 3e kwartaal;4.7
1097;N Gezondheids- en welzijnszorg;2010 4e kwartaal;5.4
1098;N Gezondheids- en welzijnszorg;2010;5.2
1099;N Gezondheids- en welzijnszorg;2011 1e kwartaal;5.8
1100;N Gezondheids- en welzijnszorg;2011 2e kwartaal;5.0
1101;N Gezondheids- en welzijnszorg;2011 3e kwartaal;4.7
1102;8511 Ziekenhuis,kliniek met overnachting;2004 1e kwartaal;
1103;8511 Ziekenhuis,kliniek met overnachting;2004 2e kwartaal;
1104;8511 Ziekenhuis,kliniek met overnachting;2004 3e kwartaal;
1105;8511 Ziekenhuis,kliniek met overnachting;2004 4e kwartaal;
1106;8511 Ziekenhuis,kliniek met overnachting;2004;
1107;8511 Ziekenhuis,kliniek met overnachting;2005 1e kwartaal;
1108;8511 Ziekenhuis,kliniek met overnachting;2005 2e kwartaal;
1109;8511 Ziekenhuis,kliniek met overnachting;2005 3e kwartaal;
1110;8511 Ziekenhuis,kliniek met overnachting;2005 4e kwartaal;
1111;8511 Ziekenhuis,kliniek met overnachting;2005;
1112;8511 Ziekenhuis,kliniek met overnachting;2006 1e kwartaal;
1113;8511 Ziekenhuis,kliniek met overnachting;2006 2e kwartaal;
1114;8511 Ziekenhuis,kliniek met overnachting;2006 3e kwartaal;
1115;8511 Ziekenhuis,kliniek met overnachting;2006 4e kwartaal;
1116;8511 Ziekenhuis,kliniek met overnachting;2006;4.8
1117;8511 Ziekenhuis,kliniek met overnachting;2007 1e kwartaal;
1118;8511 Ziekenhuis,kliniek met overnachting;2007 2e kwartaal;
1119;8511 Ziekenhuis,kliniek met overnachting;2007 3e kwartaal;
1120;8511 Ziekenhuis,kliniek met overnachting;2007 4e kwartaal;
1121;8511 Ziekenhuis,kliniek met overnachting;2007;4.8
1122;8511 Ziekenhuis,kliniek met overnachting;2008 1e kwartaal;5.4
1123;8511 Ziekenhuis,kliniek met overnachting;2008 2e kwartaal;4.5
1124;8511 Ziekenhuis,kliniek met overnachting;2008 3e kwartaal;4.2
1125;8511 Ziekenhuis,kliniek met overnachting;2008 4e kwartaal;4.8
1126;8511 Ziekenhuis,kliniek met overnachting;2008;4.8
1127;8511 Ziekenhuis,kliniek met overnachting;2009 1e kwartaal;5.3
1128;8511 Ziekenhuis,kliniek met overnachting;2009 2e kwartaal;4.3
1129;8511 Ziekenhuis,kliniek met overnachting;2009 3e kwartaal;4.3
1130;8511 Ziekenhuis,kliniek met overnachting;2009 4e kwartaal;5.1
1131;8511 Ziekenhuis,kliniek met overnachting;2009;4.7
1132;8511 Ziekenhuis,kliniek met overnachting;2010 1e kwartaal;5.2
1133;8511 Ziekenhuis,kliniek met overnachting;2010 2e kwartaal;4.6
1134;8511 Ziekenhuis,kliniek met overnachting;2010 3e kwartaal;4.2
1135;8511 Ziekenhuis,kliniek met overnachting;2010 4e kwartaal;4.9
1136;8511 Ziekenhuis,kliniek met overnachting;2010;4.7
1137;8511 Ziekenhuis,kliniek met overnachting;2011 1e kwartaal;5.3
1138;8511 Ziekenhuis,kliniek met overnachting;2011 2e kwartaal;4.6
1139;8511 Ziekenhuis,kliniek met overnachting;2011 3e kwartaal;4.3
1140;8531 Welzijnszorg met huisvesting;2004 1e kwartaal;
1141;8531 Welzijnszorg met huisvesting;2004 2e kwartaal;
1142;8531 Welzijnszorg met huisvesting;2004 3e kwartaal;
1143;8531 Welzijnszorg met huisvesting;2004 4e kwartaal;
1144;8531 Welzijnszorg met huisvesting;2004;
1145;8531 Welzijnszorg met huisvesting;2005 1e kwartaal;
1146;8531 Welzijnszorg met huisvesting;2005 2e kwartaal;
1147;8531 Welzijnszorg met huisvesting;2005 3e kwartaal;
1148;8531 Welzijnszorg met huisvesting;2005 4e kwartaal;
1149;8531 Welzijnszorg met huisvesting;2005;
1150;8531 Welzijnszorg met huisvesting;2006 1e kwartaal;
1151;8531 Welzijnszorg met huisvesting;2006 2e kwartaal;
1152;8531 Welzijnszorg met huisvesting;2006 3e kwartaal;
1153;8531 Welzijnszorg met huisvesting;2006 4e kwartaal;
1154;8531 Welzijnszorg met huisvesting;2006;5.9
1155;8531 Welzijnszorg met huisvesting;2007 1e kwartaal;
1156;8531 Welzijnszorg met huisvesting;2007 2e kwartaal;
1157;8531 Welzijnszorg met huisvesting;2007 3e kwartaal;
1158;8531 Welzijnszorg met huisvesting;2007 4e kwartaal;
1159;8531 Welzijnszorg met huisvesting;2007;5.9
1160;8531 Welzijnszorg met huisvesting;2008 1e kwartaal;6.7
1161;8531 Welzijnszorg met huisvesting;2008 2e kwartaal;5.8
1162;8531 Welzijnszorg met huisvesting;2008 3e kwartaal;5.3
1163;8531 Welzijnszorg met huisvesting;2008 4e kwartaal;6.0
1164;8531 Welzijnszorg met huisvesting;2008;5.9
1165;8531 Welzijnszorg met huisvesting;2009 1e kwartaal;6.6
1166;8531 Welzijnszorg met huisvesting;2009 2e kwartaal;5.7
1167;8531 Welzijnszorg met huisvesting;2009 3e kwartaal;5.3
1168;8531 Welzijnszorg met huisvesting;2009 4e kwartaal;6.1
1169;8531 Welzijnszorg met huisvesting;2009;5.9
1170;8531 Welzijnszorg met huisvesting;2010 1e kwartaal;6.6
1171;8531 Welzijnszorg met huisvesting;2010 2e kwartaal;5.8
1172;8531 Welzijnszorg met huisvesting;2010 3e kwartaal;5.5
1173;8531 Welzijnszorg met huisvesting;2010 4e kwartaal;6.2
1174;8531 Welzijnszorg met huisvesting;2010;6.0
1175;8531 Welzijnszorg met huisvesting;2011 1e kwartaal;6.7
1176;8531 Welzijnszorg met huisvesting;2011 2e kwartaal;6.0
1177;8531 Welzijnszorg met huisvesting;2011 3e kwartaal;5.3
1178;8532a Welzijnszorg (zonder huisvesting);2004 1e kwartaal;
1179;8532a Welzijnszorg (zonder huisvesting);2004 2e kwartaal;
1180;8532a Welzijnszorg (zonder huisvesting);2004 3e kwartaal;
1181;8532a Welzijnszorg (zonder huisvesting);2004 4e kwartaal;
1182;8532a Welzijnszorg (zonder huisvesting);2004;
1183;8532a Welzijnszorg (zonder huisvesting);2005 1e kwartaal;
1184;8532a Welzijnszorg (zonder huisvesting);2005 2e kwartaal;
1185;8532a Welzijnszorg (zonder huisvesting);2005 3e kwartaal;
1186;8532a Welzijnszorg (zonder huisvesting);2005 4e kwartaal;
1187;8532a Welzijnszorg (zonder huisvesting);2005;
1188;8532a Welzijnszorg (zonder huisvesting);2006 1e kwartaal;
1189;8532a Welzijnszorg (zonder huisvesting);2006 2e kwartaal;
1190;8532a Welzijnszorg (zonder huisvesting);2006 3e kwartaal;
1191;8532a Welzijnszorg (zonder huisvesting);2006 4e kwartaal;
1192;8532a Welzijnszorg (zonder huisvesting);2006;5.1
1193;8532a Welzijnszorg (zonder huisvesting);2007 1e kwartaal;
1194;8532a Welzijnszorg (zonder huisvesting);2007 2e kwartaal;
1195;8532a Welzijnszorg (zonder huisvesting);2007 3e kwartaal;
1196;8532a Welzijnszorg (zonder huisvesting);2007 4e kwartaal;
1197;8532a Welzijnszorg (zonder huisvesting);2007;5.3
1198;8532a Welzijnszorg (zonder huisvesting);2008 1e kwartaal;5.8
1199;8532a Welzijnszorg (zonder huisvesting);2008 2e kwartaal;4.9
1200;8532a Welzijnszorg (zonder huisvesting);2008 3e kwartaal;4.6
1201;8532a Welzijnszorg (zonder huisvesting);2008 4e kwartaal;5.1
1202;8532a Welzijnszorg (zonder huisvesting);2008;5.1
1203;8532a Welzijnszorg (zonder huisvesting);2009 1e kwartaal;5.5
1204;8532a Welzijnszorg (zonder huisvesting);2009 2e kwartaal;4.7
1205;8532a Welzijnszorg (zonder huisvesting);2009 3e kwartaal;4.5
1206;8532a Welzijnszorg (zonder huisvesting);2009 4e kwartaal;5.0
1207;8532a Welzijnszorg (zonder huisvesting);2009;4.9
1208;8532a Welzijnszorg (zonder huisvesting);2010 1e kwartaal;5.3
1209;8532a Welzijnszorg (zonder huisvesting);2010 2e kwartaal;4.7
1210;8532a Welzijnszorg (zonder huisvesting);2010 3e kwartaal;4.5
1211;8532a Welzijnszorg (zonder huisvesting);2010 4e kwartaal;5.0
1212;8532a Welzijnszorg (zonder huisvesting);2010;4.9
1213;8532a Welzijnszorg (zonder huisvesting);2011 1e kwartaal;5.5
1214;8532a Welzijnszorg (zonder huisvesting);2011 2e kwartaal;4.7
1215;8532a Welzijnszorg (zonder huisvesting);2011 3e kwartaal;4.5
1216;O Cultuur en overige dienstverl.;2004 1e kwartaal;
1217;O Cultuur en overige dienstverl.;2004 2e kwartaal;
1218;O Cultuur en overige dienstverl.;2004 3e kwartaal;
1219;O Cultuur en overige dienstverl.;2004 4e kwartaal;
1220;O Cultuur en overige dienstverl.;2004;3.6
1221;O Cultuur en overige dienstverl.;2005 1e kwartaal;
1222;O Cultuur en overige dienstverl.;2005 2e kwartaal;
1223;O Cultuur en overige dienstverl.;2005 3e kwartaal;
1224;O Cultuur en overige dienstverl.;2005 4e kwartaal;
1225;O Cultuur en overige dienstverl.;2005;3.6
1226;O Cultuur en overige dienstverl.;2006 1e kwartaal;
1227;O Cultuur en overige dienstverl.;2006 2e kwartaal;
1228;O Cultuur en overige dienstverl.;2006 3e kwartaal;
1229;O Cultuur en overige dienstverl.;2006 4e kwartaal;
1230;O Cultuur en overige dienstverl.;2006;4.3
1231;O Cultuur en overige dienstverl.;2007 1e kwartaal;
1232;O Cultuur en overige dienstverl.;2007 2e kwartaal;
1233;O Cultuur en overige dienstverl.;2007 3e kwartaal;
1234;O Cultuur en overige dienstverl.;2007 4e kwartaal;
1235;O Cultuur en overige dienstverl.;2007;4.3
1236;O Cultuur en overige dienstverl.;2008 1e kwartaal;4.2
1237;O Cultuur en overige dienstverl.;2008 2e kwartaal;3.8
1238;O Cultuur en overige dienstverl.;2008 3e kwartaal;3.4
1239;O Cultuur en overige dienstverl.;2008 4e kwartaal;4.1
1240;O Cultuur en overige dienstverl.;2008;3.9
1241;O Cultuur en overige dienstverl.;2009 1e kwartaal;4.5
1242;O Cultuur en overige dienstverl.;2009 2e kwartaal;3.6
1243;O Cultuur en overige dienstverl.;2009 3e kwartaal;3.5
1244;O Cultuur en overige dienstverl.;2009 4e kwartaal;4.1
1245;O Cultuur en overige dienstverl.;2009;3.9
1246;O Cultuur en overige dienstverl.;2010 1e kwartaal;3.9
1247;O Cultuur en overige dienstverl.;2010 2e kwartaal;3.5
1248;O Cultuur en overige dienstverl.;2010 3e kwartaal;3.4
1249;O Cultuur en overige dienstverl.;2010 4e kwartaal;3.8
1250;O Cultuur en overige dienstverl.;2010;3.7
1251;O Cultuur en overige dienstverl.;2011 1e kwartaal;4.0
1252;O Cultuur en overige dienstverl.;2011 2e kwartaal;3.9
1253;O Cultuur en overige dienstverl.;2011 3e kwartaal;3.6
1254;Bedrijven met   1 tot  10 werknemers;2004 1e kwartaal;
1255;Bedrijven met   1 tot  10 werknemers;2004 2e kwartaal;
1256;Bedrijven met   1 tot  10 werknemers;2004 3e kwartaal;
1257;Bedrijven met   1 tot  10 werknemers;2004 4e kwartaal;
1258;Bedrijven met   1 tot  10 werknemers;2004;2.5
1259;Bedrijven met   1 tot  10 werknemers;2005 1e kwartaal;
1260;Bedrijven met   1 tot  10 werknemers;2005 2e kwartaal;
1261;Bedrijven met   1 tot  10 werknemers;2005 3e kwartaal;
1262;Bedrijven met   1 tot  10 werknemers;2005 4e kwartaal;
1263;Bedrijven met   1 tot  10 werknemers;2005;2.4
1264;Bedrijven met   1 tot  10 werknemers;2006 1e kwartaal;
1265;Bedrijven met   1 tot  10 werknemers;2006 2e kwartaal;
1266;Bedrijven met   1 tot  10 werknemers;2006 3e kwartaal;
1267;Bedrijven met   1 tot  10 werknemers;2006 4e kwartaal;
1268;Bedrijven met   1 tot  10 werknemers;2006;3.1
1269;Bedrijven met   1 tot  10 werknemers;2007 1e kwartaal;
1270;Bedrijven met   1 tot  10 werknemers;2007 2e kwartaal;
1271;Bedrijven met   1 tot  10 werknemers;2007 3e kwartaal;
1272;Bedrijven met   1 tot  10 werknemers;2007 4e kwartaal;
1273;Bedrijven met   1 tot  10 werknemers;2007;3.2
1274;Bedrijven met   1 tot  10 werknemers;2008 1e kwartaal;1.6
1275;Bedrijven met   1 tot  10 werknemers;2008 2e kwartaal;1.5
1276;Bedrijven met   1 tot  10 werknemers;2008 3e kwartaal;1.6
1277;Bedrijven met   1 tot  10 werknemers;2008 4e kwartaal;1.9
1278;Bedrijven met   1 tot  10 werknemers;2008;1.7
1279;Bedrijven met   1 tot  10 werknemers;2009 1e kwartaal;1.7
1280;Bedrijven met   1 tot  10 werknemers;2009 2e kwartaal;1.7
1281;Bedrijven met   1 tot  10 werknemers;2009 3e kwartaal;1.6
1282;Bedrijven met   1 tot  10 werknemers;2009 4e kwartaal;1.9
1283;Bedrijven met   1 tot  10 werknemers;2009;1.7
1284;Bedrijven met   1 tot  10 werknemers;2010 1e kwartaal;1.8
1285;Bedrijven met   1 tot  10 werknemers;2010 2e kwartaal;1.8
1286;Bedrijven met   1 tot  10 werknemers;2010 3e kwartaal;1.8
1287;Bedrijven met   1 tot  10 werknemers;2010 4e kwartaal;2.0
1288;Bedrijven met   1 tot  10 werknemers;2010;1.9
1289;Bedrijven met   1 tot  10 werknemers;2011 1e kwartaal;2.0
1290;Bedrijven met   1 tot  10 werknemers;2011 2e kwartaal;1.9
1291;Bedrijven met   1 tot  10 werknemers;2011 3e kwartaal;1.8
1292;Bedrijven met  10 tot 100 werknemers;2004 1e kwartaal;
1293;Bedrijven met  10 tot 100 werknemers;2004 2e kwartaal;
1294;Bedrijven met  10 tot 100 werknemers;2004 3e kwartaal;
1295;Bedrijven met  10 tot 100 werknemers;2004 4e kwartaal;
1296;Bedrijven met  10 tot 100 werknemers;2004;3.7
1297;Bedrijven met  10 tot 100 werknemers;2005 1e kwartaal;
1298;Bedrijven met  10 tot 100 werknemers;2005 2e kwartaal;
1299;Bedrijven met  10 tot 100 werknemers;2005 3e kwartaal;
1300;Bedrijven met  10 tot 100 werknemers;2005 4e kwartaal;
1301;Bedrijven met  10 tot 100 werknemers;2005;3.5
1302;Bedrijven met  10 tot 100 werknemers;2006 1e kwartaal;
1303;Bedrijven met  10 tot 100 werknemers;2006 2e kwartaal;
1304;Bedrijven met  10 tot 100 werknemers;2006 3e kwartaal;
1305;Bedrijven met  10 tot 100 werknemers;2006 4e kwartaal;
1306;Bedrijven met  10 tot 100 werknemers;2006;3.7
1307;Bedrijven met  10 tot 100 werknemers;2007 1e kwartaal;
1308;Bedrijven met  10 tot 100 werknemers;2007 2e kwartaal;
1309;Bedrijven met  10 tot 100 werknemers;2007 3e kwartaal;
1310;Bedrijven met  10 tot 100 werknemers;2007 4e kwartaal;
1311;Bedrijven met  10 tot 100 werknemers;2007;3.7
1312;Bedrijven met  10 tot 100 werknemers;2008 1e kwartaal;4.1
1313;Bedrijven met  10 tot 100 werknemers;2008 2e kwartaal;3.5
1314;Bedrijven met  10 tot 100 werknemers;2008 3e kwartaal;3.3
1315;Bedrijven met  10 tot 100 werknemers;2008 4e kwartaal;3.7
1316;Bedrijven met  10 tot 100 werknemers;2008;3.6
1317;Bedrijven met  10 tot 100 werknemers;2009 1e kwartaal;3.8
1318;Bedrijven met  10 tot 100 werknemers;2009 2e kwartaal;3.5
1319;Bedrijven met  10 tot 100 werknemers;2009 3e kwartaal;3.4
1320;Bedrijven met  10 tot 100 werknemers;2009 4e kwartaal;3.9
1321;Bedrijven met  10 tot 100 werknemers;2009;3.7
1322;Bedrijven met  10 tot 100 werknemers;2010 1e kwartaal;3.7
1323;Bedrijven met  10 tot 100 werknemers;2010 2e kwartaal;3.5
1324;Bedrijven met  10 tot 100 werknemers;2010 3e kwartaal;3.4
1325;Bedrijven met  10 tot 100 werknemers;2010 4e kwartaal;3.8
1326;Bedrijven met  10 tot 100 werknemers;2010;3.6
1327;Bedrijven met  10 tot 100 werknemers;2011 1e kwartaal;3.8
1328;Bedrijven met  10 tot 100 werknemers;2011 2e kwartaal;3.5
1329;Bedrijven met  10 tot 100 werknemers;2011 3e kwartaal;3.3
1330;Bedrijven met 100 werknemers of meer;2004 1e kwartaal;
1331;Bedrijven met 100 werknemers of meer;2004 2e kwartaal;
1332;Bedrijven met 100 werknemers of meer;2004 3e kwartaal;
1333;Bedrijven met 100 werknemers of meer;2004 4e kwartaal;
1334;Bedrijven met 100 werknemers of meer;2004;5.1
1335;Bedrijven met 100 werknemers of meer;2005 1e kwartaal;
1336;Bedrijven met 100 werknemers of meer;2005 2e kwartaal;
1337;Bedrijven met 100 werknemers of meer;2005 3e kwartaal;
1338;Bedrijven met 100 werknemers of meer;2005 4e kwartaal;
1339;Bedrijven met 100 werknemers of meer;2005;5.2
1340;Bedrijven met 100 werknemers of meer;2006 1e kwartaal;
1341;Bedrijven met 100 werknemers of meer;2006 2e kwartaal;
1342;Bedrijven met 100 werknemers of meer;2006 3e kwartaal;
1343;Bedrijven met 100 werknemers of meer;2006 4e kwartaal;
1344;Bedrijven met 100 werknemers of meer;2006;5.1
1345;Bedrijven met 100 werknemers of meer;2007 1e kwartaal;
1346;Bedrijven met 100 werknemers of meer;2007 2e kwartaal;
1347;Bedrijven met 100 werknemers of meer;2007 3e kwartaal;
1348;Bedrijven met 100 werknemers of meer;2007 4e kwartaal;
1349;Bedrijven met 100 werknemers of meer;2007;5.1
1350;Bedrijven met 100 werknemers of meer;2008 1e kwartaal;5.6
1351;Bedrijven met 100 werknemers of meer;2008 2e kwartaal;4.9
1352;Bedrijven met 100 werknemers of meer;2008 3e kwartaal;4.4
1353;Bedrijven met 100 werknemers of meer;2008 4e kwartaal;5.2
1354;Bedrijven met 100 werknemers of meer;2008;5.0
1355;Bedrijven met 100 werknemers of meer;2009 1e kwartaal;5.5
1356;Bedrijven met 100 werknemers of meer;2009 2e kwartaal;4.6
1357;Bedrijven met 100 werknemers of meer;2009 3e kwartaal;4.4
1358;Bedrijven met 100 werknemers of meer;2009 4e kwartaal;5.2
1359;Bedrijven met 100 werknemers of meer;2009;4.9
1360;Bedrijven met 100 werknemers of meer;2010 1e kwartaal;5.3
1361;Bedrijven met 100 werknemers of meer;2010 2e kwartaal;4.8
1362;Bedrijven met 100 werknemers of meer;2010 3e kwartaal;4.5
1363;Bedrijven met 100 werknemers of meer;2010 4e kwartaal;5.2
1364;Bedrijven met 100 werknemers of meer;2010;5.0
1365;Bedrijven met 100 werknemers of meer;2011 1e kwartaal;5.6
1366;Bedrijven met 100 werknemers of meer;2011 2e kwartaal;4.8
1367;Bedrijven met 100 werknemers of meer;2011 3e kwartaal;4.5
