ID;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;WoonWerkAfstand_2
2209;Nederland, Buitenland, Niet in te delen;Oldebroek;2018 december;7.4;
2210;Nederland, Buitenland, Niet in te delen;Oldebroek;2019 december;7.9;
2211;Nederland, Buitenland, Niet in te delen;Oldebroek;2020 december;7.8;
2212;Nederland, Buitenland, Niet in te delen;Oldenzaal;2014 december;17.5;
2213;Nederland, Buitenland, Niet in te delen;Oldenzaal;2015 december;17.6;
2214;Nederland, Buitenland, Niet in te delen;Oldenzaal;2016 december;17.3;
2215;Nederland, Buitenland, Niet in te delen;Oldenzaal;2017 december;17.9;
2216;Nederland, Buitenland, Niet in te delen;Oldenzaal;2018 december;18.2;
2217;Nederland, Buitenland, Niet in te delen;Oldenzaal;2019 december;19.1;
2218;Nederland, Buitenland, Niet in te delen;Oldenzaal;2020 december;20.2;
2219;Nederland, Buitenland, Niet in te delen;Olst-Wijhe;2014 december;5.0;
2220;Nederland, Buitenland, Niet in te delen;Olst-Wijhe;2015 december;4.7;
2221;Nederland, Buitenland, Niet in te delen;Olst-Wijhe;2016 december;4.8;
2222;Nederland, Buitenland, Niet in te delen;Olst-Wijhe;2017 december;4.8;
2223;Nederland, Buitenland, Niet in te delen;Olst-Wijhe;2018 december;4.8;
2224;Nederland, Buitenland, Niet in te delen;Olst-Wijhe;2019 december;5.0;
2225;Nederland, Buitenland, Niet in te delen;Olst-Wijhe;2020 december;4.6;
2226;Nederland, Buitenland, Niet in te delen;Ommen;2014 december;5.4;
2227;Nederland, Buitenland, Niet in te delen;Ommen;2015 december;5.6;
2228;Nederland, Buitenland, Niet in te delen;Ommen;2016 december;5.7;
2229;Nederland, Buitenland, Niet in te delen;Ommen;2017 december;6.2;
2230;Nederland, Buitenland, Niet in te delen;Ommen;2018 december;6.5;
2231;Nederland, Buitenland, Niet in te delen;Ommen;2019 december;6.7;
2232;Nederland, Buitenland, Niet in te delen;Ommen;2020 december;6.6;
2233;Nederland, Buitenland, Niet in te delen;Onderbanken;2014 december;0.6;
2234;Nederland, Buitenland, Niet in te delen;Onderbanken;2015 december;0.6;
2235;Nederland, Buitenland, Niet in te delen;Onderbanken;2016 december;0.7;
2236;Nederland, Buitenland, Niet in te delen;Onderbanken;2017 december;0.7;
2237;Nederland, Buitenland, Niet in te delen;Onderbanken;2018 december;0.6;
2238;Nederland, Buitenland, Niet in te delen;Onderbanken;2019 december;0.0;
2239;Nederland, Buitenland, Niet in te delen;Onderbanken;2020 december;0.0;
2240;Nederland, Buitenland, Niet in te delen;Oost Gelre;2014 december;13.4;
2241;Nederland, Buitenland, Niet in te delen;Oost Gelre;2015 december;14.0;
2242;Nederland, Buitenland, Niet in te delen;Oost Gelre;2016 december;13.9;
2243;Nederland, Buitenland, Niet in te delen;Oost Gelre;2017 december;14.8;
2244;Nederland, Buitenland, Niet in te delen;Oost Gelre;2018 december;16.0;
2245;Nederland, Buitenland, Niet in te delen;Oost Gelre;2019 december;15.9;
2246;Nederland, Buitenland, Niet in te delen;Oost Gelre;2020 december;16.0;
2247;Nederland, Buitenland, Niet in te delen;Oosterhout;2014 december;25.0;
2248;Nederland, Buitenland, Niet in te delen;Oosterhout;2015 december;24.7;
2249;Nederland, Buitenland, Niet in te delen;Oosterhout;2016 december;24.7;
2250;Nederland, Buitenland, Niet in te delen;Oosterhout;2017 december;26.6;
2251;Nederland, Buitenland, Niet in te delen;Oosterhout;2018 december;27.4;
2252;Nederland, Buitenland, Niet in te delen;Oosterhout;2019 december;27.3;
2253;Nederland, Buitenland, Niet in te delen;Oosterhout;2020 december;27.5;
2254;Nederland, Buitenland, Niet in te delen;Ooststellingwerf;2014 december;6.7;
2255;Nederland, Buitenland, Niet in te delen;Ooststellingwerf;2015 december;7.1;
2256;Nederland, Buitenland, Niet in te delen;Ooststellingwerf;2016 december;7.4;
2257;Nederland, Buitenland, Niet in te delen;Ooststellingwerf;2017 december;7.3;
2258;Nederland, Buitenland, Niet in te delen;Ooststellingwerf;2018 december;7.6;
2259;Nederland, Buitenland, Niet in te delen;Ooststellingwerf;2019 december;8.4;
2260;Nederland, Buitenland, Niet in te delen;Ooststellingwerf;2020 december;8.4;
2261;Nederland, Buitenland, Niet in te delen;Oostzaan;2014 december;2.6;
2262;Nederland, Buitenland, Niet in te delen;Oostzaan;2015 december;2.8;
2263;Nederland, Buitenland, Niet in te delen;Oostzaan;2016 december;2.9;
2264;Nederland, Buitenland, Niet in te delen;Oostzaan;2017 december;2.9;
2265;Nederland, Buitenland, Niet in te delen;Oostzaan;2018 december;3.0;
2266;Nederland, Buitenland, Niet in te delen;Oostzaan;2019 december;3.1;
2267;Nederland, Buitenland, Niet in te delen;Oostzaan;2020 december;3.1;
2268;Nederland, Buitenland, Niet in te delen;Opmeer;2014 december;3.9;
2269;Nederland, Buitenland, Niet in te delen;Opmeer;2015 december;4.0;
2270;Nederland, Buitenland, Niet in te delen;Opmeer;2016 december;3.9;
2271;Nederland, Buitenland, Niet in te delen;Opmeer;2017 december;4.1;
2272;Nederland, Buitenland, Niet in te delen;Opmeer;2018 december;4.5;
2273;Nederland, Buitenland, Niet in te delen;Opmeer;2019 december;4.5;
2274;Nederland, Buitenland, Niet in te delen;Opmeer;2020 december;5.2;
2275;Nederland, Buitenland, Niet in te delen;Opsterland;2014 december;7.1;
2276;Nederland, Buitenland, Niet in te delen;Opsterland;2015 december;7.5;
2277;Nederland, Buitenland, Niet in te delen;Opsterland;2016 december;8.2;
2278;Nederland, Buitenland, Niet in te delen;Opsterland;2017 december;8.1;
2279;Nederland, Buitenland, Niet in te delen;Opsterland;2018 december;8.1;
2280;Nederland, Buitenland, Niet in te delen;Opsterland;2019 december;8.7;
2281;Nederland, Buitenland, Niet in te delen;Opsterland;2020 december;8.8;
2282;Nederland, Buitenland, Niet in te delen;Oss;2014 december;34.5;
2283;Nederland, Buitenland, Niet in te delen;Oss;2015 december;37.1;
2284;Nederland, Buitenland, Niet in te delen;Oss;2016 december;38.2;
2285;Nederland, Buitenland, Niet in te delen;Oss;2017 december;39.0;
2286;Nederland, Buitenland, Niet in te delen;Oss;2018 december;39.9;
2287;Nederland, Buitenland, Niet in te delen;Oss;2019 december;39.6;
2288;Nederland, Buitenland, Niet in te delen;Oss;2020 december;39.0;
2289;Nederland, Buitenland, Niet in te delen;Oud-Beijerland;2014 december;11.6;
2290;Nederland, Buitenland, Niet in te delen;Oud-Beijerland;2015 december;10.5;
2291;Nederland, Buitenland, Niet in te delen;Oud-Beijerland;2016 december;10.1;
2292;Nederland, Buitenland, Niet in te delen;Oud-Beijerland;2017 december;10.5;
2293;Nederland, Buitenland, Niet in te delen;Oud-Beijerland;2018 december;10.5;
2294;Nederland, Buitenland, Niet in te delen;Oud-Beijerland;2019 december;0.0;
2295;Nederland, Buitenland, Niet in te delen;Oud-Beijerland;2020 december;0.0;
2296;Nederland, Buitenland, Niet in te delen;Oude IJsselstreek;2014 december;13.3;
2297;Nederland, Buitenland, Niet in te delen;Oude IJsselstreek;2015 december;13.6;
2298;Nederland, Buitenland, Niet in te delen;Oude IJsselstreek;2016 december;14.0;
2299;Nederland, Buitenland, Niet in te delen;Oude IJsselstreek;2017 december;14.7;
2300;Nederland, Buitenland, Niet in te delen;Oude IJsselstreek;2018 december;15.3;
2301;Nederland, Buitenland, Niet in te delen;Oude IJsselstreek;2019 december;16.2;
2302;Nederland, Buitenland, Niet in te delen;Oude IJsselstreek;2020 december;16.6;
2303;Nederland, Buitenland, Niet in te delen;Ouder-Amstel;2014 december;8.5;
2304;Nederland, Buitenland, Niet in te delen;Ouder-Amstel;2015 december;9.0;
2305;Nederland, Buitenland, Niet in te delen;Ouder-Amstel;2016 december;10.6;
2306;Nederland, Buitenland, Niet in te delen;Ouder-Amstel;2017 december;14.8;
2307;Nederland, Buitenland, Niet in te delen;Ouder-Amstel;2018 december;17.0;
2308;Nederland, Buitenland, Niet in te delen;Ouder-Amstel;2019 december;18.2;
2309;Nederland, Buitenland, Niet in te delen;Ouder-Amstel;2020 december;11.1;
2310;Nederland, Buitenland, Niet in te delen;Ouderkerk;2014 december;1.8;
2311;Nederland, Buitenland, Niet in te delen;Ouderkerk;2015 december;0.0;
2312;Nederland, Buitenland, Niet in te delen;Ouderkerk;2016 december;0.0;
2313;Nederland, Buitenland, Niet in te delen;Ouderkerk;2017 december;0.0;
2314;Nederland, Buitenland, Niet in te delen;Ouderkerk;2018 december;0.0;
2315;Nederland, Buitenland, Niet in te delen;Ouderkerk;2019 december;0.0;
2316;Nederland, Buitenland, Niet in te delen;Ouderkerk;2020 december;0.0;
2317;Nederland, Buitenland, Niet in te delen;Oudewater;2014 december;3.0;
2318;Nederland, Buitenland, Niet in te delen;Oudewater;2015 december;3.0;
2319;Nederland, Buitenland, Niet in te delen;Oudewater;2016 december;3.1;
2320;Nederland, Buitenland, Niet in te delen;Oudewater;2017 december;3.1;
2321;Nederland, Buitenland, Niet in te delen;Oudewater;2018 december;3.3;
2322;Nederland, Buitenland, Niet in te delen;Oudewater;2019 december;3.2;
2323;Nederland, Buitenland, Niet in te delen;Oudewater;2020 december;3.4;
2324;Nederland, Buitenland, Niet in te delen;Overbetuwe;2014 december;15.5;
2325;Nederland, Buitenland, Niet in te delen;Overbetuwe;2015 december;16.4;
2326;Nederland, Buitenland, Niet in te delen;Overbetuwe;2016 december;18.6;
2327;Nederland, Buitenland, Niet in te delen;Overbetuwe;2017 december;19.6;
2328;Nederland, Buitenland, Niet in te delen;Overbetuwe;2018 december;20.2;
2329;Nederland, Buitenland, Niet in te delen;Overbetuwe;2019 december;20.7;
2330;Nederland, Buitenland, Niet in te delen;Overbetuwe;2020 december;21.0;
2331;Nederland, Buitenland, Niet in te delen;Papendrecht;2014 december;13.2;
2332;Nederland, Buitenland, Niet in te delen;Papendrecht;2015 december;14.5;
2333;Nederland, Buitenland, Niet in te delen;Papendrecht;2016 december;14.3;
2334;Nederland, Buitenland, Niet in te delen;Papendrecht;2017 december;13.8;
2335;Nederland, Buitenland, Niet in te delen;Papendrecht;2018 december;14.3;
2336;Nederland, Buitenland, Niet in te delen;Papendrecht;2019 december;14.8;
2337;Nederland, Buitenland, Niet in te delen;Papendrecht;2020 december;14.1;
2338;Nederland, Buitenland, Niet in te delen;Peel en Maas;2014 december;15.3;
2339;Nederland, Buitenland, Niet in te delen;Peel en Maas;2015 december;15.5;
2340;Nederland, Buitenland, Niet in te delen;Peel en Maas;2016 december;15.8;
2341;Nederland, Buitenland, Niet in te delen;Peel en Maas;2017 december;16.7;
2342;Nederland, Buitenland, Niet in te delen;Peel en Maas;2018 december;16.7;
2343;Nederland, Buitenland, Niet in te delen;Peel en Maas;2019 december;16.7;
2344;Nederland, Buitenland, Niet in te delen;Peel en Maas;2020 december;16.5;
2345;Nederland, Buitenland, Niet in te delen;Pekela;2014 december;2.5;
2346;Nederland, Buitenland, Niet in te delen;Pekela;2015 december;2.8;
2347;Nederland, Buitenland, Niet in te delen;Pekela;2016 december;2.4;
2348;Nederland, Buitenland, Niet in te delen;Pekela;2017 december;2.5;
2349;Nederland, Buitenland, Niet in te delen;Pekela;2018 december;2.6;
2350;Nederland, Buitenland, Niet in te delen;Pekela;2019 december;2.7;
2351;Nederland, Buitenland, Niet in te delen;Pekela;2020 december;2.8;
2352;Nederland, Buitenland, Niet in te delen;Pijnacker-Nootdorp;2014 december;14.3;
2353;Nederland, Buitenland, Niet in te delen;Pijnacker-Nootdorp;2015 december;14.4;
2354;Nederland, Buitenland, Niet in te delen;Pijnacker-Nootdorp;2016 december;15.0;
2355;Nederland, Buitenland, Niet in te delen;Pijnacker-Nootdorp;2017 december;15.0;
2356;Nederland, Buitenland, Niet in te delen;Pijnacker-Nootdorp;2018 december;15.3;
2357;Nederland, Buitenland, Niet in te delen;Pijnacker-Nootdorp;2019 december;16.0;
2358;Nederland, Buitenland, Niet in te delen;Pijnacker-Nootdorp;2020 december;17.1;
2359;Nederland, Buitenland, Niet in te delen;Purmerend;2014 december;23.8;
2360;Nederland, Buitenland, Niet in te delen;Purmerend;2015 december;25.5;
2361;Nederland, Buitenland, Niet in te delen;Purmerend;2016 december;25.6;
2362;Nederland, Buitenland, Niet in te delen;Purmerend;2017 december;24.9;
2363;Nederland, Buitenland, Niet in te delen;Purmerend;2018 december;25.6;
2364;Nederland, Buitenland, Niet in te delen;Purmerend;2019 december;24.8;
2365;Nederland, Buitenland, Niet in te delen;Purmerend;2020 december;25.6;
2366;Nederland, Buitenland, Niet in te delen;Putten;2014 december;7.4;
2367;Nederland, Buitenland, Niet in te delen;Putten;2015 december;7.5;
2368;Nederland, Buitenland, Niet in te delen;Putten;2016 december;7.7;
2369;Nederland, Buitenland, Niet in te delen;Putten;2017 december;8.2;
2370;Nederland, Buitenland, Niet in te delen;Putten;2018 december;8.7;
2371;Nederland, Buitenland, Niet in te delen;Putten;2019 december;8.4;
2372;Nederland, Buitenland, Niet in te delen;Putten;2020 december;8.7;
2373;Nederland, Buitenland, Niet in te delen;Raalte;2014 december;13.4;
2374;Nederland, Buitenland, Niet in te delen;Raalte;2015 december;12.7;
2375;Nederland, Buitenland, Niet in te delen;Raalte;2016 december;13.1;
2376;Nederland, Buitenland, Niet in te delen;Raalte;2017 december;13.5;
2377;Nederland, Buitenland, Niet in te delen;Raalte;2018 december;14.6;
2378;Nederland, Buitenland, Niet in te delen;Raalte;2019 december;14.7;
2379;Nederland, Buitenland, Niet in te delen;Raalte;2020 december;15.5;
2380;Nederland, Buitenland, Niet in te delen;Reimerswaal;2014 december;7.7;
2381;Nederland, Buitenland, Niet in te delen;Reimerswaal;2015 december;7.9;
2382;Nederland, Buitenland, Niet in te delen;Reimerswaal;2016 december;8.2;
2383;Nederland, Buitenland, Niet in te delen;Reimerswaal;2017 december;8.3;
2384;Nederland, Buitenland, Niet in te delen;Reimerswaal;2018 december;8.5;
2385;Nederland, Buitenland, Niet in te delen;Reimerswaal;2019 december;8.8;
2386;Nederland, Buitenland, Niet in te delen;Reimerswaal;2020 december;9.0;
2387;Nederland, Buitenland, Niet in te delen;Renkum;2014 december;10.4;
2388;Nederland, Buitenland, Niet in te delen;Renkum;2015 december;10.6;
2389;Nederland, Buitenland, Niet in te delen;Renkum;2016 december;10.8;
2390;Nederland, Buitenland, Niet in te delen;Renkum;2017 december;9.9;
2391;Nederland, Buitenland, Niet in te delen;Renkum;2018 december;9.9;
2392;Nederland, Buitenland, Niet in te delen;Renkum;2019 december;10.5;
2393;Nederland, Buitenland, Niet in te delen;Renkum;2020 december;9.6;
2394;Nederland, Buitenland, Niet in te delen;Renswoude;2014 december;2.9;
2395;Nederland, Buitenland, Niet in te delen;Renswoude;2015 december;3.1;
2396;Nederland, Buitenland, Niet in te delen;Renswoude;2016 december;3.4;
2397;Nederland, Buitenland, Niet in te delen;Renswoude;2017 december;3.9;
2398;Nederland, Buitenland, Niet in te delen;Renswoude;2018 december;4.4;
2399;Nederland, Buitenland, Niet in te delen;Renswoude;2019 december;3.2;
2400;Nederland, Buitenland, Niet in te delen;Renswoude;2020 december;3.3;
2401;Nederland, Buitenland, Niet in te delen;Reusel-De Mierden;2014 december;2.9;
2402;Nederland, Buitenland, Niet in te delen;Reusel-De Mierden;2015 december;2.9;
2403;Nederland, Buitenland, Niet in te delen;Reusel-De Mierden;2016 december;3.0;
2404;Nederland, Buitenland, Niet in te delen;Reusel-De Mierden;2017 december;3.0;
2405;Nederland, Buitenland, Niet in te delen;Reusel-De Mierden;2018 december;3.4;
2406;Nederland, Buitenland, Niet in te delen;Reusel-De Mierden;2019 december;3.3;
2407;Nederland, Buitenland, Niet in te delen;Reusel-De Mierden;2020 december;3.4;
2408;Nederland, Buitenland, Niet in te delen;Rheden;2014 december;12.6;
2409;Nederland, Buitenland, Niet in te delen;Rheden;2015 december;12.6;
2410;Nederland, Buitenland, Niet in te delen;Rheden;2016 december;13.5;
2411;Nederland, Buitenland, Niet in te delen;Rheden;2017 december;16.5;
2412;Nederland, Buitenland, Niet in te delen;Rheden;2018 december;16.4;
2413;Nederland, Buitenland, Niet in te delen;Rheden;2019 december;16.0;
2414;Nederland, Buitenland, Niet in te delen;Rheden;2020 december;15.1;
2415;Nederland, Buitenland, Niet in te delen;Rhenen;2014 december;4.8;
2416;Nederland, Buitenland, Niet in te delen;Rhenen;2015 december;4.9;
2417;Nederland, Buitenland, Niet in te delen;Rhenen;2016 december;5.5;
2418;Nederland, Buitenland, Niet in te delen;Rhenen;2017 december;5.6;
2419;Nederland, Buitenland, Niet in te delen;Rhenen;2018 december;5.7;
2420;Nederland, Buitenland, Niet in te delen;Rhenen;2019 december;5.9;
2421;Nederland, Buitenland, Niet in te delen;Rhenen;2020 december;5.7;
2422;Nederland, Buitenland, Niet in te delen;Ridderkerk;2014 december;19.5;
2423;Nederland, Buitenland, Niet in te delen;Ridderkerk;2015 december;19.9;
2424;Nederland, Buitenland, Niet in te delen;Ridderkerk;2016 december;20.4;
2425;Nederland, Buitenland, Niet in te delen;Ridderkerk;2017 december;20.1;
2426;Nederland, Buitenland, Niet in te delen;Ridderkerk;2018 december;20.8;
2427;Nederland, Buitenland, Niet in te delen;Ridderkerk;2019 december;21.0;
2428;Nederland, Buitenland, Niet in te delen;Ridderkerk;2020 december;21.3;
2429;Nederland, Buitenland, Niet in te delen;Rijnwaarden;2014 december;2.5;
2430;Nederland, Buitenland, Niet in te delen;Rijnwaarden;2015 december;2.4;
2431;Nederland, Buitenland, Niet in te delen;Rijnwaarden;2016 december;2.3;
2432;Nederland, Buitenland, Niet in te delen;Rijnwaarden;2017 december;2.1;
2433;Nederland, Buitenland, Niet in te delen;Rijnwaarden;2018 december;0.0;
2434;Nederland, Buitenland, Niet in te delen;Rijnwaarden;2019 december;0.0;
2435;Nederland, Buitenland, Niet in te delen;Rijnwaarden;2020 december;0.0;
2436;Nederland, Buitenland, Niet in te delen;Rijssen-Holten;2014 december;17.5;
2437;Nederland, Buitenland, Niet in te delen;Rijssen-Holten;2015 december;18.3;
2438;Nederland, Buitenland, Niet in te delen;Rijssen-Holten;2016 december;19.3;
2439;Nederland, Buitenland, Niet in te delen;Rijssen-Holten;2017 december;20.4;
2440;Nederland, Buitenland, Niet in te delen;Rijssen-Holten;2018 december;20.7;
2441;Nederland, Buitenland, Niet in te delen;Rijssen-Holten;2019 december;20.6;
2442;Nederland, Buitenland, Niet in te delen;Rijssen-Holten;2020 december;20.5;
2443;Nederland, Buitenland, Niet in te delen;Rijswijk (ZH.);2014 december;30.6;
2444;Nederland, Buitenland, Niet in te delen;Rijswijk (ZH.);2015 december;30.0;
2445;Nederland, Buitenland, Niet in te delen;Rijswijk (ZH.);2016 december;34.7;
2446;Nederland, Buitenland, Niet in te delen;Rijswijk (ZH.);2017 december;30.3;
2447;Nederland, Buitenland, Niet in te delen;Rijswijk (ZH.);2018 december;30.9;
2448;Nederland, Buitenland, Niet in te delen;Rijswijk (ZH.);2019 december;32.7;
2449;Nederland, Buitenland, Niet in te delen;Rijswijk (ZH.);2020 december;30.7;
2450;Nederland, Buitenland, Niet in te delen;Roerdalen;2014 december;4.4;
2451;Nederland, Buitenland, Niet in te delen;Roerdalen;2015 december;4.5;
2452;Nederland, Buitenland, Niet in te delen;Roerdalen;2016 december;4.1;
2453;Nederland, Buitenland, Niet in te delen;Roerdalen;2017 december;4.3;
2454;Nederland, Buitenland, Niet in te delen;Roerdalen;2018 december;4.3;
2455;Nederland, Buitenland, Niet in te delen;Roerdalen;2019 december;4.2;
2456;Nederland, Buitenland, Niet in te delen;Roerdalen;2020 december;4.2;
2457;Nederland, Buitenland, Niet in te delen;Roermond;2014 december;33.8;
2458;Nederland, Buitenland, Niet in te delen;Roermond;2015 december;34.2;
2459;Nederland, Buitenland, Niet in te delen;Roermond;2016 december;35.8;
2460;Nederland, Buitenland, Niet in te delen;Roermond;2017 december;38.9;
2461;Nederland, Buitenland, Niet in te delen;Roermond;2018 december;40.4;
2462;Nederland, Buitenland, Niet in te delen;Roermond;2019 december;40.1;
2463;Nederland, Buitenland, Niet in te delen;Roermond;2020 december;38.3;
2464;Nederland, Buitenland, Niet in te delen;De Ronde Venen;2014 december;13.1;
2465;Nederland, Buitenland, Niet in te delen;De Ronde Venen;2015 december;12.8;
2466;Nederland, Buitenland, Niet in te delen;De Ronde Venen;2016 december;13.6;
2467;Nederland, Buitenland, Niet in te delen;De Ronde Venen;2017 december;14.1;
2468;Nederland, Buitenland, Niet in te delen;De Ronde Venen;2018 december;14.3;
2469;Nederland, Buitenland, Niet in te delen;De Ronde Venen;2019 december;14.6;
2470;Nederland, Buitenland, Niet in te delen;De Ronde Venen;2020 december;13.9;
2471;Nederland, Buitenland, Niet in te delen;Roosendaal;2014 december;37.2;
2472;Nederland, Buitenland, Niet in te delen;Roosendaal;2015 december;36.9;
2473;Nederland, Buitenland, Niet in te delen;Roosendaal;2016 december;38.1;
2474;Nederland, Buitenland, Niet in te delen;Roosendaal;2017 december;38.7;
2475;Nederland, Buitenland, Niet in te delen;Roosendaal;2018 december;39.5;
2476;Nederland, Buitenland, Niet in te delen;Roosendaal;2019 december;39.5;
2477;Nederland, Buitenland, Niet in te delen;Roosendaal;2020 december;39.7;
2478;Nederland, Buitenland, Niet in te delen;Rotterdam;2014 december;364.8;
2479;Nederland, Buitenland, Niet in te delen;Rotterdam;2015 december;373.5;
2480;Nederland, Buitenland, Niet in te delen;Rotterdam;2016 december;382.0;
2481;Nederland, Buitenland, Niet in te delen;Rotterdam;2017 december;390.9;
2482;Nederland, Buitenland, Niet in te delen;Rotterdam;2018 december;401.0;
2483;Nederland, Buitenland, Niet in te delen;Rotterdam;2019 december;407.8;
2484;Nederland, Buitenland, Niet in te delen;Rotterdam;2020 december;398.1;
2485;Nederland, Buitenland, Niet in te delen;Rozendaal;2014 december;0.6;
2486;Nederland, Buitenland, Niet in te delen;Rozendaal;2015 december;0.6;
2487;Nederland, Buitenland, Niet in te delen;Rozendaal;2016 december;0.4;
2488;Nederland, Buitenland, Niet in te delen;Rozendaal;2017 december;0.5;
2489;Nederland, Buitenland, Niet in te delen;Rozendaal;2018 december;0.4;
2490;Nederland, Buitenland, Niet in te delen;Rozendaal;2019 december;0.4;
2491;Nederland, Buitenland, Niet in te delen;Rozendaal;2020 december;0.4;
2492;Nederland, Buitenland, Niet in te delen;Rucphen;2014 december;4.3;
2493;Nederland, Buitenland, Niet in te delen;Rucphen;2015 december;4.3;
2494;Nederland, Buitenland, Niet in te delen;Rucphen;2016 december;4.4;
2495;Nederland, Buitenland, Niet in te delen;Rucphen;2017 december;4.4;
2496;Nederland, Buitenland, Niet in te delen;Rucphen;2018 december;4.6;
2497;Nederland, Buitenland, Niet in te delen;Rucphen;2019 december;5.0;
2498;Nederland, Buitenland, Niet in te delen;Rucphen;2020 december;4.9;
2499;Nederland, Buitenland, Niet in te delen;Schagen;2014 december;17.6;
2500;Nederland, Buitenland, Niet in te delen;Schagen;2015 december;17.0;
2501;Nederland, Buitenland, Niet in te delen;Schagen;2016 december;17.8;
2502;Nederland, Buitenland, Niet in te delen;Schagen;2017 december;18.4;
2503;Nederland, Buitenland, Niet in te delen;Schagen;2018 december;18.3;
2504;Nederland, Buitenland, Niet in te delen;Schagen;2019 december;19.1;
2505;Nederland, Buitenland, Niet in te delen;Schagen;2020 december;18.9;
2506;Nederland, Buitenland, Niet in te delen;Schermer;2014 december;0.9;
2507;Nederland, Buitenland, Niet in te delen;Schermer;2015 december;0.0;
2508;Nederland, Buitenland, Niet in te delen;Schermer;2016 december;0.0;
2509;Nederland, Buitenland, Niet in te delen;Schermer;2017 december;0.0;
2510;Nederland, Buitenland, Niet in te delen;Schermer;2018 december;0.0;
2511;Nederland, Buitenland, Niet in te delen;Schermer;2019 december;0.0;
2512;Nederland, Buitenland, Niet in te delen;Schermer;2020 december;0.0;
2513;Nederland, Buitenland, Niet in te delen;Scherpenzeel;2014 december;3.5;
2514;Nederland, Buitenland, Niet in te delen;Scherpenzeel;2015 december;3.7;
2515;Nederland, Buitenland, Niet in te delen;Scherpenzeel;2016 december;3.7;
2516;Nederland, Buitenland, Niet in te delen;Scherpenzeel;2017 december;3.5;
2517;Nederland, Buitenland, Niet in te delen;Scherpenzeel;2018 december;3.7;
2518;Nederland, Buitenland, Niet in te delen;Scherpenzeel;2019 december;3.7;
2519;Nederland, Buitenland, Niet in te delen;Scherpenzeel;2020 december;3.8;
2520;Nederland, Buitenland, Niet in te delen;Schiedam;2014 december;32.3;
2521;Nederland, Buitenland, Niet in te delen;Schiedam;2015 december;35.3;
2522;Nederland, Buitenland, Niet in te delen;Schiedam;2016 december;33.4;
2523;Nederland, Buitenland, Niet in te delen;Schiedam;2017 december;32.8;
2524;Nederland, Buitenland, Niet in te delen;Schiedam;2018 december;34.4;
2525;Nederland, Buitenland, Niet in te delen;Schiedam;2019 december;35.6;
2526;Nederland, Buitenland, Niet in te delen;Schiedam;2020 december;33.0;
2527;Nederland, Buitenland, Niet in te delen;Schiermonnikoog;2014 december;0.4;
2528;Nederland, Buitenland, Niet in te delen;Schiermonnikoog;2015 december;0.5;
2529;Nederland, Buitenland, Niet in te delen;Schiermonnikoog;2016 december;0.5;
2530;Nederland, Buitenland, Niet in te delen;Schiermonnikoog;2017 december;0.5;
2531;Nederland, Buitenland, Niet in te delen;Schiermonnikoog;2018 december;0.5;
2532;Nederland, Buitenland, Niet in te delen;Schiermonnikoog;2019 december;0.5;
2533;Nederland, Buitenland, Niet in te delen;Schiermonnikoog;2020 december;0.5;
2534;Nederland, Buitenland, Niet in te delen;Schijndel;2014 december;9.1;
2535;Nederland, Buitenland, Niet in te delen;Schijndel;2015 december;9.7;
2536;Nederland, Buitenland, Niet in te delen;Schijndel;2016 december;9.2;
2537;Nederland, Buitenland, Niet in te delen;Schijndel;2017 december;0.0;
2538;Nederland, Buitenland, Niet in te delen;Schijndel;2018 december;0.0;
2539;Nederland, Buitenland, Niet in te delen;Schijndel;2019 december;0.0;
2540;Nederland, Buitenland, Niet in te delen;Schijndel;2020 december;0.0;
2541;Nederland, Buitenland, Niet in te delen;Schinnen;2014 december;2.4;
2542;Nederland, Buitenland, Niet in te delen;Schinnen;2015 december;2.3;
2543;Nederland, Buitenland, Niet in te delen;Schinnen;2016 december;2.2;
2544;Nederland, Buitenland, Niet in te delen;Schinnen;2017 december;2.3;
2545;Nederland, Buitenland, Niet in te delen;Schinnen;2018 december;2.4;
2546;Nederland, Buitenland, Niet in te delen;Schinnen;2019 december;0.0;
2547;Nederland, Buitenland, Niet in te delen;Schinnen;2020 december;0.0;
2548;Nederland, Buitenland, Niet in te delen;Schoonhoven;2014 december;3.3;
2549;Nederland, Buitenland, Niet in te delen;Schoonhoven;2015 december;0.0;
2550;Nederland, Buitenland, Niet in te delen;Schoonhoven;2016 december;0.0;
2551;Nederland, Buitenland, Niet in te delen;Schoonhoven;2017 december;0.0;
2552;Nederland, Buitenland, Niet in te delen;Schoonhoven;2018 december;0.0;
2553;Nederland, Buitenland, Niet in te delen;Schoonhoven;2019 december;0.0;
2554;Nederland, Buitenland, Niet in te delen;Schoonhoven;2020 december;0.0;
2555;Nederland, Buitenland, Niet in te delen;Schouwen-Duiveland;2014 december;10.9;
2556;Nederland, Buitenland, Niet in te delen;Schouwen-Duiveland;2015 december;10.9;
2557;Nederland, Buitenland, Niet in te delen;Schouwen-Duiveland;2016 december;11.2;
2558;Nederland, Buitenland, Niet in te delen;Schouwen-Duiveland;2017 december;11.0;
2559;Nederland, Buitenland, Niet in te delen;Schouwen-Duiveland;2018 december;11.6;
2560;Nederland, Buitenland, Niet in te delen;Schouwen-Duiveland;2019 december;12.6;
2561;Nederland, Buitenland, Niet in te delen;Schouwen-Duiveland;2020 december;12.0;
