ID;SoortBouwwerk;Bouwfasen;Perioden;BouwkostenGebouwen_1
89;Totaal gebouwen;Ontvangen orders;2020 april;1777.0
90;Totaal gebouwen;Ontvangen orders;2020 mei;1372.0
91;Totaal gebouwen;Ontvangen orders;2020 juni;1566.0
92;Totaal gebouwen;Ontvangen orders;2020 2e kwartaal;4715.0
93;Totaal gebouwen;Ontvangen orders;2020 juli;2048.0
94;Totaal gebouwen;Ontvangen orders;2020 augustus;1178.0
95;Totaal gebouwen;Ontvangen orders;2020 september;1728.0
96;Totaal gebouwen;Ontvangen orders;2020 3e kwartaal;4954.0
97;Totaal gebouwen;Ontvangen orders;2020 oktober;1959.0
98;Totaal gebouwen;Ontvangen orders;2020 november;1700.0
99;Totaal gebouwen;Ontvangen orders;2020 december;1994.0
100;Totaal gebouwen;Ontvangen orders;2020 4e kwartaal;5652.0
101;Totaal gebouwen;Ontvangen orders;2020;19674.0
102;Totaal gebouwen;Ontvangen orders;2021 januari;1484.0
103;Totaal gebouwen;Ontvangen orders;2021 februari;1714.0
104;Totaal gebouwen;Ontvangen orders;2021 maart;2464.0
105;Totaal gebouwen;Ontvangen orders;2021 1e kwartaal;5662.0
106;Totaal gebouwen;Ontvangen orders;2021 april;2023.0
107;Totaal gebouwen;Ontvangen orders;2021 mei;1763.0
108;Totaal gebouwen;Ontvangen orders;2021 juni;1836.0
109;Totaal gebouwen;Ontvangen orders;2021 2e kwartaal;5622.0
110;Totaal gebouwen;Ontvangen orders;2021 juli;2340.0
111;Totaal gebouwen;Ontvangen orders;2021 augustus;1284.0
112;Totaal gebouwen;Ontvangen orders;2021 september;1862.0
113;Totaal gebouwen;Ontvangen orders;2021 3e kwartaal;5485.0
114;Totaal gebouwen;Ontvangen orders;2021 oktober;1879.0
115;Totaal gebouwen;Ontvangen orders;2021 november;1989.0
116;Totaal gebouwen;Ontvangen orders;2021 december;2006.0
117;Totaal gebouwen;Ontvangen orders;2021 4e kwartaal;5874.0
118;Totaal gebouwen;Ontvangen orders;2021;22643.0
119;Totaal gebouwen;Ontvangen orders;2022 januari;1523.0
120;Totaal gebouwen;Ontvangen orders;2022 februari;1450.0
121;Totaal gebouwen;Ontvangen orders;2022 maart;2322.0
122;Totaal gebouwen;Ontvangen orders;2022 1e kwartaal;5295.0
123;Totaal gebouwen;Ontvangen orders;2022 april;1484.0
124;Totaal gebouwen;Ontvangen orders;2022 mei;1894.0
125;Totaal gebouwen;Ontvangen orders;2022 juni;2156.0
126;Totaal gebouwen;Ontvangen orders;2022 2e kwartaal;5534.0
127;Totaal gebouwen;Ontvangen orders;2022 juli;2157.0
128;Totaal gebouwen;Ontvangen orders;2022 augustus;1380.0
129;Totaal gebouwen;Ontvangen orders;2022 september;1858.0
130;Totaal gebouwen;Ontvangen orders;2022 3e kwartaal;5395.0
131;Totaal gebouwen;Ontvangen orders;2022 oktober;2135.0
132;Totaal gebouwen;Ontvangen orders;2022 november;1808.0
133;Totaal gebouwen;Ontvangen orders;2022 december;1583.0
134;Totaal gebouwen;Ontvangen orders;2022 4e kwartaal;5526.0
135;Totaal gebouwen;Ontvangen orders;2022;21750.0
136;Totaal gebouwen;Ontvangen orders;2023 januari;1586.0
137;Totaal gebouwen;Ontvangen orders;2023 februari;1578.0
138;Totaal gebouwen;Ontvangen orders;2023 maart;1772.0
139;Totaal gebouwen;Ontvangen orders;2023 1e kwartaal;4936.0
140;Totaal gebouwen;Ontvangen orders;2023 april;1873.0
141;Totaal gebouwen;Ontvangen orders;2023 mei;1494.0
142;Totaal gebouwen;Ontvangen orders;2023 juni;1898.0
143;Totaal gebouwen;Ontvangen orders;2023 2e kwartaal;5265.0
144;Totaal gebouwen;Ontvangen orders;2023 juli;1527.0
145;Totaal gebouwen;Ontvangen orders;2023 augustus;1295.0
146;Totaal gebouwen;Ontvangen orders;2023 september;1395.0
147;Totaal gebouwen;Ontvangen orders;2023 3e kwartaal;4218.0
148;Totaal gebouwen;Ontvangen orders;2023 oktober;2048.0
149;Totaal gebouwen;Ontvangen orders;2023 november;1572.0
150;Totaal gebouwen;Ontvangen orders;2023 december;1674.0
151;Totaal gebouwen;Ontvangen orders;2023 4e kwartaal;5295.0
152;Totaal gebouwen;Ontvangen orders;2023;19714.0
153;Totaal gebouwen;Ontvangen orders;2024 januari;1209.0
154;Totaal gebouwen;Ontvangen orders;2024 februari;1909.0
155;Totaal gebouwen;Ontvangen orders;2024 maart;2351.0
156;Totaal gebouwen;Ontvangen orders;2024 1e kwartaal;5469.0
157;Totaal gebouwen;Ontvangen orders;2024 april;2398.0
158;Totaal gebouwen;Ontvangen orders;2024 mei;2432.0
159;Totaal gebouwen;Ontvangen orders;2024 juni;1835.0
160;Totaal gebouwen;Ontvangen orders;2024 2e kwartaal;6665.0
161;Totaal gebouwen;Ontvangen orders;2024 juli;2370.0
162;Totaal gebouwen;Ontvangen orders;2024 augustus;1003.0
163;Totaal gebouwen;Ontvangen orders;2024 september;1334.0
164;Totaal gebouwen;Ontvangen orders;2024 3e kwartaal;4706.0
165;Totaal gebouwen;Ontvangen orders;2024 oktober;2024.0
166;Totaal gebouwen;Ontvangen orders;2024 november;1722.0
167;Totaal gebouwen;Ontvangen orders;2024 december;2151.0
168;Totaal gebouwen;Ontvangen orders;2024 4e kwartaal;5897.0
169;Totaal gebouwen;Ontvangen orders;2024;22738.0
170;Totaal gebouwen;Ontvangen orders;2025 januari;1204.0
171;Totaal gebouwen;Begonnen bouwwerken;2015 januari;1083.0
172;Totaal gebouwen;Begonnen bouwwerken;2015 februari;1070.0
173;Totaal gebouwen;Begonnen bouwwerken;2015 maart;942.0
174;Totaal gebouwen;Begonnen bouwwerken;2015 1e kwartaal;3095.0
175;Totaal gebouwen;Begonnen bouwwerken;2015 april;1356.0
176;Totaal gebouwen;Begonnen bouwwerken;2015 mei;1563.0
177;Totaal gebouwen;Begonnen bouwwerken;2015 juni;1401.0
178;Totaal gebouwen;Begonnen bouwwerken;2015 2e kwartaal;4321.0
179;Totaal gebouwen;Begonnen bouwwerken;2015 juli;995.0
180;Totaal gebouwen;Begonnen bouwwerken;2015 augustus;995.0
181;Totaal gebouwen;Begonnen bouwwerken;2015 september;905.0
182;Totaal gebouwen;Begonnen bouwwerken;2015 3e kwartaal;2895.0
183;Totaal gebouwen;Begonnen bouwwerken;2015 oktober;1040.0
184;Totaal gebouwen;Begonnen bouwwerken;2015 november;890.0
185;Totaal gebouwen;Begonnen bouwwerken;2015 december;856.0
186;Totaal gebouwen;Begonnen bouwwerken;2015 4e kwartaal;2786.0
187;Totaal gebouwen;Begonnen bouwwerken;2015;13097.0
188;Totaal gebouwen;Begonnen bouwwerken;2016 januari;988.0
189;Totaal gebouwen;Begonnen bouwwerken;2016 februari;991.0
190;Totaal gebouwen;Begonnen bouwwerken;2016 maart;832.0
191;Totaal gebouwen;Begonnen bouwwerken;2016 1e kwartaal;2811.0
192;Totaal gebouwen;Begonnen bouwwerken;2016 april;955.0
193;Totaal gebouwen;Begonnen bouwwerken;2016 mei;1069.0
194;Totaal gebouwen;Begonnen bouwwerken;2016 juni;1042.0
195;Totaal gebouwen;Begonnen bouwwerken;2016 2e kwartaal;3066.0
196;Totaal gebouwen;Begonnen bouwwerken;2016 juli;1193.0
197;Totaal gebouwen;Begonnen bouwwerken;2016 augustus;1156.0
198;Totaal gebouwen;Begonnen bouwwerken;2016 september;1131.0
199;Totaal gebouwen;Begonnen bouwwerken;2016 3e kwartaal;3479.0
200;Totaal gebouwen;Begonnen bouwwerken;2016 oktober;1052.0
201;Totaal gebouwen;Begonnen bouwwerken;2016 november;1296.0
202;Totaal gebouwen;Begonnen bouwwerken;2016 december;1154.0
203;Totaal gebouwen;Begonnen bouwwerken;2016 4e kwartaal;3502.0
204;Totaal gebouwen;Begonnen bouwwerken;2016;12859.0
205;Totaal gebouwen;Begonnen bouwwerken;2017 januari;1352.0
206;Totaal gebouwen;Begonnen bouwwerken;2017 februari;1177.0
207;Totaal gebouwen;Begonnen bouwwerken;2017 maart;1130.0
208;Totaal gebouwen;Begonnen bouwwerken;2017 1e kwartaal;3659.0
209;Totaal gebouwen;Begonnen bouwwerken;2017 april;1377.0
210;Totaal gebouwen;Begonnen bouwwerken;2017 mei;1751.0
211;Totaal gebouwen;Begonnen bouwwerken;2017 juni;1201.0
212;Totaal gebouwen;Begonnen bouwwerken;2017 2e kwartaal;4329.0
213;Totaal gebouwen;Begonnen bouwwerken;2017 juli;1147.0
214;Totaal gebouwen;Begonnen bouwwerken;2017 augustus;1744.0
215;Totaal gebouwen;Begonnen bouwwerken;2017 september;1470.0
216;Totaal gebouwen;Begonnen bouwwerken;2017 3e kwartaal;4361.0
217;Totaal gebouwen;Begonnen bouwwerken;2017 oktober;1282.0
218;Totaal gebouwen;Begonnen bouwwerken;2017 november;1533.0
219;Totaal gebouwen;Begonnen bouwwerken;2017 december;1571.0
220;Totaal gebouwen;Begonnen bouwwerken;2017 4e kwartaal;4386.0
221;Totaal gebouwen;Begonnen bouwwerken;2017;16735.0
222;Totaal gebouwen;Begonnen bouwwerken;2018 januari;1530.0
223;Totaal gebouwen;Begonnen bouwwerken;2018 februari;1294.0
224;Totaal gebouwen;Begonnen bouwwerken;2018 maart;1331.0
225;Totaal gebouwen;Begonnen bouwwerken;2018 1e kwartaal;4155.0
226;Totaal gebouwen;Begonnen bouwwerken;2018 april;1351.0
227;Totaal gebouwen;Begonnen bouwwerken;2018 mei;1571.0
228;Totaal gebouwen;Begonnen bouwwerken;2018 juni;1427.0
229;Totaal gebouwen;Begonnen bouwwerken;2018 2e kwartaal;4348.0
230;Totaal gebouwen;Begonnen bouwwerken;2018 juli;1523.0
231;Totaal gebouwen;Begonnen bouwwerken;2018 augustus;1538.0
232;Totaal gebouwen;Begonnen bouwwerken;2018 september;1554.0
233;Totaal gebouwen;Begonnen bouwwerken;2018 3e kwartaal;4614.0
234;Totaal gebouwen;Begonnen bouwwerken;2018 oktober;1454.0
235;Totaal gebouwen;Begonnen bouwwerken;2018 november;2082.0
236;Totaal gebouwen;Begonnen bouwwerken;2018 december;1637.0
237;Totaal gebouwen;Begonnen bouwwerken;2018 4e kwartaal;5173.0
238;Totaal gebouwen;Begonnen bouwwerken;2018;18290.0
239;Totaal gebouwen;Begonnen bouwwerken;2019 januari;1634.0
240;Totaal gebouwen;Begonnen bouwwerken;2019 februari;1376.0
241;Totaal gebouwen;Begonnen bouwwerken;2019 maart;1075.0
242;Totaal gebouwen;Begonnen bouwwerken;2019 1e kwartaal;4086.0
243;Totaal gebouwen;Begonnen bouwwerken;2019 april;1430.0
244;Totaal gebouwen;Begonnen bouwwerken;2019 mei;1462.0
245;Totaal gebouwen;Begonnen bouwwerken;2019 juni;1393.0
246;Totaal gebouwen;Begonnen bouwwerken;2019 2e kwartaal;4285.0
247;Totaal gebouwen;Begonnen bouwwerken;2019 juli;1164.0
248;Totaal gebouwen;Begonnen bouwwerken;2019 augustus;1598.0
249;Totaal gebouwen;Begonnen bouwwerken;2019 september;1516.0
250;Totaal gebouwen;Begonnen bouwwerken;2019 3e kwartaal;4278.0
251;Totaal gebouwen;Begonnen bouwwerken;2019 oktober;1222.0
252;Totaal gebouwen;Begonnen bouwwerken;2019 november;1480.0
253;Totaal gebouwen;Begonnen bouwwerken;2019 december;1602.0
254;Totaal gebouwen;Begonnen bouwwerken;2019 4e kwartaal;4305.0
255;Totaal gebouwen;Begonnen bouwwerken;2019;16953.0
256;Totaal gebouwen;Begonnen bouwwerken;2020 januari;1708.0
257;Totaal gebouwen;Begonnen bouwwerken;2020 februari;1453.0
258;Totaal gebouwen;Begonnen bouwwerken;2020 maart;1283.0
259;Totaal gebouwen;Begonnen bouwwerken;2020 1e kwartaal;4444.0
260;Totaal gebouwen;Begonnen bouwwerken;2020 april;1641.0
261;Totaal gebouwen;Begonnen bouwwerken;2020 mei;1534.0
262;Totaal gebouwen;Begonnen bouwwerken;2020 juni;1751.0
263;Totaal gebouwen;Begonnen bouwwerken;2020 2e kwartaal;4927.0
264;Totaal gebouwen;Begonnen bouwwerken;2020 juli;1564.0
265;Totaal gebouwen;Begonnen bouwwerken;2020 augustus;1738.0
266;Totaal gebouwen;Begonnen bouwwerken;2020 september;1552.0
267;Totaal gebouwen;Begonnen bouwwerken;2020 3e kwartaal;4853.0
268;Totaal gebouwen;Begonnen bouwwerken;2020 oktober;1590.0
269;Totaal gebouwen;Begonnen bouwwerken;2020 november;1872.0
270;Totaal gebouwen;Begonnen bouwwerken;2020 december;1631.0
271;Totaal gebouwen;Begonnen bouwwerken;2020 4e kwartaal;5093.0
272;Totaal gebouwen;Begonnen bouwwerken;2020;19317.0
273;Totaal gebouwen;Begonnen bouwwerken;2021 januari;1974.0
274;Totaal gebouwen;Begonnen bouwwerken;2021 februari;1632.0
275;Totaal gebouwen;Begonnen bouwwerken;2021 maart;1606.0
276;Totaal gebouwen;Begonnen bouwwerken;2021 1e kwartaal;5213.0
277;Totaal gebouwen;Begonnen bouwwerken;2021 april;1990.0
278;Totaal gebouwen;Begonnen bouwwerken;2021 mei;2236.0
279;Totaal gebouwen;Begonnen bouwwerken;2021 juni;2121.0
280;Totaal gebouwen;Begonnen bouwwerken;2021 2e kwartaal;6347.0
281;Totaal gebouwen;Begonnen bouwwerken;2021 juli;1842.0
282;Totaal gebouwen;Begonnen bouwwerken;2021 augustus;1946.0
283;Totaal gebouwen;Begonnen bouwwerken;2021 september;1649.0
284;Totaal gebouwen;Begonnen bouwwerken;2021 3e kwartaal;5438.0
285;Totaal gebouwen;Begonnen bouwwerken;2021 oktober;1871.0
286;Totaal gebouwen;Begonnen bouwwerken;2021 november;1899.0
287;Totaal gebouwen;Begonnen bouwwerken;2021 december;1961.0
288;Totaal gebouwen;Begonnen bouwwerken;2021 4e kwartaal;5731.0
289;Totaal gebouwen;Begonnen bouwwerken;2021;22728.0
290;Totaal gebouwen;Begonnen bouwwerken;2022 januari;1900.0
291;Totaal gebouwen;Begonnen bouwwerken;2022 februari;1756.0
292;Totaal gebouwen;Begonnen bouwwerken;2022 maart;1585.0
293;Totaal gebouwen;Begonnen bouwwerken;2022 1e kwartaal;5241.0
294;Totaal gebouwen;Begonnen bouwwerken;2022 april;1868.0
295;Totaal gebouwen;Begonnen bouwwerken;2022 mei;1765.0
296;Totaal gebouwen;Begonnen bouwwerken;2022 juni;1636.0
297;Totaal gebouwen;Begonnen bouwwerken;2022 2e kwartaal;5270.0
298;Totaal gebouwen;Begonnen bouwwerken;2022 juli;1897.0
299;Totaal gebouwen;Begonnen bouwwerken;2022 augustus;2225.0
300;Totaal gebouwen;Begonnen bouwwerken;2022 september;1760.0
301;Totaal gebouwen;Begonnen bouwwerken;2022 3e kwartaal;5883.0
302;Totaal gebouwen;Begonnen bouwwerken;2022 oktober;2004.0
303;Totaal gebouwen;Begonnen bouwwerken;2022 november;1936.0
304;Totaal gebouwen;Begonnen bouwwerken;2022 december;1841.0
305;Totaal gebouwen;Begonnen bouwwerken;2022 4e kwartaal;5781.0
306;Totaal gebouwen;Begonnen bouwwerken;2022;22174.0
307;Totaal gebouwen;Begonnen bouwwerken;2023 januari;1587.0
308;Totaal gebouwen;Begonnen bouwwerken;2023 februari;1577.0
309;Totaal gebouwen;Begonnen bouwwerken;2023 maart;1761.0
310;Totaal gebouwen;Begonnen bouwwerken;2023 1e kwartaal;4926.0
311;Totaal gebouwen;Begonnen bouwwerken;2023 april;1556.0
312;Totaal gebouwen;Begonnen bouwwerken;2023 mei;1982.0
313;Totaal gebouwen;Begonnen bouwwerken;2023 juni;1601.0
314;Totaal gebouwen;Begonnen bouwwerken;2023 2e kwartaal;5140.0
315;Totaal gebouwen;Begonnen bouwwerken;2023 juli;1871.0
316;Totaal gebouwen;Begonnen bouwwerken;2023 augustus;1556.0
317;Totaal gebouwen;Begonnen bouwwerken;2023 september;1369.0
318;Totaal gebouwen;Begonnen bouwwerken;2023 3e kwartaal;4796.0
319;Totaal gebouwen;Begonnen bouwwerken;2023 oktober;1494.0
320;Totaal gebouwen;Begonnen bouwwerken;2023 november;1642.0
321;Totaal gebouwen;Begonnen bouwwerken;2023 december;1766.0
322;Totaal gebouwen;Begonnen bouwwerken;2023 4e kwartaal;4902.0
323;Totaal gebouwen;Begonnen bouwwerken;2023;19763.0
324;Totaal gebouwen;Begonnen bouwwerken;2024 januari;1497.0
325;Totaal gebouwen;Begonnen bouwwerken;2024 februari;1443.0
326;Totaal gebouwen;Begonnen bouwwerken;2024 maart;1893.0
327;Totaal gebouwen;Begonnen bouwwerken;2024 1e kwartaal;4833.0
328;Totaal gebouwen;Begonnen bouwwerken;2024 april;1927.0
329;Totaal gebouwen;Begonnen bouwwerken;2024 mei;1920.0
330;Totaal gebouwen;Begonnen bouwwerken;2024 juni;2700.0
331;Totaal gebouwen;Begonnen bouwwerken;2024 2e kwartaal;6547.0
332;Totaal gebouwen;Begonnen bouwwerken;2024 juli;2179.0
333;Totaal gebouwen;Begonnen bouwwerken;2024 augustus;2072.0
334;Totaal gebouwen;Begonnen bouwwerken;2024 september;1655.0
335;Totaal gebouwen;Begonnen bouwwerken;2024 3e kwartaal;5906.0
336;Totaal gebouwen;Begonnen bouwwerken;2024 oktober;1357.0
337;Totaal gebouwen;Begonnen bouwwerken;2024 november;1940.0
338;Totaal gebouwen;Begonnen bouwwerken;2024 december;2068.0
339;Totaal gebouwen;Begonnen bouwwerken;2024 4e kwartaal;5365.0
340;Totaal gebouwen;Begonnen bouwwerken;2024;22651.0
341;Totaal gebouwen;Begonnen bouwwerken;2025 januari;1789.0
342;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 januari;2269.0
343;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 februari;2614.0
344;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 maart;3069.0
345;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 1e kwartaal;3069.0
346;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 april;3093.0
347;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 mei;2576.0
348;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 juni;2128.0
349;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 2e kwartaal;2128.0
350;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 juli;2188.0
351;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 augustus;2030.0
352;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 september;2113.0
353;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 3e kwartaal;2113.0
354;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 oktober;2025.0
355;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 november;2002.0
356;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 december;2200.0
357;Totaal gebouwen;Nog niet begonnen bouwwerken;2015 4e kwartaal;2200.0
358;Totaal gebouwen;Nog niet begonnen bouwwerken;2015;2200.0
359;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 januari;1992.0
360;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 februari;1944.0
361;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 maart;2193.0
362;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 1e kwartaal;2193.0
363;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 april;2402.0
364;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 mei;2412.0
365;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 juni;2577.0
366;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 2e kwartaal;2577.0
367;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 juli;2453.0
368;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 augustus;2321.0
369;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 september;2572.0
370;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 3e kwartaal;2572.0
371;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 oktober;2641.0
372;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 november;2601.0
373;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 december;2814.0
374;Totaal gebouwen;Nog niet begonnen bouwwerken;2016 4e kwartaal;2814.0
375;Totaal gebouwen;Nog niet begonnen bouwwerken;2016;2814.0
376;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 januari;2462.0
377;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 februari;2654.0
378;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 maart;3083.0
379;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 1e kwartaal;3083.0
380;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 april;3054.0
381;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 mei;2737.0
382;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 juni;2740.0
383;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 2e kwartaal;2740.0
384;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 juli;3419.0
385;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 augustus;2837.0
386;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 september;2805.0
387;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 3e kwartaal;2805.0
388;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 oktober;3226.0
389;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 november;3312.0
390;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 december;3093.0
391;Totaal gebouwen;Nog niet begonnen bouwwerken;2017 4e kwartaal;3093.0
392;Totaal gebouwen;Nog niet begonnen bouwwerken;2017;3093.0
393;Totaal gebouwen;Nog niet begonnen bouwwerken;2018 januari;2723.0
394;Totaal gebouwen;Nog niet begonnen bouwwerken;2018 februari;2888.0
395;Totaal gebouwen;Nog niet begonnen bouwwerken;2018 maart;3066.0
