ID;NGEKlassen;Bedrijfstypen;Perioden;AantalBedrijven_1;OppervlakteCultuurgrond_2;EconomischeOmvangNGE_3
894;3   tot    8 NGE;Varkens/pluimveebedrijven;2004;0;0;0
895;3   tot    8 NGE;Varkens/pluimveebedrijven;2005;0;0;0
896;3   tot    8 NGE;Varkens/pluimveebedrijven;2006;0;0;0
897;3   tot    8 NGE;Varkens/pluimveebedrijven;2007;0;0;0
898;3   tot    8 NGE;Varkens/pluimveebedrijven;2008;0;0;0
899;3   tot    8 NGE;Varkens/pluimveebedrijven;2009;0;0;0
900;3   tot    8 NGE;Overige hokdierbedrijven;2000;5;2;37
901;3   tot    8 NGE;Overige hokdierbedrijven;2001;5;2;24
902;3   tot    8 NGE;Overige hokdierbedrijven;2002;0;0;13
903;3   tot    8 NGE;Overige hokdierbedrijven;2003;5;2;40
904;3   tot    8 NGE;Overige hokdierbedrijven;2004;5;3;35
905;3   tot    8 NGE;Overige hokdierbedrijven;2005;5;2;33
906;3   tot    8 NGE;Overige hokdierbedrijven;2006;5;1;26
907;3   tot    8 NGE;Overige hokdierbedrijven;2007;0;0;6
908;3   tot    8 NGE;Overige hokdierbedrijven;2008;0;0;0
909;3   tot    8 NGE;Overige hokdierbedrijven;2009;0;0;0
910;3   tot    8 NGE;Gewassencombinaties (groep);2000;145;379;806
911;3   tot    8 NGE;Gewassencombinaties (groep);2001;110;322;607
912;3   tot    8 NGE;Gewassencombinaties (groep);2002;100;260;568
913;3   tot    8 NGE;Gewassencombinaties (groep);2003;100;288;534
914;3   tot    8 NGE;Gewassencombinaties (groep);2004;90;269;498
915;3   tot    8 NGE;Gewassencombinaties (groep);2005;75;242;423
916;3   tot    8 NGE;Gewassencombinaties (groep);2006;65;188;359
917;3   tot    8 NGE;Gewassencombinaties (groep);2007;45;143;236
918;3   tot    8 NGE;Gewassencombinaties (groep);2008;40;137;217
919;3   tot    8 NGE;Gewassencombinaties (groep);2009;60;191;318
920;3   tot    8 NGE;Tuinbouw/blijvende teeltbedrijven;2000;25;14;129
921;3   tot    8 NGE;Tuinbouw/blijvende teeltbedrijven;2001;10;6;59
922;3   tot    8 NGE;Tuinbouw/blijvende teeltbedrijven;2002;15;5;79
923;3   tot    8 NGE;Tuinbouw/blijvende teeltbedrijven;2003;10;9;55
924;3   tot    8 NGE;Tuinbouw/blijvende teeltbedrijven;2004;10;11;51
925;3   tot    8 NGE;Tuinbouw/blijvende teeltbedrijven;2005;10;9;69
926;3   tot    8 NGE;Tuinbouw/blijvende teeltbedrijven;2006;5;3;42
927;3   tot    8 NGE;Tuinbouw/blijvende teeltbedrijven;2007;5;2;25
928;3   tot    8 NGE;Tuinbouw/blijvende teeltbedrijven;2008;0;0;0
929;3   tot    8 NGE;Tuinbouw/blijvende teeltbedrijven;2009;0;0;12
930;3   tot    8 NGE;Overige gewassencombinaties;2000;125;365;677
931;3   tot    8 NGE;Overige gewassencombinaties;2001;100;316;548
932;3   tot    8 NGE;Overige gewassencombinaties;2002;90;254;489
933;3   tot    8 NGE;Overige gewassencombinaties;2003;90;279;479
934;3   tot    8 NGE;Overige gewassencombinaties;2004;85;258;447
935;3   tot    8 NGE;Overige gewassencombinaties;2005;65;234;354
936;3   tot    8 NGE;Overige gewassencombinaties;2006;60;185;317
937;3   tot    8 NGE;Overige gewassencombinaties;2007;40;140;211
938;3   tot    8 NGE;Overige gewassencombinaties;2008;40;137;217
939;3   tot    8 NGE;Overige gewassencombinaties;2009;55;191;306
940;3   tot    8 NGE;Grasdiercombinatie;2000;20;73;118
941;3   tot    8 NGE;Grasdiercombinatie;2001;20;60;91
942;3   tot    8 NGE;Grasdiercombinatie;2002;20;64;100
943;3   tot    8 NGE;Grasdiercombinatie;2003;15;48;80
944;3   tot    8 NGE;Grasdiercombinatie;2004;20;66;115
945;3   tot    8 NGE;Grasdiercombinatie;2005;15;60;81
946;3   tot    8 NGE;Grasdiercombinatie;2006;10;33;46
947;3   tot    8 NGE;Grasdiercombinatie;2007;10;37;52
948;3   tot    8 NGE;Grasdiercombinatie;2008;10;37;56
949;3   tot    8 NGE;Grasdiercombinatie;2009;10;34;61
950;3   tot    8 NGE;Veeteeltcombinaties (groep);2000;95;238;546
951;3   tot    8 NGE;Veeteeltcombinaties (groep);2001;75;187;428
952;3   tot    8 NGE;Veeteeltcombinaties (groep);2002;65;190;397
953;3   tot    8 NGE;Veeteeltcombinaties (groep);2003;80;193;479
954;3   tot    8 NGE;Veeteeltcombinaties (groep);2004;95;224;568
955;3   tot    8 NGE;Veeteeltcombinaties (groep);2005;60;176;351
956;3   tot    8 NGE;Veeteeltcombinaties (groep);2006;45;127;269
957;3   tot    8 NGE;Veeteeltcombinaties (groep);2007;40;111;252
958;3   tot    8 NGE;Veeteeltcombinaties (groep);2008;35;101;231
959;3   tot    8 NGE;Veeteeltcombinaties (groep);2009;40;110;253
960;3   tot    8 NGE;Overige veeteeltcombinatie;2000;70;165;428
961;3   tot    8 NGE;Overige veeteeltcombinatie;2001;60;127;337
962;3   tot    8 NGE;Overige veeteeltcombinatie;2002;45;126;298
963;3   tot    8 NGE;Overige veeteeltcombinatie;2003;65;145;398
964;3   tot    8 NGE;Overige veeteeltcombinatie;2004;75;158;453
965;3   tot    8 NGE;Overige veeteeltcombinatie;2005;45;115;270
966;3   tot    8 NGE;Overige veeteeltcombinatie;2006;35;94;223
967;3   tot    8 NGE;Overige veeteeltcombinatie;2007;30;74;200
968;3   tot    8 NGE;Overige veeteeltcombinatie;2008;25;64;175
969;3   tot    8 NGE;Overige veeteeltcombinatie;2009;30;76;192
970;3   tot    8 NGE;Gewassen-/veeteeltcombinaties (groep);2000;885;4247;4797
971;3   tot    8 NGE;Gewassen-/veeteeltcombinaties (groep);2001;820;3933;4444
972;3   tot    8 NGE;Gewassen-/veeteeltcombinaties (groep);2002;785;3849;4334
973;3   tot    8 NGE;Gewassen-/veeteeltcombinaties (groep);2003;755;3645;4086
974;3   tot    8 NGE;Gewassen-/veeteeltcombinaties (groep);2004;770;3749;4192
975;3   tot    8 NGE;Gewassen-/veeteeltcombinaties (groep);2005;755;3878;4058
976;3   tot    8 NGE;Gewassen-/veeteeltcombinaties (groep);2006;675;3491;3614
977;3   tot    8 NGE;Gewassen-/veeteeltcombinaties (groep);2007;665;3544;3568
978;3   tot    8 NGE;Gewassen-/veeteeltcombinaties (groep);2008;760;4073;3994
979;3   tot    8 NGE;Gewassen-/veeteeltcombinaties (groep);2009;680;3728;3684
980;3   tot    8 NGE;Akkerbouw/graasdiercombinaties;2000;790;3988;4263
981;3   tot    8 NGE;Akkerbouw/graasdiercombinaties;2001;735;3680;3988
982;3   tot    8 NGE;Akkerbouw/graasdiercombinaties;2002;710;3660;3918
983;3   tot    8 NGE;Akkerbouw/graasdiercombinaties;2003;675;3437;3620
984;3   tot    8 NGE;Akkerbouw/graasdiercombinaties;2004;700;3567;3806
985;3   tot    8 NGE;Akkerbouw/graasdiercombinaties;2005;690;3705;3684
986;3   tot    8 NGE;Akkerbouw/graasdiercombinaties;2006;625;3364;3335
987;3   tot    8 NGE;Akkerbouw/graasdiercombinaties;2007;620;3455;3320
988;3   tot    8 NGE;Akkerbouw/graasdiercombinaties;2008;710;3943;3709
989;3   tot    8 NGE;Akkerbouw/graasdiercombinaties;2009;630;3592;3395
990;3   tot    8 NGE;Overige combinaties;2000;95;260;535
991;3   tot    8 NGE;Overige combinaties;2001;80;254;456
992;3   tot    8 NGE;Overige combinaties;2002;75;189;417
993;3   tot    8 NGE;Overige combinaties;2003;80;208;466
994;3   tot    8 NGE;Overige combinaties;2004;70;182;387
995;3   tot    8 NGE;Overige combinaties;2005;65;173;374
996;3   tot    8 NGE;Overige combinaties;2006;50;126;279
997;3   tot    8 NGE;Overige combinaties;2007;45;90;248
998;3   tot    8 NGE;Overige combinaties;2008;50;130;285
999;3   tot    8 NGE;Overige combinaties;2009;50;135;289
1000;8   tot   20  NGE;Alle bedrijfstypen;2000;15500;120147;203980
1001;8   tot   20  NGE;Alle bedrijfstypen;2001;14840;119006;194928
1002;8   tot   20  NGE;Alle bedrijfstypen;2002;14035;114367;184841
1003;8   tot   20  NGE;Alle bedrijfstypen;2003;13600;113346;179178
1004;8   tot   20  NGE;Alle bedrijfstypen;2004;13360;112132;176320
1005;8   tot   20  NGE;Alle bedrijfstypen;2005;13165;117498;172844
1006;8   tot   20  NGE;Alle bedrijfstypen;2006;12855;117063;168816
1007;8   tot   20  NGE;Alle bedrijfstypen;2007;12050;110083;158393
1008;8   tot   20  NGE;Alle bedrijfstypen;2008;11640;107839;152752
1009;8   tot   20  NGE;Alle bedrijfstypen;2009;11200;104697;146891
1010;8   tot   20  NGE;Akkerbouwbedrijven (groep);2000;2860;31372;37322
1011;8   tot   20  NGE;Akkerbouwbedrijven (groep);2001;2660;31686;34688
1012;8   tot   20  NGE;Akkerbouwbedrijven (groep);2002;2620;31482;34384
1013;8   tot   20  NGE;Akkerbouwbedrijven (groep);2003;2730;33928;35858
1014;8   tot   20  NGE;Akkerbouwbedrijven (groep);2004;2720;33733;35639
1015;8   tot   20  NGE;Akkerbouwbedrijven (groep);2005;2725;36051;35728
1016;8   tot   20  NGE;Akkerbouwbedrijven (groep);2006;2725;36620;35550
1017;8   tot   20  NGE;Akkerbouwbedrijven (groep);2007;2390;33261;31408
1018;8   tot   20  NGE;Akkerbouwbedrijven (groep);2008;2360;33386;30614
1019;8   tot   20  NGE;Akkerbouwbedrijven (groep);2009;2335;32632;30598
1020;8   tot   20  NGE;Maaidorsbare gewassenbedrijven;2000;395;5318;4843
1021;8   tot   20  NGE;Maaidorsbare gewassenbedrijven;2001;355;5149;4213
1022;8   tot   20  NGE;Maaidorsbare gewassenbedrijven;2002;385;5632;4625
1023;8   tot   20  NGE;Maaidorsbare gewassenbedrijven;2003;435;6265;5240
1024;8   tot   20  NGE;Maaidorsbare gewassenbedrijven;2004;410;5740;4816
1025;8   tot   20  NGE;Maaidorsbare gewassenbedrijven;2005;425;6364;5024
1026;8   tot   20  NGE;Maaidorsbare gewassenbedrijven;2006;475;7271;5799
1027;8   tot   20  NGE;Maaidorsbare gewassenbedrijven;2007;345;5789;4255
1028;8   tot   20  NGE;Maaidorsbare gewassenbedrijven;2008;435;7354;5372
1029;8   tot   20  NGE;Maaidorsbare gewassenbedrijven;2009;385;6342;4727
1030;8   tot   20  NGE;Gespecialiseerde hakvruchtenbedrijven;2000;515;4241;6881
1031;8   tot   20  NGE;Gespecialiseerde hakvruchtenbedrijven;2001;430;3751;5676
1032;8   tot   20  NGE;Gespecialiseerde hakvruchtenbedrijven;2002;425;3838;5746
1033;8   tot   20  NGE;Gespecialiseerde hakvruchtenbedrijven;2003;365;3349;4871
1034;8   tot   20  NGE;Gespecialiseerde hakvruchtenbedrijven;2004;360;3319;4812
1035;8   tot   20  NGE;Gespecialiseerde hakvruchtenbedrijven;2005;300;2898;4054
1036;8   tot   20  NGE;Gespecialiseerde hakvruchtenbedrijven;2006;260;2634;3534
1037;8   tot   20  NGE;Gespecialiseerde hakvruchtenbedrijven;2007;290;2835;3916
1038;8   tot   20  NGE;Gespecialiseerde hakvruchtenbedrijven;2008;280;2690;3723
1039;8   tot   20  NGE;Gespecialiseerde hakvruchtenbedrijven;2009;290;2789;3902
1040;8   tot   20  NGE;Maaidors/hakvruchtenbedrijven;2000;515;5665;7019
1041;8   tot   20  NGE;Maaidors/hakvruchtenbedrijven;2001;520;6383;6971
1042;8   tot   20  NGE;Maaidors/hakvruchtenbedrijven;2002;515;6350;7040
1043;8   tot   20  NGE;Maaidors/hakvruchtenbedrijven;2003;510;6490;6936
1044;8   tot   20  NGE;Maaidors/hakvruchtenbedrijven;2004;500;6453;6929
1045;8   tot   20  NGE;Maaidors/hakvruchtenbedrijven;2005;490;6596;6906
1046;8   tot   20  NGE;Maaidors/hakvruchtenbedrijven;2006;460;6028;6348
1047;8   tot   20  NGE;Maaidors/hakvruchtenbedrijven;2007;400;5401;5516
1048;8   tot   20  NGE;Maaidors/hakvruchtenbedrijven;2008;330;4530;4625
1049;8   tot   20  NGE;Maaidors/hakvruchtenbedrijven;2009;335;4726;4756
1050;8   tot   20  NGE;Akkerbouwgroentebedrijven;2000;50;332;700
1051;8   tot   20  NGE;Akkerbouwgroentebedrijven;2001;45;325;600
1052;8   tot   20  NGE;Akkerbouwgroentebedrijven;2002;40;299;575
1053;8   tot   20  NGE;Akkerbouwgroentebedrijven;2003;50;388;656
1054;8   tot   20  NGE;Akkerbouwgroentebedrijven;2004;45;375;620
1055;8   tot   20  NGE;Akkerbouwgroentebedrijven;2005;35;252;428
1056;8   tot   20  NGE;Akkerbouwgroentebedrijven;2006;50;402;615
1057;8   tot   20  NGE;Akkerbouwgroentebedrijven;2007;45;432;621
1058;8   tot   20  NGE;Akkerbouwgroentebedrijven;2008;40;317;532
1059;8   tot   20  NGE;Akkerbouwgroentebedrijven;2009;65;533;883
1060;8   tot   20  NGE;Overige hakvruchtenbedrijven;2000;485;4794;6650
1061;8   tot   20  NGE;Overige hakvruchtenbedrijven;2001;415;4472;5686
1062;8   tot   20  NGE;Overige hakvruchtenbedrijven;2002;365;3838;5006
1063;8   tot   20  NGE;Overige hakvruchtenbedrijven;2003;350;3979;4908
1064;8   tot   20  NGE;Overige hakvruchtenbedrijven;2004;325;3770;4600
1065;8   tot   20  NGE;Overige hakvruchtenbedrijven;2005;335;4029;4785
1066;8   tot   20  NGE;Overige hakvruchtenbedrijven;2006;320;3874;4468
1067;8   tot   20  NGE;Overige hakvruchtenbedrijven;2007;320;3836;4459
1068;8   tot   20  NGE;Overige hakvruchtenbedrijven;2008;260;3284;3658
1069;8   tot   20  NGE;Overige hakvruchtenbedrijven;2009;280;3446;3918
1070;8   tot   20  NGE;Overige akkerbouwbedrijven;2000;895;11023;11229
1071;8   tot   20  NGE;Overige akkerbouwbedrijven;2001;895;11607;11542
1072;8   tot   20  NGE;Overige akkerbouwbedrijven;2002;885;11525;11391
1073;8   tot   20  NGE;Overige akkerbouwbedrijven;2003;1020;13457;13247
1074;8   tot   20  NGE;Overige akkerbouwbedrijven;2004;1085;14075;13861
1075;8   tot   20  NGE;Overige akkerbouwbedrijven;2005;1140;15913;14531
1076;8   tot   20  NGE;Overige akkerbouwbedrijven;2006;1160;16412;14785
1077;8   tot   20  NGE;Overige akkerbouwbedrijven;2007;995;14967;12640
1078;8   tot   20  NGE;Overige akkerbouwbedrijven;2008;1015;15212;12703
1079;8   tot   20  NGE;Overige akkerbouwbedrijven;2009;980;14798;12412
1080;8   tot   20  NGE;Tuinbouwbedrijven (groep);2000;1025;1665;14343
1081;8   tot   20  NGE;Tuinbouwbedrijven (groep);2001;875;1438;12248
1082;8   tot   20  NGE;Tuinbouwbedrijven (groep);2002;845;1267;11741
1083;8   tot   20  NGE;Tuinbouwbedrijven (groep);2003;770;1217;10806
1084;8   tot   20  NGE;Tuinbouwbedrijven (groep);2004;740;1099;10362
1085;8   tot   20  NGE;Tuinbouwbedrijven (groep);2005;680;978;9554
1086;8   tot   20  NGE;Tuinbouwbedrijven (groep);2006;630;920;8839
1087;8   tot   20  NGE;Tuinbouwbedrijven (groep);2007;595;890;8246
1088;8   tot   20  NGE;Tuinbouwbedrijven (groep);2008;565;826;7968
1089;8   tot   20  NGE;Tuinbouwbedrijven (groep);2009;505;731;7022
1090;8   tot   20  NGE;Opengrondsgroentebedrijven;2000;315;957;4222
1091;8   tot   20  NGE;Opengrondsgroentebedrijven;2001;255;814;3511
1092;8   tot   20  NGE;Opengrondsgroentebedrijven;2002;255;741;3431
1093;8   tot   20  NGE;Opengrondsgroentebedrijven;2003;220;682;3046
1094;8   tot   20  NGE;Opengrondsgroentebedrijven;2004;210;614;2793
1095;8   tot   20  NGE;Opengrondsgroentebedrijven;2005;190;578;2628
1096;8   tot   20  NGE;Opengrondsgroentebedrijven;2006;175;521;2329
1097;8   tot   20  NGE;Opengrondsgroentebedrijven;2007;165;532;2256
1098;8   tot   20  NGE;Opengrondsgroentebedrijven;2008;145;475;2035
1099;8   tot   20  NGE;Opengrondsgroentebedrijven;2009;145;448;1980
1100;8   tot   20  NGE;Glasgroentebedrijven;2000;115;99;1604
1101;8   tot   20  NGE;Glasgroentebedrijven;2001;85;96;1205
1102;8   tot   20  NGE;Glasgroentebedrijven;2002;80;65;1171
1103;8   tot   20  NGE;Glasgroentebedrijven;2003;80;67;1105
1104;8   tot   20  NGE;Glasgroentebedrijven;2004;65;44;904
1105;8   tot   20  NGE;Glasgroentebedrijven;2005;60;40;872
1106;8   tot   20  NGE;Glasgroentebedrijven;2006;60;41;813
1107;8   tot   20  NGE;Glasgroentebedrijven;2007;60;45;893
1108;8   tot   20  NGE;Glasgroentebedrijven;2008;55;38;821
1109;8   tot   20  NGE;Glasgroentebedrijven;2009;50;35;729
1110;8   tot   20  NGE;Overige groentebedrijven;2000;45;91;647
1111;8   tot   20  NGE;Overige groentebedrijven;2001;40;91;619
1112;8   tot   20  NGE;Overige groentebedrijven;2002;25;56;381
1113;8   tot   20  NGE;Overige groentebedrijven;2003;30;90;486
1114;8   tot   20  NGE;Overige groentebedrijven;2004;25;47;358
1115;8   tot   20  NGE;Overige groentebedrijven;2005;20;50;308
1116;8   tot   20  NGE;Overige groentebedrijven;2006;25;41;358
1117;8   tot   20  NGE;Overige groentebedrijven;2007;25;30;313
1118;8   tot   20  NGE;Overige groentebedrijven;2008;20;33;265
1119;8   tot   20  NGE;Overige groentebedrijven;2009;15;27;183
1120;8   tot   20  NGE;Opengrondsbloem(bollen)bedrijven;2000;260;360;3557
1121;8   tot   20  NGE;Opengrondsbloem(bollen)bedrijven;2001;240;294;3250
1122;8   tot   20  NGE;Opengrondsbloem(bollen)bedrijven;2002;240;295;3252
1123;8   tot   20  NGE;Opengrondsbloem(bollen)bedrijven;2003;210;273;2917
1124;8   tot   20  NGE;Opengrondsbloem(bollen)bedrijven;2004;215;277;3064
1125;8   tot   20  NGE;Opengrondsbloem(bollen)bedrijven;2005;210;239;2860
1126;8   tot   20  NGE;Opengrondsbloem(bollen)bedrijven;2006;175;222;2531
1127;8   tot   20  NGE;Opengrondsbloem(bollen)bedrijven;2007;170;209;2316
1128;8   tot   20  NGE;Opengrondsbloem(bollen)bedrijven;2008;160;162;2225
1129;8   tot   20  NGE;Opengrondsbloem(bollen)bedrijven;2009;140;149;1881
1130;8   tot   20  NGE;Glasbloemenbedrijven;2000;220;84;3170
1131;8   tot   20  NGE;Glasbloemenbedrijven;2001;180;66;2582
1132;8   tot   20  NGE;Glasbloemenbedrijven;2002;185;57;2655
1133;8   tot   20  NGE;Glasbloemenbedrijven;2003;175;56;2449
1134;8   tot   20  NGE;Glasbloemenbedrijven;2004;160;69;2290
1135;8   tot   20  NGE;Glasbloemenbedrijven;2005;150;40;2161
1136;8   tot   20  NGE;Glasbloemenbedrijven;2006;135;32;1940
1137;8   tot   20  NGE;Glasbloemenbedrijven;2007;140;39;1954
1138;8   tot   20  NGE;Glasbloemenbedrijven;2008;125;52;1806
1139;8   tot   20  NGE;Glasbloemenbedrijven;2009;110;39;1594
1140;8   tot   20  NGE;Overige bloemenbedrijven;2000;45;30;708
1141;8   tot   20  NGE;Overige bloemenbedrijven;2001;50;30;694
1142;8   tot   20  NGE;Overige bloemenbedrijven;2002;30;17;437
1143;8   tot   20  NGE;Overige bloemenbedrijven;2003;30;17;419
1144;8   tot   20  NGE;Overige bloemenbedrijven;2004;40;25;538
1145;8   tot   20  NGE;Overige bloemenbedrijven;2005;30;18;424
1146;8   tot   20  NGE;Overige bloemenbedrijven;2006;30;17;420
1147;8   tot   20  NGE;Overige bloemenbedrijven;2007;20;10;271
1148;8   tot   20  NGE;Overige bloemenbedrijven;2008;30;15;415
1149;8   tot   20  NGE;Overige bloemenbedrijven;2009;25;12;352
1150;8   tot   20  NGE;Paddenstoelbedrijven;2000;15;6;189
1151;8   tot   20  NGE;Paddenstoelbedrijven;2001;10;2;143
1152;8   tot   20  NGE;Paddenstoelbedrijven;2002;15;5;193
1153;8   tot   20  NGE;Paddenstoelbedrijven;2003;15;8;240
1154;8   tot   20  NGE;Paddenstoelbedrijven;2004;15;6;267
1155;8   tot   20  NGE;Paddenstoelbedrijven;2005;15;6;202
1156;8   tot   20  NGE;Paddenstoelbedrijven;2006;15;14;237
1157;8   tot   20  NGE;Paddenstoelbedrijven;2007;15;12;177
1158;8   tot   20  NGE;Paddenstoelbedrijven;2008;15;11;207
1159;8   tot   20  NGE;Paddenstoelbedrijven;2009;10;1;178
1160;8   tot   20  NGE;Overige tuinbouwbedrijven;2000;20;38;247
1161;8   tot   20  NGE;Overige tuinbouwbedrijven;2001;20;45;244
1162;8   tot   20  NGE;Overige tuinbouwbedrijven;2002;15;33;219
1163;8   tot   20  NGE;Overige tuinbouwbedrijven;2003;10;24;145
1164;8   tot   20  NGE;Overige tuinbouwbedrijven;2004;10;17;146
1165;8   tot   20  NGE;Overige tuinbouwbedrijven;2005;5;8;99
1166;8   tot   20  NGE;Overige tuinbouwbedrijven;2006;15;32;212
1167;8   tot   20  NGE;Overige tuinbouwbedrijven;2007;5;14;66
1168;8   tot   20  NGE;Overige tuinbouwbedrijven;2008;15;39;193
1169;8   tot   20  NGE;Overige tuinbouwbedrijven;2009;10;20;125
1170;8   tot   20  NGE;Blijvende teeltbedrijven (groep);2000;820;1560;11153
1171;8   tot   20  NGE;Blijvende teeltbedrijven (groep);2001;800;1582;10798
1172;8   tot   20  NGE;Blijvende teeltbedrijven (groep);2002;750;1431;10143
1173;8   tot   20  NGE;Blijvende teeltbedrijven (groep);2003;710;1298;9721
1174;8   tot   20  NGE;Blijvende teeltbedrijven (groep);2004;670;1191;9061
1175;8   tot   20  NGE;Blijvende teeltbedrijven (groep);2005;630;1079;8655
1176;8   tot   20  NGE;Blijvende teeltbedrijven (groep);2006;580;963;7995
1177;8   tot   20  NGE;Blijvende teeltbedrijven (groep);2007;575;946;8023
1178;8   tot   20  NGE;Blijvende teeltbedrijven (groep);2008;540;913;7489
1179;8   tot   20  NGE;Blijvende teeltbedrijven (groep);2009;480;834;6508
1180;8   tot   20  NGE;Fruitbedrijven;2000;415;947;5440
1181;8   tot   20  NGE;Fruitbedrijven;2001;390;993;5229
1182;8   tot   20  NGE;Fruitbedrijven;2002;380;940;5033
1183;8   tot   20  NGE;Fruitbedrijven;2003;330;799;4424
1184;8   tot   20  NGE;Fruitbedrijven;2004;315;772;4173
1185;8   tot   20  NGE;Fruitbedrijven;2005;295;684;4006
1186;8   tot   20  NGE;Fruitbedrijven;2006;285;631;3804
1187;8   tot   20  NGE;Fruitbedrijven;2007;275;608;3806
1188;8   tot   20  NGE;Fruitbedrijven;2008;255;554;3515
1189;8   tot   20  NGE;Fruitbedrijven;2009;250;549;3335
1190;8   tot   20  NGE;Boomkwekerijbedrijven;2000;365;573;5086
1191;8   tot   20  NGE;Boomkwekerijbedrijven;2001;360;546;4922
1192;8   tot   20  NGE;Boomkwekerijbedrijven;2002;325;445;4547
1193;8   tot   20  NGE;Boomkwekerijbedrijven;2003;335;457;4705
1194;8   tot   20  NGE;Boomkwekerijbedrijven;2004;305;380;4217
1195;8   tot   20  NGE;Boomkwekerijbedrijven;2005;295;362;4078
1196;8   tot   20  NGE;Boomkwekerijbedrijven;2006;270;315;3813
1197;8   tot   20  NGE;Boomkwekerijbedrijven;2007;265;313;3751
1198;8   tot   20  NGE;Boomkwekerijbedrijven;2008;250;338;3519
1199;8   tot   20  NGE;Boomkwekerijbedrijven;2009;205;254;2775
1200;8   tot   20  NGE;Overige blijvende teeltbedrijven;2000;45;40;627
1201;8   tot   20  NGE;Overige blijvende teeltbedrijven;2001;45;43;647
1202;8   tot   20  NGE;Overige blijvende teeltbedrijven;2002;45;46;563
1203;8   tot   20  NGE;Overige blijvende teeltbedrijven;2003;45;41;593
1204;8   tot   20  NGE;Overige blijvende teeltbedrijven;2004;45;40;670
1205;8   tot   20  NGE;Overige blijvende teeltbedrijven;2005;40;34;572
1206;8   tot   20  NGE;Overige blijvende teeltbedrijven;2006;25;17;378
1207;8   tot   20  NGE;Overige blijvende teeltbedrijven;2007;35;25;467
1208;8   tot   20  NGE;Overige blijvende teeltbedrijven;2008;30;21;454
1209;8   tot   20  NGE;Overige blijvende teeltbedrijven;2009;25;31;398
1210;8   tot   20  NGE;Graasdierbedrijven (groep);2000;8165;68780;105655
1211;8   tot   20  NGE;Graasdierbedrijven (groep);2001;8235;68591;106384
1212;8   tot   20  NGE;Graasdierbedrijven (groep);2002;7750;65691;100211
1213;8   tot   20  NGE;Graasdierbedrijven (groep);2003;7235;61773;93395
1214;8   tot   20  NGE;Graasdierbedrijven (groep);2004;7170;60868;92854
1215;8   tot   20  NGE;Graasdierbedrijven (groep);2005;7130;62972;91407
1216;8   tot   20  NGE;Graasdierbedrijven (groep);2006;6975;62809;89810
1217;8   tot   20  NGE;Graasdierbedrijven (groep);2007;6720;60062;86692
1218;8   tot   20  NGE;Graasdierbedrijven (groep);2008;6560;58923;84699
1219;8   tot   20  NGE;Graasdierbedrijven (groep);2009;6380;57360;82199
1220;8   tot   20  NGE;Sterk gespecialiseerde melkveebedrijven;2000;445;3034;6713
1221;8   tot   20  NGE;Sterk gespecialiseerde melkveebedrijven;2001;355;2274;5188
1222;8   tot   20  NGE;Sterk gespecialiseerde melkveebedrijven;2002;310;2067;4569
1223;8   tot   20  NGE;Sterk gespecialiseerde melkveebedrijven;2003;280;1909;4158
1224;8   tot   20  NGE;Sterk gespecialiseerde melkveebedrijven;2004;260;1820;3881
1225;8   tot   20  NGE;Sterk gespecialiseerde melkveebedrijven;2005;270;2055;4044
1226;8   tot   20  NGE;Sterk gespecialiseerde melkveebedrijven;2006;225;1692;3340
1227;8   tot   20  NGE;Sterk gespecialiseerde melkveebedrijven;2007;190;1385;2884
1228;8   tot   20  NGE;Sterk gespecialiseerde melkveebedrijven;2008;165;1249;2567
1229;8   tot   20  NGE;Sterk gespecialiseerde melkveebedrijven;2009;140;1040;2142
1230;8   tot   20  NGE;Gespecialiseerde melkveebedrijven;2000;100;721;1391
1231;8   tot   20  NGE;Gespecialiseerde melkveebedrijven;2001;95;716;1295
1232;8   tot   20  NGE;Gespecialiseerde melkveebedrijven;2002;70;533;1017
1233;8   tot   20  NGE;Gespecialiseerde melkveebedrijven;2003;60;469;816
1234;8   tot   20  NGE;Gespecialiseerde melkveebedrijven;2004;60;485;890
1235;8   tot   20  NGE;Gespecialiseerde melkveebedrijven;2005;60;545;841
1236;8   tot   20  NGE;Gespecialiseerde melkveebedrijven;2006;45;395;641
1237;8   tot   20  NGE;Gespecialiseerde melkveebedrijven;2007;35;307;489
1238;8   tot   20  NGE;Gespecialiseerde melkveebedrijven;2008;40;353;550
1239;8   tot   20  NGE;Gespecialiseerde melkveebedrijven;2009;30;279;445
1240;8   tot   20  NGE;Kalvermesterijbedrijven;2000;190;538;2781
1241;8   tot   20  NGE;Kalvermesterijbedrijven;2001;150;509;2257
1242;8   tot   20  NGE;Kalvermesterijbedrijven;2002;120;431;1787
1243;8   tot   20  NGE;Kalvermesterijbedrijven;2003;115;417;1700
1244;8   tot   20  NGE;Kalvermesterijbedrijven;2004;115;491;1689
1245;8   tot   20  NGE;Kalvermesterijbedrijven;2005;130;544;1816
1246;8   tot   20  NGE;Kalvermesterijbedrijven;2006;125;571;1767
1247;8   tot   20  NGE;Kalvermesterijbedrijven;2007;155;869;2171
1248;8   tot   20  NGE;Kalvermesterijbedrijven;2008;130;788;1882
1249;8   tot   20  NGE;Kalvermesterijbedrijven;2009;115;677;1634
1250;8   tot   20  NGE;Overige rundveebedrijven;2000;1240;9864;16150
1251;8   tot   20  NGE;Overige rundveebedrijven;2001;1230;9647;16165
