ID;AlleLeeftijden;Geslacht;RegioS2007;Perioden;TotaleBevolking_1;Autochtoon_2;Totaal1eEn2eGeneratie_3;k_1eGeneratie_4;k_2eGeneratie_5;Totaal1eEn2eGeneratie_6;k_1eGeneratie_7;k_2eGeneratie_8;Regiocode_9
1797;Totaal over alle leeftijden;Mannen en vrouwen;Heerlen (SG);2023;241128;184160;38401;14518;23883;18567;9703;8864;21
1798;Totaal over alle leeftijden;Mannen en vrouwen;Heerlen (SG);2024;240323;183678;37774;14417;23357;18871;9824;9047;21
1799;Totaal over alle leeftijden;Mannen en vrouwen;Heerlen (SG);2025;239595;183260;37129;14256;22873;19206;9986;9220;21
1800;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2008;179613;146152;23234;9116;14118;10227;6322;3905;22
1801;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2009;178423;144994;23064;9160;13904;10365;6310;4055;22
1802;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2010;177257;143819;22858;9200;13658;10580;6317;4263;22
1803;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2011;176153;142651;22767;9349;13418;10735;6318;4417;22
1804;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2012;175172;141604;22692;9409;13283;10876;6295;4581;22
1805;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2013;174269;140615;22553;9511;13042;11101;6275;4826;22
1806;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2014;173427;139724;22439;9562;12877;11264;6297;4967;22
1807;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2015;172537;138793;22304;9592;12712;11440;6352;5088;22
1808;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2016;171763;138031;22155;9585;12570;11577;6390;5187;22
1809;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2017;170903;137108;22013;9628;12385;11782;6428;5354;22
1810;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2018;170060;136185;21926;9693;12233;11949;6497;5452;22
1811;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2019;169349;135408;21837;9724;12113;12104;6521;5583;22
1812;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2020;168451;134545;21674;9735;11939;12232;6582;5650;22
1813;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2021;167778;133705;21691;9844;11847;12382;6617;5765;22
1814;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2022;167034;132929;21576;9834;11742;12529;6699;5830;22
1815;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2023;166189;132002;21456;9867;11589;12731;6722;6009;22
1816;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2024;165434;131186;21324;9867;11457;12924;6797;6127;22
1817;Totaal over alle leeftijden;Mannen en vrouwen;Maastricht (SG);2025;164609;130287;21242;9896;11346;13080;6860;6220;22
1818;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2008;25388;23912;992;327;665;484;253;231;1680
1819;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2009;25374;23806;1004;318;686;564;291;273;1680
1820;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2010;25378;23721;1024;325;699;633;329;304;1680
1821;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2011;25263;23520;1042;322;720;701;352;349;1680
1822;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2012;25150;23341;1062;323;739;747;375;372;1680
1823;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2013;25081;23212;1063;321;742;806;409;397;1680
1824;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2014;25101;23178;1043;322;721;880;447;433;1680
1825;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2015;24931;22965;1044;319;725;922;474;448;1680
1826;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2016;24865;22820;1051;318;733;994;493;501;1680
1827;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2017;24811;22702;1057;331;726;1052;522;530;1680
1828;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2018;24809;22660;1055;343;712;1094;526;568;1680
1829;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2019;24816;22588;1077;357;720;1151;560;591;1680
1830;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2020;24781;22494;1084;348;736;1203;589;614;1680
1831;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2021;24778;22412;1112;362;750;1254;613;641;1680
1832;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2022;24785;22350;1124;365;759;1311;644;667;1680
1833;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2023;24758;22236;1141;371;770;1381;669;712;1680
1834;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2024;24836;22239;1157;377;780;1440;692;748;1680
1835;Totaal over alle leeftijden;Mannen en vrouwen;Aa en Hunze;2025;24864;22210;1161;373;788;1493;701;792;1680
1836;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2008;12200;11641;360;129;231;199;123;76;738
1837;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2009;12081;11485;367;126;241;229;143;86;738
1838;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2010;12049;11402;377;131;246;270;160;110;738
1839;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2011;11989;11305;396;143;253;288;173;115;738
1840;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2012;12015;11278;425;153;272;312;187;125;738
1841;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2013;11952;11168;440;157;283;344;204;140;738
1842;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2014;11976;11160;454;161;293;362;210;152;738
1843;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2015;11992;11133;472;172;300;387;220;167;738
1844;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2016;12045;11143;488;180;308;414;229;185;738
1845;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2017;12074;11147;489;177;312;438;240;198;738
1846;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2018;12138;11169;503;189;314;466;250;216;738
1847;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2019;12200;11197;516;198;318;487;262;225;738
1848;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2020;12263;11243;515;192;323;505;268;237;738
1849;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2021;12331;11279;531;199;332;521;277;244;738
1850;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2022;12430;11343;540;203;337;547;280;267;738
1851;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2023;12422;11293;557;209;348;572;289;283;738
1852;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2024;12481;11351;548;206;342;582;290;292;738
1853;Totaal over alle leeftijden;Mannen en vrouwen;Aalburg;2025;12530;11367;555;205;350;608;297;311;738
1854;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2008;26224;22301;2374;1185;1189;1549;855;694;358
1855;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2009;26775;22627;2471;1243;1228;1677;916;761;358
1856;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2010;27236;22825;2603;1329;1274;1808;1000;808;358
1857;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2011;27649;22999;2703;1406;1297;1947;1070;877;358
1858;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2012;28151;23210;2863;1496;1367;2078;1120;958;358
1859;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2013;28483;23262;2976;1582;1394;2245;1201;1044;358
1860;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2014;28825;23339;3095;1653;1442;2391;1277;1114;358
1861;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2015;29271;23521;3196;1715;1481;2554;1356;1198;358
1862;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2016;29362;23448;3271;1760;1511;2643;1412;1231;358
1863;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2017;29504;23359;3393;1838;1555;2752;1463;1289;358
1864;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2018;29690;23367;3449;1875;1574;2874;1521;1353;358
1865;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2019;29850;23337;3513;1913;1600;3000;1577;1423;358
1866;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2020;30141;23419;3625;1981;1644;3097;1630;1467;358
1867;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2021;30243;23366;3700;2038;1662;3177;1689;1488;358
1868;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2022;30414;23321;3769;2082;1687;3324;1761;1563;358
1869;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2023;30442;23215;3817;2130;1687;3410;1805;1605;358
1870;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2024;30616;23208;3900;2192;1708;3508;1869;1639;358
1871;Totaal over alle leeftijden;Mannen en vrouwen;Aalsmeer;2025;30699;23115;3985;2210;1775;3599;1906;1693;358
1872;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2008;27304;23839;2500;993;1507;965;560;405;197
1873;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2009;27175;23686;2453;974;1479;1036;594;442;197
1874;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2010;27045;23536;2417;963;1454;1092;618;474;197
1875;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2011;26990;23486;2365;956;1409;1139;639;500;197
1876;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2012;26899;23424;2332;944;1388;1143;623;520;197
1877;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2013;26878;23356;2322;934;1388;1200;645;555;197
1878;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2014;26786;23251;2288;925;1363;1247;667;580;197
1879;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2015;26729;23196;2243;904;1339;1290;680;610;197
1880;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2016;26688;23128;2189;891;1298;1371;739;632;197
1881;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2017;26711;23143;2171;879;1292;1397;744;653;197
1882;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2018;26735;23122;2153;869;1284;1460;790;670;197
1883;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2019;26706;23063;2145;867;1278;1498;811;687;197
1884;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2020;26782;23099;2127;858;1269;1556;833;723;197
1885;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2021;26750;23064;2106;858;1248;1580;858;722;197
1886;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2022;26745;23073;2069;829;1240;1603;883;720;197
1887;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2023;26728;23038;2030;822;1208;1660;913;747;197
1888;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2024;26769;23018;2034;827;1207;1717;950;767;197
1889;Totaal over alle leeftijden;Mannen en vrouwen;Aalten;2025;26755;22980;2003;814;1189;1772;981;791;197
1890;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2008;8521;7185;891;313;578;445;227;218;305
1891;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2009;8473;7099;908;322;586;466;236;230;305
1892;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2010;8490;7050;933;329;604;507;251;256;305
1893;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2011;8475;6976;945;327;618;554;272;282;305
1894;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2012;8485;6946;960;333;627;579;288;291;305
1895;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2013;8407;6867;960;327;633;580;291;289;305
1896;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2014;8396;6826;959;322;637;611;313;298;305
1897;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2015;8401;6815;981;320;661;605;312;293;305
1898;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2016;8391;6778;979;322;657;634;331;303;305
1899;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2017;8366;6707;990;335;655;669;358;311;305
1900;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2018;8317;6645;1008;343;665;664;352;312;305
1901;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2019;8349;6651;1023;346;677;675;352;323;305
1902;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2020;8362;6612;1033;351;682;717;363;354;305
1903;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2021;8368;6594;1044;353;691;730;361;369;305
1904;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2022;8429;6652;1032;352;680;745;371;374;305
1905;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2023;8410;6636;1036;349;687;738;377;361;305
1906;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2024;8412;6603;1068;373;695;741;379;362;305
1907;Totaal over alle leeftijden;Mannen en vrouwen;Abcoude;2025;8458;6600;1088;376;712;770;398;372;305
1908;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2008;28022;27007;599;199;400;416;249;167;59
1909;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2009;27962;26864;619;193;426;479;289;190;59
1910;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2010;27878;26709;623;196;427;546;317;229;59
1911;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2011;27863;26620;640;209;431;603;335;268;59
1912;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2012;27849;26538;652;211;441;659;372;287;59
1913;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2013;27804;26427;664;225;439;713;399;314;59
1914;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2014;27783;26340;688;236;452;755;415;340;59
1915;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2015;27741;26239;698;239;459;804;441;363;59
1916;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2016;27754;26184;712;243;469;858;457;401;59
1917;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2017;27736;26093;727;250;477;916;495;421;59
1918;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2018;27667;25984;736;254;482;947;507;440;59
1919;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2019;27745;25974;752;261;491;1019;541;478;59
1920;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2020;27798;25942;767;265;502;1089;577;512;59
1921;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2021;27799;25850;799;273;526;1150;599;551;59
1922;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2022;27783;25776;803;272;531;1204;624;580;59
1923;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2023;27711;25604;826;291;535;1281;658;623;59
1924;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2024;27725;25545;824;295;529;1356;691;665;59
1925;Totaal over alle leeftijden;Mannen en vrouwen;Achtkarspelen;2025;27676;25452;845;308;537;1379;701;678;59
1926;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2008;18437;16077;1238;506;732;1122;580;542;482
1927;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2009;18619;16218;1245;506;739;1156;589;567;482
1928;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2010;18746;16321;1239;502;737;1186;598;588;482
1929;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2011;18827;16348;1254;492;762;1225;629;596;482
1930;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2012;19062;16528;1251;487;764;1283;659;624;482
1931;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2013;19056;16493;1255;487;768;1308;669;639;482
1932;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2014;19181;16541;1279;494;785;1361;690;671;482
1933;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2015;19253;16574;1282;490;792;1397;711;686;482
1934;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2016;19290;16558;1306;501;805;1426;719;707;482
1935;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2017;19341;16583;1298;485;813;1460;717;743;482
1936;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2018;19459;16673;1296;483;813;1490;734;756;482
1937;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2019;19504;16687;1294;483;811;1523;745;778;482
1938;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2020;19515;16684;1288;470;818;1543;767;776;482
1939;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2021;19617;16769;1278;461;817;1570;779;791;482
1940;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2022;19622;16738;1286;467;819;1598;799;799;482
1941;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2023;19671;16765;1288;466;822;1618;809;809;482
1942;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2024;19678;16751;1299;470;829;1628;813;815;482
1943;Totaal over alle leeftijden;Mannen en vrouwen;Alblasserdam;2025;19782;16808;1308;467;841;1666;829;837;482
1944;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2008;21512;18251;1555;575;980;1706;876;830;613
1945;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2009;21807;18406;1561;575;986;1840;916;924;613
1946;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2010;22140;18603;1597;602;995;1940;949;991;613
1947;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2011;22122;18492;1590;604;986;2040;982;1058;613
1948;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2012;22022;18360;1570;590;980;2092;995;1097;613
1949;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2013;22019;18293;1563;590;973;2163;1011;1152;613
1950;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2014;22099;18294;1577;603;974;2228;1019;1209;613
1951;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2015;22026;18169;1592;602;990;2265;1012;1253;613
1952;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2016;21934;18001;1612;622;990;2321;1032;1289;613
1953;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2017;22105;18073;1648;626;1022;2384;1019;1365;613
1954;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2018;22175;18078;1678;648;1030;2419;1024;1395;613
1955;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2019;22152;18038;1669;636;1033;2445;1026;1419;613
1956;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2020;22048;17890;1677;631;1046;2481;1041;1440;613
1957;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2021;22244;17965;1668;632;1036;2611;1067;1544;613
1958;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2022;22316;17965;1695;635;1060;2656;1069;1587;613
1959;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2023;22224;17810;1720;647;1073;2694;1092;1602;613
1960;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2024;22377;17857;1744;654;1090;2776;1113;1663;613
1961;Totaal over alle leeftijden;Mannen en vrouwen;Albrandswaard;2025;22273;17740;1730;648;1082;2803;1114;1689;613
1962;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2008;14507;13471;597;235;362;439;264;175;483
1963;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2009;14604;13492;631;253;378;481;287;194;483
1964;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2010;14776;13539;686;287;399;551;323;228;483
1965;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2011;14789;13491;707;303;404;591;340;251;483
1966;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2012;14842;13468;732;313;419;642;354;288;483
1967;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2013;14932;13457;788;341;447;687;376;311;483
1968;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2014;14926;13420;809;353;456;697;382;315;483
1969;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2015;14927;13356;845;375;470;726;393;333;483
1970;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2016;14942;13303;881;391;490;758;406;352;483
1971;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2017;14934;13265;872;395;477;797;411;386;483
1972;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2018;14997;13227;917;420;497;853;447;406;483
1973;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2019;15007;13192;932;435;497;883;467;416;483
1974;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2020;15039;13148;972;461;511;919;481;438;483
1975;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2021;15054;13086;1018;483;535;950;496;454;483
1976;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2022;15058;13017;1038;496;542;1003;520;483;483
1977;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2023;15083;12964;1090;529;561;1029;539;490;483
1978;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2024;15127;12956;1105;534;571;1066;555;511;483
1979;Totaal over alle leeftijden;Mannen en vrouwen;Alkemade;2025;15104;12880;1116;542;574;1108;570;538;483
1980;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2008;94078;73825;9236;3944;5292;11017;6449;4568;361
1981;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2009;94196;73904;9276;3948;5328;11016;6446;4570;361
1982;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2010;94382;74076;9303;3983;5320;11003;6400;4603;361
1983;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2011;95008;74468;9419;4011;5408;11121;6452;4669;361
1984;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2012;95394;74732;9506;4087;5419;11156;6436;4720;361
1985;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2013;95877;75100;9503;4086;5417;11274;6474;4800;361
1986;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2014;96422;75450;9561;4144;5417;11411;6530;4881;361
1987;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2015;96924;75815;9619;4202;5417;11490;6561;4929;361
1988;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2016;97131;75936;9656;4265;5391;11539;6583;4956;361
1989;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2017;97350;76028;9694;4306;5388;11628;6572;5056;361
1990;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2018;97444;76065;9710;4322;5388;11669;6598;5071;361
1991;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2019;97719;76249;9729;4356;5373;11741;6602;5139;361
1992;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2020;97846;76313;9713;4389;5324;11820;6668;5152;361
1993;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2021;97955;76361;9719;4395;5324;11875;6694;5181;361
1994;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2022;98178;76447;9766;4455;5311;11965;6700;5265;361
1995;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2023;98286;76531;9780;4501;5279;11975;6694;5281;361
1996;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2024;98417;76584;9815;4540;5275;12018;6733;5285;361
1997;Totaal over alle leeftijden;Mannen en vrouwen;Alkmaar;2025;98633;76634;9859;4593;5266;12140;6791;5349;361
1998;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2008;72806;56260;6945;2486;4459;9601;5349;4252;141
1999;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2009;73002;56536;6900;2474;4426;9566;5333;4233;141
2000;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2010;73234;56817;6861;2459;4402;9556;5337;4219;141
2001;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2011;73561;57197;6789;2414;4375;9575;5347;4228;141
2002;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2012;73812;57436;6787;2419;4368;9589;5326;4263;141
2003;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2013;74129;57794;6757;2416;4341;9578;5297;4281;141
2004;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2014;74376;58078;6722;2413;4309;9576;5288;4288;141
2005;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2015;74779;58426;6667;2395;4272;9686;5313;4373;141
2006;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2016;74922;58631;6629;2399;4230;9662;5307;4355;141
2007;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2017;75297;58927;6628;2401;4227;9742;5341;4401;141
2008;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2018;75428;59087;6591;2402;4189;9750;5342;4408;141
2009;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2019;75586;59234;6535;2397;4138;9817;5405;4412;141
2010;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2020;75665;59303;6494;2413;4081;9868;5431;4437;141
2011;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2021;75720;59355;6459;2409;4050;9906;5429;4477;141
2012;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2022;75756;59379;6429;2419;4010;9948;5451;4497;141
2013;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2023;75678;59378;6343;2375;3968;9957;5479;4478;141
2014;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2024;75709;59425;6288;2369;3919;9996;5500;4496;141
2015;Totaal over alle leeftijden;Mannen en vrouwen;Almelo;2025;75618;59364;6183;2334;3849;10071;5516;4555;141
2016;Totaal over alle leeftijden;Mannen en vrouwen;Almere;2008;183457;119156;17847;7103;10744;46454;25135;21319;34
2017;Totaal over alle leeftijden;Mannen en vrouwen;Almere;2009;185999;120415;18252;7320;10932;47332;25058;22274;34
2018;Totaal over alle leeftijden;Mannen en vrouwen;Almere;2010;188317;121382;18724;7556;11168;48211;25051;23160;34
2019;Totaal over alle leeftijden;Mannen en vrouwen;Almere;2011;190861;122585;19163;7752;11411;49113;25070;24043;34
2020;Totaal over alle leeftijden;Mannen en vrouwen;Almere;2012;193414;123822;19574;7968;11606;50018;25122;24896;34
2021;Totaal over alle leeftijden;Mannen en vrouwen;Almere;2013;196109;125030;20038;8221;11817;51041;25181;25860;34
2022;Totaal over alle leeftijden;Mannen en vrouwen;Almere;2014;198772;126333;20507;8467;12040;51932;25248;26684;34
2023;Totaal over alle leeftijden;Mannen en vrouwen;Almere;2015;201359;127489;21016;8753;12263;52854;25292;27562;34
2024;Totaal over alle leeftijden;Mannen en vrouwen;Almere;2016;204131;128895;21598;9029;12569;53638;25486;28152;34
2025;Totaal over alle leeftijden;Mannen en vrouwen;Almere;2017;206887;130243;22128;9285;12843;54516;25624;28892;34
