ID;TypeJeugdzorg;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;TotaalJongerenMetJeugdzorg_5;k_0Tot4Jaar_6;k_4Tot12Jaar_7;k_12Tot18Jaar_8;k_18Tot23Jaar_9;ThuiswonendKindInEenouderGezin_10;ThuiswonendKindInTweeouderGezin_11;AndereHuishoudens_12;TotaalJeugdzorgtrajecten_13;StabilisatieVanEenCrisissituatie_14;Diagnostiek_15;Begeleiden_16;Behandelen_17;GemeentelijkeToegang_18;Huisarts_19;Jeugdarts_20;GecertificeerdeInstelling_21;MedischSpecialist_22;RechterOfficierVanJustitie_23;GeenVerwijzer_24;VerwijzerOnbekend_25
1551;Totaal jeugdzorg;Driewegen;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065403  ;3.0;10.0;;;;;;;;10.0;;;;;;;;;;;;
1552;Totaal jeugdzorg;Driewegen;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065403  ;3.0;;;;;;;;;10.0;;;;;;;;;;;;
1553;Totaal jeugdzorg;Driewegen;2016;Borsele                                 ;Wijk     ;WK065403  ;3.0;10.0;;;;;;10.0;;10.0;;;;10.0;;;;;;;;
1554;Totaal jeugdzorg;Ellewoutsdijk;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065404  ;3.0;10.0;;;;;;10.0;;10.0;;;;10.0;;;;;;;;
1555;Totaal jeugdzorg;Ellewoutsdijk;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065404  ;3.0;10.0;;;;;;10.0;;10.0;;;;10.0;;;;;;;;
1556;Totaal jeugdzorg;Ellewoutsdijk;2016;Borsele                                 ;Wijk     ;WK065404  ;3.0;10.0;;;;;;10.0;;15.0;;;;10.0;;;;;;;;
1557;Totaal jeugdzorg;Heinkenszand;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065405  ;3.0;85.0;;45.0;40.0;;20.0;60.0;10.0;120.0;;10.0;15.0;85.0;40.0;60.0;;;;;;
1558;Totaal jeugdzorg;Heinkenszand;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065405  ;3.0;80.0;;40.0;35.0;;20.0;50.0;;115.0;;10.0;25.0;75.0;45.0;50.0;;;;;;
1559;Totaal jeugdzorg;Heinkenszand;2016;Borsele                                 ;Wijk     ;WK065405  ;3.0;95.0;;45.0;40.0;;25.0;65.0;10.0;150.0;;15.0;25.0;100.0;55.0;70.0;;;;;;
1560;Totaal jeugdzorg;Hoedekenskerke;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065406  ;3.0;10.0;;;;;;;;10.0;;;;10.0;;;;;;;;
1561;Totaal jeugdzorg;Hoedekenskerke;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065406  ;3.0;10.0;;;;;;10.0;;15.0;;;;10.0;;;;;;;;
1562;Totaal jeugdzorg;Hoedekenskerke;2016;Borsele                                 ;Wijk     ;WK065406  ;3.0;15.0;;10.0;;;;10.0;;15.0;;;;15.0;;10.0;;;;;;
1563;Totaal jeugdzorg;Kwadendamme;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065407  ;3.0;15.0;;;10.0;;;;;20.0;;;;10.0;10.0;;;;;;;
1564;Totaal jeugdzorg;Kwadendamme;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065407  ;3.0;15.0;;;10.0;;;;;25.0;;;;15.0;10.0;;;;;;;
1565;Totaal jeugdzorg;Kwadendamme;2016;Borsele                                 ;Wijk     ;WK065407  ;3.0;15.0;;;10.0;;;10.0;;30.0;;;;20.0;15.0;;;;;;;
1566;Totaal jeugdzorg;Lewedorp;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065408  ;3.0;30.0;;10.0;15.0;;;20.0;;35.0;;;10.0;25.0;10.0;20.0;;;;;;
1567;Totaal jeugdzorg;Lewedorp;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065408  ;3.0;30.0;;15.0;10.0;;10.0;20.0;;40.0;;;10.0;25.0;15.0;20.0;;;;;;
1568;Totaal jeugdzorg;Lewedorp;2016;Borsele                                 ;Wijk     ;WK065408  ;3.0;30.0;;15.0;15.0;;10.0;20.0;;45.0;;;10.0;30.0;15.0;25.0;;;;;;
1569;Totaal jeugdzorg;Nieuwdorp;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065409  ;3.0;20.0;;;15.0;;;15.0;;30.0;;;;20.0;10.0;15.0;;;;;;
1570;Totaal jeugdzorg;Nieuwdorp;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065409  ;3.0;15.0;;;10.0;;;15.0;;30.0;;;10.0;15.0;10.0;15.0;;;;;;
1571;Totaal jeugdzorg;Nieuwdorp;2016;Borsele                                 ;Wijk     ;WK065409  ;3.0;20.0;;;10.0;;;15.0;;30.0;;;10.0;20.0;15.0;15.0;;;;;;
1572;Totaal jeugdzorg;Nisse;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065410  ;3.0;10.0;;;;;;10.0;;15.0;;;;15.0;;10.0;;;;;;
1573;Totaal jeugdzorg;Nisse;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065410  ;3.0;15.0;;10.0;;;;15.0;;15.0;;;;15.0;10.0;10.0;;;;;;
1574;Totaal jeugdzorg;Nisse;2016;Borsele                                 ;Wijk     ;WK065410  ;3.0;15.0;;10.0;;;;15.0;;20.0;;;;15.0;10.0;10.0;;;;;;
1575;Totaal jeugdzorg;Oudelande;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065411  ;3.0;25.0;;;15.0;;;15.0;;25.0;;;;20.0;;10.0;;;;;;
1576;Totaal jeugdzorg;Oudelande;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065411  ;3.0;20.0;;;15.0;;;15.0;;25.0;;;;20.0;;15.0;;;;;;
1577;Totaal jeugdzorg;Oudelande;2016;Borsele                                 ;Wijk     ;WK065411  ;3.0;20.0;;;15.0;;;15.0;;30.0;;;;25.0;;15.0;;;;;;
1578;Totaal jeugdzorg;Ovezande;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065412  ;3.0;15.0;;10.0;;;;15.0;;20.0;;;;15.0;;10.0;;;;;;
1579;Totaal jeugdzorg;Ovezande;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065412  ;3.0;20.0;;10.0;;;;15.0;;25.0;;;;15.0;10.0;10.0;;;;;;
1580;Totaal jeugdzorg;Ovezande;2016;Borsele                                 ;Wijk     ;WK065412  ;3.0;20.0;;15.0;;;;15.0;;25.0;;;;15.0;10.0;10.0;;;;;;
1581;Totaal jeugdzorg;'s-Gravenpolder;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065413  ;3.0;95.0;;55.0;35.0;;15.0;75.0;;130.0;;;20.0;90.0;40.0;50.0;;;15.0;;;
1582;Totaal jeugdzorg;'s-Gravenpolder;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065413  ;3.0;105.0;;55.0;40.0;;20.0;80.0;;135.0;;;20.0;95.0;40.0;55.0;;;15.0;;;
1583;Totaal jeugdzorg;'s-Gravenpolder;2016;Borsele                                 ;Wijk     ;WK065413  ;3.0;125.0;;65.0;50.0;;20.0;95.0;10.0;165.0;;10.0;25.0;120.0;55.0;70.0;;;15.0;;;
1584;Totaal jeugdzorg;'s-Heer Abtskerke;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065414  ;3.0;;;;;;;;;10.0;;;;;;;;;;;;
1585;Totaal jeugdzorg;'s-Heer Abtskerke;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065414  ;3.0;;;;;;;;;10.0;;;;;;;;;;;;
1586;Totaal jeugdzorg;'s-Heer Abtskerke;2016;Borsele                                 ;Wijk     ;WK065414  ;3.0;10.0;;;;;;;;10.0;;;;10.0;;;;;;;;
1587;Totaal jeugdzorg;'s-Heerenhoek;1e halfjaar 2016;Borsele                                 ;Wijk     ;WK065415  ;3.0;20.0;;10.0;10.0;;;15.0;;35.0;;;;25.0;;20.0;;;;;;
1588;Totaal jeugdzorg;'s-Heerenhoek;2e halfjaar 2016;Borsele                                 ;Wijk     ;WK065415  ;3.0;25.0;;15.0;10.0;;;15.0;;35.0;;;;25.0;10.0;20.0;;;;;;
1589;Totaal jeugdzorg;'s-Heerenhoek;2016;Borsele                                 ;Wijk     ;WK065415  ;3.0;25.0;;15.0;10.0;;;20.0;;45.0;;;;30.0;10.0;25.0;;;;;;
1590;Totaal jeugdzorg;Boxmeer;1e halfjaar 2016;Boxmeer                                 ;Gemeente ;GM0756    ;;565.0;10.0;300.0;245.0;10.0;100.0;435.0;30.0;740.0;;20.0;125.0;535.0;190.0;350.0;10.0;75.0;25.0;;10.0;20.0
1591;Totaal jeugdzorg;Boxmeer;2e halfjaar 2016;Boxmeer                                 ;Gemeente ;GM0756    ;;580.0;15.0;310.0;240.0;15.0;105.0;435.0;35.0;765.0;;35.0;130.0;530.0;200.0;365.0;10.0;70.0;25.0;;;15.0
1592;Totaal jeugdzorg;Boxmeer;2016;Boxmeer                                 ;Gemeente ;GM0756    ;;675.0;15.0;365.0;280.0;15.0;120.0;520.0;35.0;930.0;;45.0;140.0;665.0;240.0;455.0;15.0;85.0;30.0;;10.0;20.0
1593;Totaal jeugdzorg;Wijk 00 Boxmeer;1e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075600  ;1.0;260.0;10.0;120.0;125.0;10.0;50.0;205.0;;345.0;;10.0;75.0;235.0;90.0;165.0;;40.0;;;;10.0
1594;Totaal jeugdzorg;Wijk 00 Boxmeer;2e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075600  ;1.0;270.0;10.0;130.0;120.0;10.0;60.0;205.0;10.0;370.0;;20.0;75.0;245.0;105.0;175.0;;35.0;;;;10.0
1595;Totaal jeugdzorg;Wijk 00 Boxmeer;2016;Boxmeer                                 ;Wijk     ;WK075600  ;1.0;315.0;10.0;150.0;145.0;10.0;65.0;240.0;10.0;435.0;;20.0;80.0;290.0;115.0;210.0;;45.0;;;;10.0
1596;Totaal jeugdzorg;Wijk 01 Sambeek;1e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075601  ;1.0;30.0;;20.0;10.0;;;25.0;;45.0;;;;30.0;15.0;20.0;;;;;;
1597;Totaal jeugdzorg;Wijk 01 Sambeek;2e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075601  ;1.0;30.0;;20.0;10.0;;;25.0;;40.0;;;;25.0;15.0;20.0;;;;;;
1598;Totaal jeugdzorg;Wijk 01 Sambeek;2016;Boxmeer                                 ;Wijk     ;WK075601  ;1.0;35.0;;20.0;15.0;;;30.0;;50.0;;;;35.0;15.0;25.0;;;;;;
1599;Totaal jeugdzorg;Wijk 02 Beugen;1e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075602  ;1.0;40.0;;25.0;10.0;;;30.0;;50.0;;;;40.0;10.0;25.0;;;;;;
1600;Totaal jeugdzorg;Wijk 02 Beugen;2e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075602  ;1.0;30.0;;20.0;10.0;;;25.0;;40.0;;;;30.0;;20.0;;;;;;
1601;Totaal jeugdzorg;Wijk 02 Beugen;2016;Boxmeer                                 ;Wijk     ;WK075602  ;1.0;40.0;;30.0;15.0;;;35.0;;55.0;;;;45.0;10.0;30.0;;;;;;
1602;Totaal jeugdzorg;Wijk 03 Oeffelt;1e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075603  ;1.0;50.0;;35.0;15.0;;10.0;40.0;;60.0;;;10.0;50.0;15.0;35.0;;;;;;
1603;Totaal jeugdzorg;Wijk 03 Oeffelt;2e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075603  ;1.0;50.0;;35.0;15.0;;10.0;40.0;;60.0;;;10.0;45.0;10.0;40.0;;;;;;
1604;Totaal jeugdzorg;Wijk 03 Oeffelt;2016;Boxmeer                                 ;Wijk     ;WK075603  ;1.0;60.0;;40.0;20.0;;10.0;50.0;;75.0;;;10.0;60.0;15.0;50.0;;;;;;
1605;Totaal jeugdzorg;Wijk 04 Rijkevoort;1e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075604  ;1.0;20.0;;15.0;;;;15.0;;30.0;;;;25.0;10.0;10.0;;;;;;
1606;Totaal jeugdzorg;Wijk 04 Rijkevoort;2e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075604  ;1.0;25.0;;15.0;10.0;;;15.0;;30.0;;;;20.0;10.0;10.0;;;;;;
1607;Totaal jeugdzorg;Wijk 04 Rijkevoort;2016;Boxmeer                                 ;Wijk     ;WK075604  ;1.0;25.0;;15.0;10.0;;;20.0;;40.0;;;;30.0;10.0;15.0;;;;;;
1608;Totaal jeugdzorg;Wijk 05 Vortum-Mullem;1e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075605  ;1.0;10.0;;;;;;;;15.0;;;;10.0;;;;;;;;
1609;Totaal jeugdzorg;Wijk 05 Vortum-Mullem;2e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075605  ;1.0;10.0;;;;;;10.0;;15.0;;;;10.0;;10.0;;;;;;
1610;Totaal jeugdzorg;Wijk 05 Vortum-Mullem;2016;Boxmeer                                 ;Wijk     ;WK075605  ;1.0;15.0;;;;;;10.0;;20.0;;;;15.0;;10.0;;;;;;
1611;Totaal jeugdzorg;Wijk 06 Vierlingsbeek;1e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075606  ;1.0;50.0;;25.0;25.0;;;35.0;10.0;60.0;;;10.0;40.0;15.0;25.0;;;;;;
1612;Totaal jeugdzorg;Wijk 06 Vierlingsbeek;2e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075606  ;1.0;50.0;;30.0;25.0;;;40.0;10.0;70.0;;;10.0;45.0;20.0;30.0;;;;;;
1613;Totaal jeugdzorg;Wijk 06 Vierlingsbeek;2016;Boxmeer                                 ;Wijk     ;WK075606  ;1.0;55.0;;30.0;25.0;;;40.0;10.0;75.0;;;15.0;55.0;25.0;35.0;;;;;;
1614;Totaal jeugdzorg;Wijk 07 Overloon;1e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075607  ;1.0;70.0;;40.0;30.0;;15.0;55.0;;90.0;;;;70.0;20.0;45.0;;;;;;
1615;Totaal jeugdzorg;Wijk 07 Overloon;2e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075607  ;1.0;75.0;;40.0;30.0;;15.0;55.0;;95.0;;;10.0;70.0;25.0;45.0;;10.0;;;;
1616;Totaal jeugdzorg;Wijk 07 Overloon;2016;Boxmeer                                 ;Wijk     ;WK075607  ;1.0;90.0;;50.0;35.0;;15.0;65.0;;120.0;;;10.0;90.0;30.0;60.0;;10.0;10.0;;;
1617;Totaal jeugdzorg;Wijk 08 Maashees;1e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075608  ;1.0;10.0;;10.0;;;;10.0;;15.0;;;;10.0;;10.0;;;;;;
1618;Totaal jeugdzorg;Wijk 08 Maashees;2e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075608  ;1.0;10.0;;10.0;;;;10.0;;15.0;;;;10.0;;;;;;;;
1619;Totaal jeugdzorg;Wijk 08 Maashees;2016;Boxmeer                                 ;Wijk     ;WK075608  ;1.0;15.0;;10.0;;;;15.0;;25.0;;;;15.0;;10.0;;;;;;
1620;Totaal jeugdzorg;Wijk 09 Holthees;1e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075609  ;1.0;10.0;;;;;;10.0;;15.0;;;;15.0;;10.0;;;;;;
1621;Totaal jeugdzorg;Wijk 09 Holthees;2e halfjaar 2016;Boxmeer                                 ;Wijk     ;WK075609  ;1.0;10.0;;;;;;;;10.0;;;;10.0;;;;;;;;
1622;Totaal jeugdzorg;Wijk 09 Holthees;2016;Boxmeer                                 ;Wijk     ;WK075609  ;1.0;10.0;;;;;;10.0;;15.0;;;;15.0;;10.0;;;;;;
1623;Totaal jeugdzorg;Boxtel;1e halfjaar 2016;Boxtel                                  ;Gemeente ;GM0757    ;;640.0;25.0;345.0;255.0;20.0;105.0;460.0;75.0;825.0;;40.0;70.0;605.0;165.0;295.0;20.0;90.0;15.0;;10.0;120.0
1624;Totaal jeugdzorg;Boxtel;2e halfjaar 2016;Boxtel                                  ;Gemeente ;GM0757    ;;645.0;30.0;350.0;250.0;15.0;115.0;460.0;70.0;835.0;;65.0;70.0;585.0;160.0;330.0;25.0;75.0;20.0;;10.0;105.0
1625;Totaal jeugdzorg;Boxtel;2016;Boxtel                                  ;Gemeente ;GM0757    ;;785.0;30.0;435.0;300.0;20.0;130.0;570.0;80.0;1045.0;10.0;80.0;80.0;750.0;215.0;410.0;30.0;105.0;20.0;;15.0;120.0
1626;Totaal jeugdzorg;Wijk 00 Boxtel;1e halfjaar 2016;Boxtel                                  ;Wijk     ;WK075700  ;1.0;520.0;20.0;280.0;205.0;20.0;90.0;365.0;65.0;685.0;;35.0;55.0;490.0;130.0;240.0;15.0;80.0;10.0;;10.0;100.0
1627;Totaal jeugdzorg;Wijk 00 Boxtel;2e halfjaar 2016;Boxtel                                  ;Wijk     ;WK075700  ;1.0;520.0;20.0;285.0;200.0;15.0;100.0;355.0;65.0;690.0;;55.0;60.0;475.0;125.0;265.0;20.0;65.0;15.0;;10.0;85.0
1628;Totaal jeugdzorg;Wijk 00 Boxtel;2016;Boxtel                                  ;Wijk     ;WK075700  ;1.0;635.0;25.0;355.0;240.0;15.0;115.0;445.0;75.0;865.0;10.0;65.0;65.0;610.0;175.0;330.0;25.0;90.0;15.0;;10.0;100.0
1629;Totaal jeugdzorg;Wijk 01 Lennisheuvel;1e halfjaar 2016;Boxtel                                  ;Wijk     ;WK075701  ;1.0;25.0;;10.0;10.0;;;25.0;;35.0;;;;20.0;;15.0;;;;;;
1630;Totaal jeugdzorg;Wijk 01 Lennisheuvel;2e halfjaar 2016;Boxtel                                  ;Wijk     ;WK075701  ;1.0;20.0;;10.0;10.0;;;20.0;;25.0;;;;15.0;;15.0;;;;;;
1631;Totaal jeugdzorg;Wijk 01 Lennisheuvel;2016;Boxtel                                  ;Wijk     ;WK075701  ;1.0;30.0;;15.0;15.0;;;30.0;;40.0;;;;25.0;;20.0;;;;;;
1632;Totaal jeugdzorg;Wijk 02 Liempde;1e halfjaar 2016;Boxtel                                  ;Wijk     ;WK075702  ;1.0;75.0;;45.0;25.0;;;65.0;;80.0;;;10.0;65.0;20.0;35.0;;;;;;10.0
1633;Totaal jeugdzorg;Wijk 02 Liempde;2e halfjaar 2016;Boxtel                                  ;Wijk     ;WK075702  ;1.0;90.0;;50.0;30.0;;10.0;75.0;;100.0;;;10.0;75.0;25.0;50.0;;;;;;10.0
1634;Totaal jeugdzorg;Wijk 02 Liempde;2016;Boxtel                                  ;Wijk     ;WK075702  ;1.0;100.0;;60.0;35.0;;10.0;85.0;;110.0;;10.0;10.0;85.0;25.0;55.0;;;;;;10.0
1635;Totaal jeugdzorg;Breda;1e halfjaar 2016;Breda                                   ;Gemeente ;GM0758    ;;2820.0;140.0;1375.0;1210.0;90.0;770.0;1725.0;325.0;3765.0;30.0;145.0;880.0;2295.0;1040.0;1585.0;50.0;360.0;110.0;20.0;145.0;40.0
1636;Totaal jeugdzorg;Breda;2e halfjaar 2016;Breda                                   ;Gemeente ;GM0758    ;;2965.0;190.0;1475.0;1230.0;70.0;830.0;1800.0;335.0;4005.0;20.0;175.0;1010.0;2405.0;1175.0;1645.0;60.0;365.0;135.0;35.0;160.0;40.0
1637;Totaal jeugdzorg;Breda;2016;Breda                                   ;Gemeente ;GM0758    ;;3350.0;205.0;1650.0;1400.0;95.0;930.0;2065.0;360.0;4725.0;45.0;245.0;1165.0;2805.0;1390.0;1910.0;75.0;445.0;155.0;35.0;200.0;45.0
1638;Totaal jeugdzorg;Breda Centrum;1e halfjaar 2016;Breda                                   ;Wijk     ;WK075800  ;1.0;100.0;15.0;35.0;40.0;;30.0;45.0;20.0;130.0;;;40.0;55.0;25.0;45.0;;10.0;;;10.0;
1639;Totaal jeugdzorg;Breda Centrum;2e halfjaar 2016;Breda                                   ;Wijk     ;WK075800  ;1.0;105.0;15.0;45.0;45.0;;35.0;45.0;25.0;140.0;;;45.0;65.0;30.0;50.0;;10.0;;;10.0;
1640;Totaal jeugdzorg;Breda Centrum;2016;Breda                                   ;Wijk     ;WK075800  ;1.0;115.0;15.0;45.0;50.0;;40.0;50.0;25.0;160.0;;;45.0;75.0;30.0;55.0;;15.0;;;10.0;
1641;Totaal jeugdzorg;Breda Noord;1e halfjaar 2016;Breda                                   ;Wijk     ;WK075801  ;1.0;400.0;20.0;190.0;165.0;20.0;130.0;215.0;50.0;525.0;;10.0;150.0;280.0;130.0;195.0;10.0;50.0;10.0;;40.0;
1642;Totaal jeugdzorg;Breda Noord;2e halfjaar 2016;Breda                                   ;Wijk     ;WK075801  ;1.0;395.0;30.0;195.0;160.0;15.0;130.0;220.0;45.0;535.0;;10.0;165.0;290.0;155.0;205.0;10.0;40.0;10.0;;35.0;
1643;Totaal jeugdzorg;Breda Noord;2016;Breda                                   ;Wijk     ;WK075801  ;1.0;460.0;30.0;220.0;185.0;20.0;150.0;255.0;55.0;655.0;;15.0;205.0;335.0;180.0;235.0;15.0;60.0;15.0;;50.0;
1644;Totaal jeugdzorg;Breda Oost;1e halfjaar 2016;Breda                                   ;Wijk     ;WK075802  ;1.0;290.0;10.0;135.0;130.0;15.0;75.0;190.0;25.0;380.0;;20.0;70.0;250.0;115.0;170.0;;25.0;15.0;;;
1645;Totaal jeugdzorg;Breda Oost;2e halfjaar 2016;Breda                                   ;Wijk     ;WK075802  ;1.0;315.0;10.0;155.0;135.0;10.0;75.0;205.0;30.0;415.0;;25.0;90.0;270.0;135.0;180.0;;30.0;15.0;;10.0;
1646;Totaal jeugdzorg;Breda Oost;2016;Breda                                   ;Wijk     ;WK075802  ;1.0;350.0;15.0;175.0;150.0;15.0;85.0;235.0;30.0;485.0;;30.0;100.0;315.0;155.0;215.0;;35.0;20.0;;10.0;
1647;Totaal jeugdzorg;Breda Zuid-Oost;1e halfjaar 2016;Breda                                   ;Wijk     ;WK075803  ;1.0;250.0;;120.0;115.0;10.0;60.0;165.0;30.0;335.0;;15.0;70.0;215.0;85.0;160.0;;30.0;10.0;;15.0;
1648;Totaal jeugdzorg;Breda Zuid-Oost;2e halfjaar 2016;Breda                                   ;Wijk     ;WK075803  ;1.0;265.0;10.0;130.0;120.0;;65.0;165.0;30.0;350.0;;20.0;80.0;215.0;95.0;160.0;;25.0;10.0;;15.0;
1649;Totaal jeugdzorg;Breda Zuid-Oost;2016;Breda                                   ;Wijk     ;WK075803  ;1.0;295.0;10.0;140.0;135.0;10.0;75.0;185.0;35.0;410.0;;20.0;90.0;250.0;110.0;190.0;;30.0;15.0;;20.0;
1650;Totaal jeugdzorg;Breda Zuid;1e halfjaar 2016;Breda                                   ;Wijk     ;WK075804  ;1.0;95.0;;45.0;50.0;;15.0;70.0;10.0;120.0;;10.0;25.0;80.0;30.0;65.0;;10.0;;;;
1651;Totaal jeugdzorg;Breda Zuid;2e halfjaar 2016;Breda                                   ;Wijk     ;WK075804  ;1.0;105.0;;45.0;55.0;;15.0;75.0;10.0;130.0;;15.0;25.0;85.0;45.0;65.0;;10.0;;;;
1652;Totaal jeugdzorg;Breda Zuid;2016;Breda                                   ;Wijk     ;WK075804  ;1.0;120.0;;55.0;60.0;;25.0;85.0;10.0;155.0;;20.0;30.0;100.0;50.0;80.0;;10.0;;;;
1653;Totaal jeugdzorg;Breda West;1e halfjaar 2016;Breda                                   ;Wijk     ;WK075805  ;1.0;490.0;40.0;255.0;185.0;10.0;165.0;280.0;50.0;690.0;;25.0;175.0;400.0;205.0;265.0;10.0;50.0;30.0;10.0;35.0;
1654;Totaal jeugdzorg;Breda West;2e halfjaar 2016;Breda                                   ;Wijk     ;WK075805  ;1.0;545.0;55.0;280.0;200.0;10.0;180.0;310.0;50.0;780.0;;40.0;215.0;430.0;250.0;290.0;;55.0;30.0;15.0;35.0;
1655;Totaal jeugdzorg;Breda West;2016;Breda                                   ;Wijk     ;WK075805  ;1.0;605.0;60.0;310.0;225.0;10.0;200.0;350.0;55.0;905.0;10.0;50.0;245.0;495.0;295.0;325.0;10.0;65.0;35.0;15.0;45.0;
1656;Totaal jeugdzorg;Breda Noord-West;1e halfjaar 2016;Breda                                   ;Wijk     ;WK075806  ;1.0;480.0;20.0;270.0;185.0;;130.0;310.0;40.0;635.0;;25.0;130.0;415.0;130.0;320.0;10.0;60.0;20.0;;15.0;15.0
1657;Totaal jeugdzorg;Breda Noord-West;2e halfjaar 2016;Breda                                   ;Wijk     ;WK075806  ;1.0;505.0;30.0;280.0;195.0;;145.0;320.0;40.0;670.0;;30.0;145.0;435.0;130.0;330.0;10.0;65.0;30.0;;20.0;15.0
1658;Totaal jeugdzorg;Breda Noord-West;2016;Breda                                   ;Wijk     ;WK075806  ;1.0;555.0;30.0;315.0;205.0;;155.0;360.0;45.0;785.0;;45.0;165.0;500.0;160.0;380.0;15.0;75.0;30.0;;25.0;20.0
1659;Totaal jeugdzorg;Bavel;1e halfjaar 2016;Breda                                   ;Wijk     ;WK075807  ;1.0;125.0;;60.0;60.0;;25.0;95.0;;150.0;;;30.0;110.0;35.0;80.0;;10.0;;;;
1660;Totaal jeugdzorg;Bavel;2e halfjaar 2016;Breda                                   ;Wijk     ;WK075807  ;1.0;125.0;;65.0;55.0;;25.0;95.0;;145.0;;;25.0;105.0;40.0;75.0;;;;;10.0;
1661;Totaal jeugdzorg;Bavel;2016;Breda                                   ;Wijk     ;WK075807  ;1.0;145.0;;75.0;70.0;;30.0;115.0;;185.0;;10.0;35.0;130.0;50.0;95.0;;10.0;10.0;;10.0;
1662;Totaal jeugdzorg;Ulvenhout;1e halfjaar 2016;Breda                                   ;Wijk     ;WK075808  ;1.0;60.0;;30.0;30.0;;15.0;45.0;;70.0;;;10.0;45.0;10.0;40.0;;;;;;
1663;Totaal jeugdzorg;Ulvenhout;2e halfjaar 2016;Breda                                   ;Wijk     ;WK075808  ;1.0;65.0;;30.0;35.0;;10.0;55.0;;80.0;;;15.0;55.0;20.0;45.0;;;;;;
1664;Totaal jeugdzorg;Ulvenhout;2016;Breda                                   ;Wijk     ;WK075808  ;1.0;80.0;;35.0;40.0;;15.0;65.0;;95.0;;10.0;20.0;60.0;20.0;55.0;;;;;;
1665;Totaal jeugdzorg;Prinsenbeek;1e halfjaar 2016;Breda                                   ;Wijk     ;WK075809  ;1.0;160.0;;90.0;65.0;;30.0;125.0;;200.0;;;25.0;155.0;45.0;115.0;;10.0;;;;
1666;Totaal jeugdzorg;Prinsenbeek;2e halfjaar 2016;Breda                                   ;Wijk     ;WK075809  ;1.0;165.0;10.0;95.0;65.0;;35.0;130.0;;205.0;;10.0;30.0;155.0;45.0;115.0;10.0;10.0;10.0;;;
1667;Totaal jeugdzorg;Prinsenbeek;2016;Breda                                   ;Wijk     ;WK075809  ;1.0;195.0;10.0;110.0;75.0;;40.0;150.0;;245.0;;15.0;35.0;185.0;55.0;135.0;10.0;10.0;10.0;;;
1668;Totaal jeugdzorg;Teteringen;1e halfjaar 2016;Breda                                   ;Wijk     ;WK075810  ;1.0;150.0;;65.0;80.0;;25.0;85.0;40.0;230.0;;10.0;75.0;105.0;35.0;90.0;;50.0;10.0;;;
1669;Totaal jeugdzorg;Teteringen;2e halfjaar 2016;Breda                                   ;Wijk     ;WK075810  ;1.0;145.0;;70.0;75.0;;30.0;80.0;40.0;225.0;;10.0;75.0;100.0;40.0;85.0;;45.0;;;;
