ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantHuishBehorendeTotDoelpopulatie_2;AantHuishMetEenLaagInkomen_3;AantHuishOnderOfRondSocMin_4
335;Haarlem (GA);Totaal particulier huishouden;84.3;81.0;9.0;9.0
336;Haarlem (GA);Eenpersoonshuishouden;32.9;31.5;12.0;12.0
337;Haarlem (GA);Paar zonder kinderen;23.2;22.6;3.0;4.0
338;Haarlem (GA);Paar met kinderen;20.6;19.9;8.0;5.0
339;Haarlem (GA);Eenoudergezin;5.1;4.8;18.0;23.0
340;Leiden (GA);Totaal particulier huishouden;102.8;98.2;8.0;7.0
341;Leiden (GA);Eenpersoonshuishouden;35.0;32.9;12.0;11.0
342;Leiden (GA);Paar zonder kinderen;28.8;28.0;3.0;3.0
343;Leiden (GA);Paar met kinderen;30.4;29.4;6.0;4.0
344;Leiden (GA);Eenoudergezin;5.9;5.5;19.0;23.0
345;'s-Gravenhage (GA);Totaal particulier huishouden;282.0;264.2;13.0;12.0
346;'s-Gravenhage (GA);Eenpersoonshuishouden;120.3;112.2;15.0;15.0
347;'s-Gravenhage (GA);Paar zonder kinderen;68.7;65.9;5.0;5.0
348;'s-Gravenhage (GA);Paar met kinderen;58.4;54.4;11.0;8.0
349;'s-Gravenhage (GA);Eenoudergezin;22.4;20.7;26.0;32.0
350;Rotterdam (GA);Totaal particulier huishouden;444.0;417.7;13.0;13.0
351;Rotterdam (GA);Eenpersoonshuishouden;170.8;159.9;17.0;17.0
352;Rotterdam (GA);Paar zonder kinderen;115.0;110.9;5.0;5.0
353;Rotterdam (GA);Paar met kinderen;101.0;94.7;10.0;7.0
354;Rotterdam (GA);Eenoudergezin;39.3;36.1;26.0;32.0
355;Dordrecht (GA);Totaal particulier huishouden;102.8;98.7;9.0;8.0
356;Dordrecht (GA);Eenpersoonshuishouden;32.0;30.5;14.0;13.0
357;Dordrecht (GA);Paar zonder kinderen;30.4;29.7;3.0;3.0
358;Dordrecht (GA);Paar met kinderen;30.6;29.5;7.0;5.0
359;Dordrecht (GA);Eenoudergezin;6.5;6.0;22.0;28.0
360;Breda (GA);Totaal particulier huishouden;71.4;68.3;9.0;9.0
361;Breda (GA);Eenpersoonshuishouden;24.1;22.9;14.0;14.0
362;Breda (GA);Paar zonder kinderen;21.9;21.2;3.0;4.0
363;Breda (GA);Paar met kinderen;19.0;18.2;8.0;6.0
364;Breda (GA);Eenoudergezin;4.3;4.0;24.0;29.0
365;Tilburg (GA);Totaal particulier huishouden;90.6;86.8;10.0;10.0
366;Tilburg (GA);Eenpersoonshuishouden;29.2;27.7;14.0;13.0
367;Tilburg (GA);Paar zonder kinderen;27.3;26.6;4.0;4.0
368;Tilburg (GA);Paar met kinderen;25.2;24.3;8.0;6.0
369;Tilburg (GA);Eenoudergezin;5.8;5.5;26.0;32.0
370;'s-Hertogenbosch (GA);Totaal particulier huishouden;67.5;64.8;10.0;9.0
371;'s-Hertogenbosch (GA);Eenpersoonshuishouden;22.7;21.7;14.0;13.0
372;'s-Hertogenbosch (GA);Paar zonder kinderen;19.8;19.3;4.0;4.0
373;'s-Hertogenbosch (GA);Paar met kinderen;18.9;18.0;7.0;5.0
374;'s-Hertogenbosch (GA);Eenoudergezin;4.0;3.8;25.0;29.0
375;Eindhoven (GA);Totaal particulier huishouden;138.7;132.1;9.0;9.0
376;Eindhoven (GA);Eenpersoonshuishouden;48.1;45.1;14.0;13.0
377;Eindhoven (GA);Paar zonder kinderen;42.9;41.5;4.0;4.0
378;Eindhoven (GA);Paar met kinderen;35.7;34.3;7.0;5.0
379;Eindhoven (GA);Eenoudergezin;7.9;7.4;24.0;28.0
380;Geleen/Sittard (GA);Totaal particulier huishouden;60.0;57.3;9.0;8.0
381;Geleen/Sittard (GA);Eenpersoonshuishouden;17.4;16.6;14.0;13.0
382;Geleen/Sittard (GA);Paar zonder kinderen;19.6;19.0;4.0;4.0
383;Geleen/Sittard (GA);Paar met kinderen;17.5;16.6;6.0;5.0
384;Geleen/Sittard (GA);Eenoudergezin;3.6;3.3;23.0;29.0
385;Heerlen (GA);Totaal particulier huishouden;94.8;88.5;12.0;12.0
386;Heerlen (GA);Eenpersoonshuishouden;32.6;30.6;18.0;17.0
387;Heerlen (GA);Paar zonder kinderen;29.3;27.6;6.0;6.0
388;Heerlen (GA);Paar met kinderen;23.7;21.8;9.0;6.0
389;Heerlen (GA);Eenoudergezin;6.5;6.0;28.0;35.0
390;Maastricht (GA);Totaal particulier huishouden;51.9;48.9;13.0;12.0
391;Maastricht (GA);Eenpersoonshuishouden;19.2;18.1;19.0;17.0
392;Maastricht (GA);Paar zonder kinderen;15.6;14.9;5.0;6.0
393;Maastricht (GA);Paar met kinderen;12.0;11.2;9.0;6.0
394;Maastricht (GA);Eenoudergezin;3.5;3.2;26.0;32.0
395;Groningen (SG);Totaal particulier huishouden;142.6;136.3;11.0;10.0
396;Groningen (SG);Eenpersoonshuishouden;51.6;49.0;16.0;15.0
397;Groningen (SG);Paar zonder kinderen;43.4;41.7;4.0;4.0
398;Groningen (SG);Paar met kinderen;35.7;34.4;8.0;5.0
399;Groningen (SG);Eenoudergezin;8.9;8.4;23.0;28.0
400;Leeuwarden (SG);Totaal particulier huishouden;67.0;64.1;11.0;10.0
401;Leeuwarden (SG);Eenpersoonshuishouden;23.0;21.7;17.0;15.0
402;Leeuwarden (SG);Paar zonder kinderen;20.4;19.7;4.0;4.0
403;Leeuwarden (SG);Paar met kinderen;18.1;17.6;9.0;6.0
404;Leeuwarden (SG);Eenoudergezin;4.0;3.8;25.0;32.0
405;Zwolle (SG);Totaal particulier huishouden;68.4;66.3;8.0;7.0
406;Zwolle (SG);Eenpersoonshuishouden;21.2;20.6;13.0;12.0
407;Zwolle (SG);Paar zonder kinderen;20.7;20.2;3.0;3.0
408;Zwolle (SG);Paar met kinderen;21.2;20.6;6.0;4.0
409;Zwolle (SG);Eenoudergezin;3.5;3.3;22.0;27.0
410;Enschede (SG);Totaal particulier huishouden;126.7;120.7;10.0;10.0
411;Enschede (SG);Eenpersoonshuishouden;39.8;37.6;15.0;14.0
412;Enschede (SG);Paar zonder kinderen;39.3;37.9;5.0;5.0
413;Enschede (SG);Paar met kinderen;36.3;34.6;9.0;6.0
414;Enschede (SG);Eenoudergezin;7.1;6.7;23.0;30.0
415;Apeldoorn (SG);Totaal particulier huishouden;86.6;83.8;7.0;7.0
416;Apeldoorn (SG);Eenpersoonshuishouden;25.4;24.4;11.0;10.0
417;Apeldoorn (SG);Paar zonder kinderen;27.7;27.1;4.0;4.0
418;Apeldoorn (SG);Paar met kinderen;26.1;25.3;6.0;4.0
419;Apeldoorn (SG);Eenoudergezin;4.4;4.1;21.0;26.0
420;Arnhem (SG);Totaal particulier huishouden;145.1;139.0;10.0;9.0
421;Arnhem (SG);Eenpersoonshuishouden;46.9;44.4;15.0;14.0
422;Arnhem (SG);Paar zonder kinderen;43.9;42.7;4.0;4.0
423;Arnhem (SG);Paar met kinderen;41.1;39.5;8.0;6.0
424;Arnhem (SG);Eenoudergezin;8.9;8.4;21.0;26.0
425;Nijmegen (SG);Totaal particulier huishouden;114.3;109.4;10.0;10.0
426;Nijmegen (SG);Eenpersoonshuishouden;39.3;37.3;16.0;15.0
427;Nijmegen (SG);Paar zonder kinderen;32.5;31.5;4.0;4.0
428;Nijmegen (SG);Paar met kinderen;31.6;30.5;7.0;5.0
429;Nijmegen (SG);Eenoudergezin;7.5;7.0;21.0;28.0
430;Amersfoort (SG);Totaal particulier huishouden;107.4;103.4;8.0;7.0
431;Amersfoort (SG);Eenpersoonshuishouden;32.3;30.8;11.0;10.0
432;Amersfoort (SG);Paar zonder kinderen;30.7;30.0;3.0;4.0
433;Amersfoort (SG);Paar met kinderen;35.2;34.1;6.0;4.0
434;Amersfoort (SG);Eenoudergezin;6.1;5.7;19.0;23.0
435;Utrecht (SG);Totaal particulier huishouden;237.4;225.3;9.0;8.0
436;Utrecht (SG);Eenpersoonshuishouden;85.6;80.3;13.0;12.0
437;Utrecht (SG);Paar zonder kinderen;65.9;63.6;3.0;3.0
438;Utrecht (SG);Paar met kinderen;64.0;61.0;7.0;5.0
439;Utrecht (SG);Eenoudergezin;14.1;13.2;21.0;25.0
440;Amsterdam (SG);Totaal particulier huishouden;650.4;610.1;13.0;12.0
441;Amsterdam (SG);Eenpersoonshuishouden;265.9;246.8;17.0;17.0
442;Amsterdam (SG);Paar zonder kinderen;153.5;147.0;5.0;5.0
443;Amsterdam (SG);Paar met kinderen;149.6;141.5;10.0;7.0
444;Amsterdam (SG);Eenoudergezin;55.8;51.7;23.0;28.0
445;Haarlem (SG);Totaal particulier huishouden;174.8;169.1;8.0;8.0
446;Haarlem (SG);Eenpersoonshuishouden;61.3;59.0;12.0;11.0
447;Haarlem (SG);Paar zonder kinderen;50.8;49.7;3.0;3.0
448;Haarlem (SG);Paar met kinderen;47.6;46.2;7.0;5.0
449;Haarlem (SG);Eenoudergezin;10.4;9.8;20.0;24.0
450;Leiden (SG);Totaal particulier huishouden;132.4;126.8;7.0;7.0
451;Leiden (SG);Eenpersoonshuishouden;42.8;40.3;11.0;11.0
452;Leiden (SG);Paar zonder kinderen;37.6;36.6;3.0;3.0
453;Leiden (SG);Paar met kinderen;41.0;39.6;6.0;4.0
454;Leiden (SG);Eenoudergezin;7.5;7.1;17.0;21.0
455;'s-Gravenhage (SG);Totaal particulier huishouden;427.3;403.8;11.0;11.0
456;'s-Gravenhage (SG);Eenpersoonshuishouden;163.0;152.7;14.0;14.0
457;'s-Gravenhage (SG);Paar zonder kinderen;111.3;107.5;4.0;4.0
458;'s-Gravenhage (SG);Paar met kinderen;105.1;99.4;9.0;6.0
459;'s-Gravenhage (SG);Eenoudergezin;31.8;29.5;24.0;29.0
460;Rotterdam (SG);Totaal particulier huishouden;519.3;490.9;12.0;12.0
461;Rotterdam (SG);Eenpersoonshuishouden;190.0;178.5;17.0;16.0
462;Rotterdam (SG);Paar zonder kinderen;140.1;135.4;4.0;5.0
463;Rotterdam (SG);Paar met kinderen;126.0;119.0;9.0;6.0
464;Rotterdam (SG);Eenoudergezin;43.3;39.9;25.0;31.0
465;Dordrecht (SG);Totaal particulier huishouden;118.9;114.3;8.0;8.0
466;Dordrecht (SG);Eenpersoonshuishouden;35.9;34.3;13.0;13.0
467;Dordrecht (SG);Paar zonder kinderen;35.6;34.7;3.0;3.0
468;Dordrecht (SG);Paar met kinderen;36.6;35.3;7.0;4.0
469;Dordrecht (SG);Eenoudergezin;7.2;6.6;22.0;28.0
470;Breda (SG);Totaal particulier huishouden;127.2;122.1;8.0;8.0
471;Breda (SG);Eenpersoonshuishouden;37.9;36.1;13.0;12.0
472;Breda (SG);Paar zonder kinderen;40.6;39.4;3.0;4.0
473;Breda (SG);Paar met kinderen;37.8;36.4;7.0;5.0
474;Breda (SG);Eenoudergezin;7.1;6.6;23.0;27.0
475;Tilburg (SG);Totaal particulier huishouden;116.3;111.8;9.0;9.0
476;Tilburg (SG);Eenpersoonshuishouden;35.3;33.6;14.0;13.0
477;Tilburg (SG);Paar zonder kinderen;35.7;34.9;4.0;4.0
478;Tilburg (SG);Paar met kinderen;34.4;33.2;8.0;6.0
479;Tilburg (SG);Eenoudergezin;7.0;6.6;24.0;30.0
480;'s-Hertogenbosch (SG);Totaal particulier huishouden;78.1;75.1;9.0;9.0
481;'s-Hertogenbosch (SG);Eenpersoonshuishouden;25.0;23.9;14.0;12.0
482;'s-Hertogenbosch (SG);Paar zonder kinderen;23.4;22.8;4.0;4.0
483;'s-Hertogenbosch (SG);Paar met kinderen;22.7;21.8;7.0;5.0
484;'s-Hertogenbosch (SG);Eenoudergezin;4.4;4.2;24.0;28.0
485;Eindhoven (SG);Totaal particulier huishouden;172.1;164.5;9.0;8.0
486;Eindhoven (SG);Eenpersoonshuishouden;56.2;52.9;13.0;13.0
487;Eindhoven (SG);Paar zonder kinderen;54.3;52.6;4.0;4.0
488;Eindhoven (SG);Paar met kinderen;47.0;45.3;7.0;5.0
489;Eindhoven (SG);Eenoudergezin;9.6;9.0;23.0;27.0
490;Geleen/Sittard (SG);Totaal particulier huishouden;65.5;62.6;9.0;8.0
491;Geleen/Sittard (SG);Eenpersoonshuishouden;18.7;17.8;14.0;13.0
492;Geleen/Sittard (SG);Paar zonder kinderen;21.6;20.9;4.0;4.0
493;Geleen/Sittard (SG);Paar met kinderen;19.2;18.4;7.0;5.0
494;Geleen/Sittard (SG);Eenoudergezin;3.9;3.6;23.0;29.0
495;Heerlen (SG);Totaal particulier huishouden;114.6;107.3;12.0;11.0
496;Heerlen (SG);Eenpersoonshuishouden;37.1;35.0;17.0;16.0
497;Heerlen (SG);Paar zonder kinderen;36.4;34.4;5.0;6.0
498;Heerlen (SG);Paar met kinderen;30.1;27.8;9.0;6.0
499;Heerlen (SG);Eenoudergezin;7.6;7.0;26.0;33.0
500;Maastricht (SG);Totaal particulier huishouden;77.0;73.2;11.0;10.0
501;Maastricht (SG);Eenpersoonshuishouden;25.3;23.9;17.0;16.0
502;Maastricht (SG);Paar zonder kinderen;24.3;23.4;5.0;5.0
503;Maastricht (SG);Paar met kinderen;20.2;19.2;8.0;6.0
504;Maastricht (SG);Eenoudergezin;4.7;4.3;23.0;29.0
505;Aa en Hunze;Totaal particulier huishouden;10.3;10.0;6.0;6.0
506;Aa en Hunze;Eenpersoonshuishouden;2.5;2.4;8.0;9.0
507;Aa en Hunze;Paar zonder kinderen;3.9;3.8;3.0;3.0
508;Aa en Hunze;Paar met kinderen;3.3;3.2;7.0;6.0
509;Aa en Hunze;Eenoudergezin;0.4;0.4;;
510;Aalburg;Totaal particulier huishouden;4.1;4.0;9.0;6.0
511;Aalburg;Eenpersoonshuishouden;0.8;0.8;16.0;12.0
512;Aalburg;Paar zonder kinderen;1.1;1.1;;
513;Aalburg;Paar met kinderen;1.8;1.8;9.0;6.0
514;Aalburg;Eenoudergezin;0.2;0.2;;
515;Aalsmeer;Totaal particulier huishouden;9.4;9.1;6.0;5.0
516;Aalsmeer;Eenpersoonshuishouden;2.5;2.4;6.0;6.0
517;Aalsmeer;Paar zonder kinderen;3.1;3.0;3.0;4.0
518;Aalsmeer;Paar met kinderen;3.0;2.9;5.0;4.0
519;Aalsmeer;Eenoudergezin;0.5;0.5;16.0;17.0
520;Aalten;Totaal particulier huishouden;10.5;10.1;6.0;6.0
521;Aalten;Eenpersoonshuishouden;2.6;2.6;9.0;10.0
522;Aalten;Paar zonder kinderen;3.5;3.4;3.0;3.0
523;Aalten;Paar met kinderen;3.6;3.4;6.0;5.0
524;Aalten;Eenoudergezin;0.4;0.4;;17.0
525;Abcoude;Totaal particulier huishouden;3.4;3.3;6.0;6.0
526;Abcoude;Eenpersoonshuishouden;0.9;0.8;;
527;Abcoude;Paar zonder kinderen;1.0;1.0;;
528;Abcoude;Paar met kinderen;1.2;1.2;6.0;
529;Abcoude;Eenoudergezin;0.2;0.2;;
530;Achtkarspelen;Totaal particulier huishouden;11.0;10.6;9.0;9.0
531;Achtkarspelen;Eenpersoonshuishouden;2.7;2.6;15.0;14.0
532;Achtkarspelen;Paar zonder kinderen;3.4;3.3;5.0;6.0
533;Achtkarspelen;Paar met kinderen;4.0;3.9;8.0;5.0
534;Achtkarspelen;Eenoudergezin;0.7;0.6;18.0;26.0
535;Alblasserdam;Totaal particulier huishouden;7.2;7.0;7.0;6.0
536;Alblasserdam;Eenpersoonshuishouden;2.0;1.9;11.0;10.0
537;Alblasserdam;Paar zonder kinderen;2.2;2.1;3.0;3.0
538;Alblasserdam;Paar met kinderen;2.5;2.4;4.0;
539;Alblasserdam;Eenoudergezin;0.4;0.3;27.0;31.0
540;Albrandswaard;Totaal particulier huishouden;8.0;7.8;6.0;5.0
541;Albrandswaard;Eenpersoonshuishouden;1.7;1.7;9.0;8.0
542;Albrandswaard;Paar zonder kinderen;2.7;2.7;;
543;Albrandswaard;Paar met kinderen;2.9;2.9;5.0;3.0
544;Albrandswaard;Eenoudergezin;0.4;0.3;26.0;29.0
545;Alkemade;Totaal particulier huishouden;5.4;5.2;6.0;7.0
546;Alkemade;Eenpersoonshuishouden;1.2;1.2;7.0;6.0
547;Alkemade;Paar zonder kinderen;1.6;1.5;;
548;Alkemade;Paar met kinderen;2.2;2.1;7.0;7.0
549;Alkemade;Eenoudergezin;0.2;0.2;;
550;Alkmaar;Totaal particulier huishouden;41.4;39.7;10.0;10.0
551;Alkmaar;Eenpersoonshuishouden;15.0;14.3;14.0;14.0
552;Alkmaar;Paar zonder kinderen;11.3;10.9;4.0;4.0
553;Alkmaar;Paar met kinderen;11.0;10.6;7.0;5.0
554;Alkmaar;Eenoudergezin;3.0;2.9;22.0;28.0
555;Almelo;Totaal particulier huishouden;30.0;28.8;12.0;11.0
556;Almelo;Eenpersoonshuishouden;9.2;8.8;16.0;15.0
557;Almelo;Paar zonder kinderen;9.0;8.7;6.0;6.0
558;Almelo;Paar met kinderen;8.9;8.5;11.0;7.0
559;Almelo;Eenoudergezin;1.9;1.8;25.0;34.0
560;Almere;Totaal particulier huishouden;67.8;64.4;10.0;9.0
561;Almere;Eenpersoonshuishouden;17.1;16.0;16.0;15.0
562;Almere;Paar zonder kinderen;16.8;16.2;3.0;4.0
563;Almere;Paar met kinderen;24.5;23.5;7.0;4.0
564;Almere;Eenoudergezin;6.4;6.0;26.0;29.0
565;Alphen aan den Rijn;Totaal particulier huishouden;28.3;27.3;7.0;6.0
566;Alphen aan den Rijn;Eenpersoonshuishouden;8.0;7.7;10.0;9.0
567;Alphen aan den Rijn;Paar zonder kinderen;8.6;8.3;3.0;3.0
568;Alphen aan den Rijn;Paar met kinderen;9.3;9.0;5.0;4.0
569;Alphen aan den Rijn;Eenoudergezin;1.5;1.5;19.0;22.0
570;Alphen-Chaam;Totaal particulier huishouden;3.6;3.5;8.0;7.0
571;Alphen-Chaam;Eenpersoonshuishouden;0.7;0.7;;
572;Alphen-Chaam;Paar zonder kinderen;1.2;1.1;;
573;Alphen-Chaam;Paar met kinderen;1.4;1.3;9.0;7.0
574;Alphen-Chaam;Eenoudergezin;0.2;0.2;;
575;Ambt Montfort;Totaal particulier huishouden;4.3;4.1;6.0;7.0
576;Ambt Montfort;Eenpersoonshuishouden;1.0;0.9;8.0;8.0
577;Ambt Montfort;Paar zonder kinderen;1.6;1.5;;
578;Ambt Montfort;Paar met kinderen;1.5;1.4;6.0;6.0
579;Ambt Montfort;Eenoudergezin;0.2;0.2;;
580;Ameland;Totaal particulier huishouden;1.5;1.4;9.0;8.0
581;Ameland;Eenpersoonshuishouden;0.5;0.4;;
582;Ameland;Paar zonder kinderen;0.4;0.4;;
583;Ameland;Paar met kinderen;0.5;0.5;;
584;Ameland;Eenoudergezin;;;;
585;Amerongen;Totaal particulier huishouden;2.8;2.7;7.0;7.0
586;Amerongen;Eenpersoonshuishouden;0.7;0.7;;
587;Amerongen;Paar zonder kinderen;0.9;0.9;;
588;Amerongen;Paar met kinderen;0.9;0.9;;
589;Amerongen;Eenoudergezin;0.1;0.1;;
590;Amersfoort;Totaal particulier huishouden;55.8;53.5;9.0;8.0
591;Amersfoort;Eenpersoonshuishouden;18.5;17.5;13.0;12.0
592;Amersfoort;Paar zonder kinderen;15.1;14.7;3.0;4.0
593;Amersfoort;Paar met kinderen;17.1;16.5;7.0;4.0
594;Amersfoort;Eenoudergezin;3.5;3.3;21.0;26.0
595;Amstelveen;Totaal particulier huishouden;35.0;33.5;6.0;6.0
596;Amstelveen;Eenpersoonshuishouden;13.9;13.3;8.0;8.0
597;Amstelveen;Paar zonder kinderen;9.2;8.9;2.0;2.0
598;Amstelveen;Paar met kinderen;8.7;8.4;5.0;4.0
599;Amstelveen;Eenoudergezin;2.2;2.0;12.0;17.0
600;Amsterdam;Totaal particulier huishouden;359.2;330.3;17.0;17.0
601;Amsterdam;Eenpersoonshuishouden;181.3;166.4;20.0;19.0
602;Amsterdam;Paar zonder kinderen;71.6;67.1;7.0;7.0
603;Amsterdam;Paar met kinderen;55.4;50.6;16.0;11.0
604;Amsterdam;Eenoudergezin;34.8;32.0;25.0;31.0
605;Andijk;Totaal particulier huishouden;2.5;2.4;7.0;7.0
606;Andijk;Eenpersoonshuishouden;0.6;0.6;;
607;Andijk;Paar zonder kinderen;0.8;0.8;;
608;Andijk;Paar met kinderen;0.9;0.9;11.0;10.0
609;Andijk;Eenoudergezin;0.1;0.1;;
610;Anna Paulowna;Totaal particulier huishouden;5.4;5.2;9.0;8.0
611;Anna Paulowna;Eenpersoonshuishouden;1.3;1.2;14.0;14.0
612;Anna Paulowna;Paar zonder kinderen;1.8;1.7;6.0;7.0
613;Anna Paulowna;Paar met kinderen;2.0;1.9;8.0;5.0
614;Anna Paulowna;Eenoudergezin;0.2;0.2;;
615;Apeldoorn;Totaal particulier huishouden;64.7;62.6;8.0;7.0
616;Apeldoorn;Eenpersoonshuishouden;20.0;19.2;11.0;10.0
617;Apeldoorn;Paar zonder kinderen;20.3;19.9;4.0;4.0
618;Apeldoorn;Paar met kinderen;18.8;18.2;6.0;4.0
619;Apeldoorn;Eenoudergezin;3.6;3.3;22.0;27.0
620;Appingedam;Totaal particulier huishouden;5.5;5.3;10.0;10.0
621;Appingedam;Eenpersoonshuishouden;1.7;1.6;13.0;12.0
622;Appingedam;Paar zonder kinderen;1.8;1.8;5.0;5.0
623;Appingedam;Paar met kinderen;1.5;1.4;10.0;7.0
624;Appingedam;Eenoudergezin;0.3;0.3;32.0;39.0
625;Arcen en Velden;Totaal particulier huishouden;3.5;3.3;8.0;7.0
626;Arcen en Velden;Eenpersoonshuishouden;0.8;0.8;13.0;10.0
627;Arcen en Velden;Paar zonder kinderen;1.2;1.1;;
628;Arcen en Velden;Paar met kinderen;1.3;1.2;7.0;
629;Arcen en Velden;Eenoudergezin;0.1;0.1;;
630;Arnhem;Totaal particulier huishouden;63.4;59.6;14.0;13.0
631;Arnhem;Eenpersoonshuishouden;25.8;24.0;19.0;17.0
632;Arnhem;Paar zonder kinderen;16.9;16.2;5.0;6.0
633;Arnhem;Paar met kinderen;13.8;13.0;12.0;8.0
634;Arnhem;Eenoudergezin;4.7;4.4;25.0;31.0
635;Assen;Totaal particulier huishouden;26.1;25.2;10.0;10.0
636;Assen;Eenpersoonshuishouden;8.3;8.0;16.0;15.0
637;Assen;Paar zonder kinderen;7.8;7.6;3.0;3.0
638;Assen;Paar met kinderen;7.7;7.4;8.0;6.0
639;Assen;Eenoudergezin;1.7;1.6;26.0;33.0
640;Asten;Totaal particulier huishouden;6.2;6.0;8.0;8.0
641;Asten;Eenpersoonshuishouden;1.4;1.4;10.0;10.0
642;Asten;Paar zonder kinderen;2.0;1.9;5.0;5.0
643;Asten;Paar met kinderen;2.3;2.2;8.0;7.0
644;Asten;Eenoudergezin;0.2;0.2;;
645;Baarle-Nassau;Totaal particulier huishouden;2.7;2.5;9.0;9.0
646;Baarle-Nassau;Eenpersoonshuishouden;0.8;0.7;14.0;15.0
647;Baarle-Nassau;Paar zonder kinderen;0.9;0.8;;
648;Baarle-Nassau;Paar met kinderen;0.8;0.8;;
649;Baarle-Nassau;Eenoudergezin;0.1;0.1;0.0;0.0
650;Baarn;Totaal particulier huishouden;10.4;10.0;7.0;7.0
651;Baarn;Eenpersoonshuishouden;3.7;3.5;8.0;9.0
652;Baarn;Paar zonder kinderen;3.1;3.0;3.0;4.0
653;Baarn;Paar met kinderen;2.8;2.7;8.0;6.0
654;Baarn;Eenoudergezin;0.5;0.5;15.0;19.0
655;Barendrecht;Totaal particulier huishouden;15.1;14.8;5.0;5.0
656;Barendrecht;Eenpersoonshuishouden;3.2;3.1;7.0;7.0
657;Barendrecht;Paar zonder kinderen;4.9;4.9;2.0;2.0
658;Barendrecht;Paar met kinderen;5.9;5.7;6.0;4.0
659;Barendrecht;Eenoudergezin;0.7;0.7;19.0;19.0
660;Barneveld;Totaal particulier huishouden;17.0;16.4;7.0;6.0
661;Barneveld;Eenpersoonshuishouden;3.7;3.6;10.0;10.0
662;Barneveld;Paar zonder kinderen;4.8;4.7;3.0;3.0
663;Barneveld;Paar met kinderen;6.9;6.7;7.0;5.0
664;Barneveld;Eenoudergezin;0.7;0.7;12.0;14.0
665;Bedum;Totaal particulier huishouden;4.1;4.0;7.0;6.0
666;Bedum;Eenpersoonshuishouden;1.0;1.0;;
667;Bedum;Paar zonder kinderen;1.3;1.3;;
668;Bedum;Paar met kinderen;1.5;1.5;7.0;
669;Bedum;Eenoudergezin;0.2;0.2;;
670;Beek (L.);Totaal particulier huishouden;7.0;6.7;6.0;6.0
671;Beek (L.);Eenpersoonshuishouden;1.7;1.7;10.0;10.0
672;Beek (L.);Paar zonder kinderen;2.5;2.4;3.0;3.0
673;Beek (L.);Paar met kinderen;2.2;2.1;5.0;
674;Beek (L.);Eenoudergezin;0.3;0.3;29.0;32.0
675;Beemster;Totaal particulier huishouden;3.3;3.2;7.0;8.0
676;Beemster;Eenpersoonshuishouden;0.8;0.8;;9.0
677;Beemster;Paar zonder kinderen;1.1;1.1;;
678;Beemster;Paar met kinderen;1.2;1.2;8.0;8.0
679;Beemster;Eenoudergezin;0.2;0.2;;
680;Beesel;Totaal particulier huishouden;5.3;5.1;8.0;7.0
681;Beesel;Eenpersoonshuishouden;1.2;1.1;12.0;10.0
682;Beesel;Paar zonder kinderen;1.8;1.7;;
683;Beesel;Paar met kinderen;2.0;1.9;7.0;5.0
684;Beesel;Eenoudergezin;0.3;0.3;;
685;Bellingwedde;Totaal particulier huishouden;4.2;4.0;12.0;10.0
686;Bellingwedde;Eenpersoonshuishouden;1.2;1.1;18.0;14.0
687;Bellingwedde;Paar zonder kinderen;1.5;1.4;6.0;6.0
688;Bellingwedde;Paar met kinderen;1.2;1.2;12.0;7.0
689;Bellingwedde;Eenoudergezin;0.2;0.2;;41.0
690;Bennebroek;Totaal particulier huishouden;2.1;2.0;6.0;6.0
691;Bennebroek;Eenpersoonshuishouden;0.6;0.6;;
692;Bennebroek;Paar zonder kinderen;0.8;0.8;;
693;Bennebroek;Paar met kinderen;0.6;0.5;;
694;Bennebroek;Eenoudergezin;0.1;0.1;;
695;Bergambacht;Totaal particulier huishouden;3.5;3.4;6.0;5.0
696;Bergambacht;Eenpersoonshuishouden;0.8;0.8;;
697;Bergambacht;Paar zonder kinderen;1.2;1.2;;
698;Bergambacht;Paar met kinderen;1.3;1.2;8.0;
699;Bergambacht;Eenoudergezin;0.1;0.1;;
700;Bergeijk;Totaal particulier huishouden;6.8;6.6;8.0;8.0
701;Bergeijk;Eenpersoonshuishouden;1.5;1.4;14.0;14.0
702;Bergeijk;Paar zonder kinderen;2.3;2.2;5.0;5.0
703;Bergeijk;Paar met kinderen;2.6;2.5;5.0;4.0
704;Bergeijk;Eenoudergezin;0.2;0.2;;
705;Bergen (L.);Totaal particulier huishouden;5.3;5.0;8.0;7.0
706;Bergen (L.);Eenpersoonshuishouden;1.2;1.2;12.0;10.0
707;Bergen (L.);Paar zonder kinderen;1.7;1.6;;
708;Bergen (L.);Paar met kinderen;1.9;1.8;9.0;6.0
709;Bergen (L.);Eenoudergezin;0.2;0.2;;
710;Bergen (NH.);Totaal particulier huishouden;13.2;12.7;8.0;8.0
711;Bergen (NH.);Eenpersoonshuishouden;4.1;4.0;11.0;10.0
712;Bergen (NH.);Paar zonder kinderen;4.2;4.1;4.0;5.0
713;Bergen (NH.);Paar met kinderen;3.6;3.5;7.0;6.0
714;Bergen (NH.);Eenoudergezin;0.9;0.8;17.0;18.0
715;Bergen op Zoom;Totaal particulier huishouden;27.8;26.5;8.0;7.0
716;Bergen op Zoom;Eenpersoonshuishouden;8.5;8.0;12.0;11.0
717;Bergen op Zoom;Paar zonder kinderen;8.7;8.4;4.0;4.0
