ID;Afzet;Producten;Perioden;Prijsindexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3
8466;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1998 april;124.0;-0.94;5.06
8467;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1998 mei;120.0;-2.95;2.34
8468;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1998 juni;118.0;-1.29;0.19
8469;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1998 juli;117.0;-1.54;-1.23
8470;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1998 augustus;115.0;-1.77;-5.99
8471;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1998 september;112.0;-2.41;-9.37
8472;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1998 oktober;110.0;-1.57;-12.32
8473;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1998 november;111.0;0.65;-11.58
8474;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1998 december;108.0;-2.59;-13.96
8475;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1998;117.0;;-1.55
8476;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999 januari;105.0;-2.5;-15.24
8477;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999 februari;99.0;-5.69;-20.8
8478;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999 maart;99.0;-0.32;-20.76
8479;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999 april;100.0;1.48;-18.83
8480;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999 mei;98.0;-2.3;-18.29
8481;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999 juni;97.0;-1.33;-18.32
8482;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999 juli;94.0;-2.83;-19.38
8483;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999 augustus;94.0;-0.23;-18.12
8484;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999 september;95.0;0.81;-15.42
8485;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999 oktober;95.0;0.39;-13.73
8486;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999 november;95.0;0.15;-14.17
8487;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999 december;94.0;-0.95;-12.72
8488;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;1999;97.0;;-17.26
8489;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 januari;95.0;0.46;-10.08
8490;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 februari;96.0;1.54;-3.19
8491;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 maart;98.0;2.29;-0.65
8492;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 april;99.0;1.03;-1.09
8493;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 mei;100.0;1.01;2.26
8494;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 juni;99.0;-1.15;2.44
8495;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 juli;98.0;-1.21;4.14
8496;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 augustus;99.0;1.53;5.98
8497;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 september;100.0;0.38;5.53
8498;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 oktober;102.0;2.42;7.66
8499;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 november;102.0;-0.06;7.44
8500;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 december;103.0;0.58;9.09
8501;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000;99.0;;2.29
8502;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 januari;98.0;-4.39;3.83
8503;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 februari;97.0;-0.81;1.43
8504;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 maart;99.0;1.61;0.76
8505;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 april;99.0;0.52;0.24
8506;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 mei;101.0;1.13;0.37
8507;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 juni;102.0;1.77;3.33
8508;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 juli;107.0;4.99;9.83
8509;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 augustus;106.0;-1.34;6.73
8510;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 september;105.0;-1.34;4.9
8511;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 oktober;106.0;1.19;3.64
8512;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 november;110.0;3.5;7.34
8513;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 december;109.0;-0.96;5.69
8514;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001;103.0;;4.02
8515;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 januari;106.0;-2.06;8.26
8516;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 februari;105.0;-0.85;8.22
8517;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 maart;107.0;1.46;8.07
8518;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 april;107.0;0.24;7.77
8519;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 mei;108.0;1.0;7.63
8520;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 juni;107.0;-1.32;4.37
8521;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 juli;108.0;1.48;0.87
8522;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 augustus;110.0;1.8;4.08
8523;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 september;113.0;2.18;7.79
8524;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 oktober;113.0;0.24;6.78
8525;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 november;115.0;2.02;5.25
8526;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 december;116.0;0.47;6.77
8527;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002;110.0;;6.27
8528;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 januari;114.0;-1.67;7.19
8529;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 februari;113.0;-0.56;7.5
8530;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 maart;110.0;-2.99;2.78
8531;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 april;110.0;0.43;2.98
8532;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 mei;106.0;-3.88;-2.01
8533;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 juni;109.0;2.42;1.71
8534;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 juli;106.0;-2.15;-1.93
8535;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 augustus;108.0;1.18;-2.53
8536;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 september;110.0;2.67;-2.07
8537;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 oktober;117.0;6.18;3.74
8538;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 november;124.0;5.71;7.5
8539;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 december;123.0;-0.63;6.33
8540;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003;113.0;;2.61
8541;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995 januari;101.0;0.0;0.0
8542;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995 februari;101.0;0.23;0.0
8543;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995 maart;99.0;-1.71;0.0
8544;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995 april;98.0;-1.87;0.0
8545;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995 mei;94.0;-3.66;0.0
8546;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995 juni;94.0;0.54;0.0
8547;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995 juli;95.0;0.62;0.0
8548;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995 augustus;95.0;-0.29;0.0
8549;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995 september;98.0;2.95;0.0
8550;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995 oktober;97.0;-0.37;0.0
8551;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995 november;100.0;3.07;0.0
8552;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995 december;104.0;3.39;0.0
8553;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1995;98.0;;0.0
8554;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996 januari;105.0;1.41;4.13
8555;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996 februari;106.0;1.3;5.24
8556;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996 maart;106.0;-0.41;6.64
8557;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996 april;112.0;5.91;15.09
8558;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996 mei;116.0;3.18;23.27
8559;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996 juni;113.0;-2.65;19.35
8560;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996 juli;113.0;0.01;18.62
8561;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996 augustus;113.0;0.6;19.68
8562;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996 september;118.0;3.71;20.57
8563;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996 oktober;117.0;-0.24;20.73
8564;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996 november;118.0;0.41;17.61
8565;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996 december;119.0;0.76;14.62
8566;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1996;113.0;;15.33
8567;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997 januari;120.0;1.49;14.71
8568;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997 februari;126.0;4.97;18.87
8569;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997 maart;133.0;5.43;25.83
8570;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997 april;135.0;1.01;20.01
8571;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997 mei;135.0;-0.02;16.29
8572;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997 juni;133.0;-1.6;17.54
8573;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997juli;131.0;-1.27;16.04
8574;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997 augustus;138.0;5.41;21.59
8575;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997 september;140.0;1.8;19.35
8576;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997 oktober;140.0;0.01;19.65
8577;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997 november;138.0;-1.92;16.87
8578;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997 december;139.0;1.19;17.37
8579;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1997;134.0;;18.65
8580;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998 januari;136.0;-2.36;12.92
8581;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998 februari;137.0;0.74;8.37
8582;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998 maart;134.0;-1.97;0.76
8583;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998 april;131.0;-2.47;-2.71
8584;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998 mei;125.0;-4.62;-7.19
8585;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998 juni;123.0;-1.22;-6.83
8586;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998 juli;120.0;-2.74;-8.21
8587;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998 augustus;115.0;-4.56;-16.89
8588;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998 september;112.0;-2.65;-20.53
8589;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998 oktober;107.0;-4.02;-23.73
8590;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998 november;107.0;0.03;-22.21
8591;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998 december;105.0;-1.53;-24.31
8592;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1998;121.0;;-9.69
8593;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999 januari;103.0;-2.05;-24.06
8594;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999 februari;97.0;-5.8;-28.99
8595;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999 maart;97.0;0.06;-27.53
8596;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999 april;99.0;1.73;-24.4
8597;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999 mei;97.0;-2.1;-22.4
8598;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999 juni;95.0;-1.77;-22.83
8599;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999 juli;94.0;-1.05;-21.49
8600;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999 augustus;93.0;-1.02;-18.58
8601;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999 september;96.0;3.26;-13.64
8602;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999 oktober;98.0;1.87;-8.34
8603;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999 november;100.0;1.58;-6.92
8604;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999 december;100.0;0.74;-4.78
8605;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;1999;98.0;;-19.36
8606;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000 januari;102.0;1.24;-1.58
8607;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000 februari;106.0;4.62;9.31
8608;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000 maart;109.0;2.11;11.56
8609;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000 april;112.0;3.1;13.05
8610;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000 mei;115.0;2.9;18.82
8611;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000 juni;112.0;-3.14;17.17
8612;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000 juli;109.0;-2.71;15.21
8613;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000 augustus;114.0;5.01;22.22
8614;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000 september;116.0;1.49;20.14
8615;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000 oktober;121.0;4.49;23.22
8616;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000 november;126.0;4.09;26.28
8617;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000 december;128.0;1.75;27.54
8618;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2000;114.0;;16.85
8619;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001 januari;123.0;-4.28;20.58
8620;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001 februari;120.0;-2.04;12.9
8621;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001 maart;120.0;-0.07;10.49
8622;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001 april;122.0;1.55;8.83
8623;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001 mei;123.0;0.76;6.57
8624;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001 juni;123.0;0.51;10.58
8625;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001 juli;126.0;2.28;16.24
8626;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001 augustus;124.0;-1.78;8.73
8627;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001 september;123.0;-0.44;6.65
8628;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001 oktober;126.0;1.86;3.97
8629;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001 november;128.0;1.98;1.86
8630;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001 december;126.0;-1.81;-1.71
8631;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2001;124.0;;8.44
8632;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002 januari;121.0;-3.9;-1.31
8633;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002 februari;121.0;-0.22;0.52
8634;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002 maart;124.0;3.03;3.64
8635;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002 april;122.0;-1.93;0.09
8636;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002 mei;122.0;0.35;-0.32
8637;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002 juni;120.0;-2.02;-2.83
8638;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002 juli;121.0;0.51;-4.5
8639;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002 augustus;123.0;2.29;-0.54
8640;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002 september;128.0;3.76;3.66
8641;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002 oktober;124.0;-2.97;-1.25
8642;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002 november;126.0;1.3;-1.91
8643;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002 december;126.0;0.28;0.18
8644;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2002;123.0;;-0.41
8645;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003 januari;123.0;-2.25;1.91
8646;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003 februari;122.0;-0.66;1.46
8647;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003 maart;118.0;-3.64;-5.11
8648;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003 april;120.0;1.49;-1.8
8649;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003 mei;113.0;-5.87;-7.9
8650;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003 juni;118.0;4.44;-1.82
8651;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003 juli;114.0;-3.25;-5.5
8652;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003 augustus;116.0;1.68;-6.06
8653;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003 september;123.0;5.75;-4.26
8654;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003 oktober;135.0;10.3;8.84
8655;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003 november;152.0;12.29;20.64
8656;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003 december;152.0;-0.11;20.16
8657;Totale Nederlandse afzet;15410000 Ruwe oliën en vetten;2003;125.0;;1.79
8658;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995 januari;104.0;0.0;0.0
8659;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995 februari;104.0;0.2;0.0
8660;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995 maart;105.0;0.68;0.0
8661;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995 april;102.0;-2.06;0.0
8662;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995 mei;97.0;-5.05;0.0
8663;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995 juni;98.0;0.58;0.0
8664;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995 juli;99.0;1.42;0.0
8665;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995 augustus;98.0;-0.97;0.0
8666;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995 september;99.0;0.96;0.0
8667;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995 oktober;98.0;-1.26;0.0
8668;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995 november;98.0;-0.05;0.0
8669;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995 december;97.0;-0.55;0.0
8670;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1995;100.0;;0.0
8671;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996 januari;96.0;-1.7;-7.68
8672;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996 februari;93.0;-2.6;-10.26
8673;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996 maart;91.0;-2.0;-12.65
8674;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996 april;95.0;3.84;-7.39
8675;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996 mei;97.0;2.61;0.08
8676;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996 juni;94.0;-3.68;-4.16
8677;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996 juli;95.0;1.23;-4.34
8678;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996 augustus;94.0;-0.84;-4.21
8679;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996 september;94.0;0.05;-5.08
8680;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996 oktober;94.0;-0.6;-4.44
8681;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996 november;91.0;-2.67;-6.94
8682;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996 december;93.0;1.52;-5.01
8683;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1996;94.0;;-6.08
8684;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997 januari;93.0;0.11;-3.26
8685;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997 februari;97.0;4.54;3.83
8686;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997 maart;97.0;0.52;6.49
8687;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997 april;98.0;1.17;3.75
8688;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997 mei;100.0;1.54;2.68
8689;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997 juni;101.0;0.7;7.36
8690;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997juli;101.0;0.81;6.91
8691;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997 augustus;108.0;6.52;14.84
8692;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997 september;109.0;0.81;15.72
8693;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997 oktober;116.0;6.88;24.42
8694;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997 november;115.0;-1.21;26.29
8695;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997 december;117.0;1.47;26.23
8696;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1997;104.0;;11.17
8697;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998 januari;118.0;1.35;27.8
8698;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998 februari;126.0;6.43;30.1
8699;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998 maart;130.0;3.1;33.45
8700;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998 april;131.0;0.79;32.94
8701;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998 mei;130.0;-0.84;29.82
8702;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998 juni;132.0;1.59;30.96
8703;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998 juli;130.0;-1.76;27.63
8704;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998 augustus;124.0;-4.56;14.34
8705;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998 september;122.0;-1.08;12.2
8706;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998 oktober;118.0;-3.46;1.35
8707;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998 november;118.0;-0.37;2.21
8708;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998 december;114.0;-2.9;-2.19
8709;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1998;124.0;;19.1
8710;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999 januari;111.0;-2.65;-6.05
8711;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999 februari;101.0;-8.94;-19.62
8712;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999 maart;96.0;-4.75;-25.74
8713;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999 april;98.0;1.48;-25.23
8714;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999 mei;96.0;-1.45;-25.69
8715;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999 juni;93.0;-3.81;-29.63
8716;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999 juli;91.0;-1.77;-29.64
8717;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999 augustus;88.0;-3.15;-28.6
8718;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999 september;88.0;-0.62;-28.27
8719;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999 oktober;87.0;-0.96;-26.41
8720;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999 november;84.0;-2.92;-28.29
8721;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999 december;85.0;0.85;-25.53
8722;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;1999;93.0;;-24.98
8723;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000 januari;83.0;-2.31;-25.27
8724;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000 februari;83.0;-0.55;-18.38
8725;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000 maart;84.0;1.66;-12.89
8726;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000 april;88.0;4.77;-10.07
8727;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000 mei;87.0;-1.57;-10.19
8728;Totale Nederlandse afzet;15411000 Dierlijke en plantaardige oliën;2000 juni;83.0;-3.78;-10.16
