ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;PersonenautoSTotaal_5;PersonenautoSJongerDan6Jaar_6;PersonenautoS6JaarEnOuder_7;PersonenautoSBrandstofBenzine_8;PersonenautoSOverigeBrandstof_9;PersonenautoSPerHuishouden_10;PersonenautoSNaarOppervlakte_11;MotorfietsenVanParticulieren_12;VoertuigMetBromfietskentekenVanPart_13
5699;De Groote Akkers;Goirle                                  ;Buurt     ;BU07850303;1;1000;365;635;895;105;1.2;2815.0;75;75
5700;De Leijzoom;Goirle                                  ;Buurt     ;BU07850304;1;45;20;25;35;10;;;5;5
5701;Wijk 04 De Hoge Wal;Goirle                                  ;Wijk      ;WK078504  ;1;445;140;305;380;65;1.2;1837.0;20;35
5702;De Hoogte;Goirle                                  ;Buurt     ;BU07850405;1;355;105;250;305;50;1.4;3408.0;15;30
5703;De Vallei;Goirle                                  ;Buurt     ;BU07850406;1;90;35;55;75;15;0.8;652.0;5;5
5704;Wijk 05 Abcoven;Goirle                                  ;Wijk      ;WK078505  ;1;685;175;510;595;90;1.1;1941.0;55;70
5705;Abcoven;Goirle                                  ;Buurt     ;BU07850507;1;685;175;510;595;90;1.1;1941.0;55;70
5706;Wijk 06 Wildackers;Goirle                                  ;Wijk      ;WK078506  ;1;930;230;705;825;105;0.9;1878.0;105;170
5707;Wildackers;Goirle                                  ;Buurt     ;BU07850608;1;930;230;705;825;105;0.9;1878.0;105;170
5708;Wijk 07 't Ven;Goirle                                  ;Wijk      ;WK078507  ;1;820;250;570;685;135;1.3;1844.0;80;105
5709;'t Ven;Goirle                                  ;Buurt     ;BU07850709;1;460;170;290;380;80;1.3;1773.0;40;40
5710;Burgemeesters;Goirle                                  ;Buurt     ;BU07850710;1;360;80;280;310;55;1.2;1942.0;45;65
5711;Wijk 08 De Boschkens;Goirle                                  ;Wijk      ;WK078508  ;1;595;230;365;495;100;1.0;456.0;35;55
5712;Tilburgseweg;Goirle                                  ;Buurt     ;BU07850811;1;125;45;80;100;25;0.8;241.0;10;10
5713;De Boschkens-West;Goirle                                  ;Buurt     ;BU07850812;1;65;20;45;55;10;1.1;156.0;5;5
5714;De Boschkens-Oost;Goirle                                  ;Buurt     ;BU07850813;1;405;165;240;340;65;1.1;1099.0;20;40
5715;Wijk 09 De Hellen;Goirle                                  ;Wijk      ;WK078509  ;1;2080;640;1440;1775;305;1.2;2507.0;165;225
5716;Vennen;Goirle                                  ;Buurt     ;BU07850914;1;465;150;315;415;55;1.2;2345.0;40;50
5717;Bomen;Goirle                                  ;Buurt     ;BU07850915;1;525;165;360;435;90;1.2;3287.0;45;40
5718;De Villa;Goirle                                  ;Buurt     ;BU07850916;1;100;50;55;80;20;1.3;871.0;5;0
5719;Rivieren;Goirle                                  ;Buurt     ;BU07850917;1;475;140;340;405;70;1.3;3194.0;25;55
5720;Kruiden;Goirle                                  ;Buurt     ;BU07850918;1;510;135;375;440;70;1.2;2490.0;50;80
5721;Wijk 10 De Nieuwe Erven;Goirle                                  ;Wijk      ;WK078510  ;1;380;145;235;320;60;1.4;3001.0;30;35
5722;De Nieuwe Erven;Goirle                                  ;Buurt     ;BU07851019;1;380;145;235;320;60;1.4;3001.0;30;35
5723;Wijk 11 Hoogeind;Goirle                                  ;Wijk      ;WK078511  ;1;895;200;695;800;95;0.9;2435.0;80;115
5724;Hoogeind;Goirle                                  ;Buurt     ;BU07851120;1;90;30;60;80;10;1.1;1459.0;5;0
5725;Geestelijken;Goirle                                  ;Buurt     ;BU07851121;1;395;90;305;350;45;1.1;3011.0;40;55
5726;Herstallen;Goirle                                  ;Buurt     ;BU07851122;1;410;80;330;370;45;0.7;2347.0;35;60
5727;Wijk 12 Sportpark Van den Wildenberg;Goirle                                  ;Wijk      ;WK078512  ;1;0;0;0;0;0;;;0;0
5728;Sportpark Van den Wildenberg;Goirle                                  ;Buurt     ;BU07851223;1;0;0;0;0;0;;;0;0
5729;Wijk 13 Bedrijventerrein Tijvoort;Goirle                                  ;Wijk      ;WK078513  ;1;125;25;100;105;20;1.4;162.0;30;25
5730;Tijlvoort-Noort;Goirle                                  ;Buurt     ;BU07851324;1;60;10;50;55;5;1.2;152.0;20;20
5731;Tijlvoort-Zuid;Goirle                                  ;Buurt     ;BU07851325;1;65;15;50;55;10;;;10;5
5732;Wijk 14 Verspreide huizen Goirle;Goirle                                  ;Wijk      ;WK078514  ;1;110;20;90;90;20;1.3;6.0;20;25
5733;Verspreide huizen Goirle;Goirle                                  ;Buurt     ;BU07851426;1;110;20;90;90;20;1.3;6.0;20;25
5734;Wijk 20 Riel;Goirle                                  ;Wijk      ;WK078520  ;1;1235;365;870;1040;190;1.3;714.0;125;110
5735;Riel-Dorp;Goirle                                  ;Buurt     ;BU07852027;1;1130;340;790;960;170;1.3;1398.0;115;100
5736;Spaansehoek;Goirle                                  ;Buurt     ;BU07852028;1;100;20;80;80;20;1.1;110.0;10;10
5737;Wijk 21 Bedrijventerrein Riel;Goirle                                  ;Wijk      ;WK078521  ;1;25;5;20;20;5;;;0;5
5738;Bedrijventerrein Riel;Goirle                                  ;Buurt     ;BU07852129;1;25;5;20;20;5;;;0;5
5739;Wijk 22 Sportpark De Krim;Goirle                                  ;Wijk      ;WK078522  ;1;0;0;0;0;0;;;0;0
5740;Sportpark De Krim;Goirle                                  ;Buurt     ;BU07852230;1;0;0;0;0;0;;;0;0
5741;Wijk 23 Verspriede huizen Riel;Goirle                                  ;Wijk      ;WK078523  ;1;120;20;100;95;30;1.7;8.0;15;50
5742;Verspreide huizen Riel;Goirle                                  ;Buurt     ;BU07852331;1;120;20;100;95;30;1.7;8.0;15;50
5743;Gooise Meren;Gooise Meren                            ;Gemeente  ;GM1942    ;.;25285;7160;18125;21705;3580;1.0;608.0;1760;3000
5744;Niet nader toe te delen;Gooise Meren                            ;          ;          ; ;15;0;15;10;5;;;5;5
5745;Wel nader toe te delen;Gooise Meren                            ;          ;          ; ;25270;7160;18110;21690;3580;;;1755;2990
5746;Bussum Centrum;Gooise Meren                            ;Wijk      ;WK194200  ;2;4305;1050;3255;3755;550;0.8;3245.0;405;640
5747;Brinklaan;Gooise Meren                            ;Buurt     ;BU19420000;2;595;160;435;505;90;0.7;2723.0;45;95
5748;Raadhuisplein;Gooise Meren                            ;Buurt     ;BU19420001;2;585;165;420;510;75;0.7;2884.0;45;60
5749;Verbindingslaan;Gooise Meren                            ;Buurt     ;BU19420002;2;565;130;435;500;65;0.9;4272.0;70;80
5750;Batterijlaan;Gooise Meren                            ;Buurt     ;BU19420003;2;455;105;350;390;65;0.9;3954.0;50;45
5751;Cereslaan;Gooise Meren                            ;Buurt     ;BU19420004;2;475;115;365;415;60;0.8;4772.0;55;105
5752;Bijlstraat;Gooise Meren                            ;Buurt     ;BU19420005;2;450;95;355;405;45;0.9;3884.0;50;65
5753;Nijverheidswerf;Gooise Meren                            ;Buurt     ;BU19420006;2;345;70;275;305;40;0.8;3202.0;30;50
5754;Laarderwegkwartier;Gooise Meren                            ;Buurt     ;BU19420007;2;425;105;320;365;60;0.7;2293.0;25;85
5755;Spiegelzicht;Gooise Meren                            ;Buurt     ;BU19420008;2;415;110;305;360;55;0.9;2744.0;35;45
5756;Brediuskwartier;Gooise Meren                            ;Wijk      ;WK194201  ;2;1610;455;1160;1330;280;1.1;1591.0;70;135
5757;Prins Hendrikkwartier;Gooise Meren                            ;Buurt     ;BU19420100;2;330;75;255;280;55;1.0;2384.0;15;25
5758;Hooftlaan;Gooise Meren                            ;Buurt     ;BU19420101;2;185;55;130;145;40;1.0;1622.0;10;25
5759;Vondellaan;Gooise Meren                            ;Buurt     ;BU19420102;2;455;110;345;380;75;1.0;2398.0;30;40
5760;Bredius-West;Gooise Meren                            ;Buurt     ;BU19420103;2;280;90;185;230;45;1.5;1398.0;5;15
5761;Bredius-Oost;Gooise Meren                            ;Buurt     ;BU19420104;2;360;120;240;295;65;1.1;974.0;10;30
5762;Eng;Gooise Meren                            ;Wijk      ;WK194202  ;2;5755;1555;4200;5040;715;0.9;2392.0;410;755
5763;Sportpark-Zuid;Gooise Meren                            ;Buurt     ;BU19420200;2;0;0;0;0;0;;;0;0
5764;Donderstraat;Gooise Meren                            ;Buurt     ;BU19420201;2;485;155;335;410;75;1.1;3121.0;40;45
5765;Godelindebuurt;Gooise Meren                            ;Buurt     ;BU19420202;2;380;85;295;350;30;0.9;4201.0;25;55
5766;Waltherlaan;Gooise Meren                            ;Buurt     ;BU19420203;2;310;90;220;255;55;1.2;2720.0;25;20
5767;Bloemenbuurt;Gooise Meren                            ;Buurt     ;BU19420204;2;560;145;415;480;80;1.2;2388.0;20;55
5768;Ooster Eng-Noord;Gooise Meren                            ;Buurt     ;BU19420205;2;845;290;555;750;95;1.0;3021.0;60;85
5769;Ooster Eng-Zuid;Gooise Meren                            ;Buurt     ;BU19420206;2;1095;290;805;955;140;0.9;2351.0;75;125
5770;Midden Eng-Oost;Gooise Meren                            ;Buurt     ;BU19420207;2;675;180;495;590;85;0.8;2291.0;55;110
5771;Midden Eng-West;Gooise Meren                            ;Buurt     ;BU19420208;2;630;155;475;565;65;0.9;3590.0;40;130
5772;Wester Eng;Gooise Meren                            ;Buurt     ;BU19420209;2;770;170;605;685;90;0.8;1785.0;65;130
5773;Spiegel;Gooise Meren                            ;Wijk      ;WK194203  ;2;2430;735;1695;2070;365;1.1;729.0;110;195
5774;Lomanplein;Gooise Meren                            ;Buurt     ;BU19420300;2;435;110;320;370;65;1.1;1749.0;10;35
5775;Schimmellaan;Gooise Meren                            ;Buurt     ;BU19420301;2;130;40;85;110;20;0.9;1073.0;10;10
5776;Boslaan;Gooise Meren                            ;Buurt     ;BU19420302;2;645;170;475;540;105;1.3;1400.0;30;55
5777;Koedijk;Gooise Meren                            ;Buurt     ;BU19420303;2;380;155;225;305;75;1.4;1649.0;20;25
5778;Kom van Bieghel;Gooise Meren                            ;Buurt     ;BU19420304;2;470;145;330;430;40;0.8;1541.0;25;35
5779;Meijerkamp;Gooise Meren                            ;Buurt     ;BU19420305;2;255;75;180;215;40;1.2;1096.0;10;20
5780;Fransekamp;Gooise Meren                            ;Buurt     ;BU19420306;2;115;40;75;100;15;2.1;67.0;5;10
5781;Muiden;Gooise Meren                            ;Wijk      ;WK194204  ;2;3115;920;2195;2630;485;1.1;257.0;285;480
5782;Vesting Muiden;Gooise Meren                            ;Buurt     ;BU19420400;2;605;155;450;525;80;1.0;2010.0;45;75
5783;Krijgsman;Gooise Meren                            ;Buurt     ;BU19420401;2;455;125;330;400;55;0.9;389.0;50;85
5784;Muiderberg;Gooise Meren                            ;Buurt     ;BU19420402;2;840;240;600;685;155;1.2;567.0;75;130
5785;Mariahoeve Muiden;Gooise Meren                            ;Buurt     ;BU19420403;2;415;145;270;365;50;1.3;2351.0;40;60
5786;Buitendijken Muiderberg;Gooise Meren                            ;Buurt     ;BU19420404;2;630;225;405;530;100;1.2;3379.0;50;95
5787;Pampusweg;Gooise Meren                            ;Buurt     ;BU19420408;3;50;15;35;35;15;;;10;15
5788;IJmeer;Gooise Meren                            ;Buurt     ;BU19420409;3;0;0;0;0;0;;;0;0
5789;Noordpolder;Gooise Meren                            ;Buurt     ;BU19420410;3;125;20;105;90;30;1.6;18.0;15;25
5790;Naarden;Gooise Meren                            ;Wijk      ;WK194205  ;2;8050;2450;5605;6870;1180;1.1;376.0;475;785
5791;Naarden Vesting;Gooise Meren                            ;Buurt     ;BU19420501;2;790;240;550;665;130;1.0;1412.0;30;60
5792;Tuindorp Keverdijk;Gooise Meren                            ;Buurt     ;BU19420502;2;1615;355;1255;1405;210;1.0;2018.0;165;250
5793;Naarderwoonbos;Gooise Meren                            ;Buurt     ;BU19420503;2;270;95;175;215;55;1.5;488.0;10;25
5794;Bedrijvenpark Gooimeer-Zuid;Gooise Meren                            ;Buurt     ;BU19420504;2;25;5;20;20;10;;;0;5
5795;Oranje Nassaupark-Noord;Gooise Meren                            ;Buurt     ;BU19420506;2;330;105;225;285;45;1.3;1528.0;10;35
5796;Oranje Nassaupark-Zuid;Gooise Meren                            ;Buurt     ;BU19420507;3;565;180;385;470;95;1.0;1908.0;20;55
5797;Ministerpark;Gooise Meren                            ;Buurt     ;BU19420508;2;1040;325;715;890;150;1.0;2387.0;55;100
5798;Componistenkwartier;Gooise Meren                            ;Buurt     ;BU19420509;2;785;265;515;685;95;1.1;709.0;25;55
5799;Rembrandtpark;Gooise Meren                            ;Buurt     ;BU19420510;2;1025;355;670;845;180;1.2;1949.0;55;60
5800;Bos van Bredius-Noord;Gooise Meren                            ;Buurt     ;BU19420511;3;165;60;105;135;25;1.7;884.0;5;10
5801;Valkeveen;Gooise Meren                            ;Buurt     ;BU19420512;3;315;105;210;245;70;1.6;35.0;15;25
5802;Naardermeer;Gooise Meren                            ;Buurt     ;BU19420513;2;35;5;30;30;5;;;0;0
5803;Bos van Bredius-Zuid;Gooise Meren                            ;Buurt     ;BU19420515;3;90;30;60;70;20;;;5;10
5804;Bedrijvenpark Gooimeer-Noord;Gooise Meren                            ;Buurt     ;BU19420555;2;10;0;10;10;0;;;0;5
5805;Vierhoven;Gooise Meren                            ;Buurt     ;BU19420565;2;370;105;265;335;35;0.8;2859.0;30;40
5806;Naardermeerkwartier;Gooise Meren                            ;Buurt     ;BU19420575;3;180;60;120;165;20;1.0;1724.0;5;10
5807;De Fortlanden;Gooise Meren                            ;Buurt     ;BU19420585;2;450;160;290;410;40;1.1;2423.0;35;40
5808;Gorinchem;Gorinchem                               ;Gemeente  ;GM0512    ;.;14000;4250;9750;11690;2310;0.9;742.0;1030;2325
5809;Niet nader toe te delen;Gorinchem                               ;          ;          ; ;5;0;5;5;0;;;0;0
5810;Wel nader toe te delen;Gorinchem                               ;          ;          ; ;13995;4250;9745;11685;2310;;;1030;2325
5811;Wijk 01 Gorinchem binnenstad;Gorinchem                               ;Wijk      ;WK051201  ;1;2255;670;1585;1840;415;0.7;2569.0;190;325
5812;Bovenstad;Gorinchem                               ;Buurt     ;BU05120101;1;870;245;625;705;160;0.8;2617.0;85;125
5813;Benedenstad;Gorinchem                               ;Buurt     ;BU05120102;1;1385;425;960;1130;255;0.7;2540.0;105;200
5814;Wijk 02 Wijdschild;Gorinchem                               ;Wijk      ;WK051202  ;1;845;285;565;725;120;1.1;2256.0;80;110
5815;Wijdschild;Gorinchem                               ;Buurt     ;BU05120200;1;845;285;565;725;120;1.1;2256.0;80;110
5816;Wijk 03 Lingewijk;Gorinchem                               ;Wijk      ;WK051203  ;1;885;235;650;760;125;0.9;1632.0;65;200
5817;Lingewijk;Gorinchem                               ;Buurt     ;BU05120300;1;885;235;650;760;125;0.9;1632.0;65;200
5818;Wijk 04 haarwijk;Gorinchem                               ;Wijk      ;WK051204  ;1;2465;595;1870;2025;440;0.9;2217.0;165;480
5819;Haarwijk West;Gorinchem                               ;Buurt     ;BU05120403;1;1470;335;1135;1200;275;0.9;2410.0;75;265
5820;Haarwijk Oost;Gorinchem                               ;Buurt     ;BU05120404;1;995;260;735;830;165;0.9;1983.0;90;215
5821;Wijk 05 Stalkaarsen;Gorinchem                               ;Wijk      ;WK051205  ;1;1100;325;775;915;185;0.9;1538.0;80;145
5822;Stalkaarsen;Gorinchem                               ;Buurt     ;BU05120500;1;1100;325;775;915;185;0.9;1538.0;80;145
5823;Wijk 06 Gildenwijk;Gorinchem                               ;Wijk      ;WK051206  ;1;1845;445;1395;1585;255;0.7;2491.0;90;290
5824;Gildenwijk;Gorinchem                               ;Buurt     ;BU05120600;1;1845;445;1395;1585;255;0.7;2491.0;90;290
5825;Wijk 07 Schelluinsestraat;Gorinchem                               ;Wijk      ;WK051207  ;1;80;15;65;70;10;1.0;185.0;5;20
5826;Schelluinsestraat;Gorinchem                               ;Buurt     ;BU05120700;1;80;15;65;70;10;1.0;185.0;5;20
5827;Wijk 08 Avelingen Oost;Gorinchem                               ;Wijk      ;WK051208  ;1;30;10;25;25;5;;;5;10
5828;Avelingen Oost;Gorinchem                               ;Buurt     ;BU05120800;1;30;10;25;25;5;;;5;10
5829;Wijk 09 Avelingen West;Gorinchem                               ;Wijk      ;WK051209  ;1;15;0;15;10;5;;;15;20
5830;Avelingen West;Gorinchem                               ;Buurt     ;BU05120900;1;15;0;15;10;5;;;15;20
5831;Wijk 10 Molenvliet;Gorinchem                               ;Wijk      ;WK051210  ;1;25;10;15;15;5;;;5;15
5832;Molenvliet;Gorinchem                               ;Buurt     ;BU05121000;1;25;10;15;15;5;;;5;15
5833;Wijk 11 laag Dalem;Gorinchem                               ;Wijk      ;WK051211  ;1;3505;1345;2160;2940;565;1.1;2200.0;260;530
5834;Laag Dalem I;Gorinchem                               ;Buurt     ;BU05121105;1;970;320;650;830;140;1.1;2757.0;75;180
5835;Laag Dalem II;Gorinchem                               ;Buurt     ;BU05121106;1;1155;425;725;975;180;1.1;3061.0;85;165
5836;Laag Dalem Oost;Gorinchem                               ;Buurt     ;BU05121107;1;1080;445;635;915;170;1.2;3160.0;75;165
5837;Laag Dalem Zuid;Gorinchem                               ;Buurt     ;BU05121108;1;305;150;150;225;80;1.3;580.0;25;15
5838;Wijk 12 Dalem;Gorinchem                               ;Wijk      ;WK051212  ;1;475;140;335;395;75;1.3;461.0;40;115
5839;Dalem;Gorinchem                               ;Buurt     ;BU05121200;1;475;140;335;395;75;1.3;461.0;40;115
5840;Wijk 13 Hoog Dalem;Gorinchem                               ;Wijk      ;WK051213  ;1;355;145;210;280;75;1.2;373.0;20;30
5841;Hoog Dalem;Gorinchem                               ;Buurt     ;BU05121300;1;355;145;210;280;75;1.2;373.0;20;30
5842;Wijk 14 Bedrijventerrein Oost;Gorinchem                               ;Wijk      ;WK051214  ;1;15;0;10;10;5;;;5;5
5843;Linge;Gorinchem                               ;Buurt     ;BU05121409;1;15;0;10;10;5;;;5;5
5844;Oost I;Gorinchem                               ;Buurt     ;BU05121410;1;0;0;0;0;0;;;0;0
5845;Oost II;Gorinchem                               ;Buurt     ;BU05121411;1;0;0;0;0;0;;;0;0
5846;Wijk 15 Papland;Gorinchem                               ;Wijk      ;WK051215  ;1;15;5;10;10;0;;;0;5
5847;Papland;Gorinchem                               ;Buurt     ;BU05121500;1;15;5;10;10;0;;;0;5
5848;Wijk 16 schotdeuren;Gorinchem                               ;Wijk      ;WK051216  ;1;20;5;10;15;5;;;5;5
5849;Schotdeuren;Gorinchem                               ;Buurt     ;BU05121600;1;20;5;10;15;5;;;5;5
5850;Wijk 17 Bedrijventerrein Noord;Gorinchem                               ;Wijk      ;WK051217  ;1;5;0;5;0;0;;;0;0
5851;Bedrijventerrein Noord;Gorinchem                               ;Buurt     ;BU05121700;1;5;0;5;0;0;;;0;0
5852;Wijk 18 Landelijk gebied West;Gorinchem                               ;Wijk      ;WK051218  ;1;55;20;35;45;10;;;5;10
5853;Landelijk gebied West;Gorinchem                               ;Buurt     ;BU05121800;1;55;20;35;45;10;;;5;10
5854;Wijk 19 Landelijk gebied Noord;Gorinchem                               ;Wijk      ;WK051219  ;1;5;0;5;5;0;;;0;0
