ID;VolgordeVanGeboorteUitDeMoeder;LeeftijdOp31December;GeboortegeneratieVrouw;Vruchtbaarheidcijfers_1
1686;Totaal;33 jaar;1987;0.13134
1687;Totaal;33 jaar;1988;0.13186
1688;Totaal;33 jaar;1989;0.13477
1689;Totaal;33 jaar;1990;0.13697
1690;Totaal;33 jaar;1991;0.13926
1691;Totaal;33 jaar;1992;0.14071
1692;Totaal;33 jaar;1993;0.14166
1693;Totaal;33 jaar;1994;0.14273
1694;Totaal;33 jaar;1995;0.14448
1695;Totaal;33 jaar;1996;0.14532
1696;Totaal;33 jaar;1997;0.1454
1697;Totaal;33 jaar;1998;0.14531
1698;Totaal;33 jaar;1999;0.14504
1699;Totaal;33 jaar;2000;0.14516
1700;Totaal;33 jaar;2001;0.14532
1701;Totaal;33 jaar;2002;0.14525
1702;Totaal;33 jaar;2003;0.14526
1703;Totaal;33 jaar;2004;0.1452
1704;Totaal;33 jaar;2005;0.14523
1705;Totaal;33 jaar;2006;0.14524
1706;Totaal;33 jaar;2007;0.14523
1707;Totaal;33 jaar;2008;0.14523
1708;Totaal;33 jaar;2009;0.14523
1709;Totaal;33 jaar;2010;0.14523
1710;Totaal;33 jaar;2011;0.14523
1711;Totaal;33 jaar;2012;0.14523
1712;Totaal;33 jaar;2013;0.14523
1713;Totaal;33 jaar;2014;0.14523
1714;Totaal;33 jaar;2015;0.14523
1715;Totaal;33 jaar;2016;0.14523
1716;Totaal;33 jaar;2017;0.14523
1717;Totaal;33 jaar;2018;0.14523
1718;Totaal;33 jaar;2019;0.14523
1719;Totaal;33 jaar;2020;0.14523
1720;Totaal;34 jaar;1935;0.09043
1721;Totaal;34 jaar;1936;0.08627
1722;Totaal;34 jaar;1937;0.07499
1723;Totaal;34 jaar;1938;0.06415
1724;Totaal;34 jaar;1939;0.05147
1725;Totaal;34 jaar;1940;0.045
1726;Totaal;34 jaar;1941;0.04046
1727;Totaal;34 jaar;1942;0.03882
1728;Totaal;34 jaar;1943;0.03838
1729;Totaal;34 jaar;1944;0.03912
1730;Totaal;34 jaar;1945;0.03828
1731;Totaal;34 jaar;1946;0.04164
1732;Totaal;34 jaar;1947;0.04297
1733;Totaal;34 jaar;1948;0.04451
1734;Totaal;34 jaar;1949;0.04459
1735;Totaal;34 jaar;1950;0.04923
1736;Totaal;34 jaar;1951;0.05326
1737;Totaal;34 jaar;1952;0.05891
1738;Totaal;34 jaar;1953;0.06343
1739;Totaal;34 jaar;1954;0.06786
1740;Totaal;34 jaar;1955;0.07133
1741;Totaal;34 jaar;1956;0.07875
1742;Totaal;34 jaar;1957;0.08295
1743;Totaal;34 jaar;1958;0.08652
1744;Totaal;34 jaar;1959;0.08876
1745;Totaal;34 jaar;1960;0.08982
1746;Totaal;34 jaar;1961;0.08966
1747;Totaal;34 jaar;1962;0.09276
1748;Totaal;34 jaar;1963;0.09673
1749;Totaal;34 jaar;1964;0.10248
1750;Totaal;34 jaar;1965;0.10434
1751;Totaal;34 jaar;1966;0.11042
1752;Totaal;34 jaar;1967;0.11148
1753;Totaal;34 jaar;1968;0.11402
1754;Totaal;34 jaar;1969;0.11485
1755;Totaal;34 jaar;1970;0.11429
1756;Totaal;34 jaar;1971;0.11166
1757;Totaal;34 jaar;1972;0.11401
1758;Totaal;34 jaar;1973;0.11359
1759;Totaal;34 jaar;1974;0.11966
1760;Totaal;34 jaar;1975;0.11837
1761;Totaal;34 jaar;1976;0.12088
1762;Totaal;34 jaar;1977;0.11835
1763;Totaal;34 jaar;1978;0.11316
1764;Totaal;34 jaar;1979;0.11413
1765;Totaal;34 jaar;1980;0.11673
1766;Totaal;34 jaar;1981;0.11383
1767;Totaal;34 jaar;1982;0.11603
1768;Totaal;34 jaar;1983;0.11068
1769;Totaal;34 jaar;1984;0.11298
1770;Totaal;34 jaar;1985;0.11532
1771;Totaal;34 jaar;1986;0.11713
1772;Totaal;34 jaar;1987;0.12159
1773;Totaal;34 jaar;1988;0.1231
1774;Totaal;34 jaar;1989;0.12654
1775;Totaal;34 jaar;1990;0.12895
1776;Totaal;34 jaar;1991;0.13094
1777;Totaal;34 jaar;1992;0.13284
1778;Totaal;34 jaar;1993;0.13409
1779;Totaal;34 jaar;1994;0.135
1780;Totaal;34 jaar;1995;0.1367
1781;Totaal;34 jaar;1996;0.13712
1782;Totaal;34 jaar;1997;0.13694
1783;Totaal;34 jaar;1998;0.13653
1784;Totaal;34 jaar;1999;0.13648
1785;Totaal;34 jaar;2000;0.13677
1786;Totaal;34 jaar;2001;0.13678
1787;Totaal;34 jaar;2002;0.1367
1788;Totaal;34 jaar;2003;0.13666
1789;Totaal;34 jaar;2004;0.13668
1790;Totaal;34 jaar;2005;0.13672
1791;Totaal;34 jaar;2006;0.13671
1792;Totaal;34 jaar;2007;0.13669
1793;Totaal;34 jaar;2008;0.13669
1794;Totaal;34 jaar;2009;0.1367
1795;Totaal;34 jaar;2010;0.1367
1796;Totaal;34 jaar;2011;0.1367
1797;Totaal;34 jaar;2012;0.13669
1798;Totaal;34 jaar;2013;0.13669
1799;Totaal;34 jaar;2014;0.1367
1800;Totaal;34 jaar;2015;0.1367
1801;Totaal;34 jaar;2016;0.1367
1802;Totaal;34 jaar;2017;0.1367
1803;Totaal;34 jaar;2018;0.1367
1804;Totaal;34 jaar;2019;0.1367
1805;Totaal;34 jaar;2020;0.1367
1806;Totaal;35 jaar;1935;0.07522
1807;Totaal;35 jaar;1936;0.06244
1808;Totaal;35 jaar;1937;0.05376
1809;Totaal;35 jaar;1938;0.04277
1810;Totaal;35 jaar;1939;0.03644
1811;Totaal;35 jaar;1940;0.03262
1812;Totaal;35 jaar;1941;0.03087
1813;Totaal;35 jaar;1942;0.02994
1814;Totaal;35 jaar;1943;0.03042
1815;Totaal;35 jaar;1944;0.03016
1816;Totaal;35 jaar;1945;0.03166
1817;Totaal;35 jaar;1946;0.03194
1818;Totaal;35 jaar;1947;0.03196
1819;Totaal;35 jaar;1948;0.0341
1820;Totaal;35 jaar;1949;0.03651
1821;Totaal;35 jaar;1950;0.04075
1822;Totaal;35 jaar;1951;0.04433
1823;Totaal;35 jaar;1952;0.04789
1824;Totaal;35 jaar;1953;0.05077
1825;Totaal;35 jaar;1954;0.05501
1826;Totaal;35 jaar;1955;0.06127
1827;Totaal;35 jaar;1956;0.06624
1828;Totaal;35 jaar;1957;0.06863
1829;Totaal;35 jaar;1958;0.07104
1830;Totaal;35 jaar;1959;0.07243
1831;Totaal;35 jaar;1960;0.07373
1832;Totaal;35 jaar;1961;0.07677
1833;Totaal;35 jaar;1962;0.07875
1834;Totaal;35 jaar;1963;0.08274
1835;Totaal;35 jaar;1964;0.08636
1836;Totaal;35 jaar;1965;0.09214
1837;Totaal;35 jaar;1966;0.09278
1838;Totaal;35 jaar;1967;0.0952
1839;Totaal;35 jaar;1968;0.09878
1840;Totaal;35 jaar;1969;0.09473
1841;Totaal;35 jaar;1970;0.09675
1842;Totaal;35 jaar;1971;0.09644
1843;Totaal;35 jaar;1972;0.09728
1844;Totaal;35 jaar;1973;0.10042
1845;Totaal;35 jaar;1974;0.10237
1846;Totaal;35 jaar;1975;0.10472
1847;Totaal;35 jaar;1976;0.10206
1848;Totaal;35 jaar;1977;0.09964
1849;Totaal;35 jaar;1978;0.09687
1850;Totaal;35 jaar;1979;0.09952
1851;Totaal;35 jaar;1980;0.10016
1852;Totaal;35 jaar;1981;0.10131
1853;Totaal;35 jaar;1982;0.09575
1854;Totaal;35 jaar;1983;0.09656
1855;Totaal;35 jaar;1984;0.09971
1856;Totaal;35 jaar;1985;0.10207
1857;Totaal;35 jaar;1986;0.10497
1858;Totaal;35 jaar;1987;0.1084
1859;Totaal;35 jaar;1988;0.1122
1860;Totaal;35 jaar;1989;0.11513
1861;Totaal;35 jaar;1990;0.11757
1862;Totaal;35 jaar;1991;0.11919
1863;Totaal;35 jaar;1992;0.12121
1864;Totaal;35 jaar;1993;0.12281
1865;Totaal;35 jaar;1994;0.12341
1866;Totaal;35 jaar;1995;0.12477
1867;Totaal;35 jaar;1996;0.12463
1868;Totaal;35 jaar;1997;0.12408
1869;Totaal;35 jaar;1998;0.12394
1870;Totaal;35 jaar;1999;0.12415
1871;Totaal;35 jaar;2000;0.12431
1872;Totaal;35 jaar;2001;0.12419
1873;Totaal;35 jaar;2002;0.12414
1874;Totaal;35 jaar;2003;0.12412
1875;Totaal;35 jaar;2004;0.12419
1876;Totaal;35 jaar;2005;0.12419
1877;Totaal;35 jaar;2006;0.12417
1878;Totaal;35 jaar;2007;0.12416
1879;Totaal;35 jaar;2008;0.12417
1880;Totaal;35 jaar;2009;0.12418
1881;Totaal;35 jaar;2010;0.12418
1882;Totaal;35 jaar;2011;0.12417
1883;Totaal;35 jaar;2012;0.12417
1884;Totaal;35 jaar;2013;0.12417
1885;Totaal;35 jaar;2014;0.12417
1886;Totaal;35 jaar;2015;0.12417
1887;Totaal;35 jaar;2016;0.12417
1888;Totaal;35 jaar;2017;0.12417
1889;Totaal;35 jaar;2018;0.12417
1890;Totaal;35 jaar;2019;0.12417
1891;Totaal;35 jaar;2020;0.12417
1892;Totaal;36 jaar;1935;0.05314
1893;Totaal;36 jaar;1936;0.04257
1894;Totaal;36 jaar;1937;0.03501
1895;Totaal;36 jaar;1938;0.02883
1896;Totaal;36 jaar;1939;0.02637
1897;Totaal;36 jaar;1940;0.02425
1898;Totaal;36 jaar;1941;0.02244
1899;Totaal;36 jaar;1942;0.02341
1900;Totaal;36 jaar;1943;0.02353
1901;Totaal;36 jaar;1944;0.02401
1902;Totaal;36 jaar;1945;0.02371
1903;Totaal;36 jaar;1946;0.0242
1904;Totaal;36 jaar;1947;0.02446
1905;Totaal;36 jaar;1948;0.02737
1906;Totaal;36 jaar;1949;0.02864
1907;Totaal;36 jaar;1950;0.03385
1908;Totaal;36 jaar;1951;0.03613
1909;Totaal;36 jaar;1952;0.03848
1910;Totaal;36 jaar;1953;0.04173
1911;Totaal;36 jaar;1954;0.04608
1912;Totaal;36 jaar;1955;0.04838
1913;Totaal;36 jaar;1956;0.05193
1914;Totaal;36 jaar;1957;0.05489
1915;Totaal;36 jaar;1958;0.05644
1916;Totaal;36 jaar;1959;0.05731
1917;Totaal;36 jaar;1960;0.05829
1918;Totaal;36 jaar;1961;0.06019
1919;Totaal;36 jaar;1962;0.0656
1920;Totaal;36 jaar;1963;0.067
1921;Totaal;36 jaar;1964;0.07074
1922;Totaal;36 jaar;1965;0.07275
1923;Totaal;36 jaar;1966;0.07371
1924;Totaal;36 jaar;1967;0.07702
1925;Totaal;36 jaar;1968;0.0781
1926;Totaal;36 jaar;1969;0.07816
1927;Totaal;36 jaar;1970;0.07753
1928;Totaal;36 jaar;1971;0.07907
1929;Totaal;36 jaar;1972;0.08273
1930;Totaal;36 jaar;1973;0.08384
1931;Totaal;36 jaar;1974;0.08516
1932;Totaal;36 jaar;1975;0.08385
1933;Totaal;36 jaar;1976;0.08156
1934;Totaal;36 jaar;1977;0.08201
1935;Totaal;36 jaar;1978;0.08283
1936;Totaal;36 jaar;1979;0.08318
1937;Totaal;36 jaar;1980;0.08549
1938;Totaal;36 jaar;1981;0.07993
1939;Totaal;36 jaar;1982;0.08045
1940;Totaal;36 jaar;1983;0.08113
1941;Totaal;36 jaar;1984;0.08351
1942;Totaal;36 jaar;1985;0.08744
1943;Totaal;36 jaar;1986;0.08958
1944;Totaal;36 jaar;1987;0.09281
1945;Totaal;36 jaar;1988;0.09721
1946;Totaal;36 jaar;1989;0.09936
1947;Totaal;36 jaar;1990;0.10171
1948;Totaal;36 jaar;1991;0.10285
1949;Totaal;36 jaar;1992;0.10481
1950;Totaal;36 jaar;1993;0.10638
1951;Totaal;36 jaar;1994;0.10671
1952;Totaal;36 jaar;1995;0.1074
1953;Totaal;36 jaar;1996;0.10656
1954;Totaal;36 jaar;1997;0.10637
1955;Totaal;36 jaar;1998;0.10668
1956;Totaal;36 jaar;1999;0.10673
1957;Totaal;36 jaar;2000;0.10675
1958;Totaal;36 jaar;2001;0.10659
1959;Totaal;36 jaar;2002;0.10663
1960;Totaal;36 jaar;2003;0.10665
1961;Totaal;36 jaar;2004;0.10667
1962;Totaal;36 jaar;2005;0.10666
1963;Totaal;36 jaar;2006;0.10665
1964;Totaal;36 jaar;2007;0.10665
1965;Totaal;36 jaar;2008;0.10666
1966;Totaal;36 jaar;2009;0.10666
1967;Totaal;36 jaar;2010;0.10666
1968;Totaal;36 jaar;2011;0.10666
1969;Totaal;36 jaar;2012;0.10666
1970;Totaal;36 jaar;2013;0.10666
1971;Totaal;36 jaar;2014;0.10666
1972;Totaal;36 jaar;2015;0.10666
1973;Totaal;36 jaar;2016;0.10666
1974;Totaal;36 jaar;2017;0.10666
1975;Totaal;36 jaar;2018;0.10666
1976;Totaal;36 jaar;2019;0.10666
1977;Totaal;36 jaar;2020;0.10666
1978;Totaal;37 jaar;1935;0.03672
1979;Totaal;37 jaar;1936;0.02933
1980;Totaal;37 jaar;1937;0.0247
1981;Totaal;37 jaar;1938;0.02132
1982;Totaal;37 jaar;1939;0.01958
1983;Totaal;37 jaar;1940;0.01935
1984;Totaal;37 jaar;1941;0.01686
1985;Totaal;37 jaar;1942;0.01818
1986;Totaal;37 jaar;1943;0.01776
1987;Totaal;37 jaar;1944;0.01789
1988;Totaal;37 jaar;1945;0.01813
1989;Totaal;37 jaar;1946;0.01766
1990;Totaal;37 jaar;1947;0.01812
1991;Totaal;37 jaar;1948;0.02083
1992;Totaal;37 jaar;1949;0.02308
1993;Totaal;37 jaar;1950;0.02603
1994;Totaal;37 jaar;1951;0.02572
1995;Totaal;37 jaar;1952;0.02917
1996;Totaal;37 jaar;1953;0.03306
1997;Totaal;37 jaar;1954;0.03591
1998;Totaal;37 jaar;1955;0.03671
1999;Totaal;37 jaar;1956;0.03933
2000;Totaal;37 jaar;1957;0.04172
2001;Totaal;37 jaar;1958;0.04143
2002;Totaal;37 jaar;1959;0.04268
2003;Totaal;37 jaar;1960;0.04546
2004;Totaal;37 jaar;1961;0.0481
2005;Totaal;37 jaar;1962;0.04981
2006;Totaal;37 jaar;1963;0.05374
2007;Totaal;37 jaar;1964;0.05483
2008;Totaal;37 jaar;1965;0.05552
2009;Totaal;37 jaar;1966;0.0585
2010;Totaal;37 jaar;1967;0.05915
2011;Totaal;37 jaar;1968;0.05882
2012;Totaal;37 jaar;1969;0.06024
2013;Totaal;37 jaar;1970;0.06228
2014;Totaal;37 jaar;1971;0.06434
2015;Totaal;37 jaar;1972;0.06687
2016;Totaal;37 jaar;1973;0.06626
2017;Totaal;37 jaar;1974;0.06487
2018;Totaal;37 jaar;1975;0.06494
2019;Totaal;37 jaar;1976;0.06343
2020;Totaal;37 jaar;1977;0.06687
2021;Totaal;37 jaar;1978;0.06468
2022;Totaal;37 jaar;1979;0.06761
2023;Totaal;37 jaar;1980;0.0638
2024;Totaal;37 jaar;1981;0.06363
2025;Totaal;37 jaar;1982;0.06264
2026;Totaal;37 jaar;1983;0.06388
2027;Totaal;37 jaar;1984;0.0652
2028;Totaal;37 jaar;1985;0.06925
2029;Totaal;37 jaar;1986;0.07125
2030;Totaal;37 jaar;1987;0.07293
2031;Totaal;37 jaar;1988;0.07693
2032;Totaal;37 jaar;1989;0.07822
2033;Totaal;37 jaar;1990;0.08008
2034;Totaal;37 jaar;1991;0.08077
2035;Totaal;37 jaar;1992;0.08219
2036;Totaal;37 jaar;1993;0.08346
2037;Totaal;37 jaar;1994;0.08359
2038;Totaal;37 jaar;1995;0.08316
2039;Totaal;37 jaar;1996;0.08264
2040;Totaal;37 jaar;1997;0.08301
2041;Totaal;37 jaar;1998;0.08317
2042;Totaal;37 jaar;1999;0.0831
2043;Totaal;37 jaar;2000;0.08302
2044;Totaal;37 jaar;2001;0.08296
2045;Totaal;37 jaar;2002;0.08306
2046;Totaal;37 jaar;2003;0.08304
2047;Totaal;37 jaar;2004;0.08304
2048;Totaal;37 jaar;2005;0.08302
2049;Totaal;37 jaar;2006;0.08303
2050;Totaal;37 jaar;2007;0.08304
2051;Totaal;37 jaar;2008;0.08304
2052;Totaal;37 jaar;2009;0.08303
2053;Totaal;37 jaar;2010;0.08303
2054;Totaal;37 jaar;2011;0.08303
2055;Totaal;37 jaar;2012;0.08303
2056;Totaal;37 jaar;2013;0.08303
2057;Totaal;37 jaar;2014;0.08303
2058;Totaal;37 jaar;2015;0.08303
2059;Totaal;37 jaar;2016;0.08303
2060;Totaal;37 jaar;2017;0.08303
2061;Totaal;37 jaar;2018;0.08303
2062;Totaal;37 jaar;2019;0.08303
2063;Totaal;37 jaar;2020;0.08303
2064;Totaal;38 jaar;1935;0.02427
2065;Totaal;38 jaar;1936;0.01931
2066;Totaal;38 jaar;1937;0.01687
2067;Totaal;38 jaar;1938;0.01504
2068;Totaal;38 jaar;1939;0.01425
2069;Totaal;38 jaar;1940;0.01379
2070;Totaal;38 jaar;1941;0.01252
2071;Totaal;38 jaar;1942;0.01465
2072;Totaal;38 jaar;1943;0.01284
2073;Totaal;38 jaar;1944;0.01336
2074;Totaal;38 jaar;1945;0.0135
2075;Totaal;38 jaar;1946;0.01384
2076;Totaal;38 jaar;1947;0.0141
2077;Totaal;38 jaar;1948;0.01616
2078;Totaal;38 jaar;1949;0.01768
2079;Totaal;38 jaar;1950;0.02043
2080;Totaal;38 jaar;1951;0.0209
2081;Totaal;38 jaar;1952;0.02272
2082;Totaal;38 jaar;1953;0.02567
2083;Totaal;38 jaar;1954;0.02706
2084;Totaal;38 jaar;1955;0.02786
2085;Totaal;38 jaar;1956;0.02837
2086;Totaal;38 jaar;1957;0.03055
2087;Totaal;38 jaar;1958;0.03043
2088;Totaal;38 jaar;1959;0.03209
2089;Totaal;38 jaar;1960;0.03402
2090;Totaal;38 jaar;1961;0.03562
2091;Totaal;38 jaar;1962;0.03853
2092;Totaal;38 jaar;1963;0.03964
2093;Totaal;38 jaar;1964;0.04048
2094;Totaal;38 jaar;1965;0.04206
2095;Totaal;38 jaar;1966;0.04315
2096;Totaal;38 jaar;1967;0.04268
2097;Totaal;38 jaar;1968;0.04471
2098;Totaal;38 jaar;1969;0.0448
2099;Totaal;38 jaar;1970;0.04656
2100;Totaal;38 jaar;1971;0.04906
2101;Totaal;38 jaar;1972;0.04904
2102;Totaal;38 jaar;1973;0.04956
2103;Totaal;38 jaar;1974;0.04868
2104;Totaal;38 jaar;1975;0.04759
2105;Totaal;38 jaar;1976;0.0511
2106;Totaal;38 jaar;1977;0.05127
2107;Totaal;38 jaar;1978;0.05103
2108;Totaal;38 jaar;1979;0.0494
2109;Totaal;38 jaar;1980;0.04889
2110;Totaal;38 jaar;1981;0.04801
2111;Totaal;38 jaar;1982;0.04766
2112;Totaal;38 jaar;1983;0.04879
2113;Totaal;38 jaar;1984;0.04872
2114;Totaal;38 jaar;1985;0.05102
2115;Totaal;38 jaar;1986;0.05169
2116;Totaal;38 jaar;1987;0.05221
2117;Totaal;38 jaar;1988;0.05406
2118;Totaal;38 jaar;1989;0.05442
2119;Totaal;38 jaar;1990;0.05523
2120;Totaal;38 jaar;1991;0.05543
2121;Totaal;38 jaar;1992;0.056
2122;Totaal;38 jaar;1993;0.05654
2123;Totaal;38 jaar;1994;0.05655
2124;Totaal;38 jaar;1995;0.05595
2125;Totaal;38 jaar;1996;0.05609
2126;Totaal;38 jaar;1997;0.05623
2127;Totaal;38 jaar;1998;0.05627
2128;Totaal;38 jaar;1999;0.0562
2129;Totaal;38 jaar;2000;0.05615
2130;Totaal;38 jaar;2001;0.05616
2131;Totaal;38 jaar;2002;0.05621
2132;Totaal;38 jaar;2003;0.05618
2133;Totaal;38 jaar;2004;0.05618
2134;Totaal;38 jaar;2005;0.05618
2135;Totaal;38 jaar;2006;0.05619
2136;Totaal;38 jaar;2007;0.05619
2137;Totaal;38 jaar;2008;0.05619
2138;Totaal;38 jaar;2009;0.05618
2139;Totaal;38 jaar;2010;0.05618
2140;Totaal;38 jaar;2011;0.05619
2141;Totaal;38 jaar;2012;0.05619
2142;Totaal;38 jaar;2013;0.05618
2143;Totaal;38 jaar;2014;0.05618
2144;Totaal;38 jaar;2015;0.05618
2145;Totaal;38 jaar;2016;0.05619
2146;Totaal;38 jaar;2017;0.05618
2147;Totaal;38 jaar;2018;0.05618
2148;Totaal;38 jaar;2019;0.05618
2149;Totaal;38 jaar;2020;0.05618
2150;Totaal;39 jaar;1935;0.01551
2151;Totaal;39 jaar;1936;0.01335
2152;Totaal;39 jaar;1937;0.01165
2153;Totaal;39 jaar;1938;0.01056
2154;Totaal;39 jaar;1939;0.01012
2155;Totaal;39 jaar;1940;0.01074
2156;Totaal;39 jaar;1941;0.00942
2157;Totaal;39 jaar;1942;0.0106
2158;Totaal;39 jaar;1943;0.0103
2159;Totaal;39 jaar;1944;0.00982
2160;Totaal;39 jaar;1945;0.01018
2161;Totaal;39 jaar;1946;0.01069
2162;Totaal;39 jaar;1947;0.01097
2163;Totaal;39 jaar;1948;0.01236
2164;Totaal;39 jaar;1949;0.01267
2165;Totaal;39 jaar;1950;0.0155
2166;Totaal;39 jaar;1951;0.0162
2167;Totaal;39 jaar;1952;0.01708
2168;Totaal;39 jaar;1953;0.01943
2169;Totaal;39 jaar;1954;0.01946
2170;Totaal;39 jaar;1955;0.0199
2171;Totaal;39 jaar;1956;0.02112
2172;Totaal;39 jaar;1957;0.02213
2173;Totaal;39 jaar;1958;0.0229
2174;Totaal;39 jaar;1959;0.02339
2175;Totaal;39 jaar;1960;0.02477
2176;Totaal;39 jaar;1961;0.02686
2177;Totaal;39 jaar;1962;0.02771
2178;Totaal;39 jaar;1963;0.02838
2179;Totaal;39 jaar;1964;0.02989
2180;Totaal;39 jaar;1965;0.03009
2181;Totaal;39 jaar;1966;0.0308
2182;Totaal;39 jaar;1967;0.03223
2183;Totaal;39 jaar;1968;0.03272
2184;Totaal;39 jaar;1969;0.03409
2185;Totaal;39 jaar;1970;0.03486
2186;Totaal;39 jaar;1971;0.03581
2187;Totaal;39 jaar;1972;0.03626
2188;Totaal;39 jaar;1973;0.03587
2189;Totaal;39 jaar;1974;0.03683
2190;Totaal;39 jaar;1975;0.03698
2191;Totaal;39 jaar;1976;0.03726
2192;Totaal;39 jaar;1977;0.03942
2193;Totaal;39 jaar;1978;0.0373
2194;Totaal;39 jaar;1979;0.03816
2195;Totaal;39 jaar;1980;0.03497
2196;Totaal;39 jaar;1981;0.03554
2197;Totaal;39 jaar;1982;0.03608
2198;Totaal;39 jaar;1983;0.03638
2199;Totaal;39 jaar;1984;0.03623
2200;Totaal;39 jaar;1985;0.03584
2201;Totaal;39 jaar;1986;0.03601
2202;Totaal;39 jaar;1987;0.03611
2203;Totaal;39 jaar;1988;0.03611
2204;Totaal;39 jaar;1989;0.03606
2205;Totaal;39 jaar;1990;0.03602
2206;Totaal;39 jaar;1991;0.03607
2207;Totaal;39 jaar;1992;0.03607
2208;Totaal;39 jaar;1993;0.03607
2209;Totaal;39 jaar;1994;0.03606
2210;Totaal;39 jaar;1995;0.03606
2211;Totaal;39 jaar;1996;0.03607
2212;Totaal;39 jaar;1997;0.03607
2213;Totaal;39 jaar;1998;0.03606
2214;Totaal;39 jaar;1999;0.03605
2215;Totaal;39 jaar;2000;0.03606
2216;Totaal;39 jaar;2001;0.03604
2217;Totaal;39 jaar;2002;0.03606
2218;Totaal;39 jaar;2003;0.03604
2219;Totaal;39 jaar;2004;0.03605
2220;Totaal;39 jaar;2005;0.03605
2221;Totaal;39 jaar;2006;0.03605
2222;Totaal;39 jaar;2007;0.03605
2223;Totaal;39 jaar;2008;0.03605
2224;Totaal;39 jaar;2009;0.03605
2225;Totaal;39 jaar;2010;0.03605
2226;Totaal;39 jaar;2011;0.03605
2227;Totaal;39 jaar;2012;0.03605
2228;Totaal;39 jaar;2013;0.03605
2229;Totaal;39 jaar;2014;0.03605
2230;Totaal;39 jaar;2015;0.03605
2231;Totaal;39 jaar;2016;0.03605
2232;Totaal;39 jaar;2017;0.03605
2233;Totaal;39 jaar;2018;0.03605
2234;Totaal;39 jaar;2019;0.03605
2235;Totaal;39 jaar;2020;0.03605
2236;Totaal;40 jaar;1935;0.01033
2237;Totaal;40 jaar;1936;0.00916
2238;Totaal;40 jaar;1937;0.00882
2239;Totaal;40 jaar;1938;0.00746
2240;Totaal;40 jaar;1939;0.00729
2241;Totaal;40 jaar;1940;0.00818
2242;Totaal;40 jaar;1941;0.00715
2243;Totaal;40 jaar;1942;0.00758
2244;Totaal;40 jaar;1943;0.00638
2245;Totaal;40 jaar;1944;0.0068
2246;Totaal;40 jaar;1945;0.00725
2247;Totaal;40 jaar;1946;0.00764
2248;Totaal;40 jaar;1947;0.00765
2249;Totaal;40 jaar;1948;0.00861
2250;Totaal;40 jaar;1949;0.00952
2251;Totaal;40 jaar;1950;0.01068
2252;Totaal;40 jaar;1951;0.0121
2253;Totaal;40 jaar;1952;0.01249
2254;Totaal;40 jaar;1953;0.01344
2255;Totaal;40 jaar;1954;0.01401
2256;Totaal;40 jaar;1955;0.01382
2257;Totaal;40 jaar;1956;0.01423
2258;Totaal;40 jaar;1957;0.01546
2259;Totaal;40 jaar;1958;0.0162
2260;Totaal;40 jaar;1959;0.01698
2261;Totaal;40 jaar;1960;0.01878
2262;Totaal;40 jaar;1961;0.0185
2263;Totaal;40 jaar;1962;0.02007
2264;Totaal;40 jaar;1963;0.01982
2265;Totaal;40 jaar;1964;0.02079
2266;Totaal;40 jaar;1965;0.02099
2267;Totaal;40 jaar;1966;0.02108
2268;Totaal;40 jaar;1967;0.02239
2269;Totaal;40 jaar;1968;0.02336
2270;Totaal;40 jaar;1969;0.02421
2271;Totaal;40 jaar;1970;0.02559
2272;Totaal;40 jaar;1971;0.02441
2273;Totaal;40 jaar;1972;0.02496
2274;Totaal;40 jaar;1973;0.02471
2275;Totaal;40 jaar;1974;0.02637
2276;Totaal;40 jaar;1975;0.02644
2277;Totaal;40 jaar;1976;0.02765
2278;Totaal;40 jaar;1977;0.02745
2279;Totaal;40 jaar;1978;0.02713
2280;Totaal;40 jaar;1979;0.02704
2281;Totaal;40 jaar;1980;0.0246
2282;Totaal;40 jaar;1981;0.02583
2283;Totaal;40 jaar;1982;0.02623
2284;Totaal;40 jaar;1983;0.02616
2285;Totaal;40 jaar;1984;0.02597
2286;Totaal;40 jaar;1985;0.02576
2287;Totaal;40 jaar;1986;0.02599
2288;Totaal;40 jaar;1987;0.02602
2289;Totaal;40 jaar;1988;0.02598
2290;Totaal;40 jaar;1989;0.02595
2291;Totaal;40 jaar;1990;0.02594
2292;Totaal;40 jaar;1991;0.02598
2293;Totaal;40 jaar;1992;0.02597
2294;Totaal;40 jaar;1993;0.02596
2295;Totaal;40 jaar;1994;0.02596
2296;Totaal;40 jaar;1995;0.02596
2297;Totaal;40 jaar;1996;0.02597
2298;Totaal;40 jaar;1997;0.02597
2299;Totaal;40 jaar;1998;0.02596
2300;Totaal;40 jaar;1999;0.02596
2301;Totaal;40 jaar;2000;0.02596
2302;Totaal;40 jaar;2001;0.02595
2303;Totaal;40 jaar;2002;0.02596
2304;Totaal;40 jaar;2003;0.02595
2305;Totaal;40 jaar;2004;0.02596
2306;Totaal;40 jaar;2005;0.02596
2307;Totaal;40 jaar;2006;0.02596
2308;Totaal;40 jaar;2007;0.02596
2309;Totaal;40 jaar;2008;0.02596
2310;Totaal;40 jaar;2009;0.02596
2311;Totaal;40 jaar;2010;0.02596
2312;Totaal;40 jaar;2011;0.02596
2313;Totaal;40 jaar;2012;0.02596
2314;Totaal;40 jaar;2013;0.02596
2315;Totaal;40 jaar;2014;0.02596
2316;Totaal;40 jaar;2015;0.02596
2317;Totaal;40 jaar;2016;0.02596
2318;Totaal;40 jaar;2017;0.02596
