ID;KenmerkenBaan;BedrijfstakkenBranchesSBI93;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
367;804;100070;2009;5.6;0.7;0.9;1.2;1.5;1.8;2.4;4.2;0.6;0.8;1.0;1.2;1.4;1.9
368;804;101030;2006;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
369;804;101030;2007;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
370;804;101030;2008;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
371;804;101030;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
372;804;101760;2006;24.5;1.3;2.1;3.1;4.2;5.2;7.1;18.4;1.0;1.7;2.5;3.2;4.0;5.5
373;804;101760;2007;25.7;1.7;2.7;3.8;4.8;6.0;8.0;19.5;1.3;2.1;3.0;3.7;4.6;6.2
374;804;101760;2008;28.5;1.8;2.9;4.2;5.2;6.3;8.4;21.8;1.4;2.3;3.3;4.1;4.9;6.5
375;804;101760;2009;26.2;1.7;3.0;4.3;5.2;6.3;8.4;19.9;1.3;2.3;3.3;4.1;4.9;6.5
376;804;112710;2006;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
377;804;112710;2007;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
378;804;112710;2008;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
379;804;112710;2009;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
380;804;113110;2006;11.0;0.3;0.4;0.4;0.5;0.6;0.8;8.5;0.2;0.3;0.3;0.4;0.5;0.6
381;804;113110;2007;10.6;0.4;0.4;0.5;0.6;0.7;1.0;8.2;0.3;0.3;0.4;0.5;0.5;0.7
382;804;113110;2008;11.5;0.3;0.4;0.5;0.6;0.7;0.9;8.6;0.2;0.3;0.4;0.4;0.5;0.7
383;804;113110;2009;10.3;0.3;0.4;0.5;0.5;0.6;0.9;7.8;0.2;0.3;0.4;0.4;0.5;0.7
384;804;114110;2006;48.1;6.2;8.3;10.9;13.9;16.8;22.9;35.5;5.0;6.6;8.6;10.8;13.0;17.4
385;804;114110;2007;51.9;6.9;9.4;12.4;15.8;19.3;25.9;38.9;5.6;7.6;9.9;12.4;15.0;19.9
386;804;114110;2008;55.3;6.8;9.6;12.9;16.4;19.8;26.8;41.9;5.7;7.8;10.4;13.0;15.6;20.7
387;804;114110;2009;55.5;6.6;9.1;12.3;15.7;19.0;25.8;41.6;5.5;7.5;9.9;12.5;14.9;19.9
388;804;122690;2006;14.3;1.8;2.4;3.2;4.1;5.2;7.2;10.5;1.4;2.0;2.6;3.3;4.0;5.5
389;804;122690;2007;14.9;2.0;2.9;3.9;5.0;6.1;8.4;11.3;1.7;2.3;3.1;3.9;4.8;6.5
390;804;122690;2008;15.4;1.9;2.8;3.9;5.1;6.2;8.9;11.5;1.6;2.3;3.1;4.0;4.8;6.8
391;804;122690;2009;15.3;1.7;2.6;3.6;4.7;5.7;8.2;11.1;1.4;2.1;2.9;3.6;4.5;6.2
392;804;123270;2006;19.5;0.8;1.0;1.2;1.6;2.1;3.1;14.1;0.6;0.8;1.0;1.2;1.6;2.3
393;804;123270;2007;20.1;0.8;1.0;1.3;1.7;2.2;3.4;14.6;0.6;0.8;1.0;1.3;1.7;2.5
394;804;123270;2008;19.2;0.7;0.9;1.2;1.7;2.3;3.5;15.0;0.5;0.7;0.9;1.3;1.7;2.6
395;804;123270;2009;17.9;0.7;0.9;1.3;1.8;2.4;3.6;13.7;0.5;0.7;1.0;1.4;1.8;2.6
396;804;124750;2006;11.5;0.2;0.3;0.3;0.4;0.5;0.7;8.6;0.2;0.2;0.3;0.3;0.4;0.6
397;804;124750;2007;12.0;0.3;0.3;0.4;0.5;0.6;0.9;9.1;0.2;0.3;0.3;0.4;0.5;0.7
398;804;124750;2008;11.4;0.2;0.3;0.3;0.4;0.5;0.9;8.6;0.2;0.2;0.3;0.3;0.4;0.7
399;804;124750;2009;12.1;0.2;0.3;0.3;0.4;0.6;0.9;9.2;0.2;0.2;0.3;0.3;0.4;0.7
400;804;125910;2006;73.7;6.5;9.1;12.5;17.5;21.4;28.5;54.0;5.1;7.0;9.5;13.2;16.0;21.1
401;804;125910;2007;81.8;8.3;11.5;15.3;21.0;25.4;33.0;60.5;6.5;8.9;11.7;15.9;19.1;24.7
402;804;125910;2008;88.4;8.1;11.5;15.3;19.9;25.3;34.2;65.6;6.4;8.9;11.8;15.2;19.1;25.6
403;804;125910;2009;81.4;8.6;11.7;15.4;19.0;23.3;32.5;60.4;6.7;9.1;11.8;14.5;17.7;24.4
404;804;129670;2006;25.2;0.4;0.4;0.4;0.5;0.6;0.8;19.4;0.3;0.3;0.3;0.4;0.5;0.6
405;804;129670;2007;26.3;0.3;0.4;0.4;0.4;0.5;0.7;20.2;0.3;0.3;0.3;0.3;0.4;0.5
406;804;129670;2008;27.6;0.3;0.3;0.3;0.4;0.4;0.7;21.3;0.2;0.2;0.3;0.3;0.3;0.5
407;804;129670;2009;29.1;0.3;0.4;0.4;0.4;0.5;0.8;22.4;0.3;0.3;0.3;0.4;0.4;0.6
408;804;130250;2006;49.2;0.5;0.6;0.7;0.8;1.1;1.8;37.5;0.4;0.4;0.5;0.6;0.8;1.3
409;804;130250;2007;54.1;0.6;0.7;0.8;0.9;1.2;1.9;41.4;0.5;0.5;0.6;0.7;0.9;1.4
410;804;130250;2008;59.0;0.6;0.7;0.8;1.0;1.2;2.0;45.8;0.5;0.5;0.6;0.8;1.0;1.5
411;804;130250;2009;63.0;0.7;0.8;0.9;1.1;1.3;2.1;48.6;0.5;0.6;0.7;0.8;1.0;1.6
412;804;131410;2006;114.7;3.6;4.7;6.2;8.3;10.9;17.2;91.1;2.9;3.8;5.1;6.8;9.0;14.2
413;804;131410;2007;123.5;5.0;6.2;7.8;10.0;12.8;19.6;98.6;4.1;5.1;6.4;8.3;10.6;16.2
414;804;131410;2008;130.1;5.3;6.5;8.1;10.5;13.3;20.6;104.4;4.3;5.3;6.7;8.7;11.0;17.0
415;804;131410;2009;136.6;6.6;7.8;9.4;11.5;14.3;21.7;108.9;5.4;6.4;7.7;9.5;11.7;17.8
416;804;134150;2006;18.1;1.6;2.1;2.8;3.5;4.1;5.3;14.0;1.3;1.8;2.3;2.9;3.4;4.3
417;804;134150;2007;19.3;2.0;2.6;3.4;4.2;4.9;6.1;15.2;1.7;2.2;2.8;3.4;4.0;5.0
418;804;134150;2008;20.1;2.0;2.7;3.4;4.2;5.0;6.4;15.9;1.7;2.3;2.9;3.5;4.1;5.2
419;804;134150;2009;20.8;1.8;2.5;3.3;4.1;4.9;6.3;16.3;1.6;2.1;2.8;3.4;4.0;5.1
420;805;100010;2006;765.8;40.4;54.0;70.5;90.4;110.9;154.9;680.1;37.2;49.5;64.4;82.1;100.4;139.4
421;805;100010;2007;798.1;47.7;62.3;80.7;101.8;123.8;169.9;712.9;44.1;57.4;74.0;92.9;112.5;153.5
422;805;100010;2008;842.3;49.6;65.3;84.8;106.3;129.4;177.9;758.9;46.5;60.8;78.5;97.9;118.7;162.1
423;805;100010;2009;851.6;53.2;69.4;88.9;109.1;131.3;179.7;763.2;49.7;64.3;82.0;100.1;120.0;163.1
424;805;100070;2006;7.8;0.7;0.9;1.2;1.5;1.8;2.4;6.8;0.6;0.9;1.1;1.3;1.6;2.2
425;805;100070;2007;7.9;0.8;1.1;1.4;1.7;2.1;2.8;7.0;0.8;1.0;1.3;1.6;1.9;2.5
426;805;100070;2008;8.0;0.8;1.1;1.4;1.7;2.0;2.8;7.2;0.8;1.0;1.3;1.6;1.9;2.5
427;805;100070;2009;8.5;0.8;1.2;1.5;1.8;2.2;3.0;7.5;0.8;1.1;1.4;1.7;2.0;2.7
428;805;101030;2006;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
429;805;101030;2007;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
430;805;101030;2008;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
431;805;101030;2009;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
432;805;101760;2006;81.7;4.3;6.6;9.2;11.4;13.5;18.1;72.9;3.9;6.0;8.3;10.3;12.2;16.2
433;805;101760;2007;82.2;4.9;7.1;10.0;12.1;14.5;18.9;73.8;4.5;6.5;9.0;10.9;13.0;17.0
434;805;101760;2008;89.7;5.3;7.7;10.9;13.3;15.8;20.5;81.1;4.8;7.1;9.9;12.0;14.3;18.6
435;805;101760;2009;83.2;6.0;9.3;12.7;15.0;17.5;21.9;74.4;5.5;8.5;11.5;13.6;15.9;19.8
436;805;112710;2006;2.4;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
437;805;112710;2007;2.3;0.0;0.0;0.0;0.0;0.0;0.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0
438;805;112710;2008;2.3;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
439;805;112710;2009;2.8;0.0;0.0;0.0;0.0;0.0;0.1;2.3;0.0;0.0;0.0;0.0;0.0;0.0
440;805;113110;2006;23.9;0.6;0.7;0.8;0.9;1.1;1.5;21.1;0.5;0.6;0.7;0.8;1.0;1.3
441;805;113110;2007;24.2;0.7;0.8;0.9;1.1;1.3;1.7;21.3;0.6;0.7;0.8;0.9;1.1;1.5
442;805;113110;2008;24.8;0.6;0.7;0.8;1.0;1.2;1.6;21.4;0.5;0.6;0.7;0.9;1.0;1.4
443;805;113110;2009;27.3;0.6;0.8;0.9;1.0;1.2;1.6;23.9;0.6;0.7;0.8;0.9;1.1;1.4
444;805;114110;2006;92.0;9.2;12.7;17.2;22.1;26.9;37.2;80.0;8.5;11.7;15.7;20.1;24.3;33.2
445;805;114110;2007;95.2;9.7;13.5;18.4;23.8;29.2;40.0;83.5;9.0;12.4;16.9;21.7;26.5;35.9
446;805;114110;2008;100.6;10.1;14.2;19.4;25.1;30.4;41.4;89.3;9.5;13.2;18.0;23.1;27.9;37.5
447;805;114110;2009;101.0;9.6;13.7;19.0;24.4;29.6;40.3;88.6;9.0;12.7;17.5;22.3;26.9;36.3
448;805;122690;2006;20.1;2.2;3.0;3.9;5.1;6.4;9.3;17.4;2.0;2.7;3.6;4.7;5.9;8.3
449;805;122690;2007;20.7;2.5;3.4;4.8;6.2;7.6;10.9;18.1;2.3;3.2;4.4;5.7;6.9;9.8
450;805;122690;2008;21.3;2.5;3.7;5.2;6.6;8.1;11.8;18.8;2.4;3.5;4.8;6.1;7.4;10.6
451;805;122690;2009;22.0;2.5;3.7;5.1;6.5;8.1;11.8;18.9;2.4;3.4;4.7;6.0;7.3;10.5
452;805;123270;2006;34.0;1.1;1.4;1.8;2.4;3.2;4.8;28.9;1.0;1.2;1.6;2.1;2.7;4.1
453;805;123270;2007;35.2;1.1;1.3;1.8;2.5;3.3;5.1;30.1;1.0;1.2;1.6;2.2;2.9;4.4
454;805;123270;2008;38.1;1.0;1.3;1.8;2.6;3.4;5.4;33.1;0.9;1.2;1.6;2.3;3.0;4.7
455;805;123270;2009;37.1;1.0;1.4;1.9;2.8;3.7;5.8;32.2;0.9;1.2;1.7;2.4;3.2;5.0
456;805;124750;2006;38.1;0.6;0.7;0.8;0.9;1.1;1.9;34.7;0.5;0.6;0.7;0.8;1.0;1.8
457;805;124750;2007;36.4;0.8;0.9;1.0;1.1;1.3;2.1;33.1;0.7;0.8;0.9;1.0;1.2;1.9
458;805;124750;2008;32.4;0.7;0.8;0.9;1.1;1.3;2.0;29.3;0.7;0.8;0.9;1.0;1.2;1.8
459;805;124750;2009;34.6;0.5;0.6;0.8;0.9;1.2;2.1;31.2;0.5;0.6;0.7;0.9;1.1;1.9
460;805;125910;2006;134.0;10.0;13.4;17.3;22.9;27.7;36.8;114.8;9.0;12.0;15.4;20.2;24.3;32.1
461;805;125910;2007;145.7;12.4;16.4;21.0;27.2;32.7;42.7;126.1;11.3;14.8;18.8;24.2;29.0;37.6
462;805;125910;2008;156.9;12.6;16.8;21.6;27.1;33.3;44.5;136.8;11.6;15.3;19.5;24.3;29.7;39.4
463;805;125910;2009;152.8;13.5;17.5;22.0;26.7;32.2;43.4;133.1;12.4;15.9;19.9;24.0;28.7;38.4
464;805;129670;2006;48.4;2.6;2.8;3.0;3.2;3.5;4.1;43.2;2.5;2.7;2.9;3.0;3.3;3.8
465;805;129670;2007;50.1;2.8;3.0;3.1;3.3;3.6;4.1;44.7;2.7;2.8;3.0;3.2;3.4;3.9
466;805;129670;2008;53.2;2.5;2.6;2.8;2.9;3.2;3.8;47.7;2.4;2.5;2.7;2.8;3.1;3.6
467;805;129670;2009;58.4;3.5;3.7;3.9;4.0;4.3;4.9;52.3;3.4;3.6;3.8;3.9;4.2;4.7
468;805;130250;2006;62.9;0.6;0.7;0.8;1.0;1.6;3.3;56.3;0.5;0.6;0.7;0.9;1.4;2.9
469;805;130250;2007;69.0;0.8;0.9;1.0;1.2;1.7;3.1;62.0;0.8;0.8;0.9;1.1;1.5;2.8
470;805;130250;2008;74.8;1.1;1.3;1.4;1.6;2.1;3.4;68.6;1.1;1.2;1.3;1.5;1.9;3.2
471;805;130250;2009;77.9;1.4;1.5;1.7;1.9;2.3;3.5;71.0;1.3;1.4;1.6;1.8;2.1;3.3
472;805;131410;2006;183.2;5.8;7.3;9.4;12.2;15.9;24.9;168.4;5.4;6.8;8.8;11.5;15.0;23.5
473;805;131410;2007;192.6;8.0;9.4;11.4;14.1;17.7;27.1;177.8;7.5;8.8;10.7;13.3;16.7;25.6
474;805;131410;2008;201.3;9.0;10.4;12.5;15.5;19.2;29.0;188.0;8.6;9.9;11.9;14.8;18.4;27.8
475;805;131410;2009;205.9;10.3;11.7;13.6;16.5;20.1;30.0;191.3;9.7;11.0;12.9;15.6;19.1;28.5
476;805;134150;2006;36.8;2.7;3.8;5.1;6.6;8.1;10.6;33.1;2.6;3.6;4.9;6.3;7.6;10.0
477;805;134150;2007;36.2;3.2;4.4;5.9;7.4;8.7;11.2;32.9;3.0;4.2;5.6;7.0;8.3;10.6
478;805;134150;2008;38.2;3.4;4.6;6.1;7.8;9.2;11.6;35.3;3.2;4.4;5.9;7.5;8.8;11.0
479;805;134150;2009;39.6;3.2;4.4;5.9;7.4;8.8;11.2;36.0;3.1;4.2;5.6;7.0;8.3;10.6
480;Arbeidsduur: meer dan 35 uur per week;100010;2006;3776.4;110.2;142.0;183.4;236.9;304.0;458.1;3761.6;109.4;141.1;182.2;235.4;302.2;455.6
481;Arbeidsduur: meer dan 35 uur per week;100010;2007;3860.4;119.5;153.5;198.5;256.3;326.5;488.1;3849.5;119.1;153.0;197.8;255.3;325.2;486.2
482;Arbeidsduur: meer dan 35 uur per week;100010;2008;3880.4;114.6;150.0;193.5;248.9;314.8;471.9;3869.8;114.4;149.6;192.9;248.1;313.8;470.3
483;Arbeidsduur: meer dan 35 uur per week;100010;2009;3791.2;110.3;145.1;190.0;241.1;305.5;453.1;3776.1;109.6;144.2;188.8;239.6;303.7;450.5
484;Arbeidsduur: meer dan 35 uur per week;100070;2006;57.4;2.7;3.4;4.3;5.3;6.5;9.3;57.2;2.7;3.4;4.2;5.3;6.5;9.3
485;Arbeidsduur: meer dan 35 uur per week;100070;2007;58.3;2.8;3.7;4.7;5.9;7.3;10.6;58.2;2.8;3.7;4.7;5.9;7.3;10.5
486;Arbeidsduur: meer dan 35 uur per week;100070;2008;58.7;2.9;3.8;4.9;6.1;7.6;10.9;58.7;2.9;3.8;4.9;6.1;7.5;10.9
487;Arbeidsduur: meer dan 35 uur per week;100070;2009;59.2;2.8;3.8;5.0;6.3;8.1;11.7;58.7;2.8;3.8;5.0;6.3;8.0;11.6
488;Arbeidsduur: meer dan 35 uur per week;101030;2006;6.5;0.1;0.1;0.1;0.1;0.1;0.2;6.4;0.1;0.1;0.1;0.1;0.1;0.2
489;Arbeidsduur: meer dan 35 uur per week;101030;2007;6.4;0.1;0.1;0.1;0.1;0.1;0.2;6.4;0.1;0.1;0.1;0.1;0.1;0.2
490;Arbeidsduur: meer dan 35 uur per week;101030;2008;6.1;0.1;0.1;0.1;0.1;0.1;0.1;6.1;0.1;0.1;0.1;0.1;0.1;0.1
491;Arbeidsduur: meer dan 35 uur per week;101030;2009;6.6;0.1;0.1;0.1;0.1;0.1;0.1;6.6;0.1;0.1;0.1;0.1;0.1;0.1
492;Arbeidsduur: meer dan 35 uur per week;101760;2006;624.3;14.1;19.9;27.5;38.0;50.1;82.3;622.2;14.0;19.7;27.4;37.8;49.8;82.0
493;Arbeidsduur: meer dan 35 uur per week;101760;2007;624.2;15.0;20.7;29.1;39.1;51.8;84.7;622.8;14.9;20.6;29.1;39.0;51.7;84.5
494;Arbeidsduur: meer dan 35 uur per week;101760;2008;621.4;15.0;21.0;29.3;38.9;50.6;81.5;620.0;15.0;21.0;29.3;38.8;50.5;81.4
495;Arbeidsduur: meer dan 35 uur per week;101760;2009;603.1;14.1;20.4;29.0;38.2;52.8;80.0;601.1;14.0;20.3;28.9;38.1;52.6;79.8
496;Arbeidsduur: meer dan 35 uur per week;112710;2006;19.7;0.1;0.1;0.2;0.2;0.2;0.2;19.6;0.1;0.1;0.2;0.2;0.2;0.2
497;Arbeidsduur: meer dan 35 uur per week;112710;2007;20.9;0.2;0.3;0.3;0.3;0.3;0.4;20.8;0.2;0.3;0.3;0.3;0.3;0.3
498;Arbeidsduur: meer dan 35 uur per week;112710;2008;20.2;0.2;0.3;0.3;0.3;0.3;0.4;20.2;0.2;0.3;0.3;0.3;0.3;0.4
499;Arbeidsduur: meer dan 35 uur per week;112710;2009;21.6;0.3;0.3;0.3;0.3;0.3;0.4;21.6;0.3;0.3;0.3;0.3;0.3;0.4
500;Arbeidsduur: meer dan 35 uur per week;113110;2006;301.9;3.9;4.9;6.0;7.3;9.5;14.8;301.1;3.8;4.9;5.9;7.3;9.5;14.7
501;Arbeidsduur: meer dan 35 uur per week;113110;2007;305.6;4.2;5.2;6.2;7.7;9.9;15.5;305.0;4.2;5.2;6.2;7.6;9.9;15.5
502;Arbeidsduur: meer dan 35 uur per week;113110;2008;306.8;3.8;4.7;5.7;7.0;8.8;13.8;305.7;3.8;4.7;5.7;6.9;8.8;13.7
503;Arbeidsduur: meer dan 35 uur per week;113110;2009;298.1;3.6;4.5;5.4;6.6;8.2;13.2;297.0;3.6;4.5;5.4;6.6;8.2;13.2
504;Arbeidsduur: meer dan 35 uur per week;114110;2006;591.2;20.9;29.5;41.1;55.2;72.4;111.2;589.0;20.8;29.4;40.9;55.0;72.1;110.8
505;Arbeidsduur: meer dan 35 uur per week;114110;2007;602.5;21.0;29.6;41.5;56.4;74.3;114.8;600.9;20.9;29.5;41.3;56.2;74.1;114.4
506;Arbeidsduur: meer dan 35 uur per week;114110;2008;606.8;20.4;29.5;40.9;55.2;71.6;110.3;605.2;20.3;29.5;40.8;55.1;71.4;110.0
507;Arbeidsduur: meer dan 35 uur per week;114110;2009;591.1;17.4;26.2;38.1;51.2;66.5;104.1;588.6;17.3;26.1;37.9;50.9;66.2;103.6
508;Arbeidsduur: meer dan 35 uur per week;122690;2006;77.4;4.4;5.6;7.3;9.9;13.3;21.1;76.9;4.3;5.5;7.2;9.8;13.2;21.0
509;Arbeidsduur: meer dan 35 uur per week;122690;2007;80.3;4.4;5.8;7.9;11.4;15.0;23.3;80.0;4.4;5.8;7.9;11.3;14.9;23.2
510;Arbeidsduur: meer dan 35 uur per week;122690;2008;81.8;4.3;6.0;8.7;12.2;15.7;24.5;81.5;4.3;6.0;8.7;12.2;15.7;24.4
511;Arbeidsduur: meer dan 35 uur per week;122690;2009;78.4;4.2;6.1;9.2;12.3;15.7;24.2;77.5;4.1;6.0;9.0;12.2;15.5;23.9
512;Arbeidsduur: meer dan 35 uur per week;123270;2006;282.8;6.7;8.1;10.2;13.3;18.0;28.2;281.6;6.7;8.1;10.1;13.2;17.8;28.1
513;Arbeidsduur: meer dan 35 uur per week;123270;2007;283.7;6.5;7.8;9.9;13.2;17.7;28.3;282.8;6.4;7.8;9.8;13.2;17.7;28.2
514;Arbeidsduur: meer dan 35 uur per week;123270;2008;279.2;5.2;6.4;8.1;11.2;15.2;25.5;278.3;5.2;6.4;8.1;11.1;15.1;25.4
515;Arbeidsduur: meer dan 35 uur per week;123270;2009;270.1;4.9;6.3;8.2;11.4;15.4;24.8;269.1;4.9;6.2;8.1;11.3;15.3;24.6
516;Arbeidsduur: meer dan 35 uur per week;124750;2006;176.2;3.6;4.1;4.8;5.5;6.6;9.3;175.7;3.6;4.1;4.7;5.5;6.6;9.3
517;Arbeidsduur: meer dan 35 uur per week;124750;2007;177.4;3.7;4.2;4.7;5.5;6.5;9.1;177.0;3.6;4.2;4.7;5.5;6.5;9.1
518;Arbeidsduur: meer dan 35 uur per week;124750;2008;175.0;3.1;3.6;4.1;4.8;5.5;7.9;174.7;3.1;3.6;4.1;4.8;5.5;7.8
519;Arbeidsduur: meer dan 35 uur per week;124750;2009;171.4;2.6;3.0;3.5;4.1;4.9;7.1;171.0;2.6;3.0;3.5;4.1;4.8;7.0
520;Arbeidsduur: meer dan 35 uur per week;125910;2006;729.1;26.9;36.0;47.2;61.1;77.1;110.1;723.4;26.6;35.7;46.8;60.5;76.3;108.9
521;Arbeidsduur: meer dan 35 uur per week;125910;2007;787.5;31.9;42.8;56.1;72.8;90.6;127.8;782.8;31.7;42.5;55.7;72.3;89.9;126.8
522;Arbeidsduur: meer dan 35 uur per week;125910;2008;816.1;30.4;41.8;54.5;70.6;88.7;126.3;811.6;30.3;41.6;54.2;70.1;88.1;125.4
523;Arbeidsduur: meer dan 35 uur per week;125910;2009;771.5;28.9;39.1;51.4;64.7;80.9;114.6;766.5;28.7;38.8;51.0;64.2;80.2;113.6
524;Arbeidsduur: meer dan 35 uur per week;129670;2006;350.1;7.4;8.0;8.7;9.8;12.9;17.5;349.9;7.4;7.9;8.7;9.8;12.9;17.5
525;Arbeidsduur: meer dan 35 uur per week;129670;2007;350.6;7.9;8.3;9.0;10.0;12.7;16.9;350.4;7.9;8.3;9.0;10.0;12.7;16.9
526;Arbeidsduur: meer dan 35 uur per week;129670;2008;345.8;8.4;8.8;9.5;10.5;12.8;16.7;345.6;8.4;8.8;9.5;10.5;12.8;16.7
527;Arbeidsduur: meer dan 35 uur per week;129670;2009;353.5;8.7;9.2;9.8;10.9;12.5;16.7;353.2;8.6;9.2;9.8;10.9;12.5;16.7
528;Arbeidsduur: meer dan 35 uur per week;130250;2006;191.0;4.9;5.3;5.6;6.2;7.7;11.8;190.9;4.9;5.3;5.6;6.2;7.7;11.8
529;Arbeidsduur: meer dan 35 uur per week;130250;2007;188.2;5.4;5.8;6.2;6.8;8.3;12.3;188.0;5.4;5.8;6.2;6.8;8.3;12.3
530;Arbeidsduur: meer dan 35 uur per week;130250;2008;186.6;4.6;4.9;5.3;5.8;7.0;10.9;186.5;4.6;4.9;5.3;5.8;7.0;10.9
531;Arbeidsduur: meer dan 35 uur per week;130250;2009;183.4;4.6;5.0;5.3;5.9;6.9;10.4;183.2;4.6;4.9;5.3;5.9;6.9;10.4
532;Arbeidsduur: meer dan 35 uur per week;131410;2006;247.8;9.1;10.5;12.2;14.6;17.3;24.9;247.4;9.0;10.4;12.2;14.5;17.3;24.8
533;Arbeidsduur: meer dan 35 uur per week;131410;2007;252.6;10.9;12.3;13.9;16.1;18.6;25.8;252.4;10.9;12.3;13.9;16.1;18.5;25.8
534;Arbeidsduur: meer dan 35 uur per week;131410;2008;253.6;10.5;11.9;13.4;15.4;17.6;24.7;253.5;10.5;11.9;13.3;15.4;17.6;24.7
535;Arbeidsduur: meer dan 35 uur per week;131410;2009;259.1;12.3;14.0;15.8;18.0;20.3;27.6;258.6;12.3;13.9;15.7;17.9;20.2;27.5
536;Arbeidsduur: meer dan 35 uur per week;134150;2006;120.9;5.3;6.5;8.3;10.3;12.3;17.2;120.3;5.3;6.5;8.3;10.2;12.2;17.1
537;Arbeidsduur: meer dan 35 uur per week;134150;2007;122.4;5.6;7.1;9.0;11.1;13.3;18.6;122.0;5.6;7.1;9.0;11.1;13.2;18.5
538;Arbeidsduur: meer dan 35 uur per week;134150;2008;122.4;5.8;7.1;8.8;11.0;13.2;18.5;122.1;5.8;7.1;8.8;11.0;13.1;18.4
539;Arbeidsduur: meer dan 35 uur per week;134150;2009;124.1;5.8;7.2;8.9;11.0;13.0;18.1;123.4;5.8;7.1;8.9;10.9;12.9;18.0
540;601;100010;2006;377.7;46.8;65.9;88.6;113.0;137.2;182.5;211.9;20.2;29.9;41.7;54.8;68.1;94.5
541;601;100010;2007;416.9;55.1;78.1;103.6;130.1;156.2;204.7;242.7;26.5;39.0;53.2;68.4;83.6;112.8
542;601;100010;2008;437.2;54.2;78.3;105.4;133.5;161.1;211.9;259.8;27.3;41.1;56.6;73.2;89.8;120.9
543;601;100010;2009;391.7;67.2;90.1;116.2;141.7;165.8;209.1;222.9;29.4;41.9;56.5;71.3;85.6;111.5
544;601;100070;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
545;601;100070;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
546;601;100070;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
547;601;100070;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
548;601;101030;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
549;601;101030;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
550;601;101030;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
551;601;101030;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
552;601;101760;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
553;601;101760;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
554;601;101760;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
555;601;101760;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
556;601;112710;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
557;601;112710;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
