ID;BedrijfstakkenBranchesSBI2008;Bedrijfsomvang;Perioden;Percentage0_1;Percentage05_2;Percentage510_3;Percentage10_4;Percentage0_5;Percentage020_6;Percentage2035_7;Percentage35_8;Ratio0_9;Ratio005_10;Ratio051_11;Ratio1_12;Ratio0_13;Ratio011_14;Ratio1115_15;Ratio15_16
173;13;50 tot 100 werkzame personen;2008;0.0;12.5;25.0;62.5;27.3;27.3;18.2;27.3;9.1;9.1;54.6;27.3;0.0;18.2;36.4;45.5
174;13;100 tot 250 werkzame personen;2006;22.2;11.1;11.1;55.6;0.0;22.2;22.2;55.6;0.0;33.3;22.2;44.4;0.0;22.2;11.1;66.7
175;13;100 tot 250 werkzame personen;2007;33.3;0.0;0.0;66.7;0.0;33.3;16.7;50.0;0.0;16.7;33.3;50.0;0.0;16.7;33.3;50.0
176;13;100 tot 250 werkzame personen;2008;28.6;14.3;0.0;57.1;0.0;14.3;42.9;42.9;14.3;28.6;14.3;42.9;0.0;42.9;0.0;57.1
177;13;250 of meer werkzame personen;2006;12.5;0.0;12.5;75.0;0.0;12.5;12.5;75.0;0.0;75.0;12.5;12.5;0.0;37.5;25.0;37.5
178;13;250 of meer werkzame personen;2007;16.7;0.0;0.0;83.3;0.0;0.0;16.7;83.3;0.0;83.3;0.0;16.7;0.0;33.3;0.0;66.7
179;13;250 of meer werkzame personen;2008;16.7;16.7;16.7;50.0;0.0;0.0;33.3;66.7;0.0;83.3;0.0;16.7;0.0;83.3;0.0;16.7
180;14;1 werkzame persoon;2006;9.1;0.0;9.1;81.8;31.2;18.8;6.2;43.8;0.0;15.4;15.4;69.2;0.0;15.4;7.7;76.9
181;14;1 werkzame persoon;2007;46.2;7.7;15.4;30.8;27.8;11.1;22.2;38.9;6.3;37.5;12.5;43.8;0.0;43.8;0.0;56.3
182;14;1 werkzame persoon;2008;40.0;15.0;0.0;45.0;33.3;6.7;13.3;46.7;11.1;18.5;18.5;51.9;0.0;37.0;3.7;59.3
183;14;2 tot 10 werkzame personen;2006;25.0;2.3;9.1;63.6;43.6;20.5;6.4;29.5;2.6;39.0;16.9;41.6;1.3;41.6;9.1;48.1
184;14;2 tot 10 werkzame personen;2007;20.3;3.4;6.8;69.5;31.4;22.1;12.8;33.7;1.2;37.7;17.7;43.5;0.0;38.8;12.9;48.2
185;14;2 tot 10 werkzame personen;2008;17.4;6.5;2.2;73.9;30.3;19.7;13.6;36.4;0.0;26.2;30.8;43.1;0.0;36.9;12.3;50.8
186;14;10 tot 50 werkzame personen;2006;16.7;5.6;0.0;77.8;14.3;9.5;21.4;54.8;0.0;17.1;29.3;53.7;0.0;17.1;26.8;56.1
187;14;10 tot 50 werkzame personen;2007;20.0;13.3;6.7;60.0;14.3;20.0;17.1;48.6;0.0;11.4;42.9;45.7;0.0;20.0;20.0;60.0
188;14;10 tot 50 werkzame personen;2008;20.0;8.0;4.0;68.0;28.6;8.6;17.1;45.7;2.9;20.0;25.7;51.4;0.0;20.0;28.6;51.4
189;14;50 tot 100 werkzame personen;2006;0.0;;0.0;;0.0;0.0;0.0;;0.0;;;;0.0;;0.0;
190;14;50 tot 100 werkzame personen;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
191;14;50 tot 100 werkzame personen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
192;14;100 tot 250 werkzame personen;2006;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;
193;14;100 tot 250 werkzame personen;2007;0.0;;;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
194;14;100 tot 250 werkzame personen;2008;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;
195;14;250 of meer werkzame personen;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
196;14;250 of meer werkzame personen;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
197;14;250 of meer werkzame personen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
198;15;1 werkzame persoon;2006;0.0;0.0;0.0;100.0;50.0;0.0;0.0;50.0;0.0;75.0;0.0;25.0;0.0;50.0;25.0;25.0
199;15;1 werkzame persoon;2007;40.0;0.0;20.0;40.0;44.4;11.1;0.0;44.4;11.1;33.3;11.1;44.4;0.0;44.4;22.2;33.3
200;15;1 werkzame persoon;2008;44.4;0.0;0.0;55.6;50.0;5.6;5.6;38.9;5.6;38.9;0.0;55.6;0.0;44.4;5.6;50.0
201;15;2 tot 10 werkzame personen;2006;30.0;6.7;6.7;56.7;31.8;20.5;9.1;38.6;6.8;27.3;31.8;34.1;2.3;40.9;6.8;50.0
202;15;2 tot 10 werkzame personen;2007;27.3;6.1;6.1;60.6;19.5;17.1;14.6;48.8;2.4;24.4;34.2;39.0;2.4;31.7;12.2;53.7
203;15;2 tot 10 werkzame personen;2008;46.2;3.9;11.5;38.5;18.8;15.6;21.9;43.8;0.0;18.8;18.8;62.5;0.0;21.9;9.4;68.8
204;15;10 tot 50 werkzame personen;2006;13.3;6.7;0.0;80.0;11.8;29.4;11.8;47.1;5.9;23.5;35.3;35.3;5.9;17.7;5.9;70.6
205;15;10 tot 50 werkzame personen;2007;41.2;5.9;5.9;47.1;5.6;38.9;22.2;33.3;5.6;16.7;16.7;61.1;0.0;11.1;11.1;77.8
206;15;10 tot 50 werkzame personen;2008;35.7;7.1;14.3;42.9;17.6;35.3;5.9;41.2;5.9;35.3;5.9;52.9;5.9;17.7;11.8;64.7
207;15;50 tot 100 werkzame personen;2006;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
208;15;50 tot 100 werkzame personen;2007;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;
209;15;50 tot 100 werkzame personen;2008;25.0;0.0;0.0;75.0;0.0;25.0;0.0;75.0;0.0;0.0;75.0;25.0;0.0;0.0;25.0;75.0
210;15;100 tot 250 werkzame personen;2006;0.0;0.0;;;0.0;0.0;;;0.0;;;0.0;0.0;;0.0;
211;15;100 tot 250 werkzame personen;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
212;15;100 tot 250 werkzame personen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
213;15;250 of meer werkzame personen;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
214;15;250 of meer werkzame personen;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
215;15;250 of meer werkzame personen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
216;16;1 werkzame persoon;2006;21.1;0.0;0.0;79.0;34.5;20.7;6.9;37.9;3.5;48.3;20.7;27.6;3.5;65.5;0.0;31.0
217;16;1 werkzame persoon;2007;19.1;9.5;9.5;61.9;27.6;10.3;6.9;55.2;3.6;21.4;3.6;71.4;3.6;28.6;14.3;53.6
218;16;1 werkzame persoon;2008;26.7;4.4;8.9;60.0;27.4;17.7;6.5;48.4;1.6;29.5;18.0;50.8;0.0;42.6;8.2;49.2
219;16;2 tot 10 werkzame personen;2006;17.3;7.1;10.1;65.5;22.9;18.8;16.5;41.7;0.5;22.2;25.5;51.9;0.0;32.9;13.4;53.7
220;16;2 tot 10 werkzame personen;2007;17.1;4.3;4.8;73.8;23.7;18.4;15.9;42.0;0.4;22.8;26.4;50.4;0.0;35.4;16.7;48.0
221;16;2 tot 10 werkzame personen;2008;15.4;5.3;3.0;76.3;15.1;20.6;18.1;46.2;0.0;23.6;29.2;47.2;0.0;32.7;16.1;51.3
222;16;10 tot 50 werkzame personen;2006;15.3;5.3;6.9;72.5;18.6;24.2;22.4;34.8;0.6;21.1;32.3;46.0;0.0;26.7;16.8;56.5
223;16;10 tot 50 werkzame personen;2007;9.7;0.8;5.2;84.3;13.5;25.8;19.4;41.3;0.0;16.1;37.4;46.5;0.0;20.7;21.9;57.4
224;16;10 tot 50 werkzame personen;2008;11.9;7.4;4.4;76.3;16.1;19.3;14.3;50.3;0.0;19.9;29.8;50.3;0.0;23.0;17.4;59.6
225;16;50 tot 100 werkzame personen;2006;6.3;0.0;12.5;81.3;11.1;33.3;16.7;38.9;0.0;0.0;61.1;38.9;0.0;16.7;22.2;61.1
226;16;50 tot 100 werkzame personen;2007;9.1;0.0;0.0;90.9;15.4;7.7;30.8;46.2;0.0;7.7;38.5;53.9;0.0;7.7;23.1;69.2
227;16;50 tot 100 werkzame personen;2008;13.3;6.7;0.0;80.0;0.0;26.7;33.3;40.0;0.0;13.3;26.7;60.0;0.0;13.3;20.0;66.7
228;16;100 tot 250 werkzame personen;2006;37.5;0.0;0.0;62.5;0.0;25.0;37.5;37.5;0.0;0.0;37.5;62.5;0.0;0.0;50.0;50.0
229;16;100 tot 250 werkzame personen;2007;11.1;0.0;0.0;88.9;10.0;30.0;30.0;30.0;10.0;0.0;30.0;60.0;0.0;10.0;20.0;70.0
230;16;100 tot 250 werkzame personen;2008;0.0;0.0;0.0;100.0;0.0;20.0;20.0;60.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0
231;16;250 of meer werkzame personen;2006;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;0.0;0.0;;0.0;
232;16;250 of meer werkzame personen;2007;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;0.0;
233;16;250 of meer werkzame personen;2008;0.0;0.0;0.0;;0.0;;0.0;;;;0.0;0.0;0.0;;0.0;
234;17;1 werkzame persoon;2006;0.0;0.0;0.0;100.0;20.0;40.0;0.0;40.0;0.0;20.0;20.0;60.0;0.0;40.0;0.0;60.0
235;17;1 werkzame persoon;2007;40.0;0.0;20.0;40.0;50.0;20.0;0.0;30.0;10.0;20.0;30.0;40.0;10.0;50.0;0.0;40.0
236;17;1 werkzame persoon;2008;33.3;0.0;0.0;66.7;43.8;6.2;25.0;25.0;0.0;26.7;33.3;40.0;0.0;53.3;0.0;46.7
237;17;2 tot 10 werkzame personen;2006;20.0;0.0;2.0;78.0;19.4;29.0;8.1;43.5;0.0;20.6;19.1;60.3;0.0;31.8;12.7;55.6
238;17;2 tot 10 werkzame personen;2007;11.6;11.6;2.3;74.4;25.9;19.0;12.1;43.1;1.7;19.0;22.4;56.9;0.0;36.2;8.6;55.2
239;17;2 tot 10 werkzame personen;2008;18.2;9.1;3.0;69.7;10.8;27.0;8.1;54.1;5.3;7.9;29.0;57.9;2.6;29.0;7.9;60.5
240;17;10 tot 50 werkzame personen;2006;11.1;5.6;2.8;80.6;28.0;20.0;14.0;38.0;2.0;24.0;38.0;36.0;0.0;40.0;26.0;34.0
241;17;10 tot 50 werkzame personen;2007;10.5;13.2;0.0;76.3;17.4;26.1;8.7;47.8;0.0;17.4;43.5;39.1;0.0;32.6;26.1;41.3
242;17;10 tot 50 werkzame personen;2008;22.2;5.6;5.6;66.7;29.4;17.6;11.8;41.2;0.0;23.5;43.1;33.3;0.0;31.4;25.5;43.1
243;17;50 tot 100 werkzame personen;2006;16.7;16.7;25.0;41.7;33.3;5.6;16.7;44.4;5.6;16.7;33.3;44.4;5.6;16.7;22.2;55.6
244;17;50 tot 100 werkzame personen;2007;12.5;6.3;6.3;75.0;15.8;21.1;21.1;42.1;0.0;10.5;36.8;52.6;0.0;26.3;21.1;52.6
245;17;50 tot 100 werkzame personen;2008;35.7;7.1;0.0;57.1;12.5;6.2;25.0;56.2;0.0;12.5;18.8;68.8;0.0;25.0;12.5;62.5
246;17;100 tot 250 werkzame personen;2006;30.8;23.1;0.0;46.2;7.1;21.4;0.0;71.4;7.7;23.1;38.5;30.8;0.0;38.5;30.8;30.8
247;17;100 tot 250 werkzame personen;2007;7.7;15.4;15.4;61.5;7.1;14.3;14.3;64.3;0.0;15.4;61.5;23.1;0.0;23.1;23.1;53.9
248;17;100 tot 250 werkzame personen;2008;0.0;0.0;10.0;90.0;16.7;16.7;0.0;66.7;9.1;9.1;54.6;27.3;0.0;27.3;18.2;54.6
249;17;250 of meer werkzame personen;2006;21.4;21.4;14.3;42.9;17.6;5.9;41.2;35.3;5.9;64.7;11.8;17.7;0.0;64.7;11.8;23.5
250;17;250 of meer werkzame personen;2007;14.3;14.3;14.3;57.1;6.7;13.3;26.7;53.3;0.0;60.0;6.7;33.3;0.0;46.7;13.3;40.0
251;17;250 of meer werkzame personen;2008;36.4;9.1;18.2;36.4;0.0;9.1;36.4;54.5;0.0;54.6;18.2;27.3;0.0;54.6;0.0;45.5
252;18;1 werkzame persoon;2006;34.9;9.3;14.0;41.9;25.9;13.8;19.0;41.4;0.0;25.0;19.6;55.4;0.0;42.9;12.5;44.6
253;18;1 werkzame persoon;2007;23.5;3.9;7.8;64.7;29.2;15.3;13.9;41.7;1.4;15.7;21.4;61.4;1.4;34.3;18.6;45.7
254;18;1 werkzame persoon;2008;36.4;6.8;8.0;48.9;28.5;12.2;12.2;47.2;0.8;22.3;9.9;66.9;0.8;28.9;16.5;53.7
255;18;2 tot 10 werkzame personen;2006;26.4;7.4;10.9;55.3;32.5;20.0;12.3;35.1;1.6;19.1;24.7;54.6;0.7;40.6;16.2;42.6
256;18;2 tot 10 werkzame personen;2007;24.6;5.6;7.0;62.8;28.6;22.4;12.9;36.0;0.7;21.5;24.5;53.3;0.7;45.3;13.4;40.6
257;18;2 tot 10 werkzame personen;2008;28.3;4.1;6.5;61.0;26.7;23.2;14.8;35.3;0.8;19.4;24.7;55.1;0.8;41.7;15.8;41.7
258;18;10 tot 50 werkzame personen;2006;19.9;3.1;6.5;70.5;25.4;26.0;16.6;32.0;0.3;11.4;33.7;54.6;0.3;39.4;19.1;41.1
259;18;10 tot 50 werkzame personen;2007;19.0;4.1;6.6;70.3;21.6;29.2;18.1;31.1;0.5;13.0;36.3;50.1;0.5;40.4;24.9;34.2
260;18;10 tot 50 werkzame personen;2008;20.5;6.0;7.1;66.4;21.9;25.9;19.0;33.2;0.6;12.0;34.5;52.9;0.6;40.6;19.3;39.5
261;18;50 tot 100 werkzame personen;2006;11.8;5.9;0.0;82.4;34.6;30.8;19.2;15.4;0.0;15.4;38.5;46.2;0.0;50.0;23.1;26.9
262;18;50 tot 100 werkzame personen;2007;13.6;9.1;0.0;77.3;29.0;19.4;16.1;35.5;0.0;9.7;41.9;48.4;0.0;45.2;35.5;19.4
263;18;50 tot 100 werkzame personen;2008;17.9;3.6;0.0;78.6;28.2;15.4;15.4;41.0;0.0;10.3;41.0;48.7;0.0;43.6;25.6;30.8
264;18;100 tot 250 werkzame personen;2006;0.0;14.3;14.3;71.4;30.0;10.0;30.0;30.0;0.0;40.0;50.0;10.0;0.0;90.0;0.0;10.0
265;18;100 tot 250 werkzame personen;2007;0.0;0.0;25.0;75.0;55.6;0.0;22.2;22.2;0.0;22.2;66.7;11.1;0.0;55.6;22.2;22.2
266;18;100 tot 250 werkzame personen;2008;12.5;0.0;37.5;50.0;0.0;50.0;25.0;25.0;0.0;25.0;37.5;37.5;0.0;37.5;50.0;12.5
267;18;250 of meer werkzame personen;2006;16.7;0.0;33.3;50.0;0.0;50.0;0.0;50.0;16.7;66.7;16.7;0.0;0.0;100.0;0.0;0.0
268;18;250 of meer werkzame personen;2007;0.0;14.3;14.3;71.4;0.0;28.6;0.0;71.4;14.3;71.4;14.3;0.0;0.0;100.0;0.0;0.0
269;18;250 of meer werkzame personen;2008;0.0;16.7;16.7;66.7;0.0;16.7;0.0;83.3;0.0;66.7;16.7;16.7;0.0;83.3;16.7;0.0
270;19;1 werkzame persoon;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
271;19;1 werkzame persoon;2007;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0
272;19;1 werkzame persoon;2008;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0
273;19;2 tot 10 werkzame personen;2006;;0.0;0.0;;;0.0;0.0;;0.0;;0.0;;0.0;;0.0;
274;19;2 tot 10 werkzame personen;2007;0.0;0.0;0.0;100.0;75.0;0.0;0.0;25.0;0.0;50.0;0.0;50.0;0.0;50.0;0.0;50.0
275;19;2 tot 10 werkzame personen;2008;0.0;20.0;20.0;60.0;0.0;20.0;0.0;80.0;0.0;20.0;40.0;40.0;0.0;40.0;20.0;40.0
276;19;10 tot 50 werkzame personen;2006;;0.0;0.0;;;;;0.0;0.0;0.0;;;0.0;;0.0;
277;19;10 tot 50 werkzame personen;2007;0.0;;0.0;;0.0;0.0;;;0.0;;;;0.0;;0.0;
278;19;10 tot 50 werkzame personen;2008;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;
279;19;50 tot 100 werkzame personen;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
280;19;50 tot 100 werkzame personen;2007;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
281;19;50 tot 100 werkzame personen;2008;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;;
282;19;100 tot 250 werkzame personen;2006;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0
283;19;100 tot 250 werkzame personen;2007;0.0;;0.0;;;;;0.0;0.0;;;0.0;0.0;;;0.0
284;19;100 tot 250 werkzame personen;2008;;0.0;0.0;;0.0;;;0.0;0.0;;;0.0;0.0;;0.0;0.0
285;19;250 of meer werkzame personen;2006;0.0;0.0;0.0;;0.0;0.0;;;0.0;;;;0.0;;;
286;19;250 of meer werkzame personen;2007;;0.0;;;0.0;0.0;;;0.0;;;;0.0;;0.0;
287;19;250 of meer werkzame personen;2008;0.0;0.0;;;0.0;;;0.0;0.0;;;0.0;0.0;;;0.0
288;20;1 werkzame persoon;2006;0.0;22.2;22.2;55.6;43.8;18.8;18.8;18.8;0.0;46.7;20.0;33.3;0.0;66.7;0.0;33.3
289;20;1 werkzame persoon;2007;33.3;11.1;0.0;55.6;33.3;11.1;14.8;40.7;0.0;33.3;18.5;48.2;0.0;40.7;11.1;48.2
290;20;1 werkzame persoon;2008;34.5;0.0;3.5;62.1;31.0;14.3;7.1;47.6;2.4;34.2;19.5;43.9;0.0;51.2;9.8;39.0
291;20;2 tot 10 werkzame personen;2006;19.1;4.5;7.9;68.5;28.2;19.4;11.3;41.1;0.8;26.8;26.8;45.5;0.8;39.0;14.6;45.5
292;20;2 tot 10 werkzame personen;2007;14.1;6.5;3.3;76.1;24.6;23.8;13.9;37.7;3.3;21.3;32.8;42.6;2.5;37.7;13.9;45.9
293;20;2 tot 10 werkzame personen;2008;11.5;2.3;9.2;77.0;20.2;17.4;13.8;48.6;0.0;22.2;35.2;42.6;0.0;35.2;12.0;52.8
294;20;10 tot 50 werkzame personen;2006;9.5;8.1;2.7;79.7;17.8;17.8;15.6;48.9;1.1;21.1;27.8;50.0;0.0;26.7;11.1;62.2
295;20;10 tot 50 werkzame personen;2007;9.9;5.6;5.6;78.9;25.3;13.7;17.9;43.2;1.1;20.0;34.7;44.2;0.0;30.5;13.7;55.8
296;20;10 tot 50 werkzame personen;2008;22.7;4.6;7.6;65.2;25.0;17.0;11.4;46.6;1.1;25.0;34.1;39.8;1.1;29.6;19.3;50.0
297;20;50 tot 100 werkzame personen;2006;4.0;16.0;12.0;68.0;10.7;21.4;21.4;46.4;0.0;39.3;32.1;28.6;0.0;32.1;28.6;39.3
298;20;50 tot 100 werkzame personen;2007;0.0;11.1;5.6;83.3;10.0;15.0;10.0;65.0;0.0;45.0;5.0;50.0;0.0;35.0;5.0;60.0
299;20;50 tot 100 werkzame personen;2008;14.3;4.8;9.5;71.4;12.5;12.5;29.2;45.8;4.2;33.3;29.2;33.3;0.0;41.7;8.3;50.0
300;20;100 tot 250 werkzame personen;2006;9.1;9.1;27.3;54.6;0.0;9.1;4.5;86.4;0.0;45.5;22.7;31.8;0.0;27.3;27.3;45.5
301;20;100 tot 250 werkzame personen;2007;5.0;20.0;25.0;50.0;0.0;15.0;10.0;75.0;0.0;25.0;20.0;55.0;0.0;30.0;5.0;65.0
302;20;100 tot 250 werkzame personen;2008;31.6;5.3;21.1;42.1;13.6;9.1;13.6;63.6;4.6;22.7;13.6;59.1;0.0;31.8;9.1;59.1
303;20;250 of meer werkzame personen;2006;22.6;9.7;6.5;61.3;3.1;18.8;21.9;56.2;0.0;34.4;21.9;43.8;0.0;53.1;9.4;37.5
304;20;250 of meer werkzame personen;2007;22.2;11.1;11.1;55.6;3.6;14.3;17.9;64.3;0.0;50.0;14.3;35.7;0.0;53.6;3.6;42.9
305;20;250 of meer werkzame personen;2008;26.7;3.3;13.3;56.7;0.0;23.3;16.7;60.0;0.0;43.3;20.0;36.7;0.0;56.7;3.3;40.0
306;21;1 werkzame persoon;2006;50.0;0.0;0.0;50.0;66.7;0.0;0.0;33.3;0.0;50.0;16.7;33.3;0.0;66.7;0.0;33.3
307;21;1 werkzame persoon;2007;33.3;0.0;0.0;66.7;50.0;16.7;0.0;33.3;0.0;40.0;20.0;40.0;0.0;60.0;0.0;40.0
308;21;1 werkzame persoon;2008;33.3;0.0;0.0;66.7;40.0;20.0;6.7;33.3;0.0;23.1;30.8;46.2;0.0;46.2;0.0;53.9
309;21;2 tot 10 werkzame personen;2006;37.5;18.8;0.0;43.8;42.9;21.4;7.1;28.6;7.4;44.4;14.8;33.3;7.4;55.6;3.7;33.3
310;21;2 tot 10 werkzame personen;2007;25.0;0.0;12.5;62.5;38.5;11.5;11.5;38.5;0.0;45.8;12.5;41.7;0.0;54.2;0.0;45.8
311;21;2 tot 10 werkzame personen;2008;27.8;5.6;11.1;55.6;30.8;7.7;15.4;46.2;7.7;26.9;23.1;42.3;3.9;38.5;7.7;50.0
312;21;10 tot 50 werkzame personen;2006;7.1;7.1;21.4;64.3;17.6;23.5;23.5;35.3;5.9;35.3;29.4;29.4;5.9;35.3;29.4;29.4
313;21;10 tot 50 werkzame personen;2007;16.7;16.7;5.6;61.1;18.2;31.8;13.6;36.4;4.6;27.3;54.6;13.6;4.6;40.9;22.7;31.8
314;21;10 tot 50 werkzame personen;2008;15.4;15.4;0.0;69.2;31.6;10.5;15.8;42.1;0.0;42.1;36.8;21.1;0.0;47.4;21.1;31.6
315;21;50 tot 100 werkzame personen;2006;0.0;0.0;0.0;100.0;0.0;0.0;25.0;75.0;0.0;0.0;25.0;75.0;0.0;0.0;0.0;100.0
316;21;50 tot 100 werkzame personen;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
317;21;50 tot 100 werkzame personen;2008;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;;;0.0;;;
318;21;100 tot 250 werkzame personen;2006;20.0;0.0;20.0;60.0;0.0;40.0;0.0;60.0;0.0;40.0;40.0;20.0;0.0;20.0;40.0;40.0
319;21;100 tot 250 werkzame personen;2007;20.0;0.0;0.0;80.0;0.0;0.0;60.0;40.0;0.0;60.0;40.0;0.0;0.0;40.0;60.0;0.0
320;21;100 tot 250 werkzame personen;2008;0.0;0.0;0.0;100.0;0.0;0.0;50.0;50.0;0.0;66.7;33.3;0.0;0.0;16.7;66.7;16.7
321;21;250 of meer werkzame personen;2006;0.0;0.0;20.0;80.0;0.0;0.0;0.0;100.0;0.0;40.0;20.0;40.0;0.0;40.0;40.0;20.0
322;21;250 of meer werkzame personen;2007;14.3;0.0;28.6;57.1;0.0;28.6;0.0;71.4;0.0;42.9;28.6;28.6;0.0;42.9;14.3;42.9
323;21;250 of meer werkzame personen;2008;14.3;14.3;0.0;71.4;0.0;0.0;42.9;57.1;0.0;42.9;14.3;42.9;0.0;14.3;28.6;57.1
324;22;1 werkzame persoon;2006;20.0;0.0;0.0;80.0;50.0;6.7;13.3;30.0;3.3;46.7;26.7;23.3;3.3;56.7;16.7;23.3
325;22;1 werkzame persoon;2007;30.4;8.7;4.4;56.5;32.4;14.7;5.9;47.1;9.1;30.3;18.2;42.4;9.1;36.4;6.1;48.5
326;22;1 werkzame persoon;2008;22.5;5.0;7.5;65.0;28.6;7.1;12.5;51.8;3.8;20.8;18.9;56.6;3.8;30.2;18.9;47.2
327;22;2 tot 10 werkzame personen;2006;16.8;7.7;8.4;67.1;27.4;17.3;11.7;43.7;0.5;26.2;24.6;48.7;0.5;37.4;16.4;45.6
328;22;2 tot 10 werkzame personen;2007;16.0;4.7;4.7;74.6;23.9;18.0;12.6;45.5;1.4;25.8;27.2;45.7;0.5;40.3;15.4;43.9
329;22;2 tot 10 werkzame personen;2008;17.2;4.6;7.3;70.9;22.6;18.5;16.9;42.1;1.0;21.5;32.8;44.6;0.0;40.0;14.9;45.1
330;22;10 tot 50 werkzame personen;2006;10.0;2.9;5.7;81.4;24.3;20.0;14.6;41.1;2.2;16.3;34.8;46.7;0.5;30.4;15.2;53.8
331;22;10 tot 50 werkzame personen;2007;11.9;1.9;4.4;81.9;14.9;23.4;19.7;42.0;0.5;18.1;31.9;49.5;0.0;29.8;18.6;51.6
332;22;10 tot 50 werkzame personen;2008;16.7;2.0;10.7;70.7;19.8;23.5;18.2;38.5;0.5;23.2;31.4;44.9;0.0;30.8;17.3;51.9
333;22;50 tot 100 werkzame personen;2006;16.7;8.3;4.2;70.8;17.2;13.8;17.2;51.7;0.0;24.1;24.1;51.7;0.0;24.1;13.8;62.1
334;22;50 tot 100 werkzame personen;2007;14.3;7.1;7.1;71.4;17.6;17.6;20.6;44.1;2.9;29.4;35.3;32.4;0.0;26.5;26.5;47.1
335;22;50 tot 100 werkzame personen;2008;29.2;8.3;8.3;54.2;11.1;22.2;22.2;44.4;0.0;22.2;25.9;51.9;0.0;22.2;18.5;59.3
336;22;100 tot 250 werkzame personen;2006;37.5;8.3;12.5;41.7;17.2;20.7;34.5;27.6;3.5;37.9;27.6;31.0;0.0;37.9;31.0;31.0
337;22;100 tot 250 werkzame personen;2007;25.0;0.0;18.8;56.3;20.0;10.0;30.0;40.0;5.0;30.0;30.0;35.0;0.0;40.0;10.0;50.0
338;22;100 tot 250 werkzame personen;2008;18.5;0.0;18.5;63.0;12.9;22.6;19.4;45.2;0.0;29.0;45.2;25.8;0.0;45.2;19.4;35.5
339;22;250 of meer werkzame personen;2006;7.7;0.0;30.8;61.5;7.1;14.3;28.6;50.0;7.1;78.6;7.1;7.1;0.0;71.4;0.0;28.6
340;22;250 of meer werkzame personen;2007;20.0;0.0;0.0;80.0;0.0;20.0;30.0;50.0;0.0;60.0;10.0;30.0;0.0;50.0;0.0;50.0
341;22;250 of meer werkzame personen;2008;13.3;6.7;6.7;73.3;6.2;12.5;18.8;62.5;6.3;37.5;37.5;18.8;0.0;43.8;12.5;43.8
342;23;1 werkzame persoon;2006;20.0;0.0;10.0;70.0;41.2;35.3;0.0;23.5;20.0;26.7;26.7;26.7;6.7;66.7;0.0;26.7
