ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
412;Total municipal tax;Groot-Rijnmond (CR);2024;1362.0;906.0
413;Total municipal tax;Groot-Rijnmond (CR);2025;1464.0;969.0
414;Total municipal tax;Zuidoost-Zuid-Holland (CR);2017;220.0;546.0
415;Total municipal tax;Zuidoost-Zuid-Holland (CR);2018;221.0;546.0
416;Total municipal tax;Zuidoost-Zuid-Holland (CR);2019;204.0;552.0
417;Total municipal tax;Zuidoost-Zuid-Holland (CR);2020;212.0;569.0
418;Total municipal tax;Zuidoost-Zuid-Holland (CR);2021;219.0;586.0
419;Total municipal tax;Zuidoost-Zuid-Holland (CR);2022;216.0;577.0
420;Total municipal tax;Zuidoost-Zuid-Holland (CR);2023;230.0;605.0
421;Total municipal tax;Zuidoost-Zuid-Holland (CR);2024;248.0;651.0
422;Total municipal tax;Zuidoost-Zuid-Holland (CR);2025;268.0;701.0
423;Total municipal tax;Zeeuwsch-Vlaanderen (CR);2017;75.0;707.0
424;Total municipal tax;Zeeuwsch-Vlaanderen (CR);2018;74.0;706.0
425;Total municipal tax;Zeeuwsch-Vlaanderen (CR);2019;74.0;699.0
426;Total municipal tax;Zeeuwsch-Vlaanderen (CR);2020;77.0;733.0
427;Total municipal tax;Zeeuwsch-Vlaanderen (CR);2021;79.0;746.0
428;Total municipal tax;Zeeuwsch-Vlaanderen (CR);2022;81.0;768.0
429;Total municipal tax;Zeeuwsch-Vlaanderen (CR);2023;87.0;825.0
430;Total municipal tax;Zeeuwsch-Vlaanderen (CR);2024;94.0;886.0
431;Total municipal tax;Zeeuwsch-Vlaanderen (CR);2025;101.0;953.0
432;Total municipal tax;Overig Zeeland (CR);2017;191.0;691.0
433;Total municipal tax;Overig Zeeland (CR);2018;197.0;712.0
434;Total municipal tax;Overig Zeeland (CR);2019;204.0;735.0
435;Total municipal tax;Overig Zeeland (CR);2020;211.0;760.0
436;Total municipal tax;Overig Zeeland (CR);2021;226.0;807.0
437;Total municipal tax;Overig Zeeland (CR);2022;231.0;819.0
438;Total municipal tax;Overig Zeeland (CR);2023;242.0;847.0
439;Total municipal tax;Overig Zeeland (CR);2024;254.0;888.0
440;Total municipal tax;Overig Zeeland (CR);2025;265.0;925.0
441;Total municipal tax;West-Noord-Brabant (CR);2017;316.0;503.0
442;Total municipal tax;West-Noord-Brabant (CR);2018;325.0;514.0
443;Total municipal tax;West-Noord-Brabant (CR);2019;334.0;527.0
444;Total municipal tax;West-Noord-Brabant (CR);2020;353.0;555.0
445;Total municipal tax;West-Noord-Brabant (CR);2021;374.0;587.0
446;Total municipal tax;West-Noord-Brabant (CR);2022;381.0;595.0
447;Total municipal tax;West-Noord-Brabant (CR);2023;386.0;596.0
448;Total municipal tax;West-Noord-Brabant (CR);2024;416.0;638.0
449;Total municipal tax;West-Noord-Brabant (CR);2025;451.0;690.0
450;Total municipal tax;Midden-Noord-Brabant (CR);2017;218.0;462.0
451;Total municipal tax;Midden-Noord-Brabant (CR);2018;222.0;468.0
452;Total municipal tax;Midden-Noord-Brabant (CR);2019;230.0;479.0
453;Total municipal tax;Midden-Noord-Brabant (CR);2020;244.0;504.0
454;Total municipal tax;Midden-Noord-Brabant (CR);2021;255.0;517.0
455;Total municipal tax;Midden-Noord-Brabant (CR);2022;271.0;544.0
456;Total municipal tax;Midden-Noord-Brabant (CR);2023;282.0;559.0
457;Total municipal tax;Midden-Noord-Brabant (CR);2024;307.0;604.0
458;Total municipal tax;Midden-Noord-Brabant (CR);2025;330.0;644.0
459;Total municipal tax;Noordoost-Noord-Brabant (CR);2017;318.0;489.0
460;Total municipal tax;Noordoost-Noord-Brabant (CR);2018;321.0;490.0
461;Total municipal tax;Noordoost-Noord-Brabant (CR);2019;326.0;496.0
462;Total municipal tax;Noordoost-Noord-Brabant (CR);2020;344.0;518.0
463;Total municipal tax;Noordoost-Noord-Brabant (CR);2021;354.0;537.0
464;Total municipal tax;Noordoost-Noord-Brabant (CR);2022;367.0;552.0
465;Total municipal tax;Noordoost-Noord-Brabant (CR);2023;384.0;571.0
466;Total municipal tax;Noordoost-Noord-Brabant (CR);2024;416.0;615.0
467;Total municipal tax;Noordoost-Noord-Brabant (CR);2025;441.0;647.0
468;Total municipal tax;Zuidoost-Noord-Brabant (CR);2017;363.0;477.0
469;Total municipal tax;Zuidoost-Noord-Brabant (CR);2018;374.0;487.0
470;Total municipal tax;Zuidoost-Noord-Brabant (CR);2019;397.0;513.0
471;Total municipal tax;Zuidoost-Noord-Brabant (CR);2020;422.0;540.0
472;Total municipal tax;Zuidoost-Noord-Brabant (CR);2021;441.0;562.0
473;Total municipal tax;Zuidoost-Noord-Brabant (CR);2022;460.0;582.0
474;Total municipal tax;Zuidoost-Noord-Brabant (CR);2023;478.0;595.0
475;Total municipal tax;Zuidoost-Noord-Brabant (CR);2024;513.0;634.0
476;Total municipal tax;Zuidoost-Noord-Brabant (CR);2025;550.0;673.0
477;Total municipal tax;Noord-Limburg (CR);2017;151.0;535.0
478;Total municipal tax;Noord-Limburg (CR);2018;154.0;547.0
479;Total municipal tax;Noord-Limburg (CR);2019;153.0;544.0
480;Total municipal tax;Noord-Limburg (CR);2020;161.0;571.0
481;Total municipal tax;Noord-Limburg (CR);2021;168.0;594.0
482;Total municipal tax;Noord-Limburg (CR);2022;172.0;605.0
483;Total municipal tax;Noord-Limburg (CR);2023;178.0;616.0
484;Total municipal tax;Noord-Limburg (CR);2024;190.0;655.0
485;Total municipal tax;Noord-Limburg (CR);2025;198.0;677.0
486;Total municipal tax;Midden-Limburg (CR);2017;115.0;489.0
487;Total municipal tax;Midden-Limburg (CR);2018;116.0;490.0
488;Total municipal tax;Midden-Limburg (CR);2019;118.0;496.0
489;Total municipal tax;Midden-Limburg (CR);2020;119.0;503.0
490;Total municipal tax;Midden-Limburg (CR);2021;129.0;542.0
491;Total municipal tax;Midden-Limburg (CR);2022;135.0;565.0
492;Total municipal tax;Midden-Limburg (CR);2023;142.0;587.0
493;Total municipal tax;Midden-Limburg (CR);2024;150.0;618.0
494;Total municipal tax;Midden-Limburg (CR);2025;159.0;652.0
495;Total municipal tax;Zuid-Limburg (CR);2017;354.0;590.0
496;Total municipal tax;Zuid-Limburg (CR);2018;359.0;599.0
497;Total municipal tax;Zuid-Limburg (CR);2019;373.0;625.0
498;Total municipal tax;Zuid-Limburg (CR);2020;395.0;661.0
499;Total municipal tax;Zuid-Limburg (CR);2021;406.0;683.0
500;Total municipal tax;Zuid-Limburg (CR);2022;418.0;704.0
501;Total municipal tax;Zuid-Limburg (CR);2023;433.0;725.0
502;Total municipal tax;Zuid-Limburg (CR);2024;457.0;761.0
503;Total municipal tax;Zuid-Limburg (CR);2025;481.0;800.0
504;Total municipal tax;Flevoland (CR);2017;210.0;515.0
505;Total municipal tax;Flevoland (CR);2018;219.0;531.0
506;Total municipal tax;Flevoland (CR);2019;230.0;552.0
507;Total municipal tax;Flevoland (CR);2020;236.0;559.0
508;Total municipal tax;Flevoland (CR);2021;247.0;576.0
509;Total municipal tax;Flevoland (CR);2022;255.0;585.0
510;Total municipal tax;Flevoland (CR);2023;275.0;617.0
511;Total municipal tax;Flevoland (CR);2024;303.0;672.0
512;Total municipal tax;Flevoland (CR);2025;343.0;752.0
513;Total municipal tax;Fewer than 5,000 inhabitants;2017;21.0;1737.0
514;Total municipal tax;Fewer than 5,000 inhabitants;2018;21.0;1753.0
515;Total municipal tax;Fewer than 5,000 inhabitants;2019;22.0;1780.0
516;Total municipal tax;Fewer than 5,000 inhabitants;2020;24.0;1933.0
517;Total municipal tax;Fewer than 5,000 inhabitants;2021;25.0;1979.0
518;Total municipal tax;Fewer than 5,000 inhabitants;2022;25.0;1979.0
519;Total municipal tax;Fewer than 5,000 inhabitants;2023;27.0;2105.0
520;Total municipal tax;Fewer than 5,000 inhabitants;2024;30.0;2367.0
521;Total municipal tax;Fewer than 5,000 inhabitants;2025;31.0;2429.0
522;Total municipal tax;5,000 to 9,999 inhabitants;2017;74.0;533.0
523;Total municipal tax;5,000 to 9,999 inhabitants;2018;73.0;551.0
524;Total municipal tax;5,000 to 9,999 inhabitants;2019;70.0;604.0
525;Total municipal tax;5,000 to 9,999 inhabitants;2020;48.0;644.0
526;Total municipal tax;5,000 to 9,999 inhabitants;2021;40.0;717.0
527;Total municipal tax;5,000 to 9,999 inhabitants;2022;40.0;699.0
528;Total municipal tax;5,000 to 9,999 inhabitants;2023;41.0;711.0
529;Total municipal tax;5,000 to 9,999 inhabitants;2024;44.0;760.0
530;Total municipal tax;5,000 to 9,999 inhabitants;2025;38.0;786.0
531;Total municipal tax;10,000 to 19,999 inhabitants;2017;696.0;493.0
532;Total municipal tax;10,000 to 19,999 inhabitants;2018;665.0;504.0
533;Total municipal tax;10,000 to 19,999 inhabitants;2019;538.0;512.0
534;Total municipal tax;10,000 to 19,999 inhabitants;2020;555.0;546.0
535;Total municipal tax;10,000 to 19,999 inhabitants;2021;565.0;573.0
536;Total municipal tax;10,000 to 19,999 inhabitants;2022;555.0;597.0
537;Total municipal tax;10,000 to 19,999 inhabitants;2023;523.0;632.0
538;Total municipal tax;10,000 to 19,999 inhabitants;2024;550.0;680.0
539;Total municipal tax;10,000 to 19,999 inhabitants;2025;599.0;728.0
540;Total municipal tax;20,000 to 49,999 inhabitants;2017;2903.0;485.0
541;Total municipal tax;20,000 to 49,999 inhabitants;2018;2976.0;493.0
542;Total municipal tax;20,000 to 49,999 inhabitants;2019;3061.0;504.0
543;Total municipal tax;20,000 to 49,999 inhabitants;2020;3156.0;528.0
544;Total municipal tax;20,000 to 49,999 inhabitants;2021;3346.0;552.0
545;Total municipal tax;20,000 to 49,999 inhabitants;2022;3299.0;553.0
546;Total municipal tax;20,000 to 49,999 inhabitants;2023;3430.0;572.0
547;Total municipal tax;20,000 to 49,999 inhabitants;2024;3574.0;607.0
548;Total municipal tax;20,000 to 49,999 inhabitants;2025;3819.0;646.0
549;Total municipal tax;50,000 to 99,999 inhabitants;2017;1710.0;522.0
550;Total municipal tax;50,000 to 99,999 inhabitants;2018;1762.0;525.0
551;Total municipal tax;50,000 to 99,999 inhabitants;2019;1929.0;532.0
552;Total municipal tax;50,000 to 99,999 inhabitants;2020;2076.0;552.0
553;Total municipal tax;50,000 to 99,999 inhabitants;2021;2175.0;576.0
554;Total municipal tax;50,000 to 99,999 inhabitants;2022;2313.0;580.0
555;Total municipal tax;50,000 to 99,999 inhabitants;2023;2474.0;595.0
556;Total municipal tax;50,000 to 99,999 inhabitants;2024;2763.0;637.0
557;Total municipal tax;50,000 to 99,999 inhabitants;2025;2955.0;677.0
558;Total municipal tax;100,000 to 149,999 inhabitants;2017;969.0;599.0
559;Total municipal tax;100,000 to 149,999 inhabitants;2018;998.0;609.0
560;Total municipal tax;100,000 to 149,999 inhabitants;2019;1032.0;625.0
561;Total municipal tax;100,000 to 149,999 inhabitants;2020;1002.0;624.0
562;Total municipal tax;100,000 to 149,999 inhabitants;2021;1044.0;649.0
563;Total municipal tax;100,000 to 149,999 inhabitants;2022;1053.0;650.0
564;Total municipal tax;100,000 to 149,999 inhabitants;2023;1100.0;670.0
565;Total municipal tax;100,000 to 149,999 inhabitants;2024;1186.0;714.0
566;Total municipal tax;100,000 to 149,999 inhabitants;2025;1262.0;755.0
567;Total municipal tax;150,000 to 249,999 inhabitants;2017;1345.0;587.0
568;Total municipal tax;150,000 to 249,999 inhabitants;2018;1395.0;603.0
569;Total municipal tax;150,000 to 249,999 inhabitants;2019;1472.0;625.0
570;Total municipal tax;150,000 to 249,999 inhabitants;2020;1680.0;663.0
571;Total municipal tax;150,000 to 249,999 inhabitants;2021;1759.0;691.0
572;Total municipal tax;150,000 to 249,999 inhabitants;2022;1806.0;704.0
573;Total municipal tax;150,000 to 249,999 inhabitants;2023;1890.0;726.0
574;Total municipal tax;150,000 to 249,999 inhabitants;2024;2056.0;781.0
575;Total municipal tax;150,000 to 249,999 inhabitants;2025;2200.0;829.0
576;Total municipal tax;250,000 inhabitants or more;2017;1757.0;746.0
577;Total municipal tax;250,000 inhabitants or more;2018;1857.0;782.0
578;Total municipal tax;250,000 inhabitants or more;2019;2040.0;851.0
579;Total municipal tax;250,000 inhabitants or more;2020;2283.0;941.0
580;Total municipal tax;250,000 inhabitants or more;2021;2359.0;970.0
581;Total municipal tax;250,000 inhabitants or more;2022;2453.0;1000.0
582;Total municipal tax;250,000 inhabitants or more;2023;2765.0;1099.0
583;Total municipal tax;250,000 inhabitants or more;2024;3092.0;1214.0
584;Total municipal tax;250,000 inhabitants or more;2025;3450.0;1350.0
585;Total property tax;The Netherlands;2017;3854.0;225.0
586;Total property tax;The Netherlands;2018;3949.0;230.0
587;Total property tax;The Netherlands;2019;4109.0;238.0
588;Total property tax;The Netherlands;2020;4309.0;248.0
589;Total property tax;The Netherlands;2021;4557.0;261.0
590;Total property tax;The Netherlands;2022;4756.0;270.0
591;Total property tax;The Netherlands;2023;5109.0;287.0
592;Total property tax;The Netherlands;2024;5492.0;306.0
593;Total property tax;The Netherlands;2025;5962.0;330.0
594;Total property tax;Noord-Nederland (LD);2017;396.0;230.0
595;Total property tax;Noord-Nederland (LD);2018;404.0;234.0
596;Total property tax;Noord-Nederland (LD);2019;424.0;246.0
597;Total property tax;Noord-Nederland (LD);2020;447.0;258.0
598;Total property tax;Noord-Nederland (LD);2021;478.0;276.0
599;Total property tax;Noord-Nederland (LD);2022;497.0;285.0
600;Total property tax;Noord-Nederland (LD);2023;521.0;296.0
601;Total property tax;Noord-Nederland (LD);2024;553.0;313.0
602;Total property tax;Noord-Nederland (LD);2025;578.0;326.0
603;Total property tax;Oost-Nederland (LD);2017;831.0;231.0
604;Total property tax;Oost-Nederland (LD);2018;854.0;236.0
605;Total property tax;Oost-Nederland (LD);2019;885.0;243.0
606;Total property tax;Oost-Nederland (LD);2020;934.0;254.0
607;Total property tax;Oost-Nederland (LD);2021;983.0;266.0
608;Total property tax;Oost-Nederland (LD);2022;1020.0;274.0
609;Total property tax;Oost-Nederland (LD);2023;1068.0;284.0
610;Total property tax;Oost-Nederland (LD);2024;1145.0;302.0
611;Total property tax;Oost-Nederland (LD);2025;1237.0;324.0
612;Total property tax;West-Nederland (LD);2017;1828.0;225.0
613;Total property tax;West-Nederland (LD);2018;1868.0;228.0
614;Total property tax;West-Nederland (LD);2019;1931.0;234.0
615;Total property tax;West-Nederland (LD);2020;2015.0;242.0
616;Total property tax;West-Nederland (LD);2021;2147.0;257.0
617;Total property tax;West-Nederland (LD);2022;2253.0;268.0
618;Total property tax;West-Nederland (LD);2023;2493.0;292.0
619;Total property tax;West-Nederland (LD);2024;2700.0;313.0
620;Total property tax;West-Nederland (LD);2025;2981.0;344.0
621;Total property tax;Zuid-Nederland (LD);2017;798.0;220.0
622;Total property tax;Zuid-Nederland (LD);2018;824.0;226.0
623;Total property tax;Zuid-Nederland (LD);2019;869.0;237.0
624;Total property tax;Zuid-Nederland (LD);2020;913.0;248.0
625;Total property tax;Zuid-Nederland (LD);2021;948.0;257.0
626;Total property tax;Zuid-Nederland (LD);2022;986.0;266.0
627;Total property tax;Zuid-Nederland (LD);2023;1027.0;274.0
628;Total property tax;Zuid-Nederland (LD);2024;1094.0;290.0
629;Total property tax;Zuid-Nederland (LD);2025;1167.0;307.0
630;Total property tax;Groningen (PV);2017;158.0;271.0
631;Total property tax;Groningen (PV);2018;163.0;280.0
632;Total property tax;Groningen (PV);2019;177.0;303.0
633;Total property tax;Groningen (PV);2020;192.0;328.0
634;Total property tax;Groningen (PV);2021;206.0;351.0
635;Total property tax;Groningen (PV);2022;218.0;369.0
636;Total property tax;Groningen (PV);2023;231.0;388.0
637;Total property tax;Groningen (PV);2024;246.0;410.0
638;Total property tax;Groningen (PV);2025;257.0;425.0
639;Total property tax;Fryslân (PV);2017;136.0;210.0
640;Total property tax;Fryslân (PV);2018;137.0;212.0
641;Total property tax;Fryslân (PV);2019;141.0;217.0
642;Total property tax;Fryslân (PV);2020;145.0;223.0
643;Total property tax;Fryslân (PV);2021;151.0;232.0
644;Total property tax;Fryslân (PV);2022;157.0;240.0
645;Total property tax;Fryslân (PV);2023;164.0;248.0
646;Total property tax;Fryslân (PV);2024;174.0;263.0
647;Total property tax;Fryslân (PV);2025;185.0;278.0
648;Total property tax;Drenthe (PV);2017;102.0;207.0
649;Total property tax;Drenthe (PV);2018;103.0;209.0
650;Total property tax;Drenthe (PV);2019;106.0;215.0
651;Total property tax;Drenthe (PV);2020;109.0;222.0
652;Total property tax;Drenthe (PV);2021;120.0;243.0
653;Total property tax;Drenthe (PV);2022;122.0;246.0
654;Total property tax;Drenthe (PV);2023;126.0;252.0
655;Total property tax;Drenthe (PV);2024;133.0;263.0
656;Total property tax;Drenthe (PV);2025;136.0;269.0
657;Total property tax;Overijssel (PV);2017;258.0;224.0
658;Total property tax;Overijssel (PV);2018;268.0;233.0
659;Total property tax;Overijssel (PV);2019;282.0;244.0
660;Total property tax;Overijssel (PV);2020;301.0;259.0
661;Total property tax;Overijssel (PV);2021;316.0;271.0
662;Total property tax;Overijssel (PV);2022;327.0;279.0
663;Total property tax;Overijssel (PV);2023;338.0;285.0
664;Total property tax;Overijssel (PV);2024;360.0;302.0
665;Total property tax;Overijssel (PV);2025;387.0;324.0
666;Total property tax;Flevoland (PV);2017;91.0;224.0
667;Total property tax;Flevoland (PV);2018;94.0;227.0
668;Total property tax;Flevoland (PV);2019;97.0;233.0
669;Total property tax;Flevoland (PV);2020;100.0;237.0
670;Total property tax;Flevoland (PV);2021;106.0;247.0
671;Total property tax;Flevoland (PV);2022;112.0;258.0
672;Total property tax;Flevoland (PV);2023;121.0;272.0
673;Total property tax;Flevoland (PV);2024;132.0;293.0
674;Total property tax;Flevoland (PV);2025;150.0;329.0
675;Total property tax;Gelderland (PV);2017;482.0;236.0
676;Total property tax;Gelderland (PV);2018;492.0;239.0
677;Total property tax;Gelderland (PV);2019;506.0;244.0
678;Total property tax;Gelderland (PV);2020;533.0;255.0
679;Total property tax;Gelderland (PV);2021;562.0;268.0
680;Total property tax;Gelderland (PV);2022;581.0;275.0
681;Total property tax;Gelderland (PV);2023;609.0;285.0
682;Total property tax;Gelderland (PV);2024;653.0;304.0
683;Total property tax;Gelderland (PV);2025;700.0;324.0
684;Total property tax;Utrecht (PV);2017;298.0;232.0
685;Total property tax;Utrecht (PV);2018;303.0;234.0
686;Total property tax;Utrecht (PV);2019;322.0;240.0
687;Total property tax;Utrecht (PV);2020;340.0;251.0
688;Total property tax;Utrecht (PV);2021;357.0;262.0
689;Total property tax;Utrecht (PV);2022;387.0;282.0
690;Total property tax;Utrecht (PV);2023;429.0;309.0
691;Total property tax;Utrecht (PV);2024;462.0;330.0
692;Total property tax;Utrecht (PV);2025;511.0;363.0
693;Total property tax;Noord-Holland (PV);2017;593.0;211.0
694;Total property tax;Noord-Holland (PV);2018;606.0;214.0
695;Total property tax;Noord-Holland (PV);2019;628.0;220.0
696;Total property tax;Noord-Holland (PV);2020;654.0;227.0
697;Total property tax;Noord-Holland (PV);2021;720.0;249.0
698;Total property tax;Noord-Holland (PV);2022;744.0;256.0
699;Total property tax;Noord-Holland (PV);2023;840.0;284.0
700;Total property tax;Noord-Holland (PV);2024;904.0;303.0
701;Total property tax;Noord-Holland (PV);2025;1034.0;345.0
702;Total property tax;Zuid-Holland (PV);2017;850.0;233.0
703;Total property tax;Zuid-Holland (PV);2018;867.0;235.0
704;Total property tax;Zuid-Holland (PV);2019;884.0;241.0
705;Total property tax;Zuid-Holland (PV);2020;920.0;248.0
706;Total property tax;Zuid-Holland (PV);2021;966.0;259.0
707;Total property tax;Zuid-Holland (PV);2022;1013.0;270.0
708;Total property tax;Zuid-Holland (PV);2023;1110.0;292.0
709;Total property tax;Zuid-Holland (PV);2024;1214.0;316.0
710;Total property tax;Zuid-Holland (PV);2025;1309.0;339.0
711;Total property tax;Zeeland (PV);2017;88.0;230.0
712;Total property tax;Zeeland (PV);2018;92.0;240.0
713;Total property tax;Zeeland (PV);2019;96.0;250.0
714;Total property tax;Zeeland (PV);2020;100.0;261.0
715;Total property tax;Zeeland (PV);2021;105.0;273.0
716;Total property tax;Zeeland (PV);2022;109.0;282.0
717;Total property tax;Zeeland (PV);2023;114.0;291.0
718;Total property tax;Zeeland (PV);2024;120.0;306.0
719;Total property tax;Zeeland (PV);2025;127.0;323.0
720;Total property tax;Noord-Brabant (PV);2017;525.0;209.0
721;Total property tax;Noord-Brabant (PV);2018;542.0;214.0
722;Total property tax;Noord-Brabant (PV);2019;573.0;225.0
723;Total property tax;Noord-Brabant (PV);2020;603.0;235.0
724;Total property tax;Noord-Brabant (PV);2021;625.0;243.0
725;Total property tax;Noord-Brabant (PV);2022;653.0;252.0
726;Total property tax;Noord-Brabant (PV);2023;680.0;259.0
727;Total property tax;Noord-Brabant (PV);2024;729.0;276.0
728;Total property tax;Noord-Brabant (PV);2025;784.0;294.0
729;Total property tax;Limburg (PV);2017;272.0;244.0
730;Total property tax;Limburg (PV);2018;282.0;253.0
