ID;LeeftijdReferentiepersoon;Perioden;TotaalParen_1;GeenKinderen_2;k_1Kind_3;k_2Kinderen_4;k_3OfMeerKinderen_5;TotaalEenouderhuishoudens_6;k_1Kind_7;k_2Kinderen_8;k_3OfMeerKinderen_9
1219;15;2030;85123;81999;2863;206;55;5558;5012;481;65
1220;15;2031;87591;84345;2974;216;56;5644;5089;488;67
1221;15;2032;99325;95914;3131;224;56;6173;5566;534;73
1222;15;2033;107712;104176;3249;231;56;6606;5957;571;78
1223;15;2034;112502;108873;3336;237;56;6874;6199;594;81
1224;15;2035;114806;111099;3409;242;56;7033;6342;608;83
1225;15;2036;116448;112675;3471;246;56;7185;6479;621;85
1226;15;2037;113640;109822;3513;249;56;7030;6339;608;83
1227;15;2038;112702;108823;3570;253;56;6966;6282;602;82
1228;15;2039;112438;108489;3637;256;56;6971;6286;603;82
1229;15;2040;113092;109068;3706;261;57;7016;6326;607;83
1230;15;2041;114113;110016;3776;264;57;7096;6398;614;84
1231;15;2042;115859;111685;3850;267;57;7196;6489;622;85
1232;15;2043;117377;113125;3925;270;57;7267;6553;628;86
1233;15;2044;119436;115111;3996;272;57;7367;6643;637;87
1234;15;2045;121815;117422;4061;275;57;7481;6746;647;88
1235;15;2046;124163;119708;4120;278;57;7567;6824;654;89
1236;15;2047;126691;122181;4174;279;57;7679;6925;664;90
1237;15;2048;129004;124450;4218;280;56;7776;7012;672;92
1238;15;2049;131398;126807;4256;279;56;7857;7085;679;93
1239;15;2050;133528;128908;4287;278;55;7924;7146;685;93
1240;15;2051;134662;130025;4304;278;55;7944;7163;687;94
1241;15;2052;134528;129890;4306;278;54;7888;7113;682;93
1242;15;2053;133966;129332;4300;280;54;7819;7051;676;92
1243;15;2054;133212;128593;4283;282;54;7739;6979;669;91
1244;15;2055;133688;129081;4271;282;54;7710;6952;667;91
1245;15;2056;133406;128831;4243;279;53;7659;6907;662;90
1246;15;2057;132126;127601;4197;276;52;7559;6816;654;89
1247;15;2058;129365;124905;4138;271;51;7399;6672;640;87
1248;15;2059;124755;120371;4068;266;50;7136;6435;617;84
1249;15;2060;119182;114871;4000;261;50;6794;6126;588;80
1250;16;2011;6873;6635;214;14;10;1886;1672;195;19
1251;16;2012;7660;7391;242;16;11;1956;1733;203;20
1252;16;2013;8317;8023;266;17;11;2034;1802;211;21
1253;16;2014;9044;8716;298;18;12;2095;1857;217;21
1254;16;2015;9579;9248;302;18;11;2124;1882;220;22
1255;16;2016;10121;9783;309;18;11;2112;1871;219;22
1256;16;2017;10757;10392;333;20;12;2160;1914;224;22
1257;16;2018;11424;11032;358;21;13;2158;1912;224;22
1258;16;2019;12160;11750;374;22;14;2208;1956;229;23
1259;16;2020;12939;12497;403;24;15;2239;1984;232;23
1260;16;2021;13852;13380;430;26;16;2333;2067;242;24
1261;16;2022;14691;14195;452;27;17;2377;2107;246;24
1262;16;2023;15580;15056;478;28;18;2450;2171;254;25
1263;16;2024;16279;15733;499;29;18;2455;2176;254;25
1264;16;2025;17052;16477;525;31;19;2479;2197;257;25
1265;16;2026;17786;17185;551;31;19;2477;2195;257;25
1266;16;2027;18635;18005;579;32;19;2493;2209;258;26
1267;16;2028;19400;18743;604;34;19;2492;2208;258;26
1268;16;2029;20566;19872;639;35;20;2540;2251;263;26
1269;16;2030;21666;20940;670;36;20;2588;2293;268;27
1270;16;2031;22907;22142;706;38;21;2657;2355;275;27
1271;16;2032;23745;22944;741;39;21;2683;2378;278;27
1272;16;2033;24844;24002;781;40;21;2748;2435;285;28
1273;16;2034;26383;25499;821;42;21;2835;2512;294;29
1274;16;2035;28099;27173;860;44;22;2947;2612;305;30
1275;16;2036;28953;27991;895;45;22;3010;2667;312;31
1276;16;2037;33509;32500;939;47;23;3338;2958;346;34
1277;16;2038;36487;35439;977;48;23;3589;3180;372;37
1278;16;2039;38001;36920;1008;50;23;3727;3303;386;38
1279;16;2040;38593;37487;1032;51;23;3805;3372;394;39
1280;16;2041;38892;37761;1056;52;23;3862;3422;400;40
1281;16;2042;38308;37156;1075;53;24;3806;3373;394;39
1282;16;2043;38437;37258;1101;54;24;3803;3370;394;39
1283;16;2044;38691;37485;1127;55;24;3823;3388;396;39
1284;16;2045;39226;37991;1155;56;24;3868;3427;401;40
1285;16;2046;39839;38577;1180;57;25;3926;3479;407;40
1286;16;2047;40740;39450;1208;57;25;3994;3539;414;41
1287;16;2048;41589;40271;1235;58;25;4052;3590;420;42
1288;16;2049;42623;41275;1264;59;25;4124;3655;427;42
1289;16;2050;43783;42409;1290;59;25;4205;3726;436;43
1290;16;2051;44885;43489;1311;60;25;4267;3781;442;44
1291;16;2052;46110;44690;1335;60;25;4351;3855;451;45
1292;16;2053;47216;45776;1354;61;25;4418;3915;458;45
1293;16;2054;48381;46924;1371;61;25;4476;3966;464;46
1294;16;2055;49453;47978;1388;62;25;4534;4018;470;46
1295;16;2056;50064;48578;1400;62;24;4548;4030;471;47
1296;16;2057;50190;48695;1409;62;24;4528;4013;469;46
1297;16;2058;50180;48681;1413;62;24;4502;3990;466;46
1298;16;2059;50194;48694;1414;62;24;4473;3964;463;46
1299;16;2060;50839;49338;1415;62;24;4478;3968;464;46
1300;17;2011;691;660;27;4;0;453;403;47;3
1301;17;2012;723;692;27;4;0;483;430;50;3
1302;17;2013;777;746;27;4;0;493;439;51;3
1303;17;2014;820;785;31;4;0;505;450;52;3
1304;17;2015;890;853;33;4;0;534;475;55;4
1305;17;2016;1037;996;37;4;0;583;519;60;4
1306;17;2017;1163;1119;39;5;0;620;552;64;4
1307;17;2018;1275;1227;43;5;0;652;580;68;4
1308;17;2019;1398;1346;46;6;0;679;604;70;5
1309;17;2020;1491;1437;48;6;0;698;621;72;5
1310;17;2021;1603;1546;51;6;0;714;635;74;5
1311;17;2022;1722;1661;54;7;0;742;660;77;5
1312;17;2023;1844;1780;57;7;0;755;672;78;5
1313;17;2024;1977;1909;61;7;0;781;695;81;5
1314;17;2025;2107;2035;65;7;0;801;713;83;5
1315;17;2026;2264;2188;68;8;0;832;740;86;6
1316;17;2027;2405;2324;73;8;0;861;766;89;6
1317;17;2028;2552;2466;78;8;0;885;787;92;6
1318;17;2029;2666;2578;80;8;0;892;794;92;6
1319;17;2030;2798;2707;82;9;0;908;808;94;6
1320;17;2031;2930;2830;91;9;0;919;818;95;6
1321;17;2032;3082;2979;94;9;0;938;835;97;6
1322;17;2033;3214;3109;96;9;0;951;846;99;6
1323;17;2034;3426;3315;101;10;0;975;867;101;7
1324;17;2035;3617;3501;106;10;0;1000;889;104;7
1325;17;2036;3839;3717;112;10;0;1029;915;107;7
1326;17;2037;3980;3854;116;10;0;1046;931;108;7
1327;17;2038;4179;4048;120;11;0;1074;956;111;7
1328;17;2039;4480;4343;126;11;0;1120;996;116;8
1329;17;2040;4802;4659;132;11;0;1174;1044;122;8
1330;17;2041;4952;4803;137;12;0;1203;1070;125;8
1331;17;2042;5844;5689;143;12;0;1336;1189;138;9
1332;17;2043;6362;6199;150;13;0;1433;1275;148;10
1333;17;2044;6597;6430;154;13;0;1494;1329;155;10
1334;17;2045;6687;6516;158;13;0;1522;1354;158;10
1335;17;2046;6732;6557;162;13;0;1537;1368;159;10
1336;17;2047;6778;6601;164;13;0;1558;1386;161;11
1337;17;2048;6918;6736;168;14;0;1582;1407;164;11
1338;17;2049;7035;6845;176;14;0;1609;1431;167;11
1339;17;2050;7182;6985;183;14;0;1633;1453;169;11
1340;17;2051;7330;7129;186;15;0;1660;1477;172;11
1341;17;2052;7544;7340;189;15;0;1695;1508;176;11
1342;17;2053;7761;7552;194;15;0;1727;1536;179;12
1343;17;2054;8000;7789;196;15;0;1761;1567;182;12
1344;17;2055;8272;8058;199;15;0;1805;1606;187;12
1345;17;2056;8531;8309;207;15;0;1837;1635;190;12
1346;17;2057;8822;8599;208;15;0;1881;1673;195;13
1347;17;2058;9089;8861;213;15;0;1918;1706;199;13
1348;17;2059;9373;9141;217;15;0;1952;1737;202;13
1349;17;2060;9639;9406;218;15;0;1986;1767;206;13
