ID;Geslacht;Perioden;Vergrijzing_1;Alleenstaanden3064Jaar_2;NietWesterseAllochtonen_3;TotaleBevolkingsgroei_4;Levensverwachting65Jaar_5;Eigenaar_6;WoonuitgavenQuoteVoorEigenaren_7;WoonuitgavenQuoteVoorHuurders_8;PrijsindexcijferWoningenTotaal_9;PrijsindexcijferAppartementen_10;GemiddeldeVerkoopprijsWoningenTotaal_11;GemiddeldeVerkoopprijsAppartementen_12;GeluidshinderVanBuren_13;GeluidshinderVanWegverkeer_14;SlachtofferschapGeweldsdelicten_15;SlachtofferschapVernieling_16;SlachtofferschapVanDiefstaldelicten_17;TotaalSlachtofferschapDelicten_18;Onveiligheidsgevoelens_19;Onderwijsuitgaven_20;Onderwijsdeelname_21;DropOutsVSVErs_22;Opleidingsniveau_23;MensenZonderDiploma_24;BetaaldWerk_25;Werkloosheid_26;Arbeidsduur_27;Zelfstandigen_28;FlexibeleArbeidsrelatie_29;Uurloon_30;Beroepsniveau_31;Werkdruk_32;LageAutonomie_33;Kracht_34;Arbeidsongeschiktheid_35;Ziekteverzuim_36;AantalVerplaatsingen_37;AfgelegdeAfstand_38;VervoerwijzeAuto_39;VervoerwijzeOpenbaarVervoer_40;Verkeersdoden_41;BBPPerCapita_42;GemiddeldInkomen_43;DynamischeKoopkrachtontwikkeling_44;Inkomensverdeling_45;VoornaamsteInkomensbron_46;VasteLasten_47;Consumentenvertrouwen_48;MoeilijkRondkomen_49;PCBezitInCombinatieMetInternet_50;KopenViaInternet_51;TevredenheidMetVriendenEnKennissen_52;NietGeisoleerdVoelen_53;ContactMetBuren_54;ContactMetFamilie_55;ContactMetVrienden_56;TVKijken_57;Sportbeoefening_58;Buitenrecreatie_59;TevredenheidMetVrijetijdsbesteding_60;AanVrijeTijdBesteedGeld_61;LevensverwachtingBijGeboorte_62;ErvarenGezondheid_63;LichamelijkeBeperkingen_64;Roken_65;Overgewicht_66;PsychischeGezondheid_67;PolitiekeInteresse_68;ActiviteitenVoorPolitiekePartij_69;KerkelijkeGezindte_70;Kerkgang_71;OnbetaaldeArbeid_72;HuishoudelijkWerk_73;Kinderverzorging_74;GeorganiseerdVrijwilligerswerk_75;InformeleHulp_76
20;Totaal personen/huishoudens;2010;15.3;15.8;11.2;4.9;;;;;106.0;107.0;239530.0;189543.0;19.0;29.0;;;;;;;;4.5;27.8;8.2;74.7;5.4;59.5;14.2;9.4;;32.1;;;22.0;;4.4;;;;;;;;;;;;-13.0;;93.0;71.0;;;;;;;;;;;;;;;;;;;;;;;;;
21;Totaal personen/huishoudens;2011;15.6;;11.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Mannen;1990;10.3;;;8.3;14.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;73.8;15.8;10.3;42.8;39.6;;;;;;;;;;
23;Mannen;1991;10.4;;;8.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Mannen;1992;10.4;;;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Mannen;1993;10.5;;;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Mannen;1994;10.6;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Mannen;1995;10.7;13.7;;4.6;14.4;;;;;;;;;;6.0;11.7;13.7;27.9;;;;;21.5;13.7;75.9;6.0;89.9;12.9;6.6;14.54;26.8;;;;14.5;;3.22;38.05;51.2;4.7;;;;;;;;;;;;;;;;;;;;;;74.6;16.3;11.5;40.9;41.2;;;;;;;;;;
28;Mannen;1996;10.8;14.0;8.0;4.5;14.4;;;;;;;;;;5.3;10.7;13.5;26.4;;;;6.3;21.0;11.8;76.8;5.6;89.6;13.1;7.4;14.97;28.3;;;28.0;14.2;;3.2;37.87;52.2;4.7;11.1;;;;;;;;;;;;;;;;;;;;;74.7;15.6;9.8;40.5;42.2;;;;;;;;;;
29;Mannen;1997;10.9;14.3;8.3;5.6;14.7;;;;;;;;;;6.0;12.3;13.4;27.9;;;;5.7;21.3;11.4;78.1;4.8;89.4;13.2;7.5;15.55;28.2;6.0;28.0;27.0;13.9;;3.2;38.86;51.3;4.7;10.5;;;;;;;;;;;47.0;90.0;66.0;78.0;77.0;67.0;54.0;49.0;39.0;;75.2;16.5;8.6;39.4;44.4;;58.0;2.0;58.0;23.0;9.0;25.0;5.0;47.0;28.0
30;Mannen;1998;11.0;14.6;8.6;6.9;14.7;;;;;;;;;;7.3;12.5;13.1;28.8;;;;7.0;22.5;11.1;79.6;3.7;88.7;12.7;7.6;16.21;29.7;6.1;28.0;26.0;13.6;;3.17;38.69;52.4;5.0;9.6;;;;;;;;;18.0;;46.0;90.0;67.0;78.0;77.0;68.0;55.0;48.0;38.0;;75.2;15.8;7.9;38.7;43.8;;60.0;2.0;58.0;22.0;;;;45.0;30.0
31;Mannen;1999;11.1;14.9;8.9;6.8;14.8;;;;;;;;;;7.1;12.6;12.9;28.6;16.6;;;7.2;22.8;11.4;80.3;3.0;88.5;12.0;7.2;16.79;29.0;6.0;31.0;26.0;13.3;;3.15;38.52;52.7;4.4;10.4;;;;;;;;;30.0;;47.0;91.0;67.0;78.0;77.0;67.0;54.0;45.0;40.0;;75.3;17.4;8.8;36.3;46.9;;58.0;2.0;57.0;22.0;10.0;30.0;5.0;45.0;30.0
32;Mannen;2000;11.2;15.1;9.3;8.1;15.0;;;;;;;;18.0;27.0;5.8;12.4;13.0;28.1;15.7;;;7.1;23.5;11.2;81.2;2.7;87.8;13.1;7.2;17.24;29.9;5.8;31.0;26.0;13.2;;3.09;37.88;52.4;4.2;10.2;;;5.3;;;;;;47.0;;47.0;89.0;65.0;78.0;77.0;68.0;55.0;48.0;40.0;;75.5;16.9;9.1;36.2;47.9;;57.0;2.0;56.0;20.0;;;;46.0;32.0
33;Mannen;2001;11.3;15.5;9.7;7.9;15.2;;;;;;;;20.0;30.0;7.0;11.6;12.8;27.5;17.3;;;7.8;22.3;11.6;81.6;2.5;87.4;13.7;6.3;18.4;28.7;5.7;27.0;26.0;13.1;;3.05;37.56;52.1;4.3;9.4;;;1.7;;;;;;58.0;28.0;48.0;90.0;68.0;81.0;78.0;69.0;56.0;47.0;40.0;;75.8;16.7;9.3;37.4;50.0;80.8;59.0;2.0;57.0;20.0;9.0;27.0;4.0;44.0;31.0
34;Mannen;2002;11.4;15.8;10.1;5.5;15.2;;;;;;;;19.0;32.0;7.2;13.3;13.5;29.8;19.9;;;;22.9;11.3;81.4;3.4;86.5;14.3;6.2;19.05;29.4;5.8;27.0;27.0;13.2;4.8;3.05;37.62;52.5;4.3;9.3;;;0.2;;;;;;66.0;32.0;49.0;90.0;68.0;81.0;78.0;68.0;55.0;47.0;39.0;;76.0;16.9;8.5;36.5;50.7;81.4;65.0;2.0;57.0;20.0;;;;43.0;32.0
35;Mannen;2003;11.5;16.1;10.4;3.8;15.4;;;;;;;;;33.0;7.5;12.4;12.5;28.4;18.3;;;;24.0;10.6;79.5;4.8;85.7;14.9;6.4;19.7;30.3;5.8;;26.0;13.1;4.3;3.08;37.51;51.9;4.2;9.5;;;0.8;;;;;;71.0;37.0;48.0;90.0;71.0;81.0;79.0;67.0;57.0;48.0;40.0;;76.2;16.6;9.3;34.3;51.1;81.3;;2.0;56.0;19.0;10.0;29.0;5.0;43.0;33.0
36;Mannen;2004;11.7;16.4;10.6;2.5;15.9;;;;;;;;;29.0;6.5;12.4;12.3;27.5;16.7;;;;26.0;9.2;78.6;5.7;85.5;15.3;6.8;20.18;30.5;5.8;;27.0;12.9;3.9;3.05;38.53;53.1;4.6;7.4;;;-0.2;;;;;;75.0;43.0;48.0;90.0;71.0;82.0;79.0;70.0;58.0;46.0;39.0;;76.9;17.0;9.8;33.6;51.3;80.5;;1.0;55.0;18.0;;;;43.0;33.0
37;Mannen;2005;12.0;16.6;10.7;1.4;16.0;;;;;;;;18.0;30.0;;;;;;;;6.7;26.5;8.4;78.7;5.5;85.4;15.8;7.7;20.47;29.6;;;28.0;12.2;3.9;2.99;38.1;51.5;4.3;6.9;;;3.2;;;;;;84.0;52.0;47.0;91.0;72.0;83.0;80.0;69.0;58.0;47.0;40.0;;77.2;17.9;9.8;33.8;50.4;80.9;;;56.0;19.0;;;;;
38;Mannen;2006;12.2;17.0;10.8;1.4;16.3;;;;;;;;18.0;33.0;;;;;;;;6.1;26.3;8.2;79.5;4.4;85.2;16.1;8.0;19.97;29.4;;;26.0;11.4;;2.99;37.71;51.2;4.0;6.5;;;3.3;;;;;;86.0;57.0;49.0;93.0;71.0;83.0;80.0;66.0;59.0;45.0;41.0;;77.6;16.6;9.8;34.1;51.1;81.2;;;55.0;18.0;;;;;
39;Mannen;2007;12.5;17.3;10.9;2.9;16.6;;;;;;;;18.0;32.0;;;;;;;;5.9;26.9;8.1;81.1;3.5;84.9;16.6;8.7;20.49;30.2;;;20.0;10.7;;2.94;38.11;51.7;4.4;6.9;;;1.4;;;;;;88.0;62.0;51.0;93.0;69.0;83.0;80.0;64.0;61.0;47.0;42.0;;78.0;16.1;10.2;30.7;51.1;80.8;;2.0;54.0;18.0;;;;46.0;24.0
40;Mannen;2008;12.8;17.5;11.0;5.5;16.9;;;;;;;;15.0;29.0;;;;;;;;5.7;27.9;8.1;82.4;3.2;84.5;16.6;8.4;21.11;31.2;;;22.0;10.1;;;;;;6.3;;;1.5;;;;;;89.0;64.0;51.0;93.0;67.0;83.0;78.0;66.0;60.0;42.0;44.0;;78.32;17.2;9.8;31.1;52.3;81.5;;2.0;55.0;18.0;;;;43.0;27.0
41;Mannen;2009;13.1;17.9;11.2;5.8;17.0;;;;;;;;16.0;28.0;;;;;;;;5.1;28.3;8.0;81.5;4.5;84.0;16.7;7.9;21.66;31.7;;;20.0;9.8;;;;;;6.0;;;1.6;;;;;;93.0;71.0;47.0;91.0;70.0;82.0;80.0;;;47.0;43.0;;78.53;15.8;10.1;30.9;52.5;81.2;;;52.0;16.0;;;;;
42;Mannen;2010;13.5;17.9;11.4;4.9;;;;;;;;;15.0;26.0;;;;;;;;5.1;29.0;8.0;80.0;5.0;83.2;17.2;8.6;;32.7;;;24.0;;;;;;;;;;;;;;;;94.0;75.0;;;;;;;;;;;;;;;;;;;;;;;;;
43;Mannen;2011;13.8;;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Vrouwen;1990;15.2;;;7.5;18.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7;;;;;;;;;;;;;;;;;;;;;;;;;;;80.1;20.8;16.6;31.5;30.6;;;;;;;;;;
45;Vrouwen;1991;15.3;;;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Vrouwen;1992;15.4;;;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Vrouwen;1993;15.5;;;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Vrouwen;1994;15.5;;;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Vrouwen;1995;15.6;11.2;;4.5;18.7;;;;;;;;;;4.8;7.7;14.2;24.0;;;;;17.1;16.0;53.9;11.0;42.1;9.5;12.7;10.91;22.9;;;;13.6;;3.12;24.89;41.3;5.4;;;;;;;;;;;;;;;;;;;;;;80.4;21.2;19.0;31.2;34.7;;;;;;;;;;
50;Vrouwen;1996;15.7;11.4;7.1;4.9;18.6;;;;;;;;;;3.2;7.0;11.6;20.0;;;;4.9;15.8;14.0;54.9;10.6;42.1;9.6;14.1;11.44;24.2;;;19.0;13.9;;3.11;24.79;42.4;5.5;4.4;;;;;;;;;;;;;;;;;;;;;80.4;21.5;16.8;31.7;35.7;;;;;;;;;;
51;Vrouwen;1997;15.8;11.5;7.4;5.6;18.8;;;;;;;;;;4.5;8.4;13.3;23.9;;;;4.4;16.5;13.4;57.4;9.2;41.7;9.5;14.3;11.98;24.9;5.8;41.0;19.0;13.9;;3.14;26.01;42.4;5.1;4.4;;;;;;;;;;;47.0;87.0;68.0;86.0;78.0;69.0;52.0;52.0;32.0;;80.6;21.9;14.7;32.3;36.6;;44.0;1.0;63.0;26.0;14.0;44.0;11.0;44.0;33.0
52;Vrouwen;1998;15.9;11.7;7.8;6.7;18.8;;;;;;;;;;4.1;9.7;13.0;24.0;;;;5.0;17.6;13.0;59.1;7.3;39.9;8.9;14.5;12.59;26.7;5.5;42.0;19.0;14.1;;3.11;25.56;44.1;5.1;3.8;;;;;;;;;13.0;;50.0;88.0;66.0;86.0;79.0;70.0;52.0;52.0;33.0;;80.7;22.0;14.3;30.8;37.2;;47.0;1.0;62.0;26.0;;;;43.0;32.0
