ID;KenmerkenWerknemers;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
228;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2017;;;;;;;;
229;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2018;;;;;;;;
230;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2019;;;;;;;;
231;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2020;;;;;;;;
232;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2021;;;;;;;;
233;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2022;;;;;;;;
234;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2014;;;;;;;;
235;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2015;;;;;;;;
236;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2016;;;;;;;;
237;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2017;;;;;;;;
238;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2018;;;;;;;;
239;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2019;;;;;;;;
240;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2020;;;;;;;;
241;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2021;;;;;;;;
242;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2022;;;;;;;;
243;Arbeidsduur: deeltijd;Waarde;2014;72.3;76.0;62.3;61.6;89.1;90.2;43.3;48.6
244;Arbeidsduur: deeltijd;Waarde;2015;72.1;75.4;62.0;61.8;89.1;90.4;44.6;51.5
245;Arbeidsduur: deeltijd;Waarde;2016;72.6;76.7;61.8;61.4;89.8;91.1;46.8;56.5
246;Arbeidsduur: deeltijd;Waarde;2017;71.4;75.3;61.4;61.2;87.7;88.9;50.2;61.6
247;Arbeidsduur: deeltijd;Waarde;2018;71.9;76.4;61.7;61.4;89.1;90.1;50.6;68.3
248;Arbeidsduur: deeltijd;Waarde;2019;74.1;77.4;61.8;61.7;89.0;89.8;51.8;69.1
249;Arbeidsduur: deeltijd;Waarde;2020;76.0;79.1;61.6;62.3;91.2;91.9;54.1;68.9
250;Arbeidsduur: deeltijd;Waarde;2021;76.1;78.7;61.5;62.0;89.8;90.4;55.3;72.9
251;Arbeidsduur: deeltijd;Waarde;2022;74.9;77.4;62.6;61.2;89.8;89.0;55.5;78.1
252;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2014;71.6;75.3;62.0;61.3;88.6;89.7;42.6;47.9
253;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2015;71.5;74.8;61.8;61.6;88.6;89.9;43.9;50.8
254;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2016;72.0;76.1;61.6;61.2;89.4;90.7;46.1;55.7
255;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2017;70.7;74.7;61.2;61.0;87.2;88.4;49.5;60.9
256;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2018;71.4;75.9;61.6;61.3;88.7;89.8;50.0;67.8
257;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2019;73.5;76.9;61.6;61.5;88.6;89.4;51.2;68.5
258;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2020;75.4;78.6;61.4;62.1;90.9;91.6;53.5;68.4
259;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2021;75.5;78.1;61.3;61.8;89.4;90.0;54.6;72.3
260;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2022;74.3;76.9;62.4;61.0;89.4;88.6;54.9;77.6
261;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2014;73.0;76.7;62.5;61.8;89.6;90.6;44.1;49.4
262;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2015;72.7;76.0;62.2;62.0;89.5;90.8;45.3;52.2
263;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2016;73.3;77.2;62.0;61.6;90.2;91.5;47.5;57.2
264;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2017;72.0;75.9;61.6;61.4;88.1;89.3;50.9;62.3
265;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2018;72.4;76.9;61.9;61.6;89.4;90.5;51.2;68.8
266;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2019;74.6;77.9;62.0;61.9;89.4;90.2;52.4;69.6
267;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2020;76.5;79.6;61.8;62.5;91.6;92.3;54.7;69.5
268;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2021;76.7;79.2;61.7;62.2;90.2;90.7;56.0;73.5
269;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2022;75.4;78.0;62.7;61.4;90.2;89.4;56.1;78.6
270;Arbeidsduur: voltijd;Waarde;2014;74.1;77.1;63.7;63.6;92.4;90.8;50.8;57.9
271;Arbeidsduur: voltijd;Waarde;2015;74.4;77.6;63.8;63.6;90.9;91.2;51.4;59.1
272;Arbeidsduur: voltijd;Waarde;2016;74.5;77.3;63.6;63.5;92.2;91.5;53.0;63.2
273;Arbeidsduur: voltijd;Waarde;2017;73.3;76.9;63.6;63.3;90.8;89.8;54.0;68.0
274;Arbeidsduur: voltijd;Waarde;2018;73.4;77.1;63.4;63.4;91.0;90.5;54.9;72.3
275;Arbeidsduur: voltijd;Waarde;2019;75.5;78.7;63.5;63.6;90.8;90.3;55.7;73.4
276;Arbeidsduur: voltijd;Waarde;2020;77.5;79.6;63.7;64.3;93.0;92.3;58.3;72.8
277;Arbeidsduur: voltijd;Waarde;2021;78.0;79.4;63.1;64.0;91.5;90.5;59.8;78.0
278;Arbeidsduur: voltijd;Waarde;2022;77.0;78.4;63.4;63.7;92.2;89.7;61.0;83.2
279;Arbeidsduur: voltijd;Ondergrens 95%-interval;2014;73.4;76.4;63.6;63.4;92.0;90.4;50.1;57.2
280;Arbeidsduur: voltijd;Ondergrens 95%-interval;2015;73.7;77.0;63.7;63.4;90.5;90.7;50.6;58.4
281;Arbeidsduur: voltijd;Ondergrens 95%-interval;2016;73.9;76.7;63.5;63.3;91.8;91.1;52.3;62.5
282;Arbeidsduur: voltijd;Ondergrens 95%-interval;2017;72.6;76.2;63.5;63.2;90.4;89.4;53.3;67.3
283;Arbeidsduur: voltijd;Ondergrens 95%-interval;2018;72.9;76.6;63.3;63.3;90.6;90.1;54.2;71.8
284;Arbeidsduur: voltijd;Ondergrens 95%-interval;2019;74.9;78.1;63.4;63.5;90.4;89.9;55.0;72.9
285;Arbeidsduur: voltijd;Ondergrens 95%-interval;2020;76.9;79.1;63.6;64.2;92.6;91.9;57.6;72.2
286;Arbeidsduur: voltijd;Ondergrens 95%-interval;2021;77.4;78.8;63.0;63.8;91.1;90.0;59.0;77.4
287;Arbeidsduur: voltijd;Ondergrens 95%-interval;2022;76.5;77.9;63.3;63.6;91.9;89.3;60.4;82.8
288;Arbeidsduur: voltijd;Bovengrens 95%-interval;2014;74.8;77.8;63.8;63.7;92.8;91.3;51.6;58.7
289;Arbeidsduur: voltijd;Bovengrens 95%-interval;2015;75.0;78.2;63.9;63.7;91.3;91.6;52.1;59.8
290;Arbeidsduur: voltijd;Bovengrens 95%-interval;2016;75.2;77.9;63.7;63.6;92.6;91.9;53.7;63.9
291;Arbeidsduur: voltijd;Bovengrens 95%-interval;2017;73.9;77.5;63.7;63.5;91.3;90.3;54.7;68.6
292;Arbeidsduur: voltijd;Bovengrens 95%-interval;2018;74.0;77.7;63.5;63.5;91.3;90.9;55.5;72.9
293;Arbeidsduur: voltijd;Bovengrens 95%-interval;2019;76.1;79.2;63.6;63.8;91.1;90.7;56.4;74.0
294;Arbeidsduur: voltijd;Bovengrens 95%-interval;2020;78.0;80.2;63.8;64.4;93.3;92.7;58.9;73.4
295;Arbeidsduur: voltijd;Bovengrens 95%-interval;2021;78.6;80.0;63.3;64.1;91.9;90.9;60.5;78.6
296;Arbeidsduur: voltijd;Bovengrens 95%-interval;2022;77.6;78.9;63.5;63.8;92.6;90.1;61.6;83.7
297;Arbeidsduur: minder dan 20 uur per week;Waarde;2014;74.3;75.5;60.0;60.1;89.1;92.2;45.0;55.1
298;Arbeidsduur: minder dan 20 uur per week;Waarde;2015;74.2;75.2;59.3;60.8;89.3;92.0;47.4;57.1
299;Arbeidsduur: minder dan 20 uur per week;Waarde;2016;75.0;76.4;59.2;60.2;90.3;93.1;48.8;61.5
300;Arbeidsduur: minder dan 20 uur per week;Waarde;2017;74.0;75.6;58.2;59.7;88.6;91.1;52.7;66.0
301;Arbeidsduur: minder dan 20 uur per week;Waarde;2018;73.7;76.0;59.2;60.2;89.4;92.0;52.0;71.5
302;Arbeidsduur: minder dan 20 uur per week;Waarde;2019;76.0;77.7;59.3;60.3;89.4;91.6;54.2;72.4
303;Arbeidsduur: minder dan 20 uur per week;Waarde;2020;77.5;78.6;58.1;60.6;91.7;93.6;55.7;70.9
304;Arbeidsduur: minder dan 20 uur per week;Waarde;2021;77.5;79.1;58.0;60.2;90.4;92.4;56.4;75.1
305;Arbeidsduur: minder dan 20 uur per week;Waarde;2022;77.8;78.3;59.1;57.9;90.0;92.2;55.3;77.8
306;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2014;73.2;74.4;59.4;59.6;88.3;91.5;43.8;53.8
307;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2015;73.2;74.2;58.8;60.4;88.6;91.4;46.3;56.0
308;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2016;74.0;75.5;58.7;59.8;89.6;92.5;47.7;60.4
309;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2017;73.0;74.6;57.7;59.2;87.9;90.4;51.6;65.0
310;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2018;72.9;75.2;58.8;59.9;88.9;91.5;51.1;70.7
311;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2019;75.2;76.9;59.0;60.0;88.8;91.0;53.2;71.6
312;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2020;76.6;77.8;57.7;60.2;91.1;93.1;54.7;70.0
313;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2021;76.6;78.1;57.5;59.7;89.7;91.7;55.3;74.1
314;Arbeidsduur: minder dan 20 uur per week;Ondergrens 95%-interval;2022;76.8;77.4;58.5;57.3;89.3;91.6;54.2;76.9
315;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2014;75.4;76.5;60.5;60.7;89.9;92.9;46.3;56.3
316;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2015;75.1;76.1;59.7;61.2;89.9;92.6;48.5;58.2
317;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2016;75.9;77.3;59.6;60.6;90.9;93.6;49.9;62.6
318;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2017;75.0;76.5;58.8;60.2;89.3;91.7;53.9;67.1
319;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2018;74.5;76.8;59.6;60.6;90.0;92.5;52.9;72.3
320;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2019;76.8;78.5;59.7;60.7;90.0;92.1;55.1;73.2
321;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2020;78.3;79.5;58.6;61.1;92.2;94.1;56.7;71.8
322;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2021;78.5;80.0;58.6;60.7;91.1;92.9;57.5;76.0
323;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2022;78.7;79.3;59.6;58.4;90.7;92.8;56.4;78.7
324;Arbeidsduur: 20 tot 35 uur per week;Waarde;2014;70.8;76.4;63.7;62.5;89.1;88.7;42.1;44.0
325;Arbeidsduur: 20 tot 35 uur per week;Waarde;2015;70.6;75.7;63.7;62.4;88.9;89.2;42.6;47.5
326;Arbeidsduur: 20 tot 35 uur per week;Waarde;2016;71.0;76.8;63.5;62.2;89.4;89.7;45.4;52.8
327;Arbeidsduur: 20 tot 35 uur per week;Waarde;2017;69.6;75.1;63.3;62.0;87.1;87.4;48.4;58.6
328;Arbeidsduur: 20 tot 35 uur per week;Waarde;2018;70.7;76.6;63.4;62.2;88.8;88.8;49.6;66.0
329;Arbeidsduur: 20 tot 35 uur per week;Waarde;2019;72.7;77.3;63.4;62.6;88.7;88.6;50.0;66.7
330;Arbeidsduur: 20 tot 35 uur per week;Waarde;2020;74.9;79.4;63.7;63.2;90.9;90.8;53.0;67.6
331;Arbeidsduur: 20 tot 35 uur per week;Waarde;2021;75.3;78.4;63.4;63.0;89.4;89.1;54.6;71.6
332;Arbeidsduur: 20 tot 35 uur per week;Waarde;2022;73.5;77.0;63.9;62.5;89.7;87.5;55.6;78.3
333;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2014;69.9;75.5;63.6;62.3;88.4;88.0;41.1;43.0
334;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2015;69.8;74.9;63.6;62.2;88.3;88.6;41.7;46.6
335;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2016;70.1;76.1;63.4;62.0;88.9;89.1;44.4;51.9
336;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2017;68.7;74.3;63.2;61.8;86.4;86.7;47.5;57.7
337;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2018;70.0;76.0;63.3;62.0;88.3;88.3;48.8;65.3
338;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2019;72.0;76.6;63.3;62.4;88.2;88.0;49.3;65.9
339;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2020;74.2;78.8;63.6;63.1;90.4;90.3;52.2;66.9
340;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2021;74.5;77.7;63.3;62.8;88.9;88.6;53.8;70.9
341;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2022;72.8;76.4;63.7;62.3;89.2;87.0;54.8;77.6
342;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2014;71.7;77.2;63.9;62.7;89.7;89.3;43.1;45.0
343;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2015;71.5;76.4;63.9;62.6;89.5;89.8;43.5;48.4
344;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2016;71.8;77.6;63.7;62.4;90.0;90.2;46.3;53.7
345;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2017;70.4;75.9;63.5;62.2;87.7;87.9;49.3;59.5
346;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2018;71.3;77.3;63.5;62.3;89.3;89.3;50.3;66.7
347;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2019;73.4;77.9;63.6;62.8;89.2;89.0;50.8;67.4
348;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2020;75.6;80.1;63.9;63.4;91.4;91.2;53.7;68.4
349;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2021;76.0;79.1;63.6;63.2;89.9;89.6;55.5;72.3
350;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2022;74.2;77.6;64.0;62.7;90.1;88.0;56.3;78.9
351;Arbeidsbelemmering: niet belemmerd;Waarde;2014;;;;;;;;
352;Arbeidsbelemmering: niet belemmerd;Waarde;2015;76.4;78.9;62.9;63.1;93.3;92.5;50.7;58.9
353;Arbeidsbelemmering: niet belemmerd;Waarde;2016;;;;;;;;
354;Arbeidsbelemmering: niet belemmerd;Waarde;2017;75.6;78.6;62.5;62.7;93.0;91.5;54.9;68.5
355;Arbeidsbelemmering: niet belemmerd;Waarde;2018;;;;;;;;
356;Arbeidsbelemmering: niet belemmerd;Waarde;2019;78.1;80.6;62.6;63.1;93.4;92.3;56.7;74.8
357;Arbeidsbelemmering: niet belemmerd;Waarde;2020;;;;;;;;
358;Arbeidsbelemmering: niet belemmerd;Waarde;2021;80.2;81.4;62.2;63.5;94.2;92.7;60.6;78.7
359;Arbeidsbelemmering: niet belemmerd;Waarde;2022;78.3;79.4;62.5;62.8;94.5;91.7;60.9;83.6
360;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2014;;;;;;;;
361;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2015;75.9;78.5;62.8;63.0;93.1;92.2;50.1;58.3
362;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2016;;;;;;;;
363;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2017;75.1;78.1;62.3;62.6;92.7;91.2;54.3;68.0
364;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2018;;;;;;;;
365;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2019;77.6;80.2;62.4;63.0;93.2;92.0;56.2;74.4
366;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2020;;;;;;;;
367;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2021;79.8;81.0;62.1;63.3;93.9;92.4;60.0;78.3
368;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2022;77.7;78.8;62.4;62.6;94.2;91.3;60.2;83.0
369;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2014;;;;;;;;
370;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2015;76.9;79.4;63.0;63.3;93.6;92.8;51.3;59.4
371;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2016;;;;;;;;
372;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2017;76.1;79.1;62.6;62.9;93.3;91.9;55.4;69.0
373;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2018;;;;;;;;
374;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2019;78.5;81.0;62.7;63.2;93.7;92.6;57.2;75.3
375;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2020;;;;;;;;
376;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2021;80.7;81.9;62.4;63.6;94.4;93.0;61.1;79.2
377;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2022;78.9;79.9;62.7;63.0;94.8;92.1;61.6;84.1
378;Arbeidsbelemmering: licht belemmerd;Waarde;2014;;;;;;;;
379;Arbeidsbelemmering: licht belemmerd;Waarde;2015;61.3;67.4;63.0;61.0;78.7;85.1;37.6;40.9
380;Arbeidsbelemmering: licht belemmerd;Waarde;2016;;;;;;;;
381;Arbeidsbelemmering: licht belemmerd;Waarde;2017;59.7;67.4;63.0;60.9;77.4;82.6;42.5;50.6
382;Arbeidsbelemmering: licht belemmerd;Waarde;2018;;;;;;;;
383;Arbeidsbelemmering: licht belemmerd;Waarde;2019;64.2;70.3;63.0;61.4;79.8;84.1;43.9;58.1
384;Arbeidsbelemmering: licht belemmerd;Waarde;2020;;;;;;;;
385;Arbeidsbelemmering: licht belemmerd;Waarde;2021;66.2;71.6;62.6;61.3;80.5;84.7;47.0;63.3
386;Arbeidsbelemmering: licht belemmerd;Waarde;2022;62.8;68.3;63.4;61.4;80.3;81.7;47.2;70.4
387;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2014;;;;;;;;
388;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2015;60.0;66.2;62.8;60.7;77.7;84.1;36.3;39.7
389;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2016;;;;;;;;
390;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2017;58.5;66.2;62.7;60.6;76.3;81.7;41.2;49.3
391;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2018;;;;;;;;
392;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2019;63.1;69.3;62.8;61.2;78.9;83.3;42.8;57.0
393;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2020;;;;;;;;
394;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2021;65.0;70.4;62.3;61.0;79.5;83.8;45.7;62.1
395;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2022;61.2;66.8;63.1;60.9;79.1;80.4;45.7;69.0
396;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2014;;;;;;;;
397;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2015;62.5;68.6;63.3;61.3;79.8;86.0;38.9;42.2
398;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2016;;;;;;;;
399;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2017;61.0;68.6;63.2;61.2;78.5;83.6;43.8;51.9
400;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2018;;;;;;;;
401;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2019;65.2;71.3;63.2;61.6;80.6;84.9;45.0;59.2
402;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2020;;;;;;;;
403;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2021;67.3;72.7;62.9;61.6;81.4;85.6;48.2;64.5
404;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2022;64.3;69.7;63.7;61.8;81.5;82.9;48.8;71.8
405;Arbeidsbelemmering: sterk belemmerd;Waarde;2014;;;;;;;;
406;Arbeidsbelemmering: sterk belemmerd;Waarde;2015;48.7;56.2;63.6;59.8;52.4;69.5;25.8;25.3
407;Arbeidsbelemmering: sterk belemmerd;Waarde;2016;;;;;;;;
408;Arbeidsbelemmering: sterk belemmerd;Waarde;2017;46.8;52.6;62.8;59.0;48.0;65.3;28.0;32.7
409;Arbeidsbelemmering: sterk belemmerd;Waarde;2018;;;;;;;;
410;Arbeidsbelemmering: sterk belemmerd;Waarde;2019;48.0;54.3;63.2;59.8;51.9;64.4;32.2;41.0
411;Arbeidsbelemmering: sterk belemmerd;Waarde;2020;;;;;;;;
412;Arbeidsbelemmering: sterk belemmerd;Waarde;2021;51.9;57.6;63.0;60.2;51.4;62.4;34.1;44.6
413;Arbeidsbelemmering: sterk belemmerd;Waarde;2022;46.1;53.5;64.3;59.8;53.0;60.2;36.4;56.9
414;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2014;;;;;;;;
415;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2015;45.9;53.4;63.2;59.1;49.6;66.8;23.4;22.8
416;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2016;;;;;;;;
417;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2017;44.0;49.8;62.3;58.3;45.2;62.6;25.5;30.1
418;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2018;;;;;;;;
419;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2019;45.7;52.0;62.8;59.2;49.6;62.1;30.0;38.8
420;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2020;;;;;;;;
421;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2021;49.3;55.0;62.4;59.5;48.9;59.9;31.7;42.0
422;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2022;42.7;50.1;63.8;58.8;49.6;56.7;33.1;53.5
423;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2014;;;;;;;;
424;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2015;51.5;59.0;64.0;60.5;55.2;72.0;28.4;27.9
425;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2016;;;;;;;;
426;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2017;49.6;55.4;63.3;59.7;50.9;67.9;30.6;35.5
427;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2018;;;;;;;;
428;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2019;50.3;56.6;63.7;60.3;54.3;66.6;34.4;43.4
429;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2020;;;;;;;;
430;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2021;54.4;60.1;63.6;60.9;54.0;64.9;36.7;47.2
431;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2022;49.5;56.9;64.9;60.8;56.4;63.5;39.8;60.3
