ID;Afzet;AlleBedrijfstakken;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3;Wegingscoefficient_4
0;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018 januari;90.7;;;493529
1;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018 februari;90.5;-0.3;;493529
2;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018 maart;90.7;0.2;;493529
3;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018 april;91.0;0.3;;493529
4;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018 mei;92.0;1.1;;493529
5;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018 juni;92.5;0.5;;493529
6;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018 juli;92.7;0.2;;493529
7;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018 augustus;92.8;0.2;;493529
8;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018 september;93.2;0.4;;493529
9;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018 oktober;93.7;0.6;;493529
10;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018 november;92.6;-1.2;;493529
11;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018 december;91.2;-1.5;;493529
12;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2018;92.0;;;493529
13;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019 januari;92.0;0.9;1.4;493529
14;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019 februari;92.2;0.2;1.8;493529
15;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019 maart;92.3;0.2;1.8;493529
16;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019 april;93.1;0.9;2.4;493529
17;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019 mei;93.2;0.0;1.3;493529
18;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019 juni;92.1;-1.1;-0.4;493529
19;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019 juli;92.1;-0.1;-0.6;493529
20;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019 augustus;91.6;-0.5;-1.3;493529
21;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019 september;91.9;0.3;-1.4;493529
22;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019 oktober;92.0;0.2;-1.8;493529
23;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019 november;92.1;0.1;-0.5;493529
24;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019 december;92.4;0.3;1.3;493529
25;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2019;92.3;;0.3;493529
26;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020 januari;92.7;0.3;0.8;493529
27;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020 februari;92.1;-0.7;-0.1;493529
28;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020 maart;89.3;-3.1;-3.3;493529
29;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020 april;87.1;-2.4;-6.5;493529
30;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020 mei;87.2;0.1;-6.4;493529
31;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020 juni;87.9;0.8;-4.6;493529
32;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020 juli;88.2;0.3;-4.2;493529
33;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020 augustus;88.2;0.0;-3.7;493529
34;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020 september;88.2;0.1;-4.0;493529
35;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020 oktober;88.4;0.2;-4.0;493529
36;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020 november;88.8;0.5;-3.6;493529
37;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020 december;89.6;0.9;-3.0;493529
38;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2020;89.0;;-3.6;493529
39;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021 januari;91.7;2.3;-1.1;493529
40;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021 februari;93.0;1.5;1.0;493529
41;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021 maart;94.5;1.6;5.9;493529
42;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021 april;96.0;1.5;10.2;493529
43;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021 mei;97.0;1.0;11.2;493529
44;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021 juni;98.1;1.1;11.5;493529
45;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021 juli;100.4;2.4;13.9;493529
46;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021 augustus;101.4;1.0;14.9;493529
47;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021 september;103.1;1.7;16.8;493529
48;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021 oktober;106.8;3.6;20.8;493529
49;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021 november;108.5;1.6;22.1;493529
50;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021 december;109.7;1.1;22.4;493529
51;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2021;100.0;;12.4;493529
52;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022 januari;114.5;4.4;24.9;493529
53;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022 februari;115.5;0.9;24.1;493529
54;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022 maart;121.0;4.8;28.0;493529
55;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022 april;125.5;3.8;30.8;493529
56;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022 mei;126.0;0.4;29.9;493529
57;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022 juni;128.1;1.7;30.7;493529
58;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022 juli;131.6;2.7;31.1;493529
59;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022 augustus;134.1;1.9;32.3;493529
60;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022 september;133.4;-0.5;29.4;493529
61;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022 oktober;133.7;0.2;25.2;493529
62;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022 november;131.2;-1.9;21.0;493529
63;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022 december ;129.1;-1.6;17.7;493529
64;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2022;127.0;;27.0;493529
65;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023 januari;130.7;1.2;14.2;493529
66;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023 februari;130.2;-0.4;12.8;493529
67;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023 maart;128.2;-1.6;5.9;493529
68;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023 april;125.4;-2.1;-0.1;493529
69;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023 mei;123.3;-1.7;-2.1;493529
70;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023 juni;123.2;-0.1;-3.8;493529
71;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023 juli;121.6;-1.3;-7.6;493529
72;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023 augustus;122.8;1.0;-8.4;493529
73;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023 september;124.4;1.3;-6.8;493529
74;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023 oktober;123.2;-0.9;-7.9;493529
75;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023 november;122.8;-0.3;-6.4;493529
76;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023 december;121.4;-1.2;-6.0;493529
77;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2023;124.8;;-1.7;493529
78;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024 januari;121.0;-0.3;-7.4;493529
79;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024 februari;121.0;0.0;-7.1;493529
80;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024 maart;121.5;0.4;-5.2;493529
81;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024 april;121.8;0.2;-2.9;493529
82;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024 mei;121.0;-0.7;-1.9;493529
83;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024  juni;121.3;0.3;-1.5;493529
84;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024 juli;121.2;-0.1;-0.3;493529
85;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024 augustus;120.4;-0.6;-1.9;493529
86;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024 september;120.0;-0.3;-3.5;493529
87;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024 oktober;120.4;0.3;-2.3;493529
88;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024 november;121.5;0.9;-1.1;493529
89;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024 december;121.8;0.3;0.4;493529
90;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2024;121.1;;-3.0;493529
91;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2025 januari;123.5;1.4;2.1;493529
92;Totaal afzetprijzen;B-E Nijverheid (geen bouw) en energie;2025 februari;124.1;0.5;2.6;493529
93;Totaal afzetprijzen;B Delfstoffenwinning;2018 januari;77.6;;;11409
94;Totaal afzetprijzen;B Delfstoffenwinning;2018 februari;74.3;-4.3;;11409
95;Totaal afzetprijzen;B Delfstoffenwinning;2018 maart;75.3;1.4;;11409
96;Totaal afzetprijzen;B Delfstoffenwinning;2018 april;74.7;-0.7;;11409
97;Totaal afzetprijzen;B Delfstoffenwinning;2018 mei;77.9;4.2;;11409
98;Totaal afzetprijzen;B Delfstoffenwinning;2018 juni;81.7;4.8;;11409
99;Totaal afzetprijzen;B Delfstoffenwinning;2018 juli;83.1;1.7;;11409
100;Totaal afzetprijzen;B Delfstoffenwinning;2018 augustus;83.5;0.6;;11409
101;Totaal afzetprijzen;B Delfstoffenwinning;2018 september;87.3;4.5;;11409
102;Totaal afzetprijzen;B Delfstoffenwinning;2018 oktober;93.5;7.1;;11409
103;Totaal afzetprijzen;B Delfstoffenwinning;2018 november;87.6;-6.3;;11409
104;Totaal afzetprijzen;B Delfstoffenwinning;2018 december;84.1;-4.0;;11409
105;Totaal afzetprijzen;B Delfstoffenwinning;2018;81.7;;;11409
106;Totaal afzetprijzen;B Delfstoffenwinning;2019 januari;83.4;-0.9;7.4;11409
107;Totaal afzetprijzen;B Delfstoffenwinning;2019 februari;84.0;0.7;13.0;11409
108;Totaal afzetprijzen;B Delfstoffenwinning;2019 maart;75.5;-10.1;0.3;11409
109;Totaal afzetprijzen;B Delfstoffenwinning;2019 april;72.9;-3.4;-2.4;11409
110;Totaal afzetprijzen;B Delfstoffenwinning;2019 mei;72.6;-0.4;-6.8;11409
111;Totaal afzetprijzen;B Delfstoffenwinning;2019 juni;67.6;-6.9;-17.2;11409
112;Totaal afzetprijzen;B Delfstoffenwinning;2019 juli;64.8;-4.2;-22.0;11409
113;Totaal afzetprijzen;B Delfstoffenwinning;2019 augustus;63.8;-1.4;-23.6;11409
114;Totaal afzetprijzen;B Delfstoffenwinning;2019 september;65.0;1.8;-25.6;11409
115;Totaal afzetprijzen;B Delfstoffenwinning;2019 oktober;70.1;7.9;-25.0;11409
116;Totaal afzetprijzen;B Delfstoffenwinning;2019 november;71.1;1.4;-18.9;11409
117;Totaal afzetprijzen;B Delfstoffenwinning;2019 december;73.3;3.1;-12.9;11409
118;Totaal afzetprijzen;B Delfstoffenwinning;2019;72.0;;-11.9;11409
119;Totaal afzetprijzen;B Delfstoffenwinning;2020 januari;72.6;-0.9;-12.9;11409
120;Totaal afzetprijzen;B Delfstoffenwinning;2020 februari;67.3;-7.3;-19.8;11409
121;Totaal afzetprijzen;B Delfstoffenwinning;2020 maart;58.7;-12.8;-22.2;11409
122;Totaal afzetprijzen;B Delfstoffenwinning;2020 april;54.7;-6.9;-25.0;11409
123;Totaal afzetprijzen;B Delfstoffenwinning;2020 mei;52.1;-4.8;-28.3;11409
124;Totaal afzetprijzen;B Delfstoffenwinning;2020 juni;51.0;-2.0;-24.5;11409
125;Totaal afzetprijzen;B Delfstoffenwinning;2020 juli;50.2;-1.6;-22.5;11409
126;Totaal afzetprijzen;B Delfstoffenwinning;2020 augustus;50.8;1.1;-20.4;11409
127;Totaal afzetprijzen;B Delfstoffenwinning;2020 september;56.4;11.0;-13.2;11409
128;Totaal afzetprijzen;B Delfstoffenwinning;2020 oktober;58.6;4.0;-16.3;11409
129;Totaal afzetprijzen;B Delfstoffenwinning;2020 november;62.5;6.5;-12.2;11409
130;Totaal afzetprijzen;B Delfstoffenwinning;2020 december;63.0;0.9;-14.0;11409
131;Totaal afzetprijzen;B Delfstoffenwinning;2020;58.2;;-19.2;11409
132;Totaal afzetprijzen;B Delfstoffenwinning;2021 januari;67.1;6.4;-7.6;11409
133;Totaal afzetprijzen;B Delfstoffenwinning;2021 februari;73.1;9.0;8.6;11409
134;Totaal afzetprijzen;B Delfstoffenwinning;2021 maart;70.7;-3.2;20.4;11409
135;Totaal afzetprijzen;B Delfstoffenwinning;2021 april;70.8;0.0;29.4;11409
136;Totaal afzetprijzen;B Delfstoffenwinning;2021 mei;77.7;9.9;49.3;11409
137;Totaal afzetprijzen;B Delfstoffenwinning;2021 juni;85.2;9.6;66.9;11409
138;Totaal afzetprijzen;B Delfstoffenwinning;2021 juli;95.2;11.8;89.7;11409
139;Totaal afzetprijzen;B Delfstoffenwinning;2021 augustus;106.2;11.5;109.1;11409
140;Totaal afzetprijzen;B Delfstoffenwinning;2021 september;115.8;9.1;105.4;11409
141;Totaal afzetprijzen;B Delfstoffenwinning;2021 oktober;135.6;17.1;131.2;11409
142;Totaal afzetprijzen;B Delfstoffenwinning;2021 november;151.9;12.0;143.1;11409
143;Totaal afzetprijzen;B Delfstoffenwinning;2021 december;150.7;-0.7;139.2;11409
144;Totaal afzetprijzen;B Delfstoffenwinning;2021;100.0;;71.9;11409
145;Totaal afzetprijzen;B Delfstoffenwinning;2022 januari;173.5;15.1;158.6;11409
146;Totaal afzetprijzen;B Delfstoffenwinning;2022 februari;160.5;-7.5;119.6;11409
147;Totaal afzetprijzen;B Delfstoffenwinning;2022 maart;166.5;3.7;135.4;11409
148;Totaal afzetprijzen;B Delfstoffenwinning;2022 april;;;;11409
149;Totaal afzetprijzen;B Delfstoffenwinning;2022 mei;184.9;;137.8;11409
150;Totaal afzetprijzen;B Delfstoffenwinning;2022 juni;185.9;0.5;118.2;11409
151;Totaal afzetprijzen;B Delfstoffenwinning;2022 juli;208.8;12.3;119.2;11409
152;Totaal afzetprijzen;B Delfstoffenwinning;2022 augustus;276.7;32.5;160.6;11409
153;Totaal afzetprijzen;B Delfstoffenwinning;2022 september;339.1;22.5;192.8;11409
154;Totaal afzetprijzen;B Delfstoffenwinning;2022 oktober;337.7;-0.4;149.1;11409
155;Totaal afzetprijzen;B Delfstoffenwinning;2022 november;309.7;-8.3;104.0;11409
156;Totaal afzetprijzen;B Delfstoffenwinning;2022 december ;266.7;-13.9;76.9;11409
157;Totaal afzetprijzen;B Delfstoffenwinning;2022;;;;11409
158;Totaal afzetprijzen;B Delfstoffenwinning;2023 januari;249.9;-6.3;44.1;11409
159;Totaal afzetprijzen;B Delfstoffenwinning;2023 februari;250.4;0.2;56.0;11409
160;Totaal afzetprijzen;B Delfstoffenwinning;2023 maart;222.5;-11.1;33.6;11409
161;Totaal afzetprijzen;B Delfstoffenwinning;2023 april;184.0;-17.3;;11409
162;Totaal afzetprijzen;B Delfstoffenwinning;2023 mei;167.0;-9.3;-9.7;11409
163;Totaal afzetprijzen;B Delfstoffenwinning;2023 juni;167.7;0.5;-9.8;11409
164;Totaal afzetprijzen;B Delfstoffenwinning;2023 juli;163.0;-2.8;-21.9;11409
165;Totaal afzetprijzen;B Delfstoffenwinning;2023 augustus;160.4;-1.6;-42.0;11409
166;Totaal afzetprijzen;B Delfstoffenwinning;2023 september;173.3;8.1;-48.9;11409
167;Totaal afzetprijzen;B Delfstoffenwinning;2023 oktober;163.3;-5.8;-51.6;11409
168;Totaal afzetprijzen;B Delfstoffenwinning;2023 november;179.5;9.9;-42.1;11409
169;Totaal afzetprijzen;B Delfstoffenwinning;2023 december;185.4;3.3;-30.5;11409
170;Totaal afzetprijzen;B Delfstoffenwinning;2023;188.9;;;11409
171;Totaal afzetprijzen;B Delfstoffenwinning;2024 januari;161.6;-12.8;-35.3;11409
172;Totaal afzetprijzen;B Delfstoffenwinning;2024 februari;141.1;-12.7;-43.6;11409
173;Totaal afzetprijzen;B Delfstoffenwinning;2024 maart;150.7;6.8;-32.2;11409
174;Totaal afzetprijzen;B Delfstoffenwinning;2024 april;149.7;-0.7;-18.6;11409
175;Totaal afzetprijzen;B Delfstoffenwinning;2024 mei;150.8;0.7;-9.7;11409
176;Totaal afzetprijzen;B Delfstoffenwinning;2024  juni;161.2;6.9;-3.9;11409
177;Totaal afzetprijzen;B Delfstoffenwinning;2024 juli;171.0;6.1;4.9;11409
178;Totaal afzetprijzen;B Delfstoffenwinning;2024 augustus;154.8;-9.5;-3.5;11409
179;Totaal afzetprijzen;B Delfstoffenwinning;2024 september;163.8;5.8;-5.5;11409
180;Totaal afzetprijzen;B Delfstoffenwinning;2024 oktober;151.6;-7.4;-7.1;11409
181;Totaal afzetprijzen;B Delfstoffenwinning;2024 november;159.7;5.3;-11.0;11409
182;Totaal afzetprijzen;B Delfstoffenwinning;2024 december;167.9;5.1;-9.4;11409
183;Totaal afzetprijzen;B Delfstoffenwinning;2024;157.0;;-16.9;11409
184;Totaal afzetprijzen;B Delfstoffenwinning;2025 januari;170.0;1.3;5.2;11409
185;Totaal afzetprijzen;B Delfstoffenwinning;2025 februari;175.0;2.9;24.0;11409
186;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018 januari;;;;7816
187;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018 februari;;;;7816
188;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018 maart;;;;7816
189;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018 april;;;;7816
190;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018 mei;;;;7816
191;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018 juni;;;;7816
192;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018 juli;;;;7816
193;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018 augustus;;;;7816
194;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018 september;;;;7816
195;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018 oktober;;;;7816
196;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018 november;;;;7816
197;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018 december;;;;7816
198;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2018;76.8;;;7816
199;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019 januari;;;;7816
200;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019 februari;;;;7816
201;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019 maart;;;;7816
202;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019 april;;;;7816
203;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019 mei;;;;7816
204;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019 juni;;;;7816
205;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019 juli;;;;7816
206;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019 augustus;;;;7816
207;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019 september;;;;7816
208;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019 oktober;;;;7816
209;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019 november;;;;7816
210;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019 december;;;;7816
211;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2019;;;;7816
212;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020 januari;;;;7816
213;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020 februari;;;;7816
214;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020 maart;;;;7816
215;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020 april;38.6;;;7816
216;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020 mei;;;;7816
217;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020 juni;;;;7816
218;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020 juli;;;;7816
219;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020 augustus;;;;7816
220;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020 september;;;;7816
221;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020 oktober;;;;7816
222;Totaal afzetprijzen;06 Winning van aardolie en aardgas;2020 november;;;;7816
