ID;Afzet;AlleBedrijfstakken;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3;Wegingscoefficient_4
699;Totaal afzetprijzen;089 Winning van overige delfstoffen;2021 oktober;110.4;9.5;20.7;406
700;Totaal afzetprijzen;089 Winning van overige delfstoffen;2021 november;111.4;0.9;21.6;406
701;Totaal afzetprijzen;089 Winning van overige delfstoffen;2021 december;118.0;5.9;27.4;406
702;Totaal afzetprijzen;089 Winning van overige delfstoffen;2021;100.0;;7.8;406
703;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022 januari;137.1;16.2;49.9;406
704;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022 februari;137.4;0.3;49.3;406
705;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022 maart;140.6;2.3;50.6;406
706;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022 april;145.9;3.7;53.8;406
707;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022 mei;146.0;0.1;53.9;406
708;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022 juni;144.4;-1.1;52.2;406
709;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022 juli;;;;406
710;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022 augustus;;;;406
711;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022 september;;;;406
712;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022 oktober;;;;406
713;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022 november;;;;406
714;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022 december ;;;;406
715;Totaal afzetprijzen;089 Winning van overige delfstoffen;2022;;;;406
716;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023 januari;;;;406
717;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023 februari;;;;406
718;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023 maart;;;;406
719;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023 april;;;;406
720;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023 mei;;;;406
721;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023 juni;;;;406
722;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023 juli;;;;406
723;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023 augustus;;;;406
724;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023 september;;;;406
725;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023 oktober;;;;406
726;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023 november;;;;406
727;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023 december;;;;406
728;Totaal afzetprijzen;089 Winning van overige delfstoffen;2023;;;;406
729;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024 januari;;;;406
730;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024 februari;;;;406
731;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024 maart;;;;406
732;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024 april;134.9;;;406
733;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024 mei;129.0;-4.4;;406
734;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024  juni;129.8;0.6;;406
735;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024 juli;131.6;1.4;;406
736;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024 augustus;132.2;0.4;;406
737;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024 september;134.0;1.3;;406
738;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024 oktober;132.5;-1.1;;406
739;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024 november;133.8;0.9;;406
740;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024 december;133.8;0.1;;406
741;Totaal afzetprijzen;089 Winning van overige delfstoffen;2024;132.8;;-0.7;406
742;Totaal afzetprijzen;089 Winning van overige delfstoffen;2025 januari;;;;406
743;Totaal afzetprijzen;089 Winning van overige delfstoffen;2025 februari;139.1;;;406
744;Totaal afzetprijzen;0893 Winning van zout;2018 januari;88.9;;;262
745;Totaal afzetprijzen;0893 Winning van zout;2018 februari;87.6;-1.4;;262
746;Totaal afzetprijzen;0893 Winning van zout;2018 maart;90.4;3.1;;262
747;Totaal afzetprijzen;0893 Winning van zout;2018 april;88.7;-1.8;;262
748;Totaal afzetprijzen;0893 Winning van zout;2018 mei;87.7;-1.2;;262
749;Totaal afzetprijzen;0893 Winning van zout;2018 juni;88.6;1.1;;262
750;Totaal afzetprijzen;0893 Winning van zout;2018 juli;91.3;3.0;;262
751;Totaal afzetprijzen;0893 Winning van zout;2018 augustus;90.0;-1.5;;262
752;Totaal afzetprijzen;0893 Winning van zout;2018 september;91.6;1.9;;262
753;Totaal afzetprijzen;0893 Winning van zout;2018 oktober;94.5;3.1;;262
754;Totaal afzetprijzen;0893 Winning van zout;2018 november;95.2;0.8;;262
755;Totaal afzetprijzen;0893 Winning van zout;2018 december;94.1;-1.2;;262
756;Totaal afzetprijzen;0893 Winning van zout;2018;90.7;;;262
757;Totaal afzetprijzen;0893 Winning van zout;2019 januari;94.9;0.8;6.7;262
758;Totaal afzetprijzen;0893 Winning van zout;2019 februari;95.7;0.9;9.2;262
759;Totaal afzetprijzen;0893 Winning van zout;2019 maart;92.9;-2.9;2.9;262
760;Totaal afzetprijzen;0893 Winning van zout;2019 april;92.9;-0.1;4.7;262
761;Totaal afzetprijzen;0893 Winning van zout;2019 mei;93.8;1.0;7.0;262
762;Totaal afzetprijzen;0893 Winning van zout;2019 juni;92.5;-1.4;4.3;262
763;Totaal afzetprijzen;0893 Winning van zout;2019 juli;88.6;-4.1;-2.9;262
764;Totaal afzetprijzen;0893 Winning van zout;2019 augustus;90.5;2.1;0.6;262
765;Totaal afzetprijzen;0893 Winning van zout;2019 september;91.0;0.5;-0.8;262
766;Totaal afzetprijzen;0893 Winning van zout;2019 oktober;91.8;0.9;-2.8;262
767;Totaal afzetprijzen;0893 Winning van zout;2019 november;91.6;-0.3;-3.9;262
768;Totaal afzetprijzen;0893 Winning van zout;2019 december;92.2;0.7;-2.0;262
769;Totaal afzetprijzen;0893 Winning van zout;2019;92.4;;1.8;262
770;Totaal afzetprijzen;0893 Winning van zout;2020 januari;91.6;-0.7;-3.5;262
771;Totaal afzetprijzen;0893 Winning van zout;2020 februari;91.8;0.2;-4.1;262
772;Totaal afzetprijzen;0893 Winning van zout;2020 maart;91.5;-0.3;-1.6;262
773;Totaal afzetprijzen;0893 Winning van zout;2020 april;90.9;-0.7;-2.2;262
774;Totaal afzetprijzen;0893 Winning van zout;2020 mei;88.0;-3.2;-6.2;262
775;Totaal afzetprijzen;0893 Winning van zout;2020 juni;88.2;0.3;-4.6;262
776;Totaal afzetprijzen;0893 Winning van zout;2020 juli;86.4;-2.1;-2.5;262
777;Totaal afzetprijzen;0893 Winning van zout;2020 augustus;86.4;-0.1;-4.6;262
778;Totaal afzetprijzen;0893 Winning van zout;2020 september;85.2;-1.3;-6.3;262
779;Totaal afzetprijzen;0893 Winning van zout;2020 oktober;87.7;2.9;-4.5;262
780;Totaal afzetprijzen;0893 Winning van zout;2020 november;88.0;0.4;-3.8;262
781;Totaal afzetprijzen;0893 Winning van zout;2020 december;89.0;1.1;-3.5;262
782;Totaal afzetprijzen;0893 Winning van zout;2020;88.7;;-3.9;262
783;Totaal afzetprijzen;0893 Winning van zout;2021 januari;89.9;1.0;-1.9;262
784;Totaal afzetprijzen;0893 Winning van zout;2021 februari;90.4;0.6;-1.5;262
785;Totaal afzetprijzen;0893 Winning van zout;2021 maart;91.9;1.6;0.4;262
786;Totaal afzetprijzen;0893 Winning van zout;2021 april;94.0;2.3;3.5;262
787;Totaal afzetprijzen;0893 Winning van zout;2021 mei;94.0;0.0;6.8;262
788;Totaal afzetprijzen;0893 Winning van zout;2021 juni;94.0;0.0;6.6;262
789;Totaal afzetprijzen;0893 Winning van zout;2021 juli;98.5;4.8;14.0;262
790;Totaal afzetprijzen;0893 Winning van zout;2021 augustus;99.6;1.1;15.3;262
791;Totaal afzetprijzen;0893 Winning van zout;2021 september;100.3;0.7;17.7;262
792;Totaal afzetprijzen;0893 Winning van zout;2021 oktober;112.8;12.4;28.6;262
793;Totaal afzetprijzen;0893 Winning van zout;2021 november;113.5;0.7;29.0;262
794;Totaal afzetprijzen;0893 Winning van zout;2021 december;121.2;6.7;36.2;262
795;Totaal afzetprijzen;0893 Winning van zout;2021;100.0;;12.7;262
796;Totaal afzetprijzen;0893 Winning van zout;2022 januari;142.8;17.8;58.9;262
797;Totaal afzetprijzen;0893 Winning van zout;2022 februari;143.9;0.8;59.2;262
798;Totaal afzetprijzen;0893 Winning van zout;2022 maart;147.7;2.6;60.7;262
799;Totaal afzetprijzen;0893 Winning van zout;2022 april;152.5;3.3;62.2;262
800;Totaal afzetprijzen;0893 Winning van zout;2022 mei;152.5;0.0;62.2;262
801;Totaal afzetprijzen;0893 Winning van zout;2022 juni;150.6;-1.2;60.2;262
802;Totaal afzetprijzen;0893 Winning van zout;2022 juli;146.1;-2.9;48.4;262
803;Totaal afzetprijzen;0893 Winning van zout;2022 augustus;148.8;1.8;49.4;262
804;Totaal afzetprijzen;0893 Winning van zout;2022 september;149.3;0.3;48.8;262
805;Totaal afzetprijzen;0893 Winning van zout;2022 oktober;152.8;2.4;35.5;262
806;Totaal afzetprijzen;0893 Winning van zout;2022 november;195.9;28.2;72.5;262
807;Totaal afzetprijzen;0893 Winning van zout;2022 december ;194.4;-0.8;60.4;262
808;Totaal afzetprijzen;0893 Winning van zout;2022;156.4;;56.4;262
809;Totaal afzetprijzen;0893 Winning van zout;2023 januari;176.6;-9.2;23.7;262
810;Totaal afzetprijzen;0893 Winning van zout;2023 februari;153.9;-12.8;6.9;262
811;Totaal afzetprijzen;0893 Winning van zout;2023 maart;147.4;-4.3;-0.2;262
812;Totaal afzetprijzen;0893 Winning van zout;2023 april;129.8;-11.9;-14.9;262
813;Totaal afzetprijzen;0893 Winning van zout;2023 mei;127.9;-1.5;-16.1;262
814;Totaal afzetprijzen;0893 Winning van zout;2023 juni;125.3;-2.0;-16.8;262
815;Totaal afzetprijzen;0893 Winning van zout;2023 juli;121.6;-2.9;-16.8;262
816;Totaal afzetprijzen;0893 Winning van zout;2023 augustus;121.7;0.0;-18.2;262
817;Totaal afzetprijzen;0893 Winning van zout;2023 september;122.2;0.4;-18.1;262
818;Totaal afzetprijzen;0893 Winning van zout;2023 oktober;126.4;3.4;-17.3;262
819;Totaal afzetprijzen;0893 Winning van zout;2023 november;124.0;-1.9;-36.7;262
820;Totaal afzetprijzen;0893 Winning van zout;2023 december;127.0;2.5;-34.6;262
821;Totaal afzetprijzen;0893 Winning van zout;2023;133.7;;-14.6;262
822;Totaal afzetprijzen;0893 Winning van zout;2024 januari;138.4;8.9;-21.6;262
823;Totaal afzetprijzen;0893 Winning van zout;2024 februari;133.8;-3.3;-13.1;262
824;Totaal afzetprijzen;0893 Winning van zout;2024 maart;135.1;0.9;-8.3;262
825;Totaal afzetprijzen;0893 Winning van zout;2024 april;131.4;-2.7;1.3;262
826;Totaal afzetprijzen;0893 Winning van zout;2024 mei;128.1;-2.5;0.1;262
827;Totaal afzetprijzen;0893 Winning van zout;2024  juni;129.0;0.7;3.0;262
828;Totaal afzetprijzen;0893 Winning van zout;2024 juli;131.0;1.5;7.7;262
829;Totaal afzetprijzen;0893 Winning van zout;2024 augustus;130.9;-0.1;7.6;262
830;Totaal afzetprijzen;0893 Winning van zout;2024 september;132.9;1.5;8.8;262
831;Totaal afzetprijzen;0893 Winning van zout;2024 oktober;132.6;-0.2;4.9;262
832;Totaal afzetprijzen;0893 Winning van zout;2024 november;134.0;1.1;8.1;262
833;Totaal afzetprijzen;0893 Winning van zout;2024 december;134.3;0.2;5.7;262
834;Totaal afzetprijzen;0893 Winning van zout;2024;132.6;;-0.8;262
835;Totaal afzetprijzen;0893 Winning van zout;2025 januari;;;;262
836;Totaal afzetprijzen;0893 Winning van zout;2025 februari;139.7;;4.4;262
837;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018 januari;99.7;;;144
838;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018 februari;99.1;-0.6;;144
839;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018 maart;100.6;1.5;;144
840;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018 april;99.5;-1.1;;144
841;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018 mei;99.0;-0.5;;144
842;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018 juni;99.3;0.2;;144
843;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018 juli;100.0;0.8;;144
844;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018 augustus;99.6;-0.4;;144
845;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018 september;100.2;0.5;;144
846;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018 oktober;101.4;1.2;;144
847;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018 november;102.0;0.6;;144
848;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018 december;100.5;-1.5;;144
849;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2018;100.1;;;144
850;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019 januari;;;;144
851;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019 februari;103.0;;3.9;144
852;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019 maart;101.8;-1.1;1.2;144
853;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019 april;102.3;0.5;2.8;144
854;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019 mei;102.9;0.5;3.9;144
855;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019 juni;102.2;-0.6;3.0;144
856;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019 juli;101.1;-1.2;1.0;144
857;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019 augustus;101.5;0.4;1.8;144
858;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019 september;102.4;0.9;2.2;144
859;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019 oktober;102.8;0.4;1.4;144
860;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019 november;102.6;-0.2;0.6;144
861;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019 december;103.0;0.4;2.5;144
862;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2019;;;;144
863;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020 januari;102.2;-0.8;;144
864;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020 februari;103.3;1.1;0.3;144
865;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020 maart;102.6;-0.8;0.7;144
866;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020 april;102.6;0.1;0.3;144
867;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020 mei;100.3;-2.2;-2.5;144
868;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020 juni;100.3;0.0;-1.9;144
869;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020 juli;99.2;-1.1;-1.8;144
870;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020 augustus;97.4;-1.8;-4.0;144
871;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020 september;97.8;0.4;-4.4;144
872;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020 oktober;98.2;0.4;-4.5;144
873;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020 november;98.0;-0.1;-4.4;144
874;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020 december;99.2;1.2;-3.7;144
875;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2020;100.1;;;144
876;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021 januari;94.4;-4.9;-7.6;144
877;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021 februari;95.0;0.7;-8.1;144
878;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021 maart;96.0;1.1;-6.4;144
879;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021 april;96.4;0.5;-6.0;144
880;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021 mei;96.7;0.2;-3.7;144
881;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021 juni;96.4;-0.3;-3.9;144
882;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021 juli;97.4;1.0;-1.9;144
883;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021 augustus;100.7;3.4;3.3;144
884;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021 september;101.6;0.9;3.8;144
885;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021 oktober;106.0;4.3;7.9;144
886;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021 november;107.5;1.4;9.6;144
887;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021 december;112.2;4.4;13.1;144
888;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2021;100.0;;-0.1;144
889;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022 januari;126.6;12.9;34.2;144
890;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022 februari;125.5;-0.9;32.2;144
891;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022 maart;127.8;1.8;33.2;144
892;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022 april;133.9;4.7;38.8;144
893;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022 mei;134.3;0.4;39.0;144
894;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022 juni;133.1;-0.9;38.1;144
895;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022 juli;;;;144
896;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022 augustus;;;;144
897;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022 september;;;;144
898;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022 oktober;;;;144
899;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022 november;;;;144
900;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022 december ;;;;144
901;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2022;;;;144
902;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023 januari;;;;144
903;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023 februari;;;;144
904;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023 maart;;;;144
905;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023 april;;;;144
906;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023 mei;;;;144
907;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023 juni;;;;144
908;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023 juli;;;;144
909;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023 augustus;;;;144
910;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023 september;;;;144
911;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023 oktober;;;;144
912;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023 november;;;;144
913;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023 december;;;;144
914;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2023;;;;144
915;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024 januari;;;;144
916;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024 februari;;;;144
917;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024 maart;;;;144
918;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024 april;141.3;;;144
919;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024 mei;130.6;-7.5;;144
920;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024  juni;131.2;0.4;;144
921;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024 juli;132.8;1.2;;144
922;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024 augustus;134.6;1.3;;144
923;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024 september;136.0;1.0;;144
924;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024 oktober;132.3;-2.7;;144
925;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024 november;133.2;0.7;;144
926;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024 december;133.1;-0.1;;144
927;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2024;133.2;;-0.5;144
928;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2025 januari;;;;144
929;Totaal afzetprijzen;0899 Overige delfstoffenwinning (rest);2025 februari;;;;144
930;Totaal afzetprijzen;C Industrie;2018 januari;92.1;;;463547
931;Totaal afzetprijzen;C Industrie;2018 februari;91.9;-0.2;;463547
932;Totaal afzetprijzen;C Industrie;2018 maart;92.1;0.2;;463547
933;Totaal afzetprijzen;C Industrie;2018 april;92.5;0.4;;463547
934;Totaal afzetprijzen;C Industrie;2018 mei;93.4;1.0;;463547
935;Totaal afzetprijzen;C Industrie;2018 juni;93.8;0.4;;463547
936;Totaal afzetprijzen;C Industrie;2018 juli;94.0;0.2;;463547
937;Totaal afzetprijzen;C Industrie;2018 augustus;94.1;0.1;;463547
938;Totaal afzetprijzen;C Industrie;2018 september;94.3;0.2;;463547
939;Totaal afzetprijzen;C Industrie;2018 oktober;94.7;0.5;;463547
940;Totaal afzetprijzen;C Industrie;2018 november;93.6;-1.2;;463547
941;Totaal afzetprijzen;C Industrie;2018 december;92.3;-1.5;;463547
942;Totaal afzetprijzen;C Industrie;2018;93.2;;;463547
943;Totaal afzetprijzen;C Industrie;2019 januari;92.8;0.6;0.7;463547
944;Totaal afzetprijzen;C Industrie;2019 februari;93.2;0.4;1.4;463547
945;Totaal afzetprijzen;C Industrie;2019 maart;93.8;0.6;1.8;463547
946;Totaal afzetprijzen;C Industrie;2019 april;94.8;1.1;2.5;463547
947;Totaal afzetprijzen;C Industrie;2019 mei;94.9;0.1;1.5;463547
948;Totaal afzetprijzen;C Industrie;2019 juni;94.0;-1.0;0.2;463547
949;Totaal afzetprijzen;C Industrie;2019 juli;93.9;-0.1;-0.1;463547
950;Totaal afzetprijzen;C Industrie;2019 augustus;93.4;-0.5;-0.7;463547
951;Totaal afzetprijzen;C Industrie;2019 september;93.8;0.4;-0.5;463547
952;Totaal afzetprijzen;C Industrie;2019 oktober;93.8;0.0;-1.0;463547
953;Totaal afzetprijzen;C Industrie;2019 november;93.7;0.0;0.1;463547
954;Totaal afzetprijzen;C Industrie;2019 december;94.0;0.3;1.9;463547
955;Totaal afzetprijzen;C Industrie;2019;93.8;;0.6;463547
956;Totaal afzetprijzen;C Industrie;2020 januari;94.4;0.4;1.7;463547
957;Totaal afzetprijzen;C Industrie;2020 februari;94.0;-0.4;0.9;463547
958;Totaal afzetprijzen;C Industrie;2020 maart;91.4;-2.9;-2.6;463547
959;Totaal afzetprijzen;C Industrie;2020 april;89.3;-2.3;-5.8;463547
960;Totaal afzetprijzen;C Industrie;2020 mei;89.5;0.3;-5.6;463547
961;Totaal afzetprijzen;C Industrie;2020 juni;90.1;0.7;-4.1;463547
962;Totaal afzetprijzen;C Industrie;2020 juli;90.5;0.4;-3.6;463547
963;Totaal afzetprijzen;C Industrie;2020 augustus;90.3;-0.2;-3.3;463547
964;Totaal afzetprijzen;C Industrie;2020 september;90.0;-0.3;-4.0;463547
965;Totaal afzetprijzen;C Industrie;2020 oktober;90.2;0.2;-3.8;463547
966;Totaal afzetprijzen;C Industrie;2020 november;90.5;0.3;-3.5;463547
967;Totaal afzetprijzen;C Industrie;2020 december;91.2;0.8;-3.1;463547
968;Totaal afzetprijzen;C Industrie;2020;90.9;;-3.1;463547
969;Totaal afzetprijzen;C Industrie;2021 januari;93.1;2.2;-1.3;463547
970;Totaal afzetprijzen;C Industrie;2021 februari;94.5;1.5;0.5;463547
971;Totaal afzetprijzen;C Industrie;2021 maart;96.1;1.7;5.2;463547
972;Totaal afzetprijzen;C Industrie;2021 april;97.6;1.6;9.4;463547
973;Totaal afzetprijzen;C Industrie;2021 mei;98.4;0.8;9.9;463547
974;Totaal afzetprijzen;C Industrie;2021 juni;99.0;0.7;9.9;463547
975;Totaal afzetprijzen;C Industrie;2021 juli;101.0;1.9;11.6;463547
976;Totaal afzetprijzen;C Industrie;2021 augustus;101.6;0.6;12.5;463547
977;Totaal afzetprijzen;C Industrie;2021 september;102.3;0.7;13.6;463547
978;Totaal afzetprijzen;C Industrie;2021 oktober;104.8;2.5;16.3;463547
979;Totaal afzetprijzen;C Industrie;2021 november;105.6;0.8;16.8;463547
980;Totaal afzetprijzen;C Industrie;2021 december;105.8;0.2;16.1;463547
981;Totaal afzetprijzen;C Industrie;2021;100.0;;10.0;463547
982;Totaal afzetprijzen;C Industrie;2022 januari;109.9;3.9;18.0;463547
983;Totaal afzetprijzen;C Industrie;2022 februari;111.7;1.6;18.2;463547
984;Totaal afzetprijzen;C Industrie;2022 maart;116.2;4.0;20.8;463547
985;Totaal afzetprijzen;C Industrie;2022 april;120.6;3.8;23.5;463547
986;Totaal afzetprijzen;C Industrie;2022 mei;121.8;1.0;23.8;463547
987;Totaal afzetprijzen;C Industrie;2022 juni;123.8;1.6;24.9;463547
988;Totaal afzetprijzen;C Industrie;2022 juli;125.0;1.0;23.8;463547
989;Totaal afzetprijzen;C Industrie;2022 augustus;123.7;-1.1;21.7;463547
990;Totaal afzetprijzen;C Industrie;2022 september;122.7;-0.8;19.9;463547
991;Totaal afzetprijzen;C Industrie;2022 oktober;123.9;1.0;18.1;463547
992;Totaal afzetprijzen;C Industrie;2022 november;121.9;-1.5;15.5;463547
993;Totaal afzetprijzen;C Industrie;2022 december ;119.9;-1.7;13.3;463547
994;Totaal afzetprijzen;C Industrie;2022;120.1;;20.1;463547
995;Totaal afzetprijzen;C Industrie;2023 januari;122.2;1.9;11.1;463547
996;Totaal afzetprijzen;C Industrie;2023 februari;121.5;-0.6;8.7;463547
997;Totaal afzetprijzen;C Industrie;2023 maart;120.8;-0.5;4.0;463547
998;Totaal afzetprijzen;C Industrie;2023 april;120.9;0.0;0.2;463547
999;Totaal afzetprijzen;C Industrie;2023 mei;119.6;-1.1;-1.9;463547
1000;Totaal afzetprijzen;C Industrie;2023 juni;119.2;-0.3;-3.7;463547
1001;Totaal afzetprijzen;C Industrie;2023 juli;118.6;-0.5;-5.2;463547
1002;Totaal afzetprijzen;C Industrie;2023 augustus;119.7;0.9;-3.2;463547
1003;Totaal afzetprijzen;C Industrie;2023 september;120.8;1.0;-1.5;463547
1004;Totaal afzetprijzen;C Industrie;2023 oktober;119.9;-0.8;-3.2;463547
1005;Totaal afzetprijzen;C Industrie;2023 november;118.8;-0.9;-2.6;463547
1006;Totaal afzetprijzen;C Industrie;2023 december;117.6;-1.0;-1.9;463547
1007;Totaal afzetprijzen;C Industrie;2023;119.9;;-0.1;463547
1008;Totaal afzetprijzen;C Industrie;2024 januari;118.6;0.8;-2.9;463547
1009;Totaal afzetprijzen;C Industrie;2024 februari;119.4;0.6;-1.7;463547
1010;Totaal afzetprijzen;C Industrie;2024 maart;119.9;0.5;-0.8;463547
1011;Totaal afzetprijzen;C Industrie;2024 april;120.8;0.7;-0.1;463547
