ID;Geslacht;Leeftijd;Herkomstland;GeboortelandOuders;Perioden;UitkeringsontvangersTotaal_1;Werkloosheid_2;BijstandEnBijstandsgerelateerdTotaal_3;Bijstandsuitkering_4;IOAWUitkering_5;IOAZUitkering_6;ArbeidsongeschiktheidTotaal_7;WAOUitkering_8;WIAUitkeringRegelingWGA_9;WIAUitkeringRegelingIVA_10;WAZUitkering_11;WajongUitkering_12;AOW_13
18;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2014 juli;4876650.0;395400.0;520890.0;477950.0;20610.0;2440.0;768090.0;346530.0;139510.0;57330.0;16550.0;214490.0;3266810.0
19;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2014 augustus;4875010.0;386010.0;518720.0;475600.0;20830.0;2390.0;768200.0;344070.0;140770.0;57950.0;16390.0;215380.0;3276330.0
20;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2014 september;4872680.0;375880.0;517110.0;473670.0;21090.0;2380.0;768080.0;341160.0;142190.0;58710.0;16190.0;216210.0;3285220.0
21;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2014 oktober;4887370.0;379120.0;519190.0;475490.0;21350.0;2400.0;768950.0;338570.0;143540.0;59590.0;16060.0;217610.0;3294190.0
22;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2014 november;4903430.0;385060.0;522700.0;478430.0;21670.0;2400.0;769010.0;336090.0;144610.0;60430.0;15870.0;218430.0;3301230.0
23;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2014 december;4939430.0;411470.0;525960.0;481220.0;22020.0;2410.0;769970.0;333710.0;145840.0;60980.0;15690.0;220230.0;3307290.0
24;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015 januari;4930970.0;412030.0;528880.0;483800.0;22510.0;2510.0;771890.0;333390.0;146920.0;62270.0;15670.0;220150.0;3290960.0
25;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015 februari;4933940.0;407110.0;532430.0;486710.0;22900.0;2520.0;772940.0;331530.0;148010.0;63200.0;15540.0;221240.0;3294490.0
26;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015 maart;4924930.0;389040.0;536030.0;489700.0;23370.0;2500.0;772160.0;329170.0;148740.0;64310.0;15350.0;221180.0;3300310.0
27;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015 april;4924900.0;379300.0;538110.0;491600.0;23570.0;2500.0;770970.0;326590.0;149480.0;65190.0;15150.0;221180.0;3308950.0
28;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015 mei;4920140.0;371670.0;538910.0;492090.0;23890.0;2480.0;766070.0;323480.0;149180.0;65890.0;14920.0;219120.0;3315870.0
29;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015 juni;4930870.0;376810.0;537830.0;490680.0;24120.0;2450.0;764850.0;320990.0;149740.0;66920.0;14740.0;219040.0;3323890.0
30;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015 juli;4938170.0;376520.0;534650.0;487350.0;24360.0;2440.0;763420.0;318700.0;149860.0;67910.0;14570.0;218990.0;3332890.0
31;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015 augustus;4934950.0;367080.0;532730.0;485110.0;24630.0;2430.0;762320.0;316240.0;150730.0;68630.0;14420.0;218960.0;3341740.0
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015 september;4938330.0;362980.0;533930.0;485840.0;24960.0;2430.0;761140.0;313870.0;151670.0;69490.0;14220.0;218570.0;3349280.0
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015 oktober;4950790.0;366040.0;536750.0;488350.0;25190.0;2400.0;760260.0;311060.0;152890.0;70340.0;14070.0;218600.0;3357960.0
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015 november;4969240.0;375160.0;540950.0;492050.0;25410.0;2390.0;759370.0;308580.0;153980.0;71150.0;13930.0;218390.0;3365110.0
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015 december;4996410.0;393020.0;546090.0;496600.0;25800.0;2390.0;757890.0;306070.0;154850.0;71620.0;13750.0;218280.0;3371730.0
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016 januari;4995190.0;396840.0;550610.0;500450.0;26360.0;2490.0;759870.0;305430.0;156020.0;73140.0;13740.0;218260.0;3360350.0
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016 februari;4993180.0;397660.0;554290.0;503300.0;26970.0;2530.0;766120.0;306820.0;158110.0;74240.0;13790.0;220000.0;3347560.0
38;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016 maart;4980070.0;390040.0;557840.0;505980.0;27680.0;2550.0;768470.0;306560.0;159490.0;75530.0;13730.0;220040.0;3336050.0
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016 april;4982480.0;385200.0;559290.0;507260.0;27880.0;2550.0;768090.0;304490.0;160460.0;76350.0;13590.0;220120.0;3342160.0
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016 mei;4962490.0;363540.0;560720.0;508320.0;28000.0;2560.0;762140.0;300000.0;160360.0;77090.0;13300.0;218130.0;3347580.0
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016 juni;4967120.0;362830.0;560370.0;508020.0;27970.0;2540.0;761830.0;297880.0;161070.0;78120.0;13150.0;218370.0;3353970.0
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016 juli;4970030.0;358070.0;560520.0;508160.0;28150.0;2550.0;760820.0;295190.0;161650.0;78850.0;13050.0;218870.0;3361810.0
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016 augustus;4978550.0;360690.0;559270.0;506720.0;28280.0;2550.0;761490.0;293210.0;162600.0;79940.0;12920.0;219630.0;3368450.0
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016 september;4978890.0;353680.0;559330.0;506600.0;28450.0;2530.0;760550.0;290720.0;163640.0;80940.0;12760.0;219300.0;3376680.0
45;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016 oktober;4989500.0;354980.0;560900.0;507980.0;28530.0;2510.0;760830.0;288730.0;164520.0;82210.0;12760.0;219470.0;3384320.0
46;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016 november;4999840.0;356470.0;564100.0;510740.0;28710.0;2510.0;759720.0;286430.0;164900.0;83700.0;12570.0;218980.0;3391680.0
47;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016 december;5013840.0;362900.0;567690.0;513980.0;28970.0;2510.0;757880.0;284170.0;165260.0;84540.0;12410.0;218340.0;3398110.0
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017 januari;5003530.0;360560.0;570590.0;516250.0;29340.0;2620.0;760020.0;283770.0;166080.0;86600.0;12380.0;218040.0;3384480.0
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017 februari;4995850.0;358070.0;573900.0;518870.0;29730.0;2650.0;765690.0;284810.0;167670.0;88120.0;12430.0;219620.0;3370280.0
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017 maart;4977670.0;346550.0;576360.0;520790.0;30010.0;2670.0;768190.0;284570.0;168660.0;89850.0;12410.0;219710.0;3358270.0
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017 april;4978070.0;339060.0;575800.0;520480.0;29960.0;2680.0;767770.0;282490.0;169520.0;90680.0;12250.0;219870.0;3367300.0
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017 mei;4962800.0;319370.0;574150.0;519050.0;29920.0;2680.0;767590.0;280440.0;170270.0;91710.0;12090.0;220130.0;3373050.0
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017 juni;4959900.0;317660.0;573090.0;518080.0;29900.0;2680.0;760680.0;276280.0;169960.0;92530.0;11820.0;216910.0;3380270.0
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017 juli;4960290.0;312150.0;571290.0;516430.0;29920.0;2650.0;760490.0;274490.0;170360.0;93320.0;11690.0;217460.0;3387610.0
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017 augustus;4961940.0;311740.0;567380.0;512780.0;29870.0;2660.0;761100.0;272710.0;171520.0;94270.0;11560.0;217840.0;3392690.0
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017 september;4955060.0;302640.0;564330.0;509750.0;29640.0;2630.0;759470.0;270380.0;172470.0;95120.0;11380.0;216940.0;3399190.0
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017 oktober;4960360.0;302960.0;562730.0;508140.0;29520.0;2620.0;760180.0;267990.0;174020.0;96650.0;11250.0;217160.0;3405460.0
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017 november;4964980.0;300830.0;562890.0;508230.0;29520.0;2620.0;759370.0;265910.0;174780.0;97710.0;11090.0;216760.0;3413160.0
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017 december;4977430.0;307430.0;563020.0;508480.0;29440.0;2590.0;757410.0;263830.0;175280.0;97970.0;10940.0;216270.0;3421470.0
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018 januari;4949770.0;301090.0;563000.0;508360.0;29490.0;2650.0;748890.0;263850.0;164390.0;99850.0;10940.0;216740.0;3407850.0
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018 februari;4939590.0;297190.0;562620.0;507710.0;29640.0;2660.0;755460.0;264630.0;166850.0;101210.0;10990.0;218840.0;3395470.0
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018 maart;4914310.0;285370.0;561790.0;506790.0;29780.0;2690.0;757750.0;264360.0;168050.0;102600.0;10980.0;218870.0;3379990.0
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018 april;4910090.0;277650.0;558970.0;504350.0;29530.0;2680.0;757850.0;262440.0;169040.0;103510.0;10860.0;219100.0;3386260.0
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018 mei;4896370.0;258590.0;556730.0;502300.0;29420.0;2630.0;757560.0;260410.0;169780.0;104570.0;10730.0;219210.0;3393840.0
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018 juni;4891290.0;258030.0;553670.0;499610.0;29090.0;2630.0;749860.0;256810.0;168480.0;105630.0;10490.0;215350.0;3400420.0
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018 juli;4889700.0;250970.0;551030.0;497510.0;28750.0;2630.0;749670.0;254740.0;169020.0;106700.0;10380.0;215750.0;3408590.0
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018 augustus;4892370.0;249480.0;545960.0;492710.0;28560.0;2600.0;749360.0;252650.0;169680.0;107760.0;10230.0;215980.0;3418250.0
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018 september;4887290.0;242630.0;541640.0;488670.0;28330.0;2580.0;748540.0;250540.0;170130.0;108970.0;10080.0;215740.0;3425000.0
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018 oktober;4892160.0;243970.0;539190.0;486500.0;28070.0;2540.0;749280.0;248700.0;171360.0;110330.0;9970.0;215860.0;3431170.0
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018 november;4896640.0;244330.0;538670.0;485860.0;28020.0;2530.0;748590.0;246910.0;172080.0;111520.0;9870.0;215180.0;3436730.0
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018 december;4912660.0;254480.0;538880.0;486100.0;27870.0;2520.0;747230.0;244950.0;172710.0;112270.0;9770.0;214520.0;3444450.0
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019 januari;4898900.0;248410.0;538910.0;486040.0;27950.0;2620.0;749840.0;244730.0;172840.0;115260.0;9770.0;214250.0;3433060.0
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019 februari;4886080.0;242790.0;538630.0;485470.0;28130.0;2640.0;757200.0;245520.0;174750.0;117480.0;9790.0;216810.0;3418890.0
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019 maart;4869320.0;234000.0;538130.0;484810.0;28230.0;2650.0;760000.0;245340.0;175980.0;119030.0;9770.0;217050.0;3408210.0
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019 april;4856110.0;230200.0;536530.0;483150.0;28270.0;2650.0;763400.0;245270.0;177380.0;120750.0;9770.0;217450.0;3396870.0
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019 mei ;4847220.0;216720.0;534130.0;481080.0;27950.0;2630.0;763380.0;243190.0;178230.0;121830.0;9650.0;217730.0;3403870.0
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019 juni;4841680.0;217930.0;531870.0;479030.0;27760.0;2610.0;754800.0;239660.0;176790.0;122610.0;9440.0;213340.0;3408310.0
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019 juli;4844130.0;212990.0;529360.0;476920.0;27430.0;2590.0;754760.0;237760.0;177570.0;123460.0;9330.0;213720.0;3417430.0
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019 augustus;4845130.0;210790.0;525270.0;473090.0;27180.0;2560.0;754560.0;235780.0;178380.0;124230.0;9190.0;214060.0;3424850.0
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019 september;4845030.0;207380.0;521860.0;470040.0;26910.0;2540.0;753710.0;233660.0;179560.0;124880.0;9070.0;213610.0;3432550.0
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019 oktober;4850880.0;207080.0;520450.0;468830.0;26680.0;2510.0;754110.0;231890.0;181160.0;125630.0;8990.0;213550.0;3439980.0
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019 november;4860560.0;210510.0;520330.0;468910.0;26420.0;2490.0;753540.0;229940.0;182130.0;126460.0;8870.0;213270.0;3448000.0
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019 december;4875300.0;221610.0;521080.0;469660.0;26310.0;2460.0;752440.0;228020.0;183070.0;126930.0;8760.0;212810.0;3452950.0
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020 januari;4878520.0;217750.0;521180.0;469850.0;26120.0;2520.0;752840.0;226280.0;184250.0;128050.0;8640.0;212760.0;3459050.0
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020 februari;4888250.0;218250.0;521800.0;470360.0;25990.0;2530.0;757340.0;225430.0;186580.0;128940.0;8570.0;215060.0;3463490.0
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020 maart;5315110.0;241980.0;941350.0;476710.0;25880.0;2500.0;757680.0;223910.0;187550.0;129820.0;8470.0;215200.0;3466300.0
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020 april;5388760.0;263580.0;996430.0;482790.0;25790.0;2470.0;758130.0;222320.0;188550.0;130780.0;8370.0;215400.0;3466240.0
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020 mei;5378850.0;261930.0;982160.0;485380.0;25640.0;2460.0;758120.0;220550.0;189490.0;131420.0;8290.0;215670.0;3471640.0
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020 juni ;5117910.0;263630.0;708800.0;485920.0;25520.0;2440.0;750880.0;217420.0;188490.0;132030.0;8140.0;211970.0;3476650.0
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020 juli;5086010.0;256840.0;672590.0;486040.0;25290.0;2410.0;750820.0;215740.0;189100.0;132850.0;8020.0;212290.0;3485780.0
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020 augustus;5087040.0;261030.0;661460.0;482970.0;25050.0;2400.0;750940.0;213970.0;190110.0;133620.0;7910.0;212520.0;3493470.0
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020 september;5069710.0;250850.0;646720.0;480940.0;24750.0;2360.0;750450.0;211710.0;191250.0;134350.0;7790.0;212570.0;3500800.0
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020 oktober;5062080.0;244840.0;630540.0;481510.0;24530.0;2350.0;758440.0;209920.0;192460.0;135370.0;7700.0;223740.0;3506730.0
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020 november;5067840.0;240990.0;636260.0;482830.0;24260.0;2320.0;758360.0;208130.0;193540.0;136200.0;7600.0;223710.0;3511660.0
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020 december;5102030.0;249770.0;658380.0;485410.0;24040.0;2280.0;758440.0;206620.0;194550.0;136530.0;7500.0;224100.0;3516180.0
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021 januari;5133860.0;254730.0;683490.0;486590.0;23850.0;2270.0;758500.0;205010.0;195480.0;137540.0;7400.0;223920.0;3518770.0
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021 februari;5134640.0;250980.0;683910.0;487750.0;23730.0;2260.0;761820.0;204230.0;198180.0;138370.0;7340.0;224590.0;3519880.0
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021 maart;5110750.0;237510.0;667390.0;487770.0;23440.0;2230.0;763050.0;202890.0;199620.0;139350.0;7260.0;224850.0;3523690.0
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021 april;5066700.0;230060.0;623390.0;486590.0;23130.0;2240.0;764480.0;201440.0;200970.0;140240.0;7190.0;225620.0;3527910.0
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021 mei;5042460.0;198500.0;620400.0;484070.0;22710.0;2210.0;764930.0;199820.0;202430.0;140690.0;7120.0;225870.0;3537090.0
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021 juni;5024660.0;190400.0;611850.0;481130.0;22340.0;2170.0;758920.0;197080.0;200990.0;141470.0;6990.0;223340.0;3541390.0
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021 juli;5005190.0;194880.0;577980.0;478050.0;21960.0;2150.0;758590.0;195460.0;201570.0;142170.0;6920.0;223420.0;3550590.0
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021 augustus;5004520.0;189960.0;575320.0;473680.0;21600.0;2120.0;759300.0;193930.0;203010.0;142880.0;6860.0;223560.0;3556750.0
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021 september;4994630.0;178990.0;567650.0;469870.0;21230.0;2090.0;759450.0;192210.0;204380.0;143770.0;6760.0;223300.0;3565180.0
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021 oktober;4965910.0;175850.0;520450.0;468000.0;20840.0;2080.0;773260.0;190730.0;218560.0;144470.0;6660.0;223840.0;3572210.0
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021 november;4968910.0;170680.0;525380.0;466980.0;20430.0;2060.0;773040.0;188910.0;219970.0;145220.0;6580.0;223380.0;3576230.0
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021 december;4975200.0;169230.0;531660.0;467030.0;20090.0;2020.0;772120.0;187330.0;220800.0;145740.0;6460.0;222830.0;3578800.0
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022 januari;4965770.0;172980.0;530000.0;466100.0;20010.0;2110.0;775750.0;187080.0;223370.0;147450.0;6440.0;222480.0;3563600.0
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022 februari;4951890.0;165200.0;527330.0;465030.0;19970.0;2120.0;785040.0;187760.0;227060.0;149040.0;6470.0;225910.0;3550650.0
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022 maart;4933740.0;157410.0;524360.0;464130.0;19910.0;2120.0;789600.0;187610.0;229630.0;150790.0;6460.0;226370.0;3538410.0
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022 april;4915530.0;151150.0;507060.0;463040.0;19560.0;2140.0;790190.0;186230.0;230260.0;151390.0;6380.0;227220.0;3542930.0
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022 mei;4901720.0;133890.0;505540.0;461530.0;19270.0;2120.0;790540.0;184840.0;231020.0;151940.0;6310.0;227740.0;3547230.0
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022 juni;4896710.0;133490.0;503920.0;460180.0;18970.0;2080.0;782660.0;182160.0;228900.0;152530.0;6220.0;224010.0;3551930.0
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022 juli;4903820.0;137580.0;501870.0;458560.0;18680.0;2060.0;782430.0;180770.0;229040.0;153170.0;6150.0;224460.0;3556910.0
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022 augustus;4908240.0;137820.0;499630.0;456720.0;18350.0;2050.0;782700.0;179200.0;229910.0;153700.0;6090.0;224960.0;3563360.0
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022 september;4906940.0;132440.0;497920.0;455260.0;18070.0;2040.0;782860.0;177630.0;230970.0;154380.0;5990.0;225070.0;3569220.0
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022 oktober;4916110.0;133040.0;496710.0;454710.0;17740.0;2040.0;785420.0;176070.0;233220.0;155190.0;5930.0;226240.0;3576860.0
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022 november;4920070.0;131980.0;496920.0;455220.0;17440.0;2010.0;784850.0;174540.0;233720.0;156150.0;5860.0;225800.0;3582660.0
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022 december;4925660.0;132720.0;497370.0;455880.0;17170.0;2000.0;783380.0;172980.0;234100.0;156570.0;5790.0;225170.0;3588840.0
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2023 januari;4921110.0;141500.0;498130.0;456750.0;17140.0;2070.0;786010.0;172760.0;235860.0;158450.0;5770.0;224460.0;3572350.0
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2023 februari;4915950.0;140490.0;499030.0;457550.0;17150.0;2090.0;794890.0;173400.0;239360.0;160210.0;5770.0;227610.0;3558350.0
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2023 maart;4906700.0;138530.0;500300.0;458680.0;17150.0;2100.0;798790.0;173280.0;241180.0;162030.0;5750.0;228050.0;3545620.0
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2023 april;4908500.0;137110.0;499920.0;458760.0;16890.0;2100.0;799610.0;171730.0;242310.0;162780.0;5670.0;228660.0;3548700.0
