ID;TypeVoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Prijsindex_4;Kwartaalmutatie_5;Jaarmutatie_6;Wegingsfactoren_7
809;Segment MPV;2012 1e kwartaal;108.8;1.4;0.7;113.4;2.0;1.7;8.5
810;Segment SUV;2001 3e kwartaal;;;;;;;
811;Segment SUV;2001 4e kwartaal;;;;;;;
812;Segment SUV;2001 jaargemiddelde;;;;;;;
813;Segment SUV;2002 1e kwartaal;;;;;;;
814;Segment SUV;2002 2e kwartaal;;;;;;;
815;Segment SUV;2002 3e kwartaal;;;;;;;
816;Segment SUV;2002 4e kwartaal;;;;;;;
817;Segment SUV;2002 jaargemiddelde;;;;;;;
818;Segment SUV;2003 1e kwartaal;;;;;;;
819;Segment SUV;2003 2e kwartaal;;;;;;;
820;Segment SUV;2003 3e kwartaal;;;;;;;
821;Segment SUV;2003 4e kwartaal;;;;;;;
822;Segment SUV;2003 jaargemiddelde;;;;;;;
823;Segment SUV;2004 1e kwartaal;;;;;;;
824;Segment SUV;2004 2e kwartaal;;;;;;;
825;Segment SUV;2004 3e kwartaal;;;;;;;
826;Segment SUV;2004 4e kwartaal;;;;;;;
827;Segment SUV;2004 jaargemiddelde;;;;;;;
828;Segment SUV;2005 1e kwartaal;;;;;;;
829;Segment SUV;2005 2e kwartaal;;;;;;;
830;Segment SUV;2005 3e kwartaal;;;;;;;
831;Segment SUV;2005 4e kwartaal;;;;;;;
832;Segment SUV;2005 jaargemiddelde;;;;;;;
833;Segment SUV;2006 1e kwartaal;;;;;;;
834;Segment SUV;2006 2e kwartaal;;;;;;;
835;Segment SUV;2006 3e kwartaal;;;;;;;
836;Segment SUV;2006 4e kwartaal;;;;;;;
837;Segment SUV;2006 jaargemiddelde;;;;;;;
838;Segment SUV;2007 1e kwartaal;;;;;;;
839;Segment SUV;2007 2e kwartaal;;;;;;;
840;Segment SUV;2007 3e kwartaal;;;;;;;
841;Segment SUV;2007 4e kwartaal;;;;;;;
842;Segment SUV;2007 jaargemiddelde;;;;;;;
843;Segment SUV;2008 1e kwartaal;;;;;;;
844;Segment SUV;2008 2e kwartaal;;;;;;;
845;Segment SUV;2008 3e kwartaal;;;;;;;
846;Segment SUV;2008 4e kwartaal;;;;;;;
847;Segment SUV;2008 jaargemiddelde;;;;;;;
848;Segment SUV;2009 1e kwartaal;;;;;;;
849;Segment SUV;2009 2e kwartaal;;;;;;;
850;Segment SUV;2009 3e kwartaal;;;;;;;
851;Segment SUV;2009 4e kwartaal;;;;;;;
852;Segment SUV;2009 jaargemiddelde;;;;;;;
853;Segment SUV;2010 1e kwartaal;;;;;;;
854;Segment SUV;2010 2e kwartaal;;;;;;;
855;Segment SUV;2010 3e kwartaal;106.1;;;108.2;;;
856;Segment SUV;2010 4e kwartaal;106.7;0.5;;109.2;0.9;;6.2
857;Segment SUV;2010 jaargemiddelde;;;;;;;
858;Segment SUV;2011 1e kwartaal;108.5;1.7;;112.1;2.7;;6.2
859;Segment SUV;2011 2e kwartaal;109.0;0.5;;113.3;1.1;;6.2
860;Segment SUV;2011 3e kwartaal;107.8;-1.1;1.6;112.1;-1.0;3.6;6.2
861;Segment SUV;2011 4e kwartaal;107.8;0.0;1.1;112.2;0.1;2.8;6.2
862;Segment SUV;2011 jaargemiddelde;108.3;;;112.4;;;6.2
863;Segment SUV;2012 1e kwartaal;108.4;0.6;0.0;113.9;1.5;1.6;6.2
864;Vrachtauto's;2001 3e kwartaal;95.9;;;;;;21.0
865;Vrachtauto's;2001 4e kwartaal;95.3;-0.6;;;;;21.0
866;Vrachtauto's;2001 jaargemiddelde;;;;;;;
867;Vrachtauto's;2002 1e kwartaal;95.6;0.4;;;;;21.0
868;Vrachtauto's;2002 2e kwartaal;96.0;0.4;;;;;21.0
869;Vrachtauto's;2002 3e kwartaal;96.0;0.0;0.1;;;;21.0
870;Vrachtauto's;2002 4e kwartaal;95.8;-0.2;0.6;;;;21.0
871;Vrachtauto's;2002 jaargemiddelde;95.9;;;;;;21.0
872;Vrachtauto's;2003 1e kwartaal;96.1;0.3;0.5;;;;21.0
873;Vrachtauto's;2003 2e kwartaal;95.9;-0.2;-0.1;;;;21.0
874;Vrachtauto's;2003 3e kwartaal;95.8;-0.1;-0.2;;;;21.0
875;Vrachtauto's;2003 4e kwartaal;96.4;0.7;0.6;;;;21.0
876;Vrachtauto's;2003 jaargemiddelde;96.1;;0.2;;;;21.0
877;Vrachtauto's;2004 1e kwartaal;96.8;0.4;0.8;;;;21.0
878;Vrachtauto's;2004 2e kwartaal;96.6;-0.3;0.7;;;;21.0
879;Vrachtauto's;2004 3e kwartaal;96.9;0.3;1.1;;;;21.0
880;Vrachtauto's;2004 4e kwartaal;97.0;0.1;0.6;;;;21.0
881;Vrachtauto's;2004 jaargemiddelde;96.8;;0.8;;;;21.0
882;Vrachtauto's;2005 1e kwartaal;98.1;1.1;1.3;;;;21.0
883;Vrachtauto's;2005 2e kwartaal;98.3;0.2;1.8;;;;21.0
884;Vrachtauto's;2005 3e kwartaal;98.1;-0.2;1.3;;;;21.0
885;Vrachtauto's;2005 4e kwartaal;98.2;0.1;1.2;;;;21.0
886;Vrachtauto's;2005 jaargemiddelde;98.2;;1.4;;;;21.0
887;Vrachtauto's;2006 1e kwartaal;99.3;1.1;1.2;;;;21.0
888;Vrachtauto's;2006 2e kwartaal;99.9;0.6;1.6;;;;21.0
889;Vrachtauto's;2006 3e kwartaal;100.1;0.2;2.0;;;;21.0
890;Vrachtauto's;2006 4e kwartaal;100.7;0.6;2.5;;;;21.0
891;Vrachtauto's;2006 jaargemiddelde;100.0;;1.8;;;;21.0
892;Vrachtauto's;2007 1e kwartaal;101.7;1.0;2.4;;;;21.0
893;Vrachtauto's;2007 2e kwartaal;102.2;0.5;2.3;;;;21.0
894;Vrachtauto's;2007 3e kwartaal;102.9;0.7;2.8;;;;21.0
895;Vrachtauto's;2007 4e kwartaal;102.8;-0.1;2.1;;;;21.0
896;Vrachtauto's;2007 jaargemiddelde;102.4;;2.4;;;;21.0
897;Vrachtauto's;2008 1e kwartaal;103.1;0.3;1.4;;;;21.0
898;Vrachtauto's;2008 2e kwartaal;103.9;0.7;1.6;;;;21.0
899;Vrachtauto's;2008 3e kwartaal;105.5;1.6;2.5;;;;21.0
900;Vrachtauto's;2008 4e kwartaal;101.4;-3.9;-1.3;;;;21.0
901;Vrachtauto's;2008 jaargemiddelde;103.5;;1.1;;;;21.0
902;Vrachtauto's;2009 1e kwartaal;100.8;-0.7;-2.3;;;;21.0
903;Vrachtauto's;2009 2e kwartaal;101.1;0.4;-2.6;;;;21.0
904;Vrachtauto's;2009 3e kwartaal;100.9;-0.2;-4.4;;;;21.0
905;Vrachtauto's;2009 4e kwartaal;100.6;-0.3;-0.8;;;;21.0
906;Vrachtauto's;2009 jaargemiddelde;100.9;;-2.6;;;;21.0
907;Vrachtauto's;2010 1e kwartaal;100.9;0.2;0.1;;;;21.0
908;Vrachtauto's;2010 2e kwartaal;100.8;0.0;-0.3;;;;21.0
909;Vrachtauto's;2010 3e kwartaal;100.6;-0.2;-0.3;;;;21.0
910;Vrachtauto's;2010 4e kwartaal;101.0;0.4;0.4;;;;5.8
911;Vrachtauto's;2010 jaargemiddelde;100.8;;0.0;;;;21.0
912;Vrachtauto's;2011 1e kwartaal;101.9;0.8;1.0;;;;5.8
913;Vrachtauto's;2011 2e kwartaal;102.2;0.3;1.4;;;;5.8
914;Vrachtauto's;2011 3e kwartaal;101.9;-0.3;1.3;;;;5.8
915;Vrachtauto's;2011 4e kwartaal;101.9;0.0;0.8;;;;5.8
916;Vrachtauto's;2011 jaargemiddelde;102.0;;1.1;;;;5.8
917;Vrachtauto's;2012 1e kwartaal;101.1;-0.8;-0.8;;;;5.8
918;Bestelauto's;2001 3e kwartaal;87.2;;;84.8;;;7.0
919;Bestelauto's;2001 4e kwartaal;86.7;-0.5;;83.9;-1.1;;7.0
920;Bestelauto's;2001 jaargemiddelde;;;;;;;
921;Bestelauto's;2002 1e kwartaal;89.2;2.8;;85.5;2.0;;7.0
922;Bestelauto's;2002 2e kwartaal;89.1;0.0;;86.1;0.6;;7.0
923;Bestelauto's;2002 3e kwartaal;88.8;-0.4;1.9;85.5;-0.7;0.9;7.0
924;Bestelauto's;2002 4e kwartaal;89.0;0.2;2.6;85.8;0.4;2.3;7.0
925;Bestelauto's;2002 jaargemiddelde;89.0;;;85.7;;;7.0
926;Bestelauto's;2003 1e kwartaal;89.2;0.3;0.1;86.7;1.0;1.3;7.0
927;Bestelauto's;2003 2e kwartaal;89.7;0.5;0.6;86.2;-0.6;0.1;7.0
928;Bestelauto's;2003 3e kwartaal;90.3;0.7;1.7;86.8;0.7;1.5;7.0
929;Bestelauto's;2003 4e kwartaal;91.7;1.6;3.0;88.0;1.4;2.5;7.0
930;Bestelauto's;2003 jaargemiddelde;90.2;;1.3;86.9;;1.3;7.0
931;Bestelauto's;2004 1e kwartaal;92.1;0.4;3.2;88.4;0.5;1.9;7.0
932;Bestelauto's;2004 2e kwartaal;92.6;0.5;3.2;89.7;1.5;4.1;7.0
933;Bestelauto's;2004 3e kwartaal;92.4;-0.1;2.4;90.4;0.8;4.2;7.0
934;Bestelauto's;2004 4e kwartaal;93.0;0.6;1.4;91.8;1.5;4.4;7.0
935;Bestelauto's;2004 jaargemiddelde;92.5;;2.6;90.1;;3.7;7.0
936;Bestelauto's;2005 1e kwartaal;96.8;4.0;5.1;94.3;2.7;6.7;7.0
937;Bestelauto's;2005 2e kwartaal;97.8;1.1;5.7;96.5;2.3;7.6;7.0
938;Bestelauto's;2005 3e kwartaal;99.0;1.2;7.1;98.8;2.4;9.3;7.0
939;Bestelauto's;2005 4e kwartaal;99.7;0.7;7.2;99.5;0.7;8.4;7.0
940;Bestelauto's;2005 jaargemiddelde;98.3;;6.3;97.3;;8.0;7.0
941;Bestelauto's;2006 1e kwartaal;99.2;-0.5;2.5;99.1;-0.4;5.2;7.0
942;Bestelauto's;2006 2e kwartaal;100.3;1.1;2.6;100.7;1.6;4.4;7.0
943;Bestelauto's;2006 3e kwartaal;99.9;-0.4;0.9;100.5;-0.2;1.7;7.0
944;Bestelauto's;2006 4e kwartaal;100.6;0.6;0.8;99.7;-0.8;0.2;7.0
945;Bestelauto's;2006 jaargemiddelde;100.0;;1.7;100.0;;2.8;7.0
946;Bestelauto's;2007 1e kwartaal;100.5;-0.1;1.3;99.6;-0.1;0.4;7.0
947;Bestelauto's;2007 2e kwartaal;100.8;0.3;0.5;100.5;1.0;-0.2;7.0
948;Bestelauto's;2007 3e kwartaal;100.3;-0.5;0.4;100.5;0.0;0.0;7.0
949;Bestelauto's;2007 4e kwartaal;100.1;-0.2;-0.4;101.8;1.3;2.2;7.0
950;Bestelauto's;2007 jaargemiddelde;100.4;;0.4;100.6;;0.6;7.0
951;Bestelauto's;2008 1e kwartaal;99.9;-0.2;-0.6;102.2;0.4;2.6;7.0
952;Bestelauto's;2008 2e kwartaal;101.2;1.3;0.4;105.6;3.3;5.0;7.0
953;Bestelauto's;2008 3e kwartaal;101.9;0.7;1.6;106.9;1.3;6.4;7.0
954;Bestelauto's;2008 4e kwartaal;102.0;0.2;1.9;104.7;-2.1;2.9;7.0
955;Bestelauto's;2008 jaargemiddelde;101.2;;0.8;104.9;;4.2;7.0
956;Bestelauto's;2009 1e kwartaal;102.6;0.6;2.8;103.5;-1.1;1.3;7.0
957;Bestelauto's;2009 2e kwartaal;105.3;2.6;4.1;105.5;1.9;-0.1;7.0
958;Bestelauto's;2009 3e kwartaal;107.4;2.0;5.5;107.8;2.2;0.8;7.0
959;Bestelauto's;2009 4e kwartaal;107.7;0.3;5.6;108.6;0.7;3.6;7.0
960;Bestelauto's;2009 jaargemiddelde;105.8;;4.5;106.3;;1.4;7.0
961;Bestelauto's;2010 1e kwartaal;109.4;1.5;6.6;110.2;1.5;6.4;7.0
962;Bestelauto's;2010 2e kwartaal;108.0;-1.3;2.6;110.0;-0.2;4.3;7.0
963;Bestelauto's;2010 3e kwartaal;108.0;-0.1;0.5;109.6;-0.3;1.7;7.0
964;Bestelauto's;2010 4e kwartaal;108.6;0.5;0.8;110.8;1.1;2.1;15.0
965;Bestelauto's;2010 jaargemiddelde;108.5;;2.6;110.1;;3.6;7.0
966;Bestelauto's;2011 1e kwartaal;110.3;1.6;0.8;114.7;3.6;4.2;15.0
967;Bestelauto's;2011 2e kwartaal;110.8;0.4;2.6;116.3;1.3;5.7;15.0
968;Bestelauto's;2011 3e kwartaal;111.1;0.2;2.9;116.3;0.0;6.1;15.0
969;Bestelauto's;2011 4e kwartaal;111.2;0.1;2.4;117.0;0.6;5.6;15.0
970;Bestelauto's;2011 jaargemiddelde;110.9;;2.2;116.1;;5.4;15.0
971;Bestelauto's;2012 1e kwartaal;111.1;-0.1;0.7;117.8;0.6;2.6;15.0
972;Bestelauto's: licht;2001 3e kwartaal;;;;;;;
973;Bestelauto's: licht;2001 4e kwartaal;;;;;;;
974;Bestelauto's: licht;2001 jaargemiddelde;;;;;;;
975;Bestelauto's: licht;2002 1e kwartaal;;;;;;;
976;Bestelauto's: licht;2002 2e kwartaal;;;;;;;
977;Bestelauto's: licht;2002 3e kwartaal;;;;;;;
978;Bestelauto's: licht;2002 4e kwartaal;;;;;;;
979;Bestelauto's: licht;2002 jaargemiddelde;;;;;;;
980;Bestelauto's: licht;2003 1e kwartaal;;;;;;;
981;Bestelauto's: licht;2003 2e kwartaal;;;;;;;
982;Bestelauto's: licht;2003 3e kwartaal;;;;;;;
983;Bestelauto's: licht;2003 4e kwartaal;;;;;;;
984;Bestelauto's: licht;2003 jaargemiddelde;;;;;;;
985;Bestelauto's: licht;2004 1e kwartaal;;;;;;;
986;Bestelauto's: licht;2004 2e kwartaal;;;;;;;
987;Bestelauto's: licht;2004 3e kwartaal;;;;;;;
988;Bestelauto's: licht;2004 4e kwartaal;;;;;;;
989;Bestelauto's: licht;2004 jaargemiddelde;;;;;;;
990;Bestelauto's: licht;2005 1e kwartaal;;;;;;;
991;Bestelauto's: licht;2005 2e kwartaal;;;;;;;
992;Bestelauto's: licht;2005 3e kwartaal;;;;;;;
993;Bestelauto's: licht;2005 4e kwartaal;;;;;;;
994;Bestelauto's: licht;2005 jaargemiddelde;;;;;;;
995;Bestelauto's: licht;2006 1e kwartaal;;;;;;;
996;Bestelauto's: licht;2006 2e kwartaal;;;;;;;
997;Bestelauto's: licht;2006 3e kwartaal;;;;;;;
998;Bestelauto's: licht;2006 4e kwartaal;;;;;;;
999;Bestelauto's: licht;2006 jaargemiddelde;;;;;;;
1000;Bestelauto's: licht;2007 1e kwartaal;;;;;;;
1001;Bestelauto's: licht;2007 2e kwartaal;;;;;;;
1002;Bestelauto's: licht;2007 3e kwartaal;;;;;;;
1003;Bestelauto's: licht;2007 4e kwartaal;;;;;;;
1004;Bestelauto's: licht;2007 jaargemiddelde;;;;;;;
1005;Bestelauto's: licht;2008 1e kwartaal;;;;;;;
1006;Bestelauto's: licht;2008 2e kwartaal;;;;;;;
1007;Bestelauto's: licht;2008 3e kwartaal;;;;;;;
1008;Bestelauto's: licht;2008 4e kwartaal;;;;;;;
1009;Bestelauto's: licht;2008 jaargemiddelde;;;;;;;
1010;Bestelauto's: licht;2009 1e kwartaal;;;;;;;
1011;Bestelauto's: licht;2009 2e kwartaal;;;;;;;
1012;Bestelauto's: licht;2009 3e kwartaal;;;;;;;
1013;Bestelauto's: licht;2009 4e kwartaal;;;;;;;
1014;Bestelauto's: licht;2009 jaargemiddelde;;;;;;;
1015;Bestelauto's: licht;2010 1e kwartaal;;;;;;;
1016;Bestelauto's: licht;2010 2e kwartaal;;;;;;;
1017;Bestelauto's: licht;2010 3e kwartaal;108.0;;;109.6;;;
1018;Bestelauto's: licht;2010 4e kwartaal;107.9;-0.1;;110.6;0.9;;3.5
1019;Bestelauto's: licht;2010 jaargemiddelde;;;;;;;
1020;Bestelauto's: licht;2011 1e kwartaal;110.1;2.0;;114.5;3.6;;3.5
1021;Bestelauto's: licht;2011 2e kwartaal;110.3;0.2;;116.4;1.7;;3.5
1022;Bestelauto's: licht;2011 3e kwartaal;110.2;-0.1;2.0;115.7;-0.6;5.6;3.5
1023;Bestelauto's: licht;2011 4e kwartaal;110.4;0.2;2.3;116.9;1.0;5.8;3.5
1024;Bestelauto's: licht;2011 jaargemiddelde;110.2;;;115.9;;;3.5
1025;Bestelauto's: licht;2012 1e kwartaal;111.0;0.5;0.9;118.7;1.5;3.6;3.5
1026;Bestelauto's: zwaar;2001 3e kwartaal;;;;;;;
1027;Bestelauto's: zwaar;2001 4e kwartaal;;;;;;;
1028;Bestelauto's: zwaar;2001 jaargemiddelde;;;;;;;
1029;Bestelauto's: zwaar;2002 1e kwartaal;;;;;;;
1030;Bestelauto's: zwaar;2002 2e kwartaal;;;;;;;
1031;Bestelauto's: zwaar;2002 3e kwartaal;;;;;;;
1032;Bestelauto's: zwaar;2002 4e kwartaal;;;;;;;
1033;Bestelauto's: zwaar;2002 jaargemiddelde;;;;;;;
1034;Bestelauto's: zwaar;2003 1e kwartaal;;;;;;;
1035;Bestelauto's: zwaar;2003 2e kwartaal;;;;;;;
1036;Bestelauto's: zwaar;2003 3e kwartaal;;;;;;;
1037;Bestelauto's: zwaar;2003 4e kwartaal;;;;;;;
1038;Bestelauto's: zwaar;2003 jaargemiddelde;;;;;;;
1039;Bestelauto's: zwaar;2004 1e kwartaal;;;;;;;
1040;Bestelauto's: zwaar;2004 2e kwartaal;;;;;;;
1041;Bestelauto's: zwaar;2004 3e kwartaal;;;;;;;
1042;Bestelauto's: zwaar;2004 4e kwartaal;;;;;;;
1043;Bestelauto's: zwaar;2004 jaargemiddelde;;;;;;;
1044;Bestelauto's: zwaar;2005 1e kwartaal;;;;;;;
1045;Bestelauto's: zwaar;2005 2e kwartaal;;;;;;;
1046;Bestelauto's: zwaar;2005 3e kwartaal;;;;;;;
1047;Bestelauto's: zwaar;2005 4e kwartaal;;;;;;;
1048;Bestelauto's: zwaar;2005 jaargemiddelde;;;;;;;
1049;Bestelauto's: zwaar;2006 1e kwartaal;;;;;;;
1050;Bestelauto's: zwaar;2006 2e kwartaal;;;;;;;
1051;Bestelauto's: zwaar;2006 3e kwartaal;;;;;;;
1052;Bestelauto's: zwaar;2006 4e kwartaal;;;;;;;
1053;Bestelauto's: zwaar;2006 jaargemiddelde;;;;;;;
1054;Bestelauto's: zwaar;2007 1e kwartaal;;;;;;;
1055;Bestelauto's: zwaar;2007 2e kwartaal;;;;;;;
1056;Bestelauto's: zwaar;2007 3e kwartaal;;;;;;;
1057;Bestelauto's: zwaar;2007 4e kwartaal;;;;;;;
1058;Bestelauto's: zwaar;2007 jaargemiddelde;;;;;;;
1059;Bestelauto's: zwaar;2008 1e kwartaal;;;;;;;
1060;Bestelauto's: zwaar;2008 2e kwartaal;;;;;;;
1061;Bestelauto's: zwaar;2008 3e kwartaal;;;;;;;
1062;Bestelauto's: zwaar;2008 4e kwartaal;;;;;;;
1063;Bestelauto's: zwaar;2008 jaargemiddelde;;;;;;;
1064;Bestelauto's: zwaar;2009 1e kwartaal;;;;;;;
1065;Bestelauto's: zwaar;2009 2e kwartaal;;;;;;;
1066;Bestelauto's: zwaar;2009 3e kwartaal;;;;;;;
1067;Bestelauto's: zwaar;2009 4e kwartaal;;;;;;;
1068;Bestelauto's: zwaar;2009 jaargemiddelde;;;;;;;
1069;Bestelauto's: zwaar;2010 1e kwartaal;;;;;;;
1070;Bestelauto's: zwaar;2010 2e kwartaal;;;;;;;
1071;Bestelauto's: zwaar;2010 3e kwartaal;108.0;;;109.6;;;
1072;Bestelauto's: zwaar;2010 4e kwartaal;108.8;0.7;;110.9;1.1;;11.5
1073;Bestelauto's: zwaar;2010 jaargemiddelde;;;;;;;
1074;Bestelauto's: zwaar;2011 1e kwartaal;110.4;1.5;;114.8;3.6;;11.5
1075;Bestelauto's: zwaar;2011 2e kwartaal;111.0;0.5;;116.3;1.3;;11.5
1076;Bestelauto's: zwaar;2011 3e kwartaal;111.4;0.3;3.1;116.5;0.2;6.3;11.5
1077;Bestelauto's: zwaar;2011 4e kwartaal;111.4;0.0;2.4;117.1;0.5;5.6;11.5
1078;Bestelauto's: zwaar;2011 jaargemiddelde;111.0;;;116.2;;;11.5
1079;Bestelauto's: zwaar;2012 1e kwartaal;111.1;-0.3;0.6;117.5;0.3;2.3;11.5
