ID;TypeVoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Prijsindex_4;Kwartaalmutatie_5;Jaarmutatie_6;Wegingsfactoren_7
504;Segment A: submini's;2005 1e kwartaal;;;;;;;
505;Segment A: submini's;2005 2e kwartaal;;;;;;;
506;Segment A: submini's;2005 3e kwartaal;;;;;;;
507;Segment A: submini's;2005 4e kwartaal;;;;;;;
508;Segment A: submini's;2005 jaargemiddelde;;;;;;;
509;Segment A: submini's;2006 1e kwartaal;;;;;;;
510;Segment A: submini's;2006 2e kwartaal;;;;;;;
511;Segment A: submini's;2006 3e kwartaal;;;;;;;
512;Segment A: submini's;2006 4e kwartaal;;;;;;;
513;Segment A: submini's;2006 jaargemiddelde;;;;;;;
514;Segment A: submini's;2007 1e kwartaal;;;;;;;
515;Segment A: submini's;2007 2e kwartaal;;;;;;;
516;Segment A: submini's;2007 3e kwartaal;;;;;;;
517;Segment A: submini's;2007 4e kwartaal;;;;;;;
518;Segment A: submini's;2007 jaargemiddelde;;;;;;;
519;Segment A: submini's;2008 1e kwartaal;;;;;;;
520;Segment A: submini's;2008 2e kwartaal;;;;;;;
521;Segment A: submini's;2008 3e kwartaal;;;;;;;
522;Segment A: submini's;2008 4e kwartaal;;;;;;;
523;Segment A: submini's;2008 jaargemiddelde;;;;;;;
524;Segment A: submini's;2009 1e kwartaal;;;;;;;
525;Segment A: submini's;2009 2e kwartaal;;;;;;;
526;Segment A: submini's;2009 3e kwartaal;;;;;;;
527;Segment A: submini's;2009 4e kwartaal;;;;;;;
528;Segment A: submini's;2009 jaargemiddelde;;;;;;;
529;Segment A: submini's;2010 1e kwartaal;;;;;;;
530;Segment A: submini's;2010 2e kwartaal;;;;;;;
531;Segment A: submini's;2010 3e kwartaal;106.1;;;108.2;;;
532;Segment A: submini's;2010 4e kwartaal;106.1;0.0;;108.5;0.2;;4.8
533;Segment A: submini's;2010 jaargemiddelde;;;;;;;
534;Segment A: submini's;2011 1e kwartaal;108.9;2.6;;111.9;3.2;;4.8
535;Segment A: submini's;2011 2e kwartaal;110.9;1.9;;115.3;3.0;;4.8
536;Segment A: submini's;2011 3e kwartaal;110.4;-0.4;4.1;114.5;-0.7;5.8;4.8
537;Segment A: submini's;2011 4e kwartaal;111.2;0.7;4.8;114.3;-0.2;5.3;4.8
538;Segment A: submini's;2011 jaargemiddelde;110.4;;;114.0;;;4.8
539;Segment A: submini's;2012 1e kwartaal;112.2;0.9;3.1;117.1;2.5;4.6;4.8
540;Segment B: kleine auto's;2001 3e kwartaal;85.8;;;84.1;;;6.0
541;Segment B: kleine auto's;2001 4e kwartaal;85.5;-0.4;;83.1;-1.3;;6.0
542;Segment B: kleine auto's;2001 jaargemiddelde;;;;;;;
543;Segment B: kleine auto's;2002 1e kwartaal;87.4;2.3;;84.6;1.9;;6.0
544;Segment B: kleine auto's;2002 2e kwartaal;88.6;1.3;;86.2;1.9;;6.0
545;Segment B: kleine auto's;2002 3e kwartaal;87.6;-1.1;2.0;85.2;-1.2;1.2;6.0
546;Segment B: kleine auto's;2002 4e kwartaal;86.9;-0.8;1.6;84.5;-0.7;1.8;6.0
547;Segment B: kleine auto's;2002 jaargemiddelde;87.6;;;85.1;;;6.0
548;Segment B: kleine auto's;2003 1e kwartaal;88.3;1.6;1.0;86.6;2.4;2.3;6.0
549;Segment B: kleine auto's;2003 2e kwartaal;88.1;-0.2;-0.6;85.5;-1.2;-0.8;6.0
550;Segment B: kleine auto's;2003 3e kwartaal;88.6;0.7;1.2;86.3;0.9;1.3;6.0
551;Segment B: kleine auto's;2003 4e kwartaal;90.7;2.3;4.4;87.5;1.5;3.6;6.0
552;Segment B: kleine auto's;2003 jaargemiddelde;88.9;;1.5;86.5;;1.6;6.0
553;Segment B: kleine auto's;2004 1e kwartaal;91.9;1.3;4.1;88.8;1.4;2.5;6.0
554;Segment B: kleine auto's;2004 2e kwartaal;92.5;0.7;5.0;90.4;1.9;5.7;6.0
555;Segment B: kleine auto's;2004 3e kwartaal;92.2;-0.3;4.0;90.6;0.2;5.0;6.0
556;Segment B: kleine auto's;2004 4e kwartaal;92.5;0.4;2.0;91.5;1.0;4.5;6.0
557;Segment B: kleine auto's;2004 jaargemiddelde;92.3;;3.8;90.3;;4.5;6.0
558;Segment B: kleine auto's;2005 1e kwartaal;94.8;2.5;3.2;92.8;1.4;4.6;6.0
559;Segment B: kleine auto's;2005 2e kwartaal;96.1;1.3;3.9;95.0;2.3;5.1;6.0
560;Segment B: kleine auto's;2005 3e kwartaal;96.6;0.5;4.8;96.9;2.0;7.0;6.0
561;Segment B: kleine auto's;2005 4e kwartaal;97.6;1.0;5.4;97.5;0.6;6.5;6.0
562;Segment B: kleine auto's;2005 jaargemiddelde;96.3;;4.3;95.6;;5.8;6.0
563;Segment B: kleine auto's;2006 1e kwartaal;99.1;1.6;4.5;99.1;1.7;6.8;6.0
564;Segment B: kleine auto's;2006 2e kwartaal;99.8;0.6;3.9;100.4;1.2;5.6;6.0
565;Segment B: kleine auto's;2006 3e kwartaal;100.4;0.6;3.9;101.0;0.7;4.2;6.0
566;Segment B: kleine auto's;2006 4e kwartaal;100.7;0.4;3.2;99.5;-1.5;2.0;6.0
567;Segment B: kleine auto's;2006 jaargemiddelde;100.0;;3.9;100.0;;4.6;6.0
568;Segment B: kleine auto's;2007 1e kwartaal;101.8;1.0;2.6;100.6;1.1;1.5;6.0
569;Segment B: kleine auto's;2007 2e kwartaal;102.3;0.5;2.5;102.5;1.9;2.1;6.0
570;Segment B: kleine auto's;2007 3e kwartaal;102.5;0.2;2.2;102.4;-0.1;1.4;6.0
571;Segment B: kleine auto's;2007 4e kwartaal;102.2;-0.3;1.5;103.2;0.8;3.7;6.0
572;Segment B: kleine auto's;2007 jaargemiddelde;102.2;;2.2;102.2;;2.2;6.0
573;Segment B: kleine auto's;2008 1e kwartaal;99.7;-2.5;-2.0;101.7;-1.4;1.1;6.0
574;Segment B: kleine auto's;2008 2e kwartaal;100.2;0.6;-2.0;103.8;2.1;1.3;6.0
575;Segment B: kleine auto's;2008 3e kwartaal;101.4;1.1;-1.1;105.7;1.7;3.2;6.0
576;Segment B: kleine auto's;2008 4e kwartaal;102.4;1.0;0.2;103.7;-1.9;0.5;6.0
577;Segment B: kleine auto's;2008 jaargemiddelde;100.9;;-1.3;103.7;;1.5;6.0
578;Segment B: kleine auto's;2009 1e kwartaal;104.2;1.8;4.5;103.9;0.2;2.2;6.0
579;Segment B: kleine auto's;2009 2e kwartaal;104.4;0.2;4.2;104.5;0.6;0.6;6.0
580;Segment B: kleine auto's;2009 3e kwartaal;104.2;-0.2;2.8;105.0;0.5;-0.6;6.0
581;Segment B: kleine auto's;2009 4e kwartaal;103.2;-1.0;0.8;104.6;-0.3;0.9;6.0
582;Segment B: kleine auto's;2009 jaargemiddelde;104.0;;3.1;104.5;;0.8;6.0
583;Segment B: kleine auto's;2010 1e kwartaal;104.1;0.9;0.0;105.9;1.2;1.9;6.0
584;Segment B: kleine auto's;2010 2e kwartaal;102.8;-1.3;-1.6;105.8;-0.1;1.2;6.0
585;Segment B: kleine auto's;2010 3e kwartaal;100.9;-1.8;-3.2;104.0;-1.7;-0.9;6.0
586;Segment B: kleine auto's;2010 4e kwartaal;100.7;-0.2;-2.4;103.9;-0.1;-0.7;6.6
587;Segment B: kleine auto's;2010 jaargemiddelde;102.1;;-1.8;104.9;;0.4;6.0
588;Segment B: kleine auto's;2011 1e kwartaal;102.4;1.6;-1.7;106.5;2.5;0.5;6.6
589;Segment B: kleine auto's;2011 2e kwartaal;103.0;0.6;0.2;108.3;1.7;2.4;6.6
590;Segment B: kleine auto's;2011 3e kwartaal;101.7;-1.2;0.9;106.9;-1.2;2.8;6.6
591;Segment B: kleine auto's;2011 4e kwartaal;101.8;0.1;1.1;106.5;-0.4;2.5;6.6
592;Segment B: kleine auto's;2011 jaargemiddelde;102.2;;0.1;107.0;;2.0;6.6
593;Segment B: kleine auto's;2012 1e kwartaal;101.4;-0.5;-1.0;107.7;1.2;1.2;6.6
594;Segment C: klein/midden;2001 3e kwartaal;81.7;;;80.8;;;21.0
595;Segment C: klein/midden;2001 4e kwartaal;81.7;0.0;;80.1;-0.9;;21.0
596;Segment C: klein/midden;2001 jaargemiddelde;;;;;;;
597;Segment C: klein/midden;2002 1e kwartaal;83.8;2.5;;81.8;2.1;;21.0
598;Segment C: klein/midden;2002 2e kwartaal;84.6;1.0;;83.1;1.6;;21.0
599;Segment C: klein/midden;2002 3e kwartaal;84.2;-0.4;3.1;82.5;-0.6;2.1;21.0
600;Segment C: klein/midden;2002 4e kwartaal;84.2;-0.1;3.0;82.4;-0.1;2.9;21.0
601;Segment C: klein/midden;2002 jaargemiddelde;84.2;;;82.5;;;21.0
602;Segment C: klein/midden;2003 1e kwartaal;86.3;2.5;3.0;85.0;3.1;4.0;21.0
603;Segment C: klein/midden;2003 2e kwartaal;86.7;0.4;2.4;84.4;-0.7;1.6;21.0
604;Segment C: klein/midden;2003 3e kwartaal;87.9;1.5;4.4;85.7;1.5;3.8;21.0
605;Segment C: klein/midden;2003 4e kwartaal;88.9;1.1;5.6;86.2;0.6;4.5;21.0
606;Segment C: klein/midden;2003 jaargemiddelde;87.4;;3.8;85.3;;3.5;21.0
607;Segment C: klein/midden;2004 1e kwartaal;90.4;1.7;4.8;87.7;1.7;3.1;21.0
608;Segment C: klein/midden;2004 2e kwartaal;91.4;1.0;5.5;89.5;2.1;6.1;21.0
609;Segment C: klein/midden;2004 3e kwartaal;91.3;-0.1;3.9;89.9;0.4;4.9;21.0
610;Segment C: klein/midden;2004 4e kwartaal;91.5;0.2;2.9;90.7;0.8;5.2;21.0
611;Segment C: klein/midden;2004 jaargemiddelde;91.1;;4.2;89.4;;4.8;21.0
612;Segment C: klein/midden;2005 1e kwartaal;94.9;3.7;4.9;92.9;2.4;5.9;21.0
613;Segment C: klein/midden;2005 2e kwartaal;95.9;1.1;4.9;94.8;2.1;5.9;21.0
614;Segment C: klein/midden;2005 3e kwartaal;96.5;0.7;5.7;96.8;2.1;7.7;21.0
615;Segment C: klein/midden;2005 4e kwartaal;97.6;1.2;6.7;97.6;0.8;7.6;21.0
616;Segment C: klein/midden;2005 jaargemiddelde;96.2;;5.6;95.5;;6.8;21.0
617;Segment C: klein/midden;2006 1e kwartaal;99.4;1.8;4.7;99.3;1.7;6.9;21.0
618;Segment C: klein/midden;2006 2e kwartaal;100.1;0.7;4.4;100.6;1.3;6.0;21.0
619;Segment C: klein/midden;2006 3e kwartaal;100.1;0.0;3.7;100.8;0.3;4.2;21.0
620;Segment C: klein/midden;2006 4e kwartaal;100.4;0.3;2.9;99.3;-1.5;1.8;21.0
621;Segment C: klein/midden;2006 jaargemiddelde;100.0;;3.9;100.0;;4.7;21.0
622;Segment C: klein/midden;2007 1e kwartaal;101.8;1.3;2.4;100.6;1.3;1.4;21.0
623;Segment C: klein/midden;2007 2e kwartaal;101.9;0.2;1.8;102.2;1.6;1.6;21.0
624;Segment C: klein/midden;2007 3e kwartaal;101.9;-0.1;1.8;101.9;-0.3;1.1;21.0
625;Segment C: klein/midden;2007 4e kwartaal;102.0;0.1;1.6;103.1;1.1;3.8;21.0
626;Segment C: klein/midden;2007 jaargemiddelde;101.9;;1.9;102.0;;2.0;21.0
627;Segment C: klein/midden;2008 1e kwartaal;100.5;-1.4;-1.2;102.4;-0.6;1.8;21.0
628;Segment C: klein/midden;2008 2e kwartaal;102.2;1.6;0.2;105.4;3.0;3.1;21.0
629;Segment C: klein/midden;2008 3e kwartaal;103.3;1.1;1.3;107.2;1.7;5.2;21.0
630;Segment C: klein/midden;2008 4e kwartaal;104.2;0.9;2.1;105.2;-1.9;2.0;21.0
631;Segment C: klein/midden;2008 jaargemiddelde;102.5;;0.6;105.1;;3.0;21.0
632;Segment C: klein/midden;2009 1e kwartaal;105.2;0.9;4.6;104.7;-0.5;2.2;21.0
633;Segment C: klein/midden;2009 2e kwartaal;104.8;-0.4;2.6;104.7;0.1;-0.7;21.0
634;Segment C: klein/midden;2009 3e kwartaal;105.4;0.5;2.0;105.9;1.1;-1.3;21.0
635;Segment C: klein/midden;2009 4e kwartaal;105.1;-0.2;0.9;106.2;0.3;1.0;21.0
636;Segment C: klein/midden;2009 jaargemiddelde;105.1;;2.5;105.4;;0.3;21.0
637;Segment C: klein/midden;2010 1e kwartaal;106.8;1.6;1.5;108.0;1.7;3.2;21.0
638;Segment C: klein/midden;2010 2e kwartaal;106.6;-0.2;1.7;108.9;0.9;4.0;21.0
639;Segment C: klein/midden;2010 3e kwartaal;106.5;-0.1;1.1;108.6;-0.3;2.6;21.0
640;Segment C: klein/midden;2010 4e kwartaal;107.0;0.4;1.8;109.5;0.8;3.1;23.1
641;Segment C: klein/midden;2010 jaargemiddelde;106.7;;1.5;108.7;;3.2;21.0
642;Segment C: klein/midden;2011 1e kwartaal;109.2;2.0;2.3;112.8;3.0;4.4;23.1
643;Segment C: klein/midden;2011 2e kwartaal;109.6;0.3;2.8;114.3;1.4;4.9;23.1
644;Segment C: klein/midden;2011 3e kwartaal;109.3;-0.2;2.6;113.5;-0.7;4.6;23.1
645;Segment C: klein/midden;2011 4e kwartaal;109.0;-0.2;1.9;112.5;-0.9;2.8;23.1
646;Segment C: klein/midden;2011 jaargemiddelde;109.3;;2.4;113.3;;4.2;23.1
647;Segment C: klein/midden;2012 1e kwartaal;109.0;0.0;-0.2;113.1;0.5;0.3;23.1
648;Segment D: midden/groot;2001 3e kwartaal;83.0;;;81.9;;;33.0
649;Segment D: midden/groot;2001 4e kwartaal;82.6;-0.5;;80.8;-1.4;;33.0
650;Segment D: midden/groot;2001 jaargemiddelde;;;;;;;
651;Segment D: midden/groot;2002 1e kwartaal;84.3;2.0;;82.1;1.7;;33.0
652;Segment D: midden/groot;2002 2e kwartaal;85.4;1.3;;83.7;1.9;;33.0
653;Segment D: midden/groot;2002 3e kwartaal;85.2;-0.2;2.6;83.3;-0.5;1.7;33.0
654;Segment D: midden/groot;2002 4e kwartaal;85.4;0.2;3.4;83.4;0.1;3.2;33.0
655;Segment D: midden/groot;2002 jaargemiddelde;85.1;;;83.1;;;33.0
656;Segment D: midden/groot;2003 1e kwartaal;87.1;2.0;3.4;85.7;2.8;4.3;33.0
657;Segment D: midden/groot;2003 2e kwartaal;86.4;-0.9;1.1;84.2;-1.8;0.5;33.0
658;Segment D: midden/groot;2003 3e kwartaal;87.7;1.6;3.0;85.5;1.6;2.7;33.0
659;Segment D: midden/groot;2003 4e kwartaal;89.0;1.5;4.2;86.2;0.8;3.4;33.0
660;Segment D: midden/groot;2003 jaargemiddelde;87.6;;2.9;85.4;;2.7;33.0
661;Segment D: midden/groot;2004 1e kwartaal;90.6;1.8;4.0;87.8;1.8;2.5;33.0
662;Segment D: midden/groot;2004 2e kwartaal;91.7;1.2;6.2;89.8;2.3;6.7;33.0
663;Segment D: midden/groot;2004 3e kwartaal;91.9;0.2;4.7;90.4;0.6;5.7;33.0
664;Segment D: midden/groot;2004 4e kwartaal;91.9;0.0;3.2;91.0;0.7;5.5;33.0
665;Segment D: midden/groot;2004 jaargemiddelde;91.5;;4.5;89.7;;5.1;33.0
666;Segment D: midden/groot;2005 1e kwartaal;94.3;2.6;4.0;92.4;1.5;5.2;33.0
667;Segment D: midden/groot;2005 2e kwartaal;95.6;1.4;4.2;94.6;2.4;5.3;33.0
668;Segment D: midden/groot;2005 3e kwartaal;96.6;1.0;5.1;96.8;2.4;7.2;33.0
669;Segment D: midden/groot;2005 4e kwartaal;97.7;1.2;6.4;97.6;0.8;7.3;33.0
670;Segment D: midden/groot;2005 jaargemiddelde;96.0;;4.9;95.4;;6.3;33.0
671;Segment D: midden/groot;2006 1e kwartaal;98.9;1.2;4.9;98.9;1.3;7.1;33.0
672;Segment D: midden/groot;2006 2e kwartaal;100.1;1.2;4.7;100.6;1.7;6.3;33.0
673;Segment D: midden/groot;2006 3e kwartaal;100.4;0.3;4.0;101.1;0.5;4.4;33.0
674;Segment D: midden/groot;2006 4e kwartaal;100.6;0.3;3.0;99.5;-1.6;1.9;33.0
675;Segment D: midden/groot;2006 jaargemiddelde;100.0;;4.1;100.0;;4.9;33.0
676;Segment D: midden/groot;2007 1e kwartaal;101.9;1.3;3.1;100.8;1.3;1.9;33.0
677;Segment D: midden/groot;2007 2e kwartaal;102.5;0.6;2.4;102.7;1.9;2.1;33.0
678;Segment D: midden/groot;2007 3e kwartaal;102.7;0.2;2.4;102.6;-0.1;1.5;33.0
679;Segment D: midden/groot;2007 4e kwartaal;102.6;-0.2;1.9;103.5;0.9;4.0;33.0
680;Segment D: midden/groot;2007 jaargemiddelde;102.4;;2.4;102.4;;2.4;33.0
681;Segment D: midden/groot;2008 1e kwartaal;100.6;-1.9;-1.3;102.4;-1.0;1.6;33.0
682;Segment D: midden/groot;2008 2e kwartaal;101.4;0.8;-1.1;104.8;2.3;2.0;33.0
683;Segment D: midden/groot;2008 3e kwartaal;102.6;1.2;-0.1;106.7;1.8;4.0;33.0
684;Segment D: midden/groot;2008 4e kwartaal;102.8;0.2;0.2;104.0;-2.5;0.5;33.0
685;Segment D: midden/groot;2008 jaargemiddelde;101.8;;-0.6;104.5;;2.0;33.0
686;Segment D: midden/groot;2009 1e kwartaal;104.7;1.8;4.1;104.3;0.3;1.8;33.0
687;Segment D: midden/groot;2009 2e kwartaal;105.1;0.4;3.7;105.1;0.7;0.3;33.0
688;Segment D: midden/groot;2009 3e kwartaal;106.2;1.0;3.5;106.6;1.4;-0.1;33.0
689;Segment D: midden/groot;2009 4e kwartaal;106.8;0.5;3.9;107.6;0.9;3.4;33.0
690;Segment D: midden/groot;2009 jaargemiddelde;105.7;;3.8;105.9;;1.3;33.0
691;Segment D: midden/groot;2010 1e kwartaal;108.7;1.8;3.8;109.6;1.9;5.1;33.0
692;Segment D: midden/groot;2010 2e kwartaal;107.5;-1.1;2.3;109.7;0.1;4.4;33.0
693;Segment D: midden/groot;2010 3e kwartaal;106.5;-0.9;0.3;108.6;-1.0;1.9;33.0
694;Segment D: midden/groot;2010 4e kwartaal;106.9;0.4;0.1;109.1;0.5;1.4;22.7
695;Segment D: midden/groot;2010 jaargemiddelde;107.4;;1.6;109.2;;3.2;33.0
696;Segment D: midden/groot;2011 1e kwartaal;108.2;1.2;-0.4;111.7;2.4;1.9;22.7
697;Segment D: midden/groot;2011 2e kwartaal;108.4;0.1;0.8;112.6;0.8;2.7;22.7
698;Segment D: midden/groot;2011 3e kwartaal;107.1;-1.1;0.6;111.2;-1.3;2.4;22.7
699;Segment D: midden/groot;2011 4e kwartaal;107.2;0.0;0.3;110.9;-0.2;1.7;22.7
700;Segment D: midden/groot;2011 jaargemiddelde;107.7;;0.3;111.6;;2.2;22.7
701;Segment D: midden/groot;2012 1e kwartaal;106.3;-0.8;-1.8;111.0;0.1;-0.6;22.7
702;Segment E: hogere middenklasse;2001 3e kwartaal;85.6;;;83.9;;;12.0
703;Segment E: hogere middenklasse;2001 4e kwartaal;84.5;-1.2;;82.3;-1.9;;12.0
704;Segment E: hogere middenklasse;2001 jaargemiddelde;;;;;;;
705;Segment E: hogere middenklasse;2002 1e kwartaal;85.9;1.7;;83.4;1.4;;12.0
706;Segment E: hogere middenklasse;2002 2e kwartaal;87.2;1.5;;85.1;2.0;;12.0
707;Segment E: hogere middenklasse;2002 3e kwartaal;87.5;0.3;2.3;85.1;0.0;1.4;12.0
708;Segment E: hogere middenklasse;2002 4e kwartaal;87.0;-0.6;3.0;84.6;-0.6;2.9;12.0
709;Segment E: hogere middenklasse;2002 jaargemiddelde;86.9;;;84.6;;;12.0
710;Segment E: hogere middenklasse;2003 1e kwartaal;87.1;0.2;1.4;85.7;1.2;2.7;12.0
711;Segment E: hogere middenklasse;2003 2e kwartaal;87.9;0.8;0.7;85.3;-0.4;0.2;12.0
712;Segment E: hogere middenklasse;2003 3e kwartaal;89.2;1.5;1.9;86.7;1.6;1.9;12.0
713;Segment E: hogere middenklasse;2003 4e kwartaal;90.6;1.6;4.2;87.5;1.0;3.4;12.0
714;Segment E: hogere middenklasse;2003 jaargemiddelde;88.7;;2.1;86.3;;2.0;12.0
715;Segment E: hogere middenklasse;2004 1e kwartaal;91.8;1.3;5.4;88.8;1.4;3.6;12.0
716;Segment E: hogere middenklasse;2004 2e kwartaal;92.8;1.1;5.7;90.7;2.2;6.3;12.0
717;Segment E: hogere middenklasse;2004 3e kwartaal;92.3;-0.6;3.4;90.7;0.0;4.6;12.0
718;Segment E: hogere middenklasse;2004 4e kwartaal;92.0;-0.3;1.5;91.1;0.4;4.1;12.0
719;Segment E: hogere middenklasse;2004 jaargemiddelde;92.2;;4.0;90.3;;4.6;12.0
720;Segment E: hogere middenklasse;2005 1e kwartaal;95.5;3.8;4.0;93.3;2.4;5.1;12.0
721;Segment E: hogere middenklasse;2005 2e kwartaal;96.1;0.7;3.5;95.0;1.9;4.8;12.0
722;Segment E: hogere middenklasse;2005 3e kwartaal;96.5;0.4;4.6;96.8;1.9;6.8;12.0
723;Segment E: hogere middenklasse;2005 4e kwartaal;97.9;1.5;6.4;97.8;1.0;7.3;12.0
724;Segment E: hogere middenklasse;2005 jaargemiddelde;96.5;;4.6;95.7;;6.0;12.0
725;Segment E: hogere middenklasse;2006 1e kwartaal;98.7;0.8;3.3;98.7;1.0;5.8;12.0
726;Segment E: hogere middenklasse;2006 2e kwartaal;99.8;1.2;3.9;100.4;1.7;5.6;12.0
727;Segment E: hogere middenklasse;2006 3e kwartaal;100.3;0.4;3.9;101.0;0.6;4.3;12.0
728;Segment E: hogere middenklasse;2006 4e kwartaal;101.2;1.0;3.4;99.9;-1.0;2.2;12.0
729;Segment E: hogere middenklasse;2006 jaargemiddelde;100.0;;3.6;100.0;;4.5;12.0
730;Segment E: hogere middenklasse;2007 1e kwartaal;102.3;1.1;3.7;101.1;1.1;2.4;12.0
731;Segment E: hogere middenklasse;2007 2e kwartaal;103.0;0.6;3.1;103.0;2.0;2.7;12.0
732;Segment E: hogere middenklasse;2007 3e kwartaal;103.8;0.8;3.6;103.4;0.4;2.4;12.0
733;Segment E: hogere middenklasse;2007 4e kwartaal;103.9;0.0;2.6;104.5;1.0;4.6;12.0
734;Segment E: hogere middenklasse;2007 jaargemiddelde;103.2;;3.2;103.0;;3.0;12.0
735;Segment E: hogere middenklasse;2008 1e kwartaal;102.6;-1.2;0.2;104.0;-0.5;2.9;12.0
736;Segment E: hogere middenklasse;2008 2e kwartaal;104.1;1.4;1.1;106.9;2.8;3.7;12.0
737;Segment E: hogere middenklasse;2008 3e kwartaal;105.5;1.4;1.6;109.0;1.9;5.4;12.0
738;Segment E: hogere middenklasse;2008 4e kwartaal;105.6;0.0;1.6;106.1;-2.6;1.5;12.0
739;Segment E: hogere middenklasse;2008 jaargemiddelde;104.4;;1.2;106.5;;3.4;12.0
740;Segment E: hogere middenklasse;2009 1e kwartaal;106.8;1.2;4.2;105.9;-0.2;1.8;12.0
741;Segment E: hogere middenklasse;2009 2e kwartaal;108.2;1.3;4.0;107.4;1.4;0.4;12.0
742;Segment E: hogere middenklasse;2009 3e kwartaal;108.9;0.6;3.2;108.6;1.1;-0.4;12.0
743;Segment E: hogere middenklasse;2009 4e kwartaal;108.2;-0.6;2.5;108.6;0.0;2.3;12.0
744;Segment E: hogere middenklasse;2009 jaargemiddelde;108.0;;3.4;107.6;;1.0;12.0
745;Segment E: hogere middenklasse;2010 1e kwartaal;106.9;-1.2;0.0;108.0;-0.5;2.0;12.0
746;Segment E: hogere middenklasse;2010 2e kwartaal;106.8;-0.1;-1.3;109.0;0.9;1.5;12.0
747;Segment E: hogere middenklasse;2010 3e kwartaal;106.9;0.0;-1.8;108.7;-0.3;0.1;12.0
748;Segment E: hogere middenklasse;2010 4e kwartaal;107.3;0.4;-0.9;109.3;0.6;0.7;7.5
749;Segment E: hogere middenklasse;2010 jaargemiddelde;107.0;;-1.0;108.8;;1.1;12.0
750;Segment E: hogere middenklasse;2011 1e kwartaal;108.5;1.1;1.5;111.5;2.0;3.2;7.5
751;Segment E: hogere middenklasse;2011 2e kwartaal;108.6;0.1;1.6;112.2;0.6;2.9;7.5
752;Segment E: hogere middenklasse;2011 3e kwartaal;107.0;-1.4;0.2;110.5;-1.5;1.6;7.5
753;Segment E: hogere middenklasse;2011 4e kwartaal;106.6;-0.4;-0.6;110.3;-0.2;0.9;7.5
754;Segment E: hogere middenklasse;2011 jaargemiddelde;107.7;;0.7;111.1;;2.2;7.5
755;Segment E: hogere middenklasse;2012 1e kwartaal;106.5;-0.1;-1.8;111.1;0.7;-0.4;7.5
756;Segment MPV;2001 3e kwartaal;;;;;;;
757;Segment MPV;2001 4e kwartaal;;;;;;;
758;Segment MPV;2001 jaargemiddelde;;;;;;;
759;Segment MPV;2002 1e kwartaal;;;;;;;
760;Segment MPV;2002 2e kwartaal;;;;;;;
761;Segment MPV;2002 3e kwartaal;;;;;;;
762;Segment MPV;2002 4e kwartaal;;;;;;;
763;Segment MPV;2002 jaargemiddelde;;;;;;;
764;Segment MPV;2003 1e kwartaal;;;;;;;
765;Segment MPV;2003 2e kwartaal;;;;;;;
766;Segment MPV;2003 3e kwartaal;;;;;;;
767;Segment MPV;2003 4e kwartaal;;;;;;;
768;Segment MPV;2003 jaargemiddelde;;;;;;;
769;Segment MPV;2004 1e kwartaal;;;;;;;
770;Segment MPV;2004 2e kwartaal;;;;;;;
771;Segment MPV;2004 3e kwartaal;;;;;;;
772;Segment MPV;2004 4e kwartaal;;;;;;;
773;Segment MPV;2004 jaargemiddelde;;;;;;;
774;Segment MPV;2005 1e kwartaal;;;;;;;
775;Segment MPV;2005 2e kwartaal;;;;;;;
776;Segment MPV;2005 3e kwartaal;;;;;;;
777;Segment MPV;2005 4e kwartaal;;;;;;;
778;Segment MPV;2005 jaargemiddelde;;;;;;;
779;Segment MPV;2006 1e kwartaal;;;;;;;
780;Segment MPV;2006 2e kwartaal;;;;;;;
781;Segment MPV;2006 3e kwartaal;;;;;;;
782;Segment MPV;2006 4e kwartaal;;;;;;;
783;Segment MPV;2006 jaargemiddelde;;;;;;;
784;Segment MPV;2007 1e kwartaal;;;;;;;
785;Segment MPV;2007 2e kwartaal;;;;;;;
786;Segment MPV;2007 3e kwartaal;;;;;;;
787;Segment MPV;2007 4e kwartaal;;;;;;;
788;Segment MPV;2007 jaargemiddelde;;;;;;;
789;Segment MPV;2008 1e kwartaal;;;;;;;
790;Segment MPV;2008 2e kwartaal;;;;;;;
791;Segment MPV;2008 3e kwartaal;;;;;;;
792;Segment MPV;2008 4e kwartaal;;;;;;;
793;Segment MPV;2008 jaargemiddelde;;;;;;;
794;Segment MPV;2009 1e kwartaal;;;;;;;
795;Segment MPV;2009 2e kwartaal;;;;;;;
796;Segment MPV;2009 3e kwartaal;;;;;;;
797;Segment MPV;2009 4e kwartaal;;;;;;;
798;Segment MPV;2009 jaargemiddelde;;;;;;;
799;Segment MPV;2010 1e kwartaal;;;;;;;
800;Segment MPV;2010 2e kwartaal;;;;;;;
801;Segment MPV;2010 3e kwartaal;106.1;;;108.2;;;
802;Segment MPV;2010 4e kwartaal;106.4;0.3;;109.3;1.0;;8.5
803;Segment MPV;2010 jaargemiddelde;;;;;;;
804;Segment MPV;2011 1e kwartaal;108.0;1.4;;111.5;2.0;;8.5
805;Segment MPV;2011 2e kwartaal;108.1;0.1;;112.4;0.8;;8.5
806;Segment MPV;2011 3e kwartaal;106.8;-1.2;0.6;111.0;-1.2;2.5;8.5
807;Segment MPV;2011 4e kwartaal;107.3;0.5;0.8;111.1;0.2;1.7;8.5
808;Segment MPV;2011 jaargemiddelde;107.5;;;111.5;;;8.5
