ID;TypeReIntegratieParticipatievoorz;StatusVoorzieningEindeVerslagperiode;RegioS;Perioden;ReIntegratieParticipatievoorzieningen_1
796;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2021 mei;12260.0
797;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2021 juni;12400.0
798;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2021 juli;12310.0
799;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2021 augustus;12200.0
800;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2021 september;12220.0
801;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2021 oktober;12180.0
802;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2021 november;12110.0
803;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2021 december;12300.0
804;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2022 januari;12290.0
805;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2022 februari;12470.0
806;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2022 maart;12540.0
807;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2022 april;12880.0
808;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2022 mei;12950.0
809;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2022 juni;13080.0
810;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2022 juli;13270.0
811;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2022 augustus;13180.0
812;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2022 september;13330.0
813;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2022 oktober;13340.0
814;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2022 november;13650.0
815;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Limburg (PV);2022 december;13610.0
816;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2019 januari;3810.0
817;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2019 februari;3870.0
818;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2019 maart;3890.0
819;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2019 april;3880.0
820;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2019 mei;3940.0
821;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2019 juni;3800.0
822;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2019 juli;3760.0
823;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2019 augustus;3680.0
824;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2019 september;3700.0
825;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2019 oktober;3710.0
826;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2019 november;3820.0
827;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2019 december;3840.0
828;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2020 januari;3780.0
829;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2020 februari;3520.0
830;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2020 maart;3800.0
831;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2020 april;3800.0
832;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2020 mei;3800.0
833;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2020 juni;3830.0
834;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2020 juli;3830.0
835;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2020 augustus;3800.0
836;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2020 september;3770.0
837;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2020 oktober;3760.0
838;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2020 november;3720.0
839;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2020 december;3670.0
840;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2021 januari;3220.0
841;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2021 februari;3200.0
842;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2021 maart;3220.0
843;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2021 april;3210.0
844;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2021 mei;3200.0
845;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2021 juni;3180.0
846;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2021 juli;3170.0
847;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2021 augustus;3160.0
848;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2021 september;3160.0
849;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2021 oktober;3170.0
850;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2021 november;3120.0
851;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2021 december;3120.0
852;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2022 januari;3060.0
853;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2022 februari;3010.0
854;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2022 maart;2990.0
855;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2022 april;2890.0
856;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2022 mei;2870.0
857;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2022 juni;2880.0
858;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2022 juli;2850.0
859;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2022 augustus;2830.0
860;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2022 september;2850.0
861;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2022 oktober;2860.0
862;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2022 november;2890.0
863;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Oost-Groningen (CR);2022 december;2900.0
864;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2019 januari;520.0
865;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2019 februari;550.0
866;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2019 maart;580.0
867;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2019 april;670.0
868;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2019 mei;690.0
869;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2019 juni;720.0
870;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2019 juli;760.0
871;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2019 augustus;720.0
872;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2019 september;710.0
873;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2019 oktober;750.0
874;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2019 november;800.0
875;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2019 december;780.0
876;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2020 januari;750.0
877;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2020 februari;730.0
878;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2020 maart;710.0
879;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2020 april;670.0
880;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2020 mei;670.0
881;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2020 juni;670.0
882;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2020 juli;640.0
883;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2020 augustus;620.0
884;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2020 september;640.0
885;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2020 oktober;640.0
886;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2020 november;650.0
887;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2020 december;630.0
888;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2021 januari;590.0
889;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2021 februari;590.0
890;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2021 maart;590.0
891;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2021 april;600.0
892;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2021 mei;600.0
893;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2021 juni;600.0
894;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2021 juli;580.0
895;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2021 augustus;570.0
896;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2021 september;630.0
897;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2021 oktober;620.0
898;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2021 november;640.0
899;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2021 december;630.0
900;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2022 januari;620.0
901;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2022 februari;630.0
902;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2022 maart;640.0
903;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2022 april;660.0
904;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2022 mei;660.0
905;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2022 juni;660.0
906;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2022 juli;640.0
907;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2022 augustus;630.0
908;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2022 september;670.0
909;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2022 oktober;680.0
910;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2022 november;690.0
911;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Delfzijl en omgeving (CR);2022 december;680.0
912;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2019 januari;7320.0
913;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2019 februari;7230.0
914;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2019 maart;7330.0
915;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2019 april;7350.0
916;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2019 mei;7430.0
917;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2019 juni;7420.0
918;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2019 juli;7570.0
919;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2019 augustus;7370.0
920;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2019 september;7150.0
921;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2019 oktober;7200.0
922;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2019 november;7050.0
923;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2019 december;7030.0
924;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2020 januari;6970.0
925;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2020 februari;7110.0
926;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2020 maart;6930.0
927;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2020 april;6730.0
928;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2020 mei;6680.0
929;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2020 juni;6700.0
930;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2020 juli;6760.0
931;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2020 augustus;6640.0
932;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2020 september;6880.0
933;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2020 oktober;6700.0
934;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2020 november;6730.0
935;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2020 december;6720.0
936;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2021 januari;6680.0
937;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2021 februari;6710.0
938;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2021 maart;6820.0
939;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2021 april;6870.0
940;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2021 mei;6880.0
941;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2021 juni;7000.0
942;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2021 juli;6940.0
943;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2021 augustus;6810.0
944;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2021 september;6870.0
945;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2021 oktober;6840.0
946;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2021 november;6950.0
947;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2021 december;6820.0
948;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2022 januari;6800.0
949;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2022 februari;6860.0
950;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2022 maart;6640.0
951;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2022 april;6650.0
952;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2022 mei;6730.0
953;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2022 juni;6740.0
954;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2022 juli;6720.0
955;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2022 augustus;6540.0
956;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2022 september;6540.0
957;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2022 oktober;6530.0
958;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2022 november;7010.0
959;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Overig Groningen (CR);2022 december;6980.0
960;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2019 januari;8700.0
961;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2019 februari;8670.0
962;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2019 maart;8480.0
963;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2019 april;8570.0
964;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2019 mei;8610.0
965;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2019 juni;8580.0
966;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2019 juli;8560.0
967;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2019 augustus;8460.0
968;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2019 september;8440.0
969;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2019 oktober;8480.0
970;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2019 november;8440.0
971;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2019 december;8330.0
972;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2020 januari;8350.0
973;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2020 februari;8300.0
974;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2020 maart;8230.0
975;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2020 april;8050.0
976;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2020 mei;7990.0
977;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2020 juni;8000.0
978;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2020 juli;7990.0
979;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2020 augustus;7970.0
980;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2020 september;7980.0
981;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2020 oktober;7980.0
982;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2020 november;7950.0
983;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2020 december;7820.0
984;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2021 januari;7620.0
985;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2021 februari;7600.0
986;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2021 maart;7530.0
987;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2021 april;7600.0
988;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2021 mei;7440.0
989;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2021 juni;7500.0
990;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2021 juli;7330.0
991;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2021 augustus;7240.0
992;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2021 september;7280.0
993;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2021 oktober;7370.0
994;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2021 november;6230.0
995;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2021 december;6220.0
996;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2022 januari;5790.0
997;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2022 februari;5800.0
998;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2022 maart;5920.0
999;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2022 april;5970.0
1000;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2022 mei;5970.0
1001;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2022 juni;6060.0
1002;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2022 juli;6160.0
1003;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2022 augustus;6200.0
1004;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2022 september;6280.0
1005;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2022 oktober;6370.0
1006;Totaal re-integratie-/participatievoorz.;Totaal voorzieningen:Lopend en beëindigd;Noord-Friesland (CR);2022 november;6490.0
