ID;SoortBromfiets;RegioS;Perioden;AantalVoertuigen_1;PersonenInBezitVanVoertuig_2
1717;Alle bromfietsen;Rucphen;2009;1409.0;7.4
1718;Alle bromfietsen;Rucphen;2010;1584.0;8.3
1719;Alle bromfietsen;Rucphen;2011;1739.0;9.1
1720;Alle bromfietsen;Schagen;2007;591.0;3.8
1721;Alle bromfietsen;Schagen;2008;639.0;4.1
1722;Alle bromfietsen;Schagen;2009;642.0;4.2
1723;Alle bromfietsen;Schagen;2010;694.0;4.5
1724;Alle bromfietsen;Schagen;2011;788.0;5.1
1725;Alle bromfietsen;Scheemda;2007;624.0;5.5
1726;Alle bromfietsen;Scheemda;2008;674.0;5.8
1727;Alle bromfietsen;Scheemda;2009;717.0;6.2
1728;Alle bromfietsen;Scheemda;2010;;
1729;Alle bromfietsen;Scheemda;2011;;
1730;Alle bromfietsen;Schermer;2007;361.0;9.0
1731;Alle bromfietsen;Schermer;2008;411.0;9.9
1732;Alle bromfietsen;Schermer;2009;465.0;11.1
1733;Alle bromfietsen;Schermer;2010;567.0;13.4
1734;Alle bromfietsen;Schermer;2011;598.0;14.1
1735;Alle bromfietsen;Scherpenzeel;2007;367.0;5.4
1736;Alle bromfietsen;Scherpenzeel;2008;410.0;5.9
1737;Alle bromfietsen;Scherpenzeel;2009;459.0;6.5
1738;Alle bromfietsen;Scherpenzeel;2010;516.0;7.2
1739;Alle bromfietsen;Scherpenzeel;2011;560.0;7.7
1740;Alle bromfietsen;Schiedam;2007;2887.0;4.7
1741;Alle bromfietsen;Schiedam;2008;3453.0;5.6
1742;Alle bromfietsen;Schiedam;2009;3901.0;6.3
1743;Alle bromfietsen;Schiedam;2010;4387.0;7.1
1744;Alle bromfietsen;Schiedam;2011;4765.0;7.7
1745;Alle bromfietsen;Schiermonnikoog;2007;50.0;6.4
1746;Alle bromfietsen;Schiermonnikoog;2008;61.0;7.7
1747;Alle bromfietsen;Schiermonnikoog;2009;68.0;8.7
1748;Alle bromfietsen;Schiermonnikoog;2010;68.0;8.7
1749;Alle bromfietsen;Schiermonnikoog;2011;73.0;9.3
1750;Alle bromfietsen;Schijndel;2007;1065.0;5.8
1751;Alle bromfietsen;Schijndel;2008;1084.0;5.9
1752;Alle bromfietsen;Schijndel;2009;1160.0;6.3
1753;Alle bromfietsen;Schijndel;2010;1200.0;6.4
1754;Alle bromfietsen;Schijndel;2011;1256.0;6.7
1755;Alle bromfietsen;Schinnen;2007;662.0;6.0
1756;Alle bromfietsen;Schinnen;2008;702.0;6.3
1757;Alle bromfietsen;Schinnen;2009;747.0;6.7
1758;Alle bromfietsen;Schinnen;2010;819.0;7.3
1759;Alle bromfietsen;Schinnen;2011;920.0;8.2
1760;Alle bromfietsen;Schoonhoven;2007;348.0;3.6
1761;Alle bromfietsen;Schoonhoven;2008;357.0;3.7
1762;Alle bromfietsen;Schoonhoven;2009;382.0;4.0
1763;Alle bromfietsen;Schoonhoven;2010;402.0;4.2
1764;Alle bromfietsen;Schoonhoven;2011;432.0;4.5
1765;Alle bromfietsen;Schouwen-Duiveland;2007;2189.0;7.8
1766;Alle bromfietsen;Schouwen-Duiveland;2008;2300.0;8.2
1767;Alle bromfietsen;Schouwen-Duiveland;2009;2448.0;8.8
1768;Alle bromfietsen;Schouwen-Duiveland;2010;2573.0;9.1
1769;Alle bromfietsen;Schouwen-Duiveland;2011;2682.0;9.5
1770;Alle bromfietsen;Sevenum;2007;457.0;7.6
1771;Alle bromfietsen;Sevenum;2008;480.0;7.9
1772;Alle bromfietsen;Sevenum;2009;517.0;8.4
1773;Alle bromfietsen;Sevenum;2010;;
1774;Alle bromfietsen;Sevenum;2011;;
1775;Alle bromfietsen;Simpelveld;2007;510.0;5.4
1776;Alle bromfietsen;Simpelveld;2008;564.0;6.0
1777;Alle bromfietsen;Simpelveld;2009;571.0;6.1
1778;Alle bromfietsen;Simpelveld;2010;593.0;6.4
1779;Alle bromfietsen;Simpelveld;2011;645.0;6.9
1780;Alle bromfietsen;Sint Anthonis;2007;461.0;5.0
1781;Alle bromfietsen;Sint Anthonis;2008;473.0;5.1
1782;Alle bromfietsen;Sint Anthonis;2009;525.0;5.6
1783;Alle bromfietsen;Sint Anthonis;2010;594.0;6.3
1784;Alle bromfietsen;Sint Anthonis;2011;624.0;6.6
1785;Alle bromfietsen;Sint-Michielsgestel;2007;1330.0;6.0
1786;Alle bromfietsen;Sint-Michielsgestel;2008;1431.0;6.4
1787;Alle bromfietsen;Sint-Michielsgestel;2009;1494.0;6.6
1788;Alle bromfietsen;Sint-Michielsgestel;2010;1638.0;7.3
1789;Alle bromfietsen;Sint-Michielsgestel;2011;1763.0;7.8
1790;Alle bromfietsen;Sint-Oedenrode;2007;1050.0;7.7
1791;Alle bromfietsen;Sint-Oedenrode;2008;1131.0;8.2
1792;Alle bromfietsen;Sint-Oedenrode;2009;1182.0;8.5
1793;Alle bromfietsen;Sint-Oedenrode;2010;1226.0;8.6
1794;Alle bromfietsen;Sint-Oedenrode;2011;1350.0;9.4
1795;Alle bromfietsen;Sittard-Geleen;2007;4216.0;5.3
1796;Alle bromfietsen;Sittard-Geleen;2008;4606.0;5.8
1797;Alle bromfietsen;Sittard-Geleen;2009;5038.0;6.3
1798;Alle bromfietsen;Sittard-Geleen;2010;5458.0;6.8
1799;Alle bromfietsen;Sittard-Geleen;2011;5866.0;7.3
1800;Alle bromfietsen;Skarsterlân;2007;940.0;4.4
1801;Alle bromfietsen;Skarsterlân;2008;939.0;4.4
1802;Alle bromfietsen;Skarsterlân;2009;1022.0;4.7
1803;Alle bromfietsen;Skarsterlân;2010;1115.0;5.1
1804;Alle bromfietsen;Skarsterlân;2011;1164.0;5.3
1805;Alle bromfietsen;Sliedrecht;2007;900.0;4.7
1806;Alle bromfietsen;Sliedrecht;2008;1007.0;5.3
1807;Alle bromfietsen;Sliedrecht;2009;1078.0;5.6
1808;Alle bromfietsen;Sliedrecht;2010;1128.0;5.8
1809;Alle bromfietsen;Sliedrecht;2011;1154.0;6.0
1810;Alle bromfietsen;Slochteren;2007;708.0;5.9
1811;Alle bromfietsen;Slochteren;2008;765.0;6.2
1812;Alle bromfietsen;Slochteren;2009;858.0;6.9
1813;Alle bromfietsen;Slochteren;2010;922.0;7.4
1814;Alle bromfietsen;Slochteren;2011;991.0;7.9
1815;Alle bromfietsen;Sluis;2007;1267.0;6.2
1816;Alle bromfietsen;Sluis;2008;1335.0;6.5
1817;Alle bromfietsen;Sluis;2009;1403.0;6.9
1818;Alle bromfietsen;Sluis;2010;1503.0;7.4
1819;Alle bromfietsen;Sluis;2011;1590.0;7.8
1820;Alle bromfietsen;Smallingerland;2007;1864.0;4.2
1821;Alle bromfietsen;Smallingerland;2008;2031.0;4.6
1822;Alle bromfietsen;Smallingerland;2009;2190.0;4.9
1823;Alle bromfietsen;Smallingerland;2010;2360.0;5.3
1824;Alle bromfietsen;Smallingerland;2011;2619.0;5.9
1825;Alle bromfietsen;Sneek;2007;1105.0;4.2
1826;Alle bromfietsen;Sneek;2008;1207.0;4.5
1827;Alle bromfietsen;Sneek;2009;1274.0;4.8
1828;Alle bromfietsen;Sneek;2010;1360.0;5.1
1829;Alle bromfietsen;Sneek;2011;;
1830;Alle bromfietsen;Soest;2007;1704.0;4.7
1831;Alle bromfietsen;Soest;2008;1915.0;5.2
1832;Alle bromfietsen;Soest;2009;2150.0;5.8
1833;Alle bromfietsen;Soest;2010;2442.0;6.6
1834;Alle bromfietsen;Soest;2011;2572.0;7.0
1835;Alle bromfietsen;Someren;2007;715.0;5.0
1836;Alle bromfietsen;Someren;2008;746.0;5.1
1837;Alle bromfietsen;Someren;2009;873.0;6.0
1838;Alle bromfietsen;Someren;2010;1002.0;6.8
1839;Alle bromfietsen;Someren;2011;1019.0;6.8
1840;Alle bromfietsen;Son en Breugel;2007;871.0;7.2
1841;Alle bromfietsen;Son en Breugel;2008;982.0;8.1
1842;Alle bromfietsen;Son en Breugel;2009;1086.0;8.9
1843;Alle bromfietsen;Son en Breugel;2010;1164.0;9.5
1844;Alle bromfietsen;Son en Breugel;2011;1229.0;9.9
1845;Alle bromfietsen;Spijkenisse;2007;3495.0;5.8
1846;Alle bromfietsen;Spijkenisse;2008;3947.0;6.6
1847;Alle bromfietsen;Spijkenisse;2009;4344.0;7.3
1848;Alle bromfietsen;Spijkenisse;2010;4751.0;8.0
1849;Alle bromfietsen;Spijkenisse;2011;5208.0;8.7
1850;Alle bromfietsen;Stadskanaal;2007;1022.0;3.7
1851;Alle bromfietsen;Stadskanaal;2008;1031.0;3.7
1852;Alle bromfietsen;Stadskanaal;2009;1085.0;4.0
1853;Alle bromfietsen;Stadskanaal;2010;1173.0;4.3
1854;Alle bromfietsen;Stadskanaal;2011;1288.0;4.7
1855;Alle bromfietsen;Staphorst;2007;1058.0;9.2
1856;Alle bromfietsen;Staphorst;2008;1040.0;9.0
1857;Alle bromfietsen;Staphorst;2009;1085.0;9.3
1858;Alle bromfietsen;Staphorst;2010;1140.0;9.7
1859;Alle bromfietsen;Staphorst;2011;1178.0;9.9
1860;Alle bromfietsen;Stede Broec;2007;910.0;5.4
1861;Alle bromfietsen;Stede Broec;2008;988.0;5.9
1862;Alle bromfietsen;Stede Broec;2009;1034.0;6.1
1863;Alle bromfietsen;Stede Broec;2010;1053.0;6.2
1864;Alle bromfietsen;Stede Broec;2011;1077.0;6.3
1865;Alle bromfietsen;Steenbergen;2007;1105.0;5.8
1866;Alle bromfietsen;Steenbergen;2008;1223.0;6.5
1867;Alle bromfietsen;Steenbergen;2009;1327.0;7.0
1868;Alle bromfietsen;Steenbergen;2010;1366.0;7.2
1869;Alle bromfietsen;Steenbergen;2011;1433.0;7.5
1870;Alle bromfietsen;Steenwijkerland;2007;2300.0;6.7
1871;Alle bromfietsen;Steenwijkerland;2008;2438.0;7.0
1872;Alle bromfietsen;Steenwijkerland;2009;2569.0;7.4
1873;Alle bromfietsen;Steenwijkerland;2010;2690.0;7.7
1874;Alle bromfietsen;Steenwijkerland;2011;2834.0;8.1
1875;Alle bromfietsen;Stein (L.);2007;1361.0;6.2
1876;Alle bromfietsen;Stein (L.);2008;1422.0;6.5
1877;Alle bromfietsen;Stein (L.);2009;1423.0;6.6
1878;Alle bromfietsen;Stein (L.);2010;1487.0;6.9
1879;Alle bromfietsen;Stein (L.);2011;1592.0;7.4
1880;Alle bromfietsen;Stichtse Vecht;2007;;
1881;Alle bromfietsen;Stichtse Vecht;2008;;
1882;Alle bromfietsen;Stichtse Vecht;2009;;
1883;Alle bromfietsen;Stichtse Vecht;2010;;
1884;Alle bromfietsen;Stichtse Vecht;2011;3639.0;7.1
1885;Alle bromfietsen;Strijen;2007;460.0;6.3
1886;Alle bromfietsen;Strijen;2008;474.0;6.5
1887;Alle bromfietsen;Strijen;2009;523.0;7.2
1888;Alle bromfietsen;Strijen;2010;573.0;7.9
1889;Alle bromfietsen;Strijen;2011;596.0;8.2
1890;Alle bromfietsen;Súdwest Fryslân;2007;;
1891;Alle bromfietsen;Súdwest Fryslân;2008;;
1892;Alle bromfietsen;Súdwest Fryslân;2009;;
1893;Alle bromfietsen;Súdwest Fryslân;2010;;
1894;Alle bromfietsen;Súdwest Fryslân;2011;3969.0;6.0
1895;Alle bromfietsen;Terneuzen;2007;2168.0;4.8
1896;Alle bromfietsen;Terneuzen;2008;2245.0;5.0
1897;Alle bromfietsen;Terneuzen;2009;2441.0;5.4
1898;Alle bromfietsen;Terneuzen;2010;2510.0;5.5
1899;Alle bromfietsen;Terneuzen;2011;2546.0;5.6
1900;Alle bromfietsen;Terschelling;2007;473.0;12.0
1901;Alle bromfietsen;Terschelling;2008;499.0;12.7
1902;Alle bromfietsen;Terschelling;2009;535.0;13.5
1903;Alle bromfietsen;Terschelling;2010;562.0;14.2
1904;Alle bromfietsen;Terschelling;2011;642.0;16.3
1905;Alle bromfietsen;Texel;2007;1861.0;17.1
1906;Alle bromfietsen;Texel;2008;1934.0;17.8
1907;Alle bromfietsen;Texel;2009;2070.0;18.7
1908;Alle bromfietsen;Texel;2010;2153.0;19.2
1909;Alle bromfietsen;Texel;2011;2219.0;19.8
1910;Alle bromfietsen;Teylingen;2007;1435.0;5.3
1911;Alle bromfietsen;Teylingen;2008;1631.0;5.9
1912;Alle bromfietsen;Teylingen;2009;2011.0;7.2
1913;Alle bromfietsen;Teylingen;2010;2272.0;8.0
1914;Alle bromfietsen;Teylingen;2011;2467.0;8.7
1915;Alle bromfietsen;Tholen;2007;1150.0;5.9
1916;Alle bromfietsen;Tholen;2008;1221.0;6.2
1917;Alle bromfietsen;Tholen;2009;1320.0;6.7
1918;Alle bromfietsen;Tholen;2010;1384.0;7.0
1919;Alle bromfietsen;Tholen;2011;1424.0;7.1
1920;Alle bromfietsen;Tiel;2007;1771.0;5.5
1921;Alle bromfietsen;Tiel;2008;1845.0;5.7
1922;Alle bromfietsen;Tiel;2009;2030.0;6.3
1923;Alle bromfietsen;Tiel;2010;2153.0;6.6
1924;Alle bromfietsen;Tiel;2011;2296.0;7.0
1925;Alle bromfietsen;Tilburg;2007;8494.0;5.1
1926;Alle bromfietsen;Tilburg;2008;9322.0;5.6
1927;Alle bromfietsen;Tilburg;2009;10240.0;6.1
1928;Alle bromfietsen;Tilburg;2010;11376.0;6.7
1929;Alle bromfietsen;Tilburg;2011;12450.0;7.3
1930;Alle bromfietsen;Tubbergen;2007;496.0;3.2
1931;Alle bromfietsen;Tubbergen;2008;550.0;3.5
1932;Alle bromfietsen;Tubbergen;2009;589.0;3.7
1933;Alle bromfietsen;Tubbergen;2010;672.0;4.1
1934;Alle bromfietsen;Tubbergen;2011;736.0;4.5
1935;Alle bromfietsen;Twenterand;2007;1454.0;5.6
1936;Alle bromfietsen;Twenterand;2008;1553.0;5.9
1937;Alle bromfietsen;Twenterand;2009;1649.0;6.3
1938;Alle bromfietsen;Twenterand;2010;1717.0;6.5
1939;Alle bromfietsen;Twenterand;2011;1842.0;7.0
1940;Alle bromfietsen;Tynaarlo;2007;1021.0;4.0
1941;Alle bromfietsen;Tynaarlo;2008;1148.0;4.4
1942;Alle bromfietsen;Tynaarlo;2009;1295.0;5.0
1943;Alle bromfietsen;Tynaarlo;2010;1354.0;5.2
1944;Alle bromfietsen;Tynaarlo;2011;1466.0;5.6
1945;Alle bromfietsen;Tytsjerksteradiel;2007;1390.0;5.4
1946;Alle bromfietsen;Tytsjerksteradiel;2008;1477.0;5.7
1947;Alle bromfietsen;Tytsjerksteradiel;2009;1618.0;6.3
1948;Alle bromfietsen;Tytsjerksteradiel;2010;1675.0;6.5
1949;Alle bromfietsen;Tytsjerksteradiel;2011;1750.0;6.8
1950;Alle bromfietsen;Ubbergen;2007;348.0;4.6
1951;Alle bromfietsen;Ubbergen;2008;370.0;4.8
1952;Alle bromfietsen;Ubbergen;2009;437.0;5.7
1953;Alle bromfietsen;Ubbergen;2010;472.0;6.1
1954;Alle bromfietsen;Ubbergen;2011;547.0;7.1
1955;Alle bromfietsen;Uden;2007;1964.0;6.1
1956;Alle bromfietsen;Uden;2008;2015.0;6.3
1957;Alle bromfietsen;Uden;2009;2127.0;6.6
1958;Alle bromfietsen;Uden;2010;2280.0;7.0
1959;Alle bromfietsen;Uden;2011;2474.0;7.5
1960;Alle bromfietsen;Uitgeest;2007;458.0;4.9
1961;Alle bromfietsen;Uitgeest;2008;509.0;5.3
1962;Alle bromfietsen;Uitgeest;2009;578.0;5.9
1963;Alle bromfietsen;Uitgeest;2010;671.0;6.8
1964;Alle bromfietsen;Uitgeest;2011;728.0;7.2
1965;Alle bromfietsen;Uithoorn;2007;1139.0;5.4
1966;Alle bromfietsen;Uithoorn;2008;1349.0;6.2
1967;Alle bromfietsen;Uithoorn;2009;1594.0;7.3
1968;Alle bromfietsen;Uithoorn;2010;1840.0;8.2
1969;Alle bromfietsen;Uithoorn;2011;2026.0;9.0
1970;Alle bromfietsen;Urk;2007;1364.0;11.6
1971;Alle bromfietsen;Urk;2008;1460.0;12.2
1972;Alle bromfietsen;Urk;2009;1545.0;12.8
1973;Alle bromfietsen;Urk;2010;1620.0;13.1
1974;Alle bromfietsen;Urk;2011;1699.0;13.4
1975;Alle bromfietsen;Utrecht (gemeente);2007;9167.0;3.8
1976;Alle bromfietsen;Utrecht (gemeente);2008;10448.0;4.3
1977;Alle bromfietsen;Utrecht (gemeente);2009;11741.0;4.7
1978;Alle bromfietsen;Utrecht (gemeente);2010;12850.0;5.1
1979;Alle bromfietsen;Utrecht (gemeente);2011;13713.0;5.4
1980;Alle bromfietsen;Utrechtse Heuvelrug;2007;1563.0;4.0
1981;Alle bromfietsen;Utrechtse Heuvelrug;2008;1780.0;4.5
1982;Alle bromfietsen;Utrechtse Heuvelrug;2009;1996.0;5.1
1983;Alle bromfietsen;Utrechtse Heuvelrug;2010;2198.0;5.6
1984;Alle bromfietsen;Utrechtse Heuvelrug;2011;2328.0;5.9
1985;Alle bromfietsen;Vaals;2007;349.0;4.1
1986;Alle bromfietsen;Vaals;2008;384.0;4.6
1987;Alle bromfietsen;Vaals;2009;426.0;5.1
1988;Alle bromfietsen;Vaals;2010;457.0;5.4
1989;Alle bromfietsen;Vaals;2011;475.0;5.6
1990;Alle bromfietsen;Valkenburg aan de Geul;2007;1165.0;8.0
1991;Alle bromfietsen;Valkenburg aan de Geul;2008;1220.0;8.4
1992;Alle bromfietsen;Valkenburg aan de Geul;2009;1433.0;9.8
1993;Alle bromfietsen;Valkenburg aan de Geul;2010;1537.0;10.5
1994;Alle bromfietsen;Valkenburg aan de Geul;2011;1682.0;11.5
1995;Alle bromfietsen;Valkenswaard;2007;2230.0;8.7
1996;Alle bromfietsen;Valkenswaard;2008;2487.0;9.7
1997;Alle bromfietsen;Valkenswaard;2009;2765.0;10.8
1998;Alle bromfietsen;Valkenswaard;2010;2889.0;11.3
1999;Alle bromfietsen;Valkenswaard;2011;3127.0;12.2
2000;Alle bromfietsen;Veendam;2007;861.0;3.7
2001;Alle bromfietsen;Veendam;2008;914.0;4.0
2002;Alle bromfietsen;Veendam;2009;1027.0;4.5
2003;Alle bromfietsen;Veendam;2010;1119.0;4.9
2004;Alle bromfietsen;Veendam;2011;1174.0;5.1
2005;Alle bromfietsen;Veenendaal;2007;2288.0;4.8
2006;Alle bromfietsen;Veenendaal;2008;2592.0;5.4
2007;Alle bromfietsen;Veenendaal;2009;2834.0;5.9
2008;Alle bromfietsen;Veenendaal;2010;3172.0;6.5
2009;Alle bromfietsen;Veenendaal;2011;3293.0;6.8
2010;Alle bromfietsen;Veere;2007;1440.0;8.2
2011;Alle bromfietsen;Veere;2008;1490.0;8.4
2012;Alle bromfietsen;Veere;2009;1566.0;8.8
2013;Alle bromfietsen;Veere;2010;1683.0;9.5
2014;Alle bromfietsen;Veere;2011;1744.0;9.8
2015;Alle bromfietsen;Veghel;2007;1613.0;5.6
2016;Alle bromfietsen;Veghel;2008;1628.0;5.5
2017;Alle bromfietsen;Veghel;2009;1807.0;6.1
2018;Alle bromfietsen;Veghel;2010;2045.0;6.9
2019;Alle bromfietsen;Veghel;2011;2243.0;7.5
2020;Alle bromfietsen;Veldhoven;2007;2413.0;6.9
2021;Alle bromfietsen;Veldhoven;2008;2610.0;7.5
2022;Alle bromfietsen;Veldhoven;2009;2867.0;8.2
2023;Alle bromfietsen;Veldhoven;2010;3084.0;8.7
2024;Alle bromfietsen;Veldhoven;2011;3361.0;9.4
2025;Alle bromfietsen;Velsen;2007;4052.0;7.5
2026;Alle bromfietsen;Velsen;2008;4620.0;8.5
2027;Alle bromfietsen;Velsen;2009;5399.0;9.9
2028;Alle bromfietsen;Velsen;2010;5871.0;10.8
2029;Alle bromfietsen;Velsen;2011;6338.0;11.6
2030;Alle bromfietsen;Venlo;2007;3867.0;5.1
2031;Alle bromfietsen;Venlo;2008;4310.0;5.7
2032;Alle bromfietsen;Venlo;2009;4743.0;6.3
2033;Alle bromfietsen;Venlo;2010;5402.0;6.5
2034;Alle bromfietsen;Venlo;2011;5674.0;6.9
2035;Alle bromfietsen;Venray;2007;1521.0;4.9
2036;Alle bromfietsen;Venray;2008;1541.0;4.9
2037;Alle bromfietsen;Venray;2009;1634.0;5.2
2038;Alle bromfietsen;Venray;2010;1950.0;5.7
2039;Alle bromfietsen;Venray;2011;2038.0;5.9
2040;Alle bromfietsen;Vianen;2007;934.0;6.0
2041;Alle bromfietsen;Vianen;2008;999.0;6.4
2042;Alle bromfietsen;Vianen;2009;1070.0;6.8
2043;Alle bromfietsen;Vianen;2010;1152.0;7.3
2044;Alle bromfietsen;Vianen;2011;1210.0;7.6
2045;Alle bromfietsen;Vlaardingen;2007;3071.0;5.2
2046;Alle bromfietsen;Vlaardingen;2008;3460.0;5.9
2047;Alle bromfietsen;Vlaardingen;2009;3895.0;6.7
2048;Alle bromfietsen;Vlaardingen;2010;4322.0;7.4
2049;Alle bromfietsen;Vlaardingen;2011;4683.0;7.9
2050;Alle bromfietsen;Vlagtwedde;2007;715.0;5.2
2051;Alle bromfietsen;Vlagtwedde;2008;751.0;5.6
2052;Alle bromfietsen;Vlagtwedde;2009;783.0;5.8
2053;Alle bromfietsen;Vlagtwedde;2010;798.0;5.9
2054;Alle bromfietsen;Vlagtwedde;2011;884.0;6.5
2055;Alle bromfietsen;Vlieland;2007;112.0;12.5
2056;Alle bromfietsen;Vlieland;2008;120.0;13.5
2057;Alle bromfietsen;Vlieland;2009;128.0;14.0
2058;Alle bromfietsen;Vlieland;2010;126.0;13.6
2059;Alle bromfietsen;Vlieland;2011;150.0;16.0
2060;Alle bromfietsen;Vlissingen;2007;2671.0;7.1
2061;Alle bromfietsen;Vlissingen;2008;2927.0;7.8
2062;Alle bromfietsen;Vlissingen;2009;3131.0;8.4
2063;Alle bromfietsen;Vlissingen;2010;3401.0;9.1
2064;Alle bromfietsen;Vlissingen;2011;3598.0;9.6
2065;Alle bromfietsen;Vlist;2007;503.0;6.5
2066;Alle bromfietsen;Vlist;2008;505.0;6.5
2067;Alle bromfietsen;Vlist;2009;526.0;6.8
2068;Alle bromfietsen;Vlist;2010;548.0;7.1
2069;Alle bromfietsen;Vlist;2011;600.0;7.6
2070;Alle bromfietsen;Voerendaal;2007;741.0;6.9
2071;Alle bromfietsen;Voerendaal;2008;761.0;7.1
2072;Alle bromfietsen;Voerendaal;2009;833.0;7.8
2073;Alle bromfietsen;Voerendaal;2010;873.0;8.2
2074;Alle bromfietsen;Voerendaal;2011;886.0;8.3
2075;Alle bromfietsen;Voorschoten;2007;1005.0;5.5
2076;Alle bromfietsen;Voorschoten;2008;1137.0;6.2
2077;Alle bromfietsen;Voorschoten;2009;1379.0;7.5
2078;Alle bromfietsen;Voorschoten;2010;1549.0;8.2
2079;Alle bromfietsen;Voorschoten;2011;1676.0;8.8
2080;Alle bromfietsen;Voorst;2007;1395.0;7.3
2081;Alle bromfietsen;Voorst;2008;1486.0;7.7
2082;Alle bromfietsen;Voorst;2009;1572.0;8.1
2083;Alle bromfietsen;Voorst;2010;1643.0;8.4
2084;Alle bromfietsen;Voorst;2011;1721.0;8.8
2085;Alle bromfietsen;Vught;2007;828.0;4.1
2086;Alle bromfietsen;Vught;2008;876.0;4.3
2087;Alle bromfietsen;Vught;2009;999.0;4.9
2088;Alle bromfietsen;Vught;2010;1128.0;5.5
2089;Alle bromfietsen;Vught;2011;1230.0;5.9
2090;Alle bromfietsen;Waalre;2007;623.0;4.8
2091;Alle bromfietsen;Waalre;2008;704.0;5.3
2092;Alle bromfietsen;Waalre;2009;799.0;6.0
2093;Alle bromfietsen;Waalre;2010;857.0;6.5
2094;Alle bromfietsen;Waalre;2011;925.0;7.0
2095;Alle bromfietsen;Waalwijk;2007;1819.0;4.9
2096;Alle bromfietsen;Waalwijk;2008;1995.0;5.4
2097;Alle bromfietsen;Waalwijk;2009;2210.0;5.9
2098;Alle bromfietsen;Waalwijk;2010;2503.0;6.7
2099;Alle bromfietsen;Waalwijk;2011;2739.0;7.2
2100;Alle bromfietsen;Waddinxveen;2007;1126.0;5.5
2101;Alle bromfietsen;Waddinxveen;2008;1215.0;5.9
2102;Alle bromfietsen;Waddinxveen;2009;1351.0;6.6
2103;Alle bromfietsen;Waddinxveen;2010;1516.0;7.4
2104;Alle bromfietsen;Waddinxveen;2011;1603.0;7.8
2105;Alle bromfietsen;Wageningen;2007;1335.0;4.4
2106;Alle bromfietsen;Wageningen;2008;1463.0;4.8
2107;Alle bromfietsen;Wageningen;2009;1525.0;4.9
2108;Alle bromfietsen;Wageningen;2010;1636.0;5.1
2109;Alle bromfietsen;Wageningen;2011;1786.0;5.7
2110;Alle bromfietsen;Wassenaar;2007;1163.0;5.7
2111;Alle bromfietsen;Wassenaar;2008;1416.0;6.8
2112;Alle bromfietsen;Wassenaar;2009;1744.0;8.4
2113;Alle bromfietsen;Wassenaar;2010;2005.0;9.6
2114;Alle bromfietsen;Wassenaar;2011;2140.0;10.2
2115;Alle bromfietsen;Waterland;2007;772.0;5.6
2116;Alle bromfietsen;Waterland;2008;888.0;6.4
2117;Alle bromfietsen;Waterland;2009;995.0;7.2
2118;Alle bromfietsen;Waterland;2010;1059.0;7.6
2119;Alle bromfietsen;Waterland;2011;1147.0;8.2
2120;Alle bromfietsen;Weert;2007;1928.0;4.9
2121;Alle bromfietsen;Weert;2008;2033.0;5.1
2122;Alle bromfietsen;Weert;2009;2101.0;5.3
2123;Alle bromfietsen;Weert;2010;2235.0;5.6
2124;Alle bromfietsen;Weert;2011;2395.0;5.9
2125;Alle bromfietsen;Weesp;2007;625.0;4.3
2126;Alle bromfietsen;Weesp;2008;667.0;4.6
2127;Alle bromfietsen;Weesp;2009;778.0;5.3
2128;Alle bromfietsen;Weesp;2010;853.0;5.8
2129;Alle bromfietsen;Weesp;2011;943.0;6.3
2130;Alle bromfietsen;Werkendam;2007;1439.0;6.9
2131;Alle bromfietsen;Werkendam;2008;1531.0;7.3
2132;Alle bromfietsen;Werkendam;2009;1646.0;7.9
2133;Alle bromfietsen;Werkendam;2010;1721.0;8.2
2134;Alle bromfietsen;Werkendam;2011;1785.0;8.5
2135;Alle bromfietsen;Wervershoof;2007;614.0;9.3
2136;Alle bromfietsen;Wervershoof;2008;609.0;9.1
2137;Alle bromfietsen;Wervershoof;2009;647.0;9.5
2138;Alle bromfietsen;Wervershoof;2010;698.0;10.1
2139;Alle bromfietsen;Wervershoof;2011;;
2140;Alle bromfietsen;West Maas en Waal;2007;1178.0;8.0
2141;Alle bromfietsen;West Maas en Waal;2008;1279.0;8.7
2142;Alle bromfietsen;West Maas en Waal;2009;1431.0;9.7
2143;Alle bromfietsen;West Maas en Waal;2010;1503.0;10.1
2144;Alle bromfietsen;West Maas en Waal;2011;1559.0;10.5
2145;Alle bromfietsen;Westerveld;2007;728.0;4.6
2146;Alle bromfietsen;Westerveld;2008;817.0;5.2
2147;Alle bromfietsen;Westerveld;2009;879.0;5.5
2148;Alle bromfietsen;Westerveld;2010;913.0;5.7
2149;Alle bromfietsen;Westerveld;2011;943.0;5.9
2150;Alle bromfietsen;Westervoort;2007;1086.0;8.7
2151;Alle bromfietsen;Westervoort;2008;1102.0;8.8
2152;Alle bromfietsen;Westervoort;2009;1186.0;9.6
2153;Alle bromfietsen;Westervoort;2010;1249.0;10.1
2154;Alle bromfietsen;Westervoort;2011;1360.0;10.8
2155;Alle bromfietsen;Westland;2007;7236.0;9.3
2156;Alle bromfietsen;Westland;2008;8099.0;10.3
2157;Alle bromfietsen;Westland;2009;9074.0;11.5
2158;Alle bromfietsen;Westland;2010;10046.0;12.6
2159;Alle bromfietsen;Westland;2011;10772.0;13.5
2160;Alle bromfietsen;Weststellingwerf;2007;1017.0;4.9
2161;Alle bromfietsen;Weststellingwerf;2008;1093.0;5.2
