ID;SOKlassen;Bedrijfstypen;Perioden;AantalBedrijven_1;EconomischeOmvangSO_2;OppervlakteCultuurgrond_3
0;Alle SO-klassen;Totaal alle bedrijfstype;2000;97390.0;18937653.0;1975504.0
1;Alle SO-klassen;Totaal alle bedrijfstype;2001;92645.0;18708887.0;1946132.0
2;Alle SO-klassen;Totaal alle bedrijfstype;2002;89480.0;18468117.0;1964075.0
3;Alle SO-klassen;Totaal alle bedrijfstype;2003;85410.0;18049083.0;1945650.0
4;Alle SO-klassen;Totaal alle bedrijfstype;2004;83795.0;18127711.0;1949403.0
5;Alle SO-klassen;Totaal alle bedrijfstype;2005;81750.0;18314047.0;1937695.0
6;Alle SO-klassen;Totaal alle bedrijfstype;2006;79435.0;18364922.0;1919704.0
7;Alle SO-klassen;Totaal alle bedrijfstype;2007;76740.0;18447754.0;1914252.0
8;Alle SO-klassen;Totaal alle bedrijfstype;2008;75150.0;18766292.0;1929219.0
9;Alle SO-klassen;Totaal alle bedrijfstype;2009;73010.0;18985658.0;1917415.0
10;Alle SO-klassen;Totaal alle bedrijfstype;2010;72325.0;19607467.0;1872319.0
11;Alle SO-klassen;Totaal alle bedrijfstype;2011;70390.0;19313497.0;1858393.0
12;Alle SO-klassen;Totaal alle bedrijfstype;2012;68810.0;19059725.0;1841698.0
13;Alle SO-klassen;Totaal alle bedrijfstype;2013;67480.0;21226005.0;1847571.0
14;Alle SO-klassen;Totaal alle bedrijfstype;2014;65505.0;21220026.0;1839017.0
15;Alle SO-klassen;Totaal alle bedrijfstype;2015;63915.0;21434423.0;1845746.0
16;Alle SO-klassen;Totaal alle bedrijfstype;2016;55690.0;24100314.0;1815866.0
17;Alle SO-klassen;Totaal alle bedrijfstype;2017;54850.0;24008874.0;1818588.0
18;Alle SO-klassen;Totaal alle bedrijfstype;2018;53910.0;23841371.0;1822366.0
19;Alle SO-klassen;Totaal alle bedrijfstype;2019;53235.0;23877947.0;1816318.0
20;Alle SO-klassen;Totaal alle bedrijfstype;2020;52695.0;25082562.0;1814451.0
21;Alle SO-klassen;Totaal alle bedrijfstype;2021;52105.0;25032039.0;1811912.0
22;Alle SO-klassen;Totaal alle bedrijfstype;2022;50975.0;25132036.0;1804369.0
23;Alle SO-klassen;Totaal alle bedrijfstype;2023;50635.0;27269380.0;1803004.0
24;Alle SO-klassen;Totaal alle bedrijfstype;2024;49900.0;27074142.0;1798501.0
25;Alle SO-klassen;Totaal akkerbouwbedrijven;2000;14800.0;1211026.0;481163.0
26;Alle SO-klassen;Totaal akkerbouwbedrijven;2001;14275.0;1161135.0;472161.0
27;Alle SO-klassen;Totaal akkerbouwbedrijven;2002;14130.0;1137295.0;466062.0
28;Alle SO-klassen;Totaal akkerbouwbedrijven;2003;13470.0;1142288.0;465065.0
29;Alle SO-klassen;Totaal akkerbouwbedrijven;2004;13320.0;1167376.0;460785.0
30;Alle SO-klassen;Totaal akkerbouwbedrijven;2005;13060.0;1145752.0;471626.0
31;Alle SO-klassen;Totaal akkerbouwbedrijven;2006;12950.0;1145064.0;461745.0
32;Alle SO-klassen;Totaal akkerbouwbedrijven;2007;12145.0;1158997.0;461531.0
33;Alle SO-klassen;Totaal akkerbouwbedrijven;2008;11855.0;1123882.0;454958.0
34;Alle SO-klassen;Totaal akkerbouwbedrijven;2009;11660.0;1136736.0;456476.0
35;Alle SO-klassen;Totaal akkerbouwbedrijven;2010;11960.0;1264140.0;460568.0
36;Alle SO-klassen;Totaal akkerbouwbedrijven;2011;11955.0;1262045.0;460762.0
37;Alle SO-klassen;Totaal akkerbouwbedrijven;2012;12015.0;1244366.0;457930.0
38;Alle SO-klassen;Totaal akkerbouwbedrijven;2013;12140.0;1451540.0;464731.0
39;Alle SO-klassen;Totaal akkerbouwbedrijven;2014;11945.0;1462211.0;463558.0
40;Alle SO-klassen;Totaal akkerbouwbedrijven;2015;12395.0;1442254.0;466117.0
41;Alle SO-klassen;Totaal akkerbouwbedrijven;2016;10825.0;1695395.0;444582.0
42;Alle SO-klassen;Totaal akkerbouwbedrijven;2017;10690.0;1727435.0;445371.0
43;Alle SO-klassen;Totaal akkerbouwbedrijven;2018;10835.0;1740896.0;454038.0
44;Alle SO-klassen;Totaal akkerbouwbedrijven;2019;10980.0;1754802.0;455790.0
45;Alle SO-klassen;Totaal akkerbouwbedrijven;2020;11175.0;1870410.0;465693.0
46;Alle SO-klassen;Totaal akkerbouwbedrijven;2021;11190.0;1846428.0;463549.0
47;Alle SO-klassen;Totaal akkerbouwbedrijven;2022;12920.0;1874111.0;489364.0
48;Alle SO-klassen;Totaal akkerbouwbedrijven;2023;11430.0;2124669.0;474582.0
49;Alle SO-klassen;Totaal akkerbouwbedrijven;2024;11270.0;2058786.0;469850.0
50;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2000;1050.0;19475.0;17619.0
51;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2001;1035.0;20174.0;18947.0
52;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2002;1125.0;20914.0;19554.0
53;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2003;1165.0;23559.0;22038.0
54;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2004;1270.0;26105.0;23576.0
55;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2005;1265.0;26750.0;24751.0
56;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2006;1430.0;32558.0;28924.0
57;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2007;1225.0;31244.0;27823.0
58;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2008;1490.0;38023.0;33272.0
59;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2009;1285.0;34948.0;30619.0
60;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2010;1530.0;39288.0;32038.0
61;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2011;1385.0;34795.0;28722.0
62;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2012;1375.0;37458.0;30607.0
63;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2013;1335.0;44376.0;29730.0
64;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2014;1160.0;39986.0;26793.0
65;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2015;1120.0;40510.0;26887.0
66;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2016;780.0;34597.0;18748.0
67;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2017;640.0;25341.0;13834.0
68;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2018;645.0;21535.0;12255.0
69;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2019;725.0;24806.0;13751.0
70;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2020;800.0;29437.0;16143.0
71;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2021;850.0;30541.0;16553.0
72;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2022;905.0;29844.0;16516.0
73;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2023;910.0;38694.0;18080.0
74;Alle SO-klassen;Graan-, oliezaad- en eiwitgewasbedrijven;2024;710.0;27173.0;14037.0
75;Alle SO-klassen;Zetmeelaardappelbedrijven;2000;1275.0;119428.0;63772.0
76;Alle SO-klassen;Zetmeelaardappelbedrijven;2001;1200.0;121525.0;65081.0
77;Alle SO-klassen;Zetmeelaardappelbedrijven;2002;1145.0;119842.0;64520.0
78;Alle SO-klassen;Zetmeelaardappelbedrijven;2003;1125.0;122665.0;66924.0
79;Alle SO-klassen;Zetmeelaardappelbedrijven;2004;1125.0;134100.0;71914.0
80;Alle SO-klassen;Zetmeelaardappelbedrijven;2005;1125.0;132802.0;72835.0
81;Alle SO-klassen;Zetmeelaardappelbedrijven;2006;1125.0;130910.0;71831.0
82;Alle SO-klassen;Zetmeelaardappelbedrijven;2007;1035.0;127678.0;68755.0
83;Alle SO-klassen;Zetmeelaardappelbedrijven;2008;975.0;116754.0;64256.0
84;Alle SO-klassen;Zetmeelaardappelbedrijven;2009;955.0;117418.0;64760.0
85;Alle SO-klassen;Zetmeelaardappelbedrijven;2010;945.0;127429.0;66061.0
86;Alle SO-klassen;Zetmeelaardappelbedrijven;2011;955.0;135958.0;69207.0
87;Alle SO-klassen;Zetmeelaardappelbedrijven;2012;860.0;124580.0;62774.0
88;Alle SO-klassen;Zetmeelaardappelbedrijven;2013;815.0;129990.0;61220.0
89;Alle SO-klassen;Zetmeelaardappelbedrijven;2014;790.0;125866.0;59770.0
90;Alle SO-klassen;Zetmeelaardappelbedrijven;2015;800.0;120537.0;59168.0
91;Alle SO-klassen;Zetmeelaardappelbedrijven;2016;820.0;174240.0;60425.0
92;Alle SO-klassen;Zetmeelaardappelbedrijven;2017;820.0;182207.0;61130.0
93;Alle SO-klassen;Zetmeelaardappelbedrijven;2018;795.0;176266.0;59590.0
94;Alle SO-klassen;Zetmeelaardappelbedrijven;2019;820.0;186098.0;62230.0
95;Alle SO-klassen;Zetmeelaardappelbedrijven;2020;845.0;196925.0;64982.0
96;Alle SO-klassen;Zetmeelaardappelbedrijven;2021;845.0;201161.0;65194.0
97;Alle SO-klassen;Zetmeelaardappelbedrijven;2022;830.0;188620.0;61647.0
98;Alle SO-klassen;Zetmeelaardappelbedrijven;2023;835.0;229452.0;65434.0
99;Alle SO-klassen;Zetmeelaardappelbedrijven;2024;780.0;204585.0;60648.0
100;Alle SO-klassen;Akkerbouwgroentebedrijven;2000;890.0;113598.0;29982.0
101;Alle SO-klassen;Akkerbouwgroentebedrijven;2001;895.0;122409.0;32976.0
102;Alle SO-klassen;Akkerbouwgroentebedrijven;2002;940.0;132404.0;36796.0
103;Alle SO-klassen;Akkerbouwgroentebedrijven;2003;1075.0;152896.0;41974.0
104;Alle SO-klassen;Akkerbouwgroentebedrijven;2004;1070.0;154091.0;41675.0
105;Alle SO-klassen;Akkerbouwgroentebedrijven;2005;925.0;135298.0;38969.0
106;Alle SO-klassen;Akkerbouwgroentebedrijven;2006;1055.0;165843.0;47175.0
107;Alle SO-klassen;Akkerbouwgroentebedrijven;2007;1045.0;167826.0;47066.0
108;Alle SO-klassen;Akkerbouwgroentebedrijven;2008;1060.0;171358.0;48548.0
109;Alle SO-klassen;Akkerbouwgroentebedrijven;2009;1080.0;177232.0;49587.0
110;Alle SO-klassen;Akkerbouwgroentebedrijven;2010;1030.0;165961.0;44644.0
111;Alle SO-klassen;Akkerbouwgroentebedrijven;2011;1120.0;178290.0;48324.0
112;Alle SO-klassen;Akkerbouwgroentebedrijven;2012;1035.0;170920.0;46129.0
113;Alle SO-klassen;Akkerbouwgroentebedrijven;2013;1100.0;204641.0;48818.0
114;Alle SO-klassen;Akkerbouwgroentebedrijven;2014;1150.0;212048.0;50247.0
115;Alle SO-klassen;Akkerbouwgroentebedrijven;2015;1170.0;223576.0;54599.0
116;Alle SO-klassen;Akkerbouwgroentebedrijven;2016;1070.0;222162.0;47387.0
117;Alle SO-klassen;Akkerbouwgroentebedrijven;2017;1020.0;210700.0;44906.0
118;Alle SO-klassen;Akkerbouwgroentebedrijven;2018;1060.0;207472.0;44465.0
119;Alle SO-klassen;Akkerbouwgroentebedrijven;2019;1070.0;208954.0;44925.0
120;Alle SO-klassen;Akkerbouwgroentebedrijven;2020;1295.0;301539.0;58550.0
121;Alle SO-klassen;Akkerbouwgroentebedrijven;2021;1390.0;312811.0;61850.0
122;Alle SO-klassen;Akkerbouwgroentebedrijven;2022;1200.0;270227.0;54498.0
123;Alle SO-klassen;Akkerbouwgroentebedrijven;2023;1145.0;294482.0;52403.0
124;Alle SO-klassen;Akkerbouwgroentebedrijven;2024;1300.0;329996.0;59675.0
125;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2000;2760.0;24677.0;35274.0
126;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2001;2815.0;24784.0;33462.0
127;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2002;2975.0;27711.0;37399.0
128;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2003;2725.0;25593.0;34570.0
129;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2004;2640.0;19235.0;25388.0
130;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2005;2650.0;26448.0;34498.0
131;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2006;2710.0;25586.0;32381.0
132;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2007;2490.0;24306.0;31071.0
133;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2008;2475.0;26707.0;34326.0
134;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2009;2545.0;26522.0;33270.0
135;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2010;2620.0;28135.0;34648.0
136;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2011;2760.0;29791.0;36592.0
137;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2012;3000.0;31996.0;38746.0
138;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2013;3110.0;48160.0;40744.0
139;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2014;3110.0;50599.0;42755.0
140;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2015;3775.0;54979.0;46674.0
141;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2016;2690.0;47905.0;35213.0
142;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2017;2600.0;45894.0;34062.0
143;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2018;2750.0;48776.0;37273.0
144;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2019;2625.0;44606.0;33294.0
145;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2020;2705.0;43861.0;34797.0
146;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2021;2705.0;44754.0;35735.0
147;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2022;4145.0;64877.0;53324.0
148;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2023;2780.0;54055.0;37851.0
149;Alle SO-klassen;Akkerbouwbedr. met vooral voedergewassen;2024;3030.0;61053.0;43362.0
150;Alle SO-klassen;Overige akkerbouwbedrijven;2000;8825.0;933849.0;334515.0
151;Alle SO-klassen;Overige akkerbouwbedrijven;2001;8325.0;872244.0;321695.0
152;Alle SO-klassen;Overige akkerbouwbedrijven;2002;7950.0;836424.0;307793.0
153;Alle SO-klassen;Overige akkerbouwbedrijven;2003;7380.0;817574.0;299559.0
154;Alle SO-klassen;Overige akkerbouwbedrijven;2004;7215.0;833846.0;298232.0
155;Alle SO-klassen;Overige akkerbouwbedrijven;2005;7095.0;824453.0;300574.0
