ID;SOKlassen;Bedrijfstypen;Perioden;AantalBedrijven_1;EconomischeOmvangSO_2;OppervlakteCultuurgrond_3
156;Alle SO-klassen;Overige akkerbouwbedrijven;2006;6630.0;790168.0;281434.0
157;Alle SO-klassen;Overige akkerbouwbedrijven;2007;6350.0;807943.0;286815.0
158;Alle SO-klassen;Overige akkerbouwbedrijven;2008;5860.0;771040.0;274557.0
159;Alle SO-klassen;Overige akkerbouwbedrijven;2009;5795.0;780616.0;278241.0
160;Alle SO-klassen;Overige akkerbouwbedrijven;2010;5835.0;903328.0;283178.0
161;Alle SO-klassen;Overige akkerbouwbedrijven;2011;5730.0;883210.0;277917.0
162;Alle SO-klassen;Overige akkerbouwbedrijven;2012;5740.0;879412.0;279674.0
163;Alle SO-klassen;Overige akkerbouwbedrijven;2013;5780.0;1024372.0;284219.0
164;Alle SO-klassen;Overige akkerbouwbedrijven;2014;5735.0;1033712.0;283993.0
165;Alle SO-klassen;Overige akkerbouwbedrijven;2015;5525.0;1002651.0;278788.0
166;Alle SO-klassen;Overige akkerbouwbedrijven;2016;5460.0;1216491.0;282808.0
167;Alle SO-klassen;Overige akkerbouwbedrijven;2017;5615.0;1263293.0;291440.0
168;Alle SO-klassen;Overige akkerbouwbedrijven;2018;5585.0;1286847.0;300454.0
169;Alle SO-klassen;Overige akkerbouwbedrijven;2019;5740.0;1290338.0;301591.0
170;Alle SO-klassen;Overige akkerbouwbedrijven;2020;5525.0;1298648.0;291221.0
171;Alle SO-klassen;Overige akkerbouwbedrijven;2021;5395.0;1257160.0;284217.0
172;Alle SO-klassen;Overige akkerbouwbedrijven;2022;5835.0;1320543.0;303379.0
173;Alle SO-klassen;Overige akkerbouwbedrijven;2023;5760.0;1507986.0;300814.0
174;Alle SO-klassen;Overige akkerbouwbedrijven;2024;5450.0;1435978.0;292127.0
175;Alle SO-klassen;Totaal tuinbouwbedrijven;2000;16910.0;7122667.0;90024.0
176;Alle SO-klassen;Totaal tuinbouwbedrijven;2001;15805.0;7191261.0;90895.0
177;Alle SO-klassen;Totaal tuinbouwbedrijven;2002;15220.0;7240548.0;92185.0
178;Alle SO-klassen;Totaal tuinbouwbedrijven;2003;14645.0;7261289.0;93366.0
179;Alle SO-klassen;Totaal tuinbouwbedrijven;2004;13990.0;7292415.0;93476.0
180;Alle SO-klassen;Totaal tuinbouwbedrijven;2005;13415.0;7451227.0;91459.0
181;Alle SO-klassen;Totaal tuinbouwbedrijven;2006;12785.0;7533083.0;94794.0
182;Alle SO-klassen;Totaal tuinbouwbedrijven;2007;12045.0;7568464.0;95935.0
183;Alle SO-klassen;Totaal tuinbouwbedrijven;2008;11400.0;7611626.0;98065.0
184;Alle SO-klassen;Totaal tuinbouwbedrijven;2009;10815.0;7732555.0;96430.0
185;Alle SO-klassen;Totaal tuinbouwbedrijven;2010;10200.0;7428061.0;92091.0
186;Alle SO-klassen;Totaal tuinbouwbedrijven;2011;9870.0;7310808.0;94901.0
187;Alle SO-klassen;Totaal tuinbouwbedrijven;2012;9395.0;7159106.0;93039.0
188;Alle SO-klassen;Totaal tuinbouwbedrijven;2013;8925.0;7401427.0;91022.0
189;Alle SO-klassen;Totaal tuinbouwbedrijven;2014;8425.0;7274818.0;91515.0
190;Alle SO-klassen;Totaal tuinbouwbedrijven;2015;8045.0;7160100.0;93898.0
191;Alle SO-klassen;Totaal tuinbouwbedrijven;2016;7390.0;7430180.0;92101.0
192;Alle SO-klassen;Totaal tuinbouwbedrijven;2017;7080.0;7447530.0;93717.0
193;Alle SO-klassen;Totaal tuinbouwbedrijven;2018;6740.0;7500829.0;93941.0
194;Alle SO-klassen;Totaal tuinbouwbedrijven;2019;6785.0;7785679.0;94879.0
195;Alle SO-klassen;Totaal tuinbouwbedrijven;2020;6920.0;8751774.0;95851.0
196;Alle SO-klassen;Totaal tuinbouwbedrijven;2021;6995.0;9049582.0;98778.0
197;Alle SO-klassen;Totaal tuinbouwbedrijven;2022;7000.0;9276081.0;98998.0
198;Alle SO-klassen;Totaal tuinbouwbedrijven;2023;6770.0;9737466.0;97986.0
199;Alle SO-klassen;Totaal tuinbouwbedrijven;2024;6625.0;9932303.0;97208.0
200;Alle SO-klassen;Glasgroentebedrijven;2000;2510.0;1440040.0;6216.0
201;Alle SO-klassen;Glasgroentebedrijven;2001;2315.0;1493676.0;6091.0
202;Alle SO-klassen;Glasgroentebedrijven;2002;2210.0;1514512.0;5671.0
203;Alle SO-klassen;Glasgroentebedrijven;2003;2035.0;1515308.0;5499.0
204;Alle SO-klassen;Glasgroentebedrijven;2004;1910.0;1547666.0;5544.0
205;Alle SO-klassen;Glasgroentebedrijven;2005;1805.0;1582146.0;5351.0
206;Alle SO-klassen;Glasgroentebedrijven;2006;1700.0;1617924.0;5276.0
207;Alle SO-klassen;Glasgroentebedrijven;2007;1550.0;1629279.0;5130.0
208;Alle SO-klassen;Glasgroentebedrijven;2008;1420.0;1676938.0;5463.0
209;Alle SO-klassen;Glasgroentebedrijven;2009;1305.0;1730945.0;5579.0
210;Alle SO-klassen;Glasgroentebedrijven;2010;1255.0;1746366.0;5611.0
211;Alle SO-klassen;Glasgroentebedrijven;2011;1205.0;1741088.0;5534.0
212;Alle SO-klassen;Glasgroentebedrijven;2012;1130.0;1704423.0;5427.0
213;Alle SO-klassen;Glasgroentebedrijven;2013;1075.0;1687522.0;5332.0
214;Alle SO-klassen;Glasgroentebedrijven;2014;1000.0;1662062.0;5160.0
215;Alle SO-klassen;Glasgroentebedrijven;2015;950.0;1626238.0;5061.0
216;Alle SO-klassen;Glasgroentebedrijven;2016;915.0;1714926.0;5107.0
217;Alle SO-klassen;Glasgroentebedrijven;2017;860.0;1743485.0;5186.0
218;Alle SO-klassen;Glasgroentebedrijven;2018;830.0;1750030.0;5100.0
219;Alle SO-klassen;Glasgroentebedrijven;2019;820.0;1800350.0;5344.0
220;Alle SO-klassen;Glasgroentebedrijven;2020;850.0;2027181.0;5673.0
221;Alle SO-klassen;Glasgroentebedrijven;2021;820.0;2086894.0;6059.0
222;Alle SO-klassen;Glasgroentebedrijven;2022;780.0;2079105.0;5696.0
223;Alle SO-klassen;Glasgroentebedrijven;2023;755.0;2081151.0;5570.0
224;Alle SO-klassen;Glasgroentebedrijven;2024;745.0;2102217.0;5644.0
225;Alle SO-klassen;Snijbloemenbedrijven;2000;3280.0;1924805.0;6240.0
226;Alle SO-klassen;Snijbloemenbedrijven;2001;3010.0;1882000.0;6078.0
227;Alle SO-klassen;Snijbloemenbedrijven;2002;2905.0;1881813.0;5610.0
228;Alle SO-klassen;Snijbloemenbedrijven;2003;2780.0;1861194.0;5650.0
229;Alle SO-klassen;Snijbloemenbedrijven;2004;2615.0;1822637.0;5430.0
230;Alle SO-klassen;Snijbloemenbedrijven;2005;2425.0;1766525.0;5064.0
231;Alle SO-klassen;Snijbloemenbedrijven;2006;2270.0;1738499.0;4762.0
232;Alle SO-klassen;Snijbloemenbedrijven;2007;2090.0;1608469.0;4657.0
233;Alle SO-klassen;Snijbloemenbedrijven;2008;1915.0;1501974.0;4581.0
234;Alle SO-klassen;Snijbloemenbedrijven;2009;1730.0;1421245.0;4424.0
235;Alle SO-klassen;Snijbloemenbedrijven;2010;1500.0;1508190.0;4953.0
236;Alle SO-klassen;Snijbloemenbedrijven;2011;1455.0;1511724.0;4819.0
237;Alle SO-klassen;Snijbloemenbedrijven;2012;1360.0;1438677.0;4667.0
238;Alle SO-klassen;Snijbloemenbedrijven;2013;1200.0;1378789.0;4104.0
239;Alle SO-klassen;Snijbloemenbedrijven;2014;1150.0;1327294.0;4378.0
240;Alle SO-klassen;Snijbloemenbedrijven;2015;1060.0;1259673.0;4247.0
241;Alle SO-klassen;Snijbloemenbedrijven;2016;990.0;1360389.0;4018.0
242;Alle SO-klassen;Snijbloemenbedrijven;2017;920.0;1266597.0;4229.0
243;Alle SO-klassen;Snijbloemenbedrijven;2018;820.0;1245398.0;4245.0
244;Alle SO-klassen;Snijbloemenbedrijven;2019;855.0;1344357.0;4363.0
245;Alle SO-klassen;Snijbloemenbedrijven;2020;900.0;1767053.0;4444.0
246;Alle SO-klassen;Snijbloemenbedrijven;2021;900.0;1847697.0;4640.0
247;Alle SO-klassen;Snijbloemenbedrijven;2022;920.0;1879545.0;4324.0
248;Alle SO-klassen;Snijbloemenbedrijven;2023;910.0;2059552.0;4633.0
249;Alle SO-klassen;Snijbloemenbedrijven;2024;875.0;2011055.0;4173.0
250;Alle SO-klassen;Pot- en perkplantenbedrijven;2000;1685.0;1180404.0;2708.0
251;Alle SO-klassen;Pot- en perkplantenbedrijven;2001;1600.0;1195304.0;2527.0
252;Alle SO-klassen;Pot- en perkplantenbedrijven;2002;1515.0;1181709.0;2440.0
253;Alle SO-klassen;Pot- en perkplantenbedrijven;2003;1510.0;1234858.0;2400.0
254;Alle SO-klassen;Pot- en perkplantenbedrijven;2004;1470.0;1277615.0;2480.0
255;Alle SO-klassen;Pot- en perkplantenbedrijven;2005;1405.0;1404307.0;2370.0
256;Alle SO-klassen;Pot- en perkplantenbedrijven;2006;1315.0;1409967.0;2267.0
257;Alle SO-klassen;Pot- en perkplantenbedrijven;2007;1210.0;1479470.0;2139.0
258;Alle SO-klassen;Pot- en perkplantenbedrijven;2008;1185.0;1560124.0;2232.0
259;Alle SO-klassen;Pot- en perkplantenbedrijven;2009;1120.0;1620901.0;2251.0
260;Alle SO-klassen;Pot- en perkplantenbedrijven;2010;995.0;1421043.0;2081.0
261;Alle SO-klassen;Pot- en perkplantenbedrijven;2011;890.0;1292685.0;2021.0
262;Alle SO-klassen;Pot- en perkplantenbedrijven;2012;860.0;1293396.0;1995.0
263;Alle SO-klassen;Pot- en perkplantenbedrijven;2013;825.0;1488926.0;1958.0
264;Alle SO-klassen;Pot- en perkplantenbedrijven;2014;755.0;1455360.0;1900.0
265;Alle SO-klassen;Pot- en perkplantenbedrijven;2015;725.0;1480913.0;1926.0
266;Alle SO-klassen;Pot- en perkplantenbedrijven;2016;670.0;1528604.0;1917.0
267;Alle SO-klassen;Pot- en perkplantenbedrijven;2017;605.0;1607519.0;1875.0
268;Alle SO-klassen;Pot- en perkplantenbedrijven;2018;580.0;1658511.0;1879.0
269;Alle SO-klassen;Pot- en perkplantenbedrijven;2019;610.0;1753744.0;1950.0
270;Alle SO-klassen;Pot- en perkplantenbedrijven;2020;635.0;1819136.0;1925.0
271;Alle SO-klassen;Pot- en perkplantenbedrijven;2021;655.0;1824222.0;1936.0
272;Alle SO-klassen;Pot- en perkplantenbedrijven;2022;690.0;2031755.0;2107.0
273;Alle SO-klassen;Pot- en perkplantenbedrijven;2023;720.0;2055899.0;2278.0
274;Alle SO-klassen;Pot- en perkplantenbedrijven;2024;665.0;2052866.0;2280.0
275;Alle SO-klassen;Overige glastuinbouwbedrijven;2000;810.0;458811.0;2398.0
276;Alle SO-klassen;Overige glastuinbouwbedrijven;2001;780.0;443946.0;2165.0
277;Alle SO-klassen;Overige glastuinbouwbedrijven;2002;720.0;450368.0;1887.0
278;Alle SO-klassen;Overige glastuinbouwbedrijven;2003;700.0;456747.0;2342.0
279;Alle SO-klassen;Overige glastuinbouwbedrijven;2004;655.0;421944.0;1850.0
280;Alle SO-klassen;Overige glastuinbouwbedrijven;2005;690.0;450816.0;2189.0
281;Alle SO-klassen;Overige glastuinbouwbedrijven;2006;610.0;445341.0;1789.0
282;Alle SO-klassen;Overige glastuinbouwbedrijven;2007;605.0;465318.0;1934.0
283;Alle SO-klassen;Overige glastuinbouwbedrijven;2008;495.0;408138.0;1765.0
284;Alle SO-klassen;Overige glastuinbouwbedrijven;2009;495.0;449243.0;1780.0
285;Alle SO-klassen;Overige glastuinbouwbedrijven;2010;630.0;471310.0;2160.0
286;Alle SO-klassen;Overige glastuinbouwbedrijven;2011;595.0;458302.0;2066.0
287;Alle SO-klassen;Overige glastuinbouwbedrijven;2012;540.0;438683.0;1841.0
288;Alle SO-klassen;Overige glastuinbouwbedrijven;2013;540.0;452278.0;1794.0
289;Alle SO-klassen;Overige glastuinbouwbedrijven;2014;460.0;436757.0;1738.0
290;Alle SO-klassen;Overige glastuinbouwbedrijven;2015;385.0;397454.0;1803.0
291;Alle SO-klassen;Overige glastuinbouwbedrijven;2016;345.0;400714.0;1208.0
292;Alle SO-klassen;Overige glastuinbouwbedrijven;2017;310.0;415784.0;1257.0
293;Alle SO-klassen;Overige glastuinbouwbedrijven;2018;260.0;361338.0;1007.0
294;Alle SO-klassen;Overige glastuinbouwbedrijven;2019;295.0;455444.0;1519.0
295;Alle SO-klassen;Overige glastuinbouwbedrijven;2020;280.0;466968.0;1511.0
