ID;BedrijfstakkenBranchesSBI2008;Beroepenindeling;Perioden;OntstaneVacatures_1
4783;52 Opslag, dienstverlening voor vervoer;122 Hulpkrachten transport en logistiek;2019;
4784;52 Opslag, dienstverlening voor vervoer;122 Hulpkrachten transport en logistiek;2020;
4785;52 Opslag, dienstverlening voor vervoer;122 Hulpkrachten transport en logistiek;2021;
4786;52 Opslag, dienstverlening voor vervoer;122 Hulpkrachten transport en logistiek;2022;
4787;52 Opslag, dienstverlening voor vervoer;122 Hulpkrachten transport en logistiek;2023;
4788;53 Post en koeriers;01 Pedagogische beroepen;2018;
4789;53 Post en koeriers;01 Pedagogische beroepen;2019;
4790;53 Post en koeriers;01 Pedagogische beroepen;2020;
4791;53 Post en koeriers;01 Pedagogische beroepen;2021;
4792;53 Post en koeriers;01 Pedagogische beroepen;2022;
4793;53 Post en koeriers;01 Pedagogische beroepen;2023;
4794;53 Post en koeriers;011 Docenten;2018;
4795;53 Post en koeriers;011 Docenten;2019;
4796;53 Post en koeriers;011 Docenten;2020;
4797;53 Post en koeriers;011 Docenten;2021;
4798;53 Post en koeriers;011 Docenten;2022;
4799;53 Post en koeriers;011 Docenten;2023;
4800;53 Post en koeriers;013 Leidsters kinderopvang en onderw...;2018;
4801;53 Post en koeriers;013 Leidsters kinderopvang en onderw...;2019;
4802;53 Post en koeriers;013 Leidsters kinderopvang en onderw...;2020;
4803;53 Post en koeriers;013 Leidsters kinderopvang en onderw...;2021;
4804;53 Post en koeriers;013 Leidsters kinderopvang en onderw...;2022;
4805;53 Post en koeriers;013 Leidsters kinderopvang en onderw...;2023;
4806;53 Post en koeriers;02 Creatieve en taalkundige beroepen;2018;
4807;53 Post en koeriers;02 Creatieve en taalkundige beroepen;2019;
4808;53 Post en koeriers;02 Creatieve en taalkundige beroepen;2020;
4809;53 Post en koeriers;02 Creatieve en taalkundige beroepen;2021;
4810;53 Post en koeriers;02 Creatieve en taalkundige beroepen;2022;
4811;53 Post en koeriers;02 Creatieve en taalkundige beroepen;2023;
4812;53 Post en koeriers;021 Auteurs en kunstenaars;2018;
4813;53 Post en koeriers;021 Auteurs en kunstenaars;2019;
4814;53 Post en koeriers;021 Auteurs en kunstenaars;2020;
4815;53 Post en koeriers;021 Auteurs en kunstenaars;2021;
4816;53 Post en koeriers;021 Auteurs en kunstenaars;2022;
4817;53 Post en koeriers;021 Auteurs en kunstenaars;2023;
4818;53 Post en koeriers;03 Commerciële beroepen;2018;
4819;53 Post en koeriers;03 Commerciële beroepen;2019;
4820;53 Post en koeriers;03 Commerciële beroepen;2020;
4821;53 Post en koeriers;03 Commerciële beroepen;2021;
4822;53 Post en koeriers;03 Commerciële beroepen;2022;
4823;53 Post en koeriers;03 Commerciële beroepen;2023;
4824;53 Post en koeriers;031 Adviseurs marketing, public relat...;2018;
4825;53 Post en koeriers;031 Adviseurs marketing, public relat...;2019;
4826;53 Post en koeriers;031 Adviseurs marketing, public relat...;2020;
4827;53 Post en koeriers;031 Adviseurs marketing, public relat...;2021;
4828;53 Post en koeriers;031 Adviseurs marketing, public relat...;2022;
4829;53 Post en koeriers;031 Adviseurs marketing, public relat...;2023;
4830;53 Post en koeriers;032 Vertegenwoordigers en inkopers;2018;
4831;53 Post en koeriers;032 Vertegenwoordigers en inkopers;2019;
4832;53 Post en koeriers;032 Vertegenwoordigers en inkopers;2020;
4833;53 Post en koeriers;032 Vertegenwoordigers en inkopers;2021;
4834;53 Post en koeriers;032 Vertegenwoordigers en inkopers;2022;
4835;53 Post en koeriers;032 Vertegenwoordigers en inkopers;2023;
4836;53 Post en koeriers;033 Verkopers;2018;
4837;53 Post en koeriers;033 Verkopers;2019;
4838;53 Post en koeriers;033 Verkopers;2020;
4839;53 Post en koeriers;033 Verkopers;2021;
4840;53 Post en koeriers;033 Verkopers;2022;
4841;53 Post en koeriers;033 Verkopers;2023;
4842;53 Post en koeriers;04 Bedrijfseconomische en administrat...;2018;10.3
4843;53 Post en koeriers;04 Bedrijfseconomische en administrat...;2019;9.6
4844;53 Post en koeriers;04 Bedrijfseconomische en administrat...;2020;7.2
4845;53 Post en koeriers;04 Bedrijfseconomische en administrat...;2021;10.5
4846;53 Post en koeriers;04 Bedrijfseconomische en administrat...;2022;8.2
4847;53 Post en koeriers;04 Bedrijfseconomische en administrat...;2023;6.6
4848;53 Post en koeriers;041 Specialisten bedrijfsbeheer en ad...;2018;
4849;53 Post en koeriers;041 Specialisten bedrijfsbeheer en ad...;2019;
4850;53 Post en koeriers;041 Specialisten bedrijfsbeheer en ad...;2020;
4851;53 Post en koeriers;041 Specialisten bedrijfsbeheer en ad...;2021;
4852;53 Post en koeriers;041 Specialisten bedrijfsbeheer en ad...;2022;
4853;53 Post en koeriers;041 Specialisten bedrijfsbeheer en ad...;2023;
4854;53 Post en koeriers;042 Vakspecialisten bedrijfsbeheer en...;2018;
4855;53 Post en koeriers;042 Vakspecialisten bedrijfsbeheer en...;2019;
4856;53 Post en koeriers;042 Vakspecialisten bedrijfsbeheer en...;2020;
4857;53 Post en koeriers;042 Vakspecialisten bedrijfsbeheer en...;2021;
4858;53 Post en koeriers;042 Vakspecialisten bedrijfsbeheer en...;2022;
4859;53 Post en koeriers;042 Vakspecialisten bedrijfsbeheer en...;2023;
4860;53 Post en koeriers;043 Administratief personeel;2018;10.0
4861;53 Post en koeriers;043 Administratief personeel;2019;9.3
4862;53 Post en koeriers;043 Administratief personeel;2020;6.9
4863;53 Post en koeriers;043 Administratief personeel;2021;10.1
4864;53 Post en koeriers;043 Administratief personeel;2022;7.9
4865;53 Post en koeriers;043 Administratief personeel;2023;6.3
4866;53 Post en koeriers;05 Managers;2018;
4867;53 Post en koeriers;05 Managers;2019;
4868;53 Post en koeriers;05 Managers;2020;
4869;53 Post en koeriers;05 Managers;2021;
4870;53 Post en koeriers;05 Managers;2022;
4871;53 Post en koeriers;05 Managers;2023;
4872;53 Post en koeriers;052 Managers op administratief en com...;2018;
4873;53 Post en koeriers;052 Managers op administratief en com...;2019;
4874;53 Post en koeriers;052 Managers op administratief en com...;2020;
4875;53 Post en koeriers;052 Managers op administratief en com...;2021;
4876;53 Post en koeriers;052 Managers op administratief en com...;2022;
4877;53 Post en koeriers;052 Managers op administratief en com...;2023;
4878;53 Post en koeriers;053 Managers productie en gespecialis...;2018;
4879;53 Post en koeriers;053 Managers productie en gespecialis...;2019;
4880;53 Post en koeriers;053 Managers productie en gespecialis...;2020;
4881;53 Post en koeriers;053 Managers productie en gespecialis...;2021;
4882;53 Post en koeriers;053 Managers productie en gespecialis...;2022;
4883;53 Post en koeriers;053 Managers productie en gespecialis...;2023;
4884;53 Post en koeriers;06 Openbaar bestuur, veiligheid en ju...;2018;
4885;53 Post en koeriers;06 Openbaar bestuur, veiligheid en ju...;2019;
4886;53 Post en koeriers;06 Openbaar bestuur, veiligheid en ju...;2020;
4887;53 Post en koeriers;06 Openbaar bestuur, veiligheid en ju...;2021;
4888;53 Post en koeriers;06 Openbaar bestuur, veiligheid en ju...;2022;
4889;53 Post en koeriers;06 Openbaar bestuur, veiligheid en ju...;2023;
4890;53 Post en koeriers;061 Overheidsambtenaren en -bestuurders;2018;
4891;53 Post en koeriers;061 Overheidsambtenaren en -bestuurders;2019;
4892;53 Post en koeriers;061 Overheidsambtenaren en -bestuurders;2020;
4893;53 Post en koeriers;061 Overheidsambtenaren en -bestuurders;2021;
4894;53 Post en koeriers;061 Overheidsambtenaren en -bestuurders;2022;
4895;53 Post en koeriers;061 Overheidsambtenaren en -bestuurders;2023;
4896;53 Post en koeriers;062 Juristen;2018;
4897;53 Post en koeriers;062 Juristen;2019;
4898;53 Post en koeriers;062 Juristen;2020;
4899;53 Post en koeriers;062 Juristen;2021;
4900;53 Post en koeriers;062 Juristen;2022;
4901;53 Post en koeriers;062 Juristen;2023;
4902;53 Post en koeriers;07 Technische beroepen;2018;
4903;53 Post en koeriers;07 Technische beroepen;2019;
4904;53 Post en koeriers;07 Technische beroepen;2020;
4905;53 Post en koeriers;07 Technische beroepen;2021;
4906;53 Post en koeriers;07 Technische beroepen;2022;
4907;53 Post en koeriers;07 Technische beroepen;2023;
4908;53 Post en koeriers;072 Vakspecialisten natuur en techniek;2018;
4909;53 Post en koeriers;072 Vakspecialisten natuur en techniek;2019;
4910;53 Post en koeriers;072 Vakspecialisten natuur en techniek;2020;
4911;53 Post en koeriers;072 Vakspecialisten natuur en techniek;2021;
4912;53 Post en koeriers;072 Vakspecialisten natuur en techniek;2022;
4913;53 Post en koeriers;072 Vakspecialisten natuur en techniek;2023;
4914;53 Post en koeriers;073 Bouwarbeiders;2018;
4915;53 Post en koeriers;073 Bouwarbeiders;2019;
4916;53 Post en koeriers;073 Bouwarbeiders;2020;
4917;53 Post en koeriers;073 Bouwarbeiders;2021;
4918;53 Post en koeriers;073 Bouwarbeiders;2022;
4919;53 Post en koeriers;073 Bouwarbeiders;2023;
4920;53 Post en koeriers;074 Metaalarbeiders, machinemonteurs;2018;
4921;53 Post en koeriers;074 Metaalarbeiders, machinemonteurs;2019;
4922;53 Post en koeriers;074 Metaalarbeiders, machinemonteurs;2020;
4923;53 Post en koeriers;074 Metaalarbeiders, machinemonteurs;2021;
4924;53 Post en koeriers;074 Metaalarbeiders, machinemonteurs;2022;
4925;53 Post en koeriers;074 Metaalarbeiders, machinemonteurs;2023;
4926;53 Post en koeriers;076 Elektriciens en elektronicamonteurs;2018;
4927;53 Post en koeriers;076 Elektriciens en elektronicamonteurs;2019;
4928;53 Post en koeriers;076 Elektriciens en elektronicamonteurs;2020;
4929;53 Post en koeriers;076 Elektriciens en elektronicamonteurs;2021;
4930;53 Post en koeriers;076 Elektriciens en elektronicamonteurs;2022;
4931;53 Post en koeriers;076 Elektriciens en elektronicamonteurs;2023;
4932;53 Post en koeriers;08 ICT beroepen;2018;
4933;53 Post en koeriers;08 ICT beroepen;2019;
4934;53 Post en koeriers;08 ICT beroepen;2020;
4935;53 Post en koeriers;08 ICT beroepen;2021;
4936;53 Post en koeriers;08 ICT beroepen;2022;
4937;53 Post en koeriers;08 ICT beroepen;2023;
4938;53 Post en koeriers;081 Specialisten ICT;2018;
4939;53 Post en koeriers;081 Specialisten ICT;2019;
4940;53 Post en koeriers;081 Specialisten ICT;2020;
4941;53 Post en koeriers;081 Specialisten ICT;2021;
4942;53 Post en koeriers;081 Specialisten ICT;2022;
4943;53 Post en koeriers;081 Specialisten ICT;2023;
4944;53 Post en koeriers;082 Vakspecialisten ICT;2018;
4945;53 Post en koeriers;082 Vakspecialisten ICT;2019;
4946;53 Post en koeriers;082 Vakspecialisten ICT;2020;
4947;53 Post en koeriers;082 Vakspecialisten ICT;2021;
4948;53 Post en koeriers;082 Vakspecialisten ICT;2022;
4949;53 Post en koeriers;082 Vakspecialisten ICT;2023;
4950;53 Post en koeriers;10 Zorg en welzijn beroepen;2018;
4951;53 Post en koeriers;10 Zorg en welzijn beroepen;2019;
4952;53 Post en koeriers;10 Zorg en welzijn beroepen;2020;
4953;53 Post en koeriers;10 Zorg en welzijn beroepen;2021;
4954;53 Post en koeriers;10 Zorg en welzijn beroepen;2022;
4955;53 Post en koeriers;10 Zorg en welzijn beroepen;2023;
4956;53 Post en koeriers;101 Artsen, therapeuten en gespeciali...;2018;
4957;53 Post en koeriers;101 Artsen, therapeuten en gespeciali...;2019;
4958;53 Post en koeriers;101 Artsen, therapeuten en gespeciali...;2020;
4959;53 Post en koeriers;101 Artsen, therapeuten en gespeciali...;2021;
4960;53 Post en koeriers;101 Artsen, therapeuten en gespeciali...;2022;
4961;53 Post en koeriers;101 Artsen, therapeuten en gespeciali...;2023;
4962;53 Post en koeriers;102 Specialisten op maatschappelijk g...;2018;
4963;53 Post en koeriers;102 Specialisten op maatschappelijk g...;2019;
4964;53 Post en koeriers;102 Specialisten op maatschappelijk g...;2020;
4965;53 Post en koeriers;102 Specialisten op maatschappelijk g...;2021;
4966;53 Post en koeriers;102 Specialisten op maatschappelijk g...;2022;
4967;53 Post en koeriers;102 Specialisten op maatschappelijk g...;2023;
4968;53 Post en koeriers;103 Vakspecialisten gezondheidszorg;2018;
4969;53 Post en koeriers;103 Vakspecialisten gezondheidszorg;2019;
4970;53 Post en koeriers;103 Vakspecialisten gezondheidszorg;2020;
4971;53 Post en koeriers;103 Vakspecialisten gezondheidszorg;2021;
4972;53 Post en koeriers;103 Vakspecialisten gezondheidszorg;2022;
4973;53 Post en koeriers;103 Vakspecialisten gezondheidszorg;2023;
4974;53 Post en koeriers;105 Verzorgenden;2018;
4975;53 Post en koeriers;105 Verzorgenden;2019;
4976;53 Post en koeriers;105 Verzorgenden;2020;
4977;53 Post en koeriers;105 Verzorgenden;2021;
4978;53 Post en koeriers;105 Verzorgenden;2022;
4979;53 Post en koeriers;105 Verzorgenden;2023;
4980;53 Post en koeriers;11 Dienstverlenende beroepen;2018;
4981;53 Post en koeriers;11 Dienstverlenende beroepen;2019;
4982;53 Post en koeriers;11 Dienstverlenende beroepen;2020;
4983;53 Post en koeriers;11 Dienstverlenende beroepen;2021;
4984;53 Post en koeriers;11 Dienstverlenende beroepen;2022;
4985;53 Post en koeriers;11 Dienstverlenende beroepen;2023;
4986;53 Post en koeriers;111 Medewerkers persoonlijke dienstve...;2018;
4987;53 Post en koeriers;111 Medewerkers persoonlijke dienstve...;2019;
4988;53 Post en koeriers;111 Medewerkers persoonlijke dienstve...;2020;
4989;53 Post en koeriers;111 Medewerkers persoonlijke dienstve...;2021;
4990;53 Post en koeriers;111 Medewerkers persoonlijke dienstve...;2022;
4991;53 Post en koeriers;111 Medewerkers persoonlijke dienstve...;2023;
4992;53 Post en koeriers;112 Schoonmakers en keukenhulpen;2018;
4993;53 Post en koeriers;112 Schoonmakers en keukenhulpen;2019;
4994;53 Post en koeriers;112 Schoonmakers en keukenhulpen;2020;
4995;53 Post en koeriers;112 Schoonmakers en keukenhulpen;2021;
4996;53 Post en koeriers;112 Schoonmakers en keukenhulpen;2022;
4997;53 Post en koeriers;112 Schoonmakers en keukenhulpen;2023;
4998;53 Post en koeriers;12 Transport en logistiek beroepen;2018;2.2
4999;53 Post en koeriers;12 Transport en logistiek beroepen;2019;1.1
5000;53 Post en koeriers;12 Transport en logistiek beroepen;2020;1.6
5001;53 Post en koeriers;12 Transport en logistiek beroepen;2021;4.0
5002;53 Post en koeriers;12 Transport en logistiek beroepen;2022;3.1
5003;53 Post en koeriers;12 Transport en logistiek beroepen;2023;2.8
5004;53 Post en koeriers;121 Bestuurders voertuigen en bediene...;2018;
5005;53 Post en koeriers;121 Bestuurders voertuigen en bediene...;2019;
5006;53 Post en koeriers;121 Bestuurders voertuigen en bediene...;2020;
5007;53 Post en koeriers;121 Bestuurders voertuigen en bediene...;2021;
5008;53 Post en koeriers;121 Bestuurders voertuigen en bediene...;2022;
5009;53 Post en koeriers;121 Bestuurders voertuigen en bediene...;2023;
5010;53 Post en koeriers;122 Hulpkrachten transport en logistiek;2018;
5011;53 Post en koeriers;122 Hulpkrachten transport en logistiek;2019;
5012;53 Post en koeriers;122 Hulpkrachten transport en logistiek;2020;
5013;53 Post en koeriers;122 Hulpkrachten transport en logistiek;2021;
5014;53 Post en koeriers;122 Hulpkrachten transport en logistiek;2022;
5015;53 Post en koeriers;122 Hulpkrachten transport en logistiek;2023;
5016;I Horeca;01 Pedagogische beroepen;2018;
5017;I Horeca;01 Pedagogische beroepen;2019;
5018;I Horeca;01 Pedagogische beroepen;2020;
5019;I Horeca;01 Pedagogische beroepen;2021;
5020;I Horeca;01 Pedagogische beroepen;2022;
5021;I Horeca;01 Pedagogische beroepen;2023;
5022;I Horeca;011 Docenten;2018;
5023;I Horeca;011 Docenten;2019;
5024;I Horeca;011 Docenten;2020;
5025;I Horeca;011 Docenten;2021;
5026;I Horeca;011 Docenten;2022;
5027;I Horeca;011 Docenten;2023;
5028;I Horeca;013 Leidsters kinderopvang en onderw...;2018;
5029;I Horeca;013 Leidsters kinderopvang en onderw...;2019;
5030;I Horeca;013 Leidsters kinderopvang en onderw...;2020;
5031;I Horeca;013 Leidsters kinderopvang en onderw...;2021;
5032;I Horeca;013 Leidsters kinderopvang en onderw...;2022;
5033;I Horeca;013 Leidsters kinderopvang en onderw...;2023;
5034;I Horeca;02 Creatieve en taalkundige beroepen;2018;
5035;I Horeca;02 Creatieve en taalkundige beroepen;2019;
5036;I Horeca;02 Creatieve en taalkundige beroepen;2020;
5037;I Horeca;02 Creatieve en taalkundige beroepen;2021;
5038;I Horeca;02 Creatieve en taalkundige beroepen;2022;
5039;I Horeca;02 Creatieve en taalkundige beroepen;2023;
5040;I Horeca;021 Auteurs en kunstenaars;2018;
5041;I Horeca;021 Auteurs en kunstenaars;2019;
5042;I Horeca;021 Auteurs en kunstenaars;2020;
5043;I Horeca;021 Auteurs en kunstenaars;2021;
5044;I Horeca;021 Auteurs en kunstenaars;2022;
5045;I Horeca;021 Auteurs en kunstenaars;2023;
5046;I Horeca;03 Commerciële beroepen;2018;
5047;I Horeca;03 Commerciële beroepen;2019;
5048;I Horeca;03 Commerciële beroepen;2020;
5049;I Horeca;03 Commerciële beroepen;2021;
5050;I Horeca;03 Commerciële beroepen;2022;
5051;I Horeca;03 Commerciële beroepen;2023;
5052;I Horeca;031 Adviseurs marketing, public relat...;2018;
5053;I Horeca;031 Adviseurs marketing, public relat...;2019;
5054;I Horeca;031 Adviseurs marketing, public relat...;2020;
5055;I Horeca;031 Adviseurs marketing, public relat...;2021;
5056;I Horeca;031 Adviseurs marketing, public relat...;2022;
5057;I Horeca;031 Adviseurs marketing, public relat...;2023;
5058;I Horeca;032 Vertegenwoordigers en inkopers;2018;
5059;I Horeca;032 Vertegenwoordigers en inkopers;2019;
5060;I Horeca;032 Vertegenwoordigers en inkopers;2020;
5061;I Horeca;032 Vertegenwoordigers en inkopers;2021;
5062;I Horeca;032 Vertegenwoordigers en inkopers;2022;
5063;I Horeca;032 Vertegenwoordigers en inkopers;2023;
5064;I Horeca;033 Verkopers;2018;
5065;I Horeca;033 Verkopers;2019;
5066;I Horeca;033 Verkopers;2020;
5067;I Horeca;033 Verkopers;2021;
5068;I Horeca;033 Verkopers;2022;
5069;I Horeca;033 Verkopers;2023;
5070;I Horeca;04 Bedrijfseconomische en administrat...;2018;12.7
5071;I Horeca;04 Bedrijfseconomische en administrat...;2019;15.5
5072;I Horeca;04 Bedrijfseconomische en administrat...;2020;5.6
5073;I Horeca;04 Bedrijfseconomische en administrat...;2021;14.2
5074;I Horeca;04 Bedrijfseconomische en administrat...;2022;19.3
5075;I Horeca;04 Bedrijfseconomische en administrat...;2023;16.2
5076;I Horeca;041 Specialisten bedrijfsbeheer en ad...;2018;
5077;I Horeca;041 Specialisten bedrijfsbeheer en ad...;2019;
5078;I Horeca;041 Specialisten bedrijfsbeheer en ad...;2020;
5079;I Horeca;041 Specialisten bedrijfsbeheer en ad...;2021;
5080;I Horeca;041 Specialisten bedrijfsbeheer en ad...;2022;
5081;I Horeca;041 Specialisten bedrijfsbeheer en ad...;2023;
5082;I Horeca;042 Vakspecialisten bedrijfsbeheer en...;2018;
5083;I Horeca;042 Vakspecialisten bedrijfsbeheer en...;2019;
5084;I Horeca;042 Vakspecialisten bedrijfsbeheer en...;2020;
5085;I Horeca;042 Vakspecialisten bedrijfsbeheer en...;2021;
5086;I Horeca;042 Vakspecialisten bedrijfsbeheer en...;2022;
5087;I Horeca;042 Vakspecialisten bedrijfsbeheer en...;2023;
5088;I Horeca;043 Administratief personeel;2018;11.1
5089;I Horeca;043 Administratief personeel;2019;13.7
5090;I Horeca;043 Administratief personeel;2020;4.9
5091;I Horeca;043 Administratief personeel;2021;12.4
5092;I Horeca;043 Administratief personeel;2022;16.9
5093;I Horeca;043 Administratief personeel;2023;14.0
5094;I Horeca;05 Managers;2018;
5095;I Horeca;05 Managers;2019;
5096;I Horeca;05 Managers;2020;
5097;I Horeca;05 Managers;2021;
5098;I Horeca;05 Managers;2022;
5099;I Horeca;05 Managers;2023;
5100;I Horeca;052 Managers op administratief en com...;2018;
5101;I Horeca;052 Managers op administratief en com...;2019;
5102;I Horeca;052 Managers op administratief en com...;2020;
5103;I Horeca;052 Managers op administratief en com...;2021;
5104;I Horeca;052 Managers op administratief en com...;2022;
5105;I Horeca;052 Managers op administratief en com...;2023;
5106;I Horeca;053 Managers productie en gespecialis...;2018;
5107;I Horeca;053 Managers productie en gespecialis...;2019;
5108;I Horeca;053 Managers productie en gespecialis...;2020;
5109;I Horeca;053 Managers productie en gespecialis...;2021;
5110;I Horeca;053 Managers productie en gespecialis...;2022;
5111;I Horeca;053 Managers productie en gespecialis...;2023;
5112;I Horeca;06 Openbaar bestuur, veiligheid en ju...;2018;
5113;I Horeca;06 Openbaar bestuur, veiligheid en ju...;2019;
5114;I Horeca;06 Openbaar bestuur, veiligheid en ju...;2020;
5115;I Horeca;06 Openbaar bestuur, veiligheid en ju...;2021;
5116;I Horeca;06 Openbaar bestuur, veiligheid en ju...;2022;
5117;I Horeca;06 Openbaar bestuur, veiligheid en ju...;2023;
5118;I Horeca;061 Overheidsambtenaren en -bestuurders;2018;
5119;I Horeca;061 Overheidsambtenaren en -bestuurders;2019;
5120;I Horeca;061 Overheidsambtenaren en -bestuurders;2020;
5121;I Horeca;061 Overheidsambtenaren en -bestuurders;2021;
5122;I Horeca;061 Overheidsambtenaren en -bestuurders;2022;
5123;I Horeca;061 Overheidsambtenaren en -bestuurders;2023;
5124;I Horeca;062 Juristen;2018;
5125;I Horeca;062 Juristen;2019;
5126;I Horeca;062 Juristen;2020;
5127;I Horeca;062 Juristen;2021;
5128;I Horeca;062 Juristen;2022;
5129;I Horeca;062 Juristen;2023;
5130;I Horeca;07 Technische beroepen;2018;
5131;I Horeca;07 Technische beroepen;2019;
5132;I Horeca;07 Technische beroepen;2020;
5133;I Horeca;07 Technische beroepen;2021;
5134;I Horeca;07 Technische beroepen;2022;
5135;I Horeca;07 Technische beroepen;2023;
5136;I Horeca;072 Vakspecialisten natuur en techniek;2018;
5137;I Horeca;072 Vakspecialisten natuur en techniek;2019;
5138;I Horeca;072 Vakspecialisten natuur en techniek;2020;
5139;I Horeca;072 Vakspecialisten natuur en techniek;2021;
5140;I Horeca;072 Vakspecialisten natuur en techniek;2022;
5141;I Horeca;072 Vakspecialisten natuur en techniek;2023;
5142;I Horeca;073 Bouwarbeiders;2018;
5143;I Horeca;073 Bouwarbeiders;2019;
5144;I Horeca;073 Bouwarbeiders;2020;
5145;I Horeca;073 Bouwarbeiders;2021;
5146;I Horeca;073 Bouwarbeiders;2022;
5147;I Horeca;073 Bouwarbeiders;2023;
5148;I Horeca;074 Metaalarbeiders, machinemonteurs;2018;
5149;I Horeca;074 Metaalarbeiders, machinemonteurs;2019;
5150;I Horeca;074 Metaalarbeiders, machinemonteurs;2020;
5151;I Horeca;074 Metaalarbeiders, machinemonteurs;2021;
5152;I Horeca;074 Metaalarbeiders, machinemonteurs;2022;
5153;I Horeca;074 Metaalarbeiders, machinemonteurs;2023;
5154;I Horeca;076 Elektriciens en elektronicamonteurs;2018;
5155;I Horeca;076 Elektriciens en elektronicamonteurs;2019;
5156;I Horeca;076 Elektriciens en elektronicamonteurs;2020;
5157;I Horeca;076 Elektriciens en elektronicamonteurs;2021;
5158;I Horeca;076 Elektriciens en elektronicamonteurs;2022;
5159;I Horeca;076 Elektriciens en elektronicamonteurs;2023;
5160;I Horeca;08 ICT beroepen;2018;
5161;I Horeca;08 ICT beroepen;2019;
5162;I Horeca;08 ICT beroepen;2020;
5163;I Horeca;08 ICT beroepen;2021;
5164;I Horeca;08 ICT beroepen;2022;
5165;I Horeca;08 ICT beroepen;2023;
5166;I Horeca;081 Specialisten ICT;2018;
5167;I Horeca;081 Specialisten ICT;2019;
5168;I Horeca;081 Specialisten ICT;2020;
5169;I Horeca;081 Specialisten ICT;2021;
5170;I Horeca;081 Specialisten ICT;2022;
5171;I Horeca;081 Specialisten ICT;2023;
5172;I Horeca;082 Vakspecialisten ICT;2018;
5173;I Horeca;082 Vakspecialisten ICT;2019;
5174;I Horeca;082 Vakspecialisten ICT;2020;
5175;I Horeca;082 Vakspecialisten ICT;2021;
5176;I Horeca;082 Vakspecialisten ICT;2022;
5177;I Horeca;082 Vakspecialisten ICT;2023;
5178;I Horeca;10 Zorg en welzijn beroepen;2018;
5179;I Horeca;10 Zorg en welzijn beroepen;2019;
5180;I Horeca;10 Zorg en welzijn beroepen;2020;
5181;I Horeca;10 Zorg en welzijn beroepen;2021;
5182;I Horeca;10 Zorg en welzijn beroepen;2022;
5183;I Horeca;10 Zorg en welzijn beroepen;2023;
5184;I Horeca;101 Artsen, therapeuten en gespeciali...;2018;
5185;I Horeca;101 Artsen, therapeuten en gespeciali...;2019;
5186;I Horeca;101 Artsen, therapeuten en gespeciali...;2020;
5187;I Horeca;101 Artsen, therapeuten en gespeciali...;2021;
5188;I Horeca;101 Artsen, therapeuten en gespeciali...;2022;
5189;I Horeca;101 Artsen, therapeuten en gespeciali...;2023;
5190;I Horeca;102 Specialisten op maatschappelijk g...;2018;
5191;I Horeca;102 Specialisten op maatschappelijk g...;2019;
5192;I Horeca;102 Specialisten op maatschappelijk g...;2020;
5193;I Horeca;102 Specialisten op maatschappelijk g...;2021;
5194;I Horeca;102 Specialisten op maatschappelijk g...;2022;
5195;I Horeca;102 Specialisten op maatschappelijk g...;2023;
5196;I Horeca;103 Vakspecialisten gezondheidszorg;2018;
5197;I Horeca;103 Vakspecialisten gezondheidszorg;2019;
5198;I Horeca;103 Vakspecialisten gezondheidszorg;2020;
5199;I Horeca;103 Vakspecialisten gezondheidszorg;2021;
5200;I Horeca;103 Vakspecialisten gezondheidszorg;2022;
5201;I Horeca;103 Vakspecialisten gezondheidszorg;2023;
5202;I Horeca;105 Verzorgenden;2018;
5203;I Horeca;105 Verzorgenden;2019;
5204;I Horeca;105 Verzorgenden;2020;
5205;I Horeca;105 Verzorgenden;2021;
5206;I Horeca;105 Verzorgenden;2022;
5207;I Horeca;105 Verzorgenden;2023;
5208;I Horeca;11 Dienstverlenende beroepen;2018;64.6
5209;I Horeca;11 Dienstverlenende beroepen;2019;68.3
5210;I Horeca;11 Dienstverlenende beroepen;2020;31.9
5211;I Horeca;11 Dienstverlenende beroepen;2021;71.3
5212;I Horeca;11 Dienstverlenende beroepen;2022;87.9
5213;I Horeca;11 Dienstverlenende beroepen;2023;73.0
5214;I Horeca;111 Medewerkers persoonlijke dienstve...;2018;40.7
5215;I Horeca;111 Medewerkers persoonlijke dienstve...;2019;42.6
5216;I Horeca;111 Medewerkers persoonlijke dienstve...;2020;19.7
5217;I Horeca;111 Medewerkers persoonlijke dienstve...;2021;41.9
5218;I Horeca;111 Medewerkers persoonlijke dienstve...;2022;50.6
5219;I Horeca;111 Medewerkers persoonlijke dienstve...;2023;46.6
5220;I Horeca;112 Schoonmakers en keukenhulpen;2018;23.9
5221;I Horeca;112 Schoonmakers en keukenhulpen;2019;25.7
5222;I Horeca;112 Schoonmakers en keukenhulpen;2020;12.2
5223;I Horeca;112 Schoonmakers en keukenhulpen;2021;29.4
5224;I Horeca;112 Schoonmakers en keukenhulpen;2022;37.3
5225;I Horeca;112 Schoonmakers en keukenhulpen;2023;26.4
5226;I Horeca;12 Transport en logistiek beroepen;2018;3.9
5227;I Horeca;12 Transport en logistiek beroepen;2019;6.7
5228;I Horeca;12 Transport en logistiek beroepen;2020;7.0
5229;I Horeca;12 Transport en logistiek beroepen;2021;10.8
5230;I Horeca;12 Transport en logistiek beroepen;2022;7.5
5231;I Horeca;12 Transport en logistiek beroepen;2023;8.2
5232;I Horeca;121 Bestuurders voertuigen en bediene...;2018;
5233;I Horeca;121 Bestuurders voertuigen en bediene...;2019;
