ID;Persoonskenmerken;Perioden;PersonenDieTweeJaarEenBaanHebben_1;PersonenNietVanWerkkringVeranderd_2;PersonenVanWerkkringVeranderd_3;PersonenOnbekend_4
0;3;2003;6440.0;5961.0;478.0;
1;3;2004;6420.0;5953.0;467.0;
2;3;2005;6506.0;5958.0;548.0;
3;3;2006;6679.0;6015.0;664.0;
4;3;2007;6864.0;6107.0;757.0;
5;3;2008;6925.0;6255.0;670.0;
6;3;2009;6853.0;6297.0;556.0;
7;3;2010;6780.0;6222.0;558.0;
8;3;2011;6765.0;6211.0;550.0;4.0
9;1;2003;3876.0;3591.0;285.0;
10;1;2004;3838.0;3551.0;287.0;
11;1;2005;3845.0;3515.0;330.0;
12;1;2006;3944.0;3549.0;395.0;
13;1;2007;3998.0;3561.0;437.0;
14;1;2008;4006.0;3631.0;375.0;
15;1;2009;3905.0;3598.0;307.0;
16;1;2010;3853.0;3522.0;331.0;
17;1;2011;3824.0;3494.0;328.0;2.0
18;2;2003;2564.0;2370.0;194.0;
19;2;2004;2582.0;2402.0;179.0;
20;2;2005;2661.0;2443.0;218.0;
21;2;2006;2735.0;2466.0;269.0;
22;2;2007;2865.0;2545.0;320.0;
23;2;2008;2919.0;2624.0;295.0;
24;2;2009;2948.0;2699.0;249.0;
25;2;2010;2928.0;2701.0;227.0;
26;2;2011;2940.0;2717.0;222.0;
27;4;2003;660.0;529.0;132.0;
28;4;2004;620.0;489.0;131.0;
29;4;2005;622.0;488.0;134.0;
30;4;2006;637.0;480.0;158.0;
31;4;2007;653.0;482.0;171.0;
32;4;2008;648.0;488.0;160.0;
33;4;2009;619.0;484.0;135.0;
34;4;2010;555.0;431.0;124.0;
35;4;2011;558.0;429.0;128.0;
36;5;2003;3672.0;3392.0;280.0;
37;5;2004;3614.0;3346.0;268.0;
38;5;2005;3619.0;3280.0;339.0;
39;5;2006;3652.0;3245.0;407.0;
40;5;2007;3673.0;3219.0;454.0;
41;5;2008;3656.0;3260.0;396.0;
42;5;2009;3563.0;3244.0;319.0;
43;5;2010;3487.0;3161.0;326.0;
44;5;2011;3406.0;3088.0;315.0;2.0
45;6;2003;2107.0;2040.0;67.0;
46;6;2004;2186.0;2118.0;68.0;
47;6;2005;2266.0;2190.0;76.0;
48;6;2006;2390.0;2290.0;100.0;
49;6;2007;2538.0;2406.0;132.0;
50;6;2008;2622.0;2507.0;115.0;
51;6;2009;2672.0;2569.0;102.0;
52;6;2010;2738.0;2630.0;108.0;
53;6;2011;2801.0;2693.0;107.0;
54;7;2003;5340.0;4952.0;389.0;
55;7;2004;5312.0;4944.0;368.0;
56;7;2005;5373.0;4930.0;443.0;
57;7;2006;5518.0;4991.0;528.0;
58;7;2007;5633.0;5043.0;590.0;
59;7;2008;5639.0;5108.0;531.0;
60;7;2009;5612.0;5178.0;434.0;
61;7;2010;5541.0;5109.0;432.0;
62;7;2011;5472.0;5051.0;419.0;2.0
63;8;2003;588.0;544.0;45.0;
64;8;2004;579.0;533.0;46.0;
65;8;2005;585.0;534.0;51.0;
66;8;2006;596.0;530.0;66.0;
67;8;2007;607.0;541.0;66.0;
68;8;2008;634.0;574.0;60.0;
69;8;2009;620.0;570.0;50.0;
70;8;2010;612.0;551.0;61.0;
71;8;2011;627.0;566.0;60.0;
72;9;2003;511.0;466.0;45.0;
73;9;2004;529.0;476.0;53.0;
74;9;2005;548.0;494.0;54.0;
75;9;2006;565.0;494.0;71.0;
76;9;2007;624.0;523.0;101.0;
77;9;2008;652.0;572.0;80.0;
78;9;2009;622.0;549.0;72.0;
79;9;2010;628.0;563.0;65.0;
80;9;2011;667.0;594.0;72.0;
81;10;2003;1640.0;1507.0;132.0;
82;10;2004;1545.0;1421.0;124.0;
83;10;2005;1520.0;1388.0;132.0;
84;10;2006;1522.0;1361.0;161.0;
85;10;2007;1524.0;1338.0;186.0;
86;10;2008;1557.0;1400.0;157.0;
87;10;2009;1485.0;1346.0;139.0;
88;10;2010;1452.0;1324.0;128.0;
89;10;2011;1445.0;1328.0;116.0;
90;11;2003;2905.0;2696.0;208.0;
91;11;2004;2829.0;2628.0;200.0;
92;11;2005;2880.0;2644.0;237.0;
93;11;2006;2968.0;2673.0;295.0;
94;11;2007;3071.0;2740.0;331.0;
95;11;2008;3014.0;2731.0;283.0;
96;11;2009;2970.0;2742.0;228.0;
97;11;2010;2881.0;2643.0;238.0;
98;11;2011;2883.0;2654.0;228.0;2.0
99;12;2003;1878.0;1741.0;137.0;
100;12;2004;2015.0;1875.0;140.0;
101;12;2005;2072.0;1895.0;177.0;
102;12;2006;2157.0;1952.0;205.0;
103;12;2007;2239.0;2001.0;237.0;
104;12;2008;2341.0;2111.0;229.0;
105;12;2009;2380.0;2191.0;189.0;
106;12;2010;2417.0;2227.0;190.0;
107;12;2011;2405.0;2200.0;203.0;
108;13;2003;17.0;17.0;;
109;13;2004;32.0;29.0;3.0;
110;13;2005;34.0;31.0;3.0;
111;13;2006;32.0;28.0;4.0;
112;13;2007;31.0;28.0;3.0;
113;13;2008;13.0;12.0;2.0;
114;13;2009;18.0;18.0;;
115;13;2010;30.0;28.0;2.0;
116;13;2011;32.0;28.0;3.0;
117;14;2003;5066.0;4772.0;294.0;
118;14;2004;4990.0;4711.0;279.0;
119;14;2005;4979.0;4657.0;323.0;
120;14;2006;4984.0;4575.0;408.0;
121;14;2007;5029.0;4583.0;446.0;
122;14;2008;5066.0;4673.0;393.0;
123;14;2009;4985.0;4682.0;303.0;
124;14;2010;4926.0;4639.0;286.0;
125;14;2011;4879.0;4597.0;280.0;
126;15;2003;602.0;438.0;164.0;
127;15;2004;613.0;451.0;162.0;
128;15;2005;684.0;483.0;201.0;
129;15;2006;797.0;569.0;227.0;
130;15;2007;887.0;619.0;268.0;
131;15;2008;864.0;623.0;242.0;
132;15;2009;874.0;654.0;220.0;
133;15;2010;879.0;652.0;227.0;
134;15;2011;899.0;668.0;229.0;2.0
135;16;2003;772.0;751.0;21.0;
136;16;2004;817.0;791.0;26.0;
137;16;2005;843.0;819.0;24.0;
138;16;2006;899.0;870.0;29.0;
139;16;2007;947.0;905.0;43.0;
140;16;2008;995.0;959.0;36.0;
141;16;2009;991.0;958.0;33.0;
142;16;2010;975.0;931.0;45.0;
143;16;2011;987.0;945.0;41.0;
144;17;2003;461.0;447.0;14.0;
145;17;2004;483.0;465.0;18.0;
146;17;2005;509.0;492.0;17.0;
147;17;2006;555.0;533.0;22.0;
148;17;2007;590.0;564.0;26.0;
149;17;2008;649.0;621.0;28.0;
150;17;2009;650.0;626.0;24.0;
151;17;2010;636.0;602.0;33.0;
152;17;2011;653.0;624.0;29.0;
153;18;2003;1727.0;1589.0;138.0;
154;18;2004;1750.0;1625.0;125.0;
155;18;2005;1808.0;1656.0;152.0;
156;18;2006;1859.0;1689.0;171.0;
157;18;2007;1974.0;1756.0;218.0;
158;18;2008;1996.0;1786.0;210.0;
159;18;2009;2013.0;1840.0;173.0;
160;18;2010;2023.0;1848.0;175.0;
161;18;2011;1994.0;1821.0;171.0;
162;19;2003;4713.0;4373.0;341.0;
163;19;2004;4670.0;4328.0;342.0;
164;19;2005;4699.0;4302.0;396.0;
165;19;2006;4820.0;4326.0;494.0;
166;19;2007;4889.0;4351.0;539.0;
167;19;2008;4929.0;4469.0;460.0;
168;19;2009;4840.0;4457.0;383.0;
169;19;2010;4758.0;4375.0;383.0;
170;19;2011;4771.0;4390.0;379.0;2.0
171;20;2003;393.0;292.0;101.0;
172;20;2004;377.0;276.0;101.0;
173;20;2005;407.0;284.0;123.0;
174;20;2006;488.0;339.0;150.0;
175;20;2007;577.0;412.0;165.0;
176;20;2008;533.0;376.0;157.0;
177;20;2009;428.0;316.0;112.0;
178;20;2010;405.0;285.0;119.0;
179;20;2011;441.0;320.0;120.0;
180;21;2003;376.0;313.0;63.0;
181;21;2004;302.0;244.0;58.0;
182;21;2005;303.0;237.0;65.0;
183;21;2006;369.0;291.0;78.0;
184;21;2007;427.0;329.0;99.0;
185;21;2008;448.0;358.0;90.0;
186;21;2009;406.0;321.0;86.0;
187;21;2010;326.0;259.0;67.0;
188;21;2011;328.0;260.0;67.0;
189;22;2003;633.0;558.0;76.0;
190;22;2004;525.0;462.0;63.0;
191;22;2005;489.0;416.0;72.0;
192;22;2006;523.0;438.0;85.0;
193;22;2007;610.0;506.0;104.0;
194;22;2008;681.0;579.0;102.0;
195;22;2009;677.0;582.0;95.0;
196;22;2010;578.0;498.0;80.0;
197;22;2011;527.0;447.0;80.0;
198;23;2003;5038.0;4800.0;239.0;
199;23;2004;5217.0;4971.0;245.0;
200;23;2005;5308.0;5020.0;287.0;
201;23;2006;5298.0;4947.0;351.0;
202;23;2007;5249.0;4860.0;390.0;
203;23;2008;5263.0;4942.0;321.0;
204;23;2009;5342.0;5078.0;263.0;
205;23;2010;5472.0;5180.0;291.0;
206;23;2011;5421.0;5139.0;282.0;
207;24;2003;;;;
208;24;2004;;;;
209;24;2005;;;;
210;24;2006;;;;
211;24;2007;;;;
212;24;2008;;;;
213;24;2009;;;;
214;24;2010;;;;
215;24;2011;;;;
216;25;2003;5706.0;5572.0;134.0;
217;25;2004;5709.0;5569.0;140.0;
218;25;2005;5721.0;5568.0;152.0;
219;25;2006;5760.0;5579.0;181.0;
220;25;2007;5866.0;5659.0;207.0;
221;25;2008;6037.0;5846.0;191.0;
222;25;2009;6078.0;5898.0;179.0;
223;25;2010;5941.0;5766.0;175.0;
224;25;2011;5939.0;5769.0;169.0;
225;26;2003;733.0;389.0;344.0;
226;26;2004;710.0;384.0;326.0;
227;26;2005;786.0;390.0;396.0;
228;26;2006;919.0;435.0;483.0;
229;26;2007;998.0;448.0;550.0;
230;26;2008;887.0;408.0;479.0;
231;26;2009;772.0;396.0;376.0;
232;26;2010;839.0;456.0;383.0;
233;26;2011;826.0;442.0;381.0;3.0
234;27;2003;;;;
235;27;2004;;;;
236;27;2005;;;;
237;27;2006;;;;
238;27;2007;;;;
239;27;2008;;;;
240;27;2009;;;;
241;27;2010;;;;
242;27;2011;;;;
243;301000;2003;;;;
244;301000;2004;;;;
245;301000;2005;;;;
246;301000;2006;;;;
247;301000;2007;201.0;185.0;16.0;
248;301000;2008;166.0;155.0;11.0;
249;301000;2009;173.0;166.0;7.0;
250;301000;2010;;;;
251;301000;2011;;;;
252;300002;2003;;;;
253;300002;2004;;;;
254;300002;2005;;;;
255;300002;2006;;;;
256;300002;2007;909.0;818.0;91.0;
257;300002;2008;937.0;855.0;82.0;
258;300002;2009;903.0;840.0;63.0;
259;300002;2010;;;;
260;300002;2011;;;;
261;350000;2003;;;;
262;350000;2004;;;;
263;350000;2005;;;;
264;350000;2006;;;;
265;350000;2007;466.0;411.0;55.0;
266;350000;2008;516.0;474.0;42.0;
267;350000;2009;485.0;448.0;37.0;
268;350000;2010;;;;
269;350000;2011;;;;
270;300006;2003;;;;
271;300006;2004;;;;
272;300006;2005;;;;
273;300006;2006;;;;
274;300006;2007;1449.0;1244.0;205.0;
275;300006;2008;1476.0;1291.0;185.0;
276;300006;2009;1439.0;1289.0;150.0;
277;300006;2010;;;;
278;300006;2011;;;;
279;391600;2003;;;;
280;391600;2004;;;;
281;391600;2005;;;;
282;391600;2006;;;;
283;391600;2007;268.0;230.0;38.0;
284;391600;2008;287.0;252.0;35.0;
285;391600;2009;280.0;251.0;29.0;
286;391600;2010;;;;
287;391600;2011;;;;
288;396300;2003;;;;
289;396300;2004;;;;
290;396300;2005;;;;
291;396300;2006;;;;
292;396300;2007;244.0;215.0;28.0;
293;396300;2008;249.0;227.0;23.0;
294;396300;2009;243.0;225.0;18.0;
295;396300;2010;;;;
296;396300;2011;;;;
297;402000;2003;;;;
298;402000;2004;;;;
299;402000;2005;;;;
300;402000;2006;;;;
301;402000;2007;65.0;59.0;6.0;
302;402000;2008;67.0;61.0;6.0;
303;402000;2009;57.0;54.0;4.0;
304;402000;2010;;;;
305;402000;2011;;;;
306;300010;2003;;;;
307;300010;2004;;;;
308;300010;2005;;;;
309;300010;2006;;;;
310;300010;2007;718.0;617.0;101.0;
311;300010;2008;797.0;691.0;107.0;
312;300010;2009;771.0;684.0;87.0;
313;300010;2010;;;;
314;300010;2011;;;;
315;300012;2003;;;;
316;300012;2004;;;;
317;300012;2005;;;;
318;300012;2006;;;;
319;300012;2007;2066.0;1906.0;160.0;
320;300012;2008;2107.0;1958.0;149.0;
321;300012;2009;2168.0;2038.0;130.0;
322;300012;2010;;;;
323;300012;2011;;;;
324;300014;2003;;;;
325;300014;2004;;;;
326;300014;2005;;;;
327;300014;2006;;;;
328;300014;2007;269.0;241.0;28.0;
329;300014;2008;285.0;261.0;25.0;
330;300014;2009;290.0;267.0;23.0;
331;300014;2010;;;;
332;300014;2011;;;;
333;999999;2003;;;;
334;999999;2004;;;;
335;999999;2005;;;;
336;999999;2006;;;;
337;999999;2007;209.0;181.0;28.0;
338;999999;2008;37.0;33.0;4.0;
339;999999;2009;41.0;34.0;7.0;
340;999999;2010;;;;
341;999999;2011;;;;
342;44;2003;;;;
343;44;2004;;;;
344;44;2005;;;;
345;44;2006;;;;
346;44;2007;6263.0;5900.0;363.0;
347;44;2008;6514.0;6172.0;342.0;
348;44;2009;6465.0;6176.0;288.0;
349;44;2010;;;;
350;44;2011;;;;
351;45;2003;;;;
352;45;2004;;;;
353;45;2005;;;;
354;45;2006;;;;
355;45;2007;411.0;54.0;357.0;
356;45;2008;345.0;36.0;309.0;
357;45;2009;351.0;90.0;261.0;
358;45;2010;;;;
359;45;2011;;;;
360;46;2003;;;;
361;46;2004;;;;
362;46;2005;;;;
363;46;2006;;;;
364;46;2007;189.0;152.0;37.0;
365;46;2008;66.0;47.0;19.0;
366;46;2009;34.0;27.0;7.0;
367;46;2010;;;;
368;46;2011;;;;
369;28;2003;5073.0;4731.0;342.0;
370;28;2004;5159.0;4830.0;329.0;
371;28;2005;5215.0;4822.0;393.0;
372;28;2006;5360.0;4882.0;478.0;
373;28;2007;5315.0;4790.0;525.0;
374;28;2008;5344.0;4888.0;456.0;
375;28;2009;5330.0;4956.0;373.0;
376;28;2010;5355.0;4948.0;407.0;
377;28;2011;5283.0;4886.0;394.0;3.0
378;29;2003;23.0;20.0;3.0;
379;29;2004;20.0;17.0;3.0;
380;29;2005;25.0;18.0;7.0;
381;29;2006;22.0;17.0;4.0;
382;29;2007;20.0;14.0;6.0;
383;29;2008;26.0;21.0;5.0;
384;29;2009;22.0;17.0;5.0;
385;29;2010;14.0;10.0;4.0;
386;29;2011;3.0;2.0;;
387;30;2003;500.0;471.0;29.0;
388;30;2004;435.0;410.0;26.0;
389;30;2005;490.0;453.0;37.0;
390;30;2006;467.0;425.0;42.0;
391;30;2007;548.0;499.0;49.0;
392;30;2008;540.0;499.0;42.0;
393;30;2009;528.0;483.0;46.0;
394;30;2010;570.0;535.0;36.0;
395;30;2011;624.0;582.0;41.0;
396;31;2003;571.0;520.0;51.0;
397;31;2004;527.0;475.0;52.0;
398;31;2005;497.0;442.0;54.0;
399;31;2006;509.0;440.0;69.0;
400;31;2007;548.0;476.0;72.0;
401;31;2008;564.0;498.0;66.0;
402;31;2009;552.0;497.0;55.0;
403;31;2010;547.0;486.0;61.0;
404;31;2011;521.0;471.0;49.0;
405;32;2003;273.0;220.0;53.0;
406;32;2004;279.0;221.0;57.0;
407;32;2005;279.0;223.0;56.0;
408;32;2006;322.0;250.0;72.0;
409;32;2007;432.0;328.0;104.0;
410;32;2008;451.0;350.0;102.0;
411;32;2009;421.0;343.0;78.0;
412;32;2010;294.0;244.0;50.0;
413;32;2011;335.0;270.0;66.0;
414;33;2003;437.0;415.0;22.0;
415;33;2004;380.0;361.0;20.0;
416;33;2005;433.0;401.0;31.0;
417;33;2006;406.0;371.0;35.0;
418;33;2007;487.0;445.0;42.0;
419;33;2008;479.0;445.0;34.0;
420;33;2009;449.0;414.0;35.0;
421;33;2010;507.0;478.0;29.0;
422;33;2011;549.0;514.0;35.0;
423;34;2003;62.0;55.0;7.0;
424;34;2004;54.0;48.0;6.0;
425;34;2005;56.0;50.0;6.0;
426;34;2006;60.0;53.0;7.0;
427;34;2007;60.0;53.0;7.0;
428;34;2008;61.0;53.0;7.0;
429;34;2009;78.0;68.0;10.0;
430;34;2010;62.0;55.0;6.0;
431;34;2011;74.0;67.0;7.0;
432;35;2003;260.0;238.0;22.0;
433;35;2004;225.0;204.0;21.0;
434;35;2005;190.0;171.0;19.0;
435;35;2006;191.0;168.0;22.0;
436;35;2007;230.0;203.0;27.0;
437;35;2008;241.0;213.0;28.0;
438;35;2009;241.0;220.0;20.0;
439;35;2010;236.0;214.0;22.0;
440;35;2011;230.0;209.0;21.0;
441;36;2003;189.0;166.0;23.0;
442;36;2004;168.0;146.0;23.0;
443;36;2005;172.0;147.0;24.0;
444;36;2006;189.0;157.0;32.0;
445;36;2007;184.0;151.0;33.0;
446;36;2008;182.0;154.0;28.0;
447;36;2009;174.0;152.0;22.0;
448;36;2010;173.0;149.0;24.0;
449;36;2011;159.0;140.0;19.0;
450;37;2003;5492.0;5088.0;405.0;
451;37;2004;5592.0;5194.0;398.0;
452;37;2005;5656.0;5188.0;468.0;
453;37;2006;5833.0;5265.0;568.0;
454;37;2007;5903.0;5256.0;647.0;
455;37;2008;5962.0;5390.0;573.0;
456;37;2009;5912.0;5443.0;468.0;
457;37;2010;5803.0;5326.0;477.0;
458;37;2011;5753.0;5280.0;470.0;
459;38;2003;112.0;105.0;7.0;
460;38;2004;103.0;95.0;9.0;
461;38;2005;101.0;92.0;9.0;
462;38;2006;108.0;94.0;14.0;
463;38;2007;121.0;108.0;13.0;
464;38;2008;131.0;116.0;15.0;
465;38;2009;128.0;118.0;10.0;
466;38;2010;108.0;98.0;11.0;
467;38;2011;99.0;89.0;11.0;
468;39;2003;366.0;345.0;21.0;
469;39;2004;324.0;310.0;14.0;
470;39;2005;354.0;333.0;21.0;
471;39;2006;318.0;294.0;24.0;
472;39;2007;373.0;341.0;32.0;
473;39;2008;386.0;362.0;24.0;
474;39;2009;355.0;330.0;25.0;
475;39;2010;433.0;412.0;20.0;
476;39;2011;423.0;400.0;23.0;
477;40;2003;205.0;189.0;15.0;
478;40;2004;171.0;157.0;14.0;
479;40;2005;178.0;168.0;11.0;
480;40;2006;178.0;165.0;14.0;
481;40;2007;219.0;199.0;20.0;
482;40;2008;205.0;188.0;17.0;
483;40;2009;206.0;187.0;18.0;
484;40;2010;195.0;183.0;12.0;
485;40;2011;233.0;216.0;17.0;
486;41;2003;153.0;140.0;14.0;
487;41;2004;132.0;119.0;13.0;
488;41;2005;131.0;115.0;16.0;
489;41;2006;129.0;111.0;18.0;
490;41;2007;153.0;129.0;24.0;
491;41;2008;165.0;144.0;21.0;
492;41;2009;158.0;139.0;18.0;
493;41;2010;140.0;126.0;14.0;
494;41;2011;151.0;139.0;12.0;
495;42;2003;256.0;230.0;27.0;
496;42;2004;235.0;200.0;35.0;
497;42;2005;226.0;189.0;38.0;
498;42;2006;241.0;198.0;43.0;
499;42;2007;284.0;237.0;47.0;
500;42;2008;292.0;245.0;46.0;
501;42;2009;277.0;238.0;39.0;
