ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstMetPersoneelEnMeewGezinslid_9
29;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 09 Oud-Annerveen;100;70;;;;;;;
30;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Annerveen;90;60;;;;;;;
31;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Oud-Annerveen;0;0;;;;;;;
32;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 11 Annerveenschekanaal;320;230;73.0;83.0;58.0;24.0;17.0;14.0;3.0
33;Totaal mannen en vrouwen;15 tot 75 jaar;Annerveenschekanaal;320;230;72.0;83.0;59.0;24.0;17.0;13.0;4.0
34;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Annerveenschekanaal;0;0;;;;;;;
35;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 12 Eexterveenschekanaal;200;120;63.0;;;;;;
36;Totaal mannen en vrouwen;15 tot 75 jaar;Eexterveenschekanaal;190;120;64.0;;;;;;
37;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Eexterveenschekanaal;0;0;;;;;;;
38;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 13 Eexterzandvoort;110;90;;;;;;;
39;Totaal mannen en vrouwen;15 tot 75 jaar;Eexterzandvoort;80;60;;;;;;;
40;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Eexterzandvoort;30;20;;;;;;;
41;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 14 Gasselte;1360;900;66.0;78.0;54.0;23.0;22.0;17.0;5.0
42;Totaal mannen en vrouwen;15 tot 75 jaar;Gasselte;1090;740;68.0;80.0;56.0;24.0;20.0;16.0;4.0
43;Totaal mannen en vrouwen;15 tot 75 jaar;Kostvlies;100;60;;;;;;;
44;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gasselte;160;100;59.0;;;;;;
45;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 15 Gasselternijveen;1430;930;65.0;86.0;58.0;28.0;14.0;11.0;3.0
46;Totaal mannen en vrouwen;15 tot 75 jaar;Gasselternijveen;1400;900;64.0;87.0;58.0;29.0;13.0;11.0;2.0
47;Totaal mannen en vrouwen;15 tot 75 jaar;Gasselterboerveen;40;30;;;;;;;
48;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gasselternijveen;0;0;;;;;;;
49;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 16 Gasselternijveenschemond;530;350;65.0;78.0;55.0;23.0;22.0;18.0;4.0
50;Totaal mannen en vrouwen;15 tot 75 jaar;Gasselternijveenschemond;490;320;65.0;80.0;57.0;23.0;20.0;16.0;4.0
51;Totaal mannen en vrouwen;15 tot 75 jaar;Gasselterboerveenschemond;30;20;;;;;;;
52;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. Gasselternijveenschemond;10;10;;;;;;;
53;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 17 Gieten;3550;2400;68.0;84.0;59.0;25.0;16.0;11.0;5.0
54;Totaal mannen en vrouwen;15 tot 75 jaar;Gieten;3420;2320;68.0;85.0;59.0;25.0;15.0;10.0;5.0
55;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gieten;120;90;;;;;;;
56;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 18 Gieterveen;990;710;72.0;80.0;55.0;25.0;20.0;15.0;5.0
57;Totaal mannen en vrouwen;15 tot 75 jaar;Gieterveen;520;380;73.0;87.0;60.0;27.0;13.0;10.0;3.0
58;Totaal mannen en vrouwen;15 tot 75 jaar;Bonnerveen;90;70;;;;;;;
59;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwediep;220;150;71.0;80.0;52.0;28.0;20.0;15.0;5.0
60;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gieterveen;160;110;69.0;;;;;;
61;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 19 Rolde;3230;2220;69.0;83.0;60.0;23.0;17.0;13.0;4.0
62;Totaal mannen en vrouwen;15 tot 75 jaar;Rolde;2490;1670;67.0;84.0;60.0;24.0;16.0;13.0;3.0
63;Totaal mannen en vrouwen;15 tot 75 jaar;Ballo;110;80;;;;;;;
64;Totaal mannen en vrouwen;15 tot 75 jaar;Nijlande;40;30;;;;;;;
65;Totaal mannen en vrouwen;15 tot 75 jaar;Deurze;70;50;;;;;;;
66;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Nooitgedacht;400;300;75.0;88.0;70.0;18.0;12.0;8.0;4.0
67;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Rolde;120;90;;;;;;;
68;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 20 Grolloo;910;650;71.0;71.0;46.0;25.0;29.0;23.0;6.0
69;Totaal mannen en vrouwen;15 tot 75 jaar;Grolloo;480;350;74.0;79.0;55.0;24.0;21.0;17.0;4.0
70;Totaal mannen en vrouwen;15 tot 75 jaar;Schoonloo;140;100;;;;;;;
71;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Papenvoort;110;60;;;;;;;
72;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Grolloo;180;140;78.0;;;;;;
73;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 21 Ekehaar;400;290;74.0;71.0;49.0;23.0;29.0;21.0;8.0
74;Totaal mannen en vrouwen;15 tot 75 jaar;Ekehaar;200;150;73.0;79.0;55.0;24.0;21.0;14.0;7.0
75;Totaal mannen en vrouwen;15 tot 75 jaar;Amen;80;60;;;;;;;
76;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Ekehaar;110;80;;;;;;;
77;Totaal mannen en vrouwen;15 tot 75 jaar;Aalsmeer;24050;18630;77.0;83.0;55.0;27.0;17.0;14.0;3.0
78;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Aalsmeer;9320;7140;77.0;81.0;54.0;28.0;19.0;14.0;5.0
79;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum;2050;1620;79.0;79.0;54.0;25.0;21.0;16.0;5.0
80;Totaal mannen en vrouwen;15 tot 75 jaar;Stommeer;4850;3670;76.0;84.0;55.0;29.0;16.0;13.0;3.0
81;Totaal mannen en vrouwen;15 tot 75 jaar;Hornmeer;1750;1300;75.0;84.0;54.0;30.0;16.0;13.0;3.0
82;Totaal mannen en vrouwen;15 tot 75 jaar;Uiterweg;680;540;80.0;65.0;45.0;20.0;35.0;20.0;15.0
83;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Kudelstraat en Kalslagen;6910;5350;77.0;86.0;60.0;25.0;14.0;11.0;3.0
84;Totaal mannen en vrouwen;15 tot 75 jaar;Kudelstaart;6910;5350;77.0;86.0;60.0;25.0;14.0;11.0;3.0
85;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Oosteinde;7810;6140;79.0;81.0;52.0;29.0;19.0;15.0;4.0
86;Totaal mannen en vrouwen;15 tot 75 jaar;Bovenlanden;760;570;75.0;71.0;49.0;21.0;29.0;24.0;5.0
87;Totaal mannen en vrouwen;15 tot 75 jaar;Greenpark;1010;750;74.0;82.0;33.0;49.0;18.0;14.0;4.0
88;Totaal mannen en vrouwen;15 tot 75 jaar;Oosteinde;5700;4550;80.0;83.0;56.0;27.0;17.0;14.0;3.0
89;Totaal mannen en vrouwen;15 tot 75 jaar;Schinkelpolder;350;270;78.0;67.0;46.0;21.0;33.0;21.0;12.0
90;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten;19940;14730;74.0;85.0;60.0;24.0;15.0;12.0;3.0
91;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Buitengebied Aalten;3120;2450;79.0;71.0;47.0;24.0;29.0;22.0;7.0
92;Totaal mannen en vrouwen;15 tot 75 jaar;Barlo-Kern;100;90;;;;;;;
93;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Barlo;370;300;81.0;68.0;44.0;24.0;32.0;24.0;8.0
94;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Heurne;270;220;81.0;69.0;46.0;24.0;31.0;24.0;7.0
95;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen IJzerlo;360;290;80.0;68.0;48.0;21.0;32.0;23.0;9.0
96;Totaal mannen en vrouwen;15 tot 75 jaar;IJzerlo-kern;110;90;;;;;;;
97;Totaal mannen en vrouwen;15 tot 75 jaar;Lintelo-kern;130;100;;;;;;;
98;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen ten westen van Aalten;220;160;75.0;62.0;35.0;27.0;38.0;25.0;13.0
99;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Lintelo;500;390;77.0;64.0;43.0;22.0;36.0;27.0;9.0
100;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Dalese Veld;80;70;;;;;;;
101;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Dale;500;370;75.0;78.0;54.0;24.0;22.0;18.0;4.0
102;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Haart;400;310;76.0;70.0;47.0;23.0;30.0;24.0;6.0
103;Totaal mannen en vrouwen;15 tot 75 jaar;Haart-kern;70;60;;;;;;;
104;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Bredevoort;1490;1130;76.0;83.0;60.0;23.0;17.0;13.0;4.0
105;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Bredevoort;170;130;79.0;;;;;;
106;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Hollenberg;160;120;75.0;;;;;;
107;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Het Zwanenbroek;60;40;;;;;;;
108;Totaal mannen en vrouwen;15 tot 75 jaar;Bredevoort;1110;840;75.0;86.0;63.0;23.0;14.0;12.0;2.0
109;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Aalten Kern;9280;6900;74.0;88.0;63.0;25.0;12.0;9.0;3.0
110;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern West;1460;1010;69.0;92.0;66.0;26.0;8.0;7.0;1.0
111;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Zuid 1;1800;1360;75.0;87.0;61.0;26.0;13.0;9.0;4.0
112;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Zuid 2;1140;900;79.0;90.0;66.0;25.0;10.0;8.0;2.0
113;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Noord/Noordoost;1890;1430;76.0;88.0;65.0;23.0;12.0;9.0;3.0
114;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten Kern 't Kobus;710;590;83.0;88.0;65.0;23.0;12.0;8.0;4.0
115;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Oost;750;570;76.0;93.0;67.0;26.0;7.0;6.0;1.0
116;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Centrum;1520;1040;68.0;84.0;56.0;28.0;16.0;12.0;4.0
117;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Dinxperlo;6050;4250;70.0;87.0;62.0;24.0;13.0;10.0;3.0
118;Totaal mannen en vrouwen;15 tot 75 jaar;Dinxperlo Centrum/Oost;1930;1310;68.0;88.0;61.0;27.0;12.0;9.0;3.0
119;Totaal mannen en vrouwen;15 tot 75 jaar;Dinxperlo Noord;1290;900;70.0;91.0;67.0;24.0;9.0;7.0;2.0
120;Totaal mannen en vrouwen;15 tot 75 jaar;Dinxperlo West;1850;1310;71.0;89.0;66.0;23.0;11.0;9.0;2.0
121;Totaal mannen en vrouwen;15 tot 75 jaar;De Heurne-kern;280;220;80.0;85.0;62.0;23.0;15.0;11.0;4.0
122;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Dinxperlo;200;150;74.0;61.0;42.0;19.0;39.0;31.0;8.0
123;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen De Heurne;500;360;72.0;73.0;51.0;22.0;27.0;20.0;7.0
124;Totaal mannen en vrouwen;15 tot 75 jaar;Achtkarspelen;20670;14410;70.0;82.0;56.0;26.0;18.0;14.0;4.0
125;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Noord;8790;6090;69.0;83.0;56.0;27.0;17.0;14.0;3.0
126;Totaal mannen en vrouwen;15 tot 75 jaar;Buitenpost;3630;2440;67.0;87.0;61.0;26.0;13.0;10.0;3.0
127;Totaal mannen en vrouwen;15 tot 75 jaar;Twijzel;770;560;73.0;77.0;52.0;26.0;23.0;18.0;5.0
128;Totaal mannen en vrouwen;15 tot 75 jaar;Kootstertille;1560;1100;70.0;86.0;56.0;30.0;14.0;12.0;2.0
129;Totaal mannen en vrouwen;15 tot 75 jaar;Twijzelerheide;1180;780;66.0;83.0;55.0;28.0;17.0;14.0;3.0
130;Totaal mannen en vrouwen;15 tot 75 jaar;Gerkesklooster;520;400;76.0;83.0;56.0;27.0;17.0;15.0;2.0
131;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Buitenpost;520;380;73.0;73.0;48.0;25.0;27.0;20.0;7.0
132;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Twijzel;70;60;;;;;;;
133;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Kootstertille;280;220;78.0;68.0;47.0;21.0;32.0;25.0;7.0
134;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Twijzelerheide;190;120;65.0;;;;;;
135;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gerkesklooster;50;40;;;;;;;
136;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Centrum;2470;1800;73.0;78.0;54.0;24.0;22.0;17.0;5.0
137;Totaal mannen en vrouwen;15 tot 75 jaar;Stroobos;190;140;74.0;;;;;;
138;Totaal mannen en vrouwen;15 tot 75 jaar;Drogeham;1110;800;72.0;82.0;58.0;24.0;18.0;13.0;5.0
139;Totaal mannen en vrouwen;15 tot 75 jaar;Augustinusga;820;610;74.0;81.0;56.0;25.0;19.0;17.0;2.0
140;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Stroobos;50;30;;;;;;;
141;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Drogeham;160;120;75.0;;;;;;
142;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Augustinusga;150;110;70.0;;;;;;
143;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Zuid;9410;6510;69.0;83.0;56.0;26.0;17.0;13.0;4.0
144;Totaal mannen en vrouwen;15 tot 75 jaar;Surhuisterveen;3930;2660;68.0;84.0;58.0;26.0;16.0;12.0;4.0
145;Totaal mannen en vrouwen;15 tot 75 jaar;Harkema;2990;2020;67.0;84.0;57.0;27.0;16.0;13.0;3.0
146;Totaal mannen en vrouwen;15 tot 75 jaar;Surhuizum;670;500;75.0;85.0;59.0;26.0;15.0;12.0;3.0
147;Totaal mannen en vrouwen;15 tot 75 jaar;Boelenslaan;570;420;73.0;88.0;59.0;29.0;12.0;9.0;3.0
148;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Surhuisterveen;330;240;71.0;75.0;49.0;27.0;25.0;19.0;6.0
149;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Harkema;240;180;75.0;68.0;45.0;23.0;32.0;19.0;13.0
150;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Surhuizum;310;230;75.0;67.0;45.0;22.0;33.0;23.0;10.0
151;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Boelenslaan;360;270;75.0;73.0;50.0;23.0;27.0;21.0;6.0
152;Totaal mannen en vrouwen;15 tot 75 jaar;Alblasserdam;14320;10410;73.0;85.0;59.0;26.0;15.0;11.0;4.0
153;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Centrum;3370;2490;74.0;82.0;59.0;23.0;18.0;13.0;5.0
154;Totaal mannen en vrouwen;15 tot 75 jaar;Cortgene;630;450;71.0;82.0;56.0;25.0;18.0;13.0;5.0
155;Totaal mannen en vrouwen;15 tot 75 jaar;Redersbuurt;420;270;63.0;87.0;56.0;31.0;13.0;10.0;3.0
156;Totaal mannen en vrouwen;15 tot 75 jaar;kerkbuurt;1150;910;79.0;85.0;63.0;22.0;15.0;11.0;4.0
157;Totaal mannen en vrouwen;15 tot 75 jaar;Polderbuurt;390;320;82.0;78.0;56.0;22.0;22.0;15.0;7.0
158;Totaal mannen en vrouwen;15 tot 75 jaar;De Werven;770;540;70.0;78.0;56.0;22.0;22.0;15.0;7.0
159;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Kinderdijk;2770;2060;75.0;85.0;60.0;26.0;15.0;11.0;4.0
160;Totaal mannen en vrouwen;15 tot 75 jaar;Dijk;450;350;77.0;76.0;55.0;22.0;24.0;19.0;5.0
161;Totaal mannen en vrouwen;15 tot 75 jaar;Vogelbuurt;910;670;74.0;90.0;65.0;25.0;10.0;8.0;2.0
162;Totaal mannen en vrouwen;15 tot 75 jaar;Waterland;340;250;73.0;86.0;59.0;27.0;14.0;8.0;6.0
163;Totaal mannen en vrouwen;15 tot 75 jaar;Groene Long;10;10;;;;;;;
164;Totaal mannen en vrouwen;15 tot 75 jaar;Rivierenbuurt;630;440;69.0;85.0;60.0;25.0;15.0;11.0;4.0
165;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuw Kinderdijk;430;350;81.0;86.0;57.0;29.0;14.0;10.0;4.0
166;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Blokweer;5500;3960;72.0;88.0;61.0;27.0;12.0;9.0;3.0
167;Totaal mannen en vrouwen;15 tot 75 jaar;Zeelt;740;550;75.0;89.0;63.0;26.0;11.0;10.0;1.0
168;Totaal mannen en vrouwen;15 tot 75 jaar;Middelland;450;350;76.0;86.0;66.0;20.0;14.0;12.0;2.0
169;Totaal mannen en vrouwen;15 tot 75 jaar;Blokweer Noord;760;540;71.0;90.0;61.0;29.0;10.0;7.0;3.0
170;Totaal mannen en vrouwen;15 tot 75 jaar;Blokweer Zuid;580;420;73.0;87.0;67.0;20.0;13.0;11.0;2.0
171;Totaal mannen en vrouwen;15 tot 75 jaar;Drentsebuurt;620;430;69.0;88.0;61.0;27.0;12.0;9.0;3.0
172;Totaal mannen en vrouwen;15 tot 75 jaar;Florabuurt;1130;810;71.0;90.0;62.0;27.0;10.0;8.0;2.0
173;Totaal mannen en vrouwen;15 tot 75 jaar;Staatsliedenbuurt;1210;860;71.0;86.0;56.0;30.0;14.0;11.0;3.0
174;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Souburgh;2420;1700;70.0;83.0;55.0;28.0;17.0;13.0;4.0
175;Totaal mannen en vrouwen;15 tot 75 jaar;Schildersbuurt;820;550;67.0;85.0;59.0;26.0;15.0;11.0;4.0
176;Totaal mannen en vrouwen;15 tot 75 jaar;Schrijversbuurt;1100;780;71.0;84.0;55.0;29.0;16.0;13.0;3.0
177;Totaal mannen en vrouwen;15 tot 75 jaar;Klein Alblas;260;220;86.0;70.0;49.0;21.0;30.0;17.0;13.0
178;Totaal mannen en vrouwen;15 tot 75 jaar;Oranjebuurt;240;140;59.0;;;;;;
179;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Bedrijventerrein;90;60;;;;;;;
180;Totaal mannen en vrouwen;15 tot 75 jaar;Vinkenwaard;70;40;;;;;;;
181;Totaal mannen en vrouwen;15 tot 75 jaar;Hoogendijk;0;0;;;;;;;
182;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwland;30;20;;;;;;;
183;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Landelijk gebied;170;130;80.0;;;;;;
184;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Blokweer;0;0;;;;;;;
185;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Kortland;40;30;;;;;;;
186;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Souburgh;20;10;;;;;;;
187;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Vinkenwaard;100;80;;;;;;;
188;Totaal mannen en vrouwen;15 tot 75 jaar;Albrandswaard;19010;14170;75.0;85.0;61.0;23.0;15.0;11.0;4.0
189;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Poortugaal-Noord;2100;1660;79.0;86.0;64.0;22.0;14.0;10.0;4.0
190;Totaal mannen en vrouwen;15 tot 75 jaar;Valckesteyn;1900;1520;80.0;87.0;64.0;22.0;13.0;9.0;4.0
191;Totaal mannen en vrouwen;15 tot 75 jaar;Zwaardijk-Kruisdijk;60;40;;;;;;;
192;Totaal mannen en vrouwen;15 tot 75 jaar;Poortugaal;40;30;;;;;;;
193;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Poortugaal;100;70;;;;;;;
194;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Rhoon-Noord;1580;1110;70.0;83.0;60.0;23.0;17.0;13.0;4.0
195;Totaal mannen en vrouwen;15 tot 75 jaar;Rhoon Noord;1550;1090;70.0;83.0;60.0;24.0;17.0;13.0;4.0
196;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Rhoon-Noord;30;20;;;;;;;
197;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Poortugaal-Zuid;4830;3430;71.0;87.0;62.0;25.0;13.0;10.0;3.0
198;Totaal mannen en vrouwen;15 tot 75 jaar;Beatrixstraat;710;480;67.0;85.0;53.0;32.0;15.0;12.0;3.0
199;Totaal mannen en vrouwen;15 tot 75 jaar;Landweg;1430;1050;73.0;87.0;62.0;25.0;13.0;10.0;3.0
200;Totaal mannen en vrouwen;15 tot 75 jaar;Poortugaal-Centrum;660;420;64.0;84.0;62.0;22.0;16.0;12.0;4.0
201;Totaal mannen en vrouwen;15 tot 75 jaar;Poortugaal Zuid;1800;1320;73.0;89.0;66.0;23.0;11.0;8.0;3.0
202;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Albrandswaard;170;120;71.0;;;;;;
203;Totaal mannen en vrouwen;15 tot 75 jaar;Kijvelanden;60;50;;;;;;;
204;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Rhoon-Zuid;4810;3570;74.0;82.0;60.0;22.0;18.0;13.0;5.0
205;Totaal mannen en vrouwen;15 tot 75 jaar;Rhoon-Centrum;1100;790;72.0;81.0;58.0;23.0;19.0;14.0;5.0
206;Totaal mannen en vrouwen;15 tot 75 jaar;Ghijseland;880;630;71.0;80.0;57.0;23.0;20.0;16.0;4.0
207;Totaal mannen en vrouwen;15 tot 75 jaar;Overhoeken;140;110;;;;;;;
208;Totaal mannen en vrouwen;15 tot 75 jaar;Park Rhoon;600;390;65.0;86.0;61.0;25.0;14.0;10.0;4.0
209;Totaal mannen en vrouwen;15 tot 75 jaar;Rhoon-Zuidoost;1050;890;85.0;85.0;66.0;18.0;15.0;12.0;3.0
210;Totaal mannen en vrouwen;15 tot 75 jaar;Tijsjesdijk;920;670;73.0;85.0;60.0;25.0;15.0;11.0;4.0
211;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Rhoon-Zuid;120;100;;;;;;;
212;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Buitengebied Albrandswaard;200;160;78.0;64.0;44.0;20.0;36.0;24.0;12.0
213;Totaal mannen en vrouwen;15 tot 75 jaar;Portland-Koedoodzone;10;10;;;;;;;
