ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstMetPersoneelEnMeewGezinslid_9
1415;Totaal mannen en vrouwen;15 tot 75 jaar;Columbusplein e.o.;2880;2000;70.0;82.0;46.0;36.0;18.0;16.0;2.0
1416;Totaal mannen en vrouwen;15 tot 75 jaar;Orteliusbuurt Midden;1610;1210;75.0;81.0;47.0;33.0;19.0;18.0;1.0
1417;Totaal mannen en vrouwen;15 tot 75 jaar;Orteliusbuurt Zuid;1550;1190;77.0;82.0;47.0;35.0;18.0;17.0;1.0
1418;Totaal mannen en vrouwen;15 tot 75 jaar;Westindische Buurt;5650;4500;80.0;81.0;49.0;32.0;19.0;17.0;2.0
1419;Totaal mannen en vrouwen;15 tot 75 jaar;Paramariboplein e.o.;3110;2490;80.0;81.0;49.0;32.0;19.0;17.0;2.0
1420;Totaal mannen en vrouwen;15 tot 75 jaar;Postjeskade e.o.;2530;2010;79.0;81.0;48.0;33.0;19.0;17.0;2.0
1421;Totaal mannen en vrouwen;15 tot 75 jaar;Hoofddorppleinbuurt;9970;7870;79.0;80.0;50.0;30.0;20.0;18.0;2.0
1422;Totaal mannen en vrouwen;15 tot 75 jaar;Surinamepleinbuurt;1240;990;80.0;73.0;44.0;29.0;27.0;25.0;2.0
1423;Totaal mannen en vrouwen;15 tot 75 jaar;Westlandgrachtbuurt;3030;2420;80.0;81.0;52.0;30.0;19.0;17.0;2.0
1424;Totaal mannen en vrouwen;15 tot 75 jaar;Aalsmeerwegbuurt West;2190;1800;82.0;82.0;52.0;31.0;18.0;16.0;2.0
1425;Totaal mannen en vrouwen;15 tot 75 jaar;Aalsmeerwegbuurt Oost;1890;1480;79.0;81.0;51.0;30.0;19.0;17.0;2.0
1426;Totaal mannen en vrouwen;15 tot 75 jaar;Legmeerpleinbuurt;1370;1050;77.0;78.0;50.0;29.0;22.0;20.0;2.0
1427;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Schinkel;260;120;48.0;;;;;;
1428;Totaal mannen en vrouwen;15 tot 75 jaar;Schinkelbuurt;3440;2620;76.0;79.0;47.0;32.0;21.0;19.0;2.0
1429;Totaal mannen en vrouwen;15 tot 75 jaar;Schinkelbuurt Noord;2160;1720;80.0;78.0;46.0;32.0;22.0;19.0;3.0
1430;Totaal mannen en vrouwen;15 tot 75 jaar;Schinkelbuurt Zuid;1280;900;71.0;80.0;48.0;32.0;20.0;18.0;2.0
1431;Totaal mannen en vrouwen;15 tot 75 jaar;Willemspark;4350;3110;72.0;70.0;47.0;23.0;30.0;25.0;5.0
1432;Totaal mannen en vrouwen;15 tot 75 jaar;Valeriusbuurt Oost;1060;740;69.0;67.0;49.0;18.0;33.0;26.0;7.0
1433;Totaal mannen en vrouwen;15 tot 75 jaar;Valeriusbuurt West;2020;1480;73.0;73.0;50.0;24.0;27.0;23.0;4.0
1434;Totaal mannen en vrouwen;15 tot 75 jaar;Willemsparkbuurt Noord;1260;900;71.0;67.0;42.0;25.0;33.0;27.0;6.0
1435;Totaal mannen en vrouwen;15 tot 75 jaar;Vondelpark West;0;0;;;;;;;
1436;Totaal mannen en vrouwen;15 tot 75 jaar;Museumkwartier;9700;6940;72.0;68.0;45.0;23.0;32.0;28.0;4.0
1437;Totaal mannen en vrouwen;15 tot 75 jaar;Johannnes Vermeerbuurt;1150;850;74.0;70.0;48.0;22.0;30.0;26.0;4.0
1438;Totaal mannen en vrouwen;15 tot 75 jaar;P.C. Hooftbuurt;620;460;74.0;66.0;46.0;20.0;34.0;28.0;6.0
1439;Totaal mannen en vrouwen;15 tot 75 jaar;Concertgebouwbuurt;1470;1020;69.0;66.0;44.0;22.0;34.0;29.0;5.0
1440;Totaal mannen en vrouwen;15 tot 75 jaar;Cornelis Schuytbuurt;2240;1570;70.0;64.0;43.0;20.0;36.0;30.0;6.0
1441;Totaal mannen en vrouwen;15 tot 75 jaar;Banpleinbuurt;580;380;65.0;57.0;36.0;20.0;43.0;37.0;6.0
1442;Totaal mannen en vrouwen;15 tot 75 jaar;Hondecoeterbuurt;1570;1150;74.0;70.0;46.0;25.0;30.0;25.0;5.0
1443;Totaal mannen en vrouwen;15 tot 75 jaar;Harmoniehofbuurt;900;580;64.0;68.0;41.0;26.0;32.0;30.0;2.0
1444;Totaal mannen en vrouwen;15 tot 75 jaar;Museumplein;0;0;;;;;;;
1445;Totaal mannen en vrouwen;15 tot 75 jaar;Vondelpark Oost;0;0;;;;;;;
1446;Totaal mannen en vrouwen;15 tot 75 jaar;Duivelseiland;1170;930;80.0;79.0;50.0;28.0;21.0;20.0;1.0
1447;Totaal mannen en vrouwen;15 tot 75 jaar;Stadionbuurt;9420;6640;70.0;79.0;50.0;29.0;21.0;19.0;2.0
1448;Totaal mannen en vrouwen;15 tot 75 jaar;Bertelmanpleinbuurt;870;550;63.0;82.0;46.0;36.0;18.0;17.0;1.0
1449;Totaal mannen en vrouwen;15 tot 75 jaar;Marathonbuurt Oost;1170;760;65.0;79.0;49.0;30.0;21.0;19.0;2.0
1450;Totaal mannen en vrouwen;15 tot 75 jaar;Marathonbuurt West;1980;1200;61.0;82.0;49.0;33.0;18.0;17.0;1.0
1451;Totaal mannen en vrouwen;15 tot 75 jaar;Olympisch Stadion e.o.;1720;1240;72.0;77.0;55.0;23.0;23.0;20.0;3.0
1452;Totaal mannen en vrouwen;15 tot 75 jaar;IJsbaanpad e.o.;290;220;78.0;69.0;47.0;23.0;31.0;27.0;4.0
1453;Totaal mannen en vrouwen;15 tot 75 jaar;Van Tuyllbuurt;3400;2670;79.0;79.0;49.0;30.0;21.0;18.0;3.0
1454;Totaal mannen en vrouwen;15 tot 75 jaar;Apollobuurt;6290;4430;71.0;67.0;45.0;21.0;33.0;28.0;5.0
1455;Totaal mannen en vrouwen;15 tot 75 jaar;Diepenbrockbuurt;570;390;68.0;55.0;38.0;17.0;45.0;38.0;7.0
1456;Totaal mannen en vrouwen;15 tot 75 jaar;Beethovenbuurt;930;640;69.0;66.0;43.0;23.0;34.0;28.0;6.0
1457;Totaal mannen en vrouwen;15 tot 75 jaar;Hiltonbuurt;60;40;;;;;;;
1458;Totaal mannen en vrouwen;15 tot 75 jaar;Minervabuurt Noord;1020;690;67.0;65.0;48.0;17.0;35.0;30.0;5.0
1459;Totaal mannen en vrouwen;15 tot 75 jaar;Minervabuurt Midden;1790;1260;70.0;68.0;46.0;22.0;32.0;28.0;4.0
1460;Totaal mannen en vrouwen;15 tot 75 jaar;Minervabuurt Zuid;1920;1420;74.0;70.0;47.0;23.0;30.0;26.0;4.0
1461;Totaal mannen en vrouwen;15 tot 75 jaar;IJburg Oost;280;230;82.0;78.0;52.0;26.0;22.0;17.0;5.0
1462;Totaal mannen en vrouwen;15 tot 75 jaar;Strandeiland;0;0;;;;;;;
1463;Totaal mannen en vrouwen;15 tot 75 jaar;Middeneiland Zuidoost;0;0;;;;;;;
1464;Totaal mannen en vrouwen;15 tot 75 jaar;Middeneiland Zuidwest;0;0;;;;;;;
1465;Totaal mannen en vrouwen;15 tot 75 jaar;Buiteneiland;0;0;;;;;;;
1466;Totaal mannen en vrouwen;15 tot 75 jaar;Centrumeiland;280;230;82.0;78.0;52.0;26.0;22.0;17.0;5.0
1467;Totaal mannen en vrouwen;15 tot 75 jaar;IJburg Zuid;5840;4320;74.0;78.0;52.0;27.0;22.0;19.0;3.0
1468;Totaal mannen en vrouwen;15 tot 75 jaar;Rieteiland Oost;230;190;85.0;61.0;42.0;18.0;39.0;30.0;9.0
1469;Totaal mannen en vrouwen;15 tot 75 jaar;Haveneiland Oost;4240;3190;75.0;78.0;53.0;25.0;22.0;19.0;3.0
1470;Totaal mannen en vrouwen;15 tot 75 jaar;Haveneiland Noord;1370;940;69.0;83.0;50.0;34.0;17.0;16.0;1.0
1471;Totaal mannen en vrouwen;15 tot 75 jaar;Scheldebuurt;11880;9300;78.0;79.0;49.0;29.0;21.0;19.0;2.0
1472;Totaal mannen en vrouwen;15 tot 75 jaar;Wielingenbuurt;2350;1850;79.0;76.0;48.0;28.0;24.0;22.0;2.0
1473;Totaal mannen en vrouwen;15 tot 75 jaar;Scheldebuurt West;3430;2670;78.0;78.0;48.0;31.0;22.0;19.0;3.0
1474;Totaal mannen en vrouwen;15 tot 75 jaar;Scheldebuurt Midden;2500;1980;79.0;80.0;51.0;29.0;20.0;17.0;3.0
1475;Totaal mannen en vrouwen;15 tot 75 jaar;Scheldebuurt Oost;1930;1550;80.0;80.0;49.0;31.0;20.0;18.0;2.0
1476;Totaal mannen en vrouwen;15 tot 75 jaar;Veluwebuurt;1080;760;70.0;78.0;49.0;29.0;22.0;21.0;1.0
1477;Totaal mannen en vrouwen;15 tot 75 jaar;Kop Zuidas;590;490;84.0;85.0;60.0;25.0;15.0;14.0;1.0
1478;Totaal mannen en vrouwen;15 tot 75 jaar;IJselbuurt;4450;3260;73.0;81.0;46.0;35.0;19.0;17.0;2.0
1479;Totaal mannen en vrouwen;15 tot 75 jaar;IJselbuurt West;2010;1440;71.0;81.0;48.0;33.0;19.0;18.0;1.0
1480;Totaal mannen en vrouwen;15 tot 75 jaar;IJselbuurt Oost;2440;1820;75.0;82.0;45.0;37.0;18.0;16.0;2.0
1481;Totaal mannen en vrouwen;15 tot 75 jaar;Rijnbuurt;7550;5540;73.0;82.0;48.0;35.0;18.0;16.0;2.0
1482;Totaal mannen en vrouwen;15 tot 75 jaar;Kromme Mijdrechtbuurt;2070;1480;71.0;83.0;47.0;35.0;17.0;16.0;1.0
1483;Totaal mannen en vrouwen;15 tot 75 jaar;Rijnbuurt Oost;2280;1810;79.0;83.0;48.0;36.0;17.0;15.0;2.0
1484;Totaal mannen en vrouwen;15 tot 75 jaar;Rijnbuurt Midden;1840;1470;80.0;81.0;47.0;34.0;19.0;18.0;1.0
1485;Totaal mannen en vrouwen;15 tot 75 jaar;Rijnbuurt West;1330;760;58.0;82.0;49.0;33.0;18.0;16.0;2.0
1486;Totaal mannen en vrouwen;15 tot 75 jaar;Zorgvlied;30;20;;;;;;;
1487;Totaal mannen en vrouwen;15 tot 75 jaar;Frankendael;9410;6500;69.0;82.0;47.0;35.0;18.0;16.0;2.0
1488;Totaal mannen en vrouwen;15 tot 75 jaar;De Eenhoorn;2360;1600;68.0;90.0;39.0;51.0;10.0;10.0;0.0
1489;Totaal mannen en vrouwen;15 tot 75 jaar;Julianapark;910;730;80.0;87.0;61.0;26.0;13.0;12.0;1.0
1490;Totaal mannen en vrouwen;15 tot 75 jaar;Don Bosco;1690;1260;74.0;76.0;48.0;28.0;24.0;21.0;3.0
1491;Totaal mannen en vrouwen;15 tot 75 jaar;Frankendael;10;10;;;;;;;
1492;Totaal mannen en vrouwen;15 tot 75 jaar;Tuindorp Amstelstation;600;310;51.0;83.0;47.0;36.0;17.0;16.0;1.0
1493;Totaal mannen en vrouwen;15 tot 75 jaar;De Wetbuurt;1300;920;70.0;80.0;52.0;29.0;20.0;18.0;2.0
1494;Totaal mannen en vrouwen;15 tot 75 jaar;Tuindorp Frankendael;2040;1370;67.0;77.0;47.0;30.0;23.0;20.0;3.0
1495;Totaal mannen en vrouwen;15 tot 75 jaar;Van der Kunbuurt;490;310;62.0;87.0;47.0;40.0;13.0;12.0;1.0
1496;Totaal mannen en vrouwen;15 tot 75 jaar;Middenmeer;12480;9100;73.0;78.0;45.0;32.0;22.0;20.0;2.0
1497;Totaal mannen en vrouwen;15 tot 75 jaar;Linnaeusparkbuurt;2060;1610;78.0;71.0;45.0;26.0;29.0;25.0;4.0
1498;Totaal mannen en vrouwen;15 tot 75 jaar;Middenmeer Noord;2140;1680;79.0;74.0;47.0;26.0;26.0;23.0;3.0
1499;Totaal mannen en vrouwen;15 tot 75 jaar;Middenmeer Zuid;3830;3050;80.0;77.0;48.0;29.0;23.0;21.0;2.0
1500;Totaal mannen en vrouwen;15 tot 75 jaar;Sportpark Middenmeer Zuid;190;110;59.0;;;;;;
1501;Totaal mannen en vrouwen;15 tot 75 jaar;Sportpark Middenmeer Noord;250;180;71.0;91.0;15.0;76.0;9.0;9.0;0.0
1502;Totaal mannen en vrouwen;15 tot 75 jaar;Park de Meer;1270;880;70.0;80.0;54.0;25.0;20.0;18.0;2.0
1503;Totaal mannen en vrouwen;15 tot 75 jaar;Sportpark Voorland;0;0;;;;;;;
1504;Totaal mannen en vrouwen;15 tot 75 jaar;Science Park Noord;2460;1400;57.0;86.0;37.0;48.0;14.0;13.0;1.0
1505;Totaal mannen en vrouwen;15 tot 75 jaar;Science Park Zuid;280;190;69.0;88.0;17.0;71.0;12.0;10.0;2.0
1506;Totaal mannen en vrouwen;15 tot 75 jaar;Betondorp;2310;1430;62.0;82.0;52.0;30.0;18.0;16.0;2.0
1507;Totaal mannen en vrouwen;15 tot 75 jaar;Betondorp;2310;1430;62.0;82.0;52.0;30.0;18.0;16.0;2.0
1508;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe Oosterbegraafplaats;10;10;;;;;;;
1509;Totaal mannen en vrouwen;15 tot 75 jaar;Drieburg;0;0;;;;;;;
1510;Totaal mannen en vrouwen;15 tot 75 jaar;Omval/Overamstel;4770;3920;82.0;84.0;48.0;36.0;16.0;15.0;1.0
1511;Totaal mannen en vrouwen;15 tot 75 jaar;Weespertrekvaart;750;640;85.0;84.0;52.0;32.0;16.0;15.0;1.0
1512;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelglorie;60;50;;;;;;;
1513;Totaal mannen en vrouwen;15 tot 75 jaar;Overamstel;20;10;;;;;;;
1514;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelkwartier Noord;2440;2090;86.0;84.0;49.0;35.0;16.0;14.0;2.0
1515;Totaal mannen en vrouwen;15 tot 75 jaar;De Omval;610;480;79.0;79.0;56.0;23.0;21.0;19.0;2.0
1516;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelkwartier Zuid;40;40;;;;;;;
1517;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelkwartier West;850;610;71.0;87.0;36.0;50.0;13.0;12.0;1.0
1518;Totaal mannen en vrouwen;15 tot 75 jaar;Prinses Irenebuurt e.o.;970;680;70.0;68.0;48.0;20.0;32.0;27.0;5.0
1519;Totaal mannen en vrouwen;15 tot 75 jaar;Prinses Irenebuurt;970;680;70.0;68.0;48.0;20.0;32.0;27.0;5.0
1520;Totaal mannen en vrouwen;15 tot 75 jaar;Beatrixpark;0;0;;;;;;;
1521;Totaal mannen en vrouwen;15 tot 75 jaar;Volewijck;7250;4530;63.0;78.0;43.0;35.0;22.0;20.0;2.0
1522;Totaal mannen en vrouwen;15 tot 75 jaar;Van der Pekbuurt;3620;2280;63.0;77.0;40.0;37.0;23.0;21.0;2.0
1523;Totaal mannen en vrouwen;15 tot 75 jaar;Bloemenbuurt Zuid;1770;1070;60.0;78.0;42.0;36.0;22.0;20.0;2.0
1524;Totaal mannen en vrouwen;15 tot 75 jaar;Bloemenbuurt Noord;1860;1180;64.0;81.0;50.0;31.0;19.0;18.0;1.0
1525;Totaal mannen en vrouwen;15 tot 75 jaar;IJplein/Vogelbuurt;6390;4110;64.0;77.0;44.0;33.0;23.0;21.0;2.0
1526;Totaal mannen en vrouwen;15 tot 75 jaar;IJplein e.o.;2000;1230;62.0;81.0;48.0;33.0;19.0;17.0;2.0
1527;Totaal mannen en vrouwen;15 tot 75 jaar;Vogelbuurt Zuid;3350;2150;64.0;78.0;42.0;36.0;22.0;20.0;2.0
1528;Totaal mannen en vrouwen;15 tot 75 jaar;Vogelbuurt Noord;910;620;68.0;75.0;46.0;28.0;25.0;23.0;2.0
1529;Totaal mannen en vrouwen;15 tot 75 jaar;Vliegenbos;140;110;;;;;;;
1530;Totaal mannen en vrouwen;15 tot 75 jaar;Tuindorp Nieuwendam;2520;1590;63.0;76.0;51.0;25.0;24.0;21.0;3.0
1531;Totaal mannen en vrouwen;15 tot 75 jaar;Tuindorp Nieuwendam West;760;480;63.0;75.0;51.0;24.0;25.0;21.0;4.0
1532;Totaal mannen en vrouwen;15 tot 75 jaar;Tuindorp Nieuwendam Oost;1760;1110;63.0;76.0;50.0;26.0;24.0;21.0;3.0
1533;Totaal mannen en vrouwen;15 tot 75 jaar;Tuindorp Buiksloot;1430;900;63.0;85.0;53.0;31.0;15.0;14.0;1.0
1534;Totaal mannen en vrouwen;15 tot 75 jaar;Blauwe Zand;1430;900;63.0;85.0;53.0;31.0;15.0;14.0;1.0
1535;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwendammerdijk/Buiksloterdijk;1190;940;79.0;63.0;44.0;19.0;37.0;32.0;5.0
1536;Totaal mannen en vrouwen;15 tot 75 jaar;Buiksloterdijk West;110;90;;;;;;;
1537;Totaal mannen en vrouwen;15 tot 75 jaar;Buiksloterdijk Oost;90;60;;;;;;;
1538;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwendammerdijk West;740;580;78.0;65.0;45.0;20.0;35.0;30.0;5.0
1539;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwendammerdijk Oost;240;190;80.0;64.0;46.0;17.0;36.0;33.0;3.0
1540;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwendammerdijk Zuid;0;0;;;;;;;
1541;Totaal mannen en vrouwen;15 tot 75 jaar;Tuindorp Oostzaan;8760;5850;67.0;81.0;53.0;29.0;19.0;17.0;2.0
1542;Totaal mannen en vrouwen;15 tot 75 jaar;Tuindorp Oostzaan West;750;460;61.0;81.0;54.0;27.0;19.0;17.0;2.0
1543;Totaal mannen en vrouwen;15 tot 75 jaar;Tuindorp Oostzaan Oost;3060;1990;65.0;81.0;53.0;28.0;19.0;17.0;2.0
1544;Totaal mannen en vrouwen;15 tot 75 jaar;Terrasdorp;3090;1910;62.0;81.0;50.0;31.0;19.0;17.0;2.0
1545;Totaal mannen en vrouwen;15 tot 75 jaar;De Bongerd;1850;1480;80.0;81.0;54.0;27.0;19.0;16.0;3.0
1546;Totaal mannen en vrouwen;15 tot 75 jaar;Oostzanerwerf;6700;4570;68.0;81.0;51.0;30.0;19.0;16.0;3.0
1547;Totaal mannen en vrouwen;15 tot 75 jaar;Oostzanerdijk;320;240;75.0;62.0;44.0;18.0;38.0;31.0;7.0
1548;Totaal mannen en vrouwen;15 tot 75 jaar;Walvisbuurt;1070;800;75.0;83.0;56.0;27.0;17.0;14.0;3.0
1549;Totaal mannen en vrouwen;15 tot 75 jaar;Twiske West;1960;1450;74.0;79.0;54.0;26.0;21.0;18.0;3.0
1550;Totaal mannen en vrouwen;15 tot 75 jaar;Noorder IJplas;120;70;;;;;;;
1551;Totaal mannen en vrouwen;15 tot 75 jaar;Molenwijk;2150;1230;57.0;83.0;44.0;39.0;17.0;14.0;3.0
1552;Totaal mannen en vrouwen;15 tot 75 jaar;Circus/Kermisbuurt;1090;780;71.0;85.0;57.0;29.0;15.0;12.0;3.0
1553;Totaal mannen en vrouwen;15 tot 75 jaar;Kadoelen;2570;1840;71.0;76.0;52.0;24.0;24.0;20.0;4.0
1554;Totaal mannen en vrouwen;15 tot 75 jaar;Kadoelen;1730;1280;74.0;72.0;50.0;22.0;28.0;24.0;4.0
1555;Totaal mannen en vrouwen;15 tot 75 jaar;Twiske Oost;840;550;66.0;85.0;58.0;28.0;15.0;12.0;3.0
1556;Totaal mannen en vrouwen;15 tot 75 jaar;Waterlandpleinbuurt;10070;6720;67.0;81.0;45.0;37.0;19.0;16.0;3.0
1557;Totaal mannen en vrouwen;15 tot 75 jaar;Baanakkerspark Noord;480;360;75.0;87.0;46.0;41.0;13.0;10.0;3.0
1558;Totaal mannen en vrouwen;15 tot 75 jaar;Baanakkerspark Zuid;330;230;71.0;76.0;48.0;27.0;24.0;21.0;3.0
1559;Totaal mannen en vrouwen;15 tot 75 jaar;Werengouw Midden;3780;2490;66.0;83.0;46.0;37.0;17.0;15.0;2.0
1560;Totaal mannen en vrouwen;15 tot 75 jaar;Markengouw Midden;2860;1930;67.0;81.0;45.0;36.0;19.0;15.0;4.0
1561;Totaal mannen en vrouwen;15 tot 75 jaar;Markengouw Zuid;1490;1020;68.0;79.0;43.0;37.0;21.0;17.0;4.0
1562;Totaal mannen en vrouwen;15 tot 75 jaar;Werengouw Zuid;1120;690;62.0;76.0;40.0;35.0;24.0;20.0;4.0
1563;Totaal mannen en vrouwen;15 tot 75 jaar;Buikslotermeer;8680;5560;64.0;82.0;42.0;40.0;18.0;16.0;2.0
1564;Totaal mannen en vrouwen;15 tot 75 jaar;Rode Kruisbuurt;140;100;;;;;;;
1565;Totaal mannen en vrouwen;15 tot 75 jaar;Loenermark;1490;1050;70.0;85.0;46.0;40.0;15.0;14.0;1.0
1566;Totaal mannen en vrouwen;15 tot 75 jaar;Buikslotermeerplein;880;540;61.0;82.0;45.0;37.0;18.0;16.0;2.0
1567;Totaal mannen en vrouwen;15 tot 75 jaar;Plan van Gool;2380;1560;66.0;80.0;40.0;39.0;20.0;18.0;2.0
1568;Totaal mannen en vrouwen;15 tot 75 jaar;De Kleine Wereld;1920;1050;55.0;83.0;41.0;42.0;17.0;14.0;3.0
1569;Totaal mannen en vrouwen;15 tot 75 jaar;Buikslotermeer Noord;1880;1270;68.0;81.0;39.0;42.0;19.0;17.0;2.0
1570;Totaal mannen en vrouwen;15 tot 75 jaar;Banne Buiksloot;10710;6840;64.0;82.0;46.0;36.0;18.0;16.0;2.0
1571;Totaal mannen en vrouwen;15 tot 75 jaar;Banne Zuidwest;2590;1600;62.0;83.0;42.0;41.0;17.0;14.0;3.0
1572;Totaal mannen en vrouwen;15 tot 75 jaar;Banne Zuidoost;3020;2070;69.0;81.0;51.0;30.0;19.0;16.0;3.0
1573;Totaal mannen en vrouwen;15 tot 75 jaar;Banne Noordwest;1990;1210;61.0;82.0;41.0;41.0;18.0;15.0;3.0
1574;Totaal mannen en vrouwen;15 tot 75 jaar;Banne Noordoost;2620;1600;61.0;82.0;45.0;37.0;18.0;16.0;2.0
1575;Totaal mannen en vrouwen;15 tot 75 jaar;Buiksloterbreek;240;180;75.0;68.0;52.0;16.0;32.0;28.0;4.0
1576;Totaal mannen en vrouwen;15 tot 75 jaar;Marjoleinterrein;260;190;73.0;80.0;50.0;30.0;20.0;18.0;2.0
1577;Totaal mannen en vrouwen;15 tot 75 jaar;Noordelijke IJ-oevers West;7410;5840;79.0;80.0;46.0;34.0;20.0;18.0;2.0
1578;Totaal mannen en vrouwen;15 tot 75 jaar;Papaverweg e.o.;1130;950;84.0;66.0;44.0;22.0;34.0;31.0;3.0
1579;Totaal mannen en vrouwen;15 tot 75 jaar;Cornelis Douwesterrein;0;0;;;;;;;
1580;Totaal mannen en vrouwen;15 tot 75 jaar;NDSM terrein;2800;2290;82.0;86.0;42.0;44.0;14.0;13.0;1.0
1581;Totaal mannen en vrouwen;15 tot 75 jaar;Buiksloterham;930;710;76.0;78.0;48.0;30.0;22.0;20.0;2.0
1582;Totaal mannen en vrouwen;15 tot 75 jaar;Overhoeks;2550;1890;74.0;81.0;52.0;29.0;19.0;17.0;2.0
1583;Totaal mannen en vrouwen;15 tot 75 jaar;Noordelijke IJ-oevers Oost;330;220;65.0;78.0;26.0;52.0;22.0;21.0;1.0
1584;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Hamerstraat;310;200;66.0;81.0;26.0;55.0;19.0;18.0;1.0
1585;Totaal mannen en vrouwen;15 tot 75 jaar;Zamenhofstraat e.o.;10;10;;;;;;;
1586;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Nieuwendammerdijk;20;10;;;;;;;
1587;Totaal mannen en vrouwen;15 tot 75 jaar;Waterland;1730;1300;75.0;60.0;41.0;19.0;40.0;34.0;6.0
1588;Totaal mannen en vrouwen;15 tot 75 jaar;Schellingwoude West;50;40;;;;;;;
1589;Totaal mannen en vrouwen;15 tot 75 jaar;Schellingwoude Oost;440;350;80.0;64.0;46.0;17.0;36.0;30.0;6.0
1590;Totaal mannen en vrouwen;15 tot 75 jaar;Schellingwoude Noord;10;0;;;;;;;
1591;Totaal mannen en vrouwen;15 tot 75 jaar;Durgerdam;380;290;78.0;63.0;42.0;22.0;37.0;30.0;7.0
1592;Totaal mannen en vrouwen;15 tot 75 jaar;Zwarte Gouw;10;10;;;;;;;
1593;Totaal mannen en vrouwen;15 tot 75 jaar;Ransdorp;230;170;74.0;64.0;42.0;22.0;36.0;31.0;5.0
1594;Totaal mannen en vrouwen;15 tot 75 jaar;Holysloot;210;150;73.0;46.0;31.0;15.0;54.0;45.0;9.0
1595;Totaal mannen en vrouwen;15 tot 75 jaar;Zunderdorp;340;250;73.0;58.0;42.0;16.0;42.0;34.0;8.0
1596;Totaal mannen en vrouwen;15 tot 75 jaar;Noorderstrook West;70;40;;;;;;;
1597;Totaal mannen en vrouwen;15 tot 75 jaar;Noorderstrook Oost;0;0;;;;;;;
1598;Totaal mannen en vrouwen;15 tot 75 jaar;Elzenhagen;3740;2820;75.0;82.0;42.0;40.0;18.0;15.0;3.0
1599;Totaal mannen en vrouwen;15 tot 75 jaar;Nintemanterrein;80;60;;;;;;;
1600;Totaal mannen en vrouwen;15 tot 75 jaar;Elzenhagen Zuid;1080;760;70.0;89.0;30.0;59.0;11.0;10.0;1.0
1601;Totaal mannen en vrouwen;15 tot 75 jaar;Elzenhagen Noord;2580;2000;78.0;80.0;46.0;34.0;20.0;17.0;3.0
1602;Totaal mannen en vrouwen;15 tot 75 jaar;Chassébuurt;5060;3590;71.0;79.0;46.0;33.0;21.0;19.0;2.0
1603;Totaal mannen en vrouwen;15 tot 75 jaar;Kortenaerkwartier;1870;1350;72.0;79.0;45.0;33.0;21.0;19.0;2.0
1604;Totaal mannen en vrouwen;15 tot 75 jaar;Filips van Almondekwartier;940;700;75.0;80.0;47.0;33.0;20.0;17.0;3.0
1605;Totaal mannen en vrouwen;15 tot 75 jaar;De Wester Quartier;1450;1020;70.0;78.0;46.0;32.0;22.0;20.0;2.0
1606;Totaal mannen en vrouwen;15 tot 75 jaar;Van Brakelkwartier;800;520;65.0;78.0;45.0;32.0;22.0;21.0;1.0
1607;Totaal mannen en vrouwen;15 tot 75 jaar;Slotermeer-Noordoost;6990;4340;62.0;80.0;44.0;36.0;20.0;17.0;3.0
1608;Totaal mannen en vrouwen;15 tot 75 jaar;Buurt 3;4770;2980;62.0;78.0;43.0;35.0;22.0;19.0;3.0
1609;Totaal mannen en vrouwen;15 tot 75 jaar;Buurt 2;2220;1360;61.0;83.0;46.0;38.0;17.0;15.0;2.0
1610;Totaal mannen en vrouwen;15 tot 75 jaar;Slotermeer-Zuidwest;13420;8260;62.0;79.0;42.0;38.0;21.0;18.0;3.0
1611;Totaal mannen en vrouwen;15 tot 75 jaar;Slotermeer Zuid;2630;1540;59.0;80.0;40.0;40.0;20.0;19.0;1.0
1612;Totaal mannen en vrouwen;15 tot 75 jaar;Noordoever Sloterplas;2620;1850;71.0;83.0;48.0;34.0;17.0;16.0;1.0
1613;Totaal mannen en vrouwen;15 tot 75 jaar;Buurt 4 Oost;2640;1660;63.0;78.0;40.0;38.0;22.0;19.0;3.0
1614;Totaal mannen en vrouwen;15 tot 75 jaar;Buurt 5 Noord;2590;1430;55.0;80.0;40.0;39.0;20.0;18.0;2.0
1615;Totaal mannen en vrouwen;15 tot 75 jaar;Sloterpark;70;60;;;;;;;
1616;Totaal mannen en vrouwen;15 tot 75 jaar;Buurt 5 Zuid;2880;1720;60.0;76.0;39.0;38.0;24.0;20.0;4.0
