ID;Zuiveringstype;Kenmerken;Perioden;AantalRioolwaterzuiveringsinstallaties_1;CapaciteitInVervuilingseenheden_2;CapaciteitInInwonerequivalenten_3;CapaciteitInInwonerequivalentenEU_4
2326;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2010;0.0;0.0;0.0;0.0
2327;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2011;0.0;0.0;0.0;0.0
2328;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2012;0.0;0.0;0.0;0.0
2329;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2013;0.0;0.0;0.0;0.0
2330;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2014;0.0;0.0;0.0;0.0
2331;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2015;0.0;0.0;0.0;0.0
2332;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2016;0.0;0.0;0.0;0.0
2333;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2017;0.0;0.0;0.0;0.0
2334;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2018;0.0;0.0;0.0;0.0
2335;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2019;0.0;0.0;0.0;0.0
2336;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2020;0.0;0.0;0.0;0.0
2337;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2021;0.0;0.0;0.0;0.0
2338;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2022;0.0;0.0;0.0;0.0
2339;Mechanische installaties;Stabilisatie in enkeltrapsgisting, warm;2023;0.0;0.0;0.0;0.0
2340;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;1981;0.0;;0.0;0.0
2341;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;1985;0.0;;0.0;0.0
2342;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;1990;0.0;;0.0;0.0
2343;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;1991;0.0;;0.0;0.0
2344;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;1992;0.0;;0.0;0.0
2345;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;1993;0.0;;0.0;0.0
2346;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;1994;0.0;;0.0;0.0
2347;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;1995;0.0;;0.0;0.0
2348;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;1996;0.0;;0.0;0.0
2349;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;1997;0.0;;0.0;0.0
2350;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;1998;0.0;;0.0;0.0
2351;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;1999;0.0;;0.0;0.0
2352;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2000;0.0;;0.0;0.0
2353;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2001;0.0;;0.0;0.0
2354;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2002;0.0;;0.0;0.0
2355;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2003;0.0;;0.0;0.0
2356;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2004;0.0;;0.0;0.0
2357;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2005;0.0;;0.0;0.0
2358;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2006;0.0;;0.0;0.0
2359;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2007;0.0;;0.0;0.0
2360;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2008;0.0;;0.0;0.0
2361;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2009;0.0;;0.0;0.0
2362;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2010;0.0;0.0;0.0;0.0
2363;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2011;0.0;0.0;0.0;0.0
2364;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2012;0.0;0.0;0.0;0.0
2365;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2013;0.0;0.0;0.0;0.0
2366;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2014;0.0;0.0;0.0;0.0
2367;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2015;0.0;0.0;0.0;0.0
2368;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2016;0.0;0.0;0.0;0.0
2369;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2017;0.0;0.0;0.0;0.0
2370;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2018;0.0;0.0;0.0;0.0
2371;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2019;0.0;0.0;0.0;0.0
2372;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2020;0.0;0.0;0.0;0.0
2373;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2021;0.0;0.0;0.0;0.0
2374;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2022;0.0;0.0;0.0;0.0
2375;Mechanische installaties;Stabilisatie in tweetrapsgisting, koud;2023;0.0;0.0;0.0;0.0
2376;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;1981;3.0;;134.0;121.0
2377;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;1985;3.0;;134.0;121.0
2378;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;1990;1.0;;40.0;36.0
2379;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;1991;1.0;;40.0;36.0
2380;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;1992;1.0;;40.0;36.0
2381;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;1993;1.0;;40.0;36.0
2382;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;1994;1.0;;40.0;36.0
2383;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;1995;0.0;;0.0;0.0
2384;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;1996;0.0;;0.0;0.0
2385;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;1997;0.0;;0.0;0.0
2386;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;1998;0.0;;0.0;0.0
2387;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;1999;0.0;;0.0;0.0
2388;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2000;0.0;;0.0;0.0
2389;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2001;0.0;;0.0;0.0
2390;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2002;0.0;;0.0;0.0
2391;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2003;0.0;;0.0;0.0
2392;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2004;0.0;;0.0;0.0
2393;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2005;0.0;;0.0;0.0
2394;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2006;0.0;;0.0;0.0
2395;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2007;0.0;;0.0;0.0
2396;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2008;0.0;;0.0;0.0
2397;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2009;0.0;;0.0;0.0
2398;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2010;0.0;0.0;0.0;0.0
2399;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2011;0.0;0.0;0.0;0.0
2400;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2012;0.0;0.0;0.0;0.0
2401;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2013;0.0;0.0;0.0;0.0
2402;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2014;0.0;0.0;0.0;0.0
2403;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2015;0.0;0.0;0.0;0.0
2404;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2016;0.0;0.0;0.0;0.0
2405;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2017;0.0;0.0;0.0;0.0
2406;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2018;0.0;0.0;0.0;0.0
2407;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2019;0.0;0.0;0.0;0.0
2408;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2020;0.0;0.0;0.0;0.0
2409;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2021;0.0;0.0;0.0;0.0
2410;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2022;0.0;0.0;0.0;0.0
2411;Mechanische installaties;Stabilisatie in meertrapsgisting, warm;2023;0.0;0.0;0.0;0.0
2412;Mechanische installaties;Simultaan aërobe slibstabilisatie;1981;0.0;;0.0;0.0
2413;Mechanische installaties;Simultaan aërobe slibstabilisatie;1985;0.0;;0.0;0.0
2414;Mechanische installaties;Simultaan aërobe slibstabilisatie;1990;0.0;;0.0;0.0
2415;Mechanische installaties;Simultaan aërobe slibstabilisatie;1991;0.0;;0.0;0.0
2416;Mechanische installaties;Simultaan aërobe slibstabilisatie;1992;0.0;;0.0;0.0
2417;Mechanische installaties;Simultaan aërobe slibstabilisatie;1993;0.0;;0.0;0.0
2418;Mechanische installaties;Simultaan aërobe slibstabilisatie;1994;0.0;;0.0;0.0
2419;Mechanische installaties;Simultaan aërobe slibstabilisatie;1995;0.0;;0.0;0.0
2420;Mechanische installaties;Simultaan aërobe slibstabilisatie;1996;0.0;;0.0;0.0
2421;Mechanische installaties;Simultaan aërobe slibstabilisatie;1997;0.0;;0.0;0.0
2422;Mechanische installaties;Simultaan aërobe slibstabilisatie;1998;0.0;;0.0;0.0
2423;Mechanische installaties;Simultaan aërobe slibstabilisatie;1999;0.0;;0.0;0.0
2424;Mechanische installaties;Simultaan aërobe slibstabilisatie;2000;0.0;;0.0;0.0
2425;Mechanische installaties;Simultaan aërobe slibstabilisatie;2001;0.0;;0.0;0.0
2426;Mechanische installaties;Simultaan aërobe slibstabilisatie;2002;0.0;;0.0;0.0
2427;Mechanische installaties;Simultaan aërobe slibstabilisatie;2003;0.0;;0.0;0.0
2428;Mechanische installaties;Simultaan aërobe slibstabilisatie;2004;0.0;;0.0;0.0
2429;Mechanische installaties;Simultaan aërobe slibstabilisatie;2005;0.0;;0.0;0.0
2430;Mechanische installaties;Simultaan aërobe slibstabilisatie;2006;0.0;;0.0;0.0
2431;Mechanische installaties;Simultaan aërobe slibstabilisatie;2007;0.0;;0.0;0.0
2432;Mechanische installaties;Simultaan aërobe slibstabilisatie;2008;0.0;;0.0;0.0
2433;Mechanische installaties;Simultaan aërobe slibstabilisatie;2009;0.0;;0.0;0.0
2434;Mechanische installaties;Simultaan aërobe slibstabilisatie;2010;0.0;0.0;0.0;0.0
2435;Mechanische installaties;Simultaan aërobe slibstabilisatie;2011;0.0;0.0;0.0;0.0
2436;Mechanische installaties;Simultaan aërobe slibstabilisatie;2012;0.0;0.0;0.0;0.0
2437;Mechanische installaties;Simultaan aërobe slibstabilisatie;2013;0.0;0.0;0.0;0.0
2438;Mechanische installaties;Simultaan aërobe slibstabilisatie;2014;0.0;0.0;0.0;0.0
2439;Mechanische installaties;Simultaan aërobe slibstabilisatie;2015;0.0;0.0;0.0;0.0
2440;Mechanische installaties;Simultaan aërobe slibstabilisatie;2016;0.0;0.0;0.0;0.0
2441;Mechanische installaties;Simultaan aërobe slibstabilisatie;2017;0.0;0.0;0.0;0.0
2442;Mechanische installaties;Simultaan aërobe slibstabilisatie;2018;0.0;0.0;0.0;0.0
2443;Mechanische installaties;Simultaan aërobe slibstabilisatie;2019;0.0;0.0;0.0;0.0
2444;Mechanische installaties;Simultaan aërobe slibstabilisatie;2020;0.0;0.0;0.0;0.0
2445;Mechanische installaties;Simultaan aërobe slibstabilisatie;2021;0.0;0.0;0.0;0.0
2446;Mechanische installaties;Simultaan aërobe slibstabilisatie;2022;0.0;0.0;0.0;0.0
2447;Mechanische installaties;Simultaan aërobe slibstabilisatie;2023;0.0;0.0;0.0;0.0
2448;Mechanische installaties;Separaat aërobe slibstabilisatie;1981;0.0;;0.0;0.0
2449;Mechanische installaties;Separaat aërobe slibstabilisatie;1985;0.0;;0.0;0.0
2450;Mechanische installaties;Separaat aërobe slibstabilisatie;1990;0.0;;0.0;0.0
2451;Mechanische installaties;Separaat aërobe slibstabilisatie;1991;0.0;;0.0;0.0
2452;Mechanische installaties;Separaat aërobe slibstabilisatie;1992;0.0;;0.0;0.0
2453;Mechanische installaties;Separaat aërobe slibstabilisatie;1993;0.0;;0.0;0.0
2454;Mechanische installaties;Separaat aërobe slibstabilisatie;1994;0.0;;0.0;0.0
2455;Mechanische installaties;Separaat aërobe slibstabilisatie;1995;0.0;;0.0;0.0
2456;Mechanische installaties;Separaat aërobe slibstabilisatie;1996;0.0;;0.0;0.0
2457;Mechanische installaties;Separaat aërobe slibstabilisatie;1997;0.0;;0.0;0.0
2458;Mechanische installaties;Separaat aërobe slibstabilisatie;1998;0.0;;0.0;0.0
2459;Mechanische installaties;Separaat aërobe slibstabilisatie;1999;0.0;;0.0;0.0
2460;Mechanische installaties;Separaat aërobe slibstabilisatie;2000;0.0;;0.0;0.0
2461;Mechanische installaties;Separaat aërobe slibstabilisatie;2001;0.0;;0.0;0.0
2462;Mechanische installaties;Separaat aërobe slibstabilisatie;2002;0.0;;0.0;0.0
2463;Mechanische installaties;Separaat aërobe slibstabilisatie;2003;0.0;;0.0;0.0
2464;Mechanische installaties;Separaat aërobe slibstabilisatie;2004;0.0;;0.0;0.0
2465;Mechanische installaties;Separaat aërobe slibstabilisatie;2005;0.0;;0.0;0.0
2466;Mechanische installaties;Separaat aërobe slibstabilisatie;2006;0.0;;0.0;0.0
2467;Mechanische installaties;Separaat aërobe slibstabilisatie;2007;0.0;;0.0;0.0
2468;Mechanische installaties;Separaat aërobe slibstabilisatie;2008;0.0;;0.0;0.0
2469;Mechanische installaties;Separaat aërobe slibstabilisatie;2009;0.0;;0.0;0.0
2470;Mechanische installaties;Separaat aërobe slibstabilisatie;2010;0.0;0.0;0.0;0.0
2471;Mechanische installaties;Separaat aërobe slibstabilisatie;2011;0.0;0.0;0.0;0.0
2472;Mechanische installaties;Separaat aërobe slibstabilisatie;2012;0.0;0.0;0.0;0.0
2473;Mechanische installaties;Separaat aërobe slibstabilisatie;2013;0.0;0.0;0.0;0.0
2474;Mechanische installaties;Separaat aërobe slibstabilisatie;2014;0.0;0.0;0.0;0.0
2475;Mechanische installaties;Separaat aërobe slibstabilisatie;2015;0.0;0.0;0.0;0.0
2476;Mechanische installaties;Separaat aërobe slibstabilisatie;2016;0.0;0.0;0.0;0.0
2477;Mechanische installaties;Separaat aërobe slibstabilisatie;2017;0.0;0.0;0.0;0.0
2478;Mechanische installaties;Separaat aërobe slibstabilisatie;2018;0.0;0.0;0.0;0.0
2479;Mechanische installaties;Separaat aërobe slibstabilisatie;2019;0.0;0.0;0.0;0.0
2480;Mechanische installaties;Separaat aërobe slibstabilisatie;2020;0.0;0.0;0.0;0.0
2481;Mechanische installaties;Separaat aërobe slibstabilisatie;2021;0.0;0.0;0.0;0.0
2482;Mechanische installaties;Separaat aërobe slibstabilisatie;2022;0.0;0.0;0.0;0.0
2483;Mechanische installaties;Separaat aërobe slibstabilisatie;2023;0.0;0.0;0.0;0.0
2484;Mechanische installaties;Thermische slibstabilisatie;1981;0.0;;0.0;0.0
2485;Mechanische installaties;Thermische slibstabilisatie;1985;0.0;;0.0;0.0
2486;Mechanische installaties;Thermische slibstabilisatie;1990;0.0;;0.0;0.0
2487;Mechanische installaties;Thermische slibstabilisatie;1991;0.0;;0.0;0.0
2488;Mechanische installaties;Thermische slibstabilisatie;1992;0.0;;0.0;0.0
2489;Mechanische installaties;Thermische slibstabilisatie;1993;0.0;;0.0;0.0
2490;Mechanische installaties;Thermische slibstabilisatie;1994;0.0;;0.0;0.0
2491;Mechanische installaties;Thermische slibstabilisatie;1995;0.0;;0.0;0.0
2492;Mechanische installaties;Thermische slibstabilisatie;1996;0.0;;0.0;0.0
2493;Mechanische installaties;Thermische slibstabilisatie;1997;0.0;;0.0;0.0
2494;Mechanische installaties;Thermische slibstabilisatie;1998;0.0;;0.0;0.0
2495;Mechanische installaties;Thermische slibstabilisatie;1999;0.0;;0.0;0.0
2496;Mechanische installaties;Thermische slibstabilisatie;2000;0.0;;0.0;0.0
2497;Mechanische installaties;Thermische slibstabilisatie;2001;0.0;;0.0;0.0
2498;Mechanische installaties;Thermische slibstabilisatie;2002;0.0;;0.0;0.0
2499;Mechanische installaties;Thermische slibstabilisatie;2003;0.0;;0.0;0.0
2500;Mechanische installaties;Thermische slibstabilisatie;2004;0.0;;0.0;0.0
2501;Mechanische installaties;Thermische slibstabilisatie;2005;0.0;;0.0;0.0
2502;Mechanische installaties;Thermische slibstabilisatie;2006;0.0;;0.0;0.0
2503;Mechanische installaties;Thermische slibstabilisatie;2007;0.0;;0.0;0.0
2504;Mechanische installaties;Thermische slibstabilisatie;2008;0.0;;0.0;0.0
2505;Mechanische installaties;Thermische slibstabilisatie;2009;0.0;;0.0;0.0
2506;Mechanische installaties;Thermische slibstabilisatie;2010;0.0;0.0;0.0;0.0
2507;Mechanische installaties;Thermische slibstabilisatie;2011;0.0;0.0;0.0;0.0
2508;Mechanische installaties;Thermische slibstabilisatie;2012;0.0;0.0;0.0;0.0
2509;Mechanische installaties;Thermische slibstabilisatie;2013;0.0;0.0;0.0;0.0
2510;Mechanische installaties;Thermische slibstabilisatie;2014;0.0;0.0;0.0;0.0
2511;Mechanische installaties;Thermische slibstabilisatie;2015;0.0;0.0;0.0;0.0
2512;Mechanische installaties;Thermische slibstabilisatie;2016;0.0;0.0;0.0;0.0
2513;Mechanische installaties;Thermische slibstabilisatie;2017;0.0;0.0;0.0;0.0
2514;Mechanische installaties;Thermische slibstabilisatie;2018;0.0;0.0;0.0;0.0
2515;Mechanische installaties;Thermische slibstabilisatie;2019;0.0;0.0;0.0;0.0
2516;Mechanische installaties;Thermische slibstabilisatie;2020;0.0;0.0;0.0;0.0
2517;Mechanische installaties;Thermische slibstabilisatie;2021;0.0;0.0;0.0;0.0
2518;Mechanische installaties;Thermische slibstabilisatie;2022;0.0;0.0;0.0;0.0
2519;Mechanische installaties;Thermische slibstabilisatie;2023;0.0;0.0;0.0;0.0
2520;Mechanische installaties;Slibontwatering in droogbedden;1981;43.0;;437.0;393.0
2521;Mechanische installaties;Slibontwatering in droogbedden;1985;29.0;;355.0;319.0
2522;Mechanische installaties;Slibontwatering in droogbedden;1990;14.0;;146.0;132.0
2523;Mechanische installaties;Slibontwatering in droogbedden;1991;11.0;;134.0;120.0
2524;Mechanische installaties;Slibontwatering in droogbedden;1992;9.0;;119.0;107.0
2525;Mechanische installaties;Slibontwatering in droogbedden;1993;6.0;;77.0;70.0
2526;Mechanische installaties;Slibontwatering in droogbedden;1994;4.0;;67.0;61.0
2527;Mechanische installaties;Slibontwatering in droogbedden;1995;1.0;;1.0;1.0
2528;Mechanische installaties;Slibontwatering in droogbedden;1996;1.0;;1.0;1.0
2529;Mechanische installaties;Slibontwatering in droogbedden;1997;1.0;;1.0;1.0
2530;Mechanische installaties;Slibontwatering in droogbedden;1998;0.0;;0.0;0.0
2531;Mechanische installaties;Slibontwatering in droogbedden;1999;0.0;;0.0;0.0
2532;Mechanische installaties;Slibontwatering in droogbedden;2000;0.0;;0.0;0.0
2533;Mechanische installaties;Slibontwatering in droogbedden;2001;0.0;;0.0;0.0
2534;Mechanische installaties;Slibontwatering in droogbedden;2002;0.0;;0.0;0.0
2535;Mechanische installaties;Slibontwatering in droogbedden;2003;0.0;;0.0;0.0
2536;Mechanische installaties;Slibontwatering in droogbedden;2004;0.0;;0.0;0.0
2537;Mechanische installaties;Slibontwatering in droogbedden;2005;0.0;;0.0;0.0
2538;Mechanische installaties;Slibontwatering in droogbedden;2006;0.0;;0.0;0.0
2539;Mechanische installaties;Slibontwatering in droogbedden;2007;0.0;;0.0;0.0
2540;Mechanische installaties;Slibontwatering in droogbedden;2008;0.0;;0.0;0.0
2541;Mechanische installaties;Slibontwatering in droogbedden;2009;0.0;;0.0;0.0
2542;Mechanische installaties;Slibontwatering in droogbedden;2010;0.0;0.0;0.0;0.0
2543;Mechanische installaties;Slibontwatering in droogbedden;2011;0.0;0.0;0.0;0.0
2544;Mechanische installaties;Slibontwatering in droogbedden;2012;0.0;0.0;0.0;0.0
2545;Mechanische installaties;Slibontwatering in droogbedden;2013;0.0;0.0;0.0;0.0
2546;Mechanische installaties;Slibontwatering in droogbedden;2014;0.0;0.0;0.0;0.0
2547;Mechanische installaties;Slibontwatering in droogbedden;2015;0.0;0.0;0.0;0.0
2548;Mechanische installaties;Slibontwatering in droogbedden;2016;0.0;0.0;0.0;0.0
2549;Mechanische installaties;Slibontwatering in droogbedden;2017;0.0;0.0;0.0;0.0
2550;Mechanische installaties;Slibontwatering in droogbedden;2018;0.0;0.0;0.0;0.0
2551;Mechanische installaties;Slibontwatering in droogbedden;2019;0.0;0.0;0.0;0.0
2552;Mechanische installaties;Slibontwatering in droogbedden;2020;0.0;0.0;0.0;0.0
2553;Mechanische installaties;Slibontwatering in droogbedden;2021;0.0;0.0;0.0;0.0
2554;Mechanische installaties;Slibontwatering in droogbedden;2022;0.0;0.0;0.0;0.0
2555;Mechanische installaties;Slibontwatering in droogbedden;2023;0.0;0.0;0.0;0.0
2556;Mechanische installaties;Slibontwatering in lagunes;1981;1.0;;39.0;35.0
2557;Mechanische installaties;Slibontwatering in lagunes;1985;0.0;;0.0;0.0
2558;Mechanische installaties;Slibontwatering in lagunes;1990;0.0;;0.0;0.0
2559;Mechanische installaties;Slibontwatering in lagunes;1991;0.0;;0.0;0.0
2560;Mechanische installaties;Slibontwatering in lagunes;1992;0.0;;0.0;0.0
2561;Mechanische installaties;Slibontwatering in lagunes;1993;0.0;;0.0;0.0
2562;Mechanische installaties;Slibontwatering in lagunes;1994;0.0;;0.0;0.0
2563;Mechanische installaties;Slibontwatering in lagunes;1995;0.0;;0.0;0.0
2564;Mechanische installaties;Slibontwatering in lagunes;1996;0.0;;0.0;0.0
2565;Mechanische installaties;Slibontwatering in lagunes;1997;0.0;;0.0;0.0
2566;Mechanische installaties;Slibontwatering in lagunes;1998;0.0;;0.0;0.0
2567;Mechanische installaties;Slibontwatering in lagunes;1999;0.0;;0.0;0.0
2568;Mechanische installaties;Slibontwatering in lagunes;2000;0.0;;0.0;0.0
2569;Mechanische installaties;Slibontwatering in lagunes;2001;0.0;;0.0;0.0
2570;Mechanische installaties;Slibontwatering in lagunes;2002;0.0;;0.0;0.0
2571;Mechanische installaties;Slibontwatering in lagunes;2003;0.0;;0.0;0.0
2572;Mechanische installaties;Slibontwatering in lagunes;2004;0.0;;0.0;0.0
2573;Mechanische installaties;Slibontwatering in lagunes;2005;0.0;;0.0;0.0
2574;Mechanische installaties;Slibontwatering in lagunes;2006;0.0;;0.0;0.0
2575;Mechanische installaties;Slibontwatering in lagunes;2007;0.0;;0.0;0.0
2576;Mechanische installaties;Slibontwatering in lagunes;2008;0.0;;0.0;0.0
2577;Mechanische installaties;Slibontwatering in lagunes;2009;0.0;;0.0;0.0
2578;Mechanische installaties;Slibontwatering in lagunes;2010;0.0;0.0;0.0;0.0
2579;Mechanische installaties;Slibontwatering in lagunes;2011;0.0;0.0;0.0;0.0
2580;Mechanische installaties;Slibontwatering in lagunes;2012;0.0;0.0;0.0;0.0
2581;Mechanische installaties;Slibontwatering in lagunes;2013;0.0;0.0;0.0;0.0
2582;Mechanische installaties;Slibontwatering in lagunes;2014;0.0;0.0;0.0;0.0
2583;Mechanische installaties;Slibontwatering in lagunes;2015;0.0;0.0;0.0;0.0
2584;Mechanische installaties;Slibontwatering in lagunes;2016;0.0;0.0;0.0;0.0
2585;Mechanische installaties;Slibontwatering in lagunes;2017;0.0;0.0;0.0;0.0
2586;Mechanische installaties;Slibontwatering in lagunes;2018;0.0;0.0;0.0;0.0
2587;Mechanische installaties;Slibontwatering in lagunes;2019;0.0;0.0;0.0;0.0
2588;Mechanische installaties;Slibontwatering in lagunes;2020;0.0;0.0;0.0;0.0
2589;Mechanische installaties;Slibontwatering in lagunes;2021;0.0;0.0;0.0;0.0
2590;Mechanische installaties;Slibontwatering in lagunes;2022;0.0;0.0;0.0;0.0
2591;Mechanische installaties;Slibontwatering in lagunes;2023;0.0;0.0;0.0;0.0
2592;Mechanische installaties;Geen ontwatering: natte afvoer;1981;1.0;;6.0;5.0
2593;Mechanische installaties;Geen ontwatering: natte afvoer;1985;0.0;;0.0;0.0
2594;Mechanische installaties;Geen ontwatering: natte afvoer;1990;0.0;;0.0;0.0
2595;Mechanische installaties;Geen ontwatering: natte afvoer;1991;0.0;;0.0;0.0
2596;Mechanische installaties;Geen ontwatering: natte afvoer;1992;0.0;;0.0;0.0
2597;Mechanische installaties;Geen ontwatering: natte afvoer;1993;0.0;;0.0;0.0
2598;Mechanische installaties;Geen ontwatering: natte afvoer;1994;0.0;;0.0;0.0
2599;Mechanische installaties;Geen ontwatering: natte afvoer;1995;1.0;;15.0;14.0
2600;Mechanische installaties;Geen ontwatering: natte afvoer;1996;0.0;;0.0;0.0
2601;Mechanische installaties;Geen ontwatering: natte afvoer;1997;0.0;;0.0;0.0
2602;Mechanische installaties;Geen ontwatering: natte afvoer;1998;0.0;;0.0;0.0
2603;Mechanische installaties;Geen ontwatering: natte afvoer;1999;0.0;;0.0;0.0
2604;Mechanische installaties;Geen ontwatering: natte afvoer;2000;0.0;;0.0;0.0
2605;Mechanische installaties;Geen ontwatering: natte afvoer;2001;0.0;;0.0;0.0
2606;Mechanische installaties;Geen ontwatering: natte afvoer;2002;0.0;;0.0;0.0
2607;Mechanische installaties;Geen ontwatering: natte afvoer;2003;0.0;;0.0;0.0
2608;Mechanische installaties;Geen ontwatering: natte afvoer;2004;0.0;;0.0;0.0
2609;Mechanische installaties;Geen ontwatering: natte afvoer;2005;0.0;;0.0;0.0
2610;Mechanische installaties;Geen ontwatering: natte afvoer;2006;0.0;;0.0;0.0
2611;Mechanische installaties;Geen ontwatering: natte afvoer;2007;0.0;;0.0;0.0
2612;Mechanische installaties;Geen ontwatering: natte afvoer;2008;0.0;;0.0;0.0
2613;Mechanische installaties;Geen ontwatering: natte afvoer;2009;0.0;;0.0;0.0
2614;Mechanische installaties;Geen ontwatering: natte afvoer;2010;0.0;0.0;0.0;0.0
2615;Mechanische installaties;Geen ontwatering: natte afvoer;2011;0.0;0.0;0.0;0.0
2616;Mechanische installaties;Geen ontwatering: natte afvoer;2012;0.0;0.0;0.0;0.0
2617;Mechanische installaties;Geen ontwatering: natte afvoer;2013;0.0;0.0;0.0;0.0
2618;Mechanische installaties;Geen ontwatering: natte afvoer;2014;0.0;0.0;0.0;0.0
2619;Mechanische installaties;Geen ontwatering: natte afvoer;2015;0.0;0.0;0.0;0.0
2620;Mechanische installaties;Geen ontwatering: natte afvoer;2016;0.0;0.0;0.0;0.0
2621;Mechanische installaties;Geen ontwatering: natte afvoer;2017;0.0;0.0;0.0;0.0
2622;Mechanische installaties;Geen ontwatering: natte afvoer;2018;0.0;0.0;0.0;0.0
2623;Mechanische installaties;Geen ontwatering: natte afvoer;2019;0.0;0.0;0.0;0.0
2624;Mechanische installaties;Geen ontwatering: natte afvoer;2020;0.0;0.0;0.0;0.0
2625;Mechanische installaties;Geen ontwatering: natte afvoer;2021;0.0;0.0;0.0;0.0
2626;Mechanische installaties;Geen ontwatering: natte afvoer;2022;0.0;0.0;0.0;0.0
2627;Mechanische installaties;Geen ontwatering: natte afvoer;2023;0.0;0.0;0.0;0.0
