ID;BedrijfstakkenBranchesSBI2008;Bedrijfsgrootte;Perioden;Totaal_1;OpgerichteWerkgevers_2;OpgehevenWerkgevers_3;Uit1JaarEerder_4;Uit2JaarEerder_5;Uit3JaarEerder_6;Uit4JaarEerder_7;Uit5JaarEerder_8;WerkzamePersonen_9;Werknemers_10;WerkzamePersonen_11;Werknemers_12;WerkzamePersonen_13;Werknemers_14;Uit1JaarEerder_15;Uit2JaarEerder_16;Uit3JaarEerder_17;Uit4JaarEerder_18;Uit5JaarEerder_19;Uit1JaarEerder_20;Uit2JaarEerder_21;Uit3JaarEerder_22;Uit4JaarEerder_23;Uit5JaarEerder_24
1106;309600;1 tot 5 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1107;309600;1 tot 5 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1108;309600;1 tot 5 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1109;309600;1 tot 5 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1110;309600;1 tot 5 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1111;309600;1 tot 5 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1112;309600;1 tot 5 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1113;309600;1 tot 5 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1114;309600;1 tot 5 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1115;309600;1 tot 5 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1116;309600;1 tot 5 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1117;309600;1 tot 5 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1118;309600;5 tot 10 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1119;309600;5 tot 10 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1120;309600;5 tot 10 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1121;309600;5 tot 10 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1122;309600;5 tot 10 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1123;309600;5 tot 10 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1124;309600;5 tot 10 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1125;309600;5 tot 10 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1126;309600;5 tot 10 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1127;309600;5 tot 10 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1128;309600;5 tot 10 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1129;309600;5 tot 10 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1130;309600;5 tot 10 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1131;309600;10 of meer werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1132;309600;10 of meer werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1133;309600;10 of meer werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1134;309600;10 of meer werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1135;309600;10 of meer werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1136;309600;10 of meer werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1137;309600;10 of meer werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1138;309600;10 of meer werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1139;309600;10 of meer werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1140;309600;10 of meer werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1141;309600;10 of meer werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1142;309600;10 of meer werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1143;309600;10 of meer werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1144;310000;Totaal;2010;;;;;;;;;;;;;;;;;;;;;;;;
1145;310000;Totaal;2011;;;;;;;;;;;;;;;;;;;;;;;;
1146;310000;Totaal;2012;;;;;;;;;;;;;;;;;;;;;;;;
1147;310000;Totaal;2013;;;;;;;;;;;;;;;;;;;;;;;;
1148;310000;Totaal;2014;;;;;;;;;;;;;;;;;;;;;;;;
1149;310000;Totaal;2015;;;;;;;;;;;;;;;;;;;;;;;;
1150;310000;Totaal;2016;;;;;;;;;;;;;;;;;;;;;;;;
1151;310000;Totaal;2017;;;;;;;;;;;;;;;;;;;;;;;;
1152;310000;Totaal;2018;;;;;;;;;;;;;;;;;;;;;;;;
1153;310000;Totaal;2019;;;;;;;;;;;;;;;;;;;;;;;;
1154;310000;Totaal;2020;;;;;;;;;;;;;;;;;;;;;;;;
1155;310000;Totaal;2021;;;;;;;;;;;;;;;;;;;;;;;;
1156;310000;Totaal;2022;;;;;;;;;;;;;;;;;;;;;;;;
1157;310000;1 tot 5 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1158;310000;1 tot 5 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1159;310000;1 tot 5 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1160;310000;1 tot 5 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1161;310000;1 tot 5 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1162;310000;1 tot 5 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1163;310000;1 tot 5 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1164;310000;1 tot 5 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1165;310000;1 tot 5 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1166;310000;1 tot 5 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1167;310000;1 tot 5 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1168;310000;1 tot 5 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1169;310000;1 tot 5 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1170;310000;5 tot 10 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1171;310000;5 tot 10 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1172;310000;5 tot 10 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1173;310000;5 tot 10 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1174;310000;5 tot 10 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1175;310000;5 tot 10 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1176;310000;5 tot 10 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1177;310000;5 tot 10 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1178;310000;5 tot 10 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1179;310000;5 tot 10 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1180;310000;5 tot 10 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1181;310000;5 tot 10 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1182;310000;5 tot 10 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1183;310000;10 of meer werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1184;310000;10 of meer werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1185;310000;10 of meer werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1186;310000;10 of meer werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1187;310000;10 of meer werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1188;310000;10 of meer werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1189;310000;10 of meer werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1190;310000;10 of meer werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1191;310000;10 of meer werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1192;310000;10 of meer werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1193;310000;10 of meer werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1194;310000;10 of meer werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1195;310000;10 of meer werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1196;311000;Totaal;2010;;;;;;;;;;;;;;;;;;;;;;;;
1197;311000;Totaal;2011;;;;;;;;;;;;;;;;;;;;;;;;
1198;311000;Totaal;2012;;;;;;;;;;;;;;;;;;;;;;;;
1199;311000;Totaal;2013;;;;;;;;;;;;;;;;;;;;;;;;
1200;311000;Totaal;2014;;;;;;;;;;;;;;;;;;;;;;;;
1201;311000;Totaal;2015;;;;;;;;;;;;;;;;;;;;;;;;
1202;311000;Totaal;2016;;;;;;;;;;;;;;;;;;;;;;;;
1203;311000;Totaal;2017;;;;;;;;;;;;;;;;;;;;;;;;
1204;311000;Totaal;2018;;;;;;;;;;;;;;;;;;;;;;;;
1205;311000;Totaal;2019;;;;;;;;;;;;;;;;;;;;;;;;
1206;311000;Totaal;2020;;;;;;;;;;;;;;;;;;;;;;;;
1207;311000;Totaal;2021;;;;;;;;;;;;;;;;;;;;;;;;
1208;311000;Totaal;2022;;;;;;;;;;;;;;;;;;;;;;;;
1209;311000;1 tot 5 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1210;311000;1 tot 5 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1211;311000;1 tot 5 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1212;311000;1 tot 5 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1213;311000;1 tot 5 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1214;311000;1 tot 5 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1215;311000;1 tot 5 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1216;311000;1 tot 5 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1217;311000;1 tot 5 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1218;311000;1 tot 5 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1219;311000;1 tot 5 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1220;311000;1 tot 5 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1221;311000;1 tot 5 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1222;311000;5 tot 10 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1223;311000;5 tot 10 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1224;311000;5 tot 10 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1225;311000;5 tot 10 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1226;311000;5 tot 10 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1227;311000;5 tot 10 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1228;311000;5 tot 10 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1229;311000;5 tot 10 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1230;311000;5 tot 10 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1231;311000;5 tot 10 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1232;311000;5 tot 10 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1233;311000;5 tot 10 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1234;311000;5 tot 10 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1235;311000;10 of meer werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1236;311000;10 of meer werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1237;311000;10 of meer werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1238;311000;10 of meer werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1239;311000;10 of meer werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1240;311000;10 of meer werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1241;311000;10 of meer werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1242;311000;10 of meer werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1243;311000;10 of meer werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1244;311000;10 of meer werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1245;311000;10 of meer werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1246;311000;10 of meer werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1247;311000;10 of meer werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1248;311300;Totaal;2010;;;;;;;;;;;;;;;;;;;;;;;;
1249;311300;Totaal;2011;;;;;;;;;;;;;;;;;;;;;;;;
1250;311300;Totaal;2012;;;;;;;;;;;;;;;;;;;;;;;;
1251;311300;Totaal;2013;;;;;;;;;;;;;;;;;;;;;;;;
1252;311300;Totaal;2014;;;;;;;;;;;;;;;;;;;;;;;;
1253;311300;Totaal;2015;;;;;;;;;;;;;;;;;;;;;;;;
1254;311300;Totaal;2016;;;;;;;;;;;;;;;;;;;;;;;;
1255;311300;Totaal;2017;;;;;;;;;;;;;;;;;;;;;;;;
1256;311300;Totaal;2018;;;;;;;;;;;;;;;;;;;;;;;;
1257;311300;Totaal;2019;;;;;;;;;;;;;;;;;;;;;;;;
1258;311300;Totaal;2020;;;;;;;;;;;;;;;;;;;;;;;;
1259;311300;Totaal;2021;;;;;;;;;;;;;;;;;;;;;;;;
1260;311300;Totaal;2022;;;;;;;;;;;;;;;;;;;;;;;;
1261;311300;1 tot 5 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1262;311300;1 tot 5 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1263;311300;1 tot 5 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1264;311300;1 tot 5 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1265;311300;1 tot 5 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1266;311300;1 tot 5 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1267;311300;1 tot 5 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1268;311300;1 tot 5 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1269;311300;1 tot 5 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1270;311300;1 tot 5 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1271;311300;1 tot 5 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1272;311300;1 tot 5 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1273;311300;1 tot 5 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1274;311300;5 tot 10 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1275;311300;5 tot 10 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1276;311300;5 tot 10 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1277;311300;5 tot 10 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1278;311300;5 tot 10 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1279;311300;5 tot 10 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1280;311300;5 tot 10 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1281;311300;5 tot 10 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1282;311300;5 tot 10 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1283;311300;5 tot 10 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1284;311300;5 tot 10 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1285;311300;5 tot 10 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1286;311300;5 tot 10 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1287;311300;10 of meer werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1288;311300;10 of meer werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1289;311300;10 of meer werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1290;311300;10 of meer werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1291;311300;10 of meer werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1292;311300;10 of meer werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1293;311300;10 of meer werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1294;311300;10 of meer werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1295;311300;10 of meer werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1296;311300;10 of meer werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1297;311300;10 of meer werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1298;311300;10 of meer werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1299;311300;10 of meer werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1300;311400;Totaal;2010;;;;;;;;;;;;;;;;;;;;;;;;
1301;311400;Totaal;2011;;;;;;;;;;;;;;;;;;;;;;;;
1302;311400;Totaal;2012;;;;;;;;;;;;;;;;;;;;;;;;
1303;311400;Totaal;2013;;;;;;;;;;;;;;;;;;;;;;;;
1304;311400;Totaal;2014;;;;;;;;;;;;;;;;;;;;;;;;
1305;311400;Totaal;2015;;;;;;;;;;;;;;;;;;;;;;;;
1306;311400;Totaal;2016;;;;;;;;;;;;;;;;;;;;;;;;
1307;311400;Totaal;2017;;;;;;;;;;;;;;;;;;;;;;;;
1308;311400;Totaal;2018;;;;;;;;;;;;;;;;;;;;;;;;
1309;311400;Totaal;2019;;;;;;;;;;;;;;;;;;;;;;;;
1310;311400;Totaal;2020;;;;;;;;;;;;;;;;;;;;;;;;
1311;311400;Totaal;2021;;;;;;;;;;;;;;;;;;;;;;;;
1312;311400;Totaal;2022;;;;;;;;;;;;;;;;;;;;;;;;
1313;311400;1 tot 5 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1314;311400;1 tot 5 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1315;311400;1 tot 5 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1316;311400;1 tot 5 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1317;311400;1 tot 5 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1318;311400;1 tot 5 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1319;311400;1 tot 5 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1320;311400;1 tot 5 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1321;311400;1 tot 5 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1322;311400;1 tot 5 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1323;311400;1 tot 5 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1324;311400;1 tot 5 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1325;311400;1 tot 5 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1326;311400;5 tot 10 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1327;311400;5 tot 10 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1328;311400;5 tot 10 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1329;311400;5 tot 10 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1330;311400;5 tot 10 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1331;311400;5 tot 10 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1332;311400;5 tot 10 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1333;311400;5 tot 10 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1334;311400;5 tot 10 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1335;311400;5 tot 10 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1336;311400;5 tot 10 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1337;311400;5 tot 10 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1338;311400;5 tot 10 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1339;311400;10 of meer werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1340;311400;10 of meer werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1341;311400;10 of meer werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1342;311400;10 of meer werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1343;311400;10 of meer werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1344;311400;10 of meer werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1345;311400;10 of meer werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1346;311400;10 of meer werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1347;311400;10 of meer werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1348;311400;10 of meer werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1349;311400;10 of meer werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1350;311400;10 of meer werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1351;311400;10 of meer werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1352;312200;Totaal;2010;;;;;;;;;;;;;;;;;;;;;;;;
1353;312200;Totaal;2011;;;;;;;;;;;;;;;;;;;;;;;;
1354;312200;Totaal;2012;;;;;;;;;;;;;;;;;;;;;;;;
1355;312200;Totaal;2013;;;;;;;;;;;;;;;;;;;;;;;;
1356;312200;Totaal;2014;;;;;;;;;;;;;;;;;;;;;;;;
1357;312200;Totaal;2015;;;;;;;;;;;;;;;;;;;;;;;;
1358;312200;Totaal;2016;;;;;;;;;;;;;;;;;;;;;;;;
1359;312200;Totaal;2017;;;;;;;;;;;;;;;;;;;;;;;;
1360;312200;Totaal;2018;;;;;;;;;;;;;;;;;;;;;;;;
1361;312200;Totaal;2019;;;;;;;;;;;;;;;;;;;;;;;;
1362;312200;Totaal;2020;;;;;;;;;;;;;;;;;;;;;;;;
1363;312200;Totaal;2021;;;;;;;;;;;;;;;;;;;;;;;;
1364;312200;Totaal;2022;;;;;;;;;;;;;;;;;;;;;;;;
1365;312200;1 tot 5 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1366;312200;1 tot 5 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1367;312200;1 tot 5 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1368;312200;1 tot 5 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1369;312200;1 tot 5 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1370;312200;1 tot 5 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1371;312200;1 tot 5 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1372;312200;1 tot 5 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1373;312200;1 tot 5 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1374;312200;1 tot 5 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1375;312200;1 tot 5 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1376;312200;1 tot 5 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1377;312200;1 tot 5 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1378;312200;5 tot 10 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1379;312200;5 tot 10 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1380;312200;5 tot 10 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1381;312200;5 tot 10 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1382;312200;5 tot 10 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1383;312200;5 tot 10 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1384;312200;5 tot 10 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1385;312200;5 tot 10 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1386;312200;5 tot 10 werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1387;312200;5 tot 10 werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1388;312200;5 tot 10 werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1389;312200;5 tot 10 werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1390;312200;5 tot 10 werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1391;312200;10 of meer werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1392;312200;10 of meer werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1393;312200;10 of meer werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1394;312200;10 of meer werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1395;312200;10 of meer werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1396;312200;10 of meer werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1397;312200;10 of meer werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1398;312200;10 of meer werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
1399;312200;10 of meer werknemers;2018;;;;;;;;;;;;;;;;;;;;;;;;
1400;312200;10 of meer werknemers;2019;;;;;;;;;;;;;;;;;;;;;;;;
1401;312200;10 of meer werknemers;2020;;;;;;;;;;;;;;;;;;;;;;;;
1402;312200;10 of meer werknemers;2021;;;;;;;;;;;;;;;;;;;;;;;;
1403;312200;10 of meer werknemers;2022;;;;;;;;;;;;;;;;;;;;;;;;
1404;312300;Totaal;2010;;;;;;;;;;;;;;;;;;;;;;;;
1405;312300;Totaal;2011;;;;;;;;;;;;;;;;;;;;;;;;
1406;312300;Totaal;2012;;;;;;;;;;;;;;;;;;;;;;;;
1407;312300;Totaal;2013;;;;;;;;;;;;;;;;;;;;;;;;
1408;312300;Totaal;2014;;;;;;;;;;;;;;;;;;;;;;;;
1409;312300;Totaal;2015;;;;;;;;;;;;;;;;;;;;;;;;
1410;312300;Totaal;2016;;;;;;;;;;;;;;;;;;;;;;;;
1411;312300;Totaal;2017;;;;;;;;;;;;;;;;;;;;;;;;
1412;312300;Totaal;2018;;;;;;;;;;;;;;;;;;;;;;;;
1413;312300;Totaal;2019;;;;;;;;;;;;;;;;;;;;;;;;
1414;312300;Totaal;2020;;;;;;;;;;;;;;;;;;;;;;;;
1415;312300;Totaal;2021;;;;;;;;;;;;;;;;;;;;;;;;
1416;312300;Totaal;2022;;;;;;;;;;;;;;;;;;;;;;;;
1417;312300;1 tot 5 werknemers;2010;;;;;;;;;;;;;;;;;;;;;;;;
1418;312300;1 tot 5 werknemers;2011;;;;;;;;;;;;;;;;;;;;;;;;
1419;312300;1 tot 5 werknemers;2012;;;;;;;;;;;;;;;;;;;;;;;;
1420;312300;1 tot 5 werknemers;2013;;;;;;;;;;;;;;;;;;;;;;;;
1421;312300;1 tot 5 werknemers;2014;;;;;;;;;;;;;;;;;;;;;;;;
1422;312300;1 tot 5 werknemers;2015;;;;;;;;;;;;;;;;;;;;;;;;
1423;312300;1 tot 5 werknemers;2016;;;;;;;;;;;;;;;;;;;;;;;;
1424;312300;1 tot 5 werknemers;2017;;;;;;;;;;;;;;;;;;;;;;;;
