ID;Overheidslaag;SectorenEnFuncties;Perioden;BeloningVanWerknemers_1;IntermediairVerbruik_2;BetaaldeIndirecteBelastingen_3;Afschrijvingen_4;AanRijk_5;AanOverigeOverheden_6;AanBedrijven_7;InkomenDoorOndernemers_8;ExploitatieSubsidies_9;SubsidiesAanBedrijven_10;AanRijk_11;AanOverigeOverheden_12;AanBedrijven_13;NieuwbouwEnOnroerendeGoederen_14;Grondaankoop_15;DuurzameRoerendeGoederen_16;AanRijk_17;AanOverigeOverheden_18;AanBedrijven_19;AanRijk_20;AanOverigeOverheden_21;AanBedrijven_22;KapitaalinbrengAanMarktbedrijven_23;AanRijk_24;AanBedrijven_25
27;6;4;1996*;2269.0;717.0;;;0.0;32.0;0.0;0.0;0.0;486.0;2251.0;10800.0;1552.0;218.0;14.0;82.0;581.0;490.0;9.0;;0.0;290.0;0.0;0.0;-5.0
28;6;5;1993;658.0;318.0;0.0;;0.0;0.0;;;5.0;18.0;118.0;1584.0;14.0;64.0;0.0;23.0;0.0;0.0;18.0;0.0;0.0;9.0;32.0;0.0;0.0
29;6;5;1994;604.0;318.0;;;0.0;0.0;5.0;0.0;5.0;14.0;123.0;1802.0;36.0;9.0;0.0;23.0;0.0;0.0;32.0;;0.0;9.0;14.0;0.0;
30;6;5;1995*;617.0;340.0;;;0.0;0.0;5.0;0.0;0.0;14.0;159.0;2473.0;36.0;9.0;0.0;23.0;0.0;0.0;5.0;;0.0;18.0;0.0;0.0;
31;6;5;1996*;622.0;345.0;;;0.0;0.0;5.0;0.0;0.0;5.0;159.0;2872.0;41.0;9.0;0.0;18.0;0.0;0.0;5.0;;0.0;23.0;-14.0;0.0;
32;6;6;1993;939.0;894.0;5.0;;0.0;0.0;;;0.0;286.0;8517.0;9824.0;11254.0;154.0;9.0;100.0;145.0;77.0;41.0;41.0;0.0;41.0;23.0;23.0;68.0
33;6;6;1994;939.0;1012.0;5.0;;0.0;0.0;41.0;0.0;9.0;304.0;8976.0;4452.0;11993.0;168.0;18.0;209.0;59.0;118.0;59.0;59.0;0.0;50.0;0.0;0.0;50.0
34;6;6;1995*;967.0;1039.0;5.0;;9.0;0.0;41.0;0.0;0.0;304.0;8944.0;3930.0;11894.0;136.0;14.0;204.0;0.0;23.0;304.0;18.0;0.0;59.0;0.0;0.0;50.0
35;6;6;1996*;994.0;1053.0;5.0;;9.0;0.0;41.0;0.0;5.0;222.0;9012.0;3757.0;12048.0;141.0;18.0;204.0;9.0;54.0;36.0;18.0;0.0;73.0;0.0;0.0;50.0
36;6;7;1993;1511.0;2577.0;59.0;;1556.0;0.0;;;0.0;2378.0;2183.0;177.0;445.0;2695.0;454.0;95.0;1588.0;14.0;967.0;290.0;23.0;3539.0;209.0;4570.0;9.0
37;6;7;1994;1307.0;2700.0;59.0;;989.0;0.0;141.0;0.0;45.0;2042.0;1997.0;168.0;413.0;2668.0;658.0;195.0;1203.0;27.0;649.0;132.0;27.0;3113.0;0.0;6412.0;14.0
38;6;7;1995*;1915.0;2677.0;54.0;;812.0;0.0;154.0;0.0;9.0;272.0;726.0;159.0;386.0;2550.0;549.0;195.0;16908.0;95.0;16186.0;27.0;23.0;2323.0;0.0;11109.0;18.0
39;6;7;1996*;1743.0;2709.0;54.0;;5.0;0.0;159.0;0.0;18.0;336.0;699.0;123.0;390.0;2764.0;676.0;200.0;935.0;32.0;749.0;45.0;27.0;1579.0;0.0;14.0;36.0
40;6;8;1993;572.0;799.0;5.0;;9.0;0.0;;;0.0;32.0;91.0;731.0;345.0;404.0;27.0;36.0;45.0;9.0;82.0;0.0;5.0;64.0;0.0;0.0;5.0
41;6;8;1994;549.0;799.0;;;5.0;0.0;5.0;0.0;0.0;18.0;91.0;808.0;417.0;372.0;41.0;64.0;32.0;5.0;168.0;0.0;5.0;100.0;0.0;0.0;5.0
42;6;8;1995*;535.0;803.0;;;5.0;0.0;5.0;0.0;0.0;18.0;123.0;908.0;408.0;377.0;32.0;59.0;27.0;132.0;73.0;18.0;5.0;86.0;0.0;0.0;5.0
43;6;8;1996*;531.0;839.0;;;5.0;0.0;5.0;0.0;0.0;14.0;113.0;898.0;422.0;399.0;36.0;59.0;32.0;5.0;86.0;36.0;5.0;100.0;0.0;0.0;5.0
44;6;9;1993;9.0;36.0;0.0;;0.0;0.0;;;0.0;95.0;0.0;0.0;9.0;14.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;177.0;18.0;0.0;0.0
45;6;9;1994;9.0;54.0;;;0.0;0.0;0.0;0.0;0.0;59.0;0.0;;9.0;14.0;0.0;0.0;9.0;0.0;172.0;0.0;0.0;41.0;36.0;0.0;
46;6;9;1995*;9.0;45.0;;;0.0;0.0;0.0;0.0;0.0;73.0;0.0;;9.0;14.0;0.0;0.0;9.0;0.0;150.0;0.0;0.0;100.0;27.0;0.0;
47;6;9;1996*;9.0;41.0;;;0.0;0.0;0.0;0.0;0.0;95.0;0.0;;14.0;14.0;0.0;0.0;14.0;0.0;104.0;0.0;0.0;159.0;18.0;0.0;
48;6;10;1993;408.0;295.0;5.0;;0.0;0.0;;;0.0;41.0;9.0;123.0;9.0;145.0;9.0;14.0;5.0;5.0;50.0;5.0;0.0;50.0;0.0;9.0;0.0
49;6;10;1994;372.0;281.0;;;0.0;0.0;0.0;0.0;0.0;54.0;5.0;123.0;50.0;154.0;14.0;14.0;14.0;0.0;68.0;0.0;0.0;41.0;0.0;0.0;
50;6;10;1995*;381.0;277.0;5.0;;0.0;0.0;0.0;0.0;5.0;54.0;23.0;91.0;9.0;163.0;14.0;18.0;14.0;0.0;54.0;0.0;0.0;45.0;0.0;0.0;
51;6;10;1996*;368.0;281.0;5.0;;0.0;0.0;0.0;0.0;5.0;64.0;18.0;104.0;9.0;163.0;14.0;18.0;9.0;5.0;50.0;0.0;0.0;45.0;0.0;0.0;
52;6;11;1993;159.0;322.0;0.0;;0.0;0.0;;;0.0;236.0;54.0;68.0;36.0;41.0;9.0;18.0;64.0;5.0;417.0;0.0;18.0;286.0;9.0;0.0;5.0
53;6;11;1994;141.0;309.0;;;0.0;0.0;0.0;0.0;0.0;150.0;27.0;59.0;27.0;50.0;5.0;18.0;86.0;9.0;413.0;-5.0;0.0;59.0;9.0;0.0;5.0
54;6;11;1995*;136.0;318.0;;;0.0;0.0;0.0;0.0;0.0;163.0;113.0;64.0;86.0;5.0;14.0;9.0;231.0;5.0;132.0;0.0;0.0;95.0;9.0;0.0;5.0
55;6;11;1996*;132.0;318.0;;;0.0;0.0;0.0;0.0;0.0;318.0;95.0;64.0;91.0;18.0;9.0;9.0;172.0;5.0;177.0;0.0;14.0;-68.0;9.0;0.0;5.0
56;6;12;1993;1048.0;1956.0;5.0;;0.0;0.0;;;395.0;1271.0;912.0;50.0;9.0;1525.0;23.0;59.0;222.0;14.0;417.0;5.0;0.0;172.0;14.0;0.0;191.0
57;6;12;1994;939.0;1956.0;5.0;;;0.0;41.0;0.0;454.0;1298.0;771.0;36.0;9.0;1438.0;9.0;82.0;345.0;0.0;572.0;50.0;0.0;191.0;64.0;0.0;349.0
58;6;12;1995*;898.0;2015.0;5.0;;27.0;0.0;41.0;0.0;413.0;1330.0;817.0;32.0;5.0;1516.0;14.0;118.0;563.0;0.0;472.0;45.0;0.0;-32.0;59.0;0.0;150.0
59;6;12;1996*;917.0;2101.0;5.0;;27.0;0.0;45.0;0.0;372.0;1252.0;917.0;132.0;5.0;1643.0;18.0;95.0;486.0;9.0;653.0;54.0;0.0;27.0;54.0;0.0;45.0
60;6;13;1993;23.0;172.0;113.0;1420.0;0.0;0.0;16250.0;;0.0;0.0;8191.0;9.0;0.0;191.0;104.0;23.0;14.0;5.0;145.0;0.0;0.0;27.0;0.0;0.0;17026.0
61;6;13;1994;467.0;231.0;118.0;1479.0;100.0;9.0;15832.0;0.0;0.0;0.0;8980.0;14.0;0.0;209.0;177.0;95.0;0.0;0.0;136.0;0.0;0.0;41.0;0.0;9.0;23928.0
62;6;13;1995*;476.0;635.0;123.0;1543.0;526.0;9.0;16785.0;0.0;0.0;0.0;8713.0;14.0;0.0;399.0;150.0;95.0;9.0;9.0;231.0;0.0;0.0;0.0;0.0;0.0;16087.0
63;6;13;1996*;486.0;626.0;123.0;1625.0;64.0;9.0;16354.0;0.0;0.0;0.0;8640.0;14.0;0.0;349.0;182.0;95.0;9.0;5.0;172.0;0.0;0.0;-36.0;0.0;0.0;13881.0
64;1;16;1993;8291.0;6834.0;50.0;445.0;77.0;50.0;12924.0;5.0;36.0;2655.0;22916.0;18619.0;11231.0;1080.0;32.0;381.0;2169.0;436.0;1647.0;272.0;45.0;1030.0;0.0;9.0;13355.0
65;1;16;1994;7778.0;6557.0;50.0;463.0;91.0;45.0;12701.0;;77.0;2518.0;22412.0;15801.0;11494.0;1193.0;59.0;417.0;2047.0;853.0;1851.0;200.0;23.0;1075.0;;;20416.0
66;1;16;1995*;7946.0;6680.0;41.0;486.0;903.0;41.0;12878.0;5.0;41.0;2119.0;21319.0;16563.0;11090.0;1234.0;41.0;390.0;18079.0;980.0;1443.0;23.0;27.0;862.0;;;13396.0
67;1;16;1996*;7796.0;7047.0;41.0;508.0;104.0;32.0;13654.0;5.0;50.0;2228.0;21319.0;17484.0;11040.0;1343.0;45.0;354.0;1969.0;790.0;1575.0;18.0;45.0;898.0;;;12111.0
68;1;14;1993;8250.0;6816.0;50.0;445.0;77.0;50.0;12924.0;;36.0;2655.0;22916.0;18619.0;11231.0;1080.0;32.0;377.0;2169.0;436.0;1647.0;272.0;45.0;1030.0;0.0;9.0;13355.0
69;1;14;1994;7741.0;6539.0;50.0;463.0;91.0;45.0;12701.0;;77.0;2518.0;22412.0;15801.0;11490.0;1193.0;59.0;413.0;2047.0;853.0;1851.0;200.0;23.0;1075.0;;;20416.0
70;1;14;1995*;7905.0;6661.0;41.0;486.0;903.0;41.0;12878.0;;41.0;2119.0;21319.0;16563.0;11086.0;1234.0;41.0;386.0;18079.0;980.0;1443.0;23.0;27.0;862.0;;;13396.0
71;1;14;1996*;7755.0;7029.0;41.0;508.0;104.0;32.0;13654.0;;50.0;2228.0;21319.0;17484.0;11036.0;1343.0;45.0;349.0;1969.0;790.0;1575.0;18.0;45.0;898.0;;;12111.0
72;1;15;1993;36.0;18.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;1;15;1994;36.0;18.0;;;;;;;;;;;5.0;;;5.0;;;;;;;;;
74;1;15;1995*;41.0;18.0;;;;;;5.0;;;;;5.0;;;5.0;;;;;;;;;
75;1;15;1996*;41.0;18.0;;;;;;5.0;;;;;5.0;;;5.0;;;;;;;;;
76;1;1;1993;1738.0;676.0;41.0;;0.0;0.0;;;0.0;177.0;91.0;186.0;3798.0;100.0;0.0;132.0;0.0;177.0;395.0;0.0;0.0;204.0;0.0;0.0;0.0
77;1;1;1994;1661.0;703.0;45.0;;;;;;;168.0;36.0;286.0;3925.0;73.0;;136.0;;191.0;399.0;;;209.0;;;
78;1;1;1995*;1752.0;844.0;32.0;;9.0;;;;;136.0;36.0;204.0;4048.0;123.0;;136.0;;227.0;472.0;;;236.0;;;
79;1;1;1996*;1743.0;871.0;36.0;;9.0;;;;;132.0;23.0;218.0;4311.0;132.0;;118.0;;222.0;495.0;;;277.0;;;
80;1;2;1993;3517.0;3367.0;0.0;;0.0;0.0;;;0.0;50.0;0.0;5.0;100.0;14.0;0.0;41.0;0.0;0.0;82.0;0.0;0.0;227.0;0.0;0.0;0.0
81;1;2;1994;3422.0;3081.0;;;;;18.0;;;50.0;;5.0;104.0;32.0;;14.0;;;82.0;;;395.0;;;5.0
82;1;2;1995*;3444.0;3036.0;;;;;;;;50.0;;14.0;100.0;23.0;;14.0;;;5.0;;;277.0;;;
83;1;2;1996*;3294.0;3349.0;;;;;;;;45.0;;14.0;95.0;23.0;;32.0;;;;;;299.0;;;
84;1;3;1993;1198.0;508.0;0.0;;0.0;0.0;;;32.0;0.0;1125.0;109.0;186.0;127.0;9.0;100.0;41.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0
85;1;3;1994;889.0;472.0;;;;;;;32.0;;64.0;1861.0;213.0;172.0;27.0;141.0;5.0;32.0;18.0;;;;;;
86;1;3;1995*;967.0;499.0;;;9.0;;;;36.0;;41.0;2056.0;23.0;213.0;14.0;118.0;5.0;23.0;;;;;;;
87;1;3;1996*;1007.0;535.0;;;9.0;;;;45.0;;36.0;2219.0;68.0;172.0;9.0;109.0;5.0;14.0;;;;;;;
88;1;4;1993;186.0;177.0;0.0;;0.0;50.0;;;0.0;445.0;2237.0;8654.0;2006.0;0.0;0.0;5.0;277.0;159.0;5.0;0.0;0.0;150.0;0.0;0.0;0.0
89;1;4;1994;163.0;118.0;;;;45.0;;;;454.0;1960.0;9180.0;2024.0;;;5.0;449.0;508.0;9.0;;;159.0;;;
90;1;4;1995*;172.0;127.0;;;;41.0;;;;481.0;2210.0;9802.0;1851.0;14.0;;5.0;594.0;517.0;;;;213.0;;;
91;1;4;1996*;172.0;104.0;;;;32.0;;;;486.0;2219.0;10178.0;1484.0;18.0;;5.0;581.0;490.0;;;;286.0;;;
92;1;5;1993;127.0;82.0;0.0;;0.0;0.0;;;0.0;14.0;73.0;1516.0;0.0;5.0;0.0;14.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0
93;1;5;1994;127.0;82.0;;;;;;;5.0;9.0;;1693.0;;5.0;;14.0;;;5.0;;;;;;
94;1;5;1995*;132.0;82.0;;;;;;;;9.0;;2364.0;;5.0;;14.0;;;;;;5.0;;;
95;1;5;1996*;127.0;82.0;;;;;;;;;;2768.0;5.0;5.0;;9.0;;;;;;5.0;;;
96;1;6;1993;218.0;268.0;0.0;;0.0;0.0;;;0.0;9.0;8513.0;7651.0;4733.0;18.0;0.0;14.0;145.0;77.0;27.0;41.0;0.0;0.0;0.0;0.0;0.0
97;1;6;1994;231.0;336.0;;;;;;;;9.0;8958.0;2201.0;4796.0;32.0;;27.0;50.0;109.0;54.0;59.0;;;;;
98;1;6;1995*;254.0;368.0;;;9.0;;;;;5.0;8840.0;1561.0;4665.0;5.0;;18.0;-5.0;14.0;123.0;18.0;;;;;
99;1;6;1996*;263.0;358.0;;;9.0;;;;;5.0;8903.0;1425.0;4665.0;5.0;;14.0;;45.0;32.0;18.0;;;;;
100;1;7;1993;186.0;327.0;5.0;;36.0;0.0;;;0.0;549.0;2106.0;68.0;331.0;23.0;9.0;14.0;1452.0;0.0;73.0;231.0;23.0;5.0;0.0;0.0;0.0
101;1;7;1994;191.0;313.0;5.0;;;;;;;572.0;1929.0;86.0;299.0;9.0;14.0;14.0;1144.0;;54.0;132.0;18.0;5.0;;;
102;1;7;1995*;195.0;272.0;5.0;;812.0;;;;;64.0;490.0;73.0;272.0;5.0;9.0;9.0;16826.0;68.0;45.0;5.0;23.0;;;;
103;1;7;1996*;186.0;263.0;;;;;;;;41.0;463.0;41.0;272.0;32.0;14.0;9.0;849.0;;64.0;;27.0;;;;
104;1;8;1993;104.0;100.0;0.0;;9.0;0.0;;;0.0;23.0;45.0;272.0;23.0;18.0;5.0;14.0;36.0;5.0;59.0;0.0;5.0;0.0;0.0;0.0;0.0
105;1;8;1994;95.0;82.0;;;;;;;;9.0;27.0;313.0;41.0;18.0;5.0;14.0;18.0;5.0;54.0;;5.0;;;;
106;1;8;1995*;73.0;82.0;;;5.0;;;;;9.0;18.0;354.0;27.0;27.0;5.0;5.0;18.0;127.0;50.0;;5.0;;;;
107;1;8;1996*;59.0;82.0;;;5.0;;;;;9.0;23.0;372.0;27.0;36.0;5.0;5.0;18.0;;50.0;;5.0;;;;
108;1;9;1993;9.0;32.0;0.0;;0.0;0.0;;;0.0;91.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0
109;1;9;1994;9.0;50.0;;;;;;;;59.0;;;9.0;;;;;;172.0;;;;;;
110;1;9;1995*;9.0;45.0;;;;;;;;73.0;;;9.0;;;;;;145.0;;;;;;
111;1;9;1996*;9.0;41.0;;;;;;;;95.0;;;14.0;;;;;;104.0;;;;;;
112;1;10;1993;377.0;163.0;5.0;;0.0;0.0;;;0.0;36.0;0.0;123.0;9.0;141.0;9.0;14.0;5.0;5.0;41.0;0.0;0.0;36.0;0.0;9.0;0.0
113;1;10;1994;354.0;159.0;;;;;;;;36.0;;123.0;50.0;154.0;14.0;14.0;14.0;;54.0;;;41.0;;;
114;1;10;1995*;358.0;150.0;5.0;;;;;;5.0;36.0;;91.0;9.0;163.0;14.0;14.0;14.0;;45.0;;;45.0;;;
115;1;10;1996*;345.0;154.0;5.0;;;;;;5.0;41.0;;104.0;9.0;163.0;14.0;14.0;9.0;5.0;41.0;;;45.0;;;
116;1;11;1993;91.0;150.0;0.0;;0.0;0.0;;;0.0;172.0;36.0;23.0;27.0;14.0;0.0;14.0;36.0;0.0;372.0;0.0;18.0;245.0;0.0;0.0;5.0
117;1;11;1994;86.0;150.0;;;;;;;;104.0;;41.0;18.0;23.0;;14.0;73.0;9.0;395.0;-5.0;;36.0;;;5.0
118;1;11;1995*;86.0;145.0;;;;;;;;123.0;;36.0;77.0;;;9.0;191.0;5.0;100.0;;;68.0;;;5.0
119;1;11;1996*;82.0;141.0;;;;;;;;281.0;;36.0;82.0;5.0;;9.0;136.0;5.0;150.0;;14.0;-100.0;;;5.0
120;1;12;1993;499.0;962.0;0.0;;0.0;0.0;;;0.0;1085.0;808.0;0.0;5.0;626.0;0.0;23.0;177.0;14.0;413.0;0.0;0.0;163.0;0.0;0.0;5.0
121;1;12;1994;513.0;989.0;;;;;;;41.0;1048.0;699.0;14.0;9.0;676.0;;23.0;295.0;;554.0;14.0;;231.0;;;104.0
122;1;12;1995*;463.0;1007.0;;;23.0;;;;;1134.0;681.0;9.0;5.0;658.0;;45.0;436.0;;458.0;;;18.0;;;9.0
123;1;12;1996*;467.0;1048.0;;;23.0;;;;;1094.0;794.0;109.0;5.0;753.0;5.0;27.0;372.0;9.0;640.0;;;86.0;;;9.0
124;1;13;1993;0.0;5.0;0.0;445.0;0.0;0.0;12924.0;;0.0;0.0;7882.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13341.0
125;1;13;1994;;5.0;;463.0;91.0;;12683.0;;;;8740.0;;;;;;;;;;;;;;20302.0
126;1;13;1995*;;5.0;;486.0;36.0;;12878.0;;;;9003.0;;;;;;;;;;;;;;13382.0
127;1;13;1996*;;;;508.0;50.0;;13654.0;;;;8858.0;;;;;;;;;;;;;;12098.0
128;2;16;1993;73.0;263.0;0.0;5.0;0.0;0.0;0.0;;;23.0;27.0;0.0;9.0;0.0;0.0;5.0;0.0;0.0;9.0;5.0;0.0;23.0;;0.0;0.0
129;2;16;1994;73.0;259.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;23.0;32.0;5.0;9.0;0.0;0.0;9.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
130;2;16;1995*;73.0;259.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;27.0;32.0;0.0;9.0;0.0;0.0;5.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0
131;2;16;1996*;73.0;263.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;32.0;32.0;0.0;9.0;0.0;0.0;5.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0
132;2;14;1993;73.0;263.0;0.0;5.0;0.0;0.0;0.0;;;23.0;27.0;0.0;9.0;0.0;0.0;5.0;0.0;0.0;9.0;5.0;0.0;23.0;;0.0;0.0
133;2;14;1994;73.0;259.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;23.0;32.0;5.0;9.0;0.0;0.0;9.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
134;2;14;1995*;73.0;259.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;27.0;32.0;0.0;9.0;0.0;0.0;5.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0
135;2;14;1996*;73.0;263.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;32.0;32.0;0.0;9.0;0.0;0.0;5.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0
136;2;15;1993;0.0;;;;;;;;;;;;;;;0.0;;;;;;;;;
137;2;15;1994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
138;2;15;1995*;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
139;2;15;1996*;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
140;2;1;1993;9.0;5.0;0.0;;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
