ID;Geslacht;Leeftijd;Perioden;Bevolking_1
90;Totaal mannen en vrouwen;1 jaar;2025;186418
91;Totaal mannen en vrouwen;1 jaar;2026;189829
92;Totaal mannen en vrouwen;1 jaar;2027;192661
93;Totaal mannen en vrouwen;1 jaar;2028;194887
94;Totaal mannen en vrouwen;1 jaar;2029;196432
95;Totaal mannen en vrouwen;1 jaar;2030;197545
96;Totaal mannen en vrouwen;1 jaar;2031;198273
97;Totaal mannen en vrouwen;1 jaar;2032;198630
98;Totaal mannen en vrouwen;1 jaar;2033;198690
99;Totaal mannen en vrouwen;1 jaar;2034;198481
100;Totaal mannen en vrouwen;1 jaar;2035;198046
101;Totaal mannen en vrouwen;1 jaar;2036;197489
102;Totaal mannen en vrouwen;1 jaar;2037;196768
103;Totaal mannen en vrouwen;1 jaar;2038;195766
104;Totaal mannen en vrouwen;1 jaar;2039;194565
105;Totaal mannen en vrouwen;1 jaar;2040;193241
106;Totaal mannen en vrouwen;1 jaar;2041;191873
107;Totaal mannen en vrouwen;1 jaar;2042;190522
108;Totaal mannen en vrouwen;1 jaar;2043;189219
109;Totaal mannen en vrouwen;1 jaar;2044;188053
110;Totaal mannen en vrouwen;1 jaar;2045;187063
111;Totaal mannen en vrouwen;1 jaar;2046;186266
112;Totaal mannen en vrouwen;1 jaar;2047;185641
113;Totaal mannen en vrouwen;1 jaar;2048;185211
114;Totaal mannen en vrouwen;1 jaar;2049;184994
115;Totaal mannen en vrouwen;1 jaar;2050;185059
116;Totaal mannen en vrouwen;1 jaar;2051;185443
117;Totaal mannen en vrouwen;1 jaar;2052;186146
118;Totaal mannen en vrouwen;1 jaar;2053;187130
119;Totaal mannen en vrouwen;1 jaar;2054;188339
120;Totaal mannen en vrouwen;1 jaar;2055;189743
121;Totaal mannen en vrouwen;1 jaar;2056;191307
122;Totaal mannen en vrouwen;1 jaar;2057;192952
123;Totaal mannen en vrouwen;1 jaar;2058;194616
124;Totaal mannen en vrouwen;1 jaar;2059;196216
125;Totaal mannen en vrouwen;1 jaar;2060;197688
126;Totaal mannen en vrouwen;2 jaar;2019;174595
127;Totaal mannen en vrouwen;2 jaar;2020;171835
128;Totaal mannen en vrouwen;2 jaar;2021;171220
129;Totaal mannen en vrouwen;2 jaar;2022;173850
130;Totaal mannen en vrouwen;2 jaar;2023;177011
131;Totaal mannen en vrouwen;2 jaar;2024;180781
132;Totaal mannen en vrouwen;2 jaar;2025;183924
133;Totaal mannen en vrouwen;2 jaar;2026;187255
134;Totaal mannen en vrouwen;2 jaar;2027;190656
135;Totaal mannen en vrouwen;2 jaar;2028;193486
136;Totaal mannen en vrouwen;2 jaar;2029;195712
137;Totaal mannen en vrouwen;2 jaar;2030;197256
138;Totaal mannen en vrouwen;2 jaar;2031;198380
139;Totaal mannen en vrouwen;2 jaar;2032;199110
140;Totaal mannen en vrouwen;2 jaar;2033;199471
141;Totaal mannen en vrouwen;2 jaar;2034;199534
142;Totaal mannen en vrouwen;2 jaar;2035;199323
143;Totaal mannen en vrouwen;2 jaar;2036;198889
144;Totaal mannen en vrouwen;2 jaar;2037;198334
145;Totaal mannen en vrouwen;2 jaar;2038;197615
146;Totaal mannen en vrouwen;2 jaar;2039;196613
147;Totaal mannen en vrouwen;2 jaar;2040;195414
148;Totaal mannen en vrouwen;2 jaar;2041;194092
149;Totaal mannen en vrouwen;2 jaar;2042;192724
150;Totaal mannen en vrouwen;2 jaar;2043;191378
151;Totaal mannen en vrouwen;2 jaar;2044;190078
152;Totaal mannen en vrouwen;2 jaar;2045;188919
153;Totaal mannen en vrouwen;2 jaar;2046;187926
154;Totaal mannen en vrouwen;2 jaar;2047;187135
155;Totaal mannen en vrouwen;2 jaar;2048;186511
156;Totaal mannen en vrouwen;2 jaar;2049;186083
157;Totaal mannen en vrouwen;2 jaar;2050;185871
158;Totaal mannen en vrouwen;2 jaar;2051;185933
159;Totaal mannen en vrouwen;2 jaar;2052;186316
160;Totaal mannen en vrouwen;2 jaar;2053;187021
161;Totaal mannen en vrouwen;2 jaar;2054;188005
162;Totaal mannen en vrouwen;2 jaar;2055;189214
163;Totaal mannen en vrouwen;2 jaar;2056;190618
164;Totaal mannen en vrouwen;2 jaar;2057;192181
165;Totaal mannen en vrouwen;2 jaar;2058;193823
166;Totaal mannen en vrouwen;2 jaar;2059;195490
167;Totaal mannen en vrouwen;2 jaar;2060;197087
168;Totaal mannen en vrouwen;3 jaar;2019;173782
169;Totaal mannen en vrouwen;3 jaar;2020;175485
170;Totaal mannen en vrouwen;3 jaar;2021;172608
171;Totaal mannen en vrouwen;3 jaar;2022;171902
172;Totaal mannen en vrouwen;3 jaar;2023;174513
173;Totaal mannen en vrouwen;3 jaar;2024;177646
174;Totaal mannen en vrouwen;3 jaar;2025;181395
175;Totaal mannen en vrouwen;3 jaar;2026;184536
176;Totaal mannen en vrouwen;3 jaar;2027;187868
177;Totaal mannen en vrouwen;3 jaar;2028;191255
178;Totaal mannen en vrouwen;3 jaar;2029;194080
179;Totaal mannen en vrouwen;3 jaar;2030;196304
180;Totaal mannen en vrouwen;3 jaar;2031;197854
181;Totaal mannen en vrouwen;3 jaar;2032;198976
182;Totaal mannen en vrouwen;3 jaar;2033;199709
183;Totaal mannen en vrouwen;3 jaar;2034;200077
184;Totaal mannen en vrouwen;3 jaar;2035;200139
185;Totaal mannen en vrouwen;3 jaar;2036;199930
186;Totaal mannen en vrouwen;3 jaar;2037;199496
187;Totaal mannen en vrouwen;3 jaar;2038;198943
188;Totaal mannen en vrouwen;3 jaar;2039;198226
189;Totaal mannen en vrouwen;3 jaar;2040;197226
190;Totaal mannen en vrouwen;3 jaar;2041;196027
191;Totaal mannen en vrouwen;3 jaar;2042;194711
192;Totaal mannen en vrouwen;3 jaar;2043;193347
193;Totaal mannen en vrouwen;3 jaar;2044;192003
194;Totaal mannen en vrouwen;3 jaar;2045;190707
195;Totaal mannen en vrouwen;3 jaar;2046;189550
196;Totaal mannen en vrouwen;3 jaar;2047;188561
197;Totaal mannen en vrouwen;3 jaar;2048;187777
198;Totaal mannen en vrouwen;3 jaar;2049;187156
199;Totaal mannen en vrouwen;3 jaar;2050;186729
200;Totaal mannen en vrouwen;3 jaar;2051;186520
201;Totaal mannen en vrouwen;3 jaar;2052;186580
202;Totaal mannen en vrouwen;3 jaar;2053;186964
203;Totaal mannen en vrouwen;3 jaar;2054;187667
204;Totaal mannen en vrouwen;3 jaar;2055;188654
205;Totaal mannen en vrouwen;3 jaar;2056;189863
206;Totaal mannen en vrouwen;3 jaar;2057;191265
207;Totaal mannen en vrouwen;3 jaar;2058;192827
208;Totaal mannen en vrouwen;3 jaar;2059;194465
209;Totaal mannen en vrouwen;3 jaar;2060;196133
210;Totaal mannen en vrouwen;4 jaar;2019;178787
211;Totaal mannen en vrouwen;4 jaar;2020;174550
212;Totaal mannen en vrouwen;4 jaar;2021;176180
213;Totaal mannen en vrouwen;4 jaar;2022;173186
214;Totaal mannen en vrouwen;4 jaar;2023;172486
215;Totaal mannen en vrouwen;4 jaar;2024;175081
216;Totaal mannen en vrouwen;4 jaar;2025;178196
217;Totaal mannen en vrouwen;4 jaar;2026;181945
218;Totaal mannen en vrouwen;4 jaar;2027;185085
219;Totaal mannen en vrouwen;4 jaar;2028;188415
220;Totaal mannen en vrouwen;4 jaar;2029;191794
221;Totaal mannen en vrouwen;4 jaar;2030;194609
222;Totaal mannen en vrouwen;4 jaar;2031;196834
223;Totaal mannen en vrouwen;4 jaar;2032;198390
224;Totaal mannen en vrouwen;4 jaar;2033;199517
225;Totaal mannen en vrouwen;4 jaar;2034;200254
226;Totaal mannen en vrouwen;4 jaar;2035;200626
227;Totaal mannen en vrouwen;4 jaar;2036;200690
228;Totaal mannen en vrouwen;4 jaar;2037;200481
229;Totaal mannen en vrouwen;4 jaar;2038;200047
230;Totaal mannen en vrouwen;4 jaar;2039;199495
231;Totaal mannen en vrouwen;4 jaar;2040;198781
232;Totaal mannen en vrouwen;4 jaar;2041;197781
233;Totaal mannen en vrouwen;4 jaar;2042;196585
234;Totaal mannen en vrouwen;4 jaar;2043;195273
235;Totaal mannen en vrouwen;4 jaar;2044;193911
236;Totaal mannen en vrouwen;4 jaar;2045;192572
237;Totaal mannen en vrouwen;4 jaar;2046;191276
238;Totaal mannen en vrouwen;4 jaar;2047;190124
239;Totaal mannen en vrouwen;4 jaar;2048;189141
240;Totaal mannen en vrouwen;4 jaar;2049;188360
241;Totaal mannen en vrouwen;4 jaar;2050;187741
242;Totaal mannen en vrouwen;4 jaar;2051;187315
243;Totaal mannen en vrouwen;4 jaar;2052;187108
244;Totaal mannen en vrouwen;4 jaar;2053;187169
245;Totaal mannen en vrouwen;4 jaar;2054;187552
246;Totaal mannen en vrouwen;4 jaar;2055;188257
247;Totaal mannen en vrouwen;4 jaar;2056;189243
248;Totaal mannen en vrouwen;4 jaar;2057;190453
249;Totaal mannen en vrouwen;4 jaar;2058;191857
250;Totaal mannen en vrouwen;4 jaar;2059;193419
251;Totaal mannen en vrouwen;4 jaar;2060;195053
252;Totaal mannen en vrouwen;5 jaar;2019;175342
253;Totaal mannen en vrouwen;5 jaar;2020;179533
254;Totaal mannen en vrouwen;5 jaar;2021;175199
255;Totaal mannen en vrouwen;5 jaar;2022;176757
256;Totaal mannen en vrouwen;5 jaar;2023;173733
257;Totaal mannen en vrouwen;5 jaar;2024;173041
258;Totaal mannen en vrouwen;5 jaar;2025;175632
259;Totaal mannen en vrouwen;5 jaar;2026;178744
260;Totaal mannen en vrouwen;5 jaar;2027;182491
261;Totaal mannen en vrouwen;5 jaar;2028;185627
262;Totaal mannen en vrouwen;5 jaar;2029;188956
263;Totaal mannen en vrouwen;5 jaar;2030;192333
264;Totaal mannen en vrouwen;5 jaar;2031;195146
265;Totaal mannen en vrouwen;5 jaar;2032;197371
266;Totaal mannen en vrouwen;5 jaar;2033;198932
267;Totaal mannen en vrouwen;5 jaar;2034;200063
268;Totaal mannen en vrouwen;5 jaar;2035;200802
269;Totaal mannen en vrouwen;5 jaar;2036;201176
270;Totaal mannen en vrouwen;5 jaar;2037;201242
271;Totaal mannen en vrouwen;5 jaar;2038;201033
272;Totaal mannen en vrouwen;5 jaar;2039;200600
273;Totaal mannen en vrouwen;5 jaar;2040;200052
274;Totaal mannen en vrouwen;5 jaar;2041;199340
275;Totaal mannen en vrouwen;5 jaar;2042;198344
276;Totaal mannen en vrouwen;5 jaar;2043;197149
277;Totaal mannen en vrouwen;5 jaar;2044;195838
278;Totaal mannen en vrouwen;5 jaar;2045;194481
279;Totaal mannen en vrouwen;5 jaar;2046;193143
280;Totaal mannen en vrouwen;5 jaar;2047;191853
281;Totaal mannen en vrouwen;5 jaar;2048;190706
282;Totaal mannen en vrouwen;5 jaar;2049;189728
283;Totaal mannen en vrouwen;5 jaar;2050;188947
284;Totaal mannen en vrouwen;5 jaar;2051;188329
285;Totaal mannen en vrouwen;5 jaar;2052;187905
286;Totaal mannen en vrouwen;5 jaar;2053;187700
287;Totaal mannen en vrouwen;5 jaar;2054;187760
288;Totaal mannen en vrouwen;5 jaar;2055;188145
289;Totaal mannen en vrouwen;5 jaar;2056;188851
290;Totaal mannen en vrouwen;5 jaar;2057;189836
291;Totaal mannen en vrouwen;5 jaar;2058;191046
292;Totaal mannen en vrouwen;5 jaar;2059;192448
293;Totaal mannen en vrouwen;5 jaar;2060;194008
294;Totaal mannen en vrouwen;6 jaar;2019;180172
295;Totaal mannen en vrouwen;6 jaar;2020;176155
296;Totaal mannen en vrouwen;6 jaar;2021;180207
297;Totaal mannen en vrouwen;6 jaar;2022;175779
298;Totaal mannen en vrouwen;6 jaar;2023;177339
299;Totaal mannen en vrouwen;6 jaar;2024;174300
300;Totaal mannen en vrouwen;6 jaar;2025;173622
301;Totaal mannen en vrouwen;6 jaar;2026;176220
302;Totaal mannen en vrouwen;6 jaar;2027;179332
303;Totaal mannen en vrouwen;6 jaar;2028;183074
304;Totaal mannen en vrouwen;6 jaar;2029;186211
305;Totaal mannen en vrouwen;6 jaar;2030;189539
306;Totaal mannen en vrouwen;6 jaar;2031;192916
307;Totaal mannen en vrouwen;6 jaar;2032;195729
308;Totaal mannen en vrouwen;6 jaar;2033;197955
309;Totaal mannen en vrouwen;6 jaar;2034;199518
310;Totaal mannen en vrouwen;6 jaar;2035;200652
311;Totaal mannen en vrouwen;6 jaar;2036;201395
312;Totaal mannen en vrouwen;6 jaar;2037;201772
313;Totaal mannen en vrouwen;6 jaar;2038;201838
314;Totaal mannen en vrouwen;6 jaar;2039;201629
315;Totaal mannen en vrouwen;6 jaar;2040;201199
316;Totaal mannen en vrouwen;6 jaar;2041;200654
317;Totaal mannen en vrouwen;6 jaar;2042;199941
318;Totaal mannen en vrouwen;6 jaar;2043;198951
319;Totaal mannen en vrouwen;6 jaar;2044;197756
320;Totaal mannen en vrouwen;6 jaar;2045;196448
321;Totaal mannen en vrouwen;6 jaar;2046;195095
322;Totaal mannen en vrouwen;6 jaar;2047;193760
323;Totaal mannen en vrouwen;6 jaar;2048;192476
324;Totaal mannen en vrouwen;6 jaar;2049;191333
325;Totaal mannen en vrouwen;6 jaar;2050;190357
326;Totaal mannen en vrouwen;6 jaar;2051;189580
327;Totaal mannen en vrouwen;6 jaar;2052;188962
328;Totaal mannen en vrouwen;6 jaar;2053;188540
329;Totaal mannen en vrouwen;6 jaar;2054;188337
330;Totaal mannen en vrouwen;6 jaar;2055;188398
331;Totaal mannen en vrouwen;6 jaar;2056;188786
332;Totaal mannen en vrouwen;6 jaar;2057;189491
333;Totaal mannen en vrouwen;6 jaar;2058;190478
334;Totaal mannen en vrouwen;6 jaar;2059;191686
335;Totaal mannen en vrouwen;6 jaar;2060;193086
336;Totaal mannen en vrouwen;7 jaar;2019;184033
337;Totaal mannen en vrouwen;7 jaar;2020;181007
338;Totaal mannen en vrouwen;7 jaar;2021;176902
339;Totaal mannen en vrouwen;7 jaar;2022;180819
340;Totaal mannen en vrouwen;7 jaar;2023;176381
341;Totaal mannen en vrouwen;7 jaar;2024;177951
342;Totaal mannen en vrouwen;7 jaar;2025;174897
343;Totaal mannen en vrouwen;7 jaar;2026;174246
344;Totaal mannen en vrouwen;7 jaar;2027;176848
345;Totaal mannen en vrouwen;7 jaar;2028;179962
346;Totaal mannen en vrouwen;7 jaar;2029;183701
347;Totaal mannen en vrouwen;7 jaar;2030;186841
348;Totaal mannen en vrouwen;7 jaar;2031;190170
349;Totaal mannen en vrouwen;7 jaar;2032;193546
350;Totaal mannen en vrouwen;7 jaar;2033;196362
351;Totaal mannen en vrouwen;7 jaar;2034;198586
352;Totaal mannen en vrouwen;7 jaar;2035;200152
353;Totaal mannen en vrouwen;7 jaar;2036;201293
354;Totaal mannen en vrouwen;7 jaar;2037;202034
355;Totaal mannen en vrouwen;7 jaar;2038;202415
356;Totaal mannen en vrouwen;7 jaar;2039;202482
357;Totaal mannen en vrouwen;7 jaar;2040;202275
358;Totaal mannen en vrouwen;7 jaar;2041;201844
359;Totaal mannen en vrouwen;7 jaar;2042;201300
360;Totaal mannen en vrouwen;7 jaar;2043;200590
361;Totaal mannen en vrouwen;7 jaar;2044;199604
362;Totaal mannen en vrouwen;7 jaar;2045;198410
363;Totaal mannen en vrouwen;7 jaar;2046;197104
364;Totaal mannen en vrouwen;7 jaar;2047;195758
365;Totaal mannen en vrouwen;7 jaar;2048;194427
366;Totaal mannen en vrouwen;7 jaar;2049;193148
367;Totaal mannen en vrouwen;7 jaar;2050;192008
368;Totaal mannen en vrouwen;7 jaar;2051;191036
369;Totaal mannen en vrouwen;7 jaar;2052;190258
370;Totaal mannen en vrouwen;7 jaar;2053;189642
371;Totaal mannen en vrouwen;7 jaar;2054;189219
372;Totaal mannen en vrouwen;7 jaar;2055;189018
373;Totaal mannen en vrouwen;7 jaar;2056;189080
374;Totaal mannen en vrouwen;7 jaar;2057;189470
375;Totaal mannen en vrouwen;7 jaar;2058;190176
376;Totaal mannen en vrouwen;7 jaar;2059;191164
377;Totaal mannen en vrouwen;7 jaar;2060;192368
378;Totaal mannen en vrouwen;8 jaar;2019;188906
379;Totaal mannen en vrouwen;8 jaar;2020;184865
380;Totaal mannen en vrouwen;8 jaar;2021;181728
381;Totaal mannen en vrouwen;8 jaar;2022;177541
382;Totaal mannen en vrouwen;8 jaar;2023;181405
383;Totaal mannen en vrouwen;8 jaar;2024;176970
384;Totaal mannen en vrouwen;8 jaar;2025;178547
385;Totaal mannen en vrouwen;8 jaar;2026;175495
386;Totaal mannen en vrouwen;8 jaar;2027;174869
387;Totaal mannen en vrouwen;8 jaar;2028;177474
388;Totaal mannen en vrouwen;8 jaar;2029;180590
389;Totaal mannen en vrouwen;8 jaar;2030;184324
390;Totaal mannen en vrouwen;8 jaar;2031;187469
391;Totaal mannen en vrouwen;8 jaar;2032;190801
392;Totaal mannen en vrouwen;8 jaar;2033;194171
393;Totaal mannen en vrouwen;8 jaar;2034;196983
394;Totaal mannen en vrouwen;8 jaar;2035;199209
395;Totaal mannen en vrouwen;8 jaar;2036;200775
396;Totaal mannen en vrouwen;8 jaar;2037;201921
397;Totaal mannen en vrouwen;8 jaar;2038;202660
398;Totaal mannen en vrouwen;8 jaar;2039;203044
399;Totaal mannen en vrouwen;8 jaar;2040;203115
400;Totaal mannen en vrouwen;8 jaar;2041;202908
401;Totaal mannen en vrouwen;8 jaar;2042;202478
402;Totaal mannen en vrouwen;8 jaar;2043;201940
403;Totaal mannen en vrouwen;8 jaar;2044;201235
404;Totaal mannen en vrouwen;8 jaar;2045;200249
405;Totaal mannen en vrouwen;8 jaar;2046;199055
406;Totaal mannen en vrouwen;8 jaar;2047;197751
407;Totaal mannen en vrouwen;8 jaar;2048;196411
408;Totaal mannen en vrouwen;8 jaar;2049;195085
409;Totaal mannen en vrouwen;8 jaar;2050;193807
410;Totaal mannen en vrouwen;8 jaar;2051;192669
411;Totaal mannen en vrouwen;8 jaar;2052;191698
412;Totaal mannen en vrouwen;8 jaar;2053;190921
413;Totaal mannen en vrouwen;8 jaar;2054;190308
414;Totaal mannen en vrouwen;8 jaar;2055;189886
415;Totaal mannen en vrouwen;8 jaar;2056;189686
416;Totaal mannen en vrouwen;8 jaar;2057;189750
417;Totaal mannen en vrouwen;8 jaar;2058;190141
418;Totaal mannen en vrouwen;8 jaar;2059;190847
419;Totaal mannen en vrouwen;8 jaar;2060;191832
420;Totaal mannen en vrouwen;9 jaar;2019;189521
421;Totaal mannen en vrouwen;9 jaar;2020;189725
422;Totaal mannen en vrouwen;9 jaar;2021;185590
423;Totaal mannen en vrouwen;9 jaar;2022;182346
424;Totaal mannen en vrouwen;9 jaar;2023;178149
425;Totaal mannen en vrouwen;9 jaar;2024;181977
426;Totaal mannen en vrouwen;9 jaar;2025;177540
427;Totaal mannen en vrouwen;9 jaar;2026;179139
428;Totaal mannen en vrouwen;9 jaar;2027;176084
429;Totaal mannen en vrouwen;9 jaar;2028;175478
430;Totaal mannen en vrouwen;9 jaar;2029;178088
431;Totaal mannen en vrouwen;9 jaar;2030;181206
432;Totaal mannen en vrouwen;9 jaar;2031;184935
433;Totaal mannen en vrouwen;9 jaar;2032;188084
434;Totaal mannen en vrouwen;9 jaar;2033;191418
435;Totaal mannen en vrouwen;9 jaar;2034;194788
436;Totaal mannen en vrouwen;9 jaar;2035;197594
437;Totaal mannen en vrouwen;9 jaar;2036;199824
438;Totaal mannen en vrouwen;9 jaar;2037;201388
439;Totaal mannen en vrouwen;9 jaar;2038;202536
440;Totaal mannen en vrouwen;9 jaar;2039;203277
441;Totaal mannen en vrouwen;9 jaar;2040;203664
442;Totaal mannen en vrouwen;9 jaar;2041;203736
443;Totaal mannen en vrouwen;9 jaar;2042;203530
444;Totaal mannen en vrouwen;9 jaar;2043;203101
445;Totaal mannen en vrouwen;9 jaar;2044;202568
446;Totaal mannen en vrouwen;9 jaar;2045;201864
447;Totaal mannen en vrouwen;9 jaar;2046;200881
448;Totaal mannen en vrouwen;9 jaar;2047;199688
449;Totaal mannen en vrouwen;9 jaar;2048;198387
450;Totaal mannen en vrouwen;9 jaar;2049;197050
451;Totaal mannen en vrouwen;9 jaar;2050;195726
452;Totaal mannen en vrouwen;9 jaar;2051;194454
453;Totaal mannen en vrouwen;9 jaar;2052;193318
454;Totaal mannen en vrouwen;9 jaar;2053;192347
455;Totaal mannen en vrouwen;9 jaar;2054;191572
456;Totaal mannen en vrouwen;9 jaar;2055;190962
457;Totaal mannen en vrouwen;9 jaar;2056;190540
458;Totaal mannen en vrouwen;9 jaar;2057;190343
459;Totaal mannen en vrouwen;9 jaar;2058;190408
460;Totaal mannen en vrouwen;9 jaar;2059;190799
461;Totaal mannen en vrouwen;9 jaar;2060;191504
462;Totaal mannen en vrouwen;10 jaar;2019;190051
463;Totaal mannen en vrouwen;10 jaar;2020;190322
464;Totaal mannen en vrouwen;10 jaar;2021;190418
465;Totaal mannen en vrouwen;10 jaar;2022;186196
466;Totaal mannen en vrouwen;10 jaar;2023;182916
467;Totaal mannen en vrouwen;10 jaar;2024;178712
468;Totaal mannen en vrouwen;10 jaar;2025;182508
469;Totaal mannen en vrouwen;10 jaar;2026;178078
470;Totaal mannen en vrouwen;10 jaar;2027;179693
471;Totaal mannen en vrouwen;10 jaar;2028;176637
472;Totaal mannen en vrouwen;10 jaar;2029;176053
473;Totaal mannen en vrouwen;10 jaar;2030;178667
474;Totaal mannen en vrouwen;10 jaar;2031;181788
475;Totaal mannen en vrouwen;10 jaar;2032;185515
476;Totaal mannen en vrouwen;10 jaar;2033;188668
477;Totaal mannen en vrouwen;10 jaar;2034;192004
478;Totaal mannen en vrouwen;10 jaar;2035;195372
479;Totaal mannen en vrouwen;10 jaar;2036;198168
480;Totaal mannen en vrouwen;10 jaar;2037;200399
481;Totaal mannen en vrouwen;10 jaar;2038;201965
482;Totaal mannen en vrouwen;10 jaar;2039;203113
483;Totaal mannen en vrouwen;10 jaar;2040;203856
484;Totaal mannen en vrouwen;10 jaar;2041;204247
485;Totaal mannen en vrouwen;10 jaar;2042;204321
486;Totaal mannen en vrouwen;10 jaar;2043;204114
487;Totaal mannen en vrouwen;10 jaar;2044;203688
488;Totaal mannen en vrouwen;10 jaar;2045;203157
489;Totaal mannen en vrouwen;10 jaar;2046;202454
