ID;NederlandseZeehavens;Vervoerstromen;SoortLading;Perioden;OvergeslagenBrutogewicht_1
1012;Totaal;Afvoer naar buitenland;Roro-eenheid;2021 3e kwartaal;4275.0
1013;Totaal;Afvoer naar buitenland;Roro-eenheid;2021 4e kwartaal;4123.0
1014;Totaal;Afvoer naar buitenland;Roro-eenheid;2021;17322.0
1015;Totaal;Afvoer naar buitenland;Roro-eenheid;2022 1e kwartaal;4291.0
1016;Totaal;Afvoer naar buitenland;Roro-eenheid;2022 2e kwartaal;4048.0
1017;Totaal;Afvoer naar buitenland;Roro-eenheid;2022 3e kwartaal;3931.0
1018;Totaal;Afvoer naar buitenland;Roro-eenheid;2022 4e kwartaal;3805.0
1019;Totaal;Afvoer naar buitenland;Roro-eenheid;2022;16076.0
1020;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2011 1e kwartaal;3349.0
1021;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2011 2e kwartaal;3149.0
1022;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2011 3e kwartaal;3076.0
1023;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2011 4e kwartaal;3270.0
1024;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2011;12843.0
1025;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2012 1e kwartaal;2666.0
1026;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2012 2e kwartaal;3089.0
1027;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2012 3e kwartaal;3257.0
1028;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2012 4e kwartaal;2805.0
1029;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2012;11817.0
1030;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2013 1e kwartaal;3286.0
1031;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2013 2e kwartaal;3618.0
1032;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2013 3e kwartaal;3265.0
1033;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2013 4e kwartaal;3423.0
1034;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2013;13593.0
1035;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2014 1e kwartaal;3765.0
1036;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2014 2e kwartaal;3828.0
1037;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2014 3e kwartaal;3639.0
1038;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2014 4e kwartaal;3721.0
1039;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2014;14953.0
1040;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2015 1e kwartaal;6660.0
1041;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2015 2e kwartaal;4391.0
1042;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2015 3e kwartaal;3998.0
1043;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2015 4e kwartaal;3978.0
1044;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2015;19027.0
1045;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2016 1e kwartaal;3761.0
1046;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2016 2e kwartaal;3841.0
1047;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2016 3e kwartaal;3855.0
1048;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2016 4e kwartaal;4138.0
1049;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2016;15596.0
1050;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2017 1e kwartaal;4190.0
1051;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2017 2e kwartaal;4017.0
1052;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2017 3e kwartaal;3951.0
1053;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2017 4e kwartaal;3989.0
1054;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2017;16146.0
1055;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2018 1e kwartaal;3849.0
1056;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2018 2e kwartaal;4192.0
1057;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2018 3e kwartaal;4401.0
1058;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2018 4e kwartaal;4360.0
1059;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2018;16802.0
1060;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2019 1e kwartaal;3556.0
1061;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2019 2e kwartaal;3421.0
1062;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2019 3e kwartaal;3589.0
1063;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2019 4e kwartaal;4011.0
1064;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2019;14577.0
1065;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2020 1e kwartaal;3767.0
1066;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2020 2e kwartaal;3406.0
1067;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2020 3e kwartaal;3765.0
1068;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2020 4e kwartaal;4283.0
1069;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2020;15221.0
1070;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2021 1e kwartaal;3948.0
1071;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2021 2e kwartaal;3996.0
1072;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2021 3e kwartaal;4154.0
1073;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2021 4e kwartaal;4234.0
1074;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2021;16333.0
1075;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2022 1e kwartaal;3555.0
1076;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2022 2e kwartaal;3656.0
1077;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2022 3e kwartaal;3794.0
1078;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2022 4e kwartaal;3670.0
1079;Totaal;Afvoer naar buitenland;Stukgoed/Overig/Onbekend;2022;14676.0
1080;Groningen Seaports;Aan- en afvoer;Totaal;2011 1e kwartaal;832.0
1081;Groningen Seaports;Aan- en afvoer;Totaal;2011 2e kwartaal;769.0
1082;Groningen Seaports;Aan- en afvoer;Totaal;2011 3e kwartaal;849.0
1083;Groningen Seaports;Aan- en afvoer;Totaal;2011 4e kwartaal;790.0
1084;Groningen Seaports;Aan- en afvoer;Totaal;2011;3239.0
1085;Groningen Seaports;Aan- en afvoer;Totaal;2012 1e kwartaal;842.0
1086;Groningen Seaports;Aan- en afvoer;Totaal;2012 2e kwartaal;683.0
1087;Groningen Seaports;Aan- en afvoer;Totaal;2012 3e kwartaal;909.0
1088;Groningen Seaports;Aan- en afvoer;Totaal;2012 4e kwartaal;1125.0
1089;Groningen Seaports;Aan- en afvoer;Totaal;2012;3558.0
1090;Groningen Seaports;Aan- en afvoer;Totaal;2013 1e kwartaal;807.0
1091;Groningen Seaports;Aan- en afvoer;Totaal;2013 2e kwartaal;1191.0
1092;Groningen Seaports;Aan- en afvoer;Totaal;2013 3e kwartaal;726.0
1093;Groningen Seaports;Aan- en afvoer;Totaal;2013 4e kwartaal;745.0
1094;Groningen Seaports;Aan- en afvoer;Totaal;2013;3469.0
1095;Groningen Seaports;Aan- en afvoer;Totaal;2014 1e kwartaal;839.0
1096;Groningen Seaports;Aan- en afvoer;Totaal;2014 2e kwartaal;877.0
1097;Groningen Seaports;Aan- en afvoer;Totaal;2014 3e kwartaal;1178.0
1098;Groningen Seaports;Aan- en afvoer;Totaal;2014 4e kwartaal;1221.0
1099;Groningen Seaports;Aan- en afvoer;Totaal;2014;4115.0
1100;Groningen Seaports;Aan- en afvoer;Totaal;2015 1e kwartaal;1664.0
1101;Groningen Seaports;Aan- en afvoer;Totaal;2015 2e kwartaal;1545.0
1102;Groningen Seaports;Aan- en afvoer;Totaal;2015 3e kwartaal;1442.0
1103;Groningen Seaports;Aan- en afvoer;Totaal;2015 4e kwartaal;1468.0
1104;Groningen Seaports;Aan- en afvoer;Totaal;2015;6119.0
1105;Groningen Seaports;Aan- en afvoer;Totaal;2016 1e kwartaal;1526.0
1106;Groningen Seaports;Aan- en afvoer;Totaal;2016 2e kwartaal;1896.0
1107;Groningen Seaports;Aan- en afvoer;Totaal;2016 3e kwartaal;1340.0
1108;Groningen Seaports;Aan- en afvoer;Totaal;2016 4e kwartaal;1563.0
1109;Groningen Seaports;Aan- en afvoer;Totaal;2016;6325.0
1110;Groningen Seaports;Aan- en afvoer;Totaal;2017 1e kwartaal;1958.0
1111;Groningen Seaports;Aan- en afvoer;Totaal;2017 2e kwartaal;1577.0
1112;Groningen Seaports;Aan- en afvoer;Totaal;2017 3e kwartaal;1571.0
1113;Groningen Seaports;Aan- en afvoer;Totaal;2017 4e kwartaal;1580.0
1114;Groningen Seaports;Aan- en afvoer;Totaal;2017;6686.0
1115;Groningen Seaports;Aan- en afvoer;Totaal;2018 1e kwartaal;1826.0
1116;Groningen Seaports;Aan- en afvoer;Totaal;2018 2e kwartaal;2121.0
1117;Groningen Seaports;Aan- en afvoer;Totaal;2018 3e kwartaal;1300.0
1118;Groningen Seaports;Aan- en afvoer;Totaal;2018 4e kwartaal;1989.0
1119;Groningen Seaports;Aan- en afvoer;Totaal;2018;7237.0
1120;Groningen Seaports;Aan- en afvoer;Totaal;2019 1e kwartaal;1683.0
1121;Groningen Seaports;Aan- en afvoer;Totaal;2019 2e kwartaal;1485.0
1122;Groningen Seaports;Aan- en afvoer;Totaal;2019 3e kwartaal;1270.0
1123;Groningen Seaports;Aan- en afvoer;Totaal;2019 4e kwartaal;1622.0
1124;Groningen Seaports;Aan- en afvoer;Totaal;2019;6061.0
1125;Groningen Seaports;Aan- en afvoer;Totaal;2020 1e kwartaal;1413.0
1126;Groningen Seaports;Aan- en afvoer;Totaal;2020 2e kwartaal;1003.0
1127;Groningen Seaports;Aan- en afvoer;Totaal;2020 3e kwartaal;925.0
1128;Groningen Seaports;Aan- en afvoer;Totaal;2020 4e kwartaal;1436.0
1129;Groningen Seaports;Aan- en afvoer;Totaal;2020;4777.0
1130;Groningen Seaports;Aan- en afvoer;Totaal;2021 1e kwartaal;1385.0
1131;Groningen Seaports;Aan- en afvoer;Totaal;2021 2e kwartaal;1254.0
1132;Groningen Seaports;Aan- en afvoer;Totaal;2021 3e kwartaal;1711.0
1133;Groningen Seaports;Aan- en afvoer;Totaal;2021 4e kwartaal;1543.0
1134;Groningen Seaports;Aan- en afvoer;Totaal;2021;5893.0
1135;Groningen Seaports;Aan- en afvoer;Totaal;2022 1e kwartaal;1419.0
1136;Groningen Seaports;Aan- en afvoer;Totaal;2022 2e kwartaal;958.0
1137;Groningen Seaports;Aan- en afvoer;Totaal;2022 3e kwartaal;2089.0
1138;Groningen Seaports;Aan- en afvoer;Totaal;2022 4e kwartaal;2015.0
1139;Groningen Seaports;Aan- en afvoer;Totaal;2022;6481.0
1140;Groningen Seaports;Aan- en afvoer;Droge bulk;2011 1e kwartaal;502.0
1141;Groningen Seaports;Aan- en afvoer;Droge bulk;2011 2e kwartaal;424.0
1142;Groningen Seaports;Aan- en afvoer;Droge bulk;2011 3e kwartaal;486.0
1143;Groningen Seaports;Aan- en afvoer;Droge bulk;2011 4e kwartaal;469.0
1144;Groningen Seaports;Aan- en afvoer;Droge bulk;2011;1880.0
1145;Groningen Seaports;Aan- en afvoer;Droge bulk;2012 1e kwartaal;483.0
1146;Groningen Seaports;Aan- en afvoer;Droge bulk;2012 2e kwartaal;392.0
1147;Groningen Seaports;Aan- en afvoer;Droge bulk;2012 3e kwartaal;418.0
1148;Groningen Seaports;Aan- en afvoer;Droge bulk;2012 4e kwartaal;507.0
1149;Groningen Seaports;Aan- en afvoer;Droge bulk;2012;1800.0
1150;Groningen Seaports;Aan- en afvoer;Droge bulk;2013 1e kwartaal;476.0
1151;Groningen Seaports;Aan- en afvoer;Droge bulk;2013 2e kwartaal;549.0
1152;Groningen Seaports;Aan- en afvoer;Droge bulk;2013 3e kwartaal;402.0
1153;Groningen Seaports;Aan- en afvoer;Droge bulk;2013 4e kwartaal;400.0
1154;Groningen Seaports;Aan- en afvoer;Droge bulk;2013;1827.0
1155;Groningen Seaports;Aan- en afvoer;Droge bulk;2014 1e kwartaal;437.0
1156;Groningen Seaports;Aan- en afvoer;Droge bulk;2014 2e kwartaal;471.0
1157;Groningen Seaports;Aan- en afvoer;Droge bulk;2014 3e kwartaal;772.0
1158;Groningen Seaports;Aan- en afvoer;Droge bulk;2014 4e kwartaal;716.0
1159;Groningen Seaports;Aan- en afvoer;Droge bulk;2014;2396.0
1160;Groningen Seaports;Aan- en afvoer;Droge bulk;2015 1e kwartaal;1121.0
1161;Groningen Seaports;Aan- en afvoer;Droge bulk;2015 2e kwartaal;1172.0
1162;Groningen Seaports;Aan- en afvoer;Droge bulk;2015 3e kwartaal;1004.0
1163;Groningen Seaports;Aan- en afvoer;Droge bulk;2015 4e kwartaal;1073.0
1164;Groningen Seaports;Aan- en afvoer;Droge bulk;2015;4369.0
1165;Groningen Seaports;Aan- en afvoer;Droge bulk;2016 1e kwartaal;1107.0
1166;Groningen Seaports;Aan- en afvoer;Droge bulk;2016 2e kwartaal;1421.0
1167;Groningen Seaports;Aan- en afvoer;Droge bulk;2016 3e kwartaal;941.0
1168;Groningen Seaports;Aan- en afvoer;Droge bulk;2016 4e kwartaal;1162.0
1169;Groningen Seaports;Aan- en afvoer;Droge bulk;2016;4630.0
1170;Groningen Seaports;Aan- en afvoer;Droge bulk;2017 1e kwartaal;1632.0
1171;Groningen Seaports;Aan- en afvoer;Droge bulk;2017 2e kwartaal;1248.0
1172;Groningen Seaports;Aan- en afvoer;Droge bulk;2017 3e kwartaal;1132.0
1173;Groningen Seaports;Aan- en afvoer;Droge bulk;2017 4e kwartaal;1181.0
1174;Groningen Seaports;Aan- en afvoer;Droge bulk;2017;5193.0
1175;Groningen Seaports;Aan- en afvoer;Droge bulk;2018 1e kwartaal;1543.0
1176;Groningen Seaports;Aan- en afvoer;Droge bulk;2018 2e kwartaal;1726.0
1177;Groningen Seaports;Aan- en afvoer;Droge bulk;2018 3e kwartaal;864.0
1178;Groningen Seaports;Aan- en afvoer;Droge bulk;2018 4e kwartaal;1348.0
1179;Groningen Seaports;Aan- en afvoer;Droge bulk;2018;5482.0
1180;Groningen Seaports;Aan- en afvoer;Droge bulk;2019 1e kwartaal;1341.0
1181;Groningen Seaports;Aan- en afvoer;Droge bulk;2019 2e kwartaal;1150.0
1182;Groningen Seaports;Aan- en afvoer;Droge bulk;2019 3e kwartaal;858.0
1183;Groningen Seaports;Aan- en afvoer;Droge bulk;2019 4e kwartaal;1021.0
1184;Groningen Seaports;Aan- en afvoer;Droge bulk;2019;4370.0
1185;Groningen Seaports;Aan- en afvoer;Droge bulk;2020 1e kwartaal;865.0
1186;Groningen Seaports;Aan- en afvoer;Droge bulk;2020 2e kwartaal;453.0
1187;Groningen Seaports;Aan- en afvoer;Droge bulk;2020 3e kwartaal;503.0
1188;Groningen Seaports;Aan- en afvoer;Droge bulk;2020 4e kwartaal;1064.0
1189;Groningen Seaports;Aan- en afvoer;Droge bulk;2020;2885.0
1190;Groningen Seaports;Aan- en afvoer;Droge bulk;2021 1e kwartaal;931.0
1191;Groningen Seaports;Aan- en afvoer;Droge bulk;2021 2e kwartaal;611.0
1192;Groningen Seaports;Aan- en afvoer;Droge bulk;2021 3e kwartaal;1208.0
1193;Groningen Seaports;Aan- en afvoer;Droge bulk;2021 4e kwartaal;1203.0
1194;Groningen Seaports;Aan- en afvoer;Droge bulk;2021;3952.0
1195;Groningen Seaports;Aan- en afvoer;Droge bulk;2022 1e kwartaal;944.0
1196;Groningen Seaports;Aan- en afvoer;Droge bulk;2022 2e kwartaal;594.0
1197;Groningen Seaports;Aan- en afvoer;Droge bulk;2022 3e kwartaal;1458.0
1198;Groningen Seaports;Aan- en afvoer;Droge bulk;2022 4e kwartaal;1067.0
1199;Groningen Seaports;Aan- en afvoer;Droge bulk;2022;4063.0
1200;Groningen Seaports;Aan- en afvoer;Natte bulk;2011 1e kwartaal;116.0
1201;Groningen Seaports;Aan- en afvoer;Natte bulk;2011 2e kwartaal;89.0
1202;Groningen Seaports;Aan- en afvoer;Natte bulk;2011 3e kwartaal;75.0
1203;Groningen Seaports;Aan- en afvoer;Natte bulk;2011 4e kwartaal;79.0
1204;Groningen Seaports;Aan- en afvoer;Natte bulk;2011;360.0
1205;Groningen Seaports;Aan- en afvoer;Natte bulk;2012 1e kwartaal;122.0
1206;Groningen Seaports;Aan- en afvoer;Natte bulk;2012 2e kwartaal;76.0
1207;Groningen Seaports;Aan- en afvoer;Natte bulk;2012 3e kwartaal;174.0
1208;Groningen Seaports;Aan- en afvoer;Natte bulk;2012 4e kwartaal;418.0
1209;Groningen Seaports;Aan- en afvoer;Natte bulk;2012;790.0
1210;Groningen Seaports;Aan- en afvoer;Natte bulk;2013 1e kwartaal;112.0
1211;Groningen Seaports;Aan- en afvoer;Natte bulk;2013 2e kwartaal;143.0
1212;Groningen Seaports;Aan- en afvoer;Natte bulk;2013 3e kwartaal;103.0
1213;Groningen Seaports;Aan- en afvoer;Natte bulk;2013 4e kwartaal;90.0
1214;Groningen Seaports;Aan- en afvoer;Natte bulk;2013;448.0
1215;Groningen Seaports;Aan- en afvoer;Natte bulk;2014 1e kwartaal;108.0
1216;Groningen Seaports;Aan- en afvoer;Natte bulk;2014 2e kwartaal;120.0
1217;Groningen Seaports;Aan- en afvoer;Natte bulk;2014 3e kwartaal;116.0
1218;Groningen Seaports;Aan- en afvoer;Natte bulk;2014 4e kwartaal;88.0
1219;Groningen Seaports;Aan- en afvoer;Natte bulk;2014;431.0
1220;Groningen Seaports;Aan- en afvoer;Natte bulk;2015 1e kwartaal;81.0
1221;Groningen Seaports;Aan- en afvoer;Natte bulk;2015 2e kwartaal;73.0
1222;Groningen Seaports;Aan- en afvoer;Natte bulk;2015 3e kwartaal;101.0
1223;Groningen Seaports;Aan- en afvoer;Natte bulk;2015 4e kwartaal;76.0
1224;Groningen Seaports;Aan- en afvoer;Natte bulk;2015;331.0
1225;Groningen Seaports;Aan- en afvoer;Natte bulk;2016 1e kwartaal;81.0
1226;Groningen Seaports;Aan- en afvoer;Natte bulk;2016 2e kwartaal;92.0
1227;Groningen Seaports;Aan- en afvoer;Natte bulk;2016 3e kwartaal;90.0
1228;Groningen Seaports;Aan- en afvoer;Natte bulk;2016 4e kwartaal;65.0
1229;Groningen Seaports;Aan- en afvoer;Natte bulk;2016;328.0
1230;Groningen Seaports;Aan- en afvoer;Natte bulk;2017 1e kwartaal;112.0
1231;Groningen Seaports;Aan- en afvoer;Natte bulk;2017 2e kwartaal;103.0
1232;Groningen Seaports;Aan- en afvoer;Natte bulk;2017 3e kwartaal;246.0
1233;Groningen Seaports;Aan- en afvoer;Natte bulk;2017 4e kwartaal;223.0
1234;Groningen Seaports;Aan- en afvoer;Natte bulk;2017;685.0
1235;Groningen Seaports;Aan- en afvoer;Natte bulk;2018 1e kwartaal;101.0
1236;Groningen Seaports;Aan- en afvoer;Natte bulk;2018 2e kwartaal;110.0
1237;Groningen Seaports;Aan- en afvoer;Natte bulk;2018 3e kwartaal;174.0
1238;Groningen Seaports;Aan- en afvoer;Natte bulk;2018 4e kwartaal;239.0
1239;Groningen Seaports;Aan- en afvoer;Natte bulk;2018;624.0
1240;Groningen Seaports;Aan- en afvoer;Natte bulk;2019 1e kwartaal;80.0
1241;Groningen Seaports;Aan- en afvoer;Natte bulk;2019 2e kwartaal;118.0
1242;Groningen Seaports;Aan- en afvoer;Natte bulk;2019 3e kwartaal;135.0
1243;Groningen Seaports;Aan- en afvoer;Natte bulk;2019 4e kwartaal;123.0
1244;Groningen Seaports;Aan- en afvoer;Natte bulk;2019;456.0
1245;Groningen Seaports;Aan- en afvoer;Natte bulk;2020 1e kwartaal;136.0
1246;Groningen Seaports;Aan- en afvoer;Natte bulk;2020 2e kwartaal;130.0
1247;Groningen Seaports;Aan- en afvoer;Natte bulk;2020 3e kwartaal;101.0
1248;Groningen Seaports;Aan- en afvoer;Natte bulk;2020 4e kwartaal;117.0
1249;Groningen Seaports;Aan- en afvoer;Natte bulk;2020;483.0
1250;Groningen Seaports;Aan- en afvoer;Natte bulk;2021 1e kwartaal;128.0
1251;Groningen Seaports;Aan- en afvoer;Natte bulk;2021 2e kwartaal;97.0
1252;Groningen Seaports;Aan- en afvoer;Natte bulk;2021 3e kwartaal;91.0
1253;Groningen Seaports;Aan- en afvoer;Natte bulk;2021 4e kwartaal;77.0
1254;Groningen Seaports;Aan- en afvoer;Natte bulk;2021;394.0
1255;Groningen Seaports;Aan- en afvoer;Natte bulk;2022 1e kwartaal;94.0
1256;Groningen Seaports;Aan- en afvoer;Natte bulk;2022 2e kwartaal;105.0
1257;Groningen Seaports;Aan- en afvoer;Natte bulk;2022 3e kwartaal;391.0
1258;Groningen Seaports;Aan- en afvoer;Natte bulk;2022 4e kwartaal;524.0
1259;Groningen Seaports;Aan- en afvoer;Natte bulk;2022;1113.0
1260;Groningen Seaports;Aan- en afvoer;Container;2011 1e kwartaal;43.0
1261;Groningen Seaports;Aan- en afvoer;Container;2011 2e kwartaal;39.0
1262;Groningen Seaports;Aan- en afvoer;Container;2011 3e kwartaal;34.0
1263;Groningen Seaports;Aan- en afvoer;Container;2011 4e kwartaal;29.0
1264;Groningen Seaports;Aan- en afvoer;Container;2011;145.0
1265;Groningen Seaports;Aan- en afvoer;Container;2012 1e kwartaal;29.0
1266;Groningen Seaports;Aan- en afvoer;Container;2012 2e kwartaal;28.0
1267;Groningen Seaports;Aan- en afvoer;Container;2012 3e kwartaal;39.0
1268;Groningen Seaports;Aan- en afvoer;Container;2012 4e kwartaal;32.0
1269;Groningen Seaports;Aan- en afvoer;Container;2012;128.0
1270;Groningen Seaports;Aan- en afvoer;Container;2013 1e kwartaal;25.0
1271;Groningen Seaports;Aan- en afvoer;Container;2013 2e kwartaal;24.0
1272;Groningen Seaports;Aan- en afvoer;Container;2013 3e kwartaal;45.0
1273;Groningen Seaports;Aan- en afvoer;Container;2013 4e kwartaal;27.0
1274;Groningen Seaports;Aan- en afvoer;Container;2013;122.0
1275;Groningen Seaports;Aan- en afvoer;Container;2014 1e kwartaal;18.0
1276;Groningen Seaports;Aan- en afvoer;Container;2014 2e kwartaal;25.0
1277;Groningen Seaports;Aan- en afvoer;Container;2014 3e kwartaal;41.0
1278;Groningen Seaports;Aan- en afvoer;Container;2014 4e kwartaal;48.0
1279;Groningen Seaports;Aan- en afvoer;Container;2014;133.0
1280;Groningen Seaports;Aan- en afvoer;Container;2015 1e kwartaal;48.0
1281;Groningen Seaports;Aan- en afvoer;Container;2015 2e kwartaal;28.0
1282;Groningen Seaports;Aan- en afvoer;Container;2015 3e kwartaal;25.0
1283;Groningen Seaports;Aan- en afvoer;Container;2015 4e kwartaal;18.0
1284;Groningen Seaports;Aan- en afvoer;Container;2015;119.0
1285;Groningen Seaports;Aan- en afvoer;Container;2016 1e kwartaal;25.0
1286;Groningen Seaports;Aan- en afvoer;Container;2016 2e kwartaal;23.0
1287;Groningen Seaports;Aan- en afvoer;Container;2016 3e kwartaal;29.0
1288;Groningen Seaports;Aan- en afvoer;Container;2016 4e kwartaal;23.0
1289;Groningen Seaports;Aan- en afvoer;Container;2016;100.0
1290;Groningen Seaports;Aan- en afvoer;Container;2017 1e kwartaal;29.0
1291;Groningen Seaports;Aan- en afvoer;Container;2017 2e kwartaal;19.0
1292;Groningen Seaports;Aan- en afvoer;Container;2017 3e kwartaal;20.0
1293;Groningen Seaports;Aan- en afvoer;Container;2017 4e kwartaal;14.0
1294;Groningen Seaports;Aan- en afvoer;Container;2017;82.0
1295;Groningen Seaports;Aan- en afvoer;Container;2018 1e kwartaal;15.0
1296;Groningen Seaports;Aan- en afvoer;Container;2018 2e kwartaal;23.0
1297;Groningen Seaports;Aan- en afvoer;Container;2018 3e kwartaal;43.0
1298;Groningen Seaports;Aan- en afvoer;Container;2018 4e kwartaal;14.0
1299;Groningen Seaports;Aan- en afvoer;Container;2018;95.0
1300;Groningen Seaports;Aan- en afvoer;Container;2019 1e kwartaal;23.0
1301;Groningen Seaports;Aan- en afvoer;Container;2019 2e kwartaal;20.0
1302;Groningen Seaports;Aan- en afvoer;Container;2019 3e kwartaal;21.0
1303;Groningen Seaports;Aan- en afvoer;Container;2019 4e kwartaal;12.0
1304;Groningen Seaports;Aan- en afvoer;Container;2019;76.0
1305;Groningen Seaports;Aan- en afvoer;Container;2020 1e kwartaal;19.0
1306;Groningen Seaports;Aan- en afvoer;Container;2020 2e kwartaal;15.0
1307;Groningen Seaports;Aan- en afvoer;Container;2020 3e kwartaal;8.0
1308;Groningen Seaports;Aan- en afvoer;Container;2020 4e kwartaal;17.0
1309;Groningen Seaports;Aan- en afvoer;Container;2020;58.0
1310;Groningen Seaports;Aan- en afvoer;Container;2021 1e kwartaal;16.0
1311;Groningen Seaports;Aan- en afvoer;Container;2021 2e kwartaal;22.0
1312;Groningen Seaports;Aan- en afvoer;Container;2021 3e kwartaal;24.0
1313;Groningen Seaports;Aan- en afvoer;Container;2021 4e kwartaal;16.0
1314;Groningen Seaports;Aan- en afvoer;Container;2021;79.0
1315;Groningen Seaports;Aan- en afvoer;Container;2022 1e kwartaal;27.0
1316;Groningen Seaports;Aan- en afvoer;Container;2022 2e kwartaal;40.0
1317;Groningen Seaports;Aan- en afvoer;Container;2022 3e kwartaal;31.0
1318;Groningen Seaports;Aan- en afvoer;Container;2022 4e kwartaal;22.0
1319;Groningen Seaports;Aan- en afvoer;Container;2022;121.0
1320;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2011 1e kwartaal;11.0
1321;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2011 2e kwartaal;27.0
1322;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2011 3e kwartaal;27.0
1323;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2011 4e kwartaal;24.0
1324;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2011;89.0
1325;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2012 1e kwartaal;12.0
1326;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2012 2e kwartaal;15.0
1327;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2012 3e kwartaal;18.0
1328;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2012 4e kwartaal;19.0
1329;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2012;63.0
1330;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2013 1e kwartaal;
1331;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2013 2e kwartaal;
1332;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2013 3e kwartaal;
1333;Groningen Seaports;Aan- en afvoer;Roro-eenheid;2013 4e kwartaal;
