ID;TypeMaatwerkvoorziening;RegioS;Perioden;Stand_1;Instroom_2;Uitstroom_3
0;Totaal;Aa en Hunze;1e halfjaar 2019;950.0;2260.0;595.0
1;Totaal;Aa en Hunze;2e halfjaar 2019;740.0;705.0;2110.0
2;Totaal;Aa en Hunze;2019;950.0;2965.0;2705.0
3;Totaal;Aa en Hunze;1e halfjaar 2020;1035.0;2065.0;1015.0
4;Totaal;Aa en Hunze;2e halfjaar 2020;2085.0;820.0;1800.0
5;Totaal;Aa en Hunze;2020;1035.0;2885.0;2815.0
6;Totaal;Aa en Hunze;1e halfjaar 2021;1085.0;1725.0;360.0
7;Totaal;Aa en Hunze;2e halfjaar 2021;2450.0;425.0;1740.0
8;Totaal;Aa en Hunze;2021;1085.0;2145.0;2100.0
9;Totaal;Aa en Hunze;1e halfjaar 2022;1695.0;1150.0;325.0
10;Totaal;Aa en Hunze;2e halfjaar 2022;2525.0;390.0;495.0
11;Totaal;Aa en Hunze;2022;1695.0;1540.0;820.0
12;Totaal;Aa en Hunze;1e halfjaar 2023;2405.0;435.0;305.0
13;Totaal;Aa en Hunze;2e halfjaar 2023;2535.0;215.0;1040.0
14;Totaal;Aa en Hunze;2023;2405.0;650.0;1345.0
15;Totaal;Aalsmeer;1e halfjaar 2019;;;
16;Totaal;Aalsmeer;2e halfjaar 2019;;;
17;Totaal;Aalsmeer;2019;;;
18;Totaal;Aalsmeer;1e halfjaar 2020;;;
19;Totaal;Aalsmeer;2e halfjaar 2020;;;
20;Totaal;Aalsmeer;2020;;;
21;Totaal;Aalsmeer;1e halfjaar 2021;;;
22;Totaal;Aalsmeer;2e halfjaar 2021;;;
23;Totaal;Aalsmeer;2021;;;
24;Totaal;Aalsmeer;1e halfjaar 2022;;;
25;Totaal;Aalsmeer;2e halfjaar 2022;;;
26;Totaal;Aalsmeer;2022;;;
27;Totaal;Aalsmeer;1e halfjaar 2023;2330.0;415.0;145.0
28;Totaal;Aalsmeer;2e halfjaar 2023;2600.0;365.0;300.0
29;Totaal;Aalsmeer;2023;2330.0;775.0;445.0
30;Totaal;Aalten;1e halfjaar 2019;2070.0;1040.0;865.0
31;Totaal;Aalten;2e halfjaar 2019;1040.0;780.0;875.0
32;Totaal;Aalten;2019;2070.0;1825.0;1740.0
33;Totaal;Aalten;1e halfjaar 2020;2570.0;655.0;340.0
34;Totaal;Aalten;2e halfjaar 2020;2885.0;280.0;385.0
35;Totaal;Aalten;2020;2570.0;935.0;725.0
36;Totaal;Aalten;1e halfjaar 2021;2770.0;350.0;510.0
37;Totaal;Aalten;2e halfjaar 2021;2615.0;365.0;670.0
38;Totaal;Aalten;2021;2770.0;720.0;1180.0
39;Totaal;Aalten;1e halfjaar 2022;2290.0;735.0;545.0
40;Totaal;Aalten;2e halfjaar 2022;2480.0;400.0;430.0
41;Totaal;Aalten;2022;2290.0;1130.0;970.0
42;Totaal;Aalten;1e halfjaar 2023;2395.0;480.0;365.0
43;Totaal;Aalten;2e halfjaar 2023;2510.0;330.0;340.0
44;Totaal;Aalten;2023;2395.0;805.0;705.0
45;Totaal;Achtkarspelen;1e halfjaar 2019;2965.0;1315.0;955.0
46;Totaal;Achtkarspelen;2e halfjaar 2019;1595.0;1210.0;1830.0
47;Totaal;Achtkarspelen;2019;2965.0;2525.0;2785.0
48;Totaal;Achtkarspelen;1e halfjaar 2020;930.0;1745.0;375.0
49;Totaal;Achtkarspelen;2e halfjaar 2020;2300.0;345.0;505.0
50;Totaal;Achtkarspelen;2020;930.0;2090.0;885.0
51;Totaal;Achtkarspelen;1e halfjaar 2021;2055.0;590.0;360.0
52;Totaal;Achtkarspelen;2e halfjaar 2021;2280.0;385.0;560.0
53;Totaal;Achtkarspelen;2021;2055.0;975.0;920.0
54;Totaal;Achtkarspelen;1e halfjaar 2022;1965.0;530.0;300.0
55;Totaal;Achtkarspelen;2e halfjaar 2022;2200.0;420.0;500.0
56;Totaal;Achtkarspelen;2022;1965.0;950.0;800.0
57;Totaal;Achtkarspelen;1e halfjaar 2023;1900.0;580.0;305.0
58;Totaal;Achtkarspelen;2e halfjaar 2023;2170.0;325.0;380.0
59;Totaal;Achtkarspelen;2023;1900.0;900.0;685.0
60;Totaal;Alblasserdam;1e halfjaar 2019;1740.0;420.0;345.0
61;Totaal;Alblasserdam;2e halfjaar 2019;1230.0;440.0;345.0
62;Totaal;Alblasserdam;2019;1740.0;860.0;690.0
63;Totaal;Alblasserdam;1e halfjaar 2020;1695.0;225.0;165.0
64;Totaal;Alblasserdam;2e halfjaar 2020;1755.0;250.0;280.0
65;Totaal;Alblasserdam;2020;1695.0;475.0;445.0
66;Totaal;Alblasserdam;1e halfjaar 2021;1690.0;310.0;220.0
67;Totaal;Alblasserdam;2e halfjaar 2021;1775.0;210.0;210.0
68;Totaal;Alblasserdam;2021;1690.0;520.0;435.0
69;Totaal;Alblasserdam;1e halfjaar 2022;1745.0;220.0;195.0
70;Totaal;Alblasserdam;2e halfjaar 2022;1770.0;215.0;185.0
71;Totaal;Alblasserdam;2022;1745.0;435.0;380.0
72;Totaal;Alblasserdam;1e halfjaar 2023;1785.0;225.0;155.0
73;Totaal;Alblasserdam;2e halfjaar 2023;1855.0;195.0;145.0
74;Totaal;Alblasserdam;2023;1785.0;420.0;300.0
75;Totaal;Albrandswaard;1e halfjaar 2019;1730.0;585.0;325.0
76;Totaal;Albrandswaard;2e halfjaar 2019;1170.0;615.0;325.0
77;Totaal;Albrandswaard;2019;1730.0;1200.0;650.0
78;Totaal;Albrandswaard;1e halfjaar 2020;1930.0;225.0;185.0
79;Totaal;Albrandswaard;2e halfjaar 2020;1970.0;210.0;665.0
80;Totaal;Albrandswaard;2020;1930.0;435.0;845.0
81;Totaal;Albrandswaard;1e halfjaar 2021;1450.0;660.0;200.0
82;Totaal;Albrandswaard;2e halfjaar 2021;1915.0;225.0;440.0
83;Totaal;Albrandswaard;2021;1450.0;885.0;640.0
84;Totaal;Albrandswaard;1e halfjaar 2022;1645.0;500.0;200.0
85;Totaal;Albrandswaard;2e halfjaar 2022;1945.0;225.0;265.0
86;Totaal;Albrandswaard;2022;1645.0;725.0;465.0
87;Totaal;Albrandswaard;1e halfjaar 2023;1865.0;310.0;225.0
88;Totaal;Albrandswaard;2e halfjaar 2023;1950.0;270.0;245.0
89;Totaal;Albrandswaard;2023;1865.0;585.0;470.0
90;Totaal;Alkmaar;1e halfjaar 2019;10030.0;3135.0;2460.0
91;Totaal;Alkmaar;2e halfjaar 2019;5745.0;5620.0;4990.0
92;Totaal;Alkmaar;2019;10030.0;8755.0;7450.0
93;Totaal;Alkmaar;1e halfjaar 2020;9815.0;1410.0;1220.0
94;Totaal;Alkmaar;2e halfjaar 2020;10000.0;1260.0;3515.0
95;Totaal;Alkmaar;2020;9815.0;2670.0;4740.0
96;Totaal;Alkmaar;1e halfjaar 2021;7580.0;3340.0;1365.0
97;Totaal;Alkmaar;2e halfjaar 2021;9560.0;1140.0;1495.0
98;Totaal;Alkmaar;2021;7580.0;4480.0;2860.0
99;Totaal;Alkmaar;1e halfjaar 2022;9105.0;1410.0;1145.0
100;Totaal;Alkmaar;2e halfjaar 2022;9370.0;1125.0;1305.0
101;Totaal;Alkmaar;2022;9105.0;2535.0;2450.0
102;Totaal;Alkmaar;1e halfjaar 2023;8925.0;1705.0;1205.0
103;Totaal;Alkmaar;2e halfjaar 2023;9425.0;1270.0;1370.0
104;Totaal;Alkmaar;2023;8925.0;2975.0;2575.0
105;Totaal;Almelo;1e halfjaar 2019;7305.0;4040.0;3010.0
106;Totaal;Almelo;2e halfjaar 2019;4005.0;3035.0;3450.0
107;Totaal;Almelo;2019;7305.0;7075.0;6460.0
108;Totaal;Almelo;1e halfjaar 2020;5030.0;1495.0;745.0
109;Totaal;Almelo;2e halfjaar 2020;5780.0;895.0;3835.0
110;Totaal;Almelo;2020;5030.0;2390.0;4580.0
111;Totaal;Almelo;1e halfjaar 2021;2765.0;3805.0;920.0
112;Totaal;Almelo;2e halfjaar 2021;5650.0;940.0;1270.0
113;Totaal;Almelo;2021;2765.0;4740.0;2190.0
114;Totaal;Almelo;1e halfjaar 2022;5295.0;1210.0;875.0
115;Totaal;Almelo;2e halfjaar 2022;5625.0;820.0;1030.0
116;Totaal;Almelo;2022;5295.0;2025.0;1905.0
117;Totaal;Almelo;1e halfjaar 2023;5310.0;1220.0;865.0
118;Totaal;Almelo;2e halfjaar 2023;5660.0;900.0;3550.0
119;Totaal;Almelo;2023;5310.0;2120.0;4420.0
120;Totaal;Almere;1e halfjaar 2019;16830.0;3200.0;2095.0
121;Totaal;Almere;2e halfjaar 2019;10265.0;3510.0;2845.0
122;Totaal;Almere;2019;16830.0;6710.0;4945.0
123;Totaal;Almere;1e halfjaar 2020;16310.0;2240.0;1410.0
124;Totaal;Almere;2e halfjaar 2020;17140.0;1810.0;6900.0
125;Totaal;Almere;2020;16310.0;4050.0;8310.0
126;Totaal;Almere;1e halfjaar 2021;11735.0;7440.0;2330.0
127;Totaal;Almere;2e halfjaar 2021;16850.0;1960.0;2055.0
128;Totaal;Almere;2021;11735.0;9400.0;4385.0
129;Totaal;Almere;1e halfjaar 2022;16455.0;2085.0;1680.0
130;Totaal;Almere;2e halfjaar 2022;16860.0;1785.0;2805.0
131;Totaal;Almere;2022;16455.0;3865.0;4485.0
132;Totaal;Almere;1e halfjaar 2023;6035.0;7740.0;2720.0
133;Totaal;Almere;2e halfjaar 2023;11055.0;2965.0;4395.0
134;Totaal;Almere;2023;6035.0;10705.0;7115.0
135;Totaal;Alphen aan den Rijn;1e halfjaar 2019;5725.0;1170.0;785.0
136;Totaal;Alphen aan den Rijn;2e halfjaar 2019;4085.0;870.0;1395.0
137;Totaal;Alphen aan den Rijn;2019;5725.0;2040.0;2180.0
138;Totaal;Alphen aan den Rijn;1e halfjaar 2020;4500.0;1205.0;530.0
139;Totaal;Alphen aan den Rijn;2e halfjaar 2020;5175.0;690.0;2485.0
140;Totaal;Alphen aan den Rijn;2020;4500.0;1900.0;3010.0
141;Totaal;Alphen aan den Rijn;1e halfjaar 2021;3560.0;2645.0;655.0
142;Totaal;Alphen aan den Rijn;2e halfjaar 2021;5550.0;1010.0;1675.0
143;Totaal;Alphen aan den Rijn;2021;3560.0;3655.0;2330.0
144;Totaal;Alphen aan den Rijn;1e halfjaar 2022;3695.0;2815.0;790.0
145;Totaal;Alphen aan den Rijn;2e halfjaar 2022;5720.0;770.0;860.0
146;Totaal;Alphen aan den Rijn;2022;3695.0;3585.0;1650.0
147;Totaal;Alphen aan den Rijn;1e halfjaar 2023;5360.0;895.0;805.0
148;Totaal;Alphen aan den Rijn;2e halfjaar 2023;5450.0;700.0;735.0
149;Totaal;Alphen aan den Rijn;2023;5360.0;1595.0;1540.0
150;Totaal;Alphen-Chaam;1e halfjaar 2019;445.0;210.0;125.0
151;Totaal;Alphen-Chaam;2e halfjaar 2019;190.0;180.0;100.0
152;Totaal;Alphen-Chaam;2019;445.0;390.0;225.0
153;Totaal;Alphen-Chaam;1e halfjaar 2020;580.0;120.0;80.0
154;Totaal;Alphen-Chaam;2e halfjaar 2020;625.0;105.0;140.0
155;Totaal;Alphen-Chaam;2020;580.0;225.0;215.0
156;Totaal;Alphen-Chaam;1e halfjaar 2021;585.0;170.0;80.0
157;Totaal;Alphen-Chaam;2e halfjaar 2021;670.0;110.0;100.0
158;Totaal;Alphen-Chaam;2021;585.0;280.0;180.0
159;Totaal;Alphen-Chaam;1e halfjaar 2022;680.0;130.0;80.0
160;Totaal;Alphen-Chaam;2e halfjaar 2022;730.0;115.0;250.0
161;Totaal;Alphen-Chaam;2022;680.0;245.0;335.0
162;Totaal;Alphen-Chaam;1e halfjaar 2023;580.0;275.0;115.0
163;Totaal;Alphen-Chaam;2e halfjaar 2023;740.0;125.0;105.0
164;Totaal;Alphen-Chaam;2023;580.0;400.0;220.0
165;Totaal;Altena;1e halfjaar 2019;;5340.0;1060.0
166;Totaal;Altena;2e halfjaar 2019;;1535.0;875.0
167;Totaal;Altena;2019;;6880.0;1935.0
168;Totaal;Altena;1e halfjaar 2020;4315.0;590.0;415.0
169;Totaal;Altena;2e halfjaar 2020;4495.0;540.0;1155.0
170;Totaal;Altena;2020;4315.0;1135.0;1570.0
171;Totaal;Altena;1e halfjaar 2021;3760.0;1200.0;530.0
172;Totaal;Altena;2e halfjaar 2021;4430.0;580.0;590.0
173;Totaal;Altena;2021;3760.0;1780.0;1120.0
174;Totaal;Altena;1e halfjaar 2022;4350.0;750.0;500.0
175;Totaal;Altena;2e halfjaar 2022;4605.0;510.0;530.0
176;Totaal;Altena;2022;4350.0;1260.0;1025.0
177;Totaal;Altena;1e halfjaar 2023;4435.0;710.0;575.0
178;Totaal;Altena;2e halfjaar 2023;4570.0;540.0;835.0
179;Totaal;Altena;2023;4435.0;1245.0;1410.0
180;Totaal;Ameland;1e halfjaar 2019;270.0;75.0;35.0
181;Totaal;Ameland;2e halfjaar 2019;205.0;60.0;65.0
182;Totaal;Ameland;2019;270.0;135.0;100.0
183;Totaal;Ameland;1e halfjaar 2020;250.0;110.0;40.0
184;Totaal;Ameland;2e halfjaar 2020;320.0;45.0;35.0
185;Totaal;Ameland;2020;250.0;155.0;75.0
186;Totaal;Ameland;1e halfjaar 2021;340.0;50.0;35.0
187;Totaal;Ameland;2e halfjaar 2021;355.0;35.0;75.0
188;Totaal;Ameland;2021;340.0;85.0;110.0
189;Totaal;Ameland;1e halfjaar 2022;420.0;110.0;35.0
190;Totaal;Ameland;2e halfjaar 2022;490.0;40.0;65.0
191;Totaal;Ameland;2022;420.0;150.0;100.0
192;Totaal;Ameland;1e halfjaar 2023;295.0;55.0;35.0
193;Totaal;Ameland;2e halfjaar 2023;315.0;40.0;40.0
194;Totaal;Ameland;2023;295.0;95.0;75.0
195;Totaal;Amersfoort;1e halfjaar 2019;11210.0;10410.0;4465.0
196;Totaal;Amersfoort;2e halfjaar 2019;8250.0;4685.0;4630.0
197;Totaal;Amersfoort;2019;11210.0;15090.0;9095.0
198;Totaal;Amersfoort;1e halfjaar 2020;12400.0;2490.0;1705.0
199;Totaal;Amersfoort;2e halfjaar 2020;13185.0;1940.0;3650.0
200;Totaal;Amersfoort;2020;12400.0;4430.0;5355.0
201;Totaal;Amersfoort;1e halfjaar 2021;11075.0;3610.0;2045.0
202;Totaal;Amersfoort;2e halfjaar 2021;12645.0;2230.0;2660.0
203;Totaal;Amersfoort;2021;11075.0;5840.0;4705.0
204;Totaal;Amersfoort;1e halfjaar 2022;11945.0;2800.0;2145.0
205;Totaal;Amersfoort;2e halfjaar 2022;12600.0;2065.0;5325.0
206;Totaal;Amersfoort;2022;11945.0;4865.0;7470.0
207;Totaal;Amersfoort;1e halfjaar 2023;9130.0;5235.0;1700.0
208;Totaal;Amersfoort;2e halfjaar 2023;12660.0;1890.0;1925.0
209;Totaal;Amersfoort;2023;9130.0;7125.0;3625.0
210;Totaal;Amstelveen;1e halfjaar 2019;;;
211;Totaal;Amstelveen;2e halfjaar 2019;;;
212;Totaal;Amstelveen;2019;;;
213;Totaal;Amstelveen;1e halfjaar 2020;;;
214;Totaal;Amstelveen;2e halfjaar 2020;;;
215;Totaal;Amstelveen;2020;;;
216;Totaal;Amstelveen;1e halfjaar 2021;;;
217;Totaal;Amstelveen;2e halfjaar 2021;;;
218;Totaal;Amstelveen;2021;;;
219;Totaal;Amstelveen;1e halfjaar 2022;;;
220;Totaal;Amstelveen;2e halfjaar 2022;;;
221;Totaal;Amstelveen;2022;;;
222;Totaal;Amstelveen;1e halfjaar 2023;6880.0;1375.0;1065.0
223;Totaal;Amstelveen;2e halfjaar 2023;7190.0;15.0;1250.0
224;Totaal;Amstelveen;2023;6880.0;1390.0;2315.0
225;Totaal;Amsterdam;1e halfjaar 2019;105660.0;17695.0;11225.0
226;Totaal;Amsterdam;2e halfjaar 2019;76950.0;14945.0;13535.0
227;Totaal;Amsterdam;2019;105660.0;32640.0;24760.0
228;Totaal;Amsterdam;1e halfjaar 2020;95405.0;13905.0;9270.0
229;Totaal;Amsterdam;2e halfjaar 2020;100040.0;10860.0;35900.0
230;Totaal;Amsterdam;2020;95405.0;24765.0;45170.0
231;Totaal;Amsterdam;1e halfjaar 2021;74030.0;36435.0;13135.0
232;Totaal;Amsterdam;2e halfjaar 2021;93165.0;9965.0;13220.0
233;Totaal;Amsterdam;2021;69980.0;44765.0;24830.0
234;Totaal;Amsterdam;1e halfjaar 2022;92765.0;13640.0;11485.0
235;Totaal;Amsterdam;2e halfjaar 2022;94920.0;10750.0;12860.0
236;Totaal;Amsterdam;2022;92765.0;24390.0;24345.0
237;Totaal;Amsterdam;1e halfjaar 2023;90585.0;12770.0;11635.0
238;Totaal;Amsterdam;2e halfjaar 2023;91715.0;12715.0;12305.0
239;Totaal;Amsterdam;2023;90585.0;25480.0;23940.0
240;Totaal;Apeldoorn;1e halfjaar 2019;19545.0;6025.0;4245.0
241;Totaal;Apeldoorn;2e halfjaar 2019;4965.0;5710.0;5315.0
242;Totaal;Apeldoorn;2019;19545.0;11735.0;9560.0
243;Totaal;Apeldoorn;1e halfjaar 2020;15325.0;3610.0;1930.0
244;Totaal;Apeldoorn;2e halfjaar 2020;17005.0;1865.0;4005.0
245;Totaal;Apeldoorn;2020;15325.0;5475.0;5935.0
246;Totaal;Apeldoorn;1e halfjaar 2021;14575.0;4130.0;1960.0
247;Totaal;Apeldoorn;2e halfjaar 2021;16750.0;2320.0;2520.0
248;Totaal;Apeldoorn;2021;14575.0;6450.0;4480.0
249;Totaal;Apeldoorn;1e halfjaar 2022;16305.0;3025.0;2165.0
250;Totaal;Apeldoorn;2e halfjaar 2022;17165.0;2635.0;2555.0
251;Totaal;Apeldoorn;2022;16305.0;5660.0;4720.0
252;Totaal;Apeldoorn;1e halfjaar 2023;16185.0;2800.0;2260.0
253;Totaal;Apeldoorn;2e halfjaar 2023;16725.0;2875.0;2510.0
254;Totaal;Apeldoorn;2023;16185.0;5675.0;4775.0
255;Totaal;Appingedam;1e halfjaar 2019;570.0;435.0;350.0
256;Totaal;Appingedam;2e halfjaar 2019;;;
257;Totaal;Appingedam;2019;;;
258;Totaal;Appingedam;1e halfjaar 2020;1020.0;275.0;145.0
259;Totaal;Appingedam;2e halfjaar 2020;1150.0;155.0;1300.0
260;Totaal;Appingedam;2020;1020.0;430.0;1445.0
261;Totaal;Appingedam;1e halfjaar 2021;;;
262;Totaal;Appingedam;2e halfjaar 2021;;;
263;Totaal;Appingedam;2021;;;
264;Totaal;Appingedam;1e halfjaar 2022;;;
265;Totaal;Appingedam;2e halfjaar 2022;;;
266;Totaal;Appingedam;2022;;;
267;Totaal;Appingedam;1e halfjaar 2023;;;
268;Totaal;Appingedam;2e halfjaar 2023;;;
269;Totaal;Appingedam;2023;;;
270;Totaal;Arnhem;1e halfjaar 2019;12065.0;5465.0;2270.0
271;Totaal;Arnhem;2e halfjaar 2019;5635.0;5020.0;4760.0
272;Totaal;Arnhem;2019;12065.0;10485.0;7035.0
273;Totaal;Arnhem;1e halfjaar 2020;13025.0;4935.0;3385.0
274;Totaal;Arnhem;2e halfjaar 2020;14575.0;3885.0;6005.0
275;Totaal;Arnhem;2020;13025.0;8815.0;9390.0
276;Totaal;Arnhem;1e halfjaar 2021;12345.0;5710.0;2515.0
277;Totaal;Arnhem;2e halfjaar 2021;15540.0;3175.0;3725.0
278;Totaal;Arnhem;2021;12345.0;8885.0;6240.0
279;Totaal;Arnhem;1e halfjaar 2022;14085.0;3815.0;2585.0
280;Totaal;Arnhem;2e halfjaar 2022;15315.0;3125.0;3395.0
281;Totaal;Arnhem;2022;14085.0;6935.0;5985.0
282;Totaal;Arnhem;1e halfjaar 2023;14375.0;3840.0;2475.0
283;Totaal;Arnhem;2e halfjaar 2023;15735.0;2750.0;3255.0
284;Totaal;Arnhem;2023;14375.0;6590.0;5735.0
285;Totaal;Assen;1e halfjaar 2019;10465.0;4490.0;3005.0
286;Totaal;Assen;2e halfjaar 2019;6495.0;2935.0;4345.0
287;Totaal;Assen;2019;10465.0;7425.0;7350.0
288;Totaal;Assen;1e halfjaar 2020;7175.0;3080.0;1390.0
289;Totaal;Assen;2e halfjaar 2020;8865.0;1080.0;3580.0
290;Totaal;Assen;2020;7175.0;4160.0;4965.0
291;Totaal;Assen;1e halfjaar 2021;6230.0;3325.0;1135.0
292;Totaal;Assen;2e halfjaar 2021;8420.0;1110.0;2310.0
293;Totaal;Assen;2021;6230.0;4435.0;3445.0
294;Totaal;Assen;1e halfjaar 2022;7120.0;2250.0;1060.0
295;Totaal;Assen;2e halfjaar 2022;8310.0;1020.0;1415.0
296;Totaal;Assen;2022;7120.0;3270.0;2475.0
297;Totaal;Assen;1e halfjaar 2023;7955.0;1530.0;1060.0
298;Totaal;Assen;2e halfjaar 2023;8425.0;1025.0;2915.0
299;Totaal;Assen;2023;7955.0;2555.0;3975.0
300;Totaal;Asten;1e halfjaar 2019;1610.0;370.0;210.0
301;Totaal;Asten;2e halfjaar 2019;1205.0;450.0;385.0
302;Totaal;Asten;2019;1610.0;825.0;595.0
303;Totaal;Asten;1e halfjaar 2020;1355.0;225.0;180.0
304;Totaal;Asten;2e halfjaar 2020;1395.0;160.0;275.0
305;Totaal;Asten;2020;1355.0;385.0;455.0
306;Totaal;Asten;1e halfjaar 2021;1250.0;290.0;135.0
307;Totaal;Asten;2e halfjaar 2021;1405.0;230.0;500.0
308;Totaal;Asten;2021;1250.0;515.0;635.0
309;Totaal;Asten;1e halfjaar 2022;1115.0;520.0;165.0
310;Totaal;Asten;2e halfjaar 2022;1470.0;190.0;170.0
311;Totaal;Asten;2022;1115.0;710.0;335.0
312;Totaal;Asten;1e halfjaar 2023;1480.0;200.0;200.0
313;Totaal;Asten;2e halfjaar 2023;1480.0;185.0;200.0
314;Totaal;Asten;2023;1480.0;385.0;400.0
315;Totaal;Baarle-Nassau;1e halfjaar 2019;405.0;215.0;110.0
316;Totaal;Baarle-Nassau;2e halfjaar 2019;215.0;185.0;140.0
317;Totaal;Baarle-Nassau;2019;405.0;400.0;250.0
318;Totaal;Baarle-Nassau;1e halfjaar 2020;540.0;105.0;75.0
319;Totaal;Baarle-Nassau;2e halfjaar 2020;570.0;105.0;165.0
320;Totaal;Baarle-Nassau;2020;540.0;210.0;240.0
321;Totaal;Baarle-Nassau;1e halfjaar 2021;505.0;190.0;80.0
322;Totaal;Baarle-Nassau;2e halfjaar 2021;615.0;80.0;115.0
323;Totaal;Baarle-Nassau;2021;505.0;270.0;190.0
324;Totaal;Baarle-Nassau;1e halfjaar 2022;580.0;120.0;100.0
325;Totaal;Baarle-Nassau;2e halfjaar 2022;600.0;80.0;180.0
326;Totaal;Baarle-Nassau;2022;580.0;200.0;285.0
327;Totaal;Baarle-Nassau;1e halfjaar 2023;480.0;200.0;90.0
328;Totaal;Baarle-Nassau;2e halfjaar 2023;590.0;130.0;90.0
329;Totaal;Baarle-Nassau;2023;480.0;330.0;180.0
330;Totaal;Baarn;1e halfjaar 2019;2640.0;695.0;430.0
331;Totaal;Baarn;2e halfjaar 2019;1975.0;120.0;420.0
332;Totaal;Baarn;2019;2640.0;815.0;850.0
333;Totaal;Baarn;1e halfjaar 2020;2315.0;465.0;260.0
334;Totaal;Baarn;2e halfjaar 2020;2520.0;280.0;1040.0
335;Totaal;Baarn;2020;2315.0;750.0;1300.0
336;Totaal;Baarn;1e halfjaar 2021;1710.0;1080.0;260.0
337;Totaal;Baarn;2e halfjaar 2021;2525.0;295.0;305.0
338;Totaal;Baarn;2021;1710.0;1375.0;570.0
339;Totaal;Baarn;1e halfjaar 2022;2470.0;355.0;340.0
340;Totaal;Baarn;2e halfjaar 2022;2485.0;290.0;345.0
341;Totaal;Baarn;2022;2470.0;645.0;685.0
342;Totaal;Baarn;1e halfjaar 2023;2375.0;375.0;250.0
343;Totaal;Baarn;2e halfjaar 2023;2500.0;335.0;330.0
344;Totaal;Baarn;2023;2375.0;710.0;580.0
345;Totaal;Barendrecht;1e halfjaar 2019;3495.0;1115.0;695.0
346;Totaal;Barendrecht;2e halfjaar 2019;2335.0;1150.0;655.0
347;Totaal;Barendrecht;2019;3495.0;2265.0;1355.0
348;Totaal;Barendrecht;1e halfjaar 2020;3635.0;445.0;285.0
349;Totaal;Barendrecht;2e halfjaar 2020;3800.0;355.0;1240.0
350;Totaal;Barendrecht;2020;3635.0;800.0;1525.0
351;Totaal;Barendrecht;1e halfjaar 2021;2810.0;1225.0;305.0
352;Totaal;Barendrecht;2e halfjaar 2021;3730.0;395.0;730.0
353;Totaal;Barendrecht;2021;2810.0;1620.0;1030.0
