ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;RegioS;Perioden;BevolkingOp1Januari_1
4982;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rijswijk (ZH.);2013;47372.0
4983;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rijswijk (ZH.);2014;47634.0
4984;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rijswijk (ZH.);2015;48216.0
4985;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rijswijk (ZH.);2016;49328.0
4986;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rijswijk (ZH.);2017;51027.0
4987;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rijswijk (ZH.);2018;52208.0
4988;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rijswijk (ZH.);2019;53467.0
4989;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rijswijk (ZH.);2020;54450.0
4990;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rijswijk (ZH.);2021;55220.0
4991;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rijswijk (ZH.);2022;56941.0
4992;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2010;21307.0
4993;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2011;21239.0
4994;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2012;21092.0
4995;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2013;20996.0
4996;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2014;20832.0
4997;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2015;20699.0
4998;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2016;20686.0
4999;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2017;20700.0
5000;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2018;20728.0
5001;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2019;20615.0
5002;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2020;20574.0
5003;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2021;20580.0
5004;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roerdalen;2022;20558.0
5005;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2010;55212.0
5006;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2011;55595.0
5007;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2012;56165.0
5008;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2013;56690.0
5009;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2014;56929.0
5010;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2015;57005.0
5011;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2016;57010.0
5012;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2017;57390.0
5013;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2018;57761.0
5014;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2019;58209.0
5015;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2020;58260.0
5016;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2021;58763.0
5017;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roermond;2022;59184.0
5018;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2010;34400.0
5019;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2011;43004.0
5020;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2012;42977.0
5021;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2013;42846.0
5022;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2014;42642.0
5023;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2015;42588.0
5024;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2016;42576.0
5025;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2017;42763.0
5026;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2018;43620.0
5027;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2019;44059.0
5028;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2020;44456.0
5029;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2021;44720.0
5030;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;De Ronde Venen;2022;44955.0
5031;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2010;77566.0
5032;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2011;77541.0
5033;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2012;77426.0
5034;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2013;77155.0
5035;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2014;77027.0
5036;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2015;76874.0
5037;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2016;76960.0
5038;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2017;77163.0
5039;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2018;77000.0
5040;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2019;77032.0
5041;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2020;77251.0
5042;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2021;77200.0
5043;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Roosendaal;2022;77244.0
5044;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2010;593049.0
5045;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2011;610386.0
5046;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2012;616260.0
5047;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2013;616294.0
5048;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2014;618357.0
5049;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2015;623652.0
5050;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2016;629606.0
5051;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2017;634660.0
5052;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2018;638712.0
5053;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2019;644618.0
5054;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2020;651157.0
5055;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2021;651631.0
5056;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rotterdam;2022;655468.0
5057;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2010;12494.0
5058;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2011;
5059;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2012;
5060;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2013;
5061;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2014;
5062;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2015;
5063;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2016;
5064;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2017;
5065;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2018;
5066;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2019;
5067;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2020;
5068;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2021;
5069;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozenburg;2022;
5070;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2010;1495.0
5071;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2011;1512.0
5072;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2012;1514.0
5073;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2013;1501.0
5074;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2014;1503.0
5075;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2015;1509.0
5076;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2016;1498.0
5077;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2017;1498.0
5078;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2018;1575.0
5079;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2019;1654.0
5080;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2020;1704.0
5081;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2021;1726.0
5082;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rozendaal;2022;1756.0
5083;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2010;22484.0
5084;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2011;22430.0
5085;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2012;22320.0
5086;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2013;22268.0
5087;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2014;22180.0
5088;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2015;22233.0
5089;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2016;22276.0
5090;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2017;22345.0
5091;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2018;22401.0
5092;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2019;22572.0
5093;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2020;22878.0
5094;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2021;23080.0
5095;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Rucphen;2022;23326.0
5096;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2010;18736.0
5097;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2011;18671.0
5098;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2012;18653.0
5099;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2013;46207.0
5100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2014;45978.0
5101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2015;46137.0
5102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2016;46159.0
5103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2017;46193.0
5104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2018;46379.0
5105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2019;46553.0
5106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2020;46483.0
5107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2021;46532.0
5108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schagen;2022;46833.0
5109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2010;5360.0
5110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2011;5359.0
5111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2012;5456.0
5112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2013;5501.0
5113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2014;5539.0
5114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2015;
5115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2016;
5116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2017;
5117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2018;
5118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2019;
5119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2020;
5120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2021;
5121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schermer;2022;
5122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2010;9316.0
5123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2011;9327.0
5124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2012;9354.0
5125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2013;9403.0
5126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2014;9498.0
5127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2015;9522.0
5128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2016;9529.0
5129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2017;9704.0
5130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2018;9751.0
5131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2019;9873.0
5132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2020;9880.0
5133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2021;10128.0
5134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Scherpenzeel;2022;10317.0
5135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2010;75565.0
5136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2011;75718.0
5137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2012;76244.0
5138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2013;76216.0
5139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2014;76450.0
5140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2015;76869.0
5141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2016;77108.0
5142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2017;77838.0
5143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2018;77907.0
5144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2019;77999.0
5145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2020;78730.0
5146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2021;79279.0
5147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiedam;2022;79644.0
5148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2010;942.0
5149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2011;957.0
5150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2012;932.0
5151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2013;960.0
5152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2014;942.0
5153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2015;926.0
5154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2016;919.0
5155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2017;941.0
5156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2018;932.0
5157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2019;936.0
5158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2020;947.0
5159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2021;931.0
5160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schiermonnikoog;2022;944.0
5161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2010;22991.0
5162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2011;23044.0
5163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2012;23016.0
5164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2013;23262.0
5165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2014;23360.0
5166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2015;23543.0
5167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2016;23625.0
5168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2017;
5169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2018;
5170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2019;
5171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2020;
5172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2021;
5173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schijndel;2022;
5174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2010;13494.0
5175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2011;13408.0
5176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2012;13202.0
5177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2013;12950.0
5178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2014;12901.0
5179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2015;12992.0
5180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2016;12960.0
5181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2017;12954.0
5182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2018;12911.0
5183;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2019;
5184;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2020;
5185;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2021;
5186;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schinnen;2022;
5187;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2010;11985.0
5188;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2011;11922.0
5189;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2012;11814.0
5190;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2013;11864.0
5191;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2014;11903.0
5192;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2015;
5193;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2016;
5194;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2017;
5195;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2018;
5196;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2019;
5197;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2020;
5198;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2021;
5199;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schoonhoven;2022;
5200;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2010;34118.0
5201;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2011;34203.0
5202;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2012;34151.0
5203;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2013;34040.0
5204;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2014;33852.0
5205;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2015;33821.0
5206;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2016;33735.0
5207;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2017;33765.0
5208;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2018;33687.0
5209;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2019;33779.0
5210;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2020;33839.0
5211;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2021;34065.0
5212;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Schouwen-Duiveland;2022;34152.0
5213;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2010;10996.0
5214;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2011;10953.0
5215;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2012;10914.0
5216;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2013;10920.0
5217;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2014;10844.0
5218;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2015;10844.0
5219;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2016;10741.0
5220;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2017;10571.0
5221;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2018;10561.0
5222;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2019;10516.0
5223;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2020;10555.0
5224;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2021;10477.0
5225;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Simpelveld;2022;10425.0
5226;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2010;11842.0
5227;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2011;11796.0
5228;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2012;11803.0
5229;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2013;11760.0
5230;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2014;11691.0
5231;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2015;11612.0
5232;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2016;11594.0
5233;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2017;11594.0
5234;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2018;11577.0
5235;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2019;11606.0
5236;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2020;11664.0
5237;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2021;11691.0
5238;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint Anthonis;2022;
5239;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2010;28138.0
5240;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2011;28114.0
5241;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2012;28128.0
5242;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2013;28040.0
5243;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2014;28121.0
5244;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2015;28395.0
5245;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2016;28403.0
5246;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2017;28584.0
5247;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2018;28673.0
5248;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2019;28991.0
5249;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2020;29208.0
5250;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2021;29498.0
5251;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Michielsgestel;2022;29731.0
5252;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2010;17680.0
5253;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2011;17818.0
5254;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2012;17910.0
5255;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2013;17921.0
5256;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2014;17934.0
5257;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2015;17937.0
5258;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2016;17896.0
5259;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2017;
5260;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2018;
5261;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2019;
5262;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2020;
5263;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2021;
5264;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sint-Oedenrode;2022;
5265;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sittard-Geleen;2010;95243.0
5266;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sittard-Geleen;2011;94814.0
5267;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sittard-Geleen;2012;94535.0
5268;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sittard-Geleen;2013;94024.0
5269;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sittard-Geleen;2014;93691.0
5270;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sittard-Geleen;2015;93724.0
5271;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sittard-Geleen;2016;93555.0
5272;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sittard-Geleen;2017;93319.0
5273;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sittard-Geleen;2018;92956.0
5274;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sittard-Geleen;2019;92661.0
5275;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sittard-Geleen;2020;92429.0
5276;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Sittard-Geleen;2021;91743.0
