ID;PersoonskenmerkenRegioEnBedrijfsind;Perioden;Totaal_1;k_1eJaar_2;k_2eJaar_3;Totaal_4;k_17Dagen_5;k_842Dagen_6;k_4391Dagen_7;k_92182Dagen_8;k_183365Dagen_9;k_366730Dagen_10;Ziekmeldingsfrequentie_11;Totaal_12;Beeindigd1eJaarNaZiekmelding_13;Beeindigd1JrEn2JrNaZiekmelding_14
992;Landsdeel West, overige gemeenten;2004 3e kwartaal*;3.3;3.3;;3.3;0.5;1.0;0.7;0.7;0.5;;0.8;17.9;17.9;
993;Landsdeel West, overige gemeenten;2004 4e kwartaal*;3.8;3.8;;3.8;0.9;1.2;0.8;0.5;0.4;;1.2;16.9;16.9;
994;Landsdeel West, overige gemeenten;2004 jaarcijfer*;3.8;3.8;;3.8;0.7;1.1;0.7;0.6;0.7;;1.05;16.5;16.5;
995;Landsdeel West, overige gemeenten;2005 1e kwartaal*;4.7;4.6;0.1;4.7;1.0;1.4;0.8;0.7;0.6;0.1;1.38;12.2;12.2;0.0
996;Landsdeel West, overige gemeenten;2005 2e kwartaal*;3.8;3.7;0.1;3.8;0.6;1.0;0.7;0.6;0.6;0.2;0.88;15.7;15.5;0.2
997;Landsdeel West, overige gemeenten;2005 3e kwartaal*;3.3;3.2;0.1;3.3;0.5;0.8;0.6;0.6;0.5;0.3;0.74;18.4;17.9;0.5
998;Landsdeel West, overige gemeenten;2005 4e kwartaal*;3.7;3.7;0.1;3.7;0.7;1.0;0.7;0.5;0.4;0.3;1.0;24.0;22.0;2.0
999;Landsdeel West, overige gemeenten;2005 jaarcijfer*;3.9;3.8;0.1;3.9;0.7;1.0;0.6;0.6;0.6;0.4;1.0;17.6;16.9;0.7
1000;Landsdeel Zuid;2002 1e kwartaal*;6.2;6.2;;6.2;1.1;1.9;1.3;1.1;0.8;;1.51;17.9;17.9;
1001;Landsdeel Zuid;2002 2e kwartaal*;5.3;5.3;;5.3;0.7;1.5;1.1;1.2;0.8;;1.1;19.8;19.8;
1002;Landsdeel Zuid;2002 3e kwartaal*;4.7;4.7;;4.7;0.6;1.3;0.9;0.9;0.9;;0.94;22.0;22.0;
1003;Landsdeel Zuid;2002 4e kwartaal*;5.3;5.3;;5.3;0.9;1.6;1.1;0.9;0.8;;1.34;16.1;16.1;
1004;Landsdeel Zuid;2002 jaarcijfer*;5.4;5.4;;5.4;0.8;1.3;0.8;0.9;1.6;;1.22;18.6;18.6;
1005;Landsdeel Zuid;2003 1e kwartaal*;5.0;5.0;;5.0;1.1;1.6;1.0;0.7;0.5;;1.55;14.9;14.9;
1006;Landsdeel Zuid;2003 2e kwartaal*;4.6;4.6;;4.6;0.8;1.5;1.0;0.9;0.5;;1.11;16.5;16.5;
1007;Landsdeel Zuid;2003 3e kwartaal*;4.2;4.2;;4.2;0.6;1.2;0.8;0.9;0.6;;0.96;17.5;17.5;
1008;Landsdeel Zuid;2003 4e kwartaal*;5.2;5.2;;5.2;1.0;1.6;1.0;0.9;0.7;;1.44;13.3;13.3;
1009;Landsdeel Zuid;2003 jaarcijfer*;4.7;4.7;;4.7;0.8;1.2;0.6;0.7;1.4;;1.26;15.3;15.3;
1010;Landsdeel Zuid;2004 1e kwartaal*;4.8;4.8;;4.8;0.9;1.5;1.0;0.8;0.6;;1.24;16.7;16.7;
1011;Landsdeel Zuid;2004 2e kwartaal*;4.1;4.1;;4.1;0.6;1.3;1.0;0.8;0.5;;0.92;17.6;17.6;
1012;Landsdeel Zuid;2004 3e kwartaal*;3.5;3.5;;3.5;0.5;1.0;0.7;0.7;0.5;;0.75;19.9;19.9;
1013;Landsdeel Zuid;2004 4e kwartaal*;3.9;3.9;;3.9;0.8;1.3;0.9;0.5;0.4;;1.12;18.4;18.4;
1014;Landsdeel Zuid;2004 jaarcijfer*;4.1;4.1;;4.1;0.7;1.1;0.8;0.7;0.8;;1.01;18.0;18.0;
1015;Landsdeel Zuid;2005 1e kwartaal*;4.9;4.9;0.1;4.9;1.1;1.5;0.9;0.8;0.6;0.2;1.38;12.6;12.5;0.0
1016;Landsdeel Zuid;2005 2e kwartaal*;3.9;3.8;0.1;3.9;0.5;1.1;0.8;0.7;0.6;0.3;0.81;17.3;17.0;0.2
1017;Landsdeel Zuid;2005 3e kwartaal*;3.5;3.4;0.1;3.5;0.4;0.9;0.6;0.6;0.6;0.3;0.68;20.1;19.5;0.6
1018;Landsdeel Zuid;2005 4e kwartaal*;3.9;3.8;0.1;3.9;0.6;1.1;0.8;0.6;0.5;0.4;0.93;26.9;24.5;2.4
1019;Landsdeel Zuid;2005 jaarcijfer*;4.1;4.0;0.1;4.1;0.6;1.0;0.6;0.6;0.6;0.5;0.95;19.2;18.4;0.8
1020;Groningen (PV);2002 1e kwartaal*;6.2;6.2;;6.2;1.1;1.9;1.3;1.1;0.8;;1.54;18.0;18.0;
1021;Groningen (PV);2002 2e kwartaal*;5.4;5.4;;5.4;0.8;1.6;1.1;1.1;0.8;;1.18;19.0;19.0;
1022;Groningen (PV);2002 3e kwartaal*;4.6;4.6;;4.6;0.6;1.3;0.9;0.9;0.8;;0.93;21.9;21.9;
1023;Groningen (PV);2002 4e kwartaal*;5.3;5.3;;5.3;1.0;1.6;1.1;0.9;0.7;;1.41;15.0;15.0;
1024;Groningen (PV);2002 jaarcijfer*;5.4;5.4;;5.4;0.8;1.3;0.8;0.9;1.5;;1.26;18.1;18.1;
1025;Groningen (PV);2003 1e kwartaal*;4.8;4.8;;4.8;1.1;1.6;0.9;0.7;0.5;;1.53;14.2;14.2;
1026;Groningen (PV);2003 2e kwartaal*;4.3;4.3;;4.3;0.7;1.4;1.0;0.8;0.5;;1.07;16.8;16.8;
1027;Groningen (PV);2003 3e kwartaal*;4.0;4.0;;4.0;0.7;1.1;0.8;0.8;0.5;;1.0;16.4;16.4;
1028;Groningen (PV);2003 4e kwartaal*;4.9;4.9;;4.9;1.0;1.4;1.0;0.9;0.6;;1.37;13.3;13.3;
1029;Groningen (PV);2003 jaarcijfer*;4.5;4.5;;4.5;0.8;1.1;0.6;0.6;1.3;;1.24;15.0;15.0;
1030;Groningen (PV);2004 1e kwartaal*;4.6;4.6;;4.6;0.8;1.4;1.0;0.8;0.5;;1.19;16.2;16.2;
1031;Groningen (PV);2004 2e kwartaal*;3.9;3.9;;3.9;0.6;1.2;1.0;0.7;0.5;;0.87;17.4;17.4;
1032;Groningen (PV);2004 3e kwartaal*;3.3;3.3;;3.3;0.4;0.9;0.7;0.7;0.5;;0.69;20.4;20.4;
1033;Groningen (PV);2004 4e kwartaal*;3.9;3.9;;3.9;0.8;1.2;0.9;0.6;0.4;;1.08;18.4;18.4;
1034;Groningen (PV);2004 jaarcijfer*;3.9;3.9;;3.9;0.6;1.1;0.8;0.7;0.8;;0.96;17.9;17.9;
1035;Groningen (PV);2005 1e kwartaal*;4.7;4.6;0.1;4.7;0.9;1.4;0.9;0.8;0.6;0.1;1.24;13.2;13.2;0.0
1036;Groningen (PV);2005 2e kwartaal*;3.9;3.8;0.1;3.9;0.5;1.0;0.8;0.7;0.6;0.2;0.81;17.5;17.3;0.3
1037;Groningen (PV);2005 3e kwartaal*;3.4;3.3;0.1;3.4;0.4;0.9;0.6;0.6;0.5;0.3;0.67;20.5;19.9;0.6
1038;Groningen (PV);2005 4e kwartaal*;3.8;3.8;0.1;3.8;0.6;1.1;0.8;0.6;0.4;0.3;0.92;25.6;23.6;1.9
1039;Groningen (PV);2005 jaarcijfer*;3.9;3.9;0.1;3.9;0.6;1.0;0.6;0.6;0.6;0.4;0.91;19.2;18.5;0.7
1040;Friesland (PV);2002 1e kwartaal*;5.5;5.5;;5.5;1.0;1.6;1.2;1.0;0.8;;1.34;18.9;18.9;
1041;Friesland (PV);2002 2e kwartaal*;4.8;4.8;;4.8;0.7;1.4;1.0;1.1;0.7;;1.0;20.3;20.3;
1042;Friesland (PV);2002 3e kwartaal*;4.2;4.2;;4.2;0.5;1.1;0.8;0.9;0.8;;0.83;22.3;22.3;
1043;Friesland (PV);2002 4e kwartaal*;4.8;4.8;;4.8;0.8;1.4;1.0;0.9;0.6;;1.21;16.3;16.3;
1044;Friesland (PV);2002 jaarcijfer*;4.8;4.8;;4.8;0.7;1.1;0.7;0.9;1.4;;1.09;19.2;19.2;
1045;Friesland (PV);2003 1e kwartaal*;4.6;4.6;;4.6;1.0;1.5;1.0;0.7;0.5;;1.47;14.4;14.4;
1046;Friesland (PV);2003 2e kwartaal*;4.4;4.4;;4.4;0.7;1.3;1.0;0.9;0.4;;1.08;16.3;16.3;
1047;Friesland (PV);2003 3e kwartaal*;3.9;3.9;;3.9;0.6;1.1;0.8;0.8;0.6;;0.97;16.8;16.8;
1048;Friesland (PV);2003 4e kwartaal*;5.0;5.0;;5.0;1.0;1.5;1.1;0.9;0.6;;1.37;13.6;13.6;
1049;Friesland (PV);2003 jaarcijfer*;4.5;4.5;;4.5;0.8;1.1;0.6;0.7;1.3;;1.22;15.1;15.1;
1050;Friesland (PV);2004 1e kwartaal*;4.6;4.6;;4.6;0.8;1.4;1.0;0.8;0.5;;1.17;17.6;17.6;
1051;Friesland (PV);2004 2e kwartaal*;3.9;3.9;;3.9;0.6;1.2;0.9;0.8;0.5;;0.88;17.4;17.4;
1052;Friesland (PV);2004 3e kwartaal*;3.4;3.4;;3.4;0.5;1.0;0.7;0.7;0.5;;0.72;19.6;19.6;
1053;Friesland (PV);2004 4e kwartaal*;3.9;3.9;;3.9;0.8;1.3;0.9;0.6;0.4;;1.11;18.6;18.6;
1054;Friesland (PV);2004 jaarcijfer*;3.9;3.9;;3.9;0.6;1.1;0.7;0.7;0.8;;0.97;18.2;18.2;
1055;Friesland (PV);2005 1e kwartaal*;4.8;4.7;0.1;4.8;0.9;1.5;0.9;0.8;0.5;0.1;1.28;13.5;13.5;0.0
1056;Friesland (PV);2005 2e kwartaal*;3.9;3.9;0.1;3.9;0.6;1.1;0.8;0.7;0.5;0.2;0.85;17.2;17.0;0.2
1057;Friesland (PV);2005 3e kwartaal*;3.4;3.3;0.0;3.4;0.4;0.9;0.7;0.6;0.5;0.3;0.66;20.6;20.0;0.6
1058;Friesland (PV);2005 4e kwartaal*;3.9;3.8;0.1;3.9;0.6;1.1;0.8;0.6;0.4;0.3;0.91;26.4;24.4;2.0
1059;Friesland (PV);2005 jaarcijfer*;4.0;3.9;0.1;4.0;0.6;1.0;0.7;0.6;0.6;0.4;0.92;19.4;18.7;0.7
1060;Drenthe (PV);2002 1e kwartaal*;6.0;6.0;;6.0;1.0;1.7;1.3;1.1;0.9;;1.37;19.9;19.9;
1061;Drenthe (PV);2002 2e kwartaal*;5.2;5.2;;5.2;0.7;1.5;1.1;1.1;0.8;;1.05;20.8;20.8;
1062;Drenthe (PV);2002 3e kwartaal*;4.5;4.5;;4.5;0.5;1.2;0.9;1.0;0.8;;0.83;23.2;23.2;
1063;Drenthe (PV);2002 4e kwartaal*;5.0;5.0;;5.0;0.8;1.4;1.1;1.0;0.7;;1.21;16.8;16.8;
1064;Drenthe (PV);2002 jaarcijfer*;5.2;5.2;;5.2;0.7;1.2;0.8;0.9;1.5;;1.11;19.9;19.9;
1065;Drenthe (PV);2003 1e kwartaal*;4.9;4.9;;4.9;1.1;1.5;1.0;0.7;0.5;;1.48;15.4;15.4;
1066;Drenthe (PV);2003 2e kwartaal*;4.4;4.4;;4.4;0.7;1.3;1.0;0.9;0.5;;1.02;17.7;17.7;
1067;Drenthe (PV);2003 3e kwartaal*;4.1;4.1;;4.1;0.6;1.2;0.9;0.8;0.6;;0.96;17.6;17.6;
1068;Drenthe (PV);2003 4e kwartaal*;5.1;5.1;;5.1;1.0;1.5;1.1;0.9;0.6;;1.36;14.1;14.1;
1069;Drenthe (PV);2003 jaarcijfer*;4.6;4.6;;4.6;0.8;1.1;0.7;0.7;1.4;;1.2;15.9;15.9;
1070;Drenthe (PV);2004 1e kwartaal*;5.1;5.1;;5.1;0.8;1.4;1.2;1.0;0.7;;1.17;18.3;18.3;
1071;Drenthe (PV);2004 2e kwartaal*;4.4;4.4;;4.4;0.5;1.3;1.1;0.9;0.6;;0.89;19.9;19.9;
1072;Drenthe (PV);2004 3e kwartaal*;3.7;3.7;;3.7;0.5;1.1;0.8;0.8;0.6;;0.74;22.3;22.3;
1073;Drenthe (PV);2004 4e kwartaal*;4.4;4.4;;4.4;0.8;1.4;1.0;0.6;0.5;;1.14;20.0;20.0;
1074;Drenthe (PV);2004 jaarcijfer*;4.4;4.4;;4.4;0.6;1.2;0.8;0.8;1.0;;0.98;19.9;19.9;
1075;Drenthe (PV);2005 1e kwartaal*;5.3;5.2;0.1;5.3;1.0;1.6;1.0;0.9;0.7;0.2;1.3;14.8;14.8;0.0
1076;Drenthe (PV);2005 2e kwartaal*;4.4;4.3;0.1;4.4;0.5;1.2;0.9;0.8;0.6;0.3;0.85;19.7;19.4;0.3
1077;Drenthe (PV);2005 3e kwartaal*;3.8;3.8;0.1;3.8;0.4;1.0;0.8;0.7;0.6;0.3;0.7;23.0;22.3;0.7
1078;Drenthe (PV);2005 4e kwartaal*;4.3;4.3;0.1;4.3;0.6;1.2;0.9;0.7;0.5;0.4;0.94;28.8;26.5;2.3
1079;Drenthe (PV);2005 jaarcijfer*;4.5;4.4;0.1;4.5;0.6;1.1;0.8;0.7;0.7;0.5;0.94;21.6;20.8;0.8
1080;Overijssel (PV);2002 1e kwartaal*;5.9;5.9;;5.9;1.0;1.6;1.2;1.1;0.9;;1.32;20.3;20.3;
1081;Overijssel (PV);2002 2e kwartaal*;5.1;5.1;;5.1;0.7;1.4;1.1;1.1;0.9;;1.0;22.0;22.0;
1082;Overijssel (PV);2002 3e kwartaal*;4.5;4.5;;4.5;0.5;1.2;0.9;1.0;0.9;;0.83;24.9;24.9;
1083;Overijssel (PV);2002 4e kwartaal*;5.3;5.3;;5.3;0.9;1.6;1.2;1.0;0.7;;1.31;16.3;16.3;
1084;Overijssel (PV);2002 jaarcijfer*;5.2;5.2;;5.2;0.7;1.2;0.8;0.9;1.6;;1.11;20.3;20.3;
1085;Overijssel (PV);2003 1e kwartaal*;4.9;4.9;;4.9;1.1;1.5;1.0;0.7;0.5;;1.5;15.2;15.2;
1086;Overijssel (PV);2003 2e kwartaal*;4.6;4.6;;4.6;0.7;1.4;1.0;1.0;0.5;;1.05;17.3;17.3;
1087;Overijssel (PV);2003 3e kwartaal*;4.3;4.3;;4.3;0.6;1.2;0.9;0.9;0.7;;0.97;18.1;18.1;
1088;Overijssel (PV);2003 4e kwartaal*;5.4;5.4;;5.4;1.0;1.5;1.1;1.0;0.8;;1.42;13.9;13.9;
1089;Overijssel (PV);2003 jaarcijfer*;4.8;4.8;;4.8;0.8;1.1;0.7;0.7;1.5;;1.23;15.8;15.8;
1090;Overijssel (PV);2004 1e kwartaal*;4.8;4.8;;4.8;0.8;1.4;1.1;0.9;0.6;;1.19;17.9;17.9;
1091;Overijssel (PV);2004 2e kwartaal*;4.2;4.2;;4.2;0.6;1.2;1.0;0.9;0.6;;0.89;19.0;19.0;
1092;Overijssel (PV);2004 3e kwartaal*;3.6;3.6;;3.6;0.5;1.0;0.8;0.8;0.6;;0.74;21.0;21.0;
1093;Overijssel (PV);2004 4e kwartaal*;4.1;4.1;;4.1;0.8;1.3;1.0;0.7;0.4;;1.1;19.9;19.9;
1094;Overijssel (PV);2004 jaarcijfer*;4.2;4.2;;4.2;0.6;1.1;0.8;0.8;0.9;;0.98;19.3;19.3;
1095;Overijssel (PV);2005 1e kwartaal*;4.9;4.8;0.1;4.9;0.9;1.4;0.9;0.8;0.6;0.2;1.27;13.6;13.6;0.0
1096;Overijssel (PV);2005 2e kwartaal*;4.0;3.9;0.1;4.0;0.5;1.1;0.8;0.7;0.6;0.3;0.79;18.5;18.2;0.2
1097;Overijssel (PV);2005 3e kwartaal*;3.5;3.5;0.1;3.5;0.4;0.9;0.7;0.7;0.5;0.3;0.66;21.9;21.2;0.6
1098;Overijssel (PV);2005 4e kwartaal*;3.9;3.9;0.1;3.9;0.6;1.1;0.8;0.6;0.4;0.4;0.89;28.1;25.7;2.4
1099;Overijssel (PV);2005 jaarcijfer*;4.1;4.0;0.1;4.1;0.6;1.0;0.7;0.7;0.6;0.5;0.9;20.5;19.7;0.8
1100;Flevoland (PV);2002 1e kwartaal*;6.9;6.9;;6.9;1.3;2.0;1.4;1.3;0.9;;1.7;17.9;17.9;
1101;Flevoland (PV);2002 2e kwartaal*;6.1;6.1;;6.1;0.9;1.7;1.2;1.3;1.0;;1.37;17.5;17.5;
1102;Flevoland (PV);2002 3e kwartaal*;5.6;5.6;;5.6;0.8;1.5;1.1;1.1;1.1;;1.15;20.2;20.2;
1103;Flevoland (PV);2002 4e kwartaal*;6.3;6.3;;6.3;1.1;1.8;1.3;1.2;0.9;;1.57;16.3;16.3;
1104;Flevoland (PV);2002 jaarcijfer*;6.2;6.2;;6.2;1.0;1.5;0.9;1.0;1.9;;1.45;17.8;17.8;
1105;Flevoland (PV);2003 1e kwartaal*;5.4;5.4;;5.4;1.2;1.8;1.0;0.8;0.6;;1.7;14.5;14.5;
1106;Flevoland (PV);2003 2e kwartaal*;5.1;5.1;;5.1;0.9;1.5;1.1;1.0;0.6;;1.29;15.4;15.4;
1107;Flevoland (PV);2003 3e kwartaal*;4.7;4.7;;4.7;0.8;1.3;0.9;1.0;0.7;;1.21;15.7;15.7;
1108;Flevoland (PV);2003 4e kwartaal*;5.7;5.7;;5.7;1.2;1.6;1.1;1.0;0.8;;1.59;13.1;13.1;
1109;Flevoland (PV);2003 jaarcijfer*;5.2;5.2;;5.2;1.0;1.3;0.7;0.7;1.6;;1.45;14.6;14.6;
1110;Flevoland (PV);2004 1e kwartaal*;5.3;5.3;;5.3;1.0;1.6;1.1;0.9;0.7;;1.41;16.5;16.5;
1111;Flevoland (PV);2004 2e kwartaal*;4.5;4.5;;4.5;0.7;1.3;1.1;0.9;0.6;;1.1;16.9;16.9;
1112;Flevoland (PV);2004 3e kwartaal*;3.9;3.9;;3.9;0.6;1.1;0.8;0.8;0.6;;0.95;17.7;17.7;
1113;Flevoland (PV);2004 4e kwartaal*;4.3;4.3;;4.3;1.0;1.4;1.0;0.6;0.4;;1.32;17.3;17.3;
1114;Flevoland (PV);2004 jaarcijfer*;4.5;4.5;;4.5;0.8;1.2;0.8;0.8;0.9;;1.19;17.1;17.1;
1115;Flevoland (PV);2005 1e kwartaal*;5.2;5.1;0.1;5.2;1.1;1.5;0.9;0.9;0.6;0.2;1.46;12.8;12.8;0.0
1116;Flevoland (PV);2005 2e kwartaal*;4.4;4.3;0.1;4.4;0.7;1.2;0.9;0.7;0.6;0.3;1.0;16.1;15.9;0.2
1117;Flevoland (PV);2005 3e kwartaal*;3.7;3.6;0.1;3.7;0.5;1.0;0.7;0.7;0.5;0.3;0.87;18.6;18.1;0.5
1118;Flevoland (PV);2005 4e kwartaal*;4.2;4.1;0.1;4.2;0.7;1.2;0.9;0.6;0.4;0.4;1.09;24.8;22.9;1.9
1119;Flevoland (PV);2005 jaarcijfer*;4.4;4.3;0.1;4.4;0.7;1.1;0.7;0.7;0.6;0.5;1.1;18.1;17.4;0.7
1120;Gelderland (PV);2002 1e kwartaal*;5.9;5.9;;5.9;1.0;1.7;1.2;1.1;0.9;;1.39;18.9;18.9;
1121;Gelderland (PV);2002 2e kwartaal*;5.2;5.2;;5.2;0.7;1.4;1.1;1.1;0.9;;1.06;20.1;20.1;
1122;Gelderland (PV);2002 3e kwartaal*;4.5;4.5;;4.5;0.6;1.2;0.9;1.0;0.9;;0.88;23.0;23.0;
1123;Gelderland (PV);2002 4e kwartaal*;5.2;5.2;;5.2;0.9;1.5;1.1;0.9;0.8;;1.32;16.4;16.4;
1124;Gelderland (PV);2002 jaarcijfer*;5.2;5.2;;5.2;0.8;1.2;0.7;0.9;1.6;;1.16;19.2;19.2;
1125;Gelderland (PV);2003 1e kwartaal*;4.8;4.8;;4.8;1.1;1.6;1.0;0.7;0.5;;1.55;13.8;13.8;
1126;Gelderland (PV);2003 2e kwartaal*;4.5;4.5;;4.5;0.8;1.4;1.0;0.9;0.4;;1.12;15.8;15.8;
1127;Gelderland (PV);2003 3e kwartaal*;4.1;4.1;;4.1;0.6;1.2;0.8;0.9;0.6;;0.98;16.9;16.9;
1128;Gelderland (PV);2003 4e kwartaal*;5.2;5.2;;5.2;1.0;1.5;1.1;0.9;0.7;;1.45;13.0;13.0;
1129;Gelderland (PV);2003 jaarcijfer*;4.7;4.7;;4.7;0.9;1.1;0.6;0.7;1.4;;1.28;14.6;14.6;
1130;Gelderland (PV);2004 1e kwartaal*;4.7;4.7;;4.7;0.9;1.4;1.0;0.8;0.6;;1.24;17.3;17.3;
1131;Gelderland (PV);2004 2e kwartaal*;4.1;4.1;;4.1;0.6;1.2;1.0;0.8;0.5;;0.92;17.6;17.6;
1132;Gelderland (PV);2004 3e kwartaal*;3.5;3.5;;3.5;0.5;1.0;0.8;0.7;0.6;;0.77;19.7;19.7;
1133;Gelderland (PV);2004 4e kwartaal*;4.1;4.1;;4.1;0.8;1.3;0.9;0.6;0.4;;1.17;18.6;18.6;
1134;Gelderland (PV);2004 jaarcijfer*;4.1;4.1;;4.1;0.7;1.1;0.8;0.7;0.8;;1.02;18.2;18.2;
1135;Gelderland (PV);2005 1e kwartaal*;4.9;4.9;0.1;4.9;1.0;1.5;0.9;0.8;0.6;0.2;1.22;12.9;12.9;0.0
1136;Gelderland (PV);2005 2e kwartaal*;4.0;3.9;0.1;4.0;0.5;1.1;0.8;0.7;0.6;0.3;0.76;17.2;17.0;0.2
1137;Gelderland (PV);2005 3e kwartaal*;3.4;3.3;0.1;3.4;0.4;0.9;0.6;0.6;0.5;0.3;0.63;20.6;20.0;0.6
1138;Gelderland (PV);2005 4e kwartaal*;3.9;3.8;0.1;3.9;0.6;1.1;0.8;0.6;0.4;0.4;0.86;26.8;24.5;2.3
1139;Gelderland (PV);2005 jaarcijfer*;4.1;4.0;0.1;4.1;0.6;1.0;0.6;0.6;0.6;0.5;0.87;19.4;18.6;0.8
1140;Utrecht (PV);2002 1e kwartaal*;6.2;6.2;;6.2;1.2;1.8;1.3;1.2;0.8;;1.58;17.3;17.3;
1141;Utrecht (PV);2002 2e kwartaal*;5.4;5.4;;5.4;0.8;1.5;1.0;1.2;0.9;;1.23;18.1;18.1;
1142;Utrecht (PV);2002 3e kwartaal*;4.7;4.7;;4.7;0.7;1.2;0.9;1.0;0.9;;1.02;20.7;20.7;
1143;Utrecht (PV);2002 4e kwartaal*;5.3;5.3;;5.3;1.0;1.6;1.1;0.9;0.8;;1.47;15.2;15.2;
1144;Utrecht (PV);2002 jaarcijfer*;5.4;5.4;;5.4;0.9;1.3;0.8;0.9;1.6;;1.33;17.6;17.6;
1145;Utrecht (PV);2003 1e kwartaal*;4.8;4.8;;4.8;1.2;1.5;0.9;0.7;0.5;;1.65;13.8;13.8;
1146;Utrecht (PV);2003 2e kwartaal*;4.4;4.4;;4.4;0.8;1.3;0.9;0.9;0.5;;1.19;15.3;15.3;
1147;Utrecht (PV);2003 3e kwartaal*;4.0;4.0;;4.0;0.7;1.1;0.8;0.8;0.6;;1.07;15.5;15.5;
1148;Utrecht (PV);2003 4e kwartaal*;5.0;5.0;;5.0;1.1;1.4;1.0;0.9;0.7;;1.53;12.6;12.6;
1149;Utrecht (PV);2003 jaarcijfer*;4.6;4.6;;4.6;0.9;1.1;0.6;0.6;1.4;;1.36;14.1;14.1;
1150;Utrecht (PV);2004 1e kwartaal*;4.5;4.5;;4.5;0.9;1.3;1.0;0.7;0.5;;1.3;15.3;15.3;
1151;Utrecht (PV);2004 2e kwartaal*;3.8;3.8;;3.8;0.6;1.1;0.9;0.8;0.4;;0.98;15.7;15.7;
1152;Utrecht (PV);2004 3e kwartaal*;3.3;3.3;;3.3;0.5;0.9;0.7;0.7;0.5;;0.83;17.5;17.5;
1153;Utrecht (PV);2004 4e kwartaal*;3.8;3.8;;3.8;0.9;1.2;0.8;0.5;0.4;;1.23;16.6;16.6;
1154;Utrecht (PV);2004 jaarcijfer*;3.9;3.9;;3.9;0.7;1.0;0.7;0.7;0.8;;1.08;16.2;16.2;
1155;Utrecht (PV);2005 1e kwartaal*;4.7;4.6;0.1;4.7;1.1;1.3;0.8;0.7;0.6;0.2;1.41;12.0;11.9;0.0
1156;Utrecht (PV);2005 2e kwartaal*;3.7;3.6;0.1;3.7;0.6;0.9;0.7;0.6;0.6;0.2;0.87;15.7;15.5;0.2
1157;Utrecht (PV);2005 3e kwartaal*;3.2;3.1;0.1;3.2;0.5;0.8;0.6;0.6;0.5;0.3;0.75;17.9;17.4;0.5
1158;Utrecht (PV);2005 4e kwartaal*;3.6;3.6;0.1;3.6;0.7;1.0;0.7;0.5;0.4;0.3;1.03;22.7;20.8;1.9
1159;Utrecht (PV);2005 jaarcijfer*;3.8;3.7;0.1;3.8;0.7;0.9;0.6;0.6;0.6;0.4;1.01;17.1;16.4;0.7
1160;Noord-Holland (PV);2002 1e kwartaal*;6.2;6.2;;6.2;1.2;1.8;1.3;1.2;0.8;;1.61;17.6;17.6;
1161;Noord-Holland (PV);2002 2e kwartaal*;5.4;5.4;;5.4;0.8;1.5;1.1;1.1;0.8;;1.25;18.2;18.2;
1162;Noord-Holland (PV);2002 3e kwartaal*;4.8;4.8;;4.8;0.7;1.3;0.9;0.9;0.9;;1.09;19.5;19.5;
1163;Noord-Holland (PV);2002 4e kwartaal*;5.4;5.4;;5.4;1.0;1.6;1.1;0.9;0.7;;1.49;15.3;15.3;
1164;Noord-Holland (PV);2002 jaarcijfer*;5.5;5.5;;5.5;0.9;1.3;0.8;0.9;1.6;;1.36;17.5;17.5;
1165;Noord-Holland (PV);2003 1e kwartaal*;4.9;4.9;;4.9;1.2;1.6;0.9;0.7;0.5;;1.63;14.2;14.2;
1166;Noord-Holland (PV);2003 2e kwartaal*;4.5;4.5;;4.5;0.8;1.4;1.0;0.9;0.5;;1.18;15.6;15.6;
1167;Noord-Holland (PV);2003 3e kwartaal*;4.2;4.2;;4.2;0.7;1.2;0.8;0.9;0.6;;1.1;15.8;15.8;
1168;Noord-Holland (PV);2003 4e kwartaal*;5.1;5.1;;5.1;1.1;1.5;1.0;0.9;0.7;;1.52;12.8;12.8;
1169;Noord-Holland (PV);2003 jaarcijfer*;4.7;4.7;;4.7;0.9;1.1;0.6;0.6;1.4;;1.36;14.4;14.4;
1170;Noord-Holland (PV);2004 1e kwartaal*;4.5;4.5;;4.5;0.9;1.4;1.0;0.7;0.6;;1.27;15.7;15.7;
1171;Noord-Holland (PV);2004 2e kwartaal*;3.9;3.9;;3.9;0.6;1.1;0.9;0.7;0.5;;0.98;16.1;16.1;
1172;Noord-Holland (PV);2004 3e kwartaal*;3.4;3.4;;3.4;0.5;1.0;0.7;0.7;0.5;;0.83;17.8;17.8;
1173;Noord-Holland (PV);2004 4e kwartaal*;3.8;3.8;;3.8;0.9;1.2;0.8;0.5;0.4;;1.19;16.7;16.7;
1174;Noord-Holland (PV);2004 jaarcijfer*;3.9;3.9;;3.9;0.7;1.1;0.7;0.7;0.7;;1.07;16.5;16.5;
1175;Noord-Holland (PV);2005 1e kwartaal*;4.7;4.6;0.1;4.7;1.0;1.4;0.8;0.7;0.6;0.1;1.34;12.3;12.3;0.0
1176;Noord-Holland (PV);2005 2e kwartaal*;3.8;3.7;0.1;3.8;0.6;1.0;0.7;0.6;0.6;0.2;0.89;15.9;15.7;0.2
1177;Noord-Holland (PV);2005 3e kwartaal*;3.4;3.3;0.1;3.4;0.5;0.8;0.6;0.6;0.5;0.3;0.77;18.5;17.9;0.5
