ID;Geslacht;Persoonskenmerken;CaribischNederland;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;WilMeerUrenWerkenBeschikbaar_3;WilNietMeerWerkenOfNietBeschikbaar_4;NietWerkzameBevolking_5;WerklozeBeroepsbevolking_6;NietBeroepsbevolking_7;BeschikbaarNietGezocht_8;GezochtNietBeschikbaar_9;NietGezochtNietBeschikbaar_10;WilWerken_11;WilOfKanNietWerken_12;VanwegeZorgGezinHuishouden_13;VanwegeOpleidingStudie_14;VanwegeVutPensioenHogeLeeftijd_15;VanwegeZiekteArbeidsongeschiktheid_16;VanwegeAndereRedenen_17
162;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Saba;2012;190;140;40;100;60;10;50;0;0;50;10;40;0;0;30;10;10
163;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Saba;2014;210;150;30;120;60;10;50;10;0;50;0;50;10;0;30;10;0
164;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Saba;2016;220;140;10;130;80;0;80;10;0;70;0;70;0;0;40;20;10
165;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Saba;2018;230;150;20;130;80;0;80;10;0;70;0;70;10;0;40;20;0
166;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Saba;2020;240;190;40;150;60;10;50;0;0;50;0;50;0;0;20;20;0
167;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Saba;2022;240;180;10;160;60;10;60;0;0;60;0;60;0;0;40;10;0
168;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Caribisch Nederland;2012;1420;250;30;220;1180;10;1160;30;0;1130;0;1130;90;0;830;100;110
169;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Caribisch Nederland;2014;1710;370;50;320;1330;10;1320;90;0;1230;10;1230;50;0;1000;130;40
170;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Caribisch Nederland;2016;1820;330;50;280;1490;20;1470;50;0;1420;40;1380;50;0;1190;120;30
171;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Caribisch Nederland;2018;2030;500;50;450;1530;20;1510;10;0;1500;30;1480;10;0;1340;80;50
172;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Caribisch Nederland;2020;2220;520;120;400;1700;10;1690;50;0;1640;20;1620;30;0;1480;60;60
173;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Caribisch Nederland;2022;2440;470;80;400;1960;10;1960;0;0;1950;30;1920;80;0;1750;70;30
174;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Bonaire;2012;1060;160;20;140;910;10;890;30;0;870;0;870;80;0;610;80;110
175;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Bonaire;2014;1290;250;20;220;1040;10;1030;50;0;980;0;980;30;0;830;90;30
176;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Bonaire;2016;1450;260;40;230;1190;10;1170;30;0;1140;30;1120;30;0;980;90;10
177;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Bonaire;2018;1600;370;40;340;1220;20;1210;10;0;1200;20;1180;10;0;1060;60;50
178;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Bonaire;2020;1790;430;120;320;1350;10;1350;40;0;1310;20;1300;20;0;1170;40;60
179;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Bonaire;2022;1990;340;60;280;1640;0;1640;0;0;1640;30;1610;70;0;1470;50;20
180;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Sint-Eustatius;2012;220;50;0;50;170;0;170;0;0;170;0;170;0;0;160;10;0
181;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Sint-Eustatius;2014;280;100;20;70;190;0;190;20;0;160;0;160;10;0;110;30;10
182;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Sint-Eustatius;2016;210;40;10;30;170;10;170;20;0;150;10;150;0;0;130;10;0
183;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Sint-Eustatius;2018;260;70;0;60;190;0;190;0;0;190;0;180;0;0;180;0;0
184;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Sint-Eustatius;2020;260;50;0;50;210;0;210;0;0;210;0;210;0;0;210;0;0
185;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Sint-Eustatius;2022;270;100;10;80;180;0;170;0;0;170;0;170;0;0;150;20;10
186;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Saba;2012;140;40;10;30;100;0;100;10;0;90;0;90;10;0;60;10;0
187;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Saba;2014;140;30;10;30;100;0;100;20;0;90;0;80;10;0;70;10;0
188;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Saba;2016;160;30;0;30;130;0;130;0;0;120;10;120;10;0;80;10;10
189;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Saba;2018;180;60;10;50;120;0;120;0;0;120;0;110;0;0;100;20;0
190;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Saba;2020;170;40;10;40;130;0;130;10;0;120;0;120;0;0;100;10;0
191;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Saba;2022;180;30;0;30;140;0;140;0;0;140;0;140;0;0;130;10;0
192;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Caribisch Nederland;2012;10200;6530;1620;4910;3670;400;3270;540;40;2690;120;2580;220;640;1000;350;360
193;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Caribisch Nederland;2014;10180;6720;1370;5350;3460;570;2900;440;70;2390;150;2240;230;610;800;420;190
194;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Caribisch Nederland;2016;9820;5830;640;5190;4000;620;3380;480;50;2850;130;2720;200;720;1130;470;210
195;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Caribisch Nederland;2018;9750;6650;840;5810;3100;330;2780;340;100;2330;130;2200;150;520;1000;340;180
196;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Caribisch Nederland;2020;10530;6810;1100;5720;3720;360;3360;410;20;2940;150;2790;250;690;1130;470;250
197;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Caribisch Nederland;2022;11020;7410;960;6440;3620;310;3310;290;40;2980;170;2820;240;550;1170;610;250
198;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Bonaire;2012;7630;4790;1240;3540;2840;330;2510;420;20;2070;80;1990;170;450;770;300;300
199;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Bonaire;2014;7780;5170;1060;4110;2610;420;2190;270;60;1860;60;1800;190;490;650;310;160
200;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Bonaire;2016;7560;4440;420;4020;3120;490;2630;280;50;2300;90;2210;160;570;930;380;170
201;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Bonaire;2018;7650;5200;660;4550;2440;270;2180;230;100;1850;120;1730;120;360;790;290;170
202;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Bonaire;2020;8290;5310;920;4390;2980;310;2680;290;20;2370;140;2230;230;510;840;410;230
203;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Bonaire;2022;8950;6000;860;5140;2950;250;2700;200;30;2470;160;2310;220;410;980;540;180
204;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Sint-Eustatius;2012;1740;1180;220;970;560;50;520;80;10;430;20;410;30;140;160;30;60
205;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Sint-Eustatius;2014;1890;1180;220;960;710;140;580;160;10;410;80;320;30;90;90;90;20
206;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Sint-Eustatius;2016;1580;960;190;770;620;100;520;160;0;370;30;340;30;130;130;40;10
207;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Sint-Eustatius;2018;1450;990;100;890;460;50;410;100;0;310;10;300;20;130;120;20;10
208;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Sint-Eustatius;2020;1630;1070;100;970;560;30;530;90;0;440;0;440;20;150;230;20;20
209;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Sint-Eustatius;2022;1530;1040;60;980;490;40;440;90;0;350;10;350;10;130;100;60;60
210;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Saba;2012;830;560;160;400;270;30;240;40;10;200;20;180;20;50;70;20;10
211;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Saba;2014;520;370;90;280;150;10;130;10;0;120;10;120;10;30;60;20;0
212;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Saba;2016;680;430;40;390;260;30;230;40;0;190;20;170;20;20;70;50;20
213;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Saba;2018;650;460;80;380;200;10;180;10;0;170;0;170;20;30;90;30;0
214;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Saba;2020;610;430;70;360;180;30;150;30;0;130;0;130;0;30;60;40;0
215;Totaal mannen en vrouwen;Onderwijsniveau: laag onderwijs;Saba;2022;550;370;50;320;180;10;170;0;10;160;10;150;10;20;90;20;20
216;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Caribisch Nederland;2012;4160;3080;440;2640;1080;190;900;210;40;650;50;600;70;270;130;40;90
217;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Caribisch Nederland;2014;5070;3580;850;2730;1490;240;1260;170;60;1030;50;980;90;370;370;30;140
218;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Caribisch Nederland;2016;5440;4150;420;3730;1290;230;1060;70;10;970;60;920;120;450;260;40;50
219;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Caribisch Nederland;2018;6400;5030;670;4360;1370;80;1300;110;20;1170;40;1130;90;520;350;100;70
220;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Caribisch Nederland;2020;6000;4520;520;4000;1480;160;1320;190;90;1050;40;1010;120;390;360;70;70
221;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Caribisch Nederland;2022;6200;4720;640;4080;1480;140;1350;110;0;1240;80;1160;80;430;470;80;100
222;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Bonaire;2012;3170;2320;310;2010;840;170;670;190;20;460;40;430;40;190;100;30;70
223;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Bonaire;2014;3840;2660;630;2030;1180;150;1030;100;60;870;40;840;70;330;310;10;120
224;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Bonaire;2016;4750;3610;340;3270;1140;210;930;60;0;870;50;830;100;420;220;40;50
225;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Bonaire;2018;5200;4130;570;3560;1070;40;1030;80;0;940;20;930;70;470;250;90;60
226;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Bonaire;2020;5100;3820;440;3370;1290;140;1140;150;90;910;30;880;110;360;290;50;70
227;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Bonaire;2022;5250;3980;600;3380;1270;120;1160;80;0;1080;70;1010;70;400;380;70;90
228;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Sint-Eustatius;2012;750;550;80;470;200;20;190;20;10;150;10;140;20;70;20;10;20
229;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Sint-Eustatius;2014;870;640;160;480;230;80;160;50;0;110;10;90;10;20;40;10;10
230;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Sint-Eustatius;2016;380;290;40;250;100;20;70;10;10;50;10;40;10;10;20;0;0
231;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Sint-Eustatius;2018;760;540;60;480;230;30;200;20;10;170;10;150;20;40;80;10;10
232;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Sint-Eustatius;2020;480;380;30;350;100;10;90;20;0;80;10;70;0;20;40;0;0
233;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Sint-Eustatius;2022;540;420;30;390;120;10;110;30;0;70;0;70;10;10;40;0;0
234;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Saba;2012;240;200;50;160;40;0;40;0;0;30;0;30;10;10;10;0;0
235;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Saba;2014;370;280;60;220;90;10;80;20;0;60;10;50;10;20;10;10;10
236;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Saba;2016;310;250;40;210;60;0;60;10;0;50;0;50;10;20;20;0;0
237;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Saba;2018;440;360;40;320;80;10;70;10;0;60;10;50;10;10;20;10;10
238;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Saba;2020;420;330;60;270;100;10;90;20;0;60;10;60;10;10;30;10;0
239;Totaal mannen en vrouwen;Onderwijsniveau: middelbaar onderwijs;Saba;2022;410;320;10;310;90;10;80;0;0;80;0;80;0;20;50;10;10
240;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Caribisch Nederland;2012;3100;2330;300;2020;770;60;710;60;0;650;30;620;10;330;250;0;30
241;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Caribisch Nederland;2014;3440;2490;390;2100;950;100;860;60;10;780;30;750;70;370;220;40;50
242;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Caribisch Nederland;2016;3530;2910;260;2640;620;50;570;30;0;540;10;530;40;250;200;10;30
243;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Caribisch Nederland;2018;3410;2470;260;2220;940;80;860;80;0;780;20;760;60;290;360;20;30
244;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Caribisch Nederland;2020;3450;2680;310;2370;770;50;720;100;0;620;70;550;50;80;370;0;50
245;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Caribisch Nederland;2022;4160;3310;200;3110;850;40;810;0;0;810;20;790;50;170;450;40;70
246;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Bonaire;2012;2040;1690;210;1480;350;50;310;40;0;270;10;250;0;70;170;0;20
247;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Bonaire;2014;2370;1880;300;1580;490;90;400;20;10;360;20;350;50;50;170;30;40
248;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Bonaire;2016;2490;2270;180;2090;220;40;180;30;0;160;0;160;20;20;100;0;20
249;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Bonaire;2018;2400;1840;190;1650;560;60;500;70;0;430;10;420;60;10;300;20;30
250;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Bonaire;2020;2700;2090;210;1880;610;50;560;70;0;490;70;420;40;20;320;0;50
251;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Bonaire;2022;3310;2720;150;2570;590;20;570;0;0;570;20;550;50;10;380;40;60
252;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Sint-Eustatius;2012;480;360;50;310;130;10;120;0;0;110;10;100;0;30;60;0;0
253;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Sint-Eustatius;2014;460;380;60;330;80;0;80;30;0;50;10;40;10;0;30;0;10
254;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Sint-Eustatius;2016;460;350;40;310;110;0;110;10;0;100;10;90;10;0;60;10;10
255;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Sint-Eustatius;2018;370;310;30;290;50;10;50;10;0;40;10;30;0;0;30;0;0
256;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Sint-Eustatius;2020;290;260;20;240;30;0;30;0;0;30;0;30;0;10;10;0;10
257;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Sint-Eustatius;2022;360;310;10;300;50;10;40;0;0;30;0;30;0;0;30;0;0
258;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Saba;2012;570;280;50;230;300;10;280;10;0;270;10;260;10;230;20;0;10
259;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Saba;2014;610;230;40;190;380;0;380;10;0;370;10;360;10;320;30;0;0
260;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Saba;2016;580;290;50;240;290;10;280;0;0;280;0;280;10;230;40;0;10
261;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Saba;2018;650;320;40;280;330;10;320;10;0;310;0;310;0;280;30;0;0
262;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Saba;2020;470;340;90;250;130;0;130;20;0;110;0;110;0;60;40;0;0
263;Totaal mannen en vrouwen;Onderwijsniveau: hoog;Saba;2022;490;280;30;240;220;10;210;0;0;210;0;200;0;160;30;0;10
264;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Caribisch Nederland;2012;30;10;0;10;20;0;20;0;0;20;0;20;0;0;0;10;0
265;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Caribisch Nederland;2014;530;270;110;170;250;10;240;20;10;210;10;200;0;80;90;10;20
266;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Caribisch Nederland;2016;530;410;10;400;130;30;90;0;0;90;0;90;10;0;30;50;0
267;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Caribisch Nederland;2018;200;120;10;110;80;0;80;50;0;30;0;30;0;0;0;10;10
268;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Caribisch Nederland;2020;420;320;40;280;100;50;40;0;0;40;10;30;0;0;10;20;0
269;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Caribisch Nederland;2022;320;230;30;210;90;10;80;20;0;60;0;60;20;0;10;10;20
270;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Bonaire;2012;20;10;0;10;10;0;10;0;0;10;0;10;0;0;0;10;0
271;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Bonaire;2014;480;250;100;150;230;10;210;10;0;200;10;190;0;70;90;10;10
272;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Bonaire;2016;510;390;10;380;120;30;90;0;0;90;0;90;10;0;30;50;0
273;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Bonaire;2018;150;70;0;70;80;0;80;50;0;20;0;20;0;0;0;10;10
274;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Bonaire;2020;360;280;40;240;90;50;40;0;0;40;10;30;0;0;10;20;0
275;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Bonaire;2022;200;140;20;120;60;0;60;20;0;40;0;40;10;0;0;10;10
276;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Sint-Eustatius;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
277;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Sint-Eustatius;2014;30;10;10;0;20;0;20;10;10;10;0;10;0;10;0;0;0
278;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Sint-Eustatius;2016;10;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
279;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Sint-Eustatius;2018;20;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
280;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Sint-Eustatius;2020;20;10;0;10;10;0;10;0;0;10;0;10;0;0;0;0;0
281;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Sint-Eustatius;2022;50;40;10;30;20;0;10;0;0;10;0;10;0;0;10;0;0
282;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Saba;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
283;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Saba;2014;20;20;0;20;10;0;10;0;0;10;0;10;0;0;0;0;0
284;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Saba;2016;10;10;0;10;10;0;10;0;0;10;0;10;0;0;0;0;0
285;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Saba;2018;30;30;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0
286;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Saba;2020;40;30;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0
287;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;Saba;2022;70;50;0;50;10;0;10;0;0;10;0;10;0;0;10;0;0
288;Totaal mannen en vrouwen;Totaal personen;Caribisch Nederland;2012;17490;11940;2360;9580;5550;660;4890;810;80;4000;200;3810;300;1230;1370;410;490
289;Totaal mannen en vrouwen;Totaal personen;Caribisch Nederland;2014;19220;13060;2710;10350;6160;910;5250;690;150;4410;250;4170;390;1420;1470;490;390
290;Totaal mannen en vrouwen;Totaal personen;Caribisch Nederland;2016;19320;13290;1330;11960;6030;930;5100;590;60;4460;200;4260;370;1420;1610;570;290
291;Totaal mannen en vrouwen;Totaal personen;Caribisch Nederland;2018;19760;14270;1770;12500;5500;480;5020;580;120;4320;200;4120;310;1330;1710;470;300
292;Totaal mannen en vrouwen;Totaal personen;Caribisch Nederland;2020;20400;14330;1970;12370;6070;630;5450;690;110;4650;270;4380;420;1170;1870;550;370
293;Totaal mannen en vrouwen;Totaal personen;Caribisch Nederland;2022;21710;15670;1830;13840;6040;490;5550;420;40;5080;270;4820;390;1150;2100;740;440
294;Totaal mannen en vrouwen;Totaal personen;Bonaire;2012;12860;8810;1770;7050;4050;550;3500;650;40;2810;130;2680;210;710;1040;340;390
295;Totaal mannen en vrouwen;Totaal personen;Bonaire;2014;14460;9960;2080;7880;4500;680;3820;400;130;3300;130;3170;310;940;1220;360;340
296;Totaal mannen en vrouwen;Totaal personen;Bonaire;2016;15300;10700;940;9760;4600;770;3830;370;50;3420;140;3280;290;1010;1280;460;240
297;Totaal mannen en vrouwen;Totaal personen;Bonaire;2018;15390;11240;1410;9830;4150;370;3780;430;100;3250;150;3090;240;840;1340;410;270
298;Totaal mannen en vrouwen;Totaal personen;Bonaire;2020;16450;11490;1610;9880;4960;550;4410;510;100;3810;250;3550;380;890;1460;480;340
299;Totaal mannen en vrouwen;Totaal personen;Bonaire;2022;17710;12840;1630;11220;4870;390;4480;290;30;4160;250;3910;350;810;1750;650;340
300;Totaal mannen en vrouwen;Totaal personen;Sint-Eustatius;2012;2980;2090;340;1750;890;70;820;110;30;690;40;650;60;240;240;40;70
301;Totaal mannen en vrouwen;Totaal personen;Sint-Eustatius;2014;3250;2200;440;1760;1050;210;840;250;20;570;100;470;50;120;160;100;40
302;Totaal mannen en vrouwen;Totaal personen;Sint-Eustatius;2016;2430;1610;270;1350;820;120;700;170;10;510;40;470;50;140;200;60;20
303;Totaal mannen en vrouwen;Totaal personen;Sint-Eustatius;2018;2600;1860;190;1670;740;80;660;130;10;520;30;490;40;180;230;20;20
304;Totaal mannen en vrouwen;Totaal personen;Sint-Eustatius;2020;2420;1720;140;1580;700;40;660;110;0;550;10;530;30;180;280;20;30
305;Totaal mannen en vrouwen;Totaal personen;Sint-Eustatius;2022;2480;1810;110;1700;670;70;600;130;0;470;10;460;20;140;180;60;60
306;Totaal mannen en vrouwen;Totaal personen;Saba;2012;1650;1040;260;790;610;40;570;60;10;500;30;480;40;290;90;30;30
307;Totaal mannen en vrouwen;Totaal personen;Saba;2014;1520;900;190;710;620;20;590;40;0;550;20;530;30;370;100;30;10
308;Totaal mannen en vrouwen;Totaal personen;Saba;2016;1580;970;120;850;610;30;580;50;0;530;20;510;40;270;120;50;30
309;Totaal mannen en vrouwen;Totaal personen;Saba;2018;1770;1170;170;1000;610;30;580;20;10;550;10;540;30;320;140;40;10
310;Totaal mannen en vrouwen;Totaal personen;Saba;2020;1540;1130;220;910;410;40;370;70;10;300;10;290;10;100;120;50;10
311;Totaal mannen en vrouwen;Totaal personen;Saba;2022;1510;1010;90;920;500;30;470;0;10;460;10;450;10;200;170;20;40
312;Mannen;Leeftijd: 15 tot 25 jaar;Caribisch Nederland;2012;1400;570;150;420;830;80;750;90;10;650;10;640;0;550;0;0;90
313;Mannen;Leeftijd: 15 tot 25 jaar;Caribisch Nederland;2014;1310;460;220;250;850;80;770;60;30;680;20;660;0;600;0;30;40
314;Mannen;Leeftijd: 15 tot 25 jaar;Caribisch Nederland;2016;1400;470;120;350;930;150;780;30;0;740;0;740;0;690;0;10;40
315;Mannen;Leeftijd: 15 tot 25 jaar;Caribisch Nederland;2018;1490;640;100;540;850;50;790;120;0;670;30;640;0;620;0;0;20
316;Mannen;Leeftijd: 15 tot 25 jaar;Caribisch Nederland;2020;1410;600;220;390;810;80;730;110;20;610;20;600;0;580;0;20;0
317;Mannen;Leeftijd: 15 tot 25 jaar;Caribisch Nederland;2022;1230;500;60;450;730;60;670;80;0;590;20;570;0;540;0;0;30
318;Mannen;Leeftijd: 15 tot 25 jaar;Bonaire;2012;1000;430;90;340;570;70;510;60;0;450;10;440;0;360;0;0;80
319;Mannen;Leeftijd: 15 tot 25 jaar;Bonaire;2014;980;360;200;150;620;50;570;30;30;510;10;500;0;450;0;30;30
320;Mannen;Leeftijd: 15 tot 25 jaar;Bonaire;2016;1120;410;100;310;710;120;590;20;0;570;0;570;0;530;0;10;30
321;Mannen;Leeftijd: 15 tot 25 jaar;Bonaire;2018;1150;520;100;430;630;40;590;90;0;490;30;460;0;450;0;0;20
322;Mannen;Leeftijd: 15 tot 25 jaar;Bonaire;2020;1130;500;190;310;630;60;570;80;10;480;10;470;0;450;0;20;0
323;Mannen;Leeftijd: 15 tot 25 jaar;Bonaire;2022;950;430;60;380;520;40;470;40;0;440;10;420;0;410;0;0;10
324;Mannen;Leeftijd: 15 tot 25 jaar;Sint-Eustatius;2012;210;50;20;30;160;0;160;20;10;130;0;130;0;110;0;0;20
325;Mannen;Leeftijd: 15 tot 25 jaar;Sint-Eustatius;2014;190;60;10;50;140;20;120;20;10;80;0;80;0;70;0;0;10
326;Mannen;Leeftijd: 15 tot 25 jaar;Sint-Eustatius;2016;140;20;0;20;120;30;90;10;0;90;0;90;0;80;0;0;10
327;Mannen;Leeftijd: 15 tot 25 jaar;Sint-Eustatius;2018;210;70;0;70;140;10;120;20;0;100;0;100;0;100;0;0;10
328;Mannen;Leeftijd: 15 tot 25 jaar;Sint-Eustatius;2020;190;60;10;50;130;20;110;0;0;110;10;100;0;100;0;0;0
329;Mannen;Leeftijd: 15 tot 25 jaar;Sint-Eustatius;2022;200;60;0;60;140;10;130;40;0;90;0;90;0;70;0;0;10
330;Mannen;Leeftijd: 15 tot 25 jaar;Saba;2012;180;80;40;50;100;10;90;10;10;70;0;70;0;70;0;0;0
331;Mannen;Leeftijd: 15 tot 25 jaar;Saba;2014;140;50;10;40;90;0;90;10;0;80;0;80;0;80;0;0;0
332;Mannen;Leeftijd: 15 tot 25 jaar;Saba;2016;140;50;10;30;100;10;90;0;0;90;0;90;0;90;0;0;0
333;Mannen;Leeftijd: 15 tot 25 jaar;Saba;2018;130;50;0;40;80;0;80;10;0;80;0;80;0;80;0;0;0
334;Mannen;Leeftijd: 15 tot 25 jaar;Saba;2020;100;40;10;30;60;0;50;30;0;30;0;30;0;30;0;0;0
335;Mannen;Leeftijd: 15 tot 25 jaar;Saba;2022;80;10;0;10;70;0;70;0;0;70;10;70;0;60;0;0;10
336;Mannen;Leeftijd: 25 tot 45 jaar;Caribisch Nederland;2012;3640;3060;580;2480;590;160;430;190;10;230;30;200;0;150;0;20;30
