ID;Bedrijfstak;Landen;Perioden;UrenPerWerkzamePersoon_1
121;Landbouw;Duitsland;1996;1569.0
122;Landbouw;Duitsland;1997;1551.0
123;Landbouw;Duitsland;1998;1529.0
124;Landbouw;Duitsland;1999;1524.0
125;Landbouw;Duitsland;2000;1523.0
126;Landbouw;Duitsland;2001;1502.0
127;Landbouw;Duitsland;2002;1479.0
128;Landbouw;Duitsland;2003;1458.0
129;Landbouw;Duitsland;2004;
130;Landbouw;Finland;1979;2580.0
131;Landbouw;Finland;1980;2408.0
132;Landbouw;Finland;1981;2528.0
133;Landbouw;Finland;1982;2463.0
134;Landbouw;Finland;1983;2401.0
135;Landbouw;Finland;1984;2363.0
136;Landbouw;Finland;1985;2454.0
137;Landbouw;Finland;1986;2420.0
138;Landbouw;Finland;1987;2440.0
139;Landbouw;Finland;1988;2532.0
140;Landbouw;Finland;1989;2553.0
141;Landbouw;Finland;1990;2463.0
142;Landbouw;Finland;1991;2428.0
143;Landbouw;Finland;1992;2512.0
144;Landbouw;Finland;1993;2558.0
145;Landbouw;Finland;1994;2527.0
146;Landbouw;Finland;1995;2498.0
147;Landbouw;Finland;1996;2545.0
148;Landbouw;Finland;1997;2474.0
149;Landbouw;Finland;1998;2537.0
150;Landbouw;Finland;1999;2601.0
151;Landbouw;Finland;2000;2540.0
152;Landbouw;Finland;2001;2511.0
153;Landbouw;Finland;2002;2520.0
154;Landbouw;Finland;2003;2455.0
155;Landbouw;Finland;2004;
156;Landbouw;Frankrijk;1979;1865.0
157;Landbouw;Frankrijk;1980;1873.0
158;Landbouw;Frankrijk;1981;1883.0
159;Landbouw;Frankrijk;1982;1899.0
160;Landbouw;Frankrijk;1983;1916.0
161;Landbouw;Frankrijk;1984;1901.0
162;Landbouw;Frankrijk;1985;1851.0
163;Landbouw;Frankrijk;1986;1817.0
164;Landbouw;Frankrijk;1987;1814.0
165;Landbouw;Frankrijk;1988;1821.0
166;Landbouw;Frankrijk;1989;1805.0
167;Landbouw;Frankrijk;1990;1749.0
168;Landbouw;Frankrijk;1991;1730.0
169;Landbouw;Frankrijk;1992;1670.0
170;Landbouw;Frankrijk;1993;1667.0
171;Landbouw;Frankrijk;1994;1688.0
172;Landbouw;Frankrijk;1995;1623.0
173;Landbouw;Frankrijk;1996;1606.0
174;Landbouw;Frankrijk;1997;1553.0
175;Landbouw;Frankrijk;1998;1480.0
176;Landbouw;Frankrijk;1999;1490.0
177;Landbouw;Frankrijk;2000;1547.0
178;Landbouw;Frankrijk;2001;1592.0
179;Landbouw;Frankrijk;2002;1582.0
180;Landbouw;Frankrijk;2003;1597.0
181;Landbouw;Frankrijk;2004;
182;Landbouw;Hongarije;1979;
183;Landbouw;Hongarije;1980;
184;Landbouw;Hongarije;1981;
185;Landbouw;Hongarije;1982;
186;Landbouw;Hongarije;1983;
187;Landbouw;Hongarije;1984;
188;Landbouw;Hongarije;1985;
189;Landbouw;Hongarije;1986;
190;Landbouw;Hongarije;1987;
191;Landbouw;Hongarije;1988;
192;Landbouw;Hongarije;1989;
193;Landbouw;Hongarije;1990;
194;Landbouw;Hongarije;1991;
195;Landbouw;Hongarije;1992;
196;Landbouw;Hongarije;1993;1839.0
197;Landbouw;Hongarije;1994;1968.0
198;Landbouw;Hongarije;1995;1974.0
199;Landbouw;Hongarije;1996;1997.0
200;Landbouw;Hongarije;1997;1997.0
201;Landbouw;Hongarije;1998;1995.0
202;Landbouw;Hongarije;1999;1979.0
203;Landbouw;Hongarije;2000;2002.0
204;Landbouw;Hongarije;2001;1957.0
205;Landbouw;Hongarije;2002;1986.0
206;Landbouw;Hongarije;2003;1998.0
207;Landbouw;Hongarije;2004;
208;Landbouw;Ierland;1979;1990.0
209;Landbouw;Ierland;1980;1954.0
210;Landbouw;Ierland;1981;1925.0
211;Landbouw;Ierland;1982;1919.0
212;Landbouw;Ierland;1983;1909.0
213;Landbouw;Ierland;1984;1901.0
214;Landbouw;Ierland;1985;1905.0
215;Landbouw;Ierland;1986;1936.0
216;Landbouw;Ierland;1987;1924.0
217;Landbouw;Ierland;1988;1921.0
218;Landbouw;Ierland;1989;1929.0
219;Landbouw;Ierland;1990;1922.0
220;Landbouw;Ierland;1991;1892.0
221;Landbouw;Ierland;1992;1844.0
222;Landbouw;Ierland;1993;1832.0
223;Landbouw;Ierland;1994;1835.0
224;Landbouw;Ierland;1995;1835.0
225;Landbouw;Ierland;1996;1836.0
226;Landbouw;Ierland;1997;1797.0
227;Landbouw;Ierland;1998;1720.0
228;Landbouw;Ierland;1999;1699.0
229;Landbouw;Ierland;2000;1695.0
230;Landbouw;Ierland;2001;1686.0
231;Landbouw;Ierland;2002;1673.0
232;Landbouw;Ierland;2003;1653.0
233;Landbouw;Ierland;2004;
234;Landbouw;Italië;1979;1768.0
235;Landbouw;Italië;1980;1796.0
236;Landbouw;Italië;1981;1789.0
237;Landbouw;Italië;1982;1782.0
238;Landbouw;Italië;1983;1770.0
239;Landbouw;Italië;1984;1719.0
240;Landbouw;Italië;1985;1734.0
241;Landbouw;Italië;1986;1732.0
242;Landbouw;Italië;1987;1727.0
243;Landbouw;Italië;1988;1745.0
244;Landbouw;Italië;1989;1742.0
245;Landbouw;Italië;1990;1744.0
246;Landbouw;Italië;1991;1738.0
247;Landbouw;Italië;1992;1699.0
248;Landbouw;Italië;1993;1705.0
249;Landbouw;Italië;1994;1702.0
250;Landbouw;Italië;1995;1703.0
251;Landbouw;Italië;1996;1704.0
252;Landbouw;Italië;1997;1708.0
253;Landbouw;Italië;1998;1726.0
254;Landbouw;Italië;1999;1723.0
255;Landbouw;Italië;2000;1719.0
256;Landbouw;Italië;2001;1706.0
257;Landbouw;Italië;2002;1704.0
258;Landbouw;Italië;2003;1696.0
259;Landbouw;Italië;2004;
260;Landbouw;Japan;1979;2095.0
261;Landbouw;Japan;1980;2096.0
262;Landbouw;Japan;1981;2091.0
263;Landbouw;Japan;1982;2090.0
264;Landbouw;Japan;1983;2097.0
265;Landbouw;Japan;1984;2111.0
266;Landbouw;Japan;1985;2099.0
267;Landbouw;Japan;1986;2100.0
268;Landbouw;Japan;1987;2106.0
269;Landbouw;Japan;1988;2102.0
270;Landbouw;Japan;1989;2083.0
271;Landbouw;Japan;1990;2050.0
272;Landbouw;Japan;1991;2002.0
273;Landbouw;Japan;1992;1981.0
274;Landbouw;Japan;1993;1888.0
275;Landbouw;Japan;1994;1908.0
276;Landbouw;Japan;1995;1897.0
277;Landbouw;Japan;1996;1863.0
278;Landbouw;Japan;1997;1837.0
279;Landbouw;Japan;1998;1825.0
280;Landbouw;Japan;1999;1788.0
281;Landbouw;Japan;2000;1792.0
282;Landbouw;Japan;2001;1771.0
283;Landbouw;Japan;2002;1800.0
284;Landbouw;Japan;2003;
285;Landbouw;Japan;2004;
286;Landbouw;Nederland;1979;1352.0
287;Landbouw;Nederland;1980;1364.0
288;Landbouw;Nederland;1981;1371.0
289;Landbouw;Nederland;1982;1408.0
290;Landbouw;Nederland;1983;1428.0
291;Landbouw;Nederland;1984;1430.0
292;Landbouw;Nederland;1985;1472.0
293;Landbouw;Nederland;1986;1473.0
294;Landbouw;Nederland;1987;1508.0
295;Landbouw;Nederland;1988;1515.0
296;Landbouw;Nederland;1989;1539.0
297;Landbouw;Nederland;1990;1488.0
298;Landbouw;Nederland;1991;1450.0
299;Landbouw;Nederland;1992;1415.0
300;Landbouw;Nederland;1993;1374.0
301;Landbouw;Nederland;1994;1359.0
302;Landbouw;Nederland;1995;1342.0
303;Landbouw;Nederland;1996;1337.0
304;Landbouw;Nederland;1997;1306.0
305;Landbouw;Nederland;1998;1337.0
306;Landbouw;Nederland;1999;1328.0
307;Landbouw;Nederland;2000;1348.0
308;Landbouw;Nederland;2001;1271.0
309;Landbouw;Nederland;2002;1281.0
310;Landbouw;Nederland;2003;1294.0
311;Landbouw;Nederland;2004;
312;Landbouw;Oostenrijk;1979;1725.0
313;Landbouw;Oostenrijk;1980;1716.0
314;Landbouw;Oostenrijk;1981;1708.0
315;Landbouw;Oostenrijk;1982;1699.0
316;Landbouw;Oostenrijk;1983;1691.0
317;Landbouw;Oostenrijk;1984;1682.0
318;Landbouw;Oostenrijk;1985;1674.0
319;Landbouw;Oostenrijk;1986;1665.0
320;Landbouw;Oostenrijk;1987;1657.0
321;Landbouw;Oostenrijk;1988;1653.0
322;Landbouw;Oostenrijk;1989;1649.0
323;Landbouw;Oostenrijk;1990;1645.0
324;Landbouw;Oostenrijk;1991;1641.0
325;Landbouw;Oostenrijk;1992;1637.0
326;Landbouw;Oostenrijk;1993;1615.0
327;Landbouw;Oostenrijk;1994;1591.0
328;Landbouw;Oostenrijk;1995;1526.0
329;Landbouw;Oostenrijk;1996;1587.0
330;Landbouw;Oostenrijk;1997;1470.0
331;Landbouw;Oostenrijk;1998;1484.0
332;Landbouw;Oostenrijk;1999;1478.0
333;Landbouw;Oostenrijk;2000;1489.0
334;Landbouw;Oostenrijk;2001;1500.0
335;Landbouw;Oostenrijk;2002;1476.0
336;Landbouw;Oostenrijk;2003;1460.0
337;Landbouw;Oostenrijk;2004;
338;Landbouw;Polen;1979;
339;Landbouw;Polen;1980;
340;Landbouw;Polen;1981;
341;Landbouw;Polen;1982;
342;Landbouw;Polen;1983;
343;Landbouw;Polen;1984;
344;Landbouw;Polen;1985;
345;Landbouw;Polen;1986;
346;Landbouw;Polen;1987;
347;Landbouw;Polen;1988;
348;Landbouw;Polen;1989;
349;Landbouw;Polen;1990;
350;Landbouw;Polen;1991;
351;Landbouw;Polen;1992;
352;Landbouw;Polen;1993;1780.0
353;Landbouw;Polen;1994;1905.0
354;Landbouw;Polen;1995;1911.0
355;Landbouw;Polen;1996;1907.0
356;Landbouw;Polen;1997;1877.0
357;Landbouw;Polen;1998;1867.0
358;Landbouw;Polen;1999;1843.0
359;Landbouw;Polen;2000;1897.0
360;Landbouw;Polen;2001;1888.0
361;Landbouw;Polen;2002;1893.0
362;Landbouw;Polen;2003;1898.0
363;Landbouw;Polen;2004;
364;Landbouw;Spanje;1979;2022.0
365;Landbouw;Spanje;1980;2003.0
366;Landbouw;Spanje;1981;1968.0
367;Landbouw;Spanje;1982;1946.0
368;Landbouw;Spanje;1983;1912.0
369;Landbouw;Spanje;1984;1865.0
370;Landbouw;Spanje;1985;1855.0
371;Landbouw;Spanje;1986;1847.0
372;Landbouw;Spanje;1987;1838.0
373;Landbouw;Spanje;1988;1835.0
374;Landbouw;Spanje;1989;1822.0
375;Landbouw;Spanje;1990;1824.0
376;Landbouw;Spanje;1991;1832.0
377;Landbouw;Spanje;1992;1824.0
378;Landbouw;Spanje;1993;1815.0
379;Landbouw;Spanje;1994;1815.0
380;Landbouw;Spanje;1995;1814.0
381;Landbouw;Spanje;1996;1810.0
382;Landbouw;Spanje;1997;1812.0
383;Landbouw;Spanje;1998;1833.0
384;Landbouw;Spanje;1999;1815.0
385;Landbouw;Spanje;2000;1814.0
386;Landbouw;Spanje;2001;1815.0
387;Landbouw;Spanje;2002;1797.0
388;Landbouw;Spanje;2003;1799.0
389;Landbouw;Spanje;2004;
390;Landbouw;Tsjechië;1979;
391;Landbouw;Tsjechië;1980;
392;Landbouw;Tsjechië;1981;
393;Landbouw;Tsjechië;1982;
394;Landbouw;Tsjechië;1983;
395;Landbouw;Tsjechië;1984;
396;Landbouw;Tsjechië;1985;
397;Landbouw;Tsjechië;1986;
398;Landbouw;Tsjechië;1987;
399;Landbouw;Tsjechië;1988;
400;Landbouw;Tsjechië;1989;
401;Landbouw;Tsjechië;1990;
402;Landbouw;Tsjechië;1991;
403;Landbouw;Tsjechië;1992;
404;Landbouw;Tsjechië;1993;1994.0
405;Landbouw;Tsjechië;1994;1974.0
406;Landbouw;Tsjechië;1995;1995.0
407;Landbouw;Tsjechië;1996;1996.0
408;Landbouw;Tsjechië;1997;1997.0
409;Landbouw;Tsjechië;1998;2005.0
410;Landbouw;Tsjechië;1999;2017.0
411;Landbouw;Tsjechië;2000;2022.0
412;Landbouw;Tsjechië;2001;1932.0
413;Landbouw;Tsjechië;2002;1913.0
414;Landbouw;Tsjechië;2003;1906.0
415;Landbouw;Tsjechië;2004;
416;Landbouw;Verenigd Koninkrijk;1979;2336.0
417;Landbouw;Verenigd Koninkrijk;1980;2384.0
418;Landbouw;Verenigd Koninkrijk;1981;2295.0
419;Landbouw;Verenigd Koninkrijk;1982;2377.0
420;Landbouw;Verenigd Koninkrijk;1983;2355.0
421;Landbouw;Verenigd Koninkrijk;1984;2351.0
422;Landbouw;Verenigd Koninkrijk;1985;2318.0
423;Landbouw;Verenigd Koninkrijk;1986;2329.0
424;Landbouw;Verenigd Koninkrijk;1987;2329.0
425;Landbouw;Verenigd Koninkrijk;1988;2327.0
426;Landbouw;Verenigd Koninkrijk;1989;2382.0
427;Landbouw;Verenigd Koninkrijk;1990;2306.0
428;Landbouw;Verenigd Koninkrijk;1991;2324.0
429;Landbouw;Verenigd Koninkrijk;1992;2214.0
430;Landbouw;Verenigd Koninkrijk;1993;2136.0
431;Landbouw;Verenigd Koninkrijk;1994;2231.0
432;Landbouw;Verenigd Koninkrijk;1995;2232.0
433;Landbouw;Verenigd Koninkrijk;1996;2199.0
434;Landbouw;Verenigd Koninkrijk;1997;2186.0
435;Landbouw;Verenigd Koninkrijk;1998;2185.0
436;Landbouw;Verenigd Koninkrijk;1999;2212.0
437;Landbouw;Verenigd Koninkrijk;2000;2097.0
438;Landbouw;Verenigd Koninkrijk;2001;2051.0
439;Landbouw;Verenigd Koninkrijk;2002;2015.0
440;Landbouw;Verenigd Koninkrijk;2003;2034.0
441;Landbouw;Verenigd Koninkrijk;2004;
442;Landbouw;Verenigde Staten;1979;1686.0
443;Landbouw;Verenigde Staten;1980;1639.0
444;Landbouw;Verenigde Staten;1981;1651.0
445;Landbouw;Verenigde Staten;1982;1661.0
446;Landbouw;Verenigde Staten;1983;1683.0
447;Landbouw;Verenigde Staten;1984;1737.0
448;Landbouw;Verenigde Staten;1985;1765.0
449;Landbouw;Verenigde Staten;1986;1797.0
450;Landbouw;Verenigde Staten;1987;1822.0
451;Landbouw;Verenigde Staten;1988;1854.0
452;Landbouw;Verenigde Staten;1989;1911.0
453;Landbouw;Verenigde Staten;1990;1929.0
454;Landbouw;Verenigde Staten;1991;1906.0
455;Landbouw;Verenigde Staten;1992;1930.0
456;Landbouw;Verenigde Staten;1993;1932.0
457;Landbouw;Verenigde Staten;1994;1705.0
458;Landbouw;Verenigde Staten;1995;1760.0
459;Landbouw;Verenigde Staten;1996;1842.0
460;Landbouw;Verenigde Staten;1997;1866.0
461;Landbouw;Verenigde Staten;1998;1936.0
462;Landbouw;Verenigde Staten;1999;2157.0
463;Landbouw;Verenigde Staten;2000;2177.0
464;Landbouw;Verenigde Staten;2001;2179.0
465;Landbouw;Verenigde Staten;2002;2177.0
466;Landbouw;Verenigde Staten;2003;2169.0
467;Landbouw;Verenigde Staten;2004;2171.0
468;Landbouw;Zuid-Korea;1979;2351.0
469;Landbouw;Zuid-Korea;1980;2340.0
470;Landbouw;Zuid-Korea;1981;2371.0
471;Landbouw;Zuid-Korea;1982;2402.0
472;Landbouw;Zuid-Korea;1983;2335.0
473;Landbouw;Zuid-Korea;1984;2273.0
474;Landbouw;Zuid-Korea;1985;2263.0
475;Landbouw;Zuid-Korea;1986;2206.0
476;Landbouw;Zuid-Korea;1987;2289.0
477;Landbouw;Zuid-Korea;1988;2340.0
478;Landbouw;Zuid-Korea;1989;2371.0
479;Landbouw;Zuid-Korea;1990;2284.0
480;Landbouw;Zuid-Korea;1991;2269.0
481;Landbouw;Zuid-Korea;1992;2251.0
482;Landbouw;Zuid-Korea;1993;2243.0
483;Landbouw;Zuid-Korea;1994;2242.0
484;Landbouw;Zuid-Korea;1995;2254.0
485;Landbouw;Zuid-Korea;1996;2243.0
486;Landbouw;Zuid-Korea;1997;2214.0
487;Landbouw;Zuid-Korea;1998;2182.0
488;Landbouw;Zuid-Korea;1999;2110.0
489;Landbouw;Zuid-Korea;2000;2134.0
490;Landbouw;Zuid-Korea;2001;2127.0
491;Landbouw;Zuid-Korea;2002;2095.0
492;Landbouw;Zuid-Korea;2003;
493;Landbouw;Zuid-Korea;2004;
494;Landbouw;Zweden;1979;1928.0
495;Landbouw;Zweden;1980;1930.0
496;Landbouw;Zweden;1981;1925.0
497;Landbouw;Zweden;1982;1908.0
498;Landbouw;Zweden;1983;1893.0
499;Landbouw;Zweden;1984;1898.0
500;Landbouw;Zweden;1985;1852.0
501;Landbouw;Zweden;1986;1857.0
502;Landbouw;Zweden;1987;1905.0
503;Landbouw;Zweden;1988;1909.0
504;Landbouw;Zweden;1989;1990.0
505;Landbouw;Zweden;1990;1968.0
506;Landbouw;Zweden;1991;1912.0
507;Landbouw;Zweden;1992;1928.0
508;Landbouw;Zweden;1993;1897.0
509;Landbouw;Zweden;1994;1961.0
510;Landbouw;Zweden;1995;2009.0
511;Landbouw;Zweden;1996;2007.0
512;Landbouw;Zweden;1997;2058.0
513;Landbouw;Zweden;1998;2032.0
514;Landbouw;Zweden;1999;2077.0
515;Landbouw;Zweden;2000;1979.0
516;Landbouw;Zweden;2001;2057.0
517;Landbouw;Zweden;2002;2074.0
518;Landbouw;Zweden;2003;2018.0
519;Landbouw;Zweden;2004;
520;Landbouw;EU-15;1979;1846.0
521;Landbouw;EU-15;1980;1842.0
522;Landbouw;EU-15;1981;1832.0
523;Landbouw;EU-15;1982;1831.0
524;Landbouw;EU-15;1983;1820.0
525;Landbouw;EU-15;1984;1793.0
526;Landbouw;EU-15;1985;1787.0
527;Landbouw;EU-15;1986;1776.0
528;Landbouw;EU-15;1987;1774.0
529;Landbouw;EU-15;1988;1782.0
530;Landbouw;EU-15;1989;1786.0
531;Landbouw;EU-15;1990;1765.0
532;Landbouw;EU-15;1991;1752.0
533;Landbouw;EU-15;1992;1760.0
534;Landbouw;EU-15;1993;1759.0
535;Landbouw;EU-15;1994;1764.0
536;Landbouw;EU-15;1995;1750.0
537;Landbouw;EU-15;1996;1746.0
538;Landbouw;EU-15;1997;1722.0
539;Landbouw;EU-15;1998;1707.0
540;Landbouw;EU-15;1999;1714.0
541;Landbouw;EU-15;2000;1712.0
542;Landbouw;EU-15;2001;1708.0
543;Landbouw;EU-15;2002;1694.0
544;Landbouw;EU-15;2003;1688.0
545;Landbouw;EU-15;2004;
546;Bosbouw;Australië;1979;1905.0
547;Bosbouw;Australië;1980;1879.0
548;Bosbouw;Australië;1981;1879.0
549;Bosbouw;Australië;1982;1868.0
550;Bosbouw;Australië;1983;1853.0
551;Bosbouw;Australië;1984;1869.0
552;Bosbouw;Australië;1985;1859.0
553;Bosbouw;Australië;1986;1989.0
554;Bosbouw;Australië;1987;1950.0
555;Bosbouw;Australië;1988;1963.0
556;Bosbouw;Australië;1989;2002.0
557;Bosbouw;Australië;1990;1976.0
558;Bosbouw;Australië;1991;1976.0
559;Bosbouw;Australië;1992;1924.0
560;Bosbouw;Australië;1993;1963.0
561;Bosbouw;Australië;1994;2033.0
562;Bosbouw;Australië;1995;2009.0
563;Bosbouw;Australië;1996;2064.0
564;Bosbouw;Australië;1997;2023.0
565;Bosbouw;Australië;1998;2011.0
566;Bosbouw;Australië;1999;2057.0
567;Bosbouw;Australië;2000;2101.0
568;Bosbouw;Australië;2001;2035.0
569;Bosbouw;Australië;2002;2132.0
570;Bosbouw;Australië;2003;2215.0
571;Bosbouw;Australië;2004;
572;Bosbouw;België;1979;1311.0
573;Bosbouw;België;1980;1296.0
574;Bosbouw;België;1981;1279.0
575;Bosbouw;België;1982;1268.0
576;Bosbouw;België;1983;1272.0
577;Bosbouw;België;1984;1287.0
578;Bosbouw;België;1985;1293.0
579;Bosbouw;België;1986;1282.0
580;Bosbouw;België;1987;1274.0
581;Bosbouw;België;1988;1269.0
582;Bosbouw;België;1989;1260.0
583;Bosbouw;België;1990;1269.0
584;Bosbouw;België;1991;1244.0
585;Bosbouw;België;1992;1231.0
586;Bosbouw;België;1993;1202.0
587;Bosbouw;België;1994;1204.0
588;Bosbouw;België;1995;1226.0
589;Bosbouw;België;1996;1116.0
590;Bosbouw;België;1997;1107.0
591;Bosbouw;België;1998;1106.0
592;Bosbouw;België;1999;1168.0
593;Bosbouw;België;2000;1205.0
594;Bosbouw;België;2001;1215.0
595;Bosbouw;België;2002;1152.0
596;Bosbouw;België;2003;1148.0
597;Bosbouw;België;2004;
598;Bosbouw;Canada;1979;2218.0
599;Bosbouw;Canada;1980;2109.0
600;Bosbouw;Canada;1981;2102.0
601;Bosbouw;Canada;1982;2145.0
602;Bosbouw;Canada;1983;2080.0
603;Bosbouw;Canada;1984;2067.0
604;Bosbouw;Canada;1985;2086.0
605;Bosbouw;Canada;1986;2071.0
606;Bosbouw;Canada;1987;2061.0
607;Bosbouw;Canada;1988;2040.0
608;Bosbouw;Canada;1989;2067.0
609;Bosbouw;Canada;1990;2070.0
610;Bosbouw;Canada;1991;2074.0
611;Bosbouw;Canada;1992;2063.0
612;Bosbouw;Canada;1993;2058.0
613;Bosbouw;Canada;1994;2045.0
614;Bosbouw;Canada;1995;2039.0
615;Bosbouw;Canada;1996;2055.0
616;Bosbouw;Canada;1997;2091.0
617;Bosbouw;Canada;1998;2121.0
618;Bosbouw;Canada;1999;2130.0
619;Bosbouw;Canada;2000;2151.0
620;Bosbouw;Canada;2001;2163.0
621;Bosbouw;Canada;2002;2115.0
622;Bosbouw;Canada;2003;2147.0
623;Bosbouw;Canada;2004;
624;Bosbouw;Denemarken;1979;1541.0
625;Bosbouw;Denemarken;1980;1509.0
626;Bosbouw;Denemarken;1981;1537.0
627;Bosbouw;Denemarken;1982;1592.0
628;Bosbouw;Denemarken;1983;1572.0
629;Bosbouw;Denemarken;1984;1608.0
630;Bosbouw;Denemarken;1985;1604.0
631;Bosbouw;Denemarken;1986;1706.0
632;Bosbouw;Denemarken;1987;1740.0
633;Bosbouw;Denemarken;1988;1668.0
634;Bosbouw;Denemarken;1989;1721.0
635;Bosbouw;Denemarken;1990;1666.0
636;Bosbouw;Denemarken;1991;1767.0
637;Bosbouw;Denemarken;1992;1781.0
638;Bosbouw;Denemarken;1993;1807.0
639;Bosbouw;Denemarken;1994;1796.0
640;Bosbouw;Denemarken;1995;1740.0
641;Bosbouw;Denemarken;1996;1708.0
642;Bosbouw;Denemarken;1997;1713.0
643;Bosbouw;Denemarken;1998;1782.0
644;Bosbouw;Denemarken;1999;1777.0
645;Bosbouw;Denemarken;2000;1902.0
646;Bosbouw;Denemarken;2001;1922.0
647;Bosbouw;Denemarken;2002;1979.0
648;Bosbouw;Denemarken;2003;1903.0
649;Bosbouw;Denemarken;2004;
650;Bosbouw;Duitsland;1979;1523.0
651;Bosbouw;Duitsland;1980;1500.0
652;Bosbouw;Duitsland;1981;1486.0
653;Bosbouw;Duitsland;1982;1490.0
