ID;Geslacht;Leeftijd;Onderwijsvolgend;KenmerkenNietThuiswonendeKinderen;Perioden;TotaalJongeren_1;JongerenZonderStartkwalificatie_2;TotaalJongerenMetStartkwalificatie_3;OnderwijsniveauMiddelbaarOnderwijs_4;OnderwijsniveauHogerOnderwijs_5;StartkwalificatieOnbekend_6
0;1100;53050;1;100;2005;1937.0;1034.0;899.0;746.0;154.0;3.0
1;1100;53050;1;100;2006;1944.0;1041.0;898.0;752.0;146.0;5.0
2;1100;53050;1;100;2007;1957.0;1037.0;918.0;762.0;156.0;3.0
3;1100;53050;1;100;2008;1978.0;1042.0;935.0;772.0;163.0;2.0
4;1100;53050;1;100;2009;1997.0;1042.0;954.0;785.0;169.0;
5;1100;53050;1;100;2010;2006.0;1007.0;997.0;825.0;172.0;2.0
6;1100;53050;1;100;2011;2010.0;983.0;1025.0;834.0;191.0;2.0
7;1100;53050;1;100;2012;2023.0;983.0;1030.0;840.0;190.0;10.0
8;1100;53050;1;140;2005;1421.0;917.0;504.0;445.0;59.0;
9;1100;53050;1;140;2006;1421.0;920.0;500.0;446.0;54.0;
10;1100;53050;1;140;2007;1452.0;923.0;528.0;466.0;62.0;2.0
11;1100;53050;1;140;2008;1458.0;928.0;529.0;471.0;59.0;
12;1100;53050;1;140;2009;1471.0;932.0;538.0;478.0;60.0;
13;1100;53050;1;140;2010;1456.0;905.0;550.0;485.0;65.0;
14;1100;53050;1;140;2011;1467.0;885.0;582.0;511.0;71.0;
15;1100;53050;1;140;2012;1486.0;886.0;593.0;518.0;76.0;7.0
16;1100;53050;1;110;2005;1184.0;756.0;428.0;378.0;50.0;
17;1100;53050;1;110;2006;1175.0;744.0;429.0;381.0;48.0;
18;1100;53050;1;110;2007;1189.0;745.0;442.0;389.0;54.0;
19;1100;53050;1;110;2008;1193.0;749.0;444.0;393.0;51.0;
20;1100;53050;1;110;2009;1189.0;738.0;451.0;400.0;51.0;
21;1100;53050;1;110;2010;1186.0;726.0;459.0;402.0;57.0;
22;1100;53050;1;110;2011;1188.0;709.0;478.0;418.0;60.0;
23;1100;53050;1;110;2012;1206.0;711.0;490.0;427.0;62.0;5.0
24;1100;53050;1;120;2005;237.0;161.0;76.0;67.0;9.0;
25;1100;53050;1;120;2006;247.0;175.0;71.0;65.0;6.0;
26;1100;53050;1;120;2007;264.0;178.0;85.0;77.0;8.0;
27;1100;53050;1;120;2008;264.0;179.0;85.0;78.0;7.0;
28;1100;53050;1;120;2009;281.0;194.0;88.0;79.0;9.0;
29;1100;53050;1;120;2010;269.0;179.0;90.0;83.0;8.0;
30;1100;53050;1;120;2011;279.0;176.0;104.0;93.0;11.0;
31;1100;53050;1;120;2012;280.0;175.0;104.0;90.0;13.0;2.0
32;1100;53050;1;130;2005;515.0;117.0;396.0;301.0;95.0;3.0
33;1100;53050;1;130;2006;523.0;122.0;397.0;306.0;92.0;4.0
34;1100;53050;1;130;2007;505.0;113.0;390.0;296.0;94.0;
35;1100;53050;1;130;2008;521.0;114.0;405.0;301.0;104.0;
36;1100;53050;1;130;2009;526.0;110.0;415.0;307.0;109.0;
37;1100;53050;1;130;2010;551.0;101.0;448.0;340.0;108.0;
38;1100;53050;1;130;2011;543.0;98.0;443.0;323.0;120.0;
39;1100;53050;1;130;2012;536.0;96.0;437.0;322.0;114.0;4.0
40;1100;53050;1;211;2005;215.0;144.0;71.0;63.0;9.0;
41;1100;53050;1;211;2006;216.0;145.0;70.0;65.0;5.0;
42;1100;53050;1;211;2007;199.0;139.0;60.0;53.0;6.0;
43;1100;53050;1;211;2008;190.0;137.0;53.0;48.0;5.0;
44;1100;53050;1;211;2009;212.0;147.0;65.0;59.0;6.0;
45;1100;53050;1;211;2010;184.0;123.0;61.0;54.0;7.0;
46;1100;53050;1;211;2011;187.0;123.0;63.0;57.0;7.0;
47;1100;53050;1;211;2012;174.0;108.0;64.0;58.0;7.0;
48;1100;53050;1;212;2005;246.0;155.0;91.0;80.0;11.0;
49;1100;53050;1;212;2006;265.0;165.0;100.0;87.0;13.0;
50;1100;53050;1;212;2007;264.0;159.0;105.0;91.0;14.0;
51;1100;53050;1;212;2008;252.0;155.0;97.0;86.0;11.0;
52;1100;53050;1;212;2009;236.0;144.0;93.0;80.0;13.0;
53;1100;53050;1;212;2010;256.0;152.0;104.0;90.0;13.0;
54;1100;53050;1;212;2011;257.0;154.0;103.0;90.0;13.0;
55;1100;53050;1;212;2012;268.0;153.0;114.0;99.0;15.0;
56;1100;53050;1;213;2005;130.0;83.0;47.0;42.0;5.0;
57;1100;53050;1;213;2006;131.0;81.0;50.0;42.0;7.0;
58;1100;53050;1;213;2007;145.0;87.0;58.0;51.0;7.0;
59;1100;53050;1;213;2008;150.0;92.0;58.0;50.0;8.0;
60;1100;53050;1;213;2009;162.0;99.0;63.0;54.0;9.0;
61;1100;53050;1;213;2010;165.0;99.0;66.0;56.0;9.0;
62;1100;53050;1;213;2011;161.0;96.0;65.0;55.0;10.0;
63;1100;53050;1;213;2012;176.0;102.0;72.0;62.0;11.0;
64;1100;53050;1;214;2005;380.0;241.0;138.0;123.0;15.0;
65;1100;53050;1;214;2006;356.0;226.0;130.0;117.0;13.0;
66;1100;53050;1;214;2007;364.0;230.0;134.0;119.0;15.0;
67;1100;53050;1;214;2008;381.0;236.0;145.0;129.0;15.0;
68;1100;53050;1;214;2009;358.0;218.0;140.0;128.0;12.0;
69;1100;53050;1;214;2010;354.0;216.0;138.0;123.0;15.0;
70;1100;53050;1;214;2011;341.0;200.0;140.0;124.0;16.0;
71;1100;53050;1;214;2012;345.0;202.0;143.0;127.0;15.0;
72;1100;53050;1;215;2005;194.0;120.0;74.0;64.0;9.0;
73;1100;53050;1;215;2006;190.0;115.0;75.0;65.0;10.0;
74;1100;53050;1;215;2007;204.0;121.0;83.0;71.0;11.0;
75;1100;53050;1;215;2008;214.0;124.0;90.0;78.0;12.0;
76;1100;53050;1;215;2009;214.0;126.0;87.0;76.0;11.0;
