ID;EnergyCommodities;Periods;EnergyConsumptionInTheEnergySector_1
950;Nuclear energy;1981;40.0
951;Nuclear energy;1982;42.0
952;Nuclear energy;1983;38.0
953;Nuclear energy;1984;41.0
954;Nuclear energy;1985;42.0
955;Nuclear energy;1986;45.0
956;Nuclear energy;1987;39.0
957;Nuclear energy;1988;40.0
958;Nuclear energy;1989;43.0
959;Nuclear energy;1990;38.0
960;Nuclear energy;1991;36.0
961;Nuclear energy;1992;43.0
962;Nuclear energy;1993;42.0
963;Nuclear energy;1994;43.0
964;Nuclear energy;1995;43.0
965;Nuclear energy;1996;45.0
966;Nuclear energy;1997;25.0
967;Nuclear energy;1998;39.0
968;Nuclear energy;1999 1st quarter;11.0
969;Nuclear energy;1999 2nd quarter;11.0
970;Nuclear energy;1999 3rd quarter;7.0
971;Nuclear energy;1999 4th quarter;11.0
972;Nuclear energy;1999;40.0
973;Nuclear energy;2000 1st quarter;11.0
974;Nuclear energy;2000 2nd quarter;10.0
975;Nuclear energy;2000 3rd quarter;10.0
976;Nuclear energy;2000 4th quarter;9.0
977;Nuclear energy;2000;41.0
978;Nuclear energy;2001 1st quarter;11.0
979;Nuclear energy;2001 2nd quarter;11.0
980;Nuclear energy;2001 3rd quarter;9.0
981;Nuclear energy;2001 4th quarter;11.0
982;Nuclear energy;2001;41.0
983;Nuclear energy;2002 1st quarter;11.0
984;Nuclear energy;2002 2nd quarter;11.0
985;Nuclear energy;2002 3rd quarter;9.0
986;Nuclear energy;2002 4th quarter;10.0
987;Nuclear energy;2002;40.0
988;Nuclear energy;2003 1st quarter;11.0
989;Nuclear energy;2003 2nd quarter;11.0
990;Nuclear energy;2003 3rd quarter;9.0
991;Nuclear energy;2003 4th quarter;10.0
992;Nuclear energy;2003;41.0
993;Nuclear energy;2004 1st quarter;10.0
994;Nuclear energy;2004 2nd quarter;11.0
995;Nuclear energy;2004 3rd quarter;11.0
996;Nuclear energy;2004 4th quarter;8.0
997;Nuclear energy;2004;39.0
998;Nuclear energy;2005 1st quarter;11.0
999;Nuclear energy;2005 2nd quarter;11.0
1000;Nuclear energy;2005 3rd quarter;9.0
1001;Nuclear energy;2005 4th quarter;11.0
1002;Nuclear energy;2005;41.0
1003;Nuclear energy;2006 1st quarter;11.0
1004;Nuclear energy;2006 2nd quarter;9.0
1005;Nuclear energy;2006 3rd quarter;11.0
1006;Nuclear energy;2006 4th quarter;5.0
1007;Nuclear energy;2006;36.0
1008;Nuclear energy;2007 1st quarter;11.0
1009;Nuclear energy;2007 2nd quarter;11.0
1010;Nuclear energy;2007 3rd quarter;9.0
1011;Nuclear energy;2007 4th quarter;11.0
1012;Nuclear energy;2007;41.0
1013;Nuclear energy;2008 1st quarter;11.0
1014;Nuclear energy;2008 2nd quarter;8.0
1015;Nuclear energy;2008 3rd quarter;11.0
1016;Nuclear energy;2008 4th quarter;11.0
1017;Nuclear energy;2008;40.0
1018;Nuclear energy;2009 1st quarter;11.0
1019;Nuclear energy;2009 2nd quarter;9.0
1020;Nuclear energy;2009 3rd quarter;11.0
1021;Nuclear energy;2009 4th quarter;11.0
1022;Nuclear energy;2009;41.0
1023;Nuclear energy;2010 1st quarter;10.0
1024;Nuclear energy;2010 2nd quarter;7.0
1025;Nuclear energy;2010 3rd quarter;11.0
1026;Nuclear energy;2010 4th quarter;11.0
1027;Nuclear energy;2010;38.0
1028;Nuclear energy;2011 1st quarter;11.0
1029;Nuclear energy;2011 2nd quarter;8.0
1030;Nuclear energy;2011 3rd quarter;10.0
1031;Nuclear energy;2011 4th quarter;11.0
1032;Nuclear energy;2011;40.0
1033;Nuclear energy;2012 1st quarter;11.0
1034;Nuclear energy;2012 2nd quarter;6.0
1035;Nuclear energy;2012 3rd quarter;11.0
1036;Nuclear energy;2012 4th quarter;11.0
1037;Nuclear energy;2012;39.0
1038;Nuclear energy;2013 1st quarter;10.0
1039;Nuclear energy;2013 2nd quarter;6.0
1040;Waste and other energy commodities;1967;
1041;Waste and other energy commodities;1968;
1042;Waste and other energy commodities;1969;
1043;Waste and other energy commodities;1970;
1044;Waste and other energy commodities;1971;
1045;Waste and other energy commodities;1972;
1046;Waste and other energy commodities;1973;
1047;Waste and other energy commodities;1974;
1048;Waste and other energy commodities;1975;
1049;Waste and other energy commodities;1976;
1050;Waste and other energy commodities;1977;
1051;Waste and other energy commodities;1978;
1052;Waste and other energy commodities;1979;
1053;Waste and other energy commodities;1980;
1054;Waste and other energy commodities;1981;
1055;Waste and other energy commodities;1982;
1056;Waste and other energy commodities;1983;
1057;Waste and other energy commodities;1984;
1058;Waste and other energy commodities;1985;
1059;Waste and other energy commodities;1986;
1060;Waste and other energy commodities;1987;
1061;Waste and other energy commodities;1988;
1062;Waste and other energy commodities;1989;
1063;Waste and other energy commodities;1990;
1064;Waste and other energy commodities;1991;
1065;Waste and other energy commodities;1992;
1066;Waste and other energy commodities;1993;
1067;Waste and other energy commodities;1994;
1068;Waste and other energy commodities;1995;0.0
1069;Waste and other energy commodities;1996;0.0
1070;Waste and other energy commodities;1997;0.0
1071;Waste and other energy commodities;1998;0.0
1072;Waste and other energy commodities;1999 1st quarter;0.0
1073;Waste and other energy commodities;1999 2nd quarter;0.0
1074;Waste and other energy commodities;1999 3rd quarter;0.0
1075;Waste and other energy commodities;1999 4th quarter;0.0
1076;Waste and other energy commodities;1999;0.0
1077;Waste and other energy commodities;2000 1st quarter;0.0
1078;Waste and other energy commodities;2000 2nd quarter;0.0
1079;Waste and other energy commodities;2000 3rd quarter;0.0
1080;Waste and other energy commodities;2000 4th quarter;0.0
1081;Waste and other energy commodities;2000;0.0
1082;Waste and other energy commodities;2001 1st quarter;0.0
1083;Waste and other energy commodities;2001 2nd quarter;0.0
1084;Waste and other energy commodities;2001 3rd quarter;0.0
1085;Waste and other energy commodities;2001 4th quarter;0.0
1086;Waste and other energy commodities;2001;0.0
1087;Waste and other energy commodities;2002 1st quarter;0.0
1088;Waste and other energy commodities;2002 2nd quarter;0.0
1089;Waste and other energy commodities;2002 3rd quarter;0.0
1090;Waste and other energy commodities;2002 4th quarter;0.0
1091;Waste and other energy commodities;2002;0.0
1092;Waste and other energy commodities;2003 1st quarter;0.0
1093;Waste and other energy commodities;2003 2nd quarter;0.0
1094;Waste and other energy commodities;2003 3rd quarter;0.0
1095;Waste and other energy commodities;2003 4th quarter;0.0
1096;Waste and other energy commodities;2003;0.0
1097;Waste and other energy commodities;2004 1st quarter;0.0
1098;Waste and other energy commodities;2004 2nd quarter;0.0
1099;Waste and other energy commodities;2004 3rd quarter;0.0
1100;Waste and other energy commodities;2004 4th quarter;0.0
1101;Waste and other energy commodities;2004;0.0
1102;Waste and other energy commodities;2005 1st quarter;0.0
1103;Waste and other energy commodities;2005 2nd quarter;0.0
1104;Waste and other energy commodities;2005 3rd quarter;0.0
1105;Waste and other energy commodities;2005 4th quarter;0.0
1106;Waste and other energy commodities;2005;1.0
1107;Waste and other energy commodities;2006 1st quarter;0.0
1108;Waste and other energy commodities;2006 2nd quarter;0.0
1109;Waste and other energy commodities;2006 3rd quarter;0.0
1110;Waste and other energy commodities;2006 4th quarter;0.0
1111;Waste and other energy commodities;2006;0.0
1112;Waste and other energy commodities;2007 1st quarter;0.0
1113;Waste and other energy commodities;2007 2nd quarter;0.0
1114;Waste and other energy commodities;2007 3rd quarter;0.0
1115;Waste and other energy commodities;2007 4th quarter;0.0
1116;Waste and other energy commodities;2007;0.0
1117;Waste and other energy commodities;2008 1st quarter;0.0
1118;Waste and other energy commodities;2008 2nd quarter;0.0
1119;Waste and other energy commodities;2008 3rd quarter;0.0
1120;Waste and other energy commodities;2008 4th quarter;0.0
1121;Waste and other energy commodities;2008;0.0
1122;Waste and other energy commodities;2009 1st quarter;0.0
1123;Waste and other energy commodities;2009 2nd quarter;0.0
1124;Waste and other energy commodities;2009 3rd quarter;0.0
1125;Waste and other energy commodities;2009 4th quarter;0.0
1126;Waste and other energy commodities;2009;0.0
1127;Waste and other energy commodities;2010 1st quarter;0.0
1128;Waste and other energy commodities;2010 2nd quarter;0.0
1129;Waste and other energy commodities;2010 3rd quarter;0.0
1130;Waste and other energy commodities;2010 4th quarter;0.0
1131;Waste and other energy commodities;2010;0.0
1132;Waste and other energy commodities;2011 1st quarter;0.0
1133;Waste and other energy commodities;2011 2nd quarter;0.0
1134;Waste and other energy commodities;2011 3rd quarter;0.0
1135;Waste and other energy commodities;2011 4th quarter;0.0
1136;Waste and other energy commodities;2011;0.0
1137;Waste and other energy commodities;2012 1st quarter;0.0
1138;Waste and other energy commodities;2012 2nd quarter;0.0
1139;Waste and other energy commodities;2012 3rd quarter;0.0
1140;Waste and other energy commodities;2012 4th quarter;0.0
1141;Waste and other energy commodities;2012;0.0
1142;Waste and other energy commodities;2013 1st quarter;0.0
1143;Waste and other energy commodities;2013 2nd quarter;0.0
1144;Electricity;1967;
1145;Electricity;1968;
1146;Electricity;1969;
1147;Electricity;1970;
1148;Electricity;1971;
1149;Electricity;1972;
1150;Electricity;1973;
1151;Electricity;1974;
1152;Electricity;1975;-153.0
1153;Electricity;1976;-166.0
1154;Electricity;1977;-166.0
1155;Electricity;1978;-177.0
1156;Electricity;1979;-185.0
1157;Electricity;1980;-186.0
1158;Electricity;1981;-184.0
1159;Electricity;1982;-173.0
1160;Electricity;1983;-173.0
1161;Electricity;1984;-181.0
1162;Electricity;1985;-182.0
1163;Electricity;1986;-194.0
1164;Electricity;1987;-195.0
1165;Electricity;1988;-195.0
1166;Electricity;1989;-206.0
1167;Electricity;1990;-198.0
1168;Electricity;1991;-204.0
1169;Electricity;1992;-210.0
1170;Electricity;1993;-212.0
1171;Electricity;1994;-219.0
1172;Electricity;1995;-225.0
1173;Electricity;1996;-237.0
1174;Electricity;1997;-241.0
1175;Electricity;1998;-256.0
1176;Electricity;1999 1st quarter;-65.0
1177;Electricity;1999 2nd quarter;-55.0
1178;Electricity;1999 3rd quarter;-57.0
1179;Electricity;1999 4th quarter;-64.0
1180;Electricity;1999;-240.0
1181;Electricity;2000 1st quarter;-65.0
1182;Electricity;2000 2nd quarter;-59.0
1183;Electricity;2000 3rd quarter;-59.0
1184;Electricity;2000 4th quarter;-64.0
1185;Electricity;2000;-247.0
1186;Electricity;2001 1st quarter;-68.0
1187;Electricity;2001 2nd quarter;-62.0
1188;Electricity;2001 3rd quarter;-61.0
1189;Electricity;2001 4th quarter;-68.0
1190;Electricity;2001;-259.0
1191;Electricity;2002 1st quarter;-69.0
1192;Electricity;2002 2nd quarter;-63.0
1193;Electricity;2002 3rd quarter;-63.0
1194;Electricity;2002 4th quarter;-69.0
1195;Electricity;2002;-264.0
1196;Electricity;2003 1st quarter;-70.0
1197;Electricity;2003 2nd quarter;-62.0
1198;Electricity;2003 3rd quarter;-65.0
1199;Electricity;2003 4th quarter;-67.0
1200;Electricity;2003;-264.0
1201;Electricity;2004 1st quarter;-70.0
1202;Electricity;2004 2nd quarter;-66.0
1203;Electricity;2004 3rd quarter;-71.0
1204;Electricity;2004 4th quarter;-72.0
1205;Electricity;2004;-278.0
1206;Electricity;2005 1st quarter;-70.0
1207;Electricity;2005 2nd quarter;-64.0
1208;Electricity;2005 3rd quarter;-64.0
1209;Electricity;2005 4th quarter;-69.0
1210;Electricity;2005;-268.0
1211;Electricity;2006 1st quarter;-71.0
1212;Electricity;2006 2nd quarter;-57.0
1213;Electricity;2006 3rd quarter;-64.0
1214;Electricity;2006 4th quarter;-67.0
1215;Electricity;2006;-259.0
1216;Electricity;2007 1st quarter;-73.0
1217;Electricity;2007 2nd quarter;-60.0
1218;Electricity;2007 3rd quarter;-62.0
1219;Electricity;2007 4th quarter;-77.0
1220;Electricity;2007;-273.0
1221;Electricity;2008 1st quarter;-71.0
1222;Electricity;2008 2nd quarter;-62.0
1223;Electricity;2008 3rd quarter;-61.0
1224;Electricity;2008 4th quarter;-73.0
1225;Electricity;2008;-266.0
1226;Electricity;2009 1st quarter;-71.0
1227;Electricity;2009 2nd quarter;-62.0
1228;Electricity;2009 3rd quarter;-73.0
1229;Electricity;2009 4th quarter;-83.0
1230;Electricity;2009;-289.0
1231;Electricity;2010 1st quarter;-83.0
1232;Electricity;2010 2nd quarter;-65.0
1233;Electricity;2010 3rd quarter;-66.0
1234;Electricity;2010 4th quarter;-86.0
1235;Electricity;2010;-300.0
1236;Electricity;2011 1st quarter;-72.0
1237;Electricity;2011 2nd quarter;-66.0
1238;Electricity;2011 3rd quarter;-61.0
1239;Electricity;2011 4th quarter;-77.0
1240;Electricity;2011;-276.0
1241;Electricity;2012 1st quarter;-71.0
1242;Electricity;2012 2nd quarter;-52.0
1243;Electricity;2012 3rd quarter;-54.0
1244;Electricity;2012 4th quarter;-67.0
1245;Electricity;2012;-244.0
1246;Electricity;2013 1st quarter;-68.0
1247;Electricity;2013 2nd quarter;-52.0
1248;Heat;1967;
1249;Heat;1968;
1250;Heat;1969;
1251;Heat;1970;
1252;Heat;1971;
1253;Heat;1972;
1254;Heat;1973;
1255;Heat;1974;
1256;Heat;1975;-20.0
1257;Heat;1976;-16.0
1258;Heat;1977;-13.0
1259;Heat;1978;-8.0
1260;Heat;1979;-4.0
1261;Heat;1980;-1.0
1262;Heat;1981;-2.0
1263;Heat;1982;-6.0
1264;Heat;1983;-7.0
1265;Heat;1984;-8.0
1266;Heat;1985;-10.0
1267;Heat;1986;-11.0
1268;Heat;1987;-4.0
1269;Heat;1988;1.0
1270;Heat;1989;1.0
1271;Heat;1990;1.0
1272;Heat;1991;-3.0
1273;Heat;1992;-4.0
1274;Heat;1993;-33.0
1275;Heat;1994;-48.0
1276;Heat;1995;-95.0
1277;Heat;1996;-108.0
1278;Heat;1997;-108.0
1279;Heat;1998;-117.0
1280;Heat;1999 1st quarter;-37.0
1281;Heat;1999 2nd quarter;-30.0
1282;Heat;1999 3rd quarter;-27.0
1283;Heat;1999 4th quarter;-34.0
1284;Heat;1999;-127.0
1285;Heat;2000 1st quarter;-36.0
1286;Heat;2000 2nd quarter;-27.0
1287;Heat;2000 3rd quarter;-26.0
1288;Heat;2000 4th quarter;-34.0
1289;Heat;2000;-123.0
1290;Heat;2001 1st quarter;-38.0
1291;Heat;2001 2nd quarter;-30.0
1292;Heat;2001 3rd quarter;-27.0
1293;Heat;2001 4th quarter;-31.0
1294;Heat;2001;-126.0
1295;Heat;2002 1st quarter;-37.0
1296;Heat;2002 2nd quarter;-29.0
1297;Heat;2002 3rd quarter;-27.0
1298;Heat;2002 4th quarter;-35.0
1299;Heat;2002;-128.0
1300;Heat;2003 1st quarter;-38.0
1301;Heat;2003 2nd quarter;-30.0
1302;Heat;2003 3rd quarter;-26.0
1303;Heat;2003 4th quarter;-33.0
1304;Heat;2003;-128.0
1305;Heat;2004 1st quarter;-37.0
1306;Heat;2004 2nd quarter;-32.0
1307;Heat;2004 3rd quarter;-30.0
1308;Heat;2004 4th quarter;-37.0
1309;Heat;2004;-136.0
1310;Heat;2005 1st quarter;-37.0
1311;Heat;2005 2nd quarter;-30.0
1312;Heat;2005 3rd quarter;-29.0
1313;Heat;2005 4th quarter;-35.0
1314;Heat;2005;-130.0
1315;Heat;2006 1st quarter;-33.0
1316;Heat;2006 2nd quarter;-24.0
1317;Heat;2006 3rd quarter;-22.0
1318;Heat;2006 4th quarter;-27.0
1319;Heat;2006;-106.0
1320;Heat;2007 1st quarter;-30.0
1321;Heat;2007 2nd quarter;-23.0
1322;Heat;2007 3rd quarter;-24.0
1323;Heat;2007 4th quarter;-28.0
1324;Heat;2007;-105.0
1325;Heat;2008 1st quarter;-28.0
1326;Heat;2008 2nd quarter;-23.0
1327;Heat;2008 3rd quarter;-21.0
1328;Heat;2008 4th quarter;-31.0
1329;Heat;2008;-103.0
1330;Heat;2009 1st quarter;-26.0
1331;Heat;2009 2nd quarter;-19.0
1332;Heat;2009 3rd quarter;-19.0
1333;Heat;2009 4th quarter;-25.0
1334;Heat;2009;-88.0
1335;Heat;2010 1st quarter;-28.0
1336;Heat;2010 2nd quarter;-20.0
1337;Heat;2010 3rd quarter;-19.0
1338;Heat;2010 4th quarter;-25.0
1339;Heat;2010;-92.0
1340;Heat;2011 1st quarter;-25.0
1341;Heat;2011 2nd quarter;-20.0
1342;Heat;2011 3rd quarter;-18.0
1343;Heat;2011 4th quarter;-22.0
1344;Heat;2011;-85.0
1345;Heat;2012 1st quarter;-24.0
1346;Heat;2012 2nd quarter;-16.0
1347;Heat;2012 3rd quarter;-17.0
1348;Heat;2012 4th quarter;-20.0
1349;Heat;2012;-77.0
1350;Heat;2013 1st quarter;-25.0
1351;Heat;2013 2nd quarter;-17.0
