ID;InvoerUitvoerEnSaldo;Landen;Perioden;TotaalDiensten_1;TotaalVervoersdiensten_2;TotaalZeevaart_3;Passagiersvervoer_4;Vrachtvervoer_5;VervoersondersteunendeDiensten_6;TotaalLuchtvaart_7;Passagiersvervoer_8;Vrachtvervoer_9;VervoersondersteunendeDiensten_10;TotaalOverigVervoer_11;TotaalPassagiersvervoer_12;Spoorvervoer_13;Wegvervoer_14;Binnenvaart_15;TotaalVrachtvervoer_16;Spoorvervoer_17;Wegvervoer_18;Binnenvaart_19;VervoerPerPijpleidingEnTransport_20;TotaalVervoersondersteunendeDiensten_21;Spoorvervoer_22;Wegvervoer_23;Binnenvaart_24;OverigeVervoersondersteunendeDiensten_25;TotaalReisverkeer_26;Zakelijk_27;Prive_28;TotaalCommunicatiediensten_29;PostEnKoeriersdiensten_30;Telecommunicatiediensten_31;TotaalBouwdiensten_32;BouwdienstenInHetBuitenland_33;BouwdienstenInNederland_34;Verzekeringsdiensten_35;FinancieleDiensten_36;TotaalComputerEnInformatiediensten_37;Computerdiensten_38;Informatiediensten_39;TotaalRoyaltySEnLicentierechten_40;FranchisesEnSoortgelijkeGebruiks_41;AndereGebruiksrechtenEnLicenties_42;TotaalOverigeZakelijkeDiensten_43;TransitohandelsEnAndereAanDeHan_44;OperationeleLeasing_45;TotaalOverigeZakelijkeProfessionele_46;JuridischeDiensten_47;AccountingAuditingBoekhouding_48;ZakelijkAdviesManagementadvies_49;AdverterenMarktonderzoekEnOpinie_50;ResearchEnOntwikkeling_51;ArchitectenIngenieursdienstenEnA_52;AfvalverwerkingEnMilieudiensten_53;LandbouwkundigeMijnbouwkundige_54;AndereNietEldersGenoemdeZakeli_55;IntraconcerndienstenNietEldersGenoemd_56;TotaalPersoonlijkeCultureleEnRec_57;AudiovisueleEnVerwanteDiensten_58;AnderePersoonlijkeCultureleEnR_59;OverheidsdienstenNietEldersGenoemd_60
1184;Invoer van diensten;België;2008;4249.0;835.0;232.0;0.0;193.0;39.0;34.0;1.0;19.0;14.0;570.0;;;;0.0;424.0;27.0;332.0;29.0;36.0;;;50.0;0.0;52.0;1509.0;575.0;934.0;265.0;;;49.0;27.0;22.0;8.0;57.0;144.0;135.0;9.0;24.0;6.0;18.0;1319.0;254.0;43.0;1022.0;10.0;30.0;44.0;35.0;136.0;41.0;0.0;84.0;140.0;503.0;17.0;15.0;3.0;21.0
1185;Invoer van diensten;België;2009 1e kwartaal;1214.0;174.0;36.0;0.0;28.0;8.0;10.0;;;3.0;129.0;7.0;;;;96.0;;;;;25.0;;;;;345.0;171.0;174.0;92.0;;;15.0;;;2.0;8.0;37.0;;;8.0;;;517.0;57.0;14.0;446.0;;;;;;;;;;;7.0;6.0;1.0;8.0
1186;Invoer van diensten;België;2009 2e kwartaal;1012.0;188.0;31.0;0.0;22.0;9.0;12.0;;5.0;;145.0;5.0;;;;97.0;;;;;43.0;;;;;341.0;146.0;195.0;67.0;;;13.0;;;2.0;22.0;31.0;;;7.0;;;328.0;;;255.0;;;;;;;;;;;6.0;5.0;0.0;8.0
1187;Invoer van diensten;België;2009 3e kwartaal;1044.0;184.0;25.0;0.0;17.0;8.0;12.0;;5.0;;147.0;;;;;98.0;;;;;;;;;;410.0;123.0;288.0;77.0;;;7.0;;;4.0;11.0;30.0;;;7.0;;;301.0;53.0;15.0;232.0;;;;;;;;;;;7.0;6.0;1.0;5.0
1188;Invoer van diensten;België;2009 4e kwartaal;1106.0;193.0;26.0;0.0;19.0;8.0;10.0;2.0;5.0;3.0;156.0;;;;;97.0;;;;;;;;;;351.0;139.0;212.0;71.0;;;23.0;;;3.0;9.0;73.0;;;5.0;;;361.0;;;298.0;;;;;;;;;;;11.0;11.0;1.0;6.0
1189;Invoer van diensten;België;2009;4376.0;739.0;118.0;0.0;86.0;33.0;43.0;;;13.0;578.0;29.0;;;0.0;388.0;26.0;;25.0;;161.0;;;0.0;33.0;1448.0;578.0;870.0;307.0;;;59.0;33.0;26.0;11.0;51.0;170.0;;;27.0;;;1507.0;216.0;59.0;1232.0;12.0;22.0;41.0;37.0;138.0;36.0;1.0;74.0;124.0;747.0;30.0;28.0;2.0;28.0
1190;Invoer van diensten;België;2010 1e kwartaal;1019.0;180.0;26.0;0.0;17.0;9.0;9.0;;;3.0;145.0;;;;;100.0;;;;;;;;;;341.0;178.0;163.0;112.0;;;14.0;;;3.0;9.0;29.0;;;6.0;;;309.0;57.0;12.0;240.0;;;;;;;;;;;6.0;6.0;1.0;10.0
1191;Invoer van diensten;België;2010 2e kwartaal;1146.0;193.0;26.0;0.0;17.0;9.0;12.0;;;3.0;156.0;;;;;107.0;;;;;;;;;;364.0;136.0;228.0;136.0;;;27.0;;;2.0;21.0;30.0;;;5.0;;;354.0;;;278.0;;;;;;;;;;;5.0;4.0;1.0;9.0
1192;Invoer van diensten;België;2010 3e kwartaal;1096.0;201.0;30.0;0.0;21.0;9.0;13.0;;5.0;;158.0;4.0;;;;108.0;;;;;45.0;;;;;368.0;124.0;243.0;105.0;;;17.0;;;4.0;20.0;28.0;;;5.0;;;336.0;56.0;14.0;266.0;;;;;;;;;;;8.0;7.0;1.0;5.0
1193;Invoer van diensten;België;2010 4e kwartaal;1196.0;215.0;33.0;0.0;24.0;10.0;19.0;2.0;;;163.0;5.0;;;;121.0;;;;;37.0;;;;;371.0;142.0;230.0;115.0;;;28.0;;;3.0;10.0;65.0;;;3.0;;;372.0;53.0;17.0;303.0;;;;;;;;;;;7.0;7.0;1.0;5.0
1194;Invoer van diensten;België;2010;4456.0;788.0;115.0;0.0;79.0;37.0;52.0;;22.0;;621.0;20.0;20.0;0.0;0.0;437.0;28.0;;33.0;;165.0;2.0;140.0;1.0;21.0;1444.0;580.0;864.0;469.0;;;86.0;70.0;16.0;12.0;59.0;152.0;;;19.0;;;1371.0;;;1086.0;10.0;22.0;81.0;43.0;123.0;36.0;6.0;79.0;87.0;600.0;26.0;24.0;2.0;29.0
1195;Invoer van diensten;België;2011 1e kwartaal;1104.0;209.0;35.0;0.0;21.0;13.0;10.0;1.0;;;164.0;;;;;122.0;;;;;;;;;;329.0;173.0;155.0;140.0;;;19.0;;;3.0;6.0;28.0;;;6.0;;;348.0;49.0;10.0;288.0;;;;;;;;;;;8.0;7.0;1.0;9.0
1196;Invoer van diensten;België;2011 2e kwartaal;1149.0;229.0;38.0;0.0;25.0;13.0;12.0;;;3.0;179.0;;;;;123.0;;;;;;;;;;347.0;135.0;212.0;130.0;;;18.0;;;4.0;16.0;26.0;;;5.0;;;359.0;;;307.0;;;;;;;;;;;6.0;5.0;1.0;10.0
1197;Invoer van diensten;België;2011 3e kwartaal;1208.0;228.0;52.0;0.0;27.0;25.0;12.0;3.0;6.0;3.0;164.0;5.0;;;;117.0;;;;;41.0;;;;;414.0;126.0;288.0;128.0;;;13.0;;;4.0;12.0;26.0;;;5.0;;;367.0;45.0;11.0;311.0;;;;;;;;;;;8.0;7.0;1.0;5.0
1198;Invoer van diensten;België;2011 4e kwartaal;1220.0;265.0;78.0;0.0;67.0;11.0;11.0;;6.0;;176.0;5.0;;;;129.0;;;;;42.0;;;;;344.0;140.0;204.0;143.0;;;20.0;;;3.0;6.0;57.0;;;4.0;;;365.0;;;322.0;;;;;;;;;;;8.0;7.0;1.0;5.0
1199;Invoer van diensten;België;2011;4682.0;930.0;203.0;0.0;141.0;62.0;44.0;10.0;21.0;13.0;683.0;19.0;19.0;0.0;0.0;491.0;28.0;386.0;38.0;39.0;174.0;;;2.0;16.0;1433.0;574.0;859.0;541.0;454.0;87.0;69.0;56.0;13.0;14.0;41.0;136.0;86.0;50.0;20.0;;;1438.0;168.0;42.0;1228.0;13.0;24.0;117.0;58.0;145.0;30.0;5.0;82.0;91.0;662.0;30.0;27.0;3.0;29.0
1200;Invoer van diensten;België;2012 1e kwartaal;1204.0;268.0;79.0;0.0;66.0;13.0;10.0;1.0;6.0;3.0;179.0;5.0;;;;136.0;;;;;38.0;;;;;342.0;182.0;161.0;144.0;;;12.0;;;4.0;1.0;31.0;;;29.0;;;353.0;27.0;10.0;316.0;;;;;;;;;;;9.0;8.0;1.0;11.0
1201;Invoer van diensten;België;2012 2e kwartaal;1244.0;277.0;84.0;0.0;68.0;15.0;12.0;2.0;6.0;4.0;182.0;5.0;;;;139.0;;;;;37.0;;;;;379.0;150.0;230.0;146.0;;;16.0;;;5.0;3.0;26.0;;;9.0;;;363.0;;;323.0;;;;;;;;;;;8.0;8.0;1.0;11.0
1202;Invoer van diensten;België;2012 3e kwartaal;1243.0;265.0;68.0;0.0;57.0;11.0;12.0;3.0;;;185.0;6.0;;;;146.0;;;;;33.0;;;;;409.0;135.0;274.0;166.0;;;14.0;;;3.0;3.0;29.0;;;6.0;;;332.0;34.0;11.0;287.0;;;;;;;;;;;9.0;9.0;1.0;7.0
1203;Invoer van diensten;België;2012 4e kwartaal;1248.0;296.0;95.0;0.0;76.0;18.0;10.0;1.0;;;191.0;5.0;;;;156.0;;;;;29.0;;;;;340.0;142.0;199.0;131.0;;;24.0;;;3.0;2.0;59.0;;;5.0;;;373.0;29.0;13.0;331.0;;;;;;;;;;;9.0;8.0;1.0;7.0
1204;Invoer van diensten;België;2012;4939.0;1106.0;326.0;0.0;268.0;58.0;44.0;8.0;22.0;14.0;737.0;22.0;21.0;0.0;0.0;577.0;31.0;457.0;43.0;46.0;138.0;6.0;112.0;2.0;18.0;1472.0;608.0;863.0;588.0;;;66.0;58.0;8.0;15.0;9.0;144.0;95.0;49.0;48.0;;;1421.0;;;1257.0;13.0;36.0;131.0;44.0;91.0;43.0;5.0;116.0;97.0;679.0;35.0;32.0;3.0;36.0
1205;Invoer van diensten;België;2013 1e kwartaal;1150.0;260.0;74.0;0.0;59.0;15.0;10.0;0.0;5.0;5.0;176.0;5.0;;;;144.0;;;;;27.0;;;;;322.0;179.0;143.0;150.0;;;21.0;;;4.0;3.0;50.0;;;11.0;;;311.0;;;279.0;;;;;;;;;;;6.0;5.0;1.0;11.0
1206;Invoer van diensten;België;2013 2e kwartaal;1172.0;275.0;73.0;0.0;59.0;15.0;11.0;1.0;;;190.0;5.0;;;;152.0;;;;;33.0;;;;;344.0;148.0;196.0;137.0;;;21.0;;;4.0;3.0;27.0;;;7.0;;;336.0;;;304.0;;;;;;;;;;;7.0;6.0;1.0;11.0
1207;Invoer van diensten;België;2013 3e kwartaal;1223.0;282.0;80.0;0.0;62.0;18.0;12.0;1.0;;;190.0;5.0;;;;158.0;;;;;27.0;;;;;393.0;128.0;265.0;139.0;;;20.0;;;3.0;3.0;39.0;;;7.0;;;322.0;28.0;12.0;282.0;;;;;;;;;;;9.0;8.0;1.0;8.0
1208;Invoer van diensten;België;2013 4e kwartaal;1220.0;309.0;108.0;0.0;82.0;25.0;11.0;1.0;5.0;4.0;191.0;5.0;;;;159.0;;;;;27.0;;;;;301.0;147.0;154.0;160.0;;;20.0;;;3.0;3.0;57.0;;;5.0;;;346.0;;;316.0;;;;;;;;;;;9.0;8.0;1.0;8.0
1209;Invoer van diensten;België;2013;4765.0;1126.0;335.0;0.0;261.0;74.0;44.0;3.0;22.0;19.0;747.0;19.0;19.0;0.0;0.0;614.0;36.0;489.0;44.0;45.0;114.0;7.0;84.0;4.0;19.0;1360.0;602.0;758.0;586.0;498.0;88.0;82.0;74.0;8.0;14.0;13.0;173.0;121.0;52.0;29.0;;;1314.0;;;1180.0;19.0;41.0;119.0;42.0;78.0;49.0;4.0;95.0;99.0;633.0;30.0;27.0;4.0;38.0
1210;Invoer van diensten;Belize;2003 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1211;Invoer van diensten;Belize;2003 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1212;Invoer van diensten;Belize;2003 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1213;Invoer van diensten;Belize;2003 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1214;Invoer van diensten;Belize;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1215;Invoer van diensten;Belize;2004 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1216;Invoer van diensten;Belize;2004 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1217;Invoer van diensten;Belize;2004 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1218;Invoer van diensten;Belize;2004 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1219;Invoer van diensten;Belize;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1220;Invoer van diensten;Belize;2005 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1221;Invoer van diensten;Belize;2005 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1222;Invoer van diensten;Belize;2005 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223;Invoer van diensten;Belize;2005 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1224;Invoer van diensten;Belize;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;Invoer van diensten;Belize;2006 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1226;Invoer van diensten;Belize;2006 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1227;Invoer van diensten;Belize;2006 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1228;Invoer van diensten;Belize;2006 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1229;Invoer van diensten;Belize;2006;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1230;Invoer van diensten;Belize;2007 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1231;Invoer van diensten;Belize;2007 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1232;Invoer van diensten;Belize;2007 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1233;Invoer van diensten;Belize;2007 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1234;Invoer van diensten;Belize;2007;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1235;Invoer van diensten;Belize;2008 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1236;Invoer van diensten;Belize;2008 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1237;Invoer van diensten;Belize;2008 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1238;Invoer van diensten;Belize;2008 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1239;Invoer van diensten;Belize;2008;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1240;Invoer van diensten;Belize;2009 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1241;Invoer van diensten;Belize;2009 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1242;Invoer van diensten;Belize;2009 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1243;Invoer van diensten;Belize;2009 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1244;Invoer van diensten;Belize;2009;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1245;Invoer van diensten;Belize;2010 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1246;Invoer van diensten;Belize;2010 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1247;Invoer van diensten;Belize;2010 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1248;Invoer van diensten;Belize;2010 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1249;Invoer van diensten;Belize;2010;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1250;Invoer van diensten;Belize;2011 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1251;Invoer van diensten;Belize;2011 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1252;Invoer van diensten;Belize;2011 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1253;Invoer van diensten;Belize;2011 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1254;Invoer van diensten;Belize;2011;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1255;Invoer van diensten;Belize;2012 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1256;Invoer van diensten;Belize;2012 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1257;Invoer van diensten;Belize;2012 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1258;Invoer van diensten;Belize;2012 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1259;Invoer van diensten;Belize;2012;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1260;Invoer van diensten;Belize;2013 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1261;Invoer van diensten;Belize;2013 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1262;Invoer van diensten;Belize;2013 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1263;Invoer van diensten;Belize;2013 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1264;Invoer van diensten;Belize;2013;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1265;Invoer van diensten;Benin;2003 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1266;Invoer van diensten;Benin;2003 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1267;Invoer van diensten;Benin;2003 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1268;Invoer van diensten;Benin;2003 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1269;Invoer van diensten;Benin;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1270;Invoer van diensten;Benin;2004 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1271;Invoer van diensten;Benin;2004 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1272;Invoer van diensten;Benin;2004 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1273;Invoer van diensten;Benin;2004 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1274;Invoer van diensten;Benin;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1275;Invoer van diensten;Benin;2005 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1276;Invoer van diensten;Benin;2005 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1277;Invoer van diensten;Benin;2005 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1278;Invoer van diensten;Benin;2005 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1279;Invoer van diensten;Benin;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1280;Invoer van diensten;Benin;2006 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1281;Invoer van diensten;Benin;2006 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1282;Invoer van diensten;Benin;2006 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1283;Invoer van diensten;Benin;2006 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1284;Invoer van diensten;Benin;2006;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1285;Invoer van diensten;Benin;2007 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1286;Invoer van diensten;Benin;2007 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1287;Invoer van diensten;Benin;2007 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1288;Invoer van diensten;Benin;2007 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1289;Invoer van diensten;Benin;2007;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1290;Invoer van diensten;Benin;2008 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1291;Invoer van diensten;Benin;2008 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1292;Invoer van diensten;Benin;2008 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1293;Invoer van diensten;Benin;2008 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1294;Invoer van diensten;Benin;2008;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1295;Invoer van diensten;Benin;2009 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1296;Invoer van diensten;Benin;2009 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1297;Invoer van diensten;Benin;2009 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1298;Invoer van diensten;Benin;2009 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1299;Invoer van diensten;Benin;2009;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1300;Invoer van diensten;Benin;2010 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301;Invoer van diensten;Benin;2010 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1302;Invoer van diensten;Benin;2010 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1303;Invoer van diensten;Benin;2010 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1304;Invoer van diensten;Benin;2010;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
