ID;RegioS;TypeVerwarmingsinstallatie;Perioden;Woningen_1
1846;Almere;Elektrisch verwarmd zonder gasverbruik;2021;1.4
1847;Almere;Elektrisch verwarmd zonder gasverbruik;2022;2.3
1848;Almere;Totaal zonder gasverbruik (ex. onbekend);2017;58.0
1849;Almere;Totaal zonder gasverbruik (ex. onbekend);2018;58.6
1850;Almere;Totaal zonder gasverbruik (ex. onbekend);2019;58.9
1851;Almere;Totaal zonder gasverbruik (ex. onbekend);2020;59.0
1852;Almere;Totaal zonder gasverbruik (ex. onbekend);2021;59.0
1853;Almere;Totaal zonder gasverbruik (ex. onbekend);2022;59.5
1854;Almere;Type installaties onbekend;2017;0.5
1855;Almere;Type installaties onbekend;2018;0.3
1856;Almere;Type installaties onbekend;2019;0.3
1857;Almere;Type installaties onbekend;2020;0.3
1858;Almere;Type installaties onbekend;2021;0.5
1859;Almere;Type installaties onbekend;2022;0.6
1860;Alphen aan den Rijn;Individuele cv;2017;85.9
1861;Alphen aan den Rijn;Individuele cv;2018;86.0
1862;Alphen aan den Rijn;Individuele cv;2019;86.0
1863;Alphen aan den Rijn;Individuele cv;2020;85.8
1864;Alphen aan den Rijn;Individuele cv;2021;85.8
1865;Alphen aan den Rijn;Individuele cv;2022;87.2
1866;Alphen aan den Rijn;Blokverwarming;2017;11.5
1867;Alphen aan den Rijn;Blokverwarming;2018;11.8
1868;Alphen aan den Rijn;Blokverwarming;2019;11.6
1869;Alphen aan den Rijn;Blokverwarming;2020;11.7
1870;Alphen aan den Rijn;Blokverwarming;2021;11.2
1871;Alphen aan den Rijn;Blokverwarming;2022;8.6
1872;Alphen aan den Rijn;Stadsverwarming met hoog gasverbruik;2017;0.0
1873;Alphen aan den Rijn;Stadsverwarming met hoog gasverbruik;2018;0.0
1874;Alphen aan den Rijn;Stadsverwarming met hoog gasverbruik;2019;0.0
1875;Alphen aan den Rijn;Stadsverwarming met hoog gasverbruik;2020;0.1
1876;Alphen aan den Rijn;Stadsverwarming met hoog gasverbruik;2021;0.0
1877;Alphen aan den Rijn;Stadsverwarming met hoog gasverbruik;2022;0.0
1878;Alphen aan den Rijn;Stadsverwarming met laag gasverbruik;2017;0.0
1879;Alphen aan den Rijn;Stadsverwarming met laag gasverbruik;2018;0.0
1880;Alphen aan den Rijn;Stadsverwarming met laag gasverbruik;2019;0.0
1881;Alphen aan den Rijn;Stadsverwarming met laag gasverbruik;2020;0.0
1882;Alphen aan den Rijn;Stadsverwarming met laag gasverbruik;2021;0.0
1883;Alphen aan den Rijn;Stadsverwarming met laag gasverbruik;2022;0.0
1884;Alphen aan den Rijn;Stadsverwarming zonder gasverbruik;2017;0.1
1885;Alphen aan den Rijn;Stadsverwarming zonder gasverbruik;2018;0.2
1886;Alphen aan den Rijn;Stadsverwarming zonder gasverbruik;2019;0.1
1887;Alphen aan den Rijn;Stadsverwarming zonder gasverbruik;2020;0.1
1888;Alphen aan den Rijn;Stadsverwarming zonder gasverbruik;2021;0.1
1889;Alphen aan den Rijn;Stadsverwarming zonder gasverbruik;2022;0.1
1890;Alphen aan den Rijn;Elektrisch verwarmd met hoog gasverbruik;2017;0.2
1891;Alphen aan den Rijn;Elektrisch verwarmd met hoog gasverbruik;2018;0.2
1892;Alphen aan den Rijn;Elektrisch verwarmd met hoog gasverbruik;2019;0.2
1893;Alphen aan den Rijn;Elektrisch verwarmd met hoog gasverbruik;2020;0.3
1894;Alphen aan den Rijn;Elektrisch verwarmd met hoog gasverbruik;2021;0.4
1895;Alphen aan den Rijn;Elektrisch verwarmd met hoog gasverbruik;2022;0.7
1896;Alphen aan den Rijn;Elektrisch verwarmd met laag gasverbruik;2017;0.0
1897;Alphen aan den Rijn;Elektrisch verwarmd met laag gasverbruik;2018;0.0
1898;Alphen aan den Rijn;Elektrisch verwarmd met laag gasverbruik;2019;0.0
1899;Alphen aan den Rijn;Elektrisch verwarmd met laag gasverbruik;2020;0.0
1900;Alphen aan den Rijn;Elektrisch verwarmd met laag gasverbruik;2021;0.0
1901;Alphen aan den Rijn;Elektrisch verwarmd met laag gasverbruik;2022;0.1
1902;Alphen aan den Rijn;Elektrisch verwarmd zonder gasverbruik;2017;0.1
1903;Alphen aan den Rijn;Elektrisch verwarmd zonder gasverbruik;2018;0.3
1904;Alphen aan den Rijn;Elektrisch verwarmd zonder gasverbruik;2019;0.5
1905;Alphen aan den Rijn;Elektrisch verwarmd zonder gasverbruik;2020;0.8
1906;Alphen aan den Rijn;Elektrisch verwarmd zonder gasverbruik;2021;1.4
1907;Alphen aan den Rijn;Elektrisch verwarmd zonder gasverbruik;2022;2.2
1908;Alphen aan den Rijn;Totaal zonder gasverbruik (ex. onbekend);2017;0.2
1909;Alphen aan den Rijn;Totaal zonder gasverbruik (ex. onbekend);2018;0.5
1910;Alphen aan den Rijn;Totaal zonder gasverbruik (ex. onbekend);2019;0.6
1911;Alphen aan den Rijn;Totaal zonder gasverbruik (ex. onbekend);2020;0.9
1912;Alphen aan den Rijn;Totaal zonder gasverbruik (ex. onbekend);2021;1.4
1913;Alphen aan den Rijn;Totaal zonder gasverbruik (ex. onbekend);2022;2.2
1914;Alphen aan den Rijn;Type installaties onbekend;2017;2.2
1915;Alphen aan den Rijn;Type installaties onbekend;2018;1.5
1916;Alphen aan den Rijn;Type installaties onbekend;2019;1.5
1917;Alphen aan den Rijn;Type installaties onbekend;2020;1.2
1918;Alphen aan den Rijn;Type installaties onbekend;2021;1.1
1919;Alphen aan den Rijn;Type installaties onbekend;2022;1.1
1920;Alphen-Chaam;Individuele cv;2017;94.6
1921;Alphen-Chaam;Individuele cv;2018;94.6
1922;Alphen-Chaam;Individuele cv;2019;94.2
1923;Alphen-Chaam;Individuele cv;2020;94.1
1924;Alphen-Chaam;Individuele cv;2021;92.6
1925;Alphen-Chaam;Individuele cv;2022;90.1
1926;Alphen-Chaam;Blokverwarming;2017;0.0
1927;Alphen-Chaam;Blokverwarming;2018;0.1
1928;Alphen-Chaam;Blokverwarming;2019;0.1
1929;Alphen-Chaam;Blokverwarming;2020;0.5
1930;Alphen-Chaam;Blokverwarming;2021;0.5
1931;Alphen-Chaam;Blokverwarming;2022;0.6
1932;Alphen-Chaam;Stadsverwarming met hoog gasverbruik;2017;0.0
1933;Alphen-Chaam;Stadsverwarming met hoog gasverbruik;2018;0.0
1934;Alphen-Chaam;Stadsverwarming met hoog gasverbruik;2019;0.0
1935;Alphen-Chaam;Stadsverwarming met hoog gasverbruik;2020;0.0
1936;Alphen-Chaam;Stadsverwarming met hoog gasverbruik;2021;0.0
1937;Alphen-Chaam;Stadsverwarming met hoog gasverbruik;2022;0.0
1938;Alphen-Chaam;Stadsverwarming met laag gasverbruik;2017;0.0
1939;Alphen-Chaam;Stadsverwarming met laag gasverbruik;2018;0.0
1940;Alphen-Chaam;Stadsverwarming met laag gasverbruik;2019;0.0
1941;Alphen-Chaam;Stadsverwarming met laag gasverbruik;2020;0.0
1942;Alphen-Chaam;Stadsverwarming met laag gasverbruik;2021;0.0
1943;Alphen-Chaam;Stadsverwarming met laag gasverbruik;2022;0.0
1944;Alphen-Chaam;Stadsverwarming zonder gasverbruik;2017;0.0
1945;Alphen-Chaam;Stadsverwarming zonder gasverbruik;2018;0.0
1946;Alphen-Chaam;Stadsverwarming zonder gasverbruik;2019;0.0
1947;Alphen-Chaam;Stadsverwarming zonder gasverbruik;2020;0.0
1948;Alphen-Chaam;Stadsverwarming zonder gasverbruik;2021;0.0
1949;Alphen-Chaam;Stadsverwarming zonder gasverbruik;2022;0.0
1950;Alphen-Chaam;Elektrisch verwarmd met hoog gasverbruik;2017;0.1
1951;Alphen-Chaam;Elektrisch verwarmd met hoog gasverbruik;2018;0.4
1952;Alphen-Chaam;Elektrisch verwarmd met hoog gasverbruik;2019;0.6
1953;Alphen-Chaam;Elektrisch verwarmd met hoog gasverbruik;2020;0.8
1954;Alphen-Chaam;Elektrisch verwarmd met hoog gasverbruik;2021;0.9
1955;Alphen-Chaam;Elektrisch verwarmd met hoog gasverbruik;2022;1.4
1956;Alphen-Chaam;Elektrisch verwarmd met laag gasverbruik;2017;0.0
1957;Alphen-Chaam;Elektrisch verwarmd met laag gasverbruik;2018;0.0
1958;Alphen-Chaam;Elektrisch verwarmd met laag gasverbruik;2019;0.1
1959;Alphen-Chaam;Elektrisch verwarmd met laag gasverbruik;2020;0.2
1960;Alphen-Chaam;Elektrisch verwarmd met laag gasverbruik;2021;0.2
1961;Alphen-Chaam;Elektrisch verwarmd met laag gasverbruik;2022;0.3
1962;Alphen-Chaam;Elektrisch verwarmd zonder gasverbruik;2017;0.1
1963;Alphen-Chaam;Elektrisch verwarmd zonder gasverbruik;2018;0.3
1964;Alphen-Chaam;Elektrisch verwarmd zonder gasverbruik;2019;0.9
1965;Alphen-Chaam;Elektrisch verwarmd zonder gasverbruik;2020;1.3
1966;Alphen-Chaam;Elektrisch verwarmd zonder gasverbruik;2021;2.7
1967;Alphen-Chaam;Elektrisch verwarmd zonder gasverbruik;2022;4.4
1968;Alphen-Chaam;Totaal zonder gasverbruik (ex. onbekend);2017;0.1
1969;Alphen-Chaam;Totaal zonder gasverbruik (ex. onbekend);2018;0.3
1970;Alphen-Chaam;Totaal zonder gasverbruik (ex. onbekend);2019;0.9
1971;Alphen-Chaam;Totaal zonder gasverbruik (ex. onbekend);2020;1.3
1972;Alphen-Chaam;Totaal zonder gasverbruik (ex. onbekend);2021;2.7
1973;Alphen-Chaam;Totaal zonder gasverbruik (ex. onbekend);2022;4.4
1974;Alphen-Chaam;Type installaties onbekend;2017;5.1
1975;Alphen-Chaam;Type installaties onbekend;2018;4.5
1976;Alphen-Chaam;Type installaties onbekend;2019;4.1
1977;Alphen-Chaam;Type installaties onbekend;2020;3.0
1978;Alphen-Chaam;Type installaties onbekend;2021;3.0
1979;Alphen-Chaam;Type installaties onbekend;2022;3.3
1980;Altena;Individuele cv;2017;
1981;Altena;Individuele cv;2018;
1982;Altena;Individuele cv;2019;94.4
1983;Altena;Individuele cv;2020;94.6
1984;Altena;Individuele cv;2021;94.1
1985;Altena;Individuele cv;2022;92.4
1986;Altena;Blokverwarming;2017;
1987;Altena;Blokverwarming;2018;
1988;Altena;Blokverwarming;2019;0.7
1989;Altena;Blokverwarming;2020;0.9
1990;Altena;Blokverwarming;2021;0.9
1991;Altena;Blokverwarming;2022;1.1
1992;Altena;Stadsverwarming met hoog gasverbruik;2017;
1993;Altena;Stadsverwarming met hoog gasverbruik;2018;
1994;Altena;Stadsverwarming met hoog gasverbruik;2019;0.0
1995;Altena;Stadsverwarming met hoog gasverbruik;2020;0.0
1996;Altena;Stadsverwarming met hoog gasverbruik;2021;0.0
1997;Altena;Stadsverwarming met hoog gasverbruik;2022;0.0
1998;Altena;Stadsverwarming met laag gasverbruik;2017;
1999;Altena;Stadsverwarming met laag gasverbruik;2018;
2000;Altena;Stadsverwarming met laag gasverbruik;2019;0.0
2001;Altena;Stadsverwarming met laag gasverbruik;2020;0.0
2002;Altena;Stadsverwarming met laag gasverbruik;2021;0.0
2003;Altena;Stadsverwarming met laag gasverbruik;2022;0.0
2004;Altena;Stadsverwarming zonder gasverbruik;2017;
2005;Altena;Stadsverwarming zonder gasverbruik;2018;
2006;Altena;Stadsverwarming zonder gasverbruik;2019;0.0
2007;Altena;Stadsverwarming zonder gasverbruik;2020;0.0
2008;Altena;Stadsverwarming zonder gasverbruik;2021;0.0
2009;Altena;Stadsverwarming zonder gasverbruik;2022;0.0
2010;Altena;Elektrisch verwarmd met hoog gasverbruik;2017;
2011;Altena;Elektrisch verwarmd met hoog gasverbruik;2018;
2012;Altena;Elektrisch verwarmd met hoog gasverbruik;2019;0.4
2013;Altena;Elektrisch verwarmd met hoog gasverbruik;2020;0.6
2014;Altena;Elektrisch verwarmd met hoog gasverbruik;2021;0.6
2015;Altena;Elektrisch verwarmd met hoog gasverbruik;2022;0.8
2016;Altena;Elektrisch verwarmd met laag gasverbruik;2017;
2017;Altena;Elektrisch verwarmd met laag gasverbruik;2018;
2018;Altena;Elektrisch verwarmd met laag gasverbruik;2019;0.0
2019;Altena;Elektrisch verwarmd met laag gasverbruik;2020;0.0
2020;Altena;Elektrisch verwarmd met laag gasverbruik;2021;0.1
2021;Altena;Elektrisch verwarmd met laag gasverbruik;2022;0.2
2022;Altena;Elektrisch verwarmd zonder gasverbruik;2017;
2023;Altena;Elektrisch verwarmd zonder gasverbruik;2018;
2024;Altena;Elektrisch verwarmd zonder gasverbruik;2019;0.9
2025;Altena;Elektrisch verwarmd zonder gasverbruik;2020;1.2
2026;Altena;Elektrisch verwarmd zonder gasverbruik;2021;1.6
2027;Altena;Elektrisch verwarmd zonder gasverbruik;2022;2.6
2028;Altena;Totaal zonder gasverbruik (ex. onbekend);2017;
2029;Altena;Totaal zonder gasverbruik (ex. onbekend);2018;
2030;Altena;Totaal zonder gasverbruik (ex. onbekend);2019;0.9
2031;Altena;Totaal zonder gasverbruik (ex. onbekend);2020;1.2
2032;Altena;Totaal zonder gasverbruik (ex. onbekend);2021;1.6
2033;Altena;Totaal zonder gasverbruik (ex. onbekend);2022;2.6
2034;Altena;Type installaties onbekend;2017;
2035;Altena;Type installaties onbekend;2018;
2036;Altena;Type installaties onbekend;2019;3.5
2037;Altena;Type installaties onbekend;2020;2.7
2038;Altena;Type installaties onbekend;2021;2.7
2039;Altena;Type installaties onbekend;2022;2.9
2040;Ameland;Individuele cv;2017;89.1
2041;Ameland;Individuele cv;2018;85.5
2042;Ameland;Individuele cv;2019;84.5
2043;Ameland;Individuele cv;2020;83.9
2044;Ameland;Individuele cv;2021;83.3
2045;Ameland;Individuele cv;2022;81.2
2046;Ameland;Blokverwarming;2017;2.1
2047;Ameland;Blokverwarming;2018;2.4
2048;Ameland;Blokverwarming;2019;2.4
2049;Ameland;Blokverwarming;2020;2.5
2050;Ameland;Blokverwarming;2021;2.7
2051;Ameland;Blokverwarming;2022;2.5
2052;Ameland;Stadsverwarming met hoog gasverbruik;2017;0.0
2053;Ameland;Stadsverwarming met hoog gasverbruik;2018;0.0
2054;Ameland;Stadsverwarming met hoog gasverbruik;2019;0.0
2055;Ameland;Stadsverwarming met hoog gasverbruik;2020;0.0
2056;Ameland;Stadsverwarming met hoog gasverbruik;2021;0.0
2057;Ameland;Stadsverwarming met hoog gasverbruik;2022;0.0
2058;Ameland;Stadsverwarming met laag gasverbruik;2017;0.0
2059;Ameland;Stadsverwarming met laag gasverbruik;2018;0.0
2060;Ameland;Stadsverwarming met laag gasverbruik;2019;0.0
2061;Ameland;Stadsverwarming met laag gasverbruik;2020;0.0
2062;Ameland;Stadsverwarming met laag gasverbruik;2021;0.0
2063;Ameland;Stadsverwarming met laag gasverbruik;2022;0.0
2064;Ameland;Stadsverwarming zonder gasverbruik;2017;0.0
2065;Ameland;Stadsverwarming zonder gasverbruik;2018;0.0
2066;Ameland;Stadsverwarming zonder gasverbruik;2019;0.0
2067;Ameland;Stadsverwarming zonder gasverbruik;2020;0.0
2068;Ameland;Stadsverwarming zonder gasverbruik;2021;0.0
2069;Ameland;Stadsverwarming zonder gasverbruik;2022;0.0
2070;Ameland;Elektrisch verwarmd met hoog gasverbruik;2017;2.4
2071;Ameland;Elektrisch verwarmd met hoog gasverbruik;2018;5.3
2072;Ameland;Elektrisch verwarmd met hoog gasverbruik;2019;5.5
2073;Ameland;Elektrisch verwarmd met hoog gasverbruik;2020;5.6
2074;Ameland;Elektrisch verwarmd met hoog gasverbruik;2021;5.6
2075;Ameland;Elektrisch verwarmd met hoog gasverbruik;2022;6.1
2076;Ameland;Elektrisch verwarmd met laag gasverbruik;2017;0.0
2077;Ameland;Elektrisch verwarmd met laag gasverbruik;2018;0.1
2078;Ameland;Elektrisch verwarmd met laag gasverbruik;2019;0.2
2079;Ameland;Elektrisch verwarmd met laag gasverbruik;2020;0.2
2080;Ameland;Elektrisch verwarmd met laag gasverbruik;2021;0.2
2081;Ameland;Elektrisch verwarmd met laag gasverbruik;2022;0.2
2082;Ameland;Elektrisch verwarmd zonder gasverbruik;2017;0.3
2083;Ameland;Elektrisch verwarmd zonder gasverbruik;2018;0.7
2084;Ameland;Elektrisch verwarmd zonder gasverbruik;2019;1.1
2085;Ameland;Elektrisch verwarmd zonder gasverbruik;2020;1.4
2086;Ameland;Elektrisch verwarmd zonder gasverbruik;2021;1.9
2087;Ameland;Elektrisch verwarmd zonder gasverbruik;2022;3.4
2088;Ameland;Totaal zonder gasverbruik (ex. onbekend);2017;0.3
2089;Ameland;Totaal zonder gasverbruik (ex. onbekend);2018;0.7
2090;Ameland;Totaal zonder gasverbruik (ex. onbekend);2019;1.1
2091;Ameland;Totaal zonder gasverbruik (ex. onbekend);2020;1.4
2092;Ameland;Totaal zonder gasverbruik (ex. onbekend);2021;1.9
2093;Ameland;Totaal zonder gasverbruik (ex. onbekend);2022;3.4
2094;Ameland;Type installaties onbekend;2017;6.0
2095;Ameland;Type installaties onbekend;2018;6.0
2096;Ameland;Type installaties onbekend;2019;6.3
2097;Ameland;Type installaties onbekend;2020;6.3
2098;Ameland;Type installaties onbekend;2021;6.3
2099;Ameland;Type installaties onbekend;2022;6.6
2100;Amersfoort;Individuele cv;2017;86.6
2101;Amersfoort;Individuele cv;2018;86.3
2102;Amersfoort;Individuele cv;2019;86.0
2103;Amersfoort;Individuele cv;2020;85.7
2104;Amersfoort;Individuele cv;2021;85.0
2105;Amersfoort;Individuele cv;2022;83.5
2106;Amersfoort;Blokverwarming;2017;5.6
2107;Amersfoort;Blokverwarming;2018;5.6
2108;Amersfoort;Blokverwarming;2019;5.5
2109;Amersfoort;Blokverwarming;2020;5.4
2110;Amersfoort;Blokverwarming;2021;5.0
2111;Amersfoort;Blokverwarming;2022;4.8
2112;Amersfoort;Stadsverwarming met hoog gasverbruik;2017;0.0
2113;Amersfoort;Stadsverwarming met hoog gasverbruik;2018;0.1
2114;Amersfoort;Stadsverwarming met hoog gasverbruik;2019;0.1
2115;Amersfoort;Stadsverwarming met hoog gasverbruik;2020;0.3
2116;Amersfoort;Stadsverwarming met hoog gasverbruik;2021;0.3
2117;Amersfoort;Stadsverwarming met hoog gasverbruik;2022;0.3
2118;Amersfoort;Stadsverwarming met laag gasverbruik;2017;0.0
2119;Amersfoort;Stadsverwarming met laag gasverbruik;2018;0.0
2120;Amersfoort;Stadsverwarming met laag gasverbruik;2019;0.0
2121;Amersfoort;Stadsverwarming met laag gasverbruik;2020;0.0
2122;Amersfoort;Stadsverwarming met laag gasverbruik;2021;0.0
2123;Amersfoort;Stadsverwarming met laag gasverbruik;2022;0.0
2124;Amersfoort;Stadsverwarming zonder gasverbruik;2017;5.0
2125;Amersfoort;Stadsverwarming zonder gasverbruik;2018;5.1
2126;Amersfoort;Stadsverwarming zonder gasverbruik;2019;5.1
2127;Amersfoort;Stadsverwarming zonder gasverbruik;2020;4.8
2128;Amersfoort;Stadsverwarming zonder gasverbruik;2021;4.9
2129;Amersfoort;Stadsverwarming zonder gasverbruik;2022;4.8
2130;Amersfoort;Elektrisch verwarmd met hoog gasverbruik;2017;0.5
2131;Amersfoort;Elektrisch verwarmd met hoog gasverbruik;2018;0.4
2132;Amersfoort;Elektrisch verwarmd met hoog gasverbruik;2019;0.6
2133;Amersfoort;Elektrisch verwarmd met hoog gasverbruik;2020;0.9
2134;Amersfoort;Elektrisch verwarmd met hoog gasverbruik;2021;1.3
2135;Amersfoort;Elektrisch verwarmd met hoog gasverbruik;2022;1.3
2136;Amersfoort;Elektrisch verwarmd met laag gasverbruik;2017;0.0
2137;Amersfoort;Elektrisch verwarmd met laag gasverbruik;2018;0.0
2138;Amersfoort;Elektrisch verwarmd met laag gasverbruik;2019;0.0
2139;Amersfoort;Elektrisch verwarmd met laag gasverbruik;2020;0.0
2140;Amersfoort;Elektrisch verwarmd met laag gasverbruik;2021;0.1
2141;Amersfoort;Elektrisch verwarmd met laag gasverbruik;2022;0.2
2142;Amersfoort;Elektrisch verwarmd zonder gasverbruik;2017;0.1
2143;Amersfoort;Elektrisch verwarmd zonder gasverbruik;2018;0.8
2144;Amersfoort;Elektrisch verwarmd zonder gasverbruik;2019;1.3
2145;Amersfoort;Elektrisch verwarmd zonder gasverbruik;2020;1.6
2146;Amersfoort;Elektrisch verwarmd zonder gasverbruik;2021;2.1
2147;Amersfoort;Elektrisch verwarmd zonder gasverbruik;2022;3.6
2148;Amersfoort;Totaal zonder gasverbruik (ex. onbekend);2017;5.1
2149;Amersfoort;Totaal zonder gasverbruik (ex. onbekend);2018;5.9
2150;Amersfoort;Totaal zonder gasverbruik (ex. onbekend);2019;6.4
2151;Amersfoort;Totaal zonder gasverbruik (ex. onbekend);2020;6.5
2152;Amersfoort;Totaal zonder gasverbruik (ex. onbekend);2021;7.0
2153;Amersfoort;Totaal zonder gasverbruik (ex. onbekend);2022;8.4
2154;Amersfoort;Type installaties onbekend;2017;2.1
2155;Amersfoort;Type installaties onbekend;2018;1.6
2156;Amersfoort;Type installaties onbekend;2019;1.4
2157;Amersfoort;Type installaties onbekend;2020;1.2
2158;Amersfoort;Type installaties onbekend;2021;1.3
2159;Amersfoort;Type installaties onbekend;2022;1.5
2160;Amstelveen;Individuele cv;2017;71.4
2161;Amstelveen;Individuele cv;2018;71.1
2162;Amstelveen;Individuele cv;2019;71.4
2163;Amstelveen;Individuele cv;2020;70.7
2164;Amstelveen;Individuele cv;2021;72.1
2165;Amstelveen;Individuele cv;2022;71.7
2166;Amstelveen;Blokverwarming;2017;17.9
2167;Amstelveen;Blokverwarming;2018;17.6
2168;Amstelveen;Blokverwarming;2019;17.0
2169;Amstelveen;Blokverwarming;2020;17.0
2170;Amstelveen;Blokverwarming;2021;15.7
2171;Amstelveen;Blokverwarming;2022;14.8
2172;Amstelveen;Stadsverwarming met hoog gasverbruik;2017;0.2
2173;Amstelveen;Stadsverwarming met hoog gasverbruik;2018;2.0
2174;Amstelveen;Stadsverwarming met hoog gasverbruik;2019;2.1
2175;Amstelveen;Stadsverwarming met hoog gasverbruik;2020;2.6
2176;Amstelveen;Stadsverwarming met hoog gasverbruik;2021;2.3
2177;Amstelveen;Stadsverwarming met hoog gasverbruik;2022;2.3
2178;Amstelveen;Stadsverwarming met laag gasverbruik;2017;2.4
2179;Amstelveen;Stadsverwarming met laag gasverbruik;2018;0.6
2180;Amstelveen;Stadsverwarming met laag gasverbruik;2019;0.6
2181;Amstelveen;Stadsverwarming met laag gasverbruik;2020;0.9
2182;Amstelveen;Stadsverwarming met laag gasverbruik;2021;0.8
2183;Amstelveen;Stadsverwarming met laag gasverbruik;2022;0.9
2184;Amstelveen;Stadsverwarming zonder gasverbruik;2017;2.1
2185;Amstelveen;Stadsverwarming zonder gasverbruik;2018;4.0
2186;Amstelveen;Stadsverwarming zonder gasverbruik;2019;4.4
2187;Amstelveen;Stadsverwarming zonder gasverbruik;2020;4.1
2188;Amstelveen;Stadsverwarming zonder gasverbruik;2021;3.8
2189;Amstelveen;Stadsverwarming zonder gasverbruik;2022;4.6
2190;Amstelveen;Elektrisch verwarmd met hoog gasverbruik;2017;0.8
2191;Amstelveen;Elektrisch verwarmd met hoog gasverbruik;2018;0.4
2192;Amstelveen;Elektrisch verwarmd met hoog gasverbruik;2019;0.4
2193;Amstelveen;Elektrisch verwarmd met hoog gasverbruik;2020;0.5
2194;Amstelveen;Elektrisch verwarmd met hoog gasverbruik;2021;0.6
2195;Amstelveen;Elektrisch verwarmd met hoog gasverbruik;2022;0.9
2196;Amstelveen;Elektrisch verwarmd met laag gasverbruik;2017;0.0
2197;Amstelveen;Elektrisch verwarmd met laag gasverbruik;2018;0.0
2198;Amstelveen;Elektrisch verwarmd met laag gasverbruik;2019;0.0
2199;Amstelveen;Elektrisch verwarmd met laag gasverbruik;2020;0.0
2200;Amstelveen;Elektrisch verwarmd met laag gasverbruik;2021;0.0
2201;Amstelveen;Elektrisch verwarmd met laag gasverbruik;2022;0.1
2202;Amstelveen;Elektrisch verwarmd zonder gasverbruik;2017;0.3
2203;Amstelveen;Elektrisch verwarmd zonder gasverbruik;2018;1.1
2204;Amstelveen;Elektrisch verwarmd zonder gasverbruik;2019;1.2
2205;Amstelveen;Elektrisch verwarmd zonder gasverbruik;2020;1.6
2206;Amstelveen;Elektrisch verwarmd zonder gasverbruik;2021;1.8
2207;Amstelveen;Elektrisch verwarmd zonder gasverbruik;2022;1.9
2208;Amstelveen;Totaal zonder gasverbruik (ex. onbekend);2017;2.4
2209;Amstelveen;Totaal zonder gasverbruik (ex. onbekend);2018;5.1
2210;Amstelveen;Totaal zonder gasverbruik (ex. onbekend);2019;5.6
2211;Amstelveen;Totaal zonder gasverbruik (ex. onbekend);2020;5.7
2212;Amstelveen;Totaal zonder gasverbruik (ex. onbekend);2021;5.6
2213;Amstelveen;Totaal zonder gasverbruik (ex. onbekend);2022;6.5
2214;Amstelveen;Type installaties onbekend;2017;4.9
2215;Amstelveen;Type installaties onbekend;2018;3.1
2216;Amstelveen;Type installaties onbekend;2019;2.9
2217;Amstelveen;Type installaties onbekend;2020;2.6
2218;Amstelveen;Type installaties onbekend;2021;2.8
2219;Amstelveen;Type installaties onbekend;2022;2.8
2220;Amsterdam;Individuele cv;2017;78.6
2221;Amsterdam;Individuele cv;2018;78.0
2222;Amsterdam;Individuele cv;2019;76.6
2223;Amsterdam;Individuele cv;2020;75.2
2224;Amsterdam;Individuele cv;2021;75.0
2225;Amsterdam;Individuele cv;2022;72.6
2226;Amsterdam;Blokverwarming;2017;6.0
2227;Amsterdam;Blokverwarming;2018;6.0
2228;Amsterdam;Blokverwarming;2019;6.0
2229;Amsterdam;Blokverwarming;2020;6.1
2230;Amsterdam;Blokverwarming;2021;5.6
2231;Amsterdam;Blokverwarming;2022;5.5
2232;Amsterdam;Stadsverwarming met hoog gasverbruik;2017;0.3
2233;Amsterdam;Stadsverwarming met hoog gasverbruik;2018;0.6
2234;Amsterdam;Stadsverwarming met hoog gasverbruik;2019;0.5
2235;Amsterdam;Stadsverwarming met hoog gasverbruik;2020;0.6
2236;Amsterdam;Stadsverwarming met hoog gasverbruik;2021;0.5
2237;Amsterdam;Stadsverwarming met hoog gasverbruik;2022;0.6
2238;Amsterdam;Stadsverwarming met laag gasverbruik;2017;1.6
2239;Amsterdam;Stadsverwarming met laag gasverbruik;2018;1.9
2240;Amsterdam;Stadsverwarming met laag gasverbruik;2019;2.1
2241;Amsterdam;Stadsverwarming met laag gasverbruik;2020;2.3
2242;Amsterdam;Stadsverwarming met laag gasverbruik;2021;2.3
2243;Amsterdam;Stadsverwarming met laag gasverbruik;2022;2.2
2244;Amsterdam;Stadsverwarming zonder gasverbruik;2017;9.7
2245;Amsterdam;Stadsverwarming zonder gasverbruik;2018;10.1
2246;Amsterdam;Stadsverwarming zonder gasverbruik;2019;11.1
2247;Amsterdam;Stadsverwarming zonder gasverbruik;2020;12.0
2248;Amsterdam;Stadsverwarming zonder gasverbruik;2021;12.5
2249;Amsterdam;Stadsverwarming zonder gasverbruik;2022;13.3
2250;Amsterdam;Elektrisch verwarmd met hoog gasverbruik;2017;0.3
2251;Amsterdam;Elektrisch verwarmd met hoog gasverbruik;2018;0.3
2252;Amsterdam;Elektrisch verwarmd met hoog gasverbruik;2019;0.4
2253;Amsterdam;Elektrisch verwarmd met hoog gasverbruik;2020;0.5
2254;Amsterdam;Elektrisch verwarmd met hoog gasverbruik;2021;0.5
2255;Amsterdam;Elektrisch verwarmd met hoog gasverbruik;2022;0.5
2256;Amsterdam;Elektrisch verwarmd met laag gasverbruik;2017;0.0
2257;Amsterdam;Elektrisch verwarmd met laag gasverbruik;2018;0.0
2258;Amsterdam;Elektrisch verwarmd met laag gasverbruik;2019;0.0
2259;Amsterdam;Elektrisch verwarmd met laag gasverbruik;2020;0.0
