ID;BedrijfstakBrancheSBI2008;BuitenlandsBelang;Perioden;Ondernemingengroep_1;AantalWerknemersFTE_2;BalanstotaalEindstand_3;ImmaterieleVasteActiva_4;MaterieleVasteActiva_5;DeelnemingenTotaal_6;GroepsmaatschappijenTotaal_7;GroepsmaatschappijenBinnenland_8;GroepsmaatschappijenBuitenland_9;OverigeDeelnemingenTotaal_10;OverigeDeelnemingenBinnenland_11;OverigeDeelnemingenBuitenland_12;LanglVorderingenEnBeleggingenTotaal_13;VorderingenOpGroepsmaatschappijen_14;VorderingenOpFinancieleInstellingen_15;OverigeLanglVorderingenEnBeleggingen_16;VoorradenTotaal_17;OnderhandenWerk_18;VoorradenFysiek_19;VooruitbetalingOpVoorraden_20;KortlVorderingenEnBeleggingenTotaal_21;VorderingenOpGroepsmaatschappijen_22;Handelsdebiteuren_23;Belastingen_24;OverigeVorderingen_25;BeleggingenOpKorteTermijn_26;LiquideMiddelenTotaal_27;Kasmiddelen_28;TermijndepositoS_29;VorderingenOpFinancieleInstellingen_30;EigenVermogenTotaal_31;Aandelenkapitaal_32;Agioreserve_33;Herwaarderingsreserve_34;NietVerdeeldeWinstEnOverigeReserves_35;LanglopendeSchuldenTotaaGeenRente_36;BelangVanDerden_37;Egalisatierekening_38;Voorzieningen_39;LanglopendeSchuldenTotaalWelRente_40;SchuldenAanGroepsmaatschappijen_41;AchtergesteldeLeningen_42;Obligatieleningen_43;SchuldenAanFinancieleInstellingen_44;OverigeLanglopendeSchulden_45;KortlopendeSchuldenTotaal_46;AflossingOpLanglopendeSchulden_47;SchuldenAanGroepsmaatschappijen_48;Handelscrediteuren_49;OntvangenVooruitbetalingen_50;SchuldenAanFinancieleInstellingen_51;Belastingen_52;OverigeSchulden_53;BalanstotaalBeginstand_54;ImmaterieleVasteActiva_55;MaterieleVasteActiva_56;DeelnemingenTotaal_57;GroepsmaatschappijenTotaal_58;GroepsmaatschappijenBinnenland_59;GroepsmaatschappijenBuitenland_60;OverigeDeelnemingenTotaal_61;OverigeDeelnemingenBinnenland_62;OverigeDeelnemingenBuitenland_63;LanglVorderingenEnBeleggingenTotaal_64;VorderingenOpGroepsmaatschappijen_65;VorderingenOpFinancieleInstellingen_66;OverigeLanglVorderingenEnBeleggingen_67;VoorradenTotaal_68;OnderhandenWerk_69;VoorradenFysiek_70;VooruitbetalingOpVoorraden_71;KortlVorderingenEnBeleggingenTotaal_72;VorderingenOpGroepsmaatschappijen_73;Handelsdebiteuren_74;Belastingen_75;OverigeVorderingen_76;BeleggingenOpKorteTermijn_77;LiquideMiddelenTotaal_78;Kasmiddelen_79;TermijndepositoS_80;VorderingenOpFinancieleInstellingen_81;EigenVermogenTotaal_82;Aandelenkapitaal_83;Agioreserve_84;Herwaarderingsreserve_85;NietVerdeeldeWinstEnOverigeReserves_86;LanglopendeSchuldenTotaalGeenRente_87;BelangVanDerden_88;Egalisatierekening_89;Voorzieningen_90;LanglopendeSchuldenTotaalWelRente_91;SchuldenAanGroepsmaatschappijen_92;AchtergesteldeLeningen_93;Obligatieleningen_94;SchuldenAanFinancieleInstellingen_95;OverigeLanglopendeSchulden_96;KortlopendeSchuldenTotaal_97;AflossingOpLanglopendeSchulden_98;SchuldenAanGroepsmaatschappijen_99;Handelscrediteuren_100;OntvangenVooruitbetalingen_101;Belastingen_102;SchuldenAanFinancieleInstellingen_103;OverigeSchulden_104;TotaleNettoOmzet_105;NettoOmzetUitBinnenland_106;NettoOmzetUitBuitenlandTotaal_107;OmzetGroepsmaatschappijenBuitenland_108;OverigeOmzetBuitenland_109;LoonSalarisEnSocialePremies_110;Afschrijvingen_111;TotaleKostenVanDeOmzet_112;KostenVanDeOmzetUitBinnenland_113;TotaleKostenOmzetUitBuitenland_114;KostenGroepsmaatschappijenBuitenland_115;OverigeKostenOmzetUitBuitenland_116;Investeringspremies_117;Bedrijfsresultaat_118;ResultaatUitDeelnemingenTotaal_119;ResultaatGroepsmaatschappijenTotaal_120;GroepsmaatschappijenBinnenland_121;GroepsmaatschappijenBuitenland_122;OverigeDeelnemingenBinnenland_123;OverigeDeelnemingenBuitenland_124;Rentebaten_125;Rentelasten_126;OverigeFinancieleResultaten_127;BuitengewoneBaten_128;BuitengewoneLasten_129;ResultaatVoorBelastingen_130;Vennootschapsbelasting_131;AandeelVanDerden_132;Nettoresultaat_133;DividendvoorstelTotaal_134;DividendGroepsmaatschappijen_135;DividendOverigeAandeelhouders_136;UitkeringAanLedenCooperaties_137;BeginstandBoekjaar_138;MutatiesDoorDeConsolidaties_139;AankopenInclusiefProductie_140;BoekwaardeVerkopen_141;AfboekingInvesteringspremiesSubsED_142;Herwaarderingen_143;Afschrijvingen_144;Waardecorrecties_145;EindstandBoekjaar_146;BeginstandBoekjaar_147;ToevoegingenTotaal_148;WinstBoekjaar_149;ValutaverschillenDeelnemingen_150;OverigeToevoegingen_151;OnttrekkingenTotaal_152;VerliesBoekjaar_153;Dividenduitkering_154;ValutaverschillenDeelnemingen_155;AfboekingGoodwill_156;OverigeOnttrekkingen_157;EindstandBoekjaar_158
0;Totaal, ex. financiële sector, vastgoed;Totaal;2000;1199;1495.2;600416.8;25058.2;132462.9;145979.1;125322.7;3401.9;121920.8;20656.4;7083.6;13572.8;75956.3;61949.4;515.6;13491.3;35648.3;4577.5;30231.5;839.3;151768.1;76624.2;48178.6;3244.0;20157.9;3563.4;33544.1;568.0;14534.1;18442.0;236680.8;26381.7;76258.8;3201.3;130839.0;49261.5;14005.5;8437.5;26818.5;137838.0;26325.8;12331.9;41318.2;29989.7;27872.4;176636.4;16673.5;51935.5;30572.2;4307.6;22552.5;8493.8;42101.3;486834.7;20065.8;127121.0;113669.4;99205.5;364.6;98840.9;14463.9;6632.8;7831.1;53781.6;44850.4;636.1;8295.1;32848.0;3911.8;27920.6;1015.6;110369.6;44253.1;41686.6;2765.9;17958.3;3705.7;28979.5;444.6;11628.5;16906.4;194672.8;24308.0;57977.8;2858.9;109528.1;45026.4;10706.8;7625.8;26693.8;104589.2;28475.9;9294.3;20828.7;29308.8;16681.5;142546.2;8928.2;37333.9;27966.0;3288.6;7402.6;20287.8;37339.1;480731.7;286260.9;194470.8;63054.7;131416.0;59386.8;18687.3;372637.8;219080.9;153556.9;59655.9;93901.0;329.5;30349.2;15426.2;10413.6;52.6;10361.0;720.7;4291.9;9055.9;11827.7;2175.2;21463.5;5255.1;61387.2;7773.5;4162.2;49451.5;18374.1;6999.8;11271.8;102.5;127121.0;458.8;25084.2;4148.4;43.3;350.1;16098.9;-265.2;132462.9;109528.1;65937.8;56007.3;1678.5;8252.0;44625.5;6555.8;18374.1;742.2;11500.5;7452.8;130839.0
1;Totaal, ex. financiële sector, vastgoed;Totaal;2001;1259;1526.3;643181.7;32679.2;135967.4;139021.2;119208.3;3888.1;115320.2;19812.9;7081.2;12731.7;87730.5;73592.7;461.7;13676.1;37399.0;5167.8;31460.1;771.1;168944.2;89038.1;48108.3;5055.8;21472.4;5269.6;41440.3;715.2;15396.5;25328.6;245495.4;27879.7;101717.2;3052.8;112845.7;52257.8;15206.9;9432.0;27618.9;154796.3;39542.8;11641.7;44992.3;38087.5;20532.0;190632.3;16647.5;55666.3;30927.6;5117.9;26818.5;8639.6;46814.9;603084.8;26654.6;132734.6;143764.3;122438.1;3656.1;118782.0;21326.2;6927.3;14398.9;73483.7;59047.1;559.0;13877.6;35597.0;4528.9;30241.4;826.7;157317.6;79361.6;49061.0;4229.7;19240.6;5424.7;33533.1;535.7;13660.1;19337.3;232967.1;25697.9;75936.8;2755.0;128577.4;49657.7;14419.2;8380.7;26857.8;143417.2;32939.2;12061.3;39965.6;30600.2;27850.9;177042.7;16276.3;52788.2;31190.7;4348.3;8696.9;22758.9;40983.4;503222.2;294760.7;208461.4;82822.0;125639.4;63560.5;22280.0;393342.1;230468.9;162873.2;78602.9;84270.3;277.6;24317.1;-6872.8;-6806.8;92.8;-6899.6;392.0;-458.0;12964.0;16424.0;-569.5;15570.3;7537.7;21447.5;7294.6;2632.8;11520.1;17811.7;5824.9;11910.4;76.4;132734.6;-1246.5;25751.3;4753.4;11.6;606.8;17293.8;180.0;135967.4;128577.4;45548.7;35137.7;1002.6;9408.4;61280.4;23617.6;17811.6;599.8;1820.6;17430.9;112845.7
2;Totaal, ex. financiële sector, vastgoed;Totaal;2002;1274;1480.0;633358.8;32287.7;137466.3;120875.9;102829.6;4261.1;98568.5;18046.3;8093.6;9952.8;82647.2;69325.7;522.2;12799.3;36907.7;5385.3;30777.8;744.6;187862.3;110490.7;44885.9;4887.7;21143.9;6454.1;35311.7;783.5;12789.0;21739.2;232400.5;26441.9;103101.5;2662.2;100194.9;53154.4;16544.2;10462.9;26147.3;141785.2;38758.0;12653.4;38780.3;28659.2;22934.3;206018.7;22901.4;67416.9;29995.3;5059.6;23596.1;9104.2;47945.2;643198.9;31586.4;136881.7;136665.8;114594.4;3882.6;110711.8;22071.4;8630.7;13440.7;91710.3;77792.8;533.3;13384.2;37891.3;5419.6;31693.8;777.9;166949.8;87096.1;48277.1;5157.0;21239.9;5179.7;41513.5;693.9;15551.3;25268.3;246907.7;24840.1;99114.6;2629.3;120323.7;51896.1;15081.1;9515.8;27299.2;154834.2;37886.4;13388.2;49829.0;29554.9;24175.7;189560.9;16885.5;53546.6;31562.1;5131.5;8801.4;27285.8;46348.0;493997.5;300484.7;193512.7;70029.9;123482.9;65357.5;22653.0;379982.5;232890.7;147091.8;59649.6;87442.2;315.1;26319.7;-937.4;1140.7;84.3;1056.3;-114.8;-1963.3;10074.8;13589.6;-1937.1;8156.1;7269.2;20817.3;6478.9;3607.4;10731.1;18849.7;8645.6;10054.5;149.6;136881.7;370.7;22735.9;4563.0;4.1;196.3;17951.8;-199.5;137466.3;120323.7;49743.0;36764.2;973.8;12005.1;70354.1;26033.1;18849.7;6062.7;1442.5;17966.1;100194.9
3;Totaal, ex. financiële sector, vastgoed;Totaal;2003;1271;1419.1;613320.1;35385.5;136003.8;114954.2;100357.3;4501.5;95855.8;14596.9;6614.5;7982.4;104004.1;87537.3;389.9;16076.9;36374.6;5366.4;30557.2;451.0;149675.5;75517.1;42996.2;5836.1;20286.5;5039.6;36922.4;589.1;16818.3;19515.0;242704.8;27921.6;105824.9;2962.2;105996.1;49102.1;11343.6;10681.9;27076.6;141365.6;44177.5;9715.1;33224.3;28243.5;26005.2;180147.4;11501.8;63636.6;30135.1;4737.8;20317.6;10035.6;39782.9;630435.5;33141.9;137728.1;119725.4;101889.4;4642.8;97246.6;17836.0;8110.2;9725.8;81314.9;66895.4;551.2;13868.3;37029.6;5206.6;31064.1;758.9;188503.9;110809.7;44755.9;4932.9;21652.5;6352.9;32991.8;697.2;11499.5;20795.1;227658.3;26322.3;104034.1;2520.1;94781.8;52779.7;16462.0;10475.3;25842.4;141746.5;39128.6;13025.0;37951.3;28606.9;23034.7;208251.0;22639.8;69724.6;30796.3;5115.0;9158.5;23374.5;47442.3;496373.6;300495.6;195878.1;76190.2;119687.9;66029.3;22175.1;384106.7;230627.4;153479.3;67259.6;86219.7;338.4;24400.9;14670.2;12691.6;622.9;12068.7;-197.0;2175.6;8940.0;11179.3;448.4;24.9;277.2;37027.8;5666.7;1366.7;29994.4;10542.3;1686.6;8836.5;19.2;137728.1;720.4;20794.4;5020.7;3.5;268.4;18035.7;-447.7;136003.8;94781.8;67510.5;35764.8;285.0;31460.8;45673.2;5770.4;21165.4;6447.1;147.7;12142.6;105996.1
4;Totaal, ex. financiële sector, vastgoed;Totaal;2004;1232;1376.8;627925.1;34903.9;134076.0;122630.3;107800.1;8850.1;98950.0;14830.2;6660.6;8169.6;106747.3;90271.4;622.6;15853.3;36714.5;5760.2;30441.4;512.9;150210.8;79137.0;42487.8;5214.0;19053.5;4318.5;42642.1;424.1;19577.0;22641.0;249805.9;28583.5;115770.2;2814.0;102638.2;50333.5;11596.5;10634.8;28102.2;138581.9;45694.1;7464.3;31393.3;27064.5;26965.7;189203.9;11065.6;77629.1;31112.5;5210.9;17623.0;9830.7;36732.1;602291.4;34037.6;136524.8;109544.1;94545.7;7489.1;87056.6;14998.4;6609.3;8389.1;105553.8;86162.5;398.9;18992.4;35871.4;5498.8;29815.3;557.3;144104.5;73829.4;41332.2;5818.8;18345.9;4778.2;36655.3;566.1;16370.5;19718.7;230646.8;28324.3;101602.2;2514.8;98205.5;49618.3;11314.2;10663.0;27641.1;144329.2;46378.3;9388.8;34565.2;27010.1;26986.8;177697.0;12398.2;61701.7;29983.4;5167.5;9799.9;20228.0;38418.3;500798.9;301580.0;199218.9;79357.3;119861.6;66381.8;22006.5;383132.8;235758.8;147374.0;60034.1;87339.9;501.6;29779.4;21483.8;16675.5;409.8;16265.7;2849.4;1958.9;7845.2;10438.0;-1104.4;194.2;495.9;47264.4;8166.6;1926.6;37171.1;11857.9;1803.1;10038.5;16.3;136524.8;237.9;20012.8;4538.1;39.9;236.9;17187.9;-1170.4;134076.0;98205.5;46685.1;41376.4;281.5;5027.2;42252.4;4205.3;20144.3;2049.1;439.2;15414.5;102638.2
5;Totaal, ex. financiële sector, vastgoed;Totaal;2005;1272;1359.4;684723.1;37178.5;138743.2;157194.7;140573.8;5076.4;135497.4;16620.9;6529.3;10091.6;98931.4;77404.3;1702.3;19824.8;40113.9;5701.7;33957.6;454.6;175347.7;94702.3;49800.3;6589.2;22111.5;2144.4;37213.7;624.8;15591.7;20997.2;294533.4;29174.1;102185.5;6117.1;157056.7;44820.1;3593.9;7988.6;33237.6;154196.4;59987.4;6882.1;30238.1;30420.8;26668.0;191173.2;12912.1;63295.2;35154.9;4931.3;22517.5;10303.3;42058.9;626357.9;34620.5;136089.7;121666.9;107338.2;8964.1;98374.1;14328.7;6183.1;8145.7;95607.2;76596.7;1280.4;17730.1;37959.2;5386.2;32055.5;517.5;156743.8;82999.4;45479.9;5493.4;19607.1;3164.0;43670.6;516.9;21433.4;21720.3;233871.8;29773.3;102047.0;5858.1;96193.4;43182.5;3723.1;7664.0;31795.4;151211.4;54178.5;8780.8;31924.3;27261.4;29066.4;198092.2;11104.1;82891.3;32237.5;5283.3;9697.8;18516.0;38362.2;550027.9;326248.7;223779.2;82538.6;141240.6;66323.9;20166.5;417194.9;258799.5;158395.4;56713.2;101682.1;406.0;46748.7;39245.3;32893.0;1693.5;31199.5;5543.5;808.8;7829.0;11146.0;-316.6;71.3;24.3;82407.3;12865.6;623.5;68918.3;16509.9;1176.2;15219.5;114.2;136089.7;1324.6;22291.3;4626.7;9.8;571.2;17089.6;192.5;138743.2;96193.4;116023.2;72631.5;4567.8;38823.9;55159.9;3713.2;38488.9;1104.3;578.6;11275.0;157056.7
6;Totaal, ex. financiële sector, vastgoed;Totaal;2006;1264;1385.2;744301.8;41108.3;143747.7;173410.1;157878.7;8335.0;149543.7;15531.4;7466.0;8065.3;111215.0;78194.4;2363.2;30657.4;41529.1;6686.9;34378.8;463.4;191248.2;103265.3;53273.4;7980.4;24662.2;2066.9;42043.5;936.4;15647.3;25459.8;329558.4;30125.2;124531.1;6353.0;168549.1;48809.2;4443.5;11631.4;32734.3;160514.1;65921.5;6178.8;29164.1;31120.9;28128.8;205420.2;11193.9;73531.9;36896.1;5355.8;22166.6;11238.4;45037.5;700624.0;39478.2;141756.5;160347.0;142839.4;5001.1;137838.4;17507.6;7084.0;10423.6;102284.8;80005.8;1860.2;20418.8;39312.2;5383.0;33436.3;492.9;179653.7;96983.0;49519.9;8525.6;22663.9;1961.3;37791.5;646.3;14870.9;22274.3;299029.7;28931.3;103923.4;6089.8;160085.2;50489.5;3839.1;11217.7;35432.7;160340.6;63790.6;6781.2;30518.5;30099.9;29150.4;190764.1;13067.7;61992.8;35103.6;4824.0;10228.2;22362.1;43185.7;583678.8;374090.0;209588.8;79014.9;130573.9;69371.7;20548.3;449984.2;291492.7;158491.5;57462.6;101028.9;410.8;44185.4;44355.7;41460.6;7800.4;33660.1;2300.8;594.3;9674.2;12258.6;-2744.4;119.6;91.7;83240.2;10144.8;894.3;72201.1;12548.7;2311.2;10175.8;61.7;141756.5;-946.7;25344.8;5271.4;15.0;306.1;17015.8;-410.9;143747.7;160085.2;90384.6;74656.6;1157.8;14570.2;81920.7;2455.5;34514.3;2194.2;547.6;42209.1;168549.1
7;Totaal, ex. financiële sector, vastgoed;Totaal;2007;1272;1390.6;800719.2;66712.3;155062.3;200620.3;185009.1;8095.0;176914.1;15611.2;8982.2;6628.9;97271.8;71444.8;2930.2;22896.8;46503.3;7807.0;38097.4;598.9;177015.1;85471.7;57773.0;8161.3;23792.0;1817.1;57534.1;942.5;28121.9;28469.7;366110.8;28670.0;108162.8;11198.1;218079.9;48264.0;5011.5;12076.8;31175.7;177470.5;69917.5;8926.4;26529.1;36845.9;35251.6;208873.7;11029.0;66640.9;41323.1;5752.9;26713.9;12032.0;45381.9;735440.9;48715.3;147710.4;176771.6;161940.9;7900.0;154040.9;14830.7;7154.4;7676.2;94355.5;67446.5;2483.3;24425.7;41477.3;6759.2;34261.1;457.0;186585.1;99208.2;53004.5;8154.6;24060.3;2157.5;39825.5;862.6;13791.4;25171.5;326901.3;29441.4;101192.3;10829.9;185437.7;47721.7;4302.2;11500.7;31918.8;154178.5;61051.8;7832.6;27220.7;30424.3;27649.1;206639.5;11432.5;72491.6;36766.7;5295.8;11758.1;23746.7;45148.1;615929.8;371807.3;244122.5;86568.1;157554.4;70360.3;22074.4;479453.7;308022.2;171431.5;58220.4;113211.1;482.1;44523.4;62949.1;57917.6;14126.9;43790.7;3699.5;1332.0;8314.0;14456.0;-699.3;112.9;66.0;100677.9;9753.1;758.4;90166.4;16943.3;2978.6;13880.7;84.0;147710.4;1566.3;26129.9;4096.1;18.3;891.1;17743.7;622.5;155062.3;185437.7;102877.8;93733.7;407.7;8736.4;70235.6;3567.2;38759.4;4176.0;721.4;23011.5;218079.9
8;Totaal, ex. financiële sector, vastgoed;Totaal;2008;1315;1379.7;889846.7;73950.1;168955.9;244127.4;227874.7;5855.6;222019.1;16252.7;8193.3;8059.4;111978.9;83926.9;1143.1;26908.9;49540.4;7419.0;41494.7;626.7;195933.2;101102.4;58725.9;8217.6;27141.1;746.2;45360.7;726.7;16443.4;28190.6;391007.2;33306.7;125409.1;10567.0;221724.4;47643.9;4146.0;13108.3;30389.6;221942.6;87313.8;10359.1;34595.2;44739.6;44934.9;229252.9;10645.5;79705.3;44478.0;7220.0;23783.3;11536.6;51884.2;839231.7;73785.5;158532.9;213989.9;195245.5;5685.4;189560.1;18744.4;8963.1;9781.4;101236.0;74372.7;2946.0;23917.3;48607.3;7479.5;40452.7;675.1;182126.3;89434.6;58541.6;8125.1;24251.6;1773.4;60953.9;772.3;28378.9;31802.7;381284.3;31478.6;114780.2;10611.3;224414.2;48480.6;5426.9;12074.6;30979.1;194531.2;82845.8;9823.7;27016.9;37429.7;37415.1;214935.7;12087.2;70197.6;42234.3;6230.4;12423.6;24456.8;47305.8;664659.1;400688.5;263970.6;95515.6;168455.1;73657.6;25073.2;526709.9;327075.5;199634.4;69429.0;130205.5;544.9;39763.4;47124.2;44791.2;4918.7;39872.5;2115.4;217.6;9837.1;18633.4;-2202.0;0.3;3.9;75885.5;9553.4;-156.1;66488.2;17170.5;2691.2;14445.6;33.7;158532.9;466.5;32311.9;4695.1;48.8;896.2;18731.5;223.8;168955.9;224414.2;91418.3;80016.8;1073.0;10328.5;94108.1;13528.6;46622.9;4387.4;809.5;28759.7;221724.4
9;Totaal, ex. financiële sector, vastgoed;Totaal;2009;1403;1378.5;932665.9;70717.9;174965.3;282879.6;265245.4;5272.6;259972.9;17634.2;8824.1;8810.0;122091.7;91458.2;2886.0;27747.5;45981.6;7217.5;38232.7;531.4;184119.9;101071.7;51677.7;5468.9;24794.3;1107.3;51910.0;757.4;20270.2;30882.4;423406.9;31232.3;138611.1;10801.5;242762.0;46772.0;4311.4;13495.9;28964.7;235585.4;93269.9;10324.6;43741.7;43037.6;45211.6;226901.6;11032.6;83815.0;40884.1;8307.3;19710.3;12644.9;50507.4;908132.7;71895.7;170991.3;263424.0;248051.7;4152.1;243899.6;15372.3;7769.4;7602.9;111294.0;82035.9;1266.4;27991.7;49041.5;7519.8;40884.4;637.3;194684.9;101590.1;59378.7;6222.0;26820.8;673.3;46801.2;726.3;16764.3;29310.6;402759.8;29116.6;123380.6;10786.5;239476.1;48228.2;3783.6;13180.2;31264.4;224913.3;81700.3;10085.7;39192.7;47593.4;46341.2;232231.5;10382.6;79101.3;45540.2;7764.7;11722.5;23896.9;53823.3;602989.5;381764.8;221224.7;68207.7;153016.9;74790.7;23335.8;474880.6;297238.0;177642.7;55788.3;121854.4;582.9;30565.3;27157.9;23875.3;4195.6;19679.7;2835.2;447.4;6843.3;16799.6;697.9;171.0;302.7;48333.2;5958.5;656.1;41718.5;11533.4;1739.5;9582.7;211.2;170991.3;3367.6;25707.7;5374.5;30.0;253.7;18854.2;-1096.3;174965.3;239476.1;66005.7;49379.6;1411.7;15214.4;62719.8;7661.1;36516.9;816.5;1035.1;16690.2;242762.0
