ID;Onderwijskenmerk;Persoonskenmerken;Perioden;TotaalBevolking15Tot25Jaar_1;WerkzamePersonenTotaal_2;WerknemersVasteArbeidsrelatie_3;WerknemersFlexibeleArbeidsrelatie_4;Zelfstandigen_5;PositieWerkkringOnbekend_6;Arbeidsduur4UurOfMinder_7;Arbeidsduur5Tot12Uur_8;Arbeidsduur12Tot20Uur_9;Arbeidsduur20Tot35Uur_10;Arbeidsduur35UurOfMeer_11;ArbeidsduurOnbekend_12;GemiddeldeArbeidsduur_13;WerkzameBeroepsbevolkingTotaal_14;WerknemersVasteArbeidsrelatie_15;WerknemersFlexibeleArbeidsrelatie_16;Zelfstandigen_17;PositieWerkkringOnbekend_18;Arbeidsduur12Tot20Uur_19;Arbeidsduur20Tot35Uur_20;Arbeidsduur35UurOfMeer_21;ArbeidsduurOnbekend_22;GemiddeldeArbeidsduur_23;WerklozeBeroepsbevolking_24;Beroepsbevolking_25;NietBeroepsbevolking_26;Werkloosheidspercentage_27;WilBetaaldWerkVan12UurOfMeer_28;KanOpKorteTermijnBeginnen_29;Afgelopen4WekenGezocht_30;Afgelopen4WekenNietGezocht_31;WelAfgelopen6MaandenGezocht_32;NietAfgelopen6MaandenGezocht_33;VanwegeWeinigResultaat_34;OverigeRedenen_35;KanNietOpKorteTermijnBeginnen_36;WilGeenBetaaldWerkVan12UurOfMeer_37;WilWerkVanMinderDan12UurPerWeek_38;ZorgVoorGezinOfHuishouden_39;OpleidingStudie_40;ZiekteArbeidsongeschiktheid_41;AndereRedenen_42;WilOfKanNietWerken_43;ZorgVoorGezinOfHuishouden_44;OpleidingStudie_45;ZiekteArbeidsongeschiktheid_46;AndereRedenen_47
29;53050;15450;2004;950.0;582.0;307.0;261.0;15.0;;63.0;165.0;70.0;128.0;157.0;;20.7;354.0;215.0;133.0;6.0;;70.0;128.0;157.0;;29.9;55.0;409.0;540.0;13.4;102.0;87.0;55.0;32.0;13.0;19.0;3.0;16.0;15.0;493.0;274.0;3.0;260.0;;10.0;219.0;13.0;179.0;11.0;15.0
30;53050;15450;2005;954.0;581.0;284.0;279.0;18.0;;72.0;165.0;74.0;131.0;140.0;;19.9;344.0;196.0;141.0;7.0;;74.0;131.0;140.0;;29.3;54.0;398.0;556.0;13.5;105.0;86.0;54.0;32.0;12.0;20.0;3.0;17.0;19.0;504.0;291.0;3.0;276.0;;11.0;213.0;12.0;177.0;12.0;12.0
31;53050;15450;2006;957.0;589.0;267.0;304.0;18.0;;74.0;163.0;80.0;129.0;142.0;;19.8;352.0;185.0;158.0;8.0;;80.0;129.0;142.0;;29.0;47.0;400.0;558.0;11.9;95.0;79.0;47.0;32.0;12.0;20.0;2.0;18.0;16.0;511.0;286.0;2.0;274.0;2.0;9.0;224.0;10.0;188.0;13.0;13.0
32;53050;15450;2007;963.0;617.0;266.0;332.0;20.0;;71.0;174.0;95.0;134.0;143.0;;19.7;372.0;186.0;176.0;10.0;;95.0;134.0;143.0;;28.4;42.0;414.0;549.0;10.1;87.0;70.0;42.0;28.0;11.0;17.0;2.0;15.0;17.0;504.0;294.0;3.0;277.0;2.0;11.0;210.0;10.0;173.0;14.0;14.0
33;53050;15450;2008;974.0;640.0;272.0;349.0;19.0;;73.0;182.0;94.0;151.0;140.0;;19.6;385.0;191.0;185.0;10.0;;94.0;151.0;140.0;;28.3;36.0;421.0;553.0;8.5;79.0;61.0;36.0;25.0;8.0;17.0;2.0;15.0;18.0;509.0;297.0;2.0;282.0;2.0;12.0;212.0;8.0;173.0;15.0;16.0
34;53050;15450;2009;984.0;642.0;261.0;359.0;22.0;;76.0;186.0;94.0;155.0;131.0;;19.2;380.0;185.0;184.0;11.0;;94.0;155.0;131.0;;28.1;44.0;424.0;559.0;10.4;91.0;71.0;44.0;27.0;9.0;18.0;3.0;15.0;20.0;513.0;304.0;2.0;287.0;2.0;13.0;209.0;7.0;170.0;16.0;15.0
35;53050;15450;2010;989.0;628.0;240.0;367.0;20.0;;81.0;188.0;95.0;152.0;111.0;;18.3;358.0;165.0;183.0;10.0;;95.0;152.0;111.0;;27.3;47.0;406.0;583.0;11.7;97.0;76.0;47.0;28.0;9.0;19.0;2.0;17.0;21.0;534.0;317.0;2.0;301.0;2.0;12.0;218.0;7.0;183.0;14.0;14.0
36;53050;15450;2011;991.0;638.0;231.0;385.0;21.0;;87.0;189.0;101.0;153.0;109.0;;18.0;363.0;160.0;191.0;11.0;;101.0;153.0;109.0;;27.1;41.0;404.0;587.0;10.2;90.0;65.0;41.0;24.0;6.0;17.0;2.0;15.0;25.0;539.0;319.0;2.0;304.0;2.0;11.0;219.0;5.0;188.0;12.0;14.0
37;53050;15450;2012;996.0;640.0;217.0;403.0;21.0;;88.0;190.0;100.0;158.0;104.0;;17.8;362.0;149.0;202.0;11.0;;100.0;158.0;104.0;;26.9;56.0;418.0;578.0;13.4;101.0;79.0;56.0;23.0;7.0;16.0;2.0;14.0;22.0;533.0;325.0;;309.0;3.0;12.0;208.0;5.0;174.0;15.0;15.0
38;53050;15450;2013;1004.0;631.0;192.0;410.0;28.0;;93.0;185.0;101.0;151.0;101.0;;17.5;352.0;131.0;206.0;15.0;;101.0;151.0;101.0;;26.7;71.0;424.0;580.0;16.8;129.0;102.0;71.0;31.0;9.0;21.0;3.0;18.0;27.0;522.0;319.0;2.0;299.0;3.0;15.0;204.0;4.0;165.0;16.0;19.0
39;53050;104;2001;63.0;30.0;10.0;20.0;;;;3.0;;9.0;15.0;;30.4;26.0;8.0;17.0;;;;9.0;15.0;;34.0;14.0;40.0;24.0;35.5;22.0;18.0;14.0;4.0;2.0;2.0;;2.0;4.0;16.0;4.0;;2.0;;;12.0;3.0;5.0;2.0;2.0
40;53050;104;2002;58.0;24.0;10.0;14.0;;;;2.0;2.0;8.0;11.0;;29.4;21.0;9.0;12.0;;;2.0;8.0;11.0;;32.9;15.0;36.0;22.0;42.0;22.0;19.0;15.0;3.0;;3.0;;2.0;3.0;15.0;3.0;;2.0;;;12.0;2.0;5.0;2.0;3.0
41;53050;104;2003;73.0;26.0;9.0;17.0;;;;3.0;2.0;9.0;11.0;;27.6;22.0;7.0;14.0;;;2.0;9.0;11.0;;32.0;24.0;46.0;27.0;52.7;34.0;31.0;24.0;6.0;3.0;3.0;;3.0;3.0;17.0;3.0;;2.0;;;14.0;3.0;6.0;3.0;2.0
42;53050;104;2004;81.0;25.0;7.0;17.0;;;;3.0;2.0;9.0;10.0;;28.1;21.0;6.0;14.0;;;2.0;9.0;10.0;;31.9;34.0;55.0;26.0;61.3;44.0;41.0;34.0;7.0;4.0;3.0;;3.0;3.0;16.0;2.0;;;;;13.0;3.0;5.0;3.0;2.0
43;53050;104;2005;70.0;24.0;6.0;17.0;;;;3.0;3.0;7.0;10.0;;27.3;20.0;6.0;14.0;;;3.0;7.0;10.0;;31.5;27.0;47.0;23.0;57.9;36.0;33.0;27.0;6.0;3.0;2.0;;2.0;3.0;14.0;2.0;;;;;12.0;3.0;4.0;3.0;2.0
44;53050;104;2006;48.0;16.0;6.0;11.0;;;;2.0;2.0;5.0;7.0;;27.3;14.0;5.0;9.0;;;2.0;5.0;7.0;;31.2;15.0;29.0;19.0;51.9;22.0;19.0;15.0;4.0;2.0;2.0;;2.0;3.0;12.0;2.0;;;;;10.0;2.0;4.0;3.0;
45;53050;104;2007;31.0;11.0;4.0;7.0;;;;;;4.0;4.0;;26.1;9.0;3.0;6.0;;;;4.0;4.0;;30.2;7.0;17.0;14.0;45.2;13.0;11.0;7.0;4.0;2.0;2.0;;2.0;2.0;9.0;;;;;;7.0;;3.0;2.0;
46;53050;104;2008;27.0;8.0;2.0;5.0;;;;;;3.0;3.0;;24.7;6.0;2.0;4.0;;;;3.0;3.0;;29.8;7.0;14.0;13.0;53.3;11.0;9.0;7.0;2.0;;;;;2.0;9.0;;;;;;8.0;;3.0;2.0;
47;53050;104;2009;39.0;13.0;3.0;9.0;;;;2.0;2.0;4.0;4.0;;25.3;10.0;3.0;7.0;;;2.0;4.0;4.0;;30.0;15.0;25.0;15.0;59.0;21.0;18.0;15.0;3.0;2.0;;;;3.0;9.0;2.0;;;;;7.0;;3.0;;
48;53050;104;2010;43.0;15.0;3.0;11.0;;;;;2.0;5.0;6.0;;27.5;13.0;3.0;9.0;;;2.0;5.0;6.0;;31.0;14.0;27.0;16.0;52.9;20.0;18.0;14.0;3.0;2.0;2.0;;;3.0;10.0;2.0;;;;;8.0;;4.0;2.0;
49;53050;104;2011;30.0;14.0;3.0;10.0;;;;;2.0;5.0;5.0;;28.2;12.0;3.0;9.0;;;2.0;5.0;5.0;;31.5;8.0;20.0;10.0;40.4;12.0;10.0;8.0;2.0;;;;;2.0;6.0;;;;;;5.0;;3.0;;
50;53050;104;2012;39.0;19.0;4.0;15.0;;;;2.0;2.0;7.0;7.0;;28.0;17.0;3.0;13.0;;;2.0;7.0;7.0;;31.1;12.0;29.0;10.0;42.1;16.0;14.0;12.0;2.0;;;;;2.0;6.0;;;;;;4.0;;2.0;;
51;53050;104;2013;46.0;22.0;4.0;17.0;;;;3.0;3.0;6.0;8.0;;25.6;18.0;4.0;13.0;;;3.0;6.0;8.0;;30.1;17.0;35.0;12.0;48.4;21.0;19.0;17.0;2.0;;;;;2.0;8.0;2.0;;2.0;;;6.0;;3.0;;
52;53050;105;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;53050;105;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;53050;105;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;53050;105;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;53050;105;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;53050;105;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;53050;105;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;53050;105;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;53050;105;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;53050;105;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;53050;105;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;53050;105;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;53050;105;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;53050;106;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;53050;106;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;53050;106;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;53050;106;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;53050;106;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;53050;106;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;53050;106;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;53050;106;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;53050;106;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;53050;106;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;53050;106;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;53050;106;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;53050;106;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;53050;107;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;53050;107;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;53050;107;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;53050;107;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;53050;107;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;53050;107;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;53050;107;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;53050;107;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;53050;107;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;53050;107;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;53050;107;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;53050;107;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;53050;107;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;53050;108;2001;31.0;12.0;4.0;8.0;;;;2.0;;3.0;7.0;;29.6;10.0;3.0;7.0;;;;3.0;7.0;;34.4;10.0;20.0;11.0;49.6;14.0;12.0;10.0;2.0;;;;;2.0;7.0;2.0;;;;;5.0;;2.0;;
92;53050;108;2002;33.0;13.0;5.0;7.0;;;;2.0;;4.0;6.0;;28.9;10.0;4.0;6.0;;;;4.0;6.0;;34.0;12.0;22.0;11.0;52.7;15.0;14.0;12.0;2.0;;2.0;;;2.0;7.0;;;;;;6.0;;2.0;;2.0
93;53050;108;2003;42.0;13.0;4.0;9.0;;;;2.0;;4.0;6.0;;27.6;11.0;3.0;7.0;;;;4.0;6.0;;32.9;18.0;28.0;14.0;62.6;23.0;21.0;18.0;4.0;2.0;2.0;;2.0;2.0;8.0;;;;;;7.0;;3.0;2.0;2.0
94;53050;108;2004;45.0;12.0;3.0;8.0;;;;2.0;;4.0;4.0;;26.3;9.0;3.0;6.0;;;;4.0;4.0;;31.4;23.0;32.0;13.0;71.3;28.0;27.0;23.0;4.0;2.0;2.0;;;2.0;7.0;;;;;;6.0;;3.0;;
95;53050;108;2005;39.0;12.0;3.0;9.0;;;;;2.0;3.0;5.0;;26.4;10.0;2.0;7.0;;;2.0;3.0;5.0;;31.4;18.0;28.0;11.0;65.1;22.0;21.0;18.0;3.0;2.0;;;;;7.0;;;;;;6.0;;2.0;;
96;53050;108;2006;24.0;8.0;2.0;6.0;;;;;;2.0;4.0;;26.8;7.0;2.0;5.0;;;;2.0;4.0;;31.5;9.0;16.0;8.0;56.8;12.0;10.0;9.0;;;;;;2.0;5.0;;;;;;4.0;;2.0;;
