ID;Onderwijskenmerk;Persoonskenmerken;Perioden;TotaalBevolking15Tot25Jaar_1;WerkzamePersonenTotaal_2;WerknemersVasteArbeidsrelatie_3;WerknemersFlexibeleArbeidsrelatie_4;Zelfstandigen_5;PositieWerkkringOnbekend_6;Arbeidsduur4UurOfMinder_7;Arbeidsduur5Tot12Uur_8;Arbeidsduur12Tot20Uur_9;Arbeidsduur20Tot35Uur_10;Arbeidsduur35UurOfMeer_11;ArbeidsduurOnbekend_12;GemiddeldeArbeidsduur_13;WerkzameBeroepsbevolkingTotaal_14;WerknemersVasteArbeidsrelatie_15;WerknemersFlexibeleArbeidsrelatie_16;Zelfstandigen_17;PositieWerkkringOnbekend_18;Arbeidsduur12Tot20Uur_19;Arbeidsduur20Tot35Uur_20;Arbeidsduur35UurOfMeer_21;ArbeidsduurOnbekend_22;GemiddeldeArbeidsduur_23;WerklozeBeroepsbevolking_24;Beroepsbevolking_25;NietBeroepsbevolking_26;Werkloosheidspercentage_27;WilBetaaldWerkVan12UurOfMeer_28;KanOpKorteTermijnBeginnen_29;Afgelopen4WekenGezocht_30;Afgelopen4WekenNietGezocht_31;WelAfgelopen6MaandenGezocht_32;NietAfgelopen6MaandenGezocht_33;VanwegeWeinigResultaat_34;OverigeRedenen_35;KanNietOpKorteTermijnBeginnen_36;WilGeenBetaaldWerkVan12UurOfMeer_37;WilWerkVanMinderDan12UurPerWeek_38;ZorgVoorGezinOfHuishouden_39;OpleidingStudie_40;ZiekteArbeidsongeschiktheid_41;AndereRedenen_42;WilOfKanNietWerken_43;ZorgVoorGezinOfHuishouden_44;OpleidingStudie_45;ZiekteArbeidsongeschiktheid_46;AndereRedenen_47
0;53050;10000;2001;1888.0;1322.0;718.0;558.0;46.0;;113.0;358.0;137.0;206.0;508.0;;23.4;851.0;531.0;292.0;28.0;;137.0;206.0;508.0;;32.7;68.0;919.0;969.0;7.4;136.0;108.0;68.0;39.0;14.0;26.0;3.0;23.0;28.0;902.0;528.0;6.0;507.0;;14.0;374.0;18.0;317.0;19.0;20.0
1;53050;10000;2002;1907.0;1326.0;725.0;559.0;42.0;;120.0;362.0;139.0;218.0;488.0;;23.0;845.0;537.0;287.0;21.0;;139.0;218.0;488.0;;32.4;79.0;923.0;984.0;8.5;150.0;121.0;79.0;43.0;14.0;29.0;3.0;26.0;29.0;912.0;538.0;5.0;514.0;2.0;18.0;375.0;15.0;317.0;10.0;32.0
2;53050;10000;2003;1921.0;1243.0;677.0;526.0;40.0;;118.0;315.0;134.0;224.0;451.0;;23.1;809.0;507.0;282.0;20.0;;134.0;224.0;451.0;;32.1;96.0;905.0;1016.0;10.6;178.0;151.0;96.0;55.0;20.0;35.0;5.0;30.0;26.0;934.0;510.0;4.0;489.0;2.0;16.0;424.0;14.0;360.0;18.0;32.0
3;53050;10000;2004;1929.0;1197.0;623.0;533.0;41.0;;123.0;310.0;131.0;210.0;422.0;;22.7;764.0;454.0;287.0;23.0;;131.0;210.0;422.0;;32.0;116.0;880.0;1049.0;13.2;210.0;181.0;116.0;64.0;25.0;39.0;5.0;34.0;29.0;956.0;520.0;3.0;495.0;2.0;20.0;435.0;14.0;369.0;21.0;32.0
4;53050;10000;2005;1937.0;1194.0;586.0;564.0;44.0;;136.0;311.0;133.0;211.0;403.0;;22.2;747.0;422.0;301.0;24.0;;133.0;211.0;403.0;;31.7;108.0;855.0;1081.0;12.6;208.0;174.0;108.0;66.0;25.0;41.0;6.0;35.0;34.0;981.0;554.0;3.0;526.0;2.0;22.0;427.0;12.0;368.0;21.0;26.0
5;53050;10000;2006;1944.0;1222.0;562.0;613.0;47.0;;148.0;313.0;146.0;208.0;408.0;;22.0;762.0;405.0;329.0;27.0;;146.0;208.0;408.0;;31.6;88.0;850.0;1094.0;10.4;185.0;155.0;88.0;67.0;25.0;42.0;5.0;37.0;30.0;998.0;555.0;2.0;532.0;3.0;18.0;443.0;10.0;381.0;25.0;27.0
6;53050;10000;2007;1957.0;1282.0;560.0;671.0;51.0;;147.0;331.0;168.0;218.0;418.0;;21.8;804.0;406.0;366.0;32.0;;168.0;218.0;418.0;;31.1;82.0;886.0;1072.0;9.2;174.0;141.0;82.0;60.0;22.0;38.0;4.0;34.0;33.0;979.0;563.0;3.0;534.0;3.0;23.0;416.0;10.0;352.0;24.0;29.0
7;53050;10000;2008;1978.0;1320.0;575.0;694.0;51.0;;145.0;343.0;175.0;245.0;412.0;;21.7;832.0;425.0;374.0;33.0;;175.0;245.0;412.0;;30.8;76.0;908.0;1070.0;8.4;164.0;129.0;76.0;53.0;18.0;36.0;4.0;31.0;35.0;982.0;569.0;2.0;538.0;4.0;25.0;413.0;8.0;348.0;24.0;32.0
8;53050;10000;2009;1997.0;1304.0;549.0;700.0;55.0;;150.0;352.0;173.0;252.0;378.0;;21.1;802.0;402.0;367.0;33.0;;173.0;252.0;378.0;;30.4;99.0;902.0;1095.0;11.0;201.0;160.0;99.0;61.0;22.0;39.0;5.0;34.0;41.0;994.0;581.0;2.0;549.0;4.0;27.0;413.0;8.0;345.0;28.0;32.0
9;53050;10000;2010;2006.0;1264.0;494.0;715.0;56.0;;154.0;353.0;171.0;246.0;339.0;;20.4;756.0;356.0;368.0;33.0;;171.0;246.0;339.0;;30.0;100.0;856.0;1150.0;11.7;205.0;163.0;100.0;62.0;21.0;42.0;5.0;37.0;42.0;1045.0;603.0;2.0;571.0;3.0;27.0;442.0;7.0;378.0;26.0;31.0
10;53050;10000;2011;2010.0;1277.0;485.0;738.0;54.0;;163.0;351.0;178.0;253.0;332.0;;20.2;764.0;353.0;378.0;33.0;;178.0;253.0;332.0;;29.7;83.0;847.0;1163.0;9.8;181.0;137.0;83.0;54.0;15.0;39.0;5.0;34.0;44.0;1066.0;606.0;2.0;578.0;3.0;23.0;460.0;6.0;400.0;23.0;31.0
11;53050;10000;2012;2023.0;1281.0;443.0;784.0;54.0;;168.0;360.0;176.0;261.0;316.0;;19.8;753.0;318.0;401.0;34.0;;176.0;261.0;316.0;;29.5;108.0;861.0;1162.0;12.6;206.0;161.0;108.0;53.0;15.0;38.0;5.0;33.0;45.0;1064.0;623.0;;593.0;4.0;24.0;441.0;5.0;375.0;28.0;33.0
12;53050;10000;2013;2040.0;1271.0;397.0;804.0;70.0;;186.0;359.0;174.0;251.0;302.0;;19.3;726.0;285.0;400.0;41.0;;174.0;251.0;302.0;;29.4;137.0;864.0;1176.0;15.9;261.0;209.0;137.0;72.0;23.0;50.0;8.0;41.0;51.0;1052.0;630.0;2.0;590.0;4.0;34.0;422.0;4.0;350.0;28.0;40.0
13;53050;15400;2001;959.0;680.0;369.0;280.0;31.0;;55.0;173.0;62.0;77.0;314.0;;25.2;452.0;281.0;152.0;20.0;;62.0;77.0;314.0;;34.6;34.0;486.0;473.0;7.0;69.0;55.0;34.0;21.0;7.0;14.0;;13.0;14.0;438.0;253.0;;245.0;;7.0;185.0;;167.0;7.0;10.0
14;53050;15400;2002;969.0;679.0;371.0;282.0;26.0;;60.0;172.0;64.0;79.0;305.0;;24.8;448.0;285.0;148.0;15.0;;64.0;79.0;305.0;;34.2;44.0;492.0;477.0;9.0;79.0;66.0;44.0;22.0;8.0;14.0;2.0;12.0;13.0;443.0;260.0;;250.0;;10.0;182.0;;162.0;5.0;16.0
15;53050;15400;2003;976.0;640.0;346.0;269.0;25.0;;55.0;153.0;61.0;85.0;286.0;;25.0;432.0;268.0;150.0;14.0;;61.0;85.0;286.0;;33.9;51.0;484.0;493.0;10.6;93.0;81.0;51.0;29.0;11.0;18.0;3.0;15.0;12.0;451.0;245.0;;237.0;;7.0;206.0;;182.0;8.0;17.0
16;53050;15400;2004;979.0;615.0;317.0;272.0;26.0;;60.0;145.0;61.0;82.0;266.0;;24.6;409.0;239.0;154.0;17.0;;61.0;82.0;266.0;;33.8;61.0;471.0;509.0;13.1;108.0;94.0;61.0;33.0;12.0;20.0;3.0;18.0;14.0;462.0;246.0;;235.0;;10.0;216.0;;189.0;10.0;17.0
17;53050;15400;2005;983.0;613.0;302.0;284.0;26.0;;64.0;146.0;60.0;80.0;263.0;;24.4;403.0;226.0;160.0;17.0;;60.0;80.0;263.0;;33.9;54.0;457.0;526.0;11.9;103.0;88.0;54.0;34.0;13.0;21.0;3.0;18.0;14.0;477.0;263.0;;250.0;;12.0;214.0;;191.0;9.0;14.0
18;53050;15400;2006;987.0;633.0;295.0;309.0;29.0;;74.0;150.0;65.0;79.0;265.0;;24.0;409.0;220.0;170.0;19.0;;65.0;79.0;265.0;;33.8;41.0;450.0;537.0;9.1;90.0;76.0;41.0;35.0;13.0;22.0;3.0;19.0;14.0;487.0;269.0;;259.0;;9.0;218.0;;193.0;12.0;14.0
19;53050;15400;2007;994.0;665.0;294.0;339.0;31.0;;76.0;157.0;74.0;83.0;275.0;;23.9;432.0;220.0;190.0;22.0;;74.0;83.0;275.0;;33.5;40.0;471.0;522.0;8.4;87.0;71.0;40.0;32.0;11.0;20.0;2.0;19.0;16.0;475.0;270.0;;257.0;;12.0;206.0;;179.0;11.0;16.0
20;53050;15400;2008;1005.0;681.0;303.0;345.0;32.0;;72.0;162.0;80.0;94.0;272.0;;23.8;447.0;235.0;189.0;23.0;;80.0;94.0;272.0;;33.1;40.0;487.0;518.0;8.3;85.0;68.0;40.0;28.0;9.0;19.0;3.0;16.0;17.0;473.0;272.0;;257.0;;13.0;201.0;;175.0;9.0;16.0
21;53050;15400;2009;1013.0;662.0;288.0;341.0;33.0;;74.0;166.0;78.0;97.0;246.0;;22.9;422.0;217.0;183.0;22.0;;78.0;97.0;246.0;;32.5;55.0;477.0;536.0;11.6;110.0;89.0;55.0;33.0;12.0;21.0;3.0;18.0;21.0;481.0;277.0;;262.0;;14.0;204.0;;176.0;12.0;17.0
22;53050;15400;2010;1017.0;636.0;253.0;347.0;35.0;;73.0;165.0;76.0;94.0;229.0;;22.5;398.0;191.0;185.0;23.0;;76.0;94.0;229.0;;32.4;53.0;451.0;566.0;11.7;108.0;87.0;53.0;34.0;12.0;23.0;3.0;20.0;21.0;511.0;286.0;;271.0;;14.0;225.0;;195.0;13.0;17.0
23;53050;15400;2011;1020.0;639.0;254.0;353.0;33.0;;76.0;162.0;78.0;100.0;224.0;;22.4;401.0;192.0;187.0;22.0;;78.0;100.0;224.0;;32.1;42.0;443.0;576.0;9.5;91.0;72.0;42.0;30.0;8.0;22.0;3.0;19.0;20.0;527.0;287.0;;274.0;;12.0;240.0;;212.0;11.0;17.0
24;53050;15400;2012;1027.0;640.0;226.0;382.0;33.0;;80.0;170.0;76.0;103.0;212.0;;21.9;391.0;168.0;199.0;23.0;;76.0;103.0;212.0;;32.0;52.0;443.0;584.0;11.8;106.0;82.0;52.0;30.0;8.0;22.0;3.0;19.0;23.0;530.0;298.0;;284.0;;12.0;232.0;;201.0;13.0;18.0
25;53050;15400;2013;1036.0;641.0;205.0;394.0;42.0;;93.0;174.0;73.0;100.0;202.0;;21.1;374.0;153.0;194.0;27.0;;73.0;100.0;202.0;;31.9;66.0;440.0;596.0;15.0;132.0;107.0;66.0;41.0;13.0;28.0;5.0;23.0;24.0;530.0;312.0;;291.0;2.0;18.0;219.0;;185.0;12.0;21.0
26;53050;15450;2001;929.0;642.0;349.0;277.0;15.0;;58.0;185.0;75.0;129.0;195.0;;21.6;398.0;250.0;140.0;8.0;;75.0;129.0;195.0;;30.6;34.0;432.0;497.0;7.9;67.0;52.0;34.0;18.0;6.0;12.0;2.0;10.0;14.0;464.0;275.0;6.0;261.0;;7.0;189.0;17.0;150.0;11.0;10.0
27;53050;15450;2002;938.0;647.0;354.0;278.0;16.0;;60.0;190.0;75.0;139.0;183.0;;21.2;397.0;251.0;139.0;7.0;;75.0;139.0;183.0;;30.3;34.0;431.0;506.0;7.9;71.0;55.0;34.0;21.0;6.0;15.0;;13.0;16.0;470.0;277.0;4.0;264.0;;8.0;192.0;15.0;155.0;6.0;16.0
28;53050;15450;2003;945.0;603.0;330.0;257.0;15.0;;63.0;162.0;73.0;139.0;165.0;;21.1;377.0;239.0;132.0;6.0;;73.0;139.0;165.0;;29.9;45.0;421.0;523.0;10.6;85.0;71.0;45.0;26.0;9.0;17.0;2.0;15.0;14.0;483.0;265.0;3.0;252.0;;8.0;218.0;14.0;178.0;10.0;16.0
