ID;Energie;Perioden;Invoerwaarde_1;Uitvoerwaarde_2
484;Ruwe aardolie;2010 oktober;2252357.0;8286.0
485;Ruwe aardolie;2010 november;2320124.0;8378.0
486;Ruwe aardolie;2010 december;2641271.0;8440.0
487;Ruwe aardolie;2010;27103568.0;136650.0
488;Ruwe aardolie;2011 januari;2747104.0;1429.0
489;Ruwe aardolie;2011 februari;2283925.0;154.0
490;Ruwe aardolie;2011 maart;2744510.0;39142.0
491;Ruwe aardolie;2011 april;2235753.0;352.0
492;Ruwe aardolie;2011 mei;2827773.0;161.0
493;Ruwe aardolie;2011 juni;2899653.0;490.0
494;Ruwe aardolie;2011 juli;2837636.0;150.0
495;Ruwe aardolie;2011 augustus;2978663.0;2734.0
496;Ruwe aardolie;2011 september;2812954.0;118.0
497;Ruwe aardolie;2011 oktober;2547179.0;116.0
498;Ruwe aardolie;2011 november;2877436.0;157.0
499;Ruwe aardolie;2011 december;3168286.0;123.0
500;Ruwe aardolie;2011;32960872.0;45126.0
501;Ruwe aardolie;2012 januari;3033766.0;
502;Ruwe aardolie;2012 februari;3779545.0;
503;Ruwe aardolie;2012 maart;3518215.0;
504;Ruwe aardolie;2012 april;3310407.0;
505;Ruwe aardolie;2012 mei;3880195.0;
506;Ruwe aardolie;2012 juni;2708971.0;
507;Ruwe aardolie;2012 juli;3498483.0;
508;Ruwe aardolie;2012 augustus;4107686.0;
509;Ruwe aardolie;2012 september;3755405.0;
510;Ruwe aardolie;2012 oktober;3358982.0;
511;Ruwe aardolie;2012 november;3340534.0;
512;Ruwe aardolie;2012 december;3651980.0;
513;Ruwe aardolie;2012;41944169.0;
514;Ruwe aardolie;2013 januari;3672155.0;
515;Ruwe aardolie;2013 februari;3577829.0;
516;Ruwe aardolie;2013 maart;3203396.0;
517;Ruwe aardolie;2013 april;3297229.0;
518;Ruwe aardolie;2013 mei;3205702.0;
519;Ruwe aardolie;2013 juni;3301539.0;
520;Ruwe aardolie;2013 juli;3272908.0;
521;Ruwe aardolie;2013 augustus;2886571.0;
522;Ruwe aardolie;2013 september;3268632.0;
523;Ruwe aardolie;2013 oktober;3147820.0;
524;Ruwe aardolie;2013 november;3107669.0;
525;Ruwe aardolie;2013 december;3331354.0;
526;Ruwe aardolie;2013;39272805.0;
527;Ruwe aardolie;2014 januari;3160345.0;
528;Ruwe aardolie;2014 februari;2961825.0;
529;Ruwe aardolie;2014 maart;3409405.0;
530;Ruwe aardolie;2014 april;3114343.0;
531;Ruwe aardolie;2014 mei;3610478.0;
532;Ruwe aardolie;2014 juni;3024323.0;
533;Ruwe aardolie;2014 juli;3370572.0;
534;Ruwe aardolie;2014 augustus;3088438.0;
535;Ruwe aardolie;2014 september;2671552.0;
536;Ruwe aardolie;2014 oktober;2926790.0;
537;Ruwe aardolie;2014 november;2325198.0;
538;Ruwe aardolie;2014 december;2385518.0;
539;Ruwe aardolie;2014;36048785.0;
540;Ruwe aardolie;2015 januari;1722852.0;
541;Ruwe aardolie;2015 februari;1979806.0;
542;Ruwe aardolie;2015 maart;2065137.0;
543;Ruwe aardolie;2015 april;2247990.0;
544;Ruwe aardolie;2015 mei;2516949.0;
545;Ruwe aardolie;2015 juni;2495527.0;
546;Ruwe aardolie;2015 juli;2225261.0;
547;Ruwe aardolie;2015 augustus;2034605.0;
548;Ruwe aardolie;2015 september;1785876.0;
549;Ruwe aardolie;2015 oktober;1865801.0;
550;Ruwe aardolie;2015 november;1570896.0;
551;Ruwe aardolie;2015 december;1646130.0;
552;Ruwe aardolie;2015;24156829.0;
553;Ruwe aardolie;2016 januari;1322955.0;
554;Ruwe aardolie;2016 februari;1196420.0;
555;Ruwe aardolie;2016 maart;1301396.0;
556;Ruwe aardolie;2016 april;1574832.0;
557;Ruwe aardolie;2016 mei;1703947.0;
558;Ruwe aardolie;2016 juni;1745427.0;
559;Ruwe aardolie;2016 juli;1753836.0;
560;Ruwe aardolie;2016 augustus;1944319.0;
561;Ruwe aardolie;2016 september;1975593.0;
562;Ruwe aardolie;2016 oktober;1882686.0;
563;Ruwe aardolie;2016 november;1871516.0;
564;Ruwe aardolie;2016 december;1964690.0;
565;Ruwe aardolie;2016;20237617.0;
566;Ruwe aardolie;2017 januari;2267917.0;
567;Ruwe aardolie;2017 februari;2248087.0;
568;Ruwe aardolie;2017 maart;2108314.0;
569;Ruwe aardolie;2017 april;2342461.0;
570;Ruwe aardolie;2017 mei;2179011.0;
571;Ruwe aardolie;2017 juni;2086292.0;
572;Ruwe aardolie;2017 juli;1876201.0;
573;Ruwe aardolie;2017 augustus;1782407.0;
574;Ruwe aardolie;2017 september;1827309.0;
575;Ruwe aardolie;2017 oktober;1952789.0;
576;Ruwe aardolie;2017 november;2149185.0;
577;Ruwe aardolie;2017 december;2261630.0;
578;Ruwe aardolie;2017;25081602.0;
579;Ruwe aardolie;2018 januari;2434040.0;
580;Ruwe aardolie;2018 februari;2659067.0;
581;Ruwe aardolie;2018 maart;2327456.0;
582;Ruwe aardolie;2018 april;2452106.0;
583;Ruwe aardolie;2018 mei;2600869.0;
584;Ruwe aardolie;2018 juni;2638147.0;
585;Ruwe aardolie;2018 januari-juni;15111685.0;
586;Aardolieproducten;1996 januari;229031.0;671529.0
587;Aardolieproducten;1996 februari;206283.0;637840.0
588;Aardolieproducten;1996 maart;242186.0;739347.0
589;Aardolieproducten;1996 april;218439.0;683818.0
590;Aardolieproducten;1996 mei;203776.0;674753.0
591;Aardolieproducten;1996 juni;193114.0;656841.0
592;Aardolieproducten;1996 juli;251104.0;706645.0
593;Aardolieproducten;1996 augustus;251620.0;635008.0
594;Aardolieproducten;1996 september;291060.0;766136.0
595;Aardolieproducten;1996 oktober;400129.0;725066.0
596;Aardolieproducten;1996 november;392186.0;774237.0
597;Aardolieproducten;1996 december;354087.0;936335.0
598;Aardolieproducten;1996;3233015.0;8607555.0
599;Aardolieproducten;1997 januari;413741.0;924009.0
600;Aardolieproducten;1997 februari;412697.0;708188.0
601;Aardolieproducten;1997 maart;319929.0;756884.0
602;Aardolieproducten;1997 april;282478.0;728223.0
603;Aardolieproducten;1997 mei;285691.0;791532.0
604;Aardolieproducten;1997 juni;318158.0;736939.0
605;Aardolieproducten;1997 juli;321794.0;773211.0
606;Aardolieproducten;1997 augustus;377904.0;830411.0
607;Aardolieproducten;1997 september;317236.0;763445.0
608;Aardolieproducten;1997 oktober;286668.0;801882.0
609;Aardolieproducten;1997 november;291504.0;753171.0
610;Aardolieproducten;1997 december;257231.0;743811.0
611;Aardolieproducten;1997;3885031.0;9311706.0
612;Aardolieproducten;1998 januari;292724.0;720981.0
613;Aardolieproducten;1998 februari;260942.0;627767.0
614;Aardolieproducten;1998 maart;331308.0;752315.0
615;Aardolieproducten;1998 april;293571.0;702064.0
616;Aardolieproducten;1998 mei;243524.0;620368.0
617;Aardolieproducten;1998 juni;292782.0;613051.0
618;Aardolieproducten;1998 juli;296775.0;656425.0
619;Aardolieproducten;1998 augustus;238493.0;609100.0
620;Aardolieproducten;1998 september;264338.0;589659.0
621;Aardolieproducten;1998 oktober;246031.0;575334.0
622;Aardolieproducten;1998 november;218526.0;558498.0
623;Aardolieproducten;1998 december;220660.0;577099.0
624;Aardolieproducten;1998;3199674.0;7602661.0
625;Aardolieproducten;1999 januari;213672.0;527809.0
626;Aardolieproducten;1999 februari;224540.0;510127.0
627;Aardolieproducten;1999 maart;273575.0;631212.0
628;Aardolieproducten;1999 april;234541.0;638710.0
629;Aardolieproducten;1999 mei;264351.0;595459.0
630;Aardolieproducten;1999 juni;271491.0;623966.0
631;Aardolieproducten;1999 juli;316808.0;695002.0
632;Aardolieproducten;1999 augustus;345857.0;801275.0
633;Aardolieproducten;1999 september;375548.0;856354.0
634;Aardolieproducten;1999 oktober;356841.0;921698.0
635;Aardolieproducten;1999 november;393536.0;1021036.0
636;Aardolieproducten;1999 december;493003.0;1122243.0
637;Aardolieproducten;1999;3763763.0;8944891.0
638;Aardolieproducten;2000 januari;504369.0;1109676.0
639;Aardolieproducten;2000 februari;402840.0;1181022.0
640;Aardolieproducten;2000 maart;497892.0;1229235.0
641;Aardolieproducten;2000 april;579421.0;1156696.0
642;Aardolieproducten;2000 mei;510343.0;1301303.0
643;Aardolieproducten;2000 juni;682599.0;1330510.0
644;Aardolieproducten;2000 juli;654681.0;1406902.0
645;Aardolieproducten;2000 augustus;574091.0;1435606.0
646;Aardolieproducten;2000 september;646399.0;1527636.0
647;Aardolieproducten;2000 oktober;548956.0;1554594.0
648;Aardolieproducten;2000 november;617751.0;1598386.0
649;Aardolieproducten;2000 december;631992.0;1312203.0
650;Aardolieproducten;2000;6851334.0;16143769.0
651;Aardolieproducten;2001 januari;543734.0;1321116.0
652;Aardolieproducten;2001 februari;558926.0;1311485.0
653;Aardolieproducten;2001 maart;445758.0;1310798.0
654;Aardolieproducten;2001 april;550635.0;1485821.0
655;Aardolieproducten;2001 mei;607174.0;1602481.0
656;Aardolieproducten;2001 juni;655618.0;1422110.0
657;Aardolieproducten;2001 juli;539116.0;1342663.0
658;Aardolieproducten;2001 augustus;568499.0;1350213.0
659;Aardolieproducten;2001 september;515023.0;1461499.0
660;Aardolieproducten;2001 oktober;452929.0;1257593.0
661;Aardolieproducten;2001 november;464794.0;1034634.0
662;Aardolieproducten;2001 december;399009.0;1025868.0
663;Aardolieproducten;2001;6301215.0;15926281.0
664;Aardolieproducten;2002 januari;480889.0;1006409.0
665;Aardolieproducten;2002 februari;452952.0;998778.0
666;Aardolieproducten;2002 maart;547006.0;1261786.0
667;Aardolieproducten;2002 april;678050.0;1235017.0
668;Aardolieproducten;2002 mei;668738.0;1234159.0
669;Aardolieproducten;2002 juni;702623.0;1301785.0
670;Aardolieproducten;2002 juli;509303.0;1143945.0
671;Aardolieproducten;2002 augustus;598303.0;1183733.0
672;Aardolieproducten;2002 september;670299.0;1330352.0
673;Aardolieproducten;2002 oktober;684636.0;1220428.0
674;Aardolieproducten;2002 november;557925.0;987758.0
675;Aardolieproducten;2002 december;726049.0;1385896.0
676;Aardolieproducten;2002;7276773.0;14290046.0
677;Aardolieproducten;2003 januari;673417.0;1304430.0
678;Aardolieproducten;2003 februari;634290.0;1291507.0
679;Aardolieproducten;2003 maart;785859.0;1421285.0
680;Aardolieproducten;2003 april;708962.0;1087582.0
681;Aardolieproducten;2003 mei;644685.0;1133432.0
682;Aardolieproducten;2003 juni;662338.0;1136413.0
683;Aardolieproducten;2003 juli;532604.0;1166878.0
684;Aardolieproducten;2003 augustus;531397.0;1127023.0
685;Aardolieproducten;2003 september;559616.0;1083412.0
686;Aardolieproducten;2003 oktober;622308.0;1318538.0
687;Aardolieproducten;2003 november;596335.0;1126177.0
688;Aardolieproducten;2003 december;626844.0;1194779.0
689;Aardolieproducten;2003;7578655.0;14391456.0
690;Aardolieproducten;2004 januari;571337.0;1185384.0
691;Aardolieproducten;2004 februari;606850.0;1127683.0
692;Aardolieproducten;2004 maart;689397.0;1356276.0
693;Aardolieproducten;2004 april;638668.0;1323021.0
694;Aardolieproducten;2004 mei;682535.0;1454454.0
695;Aardolieproducten;2004 juni;831910.0;1354478.0
696;Aardolieproducten;2004 juli;875375.0;1615792.0
697;Aardolieproducten;2004 augustus;1066835.0;1605589.0
698;Aardolieproducten;2004 september;1070515.0;1647973.0
699;Aardolieproducten;2004 oktober;1123568.0;1761035.0
700;Aardolieproducten;2004 november;1106573.0;1610501.0
701;Aardolieproducten;2004 december;1008525.0;1419906.0
702;Aardolieproducten;2004;10272088.0;17462092.0
703;Aardolieproducten;2005 januari;913964.0;1663260.0
704;Aardolieproducten;2005 februari;934883.0;1523438.0
705;Aardolieproducten;2005 maart;1051421.0;1652490.0
706;Aardolieproducten;2005 april;1120143.0;1908124.0
707;Aardolieproducten;2005 mei;948188.0;1932101.0
708;Aardolieproducten;2005 juni;992502.0;1801922.0
709;Aardolieproducten;2005 juli;1127655.0;1957555.0
710;Aardolieproducten;2005 augustus;1214265.0;2193202.0
711;Aardolieproducten;2005 september;1395605.0;2502193.0
712;Aardolieproducten;2005 oktober;1377646.0;2362780.0
713;Aardolieproducten;2005 november;1371982.0;2364997.0
714;Aardolieproducten;2005 december;1270510.0;2212163.0
715;Aardolieproducten;2005;13718764.0;24074225.0
716;Aardolieproducten;2006 januari;1411538.0;2382955.0
717;Aardolieproducten;2006 februari;1268317.0;2369437.0
718;Aardolieproducten;2006 maart;1429744.0;2877352.0
719;Aardolieproducten;2006 april;1537940.0;2708738.0
720;Aardolieproducten;2006 mei;1702461.0;2688080.0
721;Aardolieproducten;2006 juni;1677095.0;2727579.0
722;Aardolieproducten;2006 juli;1742099.0;2678112.0
723;Aardolieproducten;2006 augustus;1866190.0;3080146.0
724;Aardolieproducten;2006 september;1597354.0;2530750.0
725;Aardolieproducten;2006 oktober;1616068.0;2878079.0
726;Aardolieproducten;2006 november;1325286.0;2589011.0
727;Aardolieproducten;2006 december;1326871.0;2494168.0
728;Aardolieproducten;2006;18500963.0;32004407.0
729;Aardolieproducten;2007 januari;1432209.0;2259178.0
730;Aardolieproducten;2007 februari;1518363.0;2153731.0
731;Aardolieproducten;2007 maart;1781069.0;2540022.0
732;Aardolieproducten;2007 april;1562252.0;2796180.0
733;Aardolieproducten;2007 mei;2101948.0;2790168.0
734;Aardolieproducten;2007 juni;1826127.0;2860880.0
735;Aardolieproducten;2007 juli;1747229.0;2971383.0
736;Aardolieproducten;2007 augustus;1743998.0;2915058.0
737;Aardolieproducten;2007 september;1658132.0;2912431.0
738;Aardolieproducten;2007 oktober;1677028.0;3173226.0
739;Aardolieproducten;2007 november;1985570.0;3233053.0
740;Aardolieproducten;2007 december;1861500.0;3153105.0
741;Aardolieproducten;2007;20895425.0;33758415.0
742;Aardolieproducten;2008 januari;1815986.0;3041327.0
743;Aardolieproducten;2008 februari;1859144.0;3341395.0
744;Aardolieproducten;2008 maart;2007493.0;3346570.0
745;Aardolieproducten;2008 april;1915969.0;3872999.0
746;Aardolieproducten;2008 mei;1995538.0;3711705.0
747;Aardolieproducten;2008 juni;2462872.0;4393236.0
748;Aardolieproducten;2008 juli;2474963.0;4120442.0
749;Aardolieproducten;2008 augustus;2467710.0;4331809.0
750;Aardolieproducten;2008 september;2444131.0;4262475.0
751;Aardolieproducten;2008 oktober;2220730.0;3753942.0
752;Aardolieproducten;2008 november;1504234.0;2487813.0
753;Aardolieproducten;2008 december;1175575.0;1723220.0
754;Aardolieproducten;2008;24344345.0;42386933.0
755;Aardolieproducten;2009 januari;1204137.0;1904476.0
756;Aardolieproducten;2009 februari;1174512.0;1896071.0
757;Aardolieproducten;2009 maart;1348369.0;2006446.0
758;Aardolieproducten;2009 april;1285208.0;2177437.0
759;Aardolieproducten;2009 mei;1457320.0;2301204.0
760;Aardolieproducten;2009 juni;1524417.0;2047436.0
761;Aardolieproducten;2009 juli;1689808.0;2523916.0
762;Aardolieproducten;2009 augustus;1474240.0;2679349.0
763;Aardolieproducten;2009 september;1613154.0;2529868.0
764;Aardolieproducten;2009 oktober;1719333.0;2575818.0
765;Aardolieproducten;2009 november;1747238.0;2623768.0
766;Aardolieproducten;2009 december;1962311.0;2585038.0
767;Aardolieproducten;2009;18200047.0;27850827.0
768;Aardolieproducten;2010 januari;2034149.0;2675061.0
769;Aardolieproducten;2010 februari;1993093.0;2913942.0
770;Aardolieproducten;2010 maart;2376471.0;3573563.0
771;Aardolieproducten;2010 april;2070812.0;3307271.0
772;Aardolieproducten;2010 mei;2247282.0;3395111.0
773;Aardolieproducten;2010 juni;2105699.0;3317658.0
774;Aardolieproducten;2010 juli;2365538.0;3572627.0
775;Aardolieproducten;2010 augustus;2303922.0;3668614.0
776;Aardolieproducten;2010 september;2304376.0;3623689.0
777;Aardolieproducten;2010 oktober;2412179.0;3392387.0
778;Aardolieproducten;2010 november;2404463.0;3597341.0
779;Aardolieproducten;2010 december;2622819.0;3938836.0
780;Aardolieproducten;2010;27240803.0;40976100.0
781;Aardolieproducten;2011 januari;2831932.0;4007712.0
782;Aardolieproducten;2011 februari;3052909.0;4362514.0
783;Aardolieproducten;2011 maart;3926636.0;4843088.0
784;Aardolieproducten;2011 april;3128209.0;5247870.0
785;Aardolieproducten;2011 mei;3435118.0;4671743.0
786;Aardolieproducten;2011 juni;3368435.0;4418992.0
787;Aardolieproducten;2011 juli;3031976.0;4679069.0
788;Aardolieproducten;2011 augustus;3571889.0;4711125.0
789;Aardolieproducten;2011 september;3697460.0;4599830.0
790;Aardolieproducten;2011 oktober;3670424.0;4503180.0
791;Aardolieproducten;2011 november;4121504.0;5106948.0
792;Aardolieproducten;2011 december;2910311.0;4862464.0
793;Aardolieproducten;2011;40746803.0;56014535.0
794;Aardolieproducten;2012 januari;3546132.0;5187079.0
795;Aardolieproducten;2012 februari;3680031.0;5392157.0
796;Aardolieproducten;2012 maart;4279124.0;5463934.0
797;Aardolieproducten;2012 april;3923558.0;6007983.0
798;Aardolieproducten;2012 mei;3562067.0;5842766.0
799;Aardolieproducten;2012 juni;3872515.0;5228240.0
800;Aardolieproducten;2012 juli;3611471.0;5109657.0
801;Aardolieproducten;2012 augustus;4110422.0;5201139.0
802;Aardolieproducten;2012 september;3939129.0;5446249.0
803;Aardolieproducten;2012 oktober;4853213.0;5876033.0
804;Aardolieproducten;2012 november;5122456.0;5336620.0
805;Aardolieproducten;2012 december;4020119.0;5198393.0
806;Aardolieproducten;2012;48520237.0;65290250.0
807;Aardolieproducten;2013 januari;3827379.0;5204915.0
808;Aardolieproducten;2013 februari;4083266.0;5001272.0
809;Aardolieproducten;2013 maart;3626078.0;5651391.0
810;Aardolieproducten;2013 april;3427702.0;5212878.0
811;Aardolieproducten;2013 mei;3853897.0;5801986.0
812;Aardolieproducten;2013 juni;3431751.0;5233930.0
813;Aardolieproducten;2013 juli;3723934.0;5529236.0
814;Aardolieproducten;2013 augustus;3725387.0;5166731.0
815;Aardolieproducten;2013 september;3773568.0;4720235.0
816;Aardolieproducten;2013 oktober;4063520.0;5645096.0
817;Aardolieproducten;2013 november;3501327.0;5264852.0
818;Aardolieproducten;2013 december;3268538.0;4449014.0
819;Aardolieproducten;2013;44306350.0;62881536.0
820;Aardolieproducten;2014 januari;3546535.0;5106769.0
821;Aardolieproducten;2014 februari;3088829.0;4957747.0
822;Aardolieproducten;2014 maart;3174107.0;4668608.0
823;Aardolieproducten;2014 april;3251228.0;4923342.0
824;Aardolieproducten;2014 mei;3332896.0;4558275.0
825;Aardolieproducten;2014 juni;3044382.0;4549670.0
826;Aardolieproducten;2014 juli;3435215.0;4842144.0
827;Aardolieproducten;2014 augustus;3143822.0;4206225.0
828;Aardolieproducten;2014 september;3145285.0;4625838.0
829;Aardolieproducten;2014 oktober;2630446.0;4744356.0
830;Aardolieproducten;2014 november;2431409.0;4219356.0
831;Aardolieproducten;2014 december;2222033.0;3642966.0
832;Aardolieproducten;2014;36446189.0;55045296.0
833;Aardolieproducten;2015 januari;2378940.0;3302198.0
834;Aardolieproducten;2015 februari;2126729.0;3477810.0
835;Aardolieproducten;2015 maart;2951008.0;4209425.0
836;Aardolieproducten;2015 april;2719179.0;4061188.0
837;Aardolieproducten;2015 mei;3008564.0;3849306.0
838;Aardolieproducten;2015 juni;2681988.0;4215076.0
839;Aardolieproducten;2015 juli;2760156.0;3859001.0
840;Aardolieproducten;2015 augustus;2425516.0;3422492.0
841;Aardolieproducten;2015 september;2354762.0;3197393.0
842;Aardolieproducten;2015 oktober;2249643.0;3306052.0
843;Aardolieproducten;2015 november;2008203.0;2857944.0
844;Aardolieproducten;2015 december;2035133.0;3027265.0
845;Aardolieproducten;2015;29699822.0;42785151.0
846;Aardolieproducten;2016 januari;1838841.0;2662216.0
847;Aardolieproducten;2016 februari;1855517.0;2676920.0
848;Aardolieproducten;2016 maart;2040690.0;2831141.0
849;Aardolieproducten;2016 april;2093144.0;3191832.0
850;Aardolieproducten;2016 mei;2325156.0;3427831.0
851;Aardolieproducten;2016 juni;2155814.0;3458968.0
852;Aardolieproducten;2016 juli;2226019.0;3435688.0
853;Aardolieproducten;2016 augustus;1843092.0;3313125.0
854;Aardolieproducten;2016 september;2137014.0;3388279.0
855;Aardolieproducten;2016 oktober;2585311.0;3826037.0
856;Aardolieproducten;2016 november;2411960.0;3761022.0
857;Aardolieproducten;2016 december;2609683.0;3741991.0
858;Aardolieproducten;2016;26122240.0;39715051.0
859;Aardolieproducten;2017 januari;2814367.0;4030865.0
860;Aardolieproducten;2017 februari;2538778.0;4035392.0
861;Aardolieproducten;2017 maart;2893057.0;4287584.0
862;Aardolieproducten;2017 april;2215165.0;3781912.0
863;Aardolieproducten;2017 mei;2224740.0;4117187.0
864;Aardolieproducten;2017 juni;2188921.0;3742843.0
865;Aardolieproducten;2017 juli;2116678.0;3732302.0
866;Aardolieproducten;2017 augustus;2481904.0;3314549.0
867;Aardolieproducten;2017 september;2311140.0;3730602.0
868;Aardolieproducten;2017 oktober;2235389.0;3519618.0
869;Aardolieproducten;2017 november;3086266.0;3877518.0
870;Aardolieproducten;2017 december;2730983.0;3736399.0
871;Aardolieproducten;2017;29837388.0;45906770.0
872;Aardolieproducten;2018 januari;3097600.0;4135184.0
873;Aardolieproducten;2018 februari;2515975.0;3930937.0
874;Aardolieproducten;2018 maart;2678202.0;4097257.0
875;Aardolieproducten;2018 april;2421394.0;3920563.0
876;Aardolieproducten;2018 mei;2530649.0;4832996.0
877;Aardolieproducten;2018 juni;2447309.0;4072923.0
878;Aardolieproducten;2018 januari-juni;15691130.0;24989859.0
879;Aardgas;1996 januari;36616.0;390335.0
880;Aardgas;1996 februari;28784.0;387913.0
881;Aardgas;1996 maart;29600.0;390493.0
882;Aardgas;1996 april;26911.0;264932.0
883;Aardgas;1996 mei;28345.0;225784.0
884;Aardgas;1996 juni;34510.0;184390.0
885;Aardgas;1996 juli;36491.0;177859.0
886;Aardgas;1996 augustus;36203.0;162682.0
887;Aardgas;1996 september;44357.0;198963.0
888;Aardgas;1996 oktober;51256.0;284081.0
889;Aardgas;1996 november;49531.0;353311.0
890;Aardgas;1996 december;49301.0;470377.0
891;Aardgas;1996;451905.0;3491120.0
892;Aardgas;1997 januari;54454.0;521978.0
893;Aardgas;1997 februari;45111.0;384856.0
894;Aardgas;1997 maart;51090.0;327721.0
895;Aardgas;1997 april;48683.0;327486.0
896;Aardgas;1997 mei;59123.0;222758.0
897;Aardgas;1997 juni;50214.0;201256.0
898;Aardgas;1997 juli;58653.0;185156.0
899;Aardgas;1997 augustus;53579.0;168063.0
900;Aardgas;1997 september;46461.0;192897.0
901;Aardgas;1997 oktober;63140.0;269092.0
902;Aardgas;1997 november;59376.0;377659.0
903;Aardgas;1997 december;57526.0;419577.0
904;Aardgas;1997;647410.0;3598499.0
905;Aardgas;1998 januari;59560.0;416314.0
906;Aardgas;1998 februari;53305.0;325492.0
907;Aardgas;1998 maart;59779.0;305081.0
908;Aardgas;1998 april;52418.0;221435.0
909;Aardgas;1998 mei;61249.0;182664.0
910;Aardgas;1998 juni;48268.0;146154.0
911;Aardgas;1998 juli;51230.0;148394.0
912;Aardgas;1998 augustus;33779.0;146660.0
913;Aardgas;1998 september;41596.0;157016.0
914;Aardgas;1998 oktober;48865.0;228742.0
915;Aardgas;1998 november;47887.0;324154.0
916;Aardgas;1998 december;49983.0;326514.0
917;Aardgas;1998;607919.0;2928620.0
918;Aardgas;1999 januari;;291200.0
919;Aardgas;1999 februari;;269913.0
920;Aardgas;1999 maart;;239354.0
921;Aardgas;1999 april;;186855.0
922;Aardgas;1999 mei;;133282.0
923;Aardgas;1999 juni;;133624.0
924;Aardgas;1999 juli;;129156.0
925;Aardgas;1999 augustus;;126906.0
926;Aardgas;1999 september;;125466.0
927;Aardgas;1999 oktober;;197489.0
928;Aardgas;1999 november;;302363.0
929;Aardgas;1999 december;;405175.0
930;Aardgas;1999;;2540783.0
931;Aardgas;2000 januari;;463602.0
932;Aardgas;2000 februari;;443984.0
933;Aardgas;2000 maart;;438402.0
934;Aardgas;2000 april;;351469.0
935;Aardgas;2000 mei;;285361.0
936;Aardgas;2000 juni;;255900.0
937;Aardgas;2000 juli;;297998.0
938;Aardgas;2000 augustus;;239825.0
939;Aardgas;2000 september;;234474.0
940;Aardgas;2000 oktober;;376928.0
941;Aardgas;2000 november;;526173.0
942;Aardgas;2000 december;;649131.0
943;Aardgas;2000;;4563247.0
944;Aardgas;2001 januari;;
945;Aardgas;2001 februari;;
946;Aardgas;2001 maart;;
947;Aardgas;2001 april;;
948;Aardgas;2001 mei;;
949;Aardgas;2001 juni;;
950;Aardgas;2001 juli;;
951;Aardgas;2001 augustus;;
952;Aardgas;2001 september;;
953;Aardgas;2001 oktober;;
954;Aardgas;2001 november;;
955;Aardgas;2001 december;;
956;Aardgas;2001;;
957;Aardgas;2002 januari;;
958;Aardgas;2002 februari;;
959;Aardgas;2002 maart;;
960;Aardgas;2002 april;;
961;Aardgas;2002 mei;;
962;Aardgas;2002 juni;;
963;Aardgas;2002 juli;;
964;Aardgas;2002 augustus;;
965;Aardgas;2002 september;;
966;Aardgas;2002 oktober;;
967;Aardgas;2002 november;;
968;Aardgas;2002 december;;
969;Aardgas;2002;;
970;Aardgas;2003 januari;;
971;Aardgas;2003 februari;;
972;Aardgas;2003 maart;;
973;Aardgas;2003 april;;
974;Aardgas;2003 mei;;
975;Aardgas;2003 juni;;
976;Aardgas;2003 juli;;
977;Aardgas;2003 augustus;;
978;Aardgas;2003 september;;
979;Aardgas;2003 oktober;;
980;Aardgas;2003 november;;
981;Aardgas;2003 december;;
982;Aardgas;2003;;
983;Aardgas;2004 januari;;
984;Aardgas;2004 februari;;
985;Aardgas;2004 maart;;
986;Aardgas;2004 april;;
987;Aardgas;2004 mei;;
988;Aardgas;2004 juni;;
989;Aardgas;2004 juli;;
990;Aardgas;2004 augustus;;
991;Aardgas;2004 september;;
992;Aardgas;2004 oktober;;
993;Aardgas;2004 november;;
994;Aardgas;2004 december;;
995;Aardgas;2004;;
996;Aardgas;2005 januari;;
997;Aardgas;2005 februari;;
998;Aardgas;2005 maart;;
999;Aardgas;2005 april;;
1000;Aardgas;2005 mei;;
1001;Aardgas;2005 juni;;
1002;Aardgas;2005 juli;;
1003;Aardgas;2005 augustus;;
1004;Aardgas;2005 september;;
1005;Aardgas;2005 oktober;;
1006;Aardgas;2005 november;;
1007;Aardgas;2005 december;;
1008;Aardgas;2005;;
1009;Aardgas;2006 januari;;
1010;Aardgas;2006 februari;;
1011;Aardgas;2006 maart;;
1012;Aardgas;2006 april;;
1013;Aardgas;2006 mei;;
1014;Aardgas;2006 juni;;
1015;Aardgas;2006 juli;;
1016;Aardgas;2006 augustus;;
1017;Aardgas;2006 september;;
1018;Aardgas;2006 oktober;;
1019;Aardgas;2006 november;;
1020;Aardgas;2006 december;;
1021;Aardgas;2006;;
1022;Aardgas;2007 januari;;
1023;Aardgas;2007 februari;;
1024;Aardgas;2007 maart;;
1025;Aardgas;2007 april;;
1026;Aardgas;2007 mei;;
1027;Aardgas;2007 juni;;
1028;Aardgas;2007 juli;;
1029;Aardgas;2007 augustus;;
1030;Aardgas;2007 september;;
1031;Aardgas;2007 oktober;;
1032;Aardgas;2007 november;;
1033;Aardgas;2007 december;;
1034;Aardgas;2007;;
1035;Aardgas;2008 januari;;
1036;Aardgas;2008 februari;;
1037;Aardgas;2008 maart;;
1038;Aardgas;2008 april;;
1039;Aardgas;2008 mei;;
1040;Aardgas;2008 juni;;
1041;Aardgas;2008 juli;;
1042;Aardgas;2008 augustus;;
1043;Aardgas;2008 september;;
1044;Aardgas;2008 oktober;;
1045;Aardgas;2008 november;;
1046;Aardgas;2008 december;;
1047;Aardgas;2008;;
1048;Aardgas;2009 januari;;
1049;Aardgas;2009 februari;;
