ID;Bouwjaarklasse;Woningkenmerken;Energielabelklasse;GebruiksOppervlakteklasse;Percentielen;Perioden;AardgasleveringenOpenbareNet_1
3222;Totaal;Hoekwoning;Totaal;100 tot 150 m²;Gemiddelde;2018;12.7
3223;Totaal;Hoekwoning;Totaal;100 tot 150 m²;Gemiddelde;2019;11.6
3224;Totaal;Hoekwoning;Totaal;100 tot 150 m²;5e percentiel;2012;8.5
3225;Totaal;Hoekwoning;Totaal;100 tot 150 m²;5e percentiel;2013;8.6
3226;Totaal;Hoekwoning;Totaal;100 tot 150 m²;5e percentiel;2014;7.6
3227;Totaal;Hoekwoning;Totaal;100 tot 150 m²;5e percentiel;2015;7.4
3228;Totaal;Hoekwoning;Totaal;100 tot 150 m²;5e percentiel;2016;7.4
3229;Totaal;Hoekwoning;Totaal;100 tot 150 m²;5e percentiel;2017;7.5
3230;Totaal;Hoekwoning;Totaal;100 tot 150 m²;5e percentiel;2018;7.5
3231;Totaal;Hoekwoning;Totaal;100 tot 150 m²;5e percentiel;2019;6.7
3232;Totaal;Hoekwoning;Totaal;100 tot 150 m²;25e percentiel;2012;11.2
3233;Totaal;Hoekwoning;Totaal;100 tot 150 m²;25e percentiel;2013;11.4
3234;Totaal;Hoekwoning;Totaal;100 tot 150 m²;25e percentiel;2014;10.2
3235;Totaal;Hoekwoning;Totaal;100 tot 150 m²;25e percentiel;2015;9.9
3236;Totaal;Hoekwoning;Totaal;100 tot 150 m²;25e percentiel;2016;9.9
3237;Totaal;Hoekwoning;Totaal;100 tot 150 m²;25e percentiel;2017;10.0
3238;Totaal;Hoekwoning;Totaal;100 tot 150 m²;25e percentiel;2018;10.0
3239;Totaal;Hoekwoning;Totaal;100 tot 150 m²;25e percentiel;2019;9.1
3240;Totaal;Hoekwoning;Totaal;100 tot 150 m²;50e percentiel;2012;13.8
3241;Totaal;Hoekwoning;Totaal;100 tot 150 m²;50e percentiel;2013;14.0
3242;Totaal;Hoekwoning;Totaal;100 tot 150 m²;50e percentiel;2014;12.5
3243;Totaal;Hoekwoning;Totaal;100 tot 150 m²;50e percentiel;2015;12.2
3244;Totaal;Hoekwoning;Totaal;100 tot 150 m²;50e percentiel;2016;12.3
3245;Totaal;Hoekwoning;Totaal;100 tot 150 m²;50e percentiel;2017;12.3
3246;Totaal;Hoekwoning;Totaal;100 tot 150 m²;50e percentiel;2018;12.3
3247;Totaal;Hoekwoning;Totaal;100 tot 150 m²;50e percentiel;2019;11.3
3248;Totaal;Hoekwoning;Totaal;100 tot 150 m²;75e percentiel;2012;16.8
3249;Totaal;Hoekwoning;Totaal;100 tot 150 m²;75e percentiel;2013;17.0
3250;Totaal;Hoekwoning;Totaal;100 tot 150 m²;75e percentiel;2014;15.3
3251;Totaal;Hoekwoning;Totaal;100 tot 150 m²;75e percentiel;2015;14.9
3252;Totaal;Hoekwoning;Totaal;100 tot 150 m²;75e percentiel;2016;15.0
3253;Totaal;Hoekwoning;Totaal;100 tot 150 m²;75e percentiel;2017;14.9
3254;Totaal;Hoekwoning;Totaal;100 tot 150 m²;75e percentiel;2018;15.0
3255;Totaal;Hoekwoning;Totaal;100 tot 150 m²;75e percentiel;2019;13.8
3256;Totaal;Hoekwoning;Totaal;100 tot 150 m²;95e percentiel;2012;21.3
3257;Totaal;Hoekwoning;Totaal;100 tot 150 m²;95e percentiel;2013;21.5
3258;Totaal;Hoekwoning;Totaal;100 tot 150 m²;95e percentiel;2014;19.5
3259;Totaal;Hoekwoning;Totaal;100 tot 150 m²;95e percentiel;2015;19.0
3260;Totaal;Hoekwoning;Totaal;100 tot 150 m²;95e percentiel;2016;19.2
3261;Totaal;Hoekwoning;Totaal;100 tot 150 m²;95e percentiel;2017;19.0
3262;Totaal;Hoekwoning;Totaal;100 tot 150 m²;95e percentiel;2018;19.1
3263;Totaal;Hoekwoning;Totaal;100 tot 150 m²;95e percentiel;2019;17.7
3264;Totaal;Hoekwoning;Totaal;150 tot 250 m²;Gemiddelde;2012;12.0
3265;Totaal;Hoekwoning;Totaal;150 tot 250 m²;Gemiddelde;2013;12.2
3266;Totaal;Hoekwoning;Totaal;150 tot 250 m²;Gemiddelde;2014;11.0
3267;Totaal;Hoekwoning;Totaal;150 tot 250 m²;Gemiddelde;2015;10.7
3268;Totaal;Hoekwoning;Totaal;150 tot 250 m²;Gemiddelde;2016;10.8
3269;Totaal;Hoekwoning;Totaal;150 tot 250 m²;Gemiddelde;2017;10.8
3270;Totaal;Hoekwoning;Totaal;150 tot 250 m²;Gemiddelde;2018;10.9
3271;Totaal;Hoekwoning;Totaal;150 tot 250 m²;Gemiddelde;2019;10.0
3272;Totaal;Hoekwoning;Totaal;150 tot 250 m²;5e percentiel;2012;6.9
3273;Totaal;Hoekwoning;Totaal;150 tot 250 m²;5e percentiel;2013;7.1
3274;Totaal;Hoekwoning;Totaal;150 tot 250 m²;5e percentiel;2014;6.3
3275;Totaal;Hoekwoning;Totaal;150 tot 250 m²;5e percentiel;2015;6.2
3276;Totaal;Hoekwoning;Totaal;150 tot 250 m²;5e percentiel;2016;6.2
3277;Totaal;Hoekwoning;Totaal;150 tot 250 m²;5e percentiel;2017;6.3
3278;Totaal;Hoekwoning;Totaal;150 tot 250 m²;5e percentiel;2018;6.4
3279;Totaal;Hoekwoning;Totaal;150 tot 250 m²;5e percentiel;2019;5.8
3280;Totaal;Hoekwoning;Totaal;150 tot 250 m²;25e percentiel;2012;9.2
3281;Totaal;Hoekwoning;Totaal;150 tot 250 m²;25e percentiel;2013;9.4
3282;Totaal;Hoekwoning;Totaal;150 tot 250 m²;25e percentiel;2014;8.4
3283;Totaal;Hoekwoning;Totaal;150 tot 250 m²;25e percentiel;2015;8.2
3284;Totaal;Hoekwoning;Totaal;150 tot 250 m²;25e percentiel;2016;8.3
3285;Totaal;Hoekwoning;Totaal;150 tot 250 m²;25e percentiel;2017;8.4
3286;Totaal;Hoekwoning;Totaal;150 tot 250 m²;25e percentiel;2018;8.4
3287;Totaal;Hoekwoning;Totaal;150 tot 250 m²;25e percentiel;2019;7.7
3288;Totaal;Hoekwoning;Totaal;150 tot 250 m²;50e percentiel;2012;11.5
3289;Totaal;Hoekwoning;Totaal;150 tot 250 m²;50e percentiel;2013;11.7
3290;Totaal;Hoekwoning;Totaal;150 tot 250 m²;50e percentiel;2014;10.5
3291;Totaal;Hoekwoning;Totaal;150 tot 250 m²;50e percentiel;2015;10.3
3292;Totaal;Hoekwoning;Totaal;150 tot 250 m²;50e percentiel;2016;10.4
3293;Totaal;Hoekwoning;Totaal;150 tot 250 m²;50e percentiel;2017;10.4
3294;Totaal;Hoekwoning;Totaal;150 tot 250 m²;50e percentiel;2018;10.5
3295;Totaal;Hoekwoning;Totaal;150 tot 250 m²;50e percentiel;2019;9.7
3296;Totaal;Hoekwoning;Totaal;150 tot 250 m²;75e percentiel;2012;14.4
3297;Totaal;Hoekwoning;Totaal;150 tot 250 m²;75e percentiel;2013;14.6
3298;Totaal;Hoekwoning;Totaal;150 tot 250 m²;75e percentiel;2014;13.2
3299;Totaal;Hoekwoning;Totaal;150 tot 250 m²;75e percentiel;2015;12.8
3300;Totaal;Hoekwoning;Totaal;150 tot 250 m²;75e percentiel;2016;12.9
3301;Totaal;Hoekwoning;Totaal;150 tot 250 m²;75e percentiel;2017;12.9
3302;Totaal;Hoekwoning;Totaal;150 tot 250 m²;75e percentiel;2018;13.0
3303;Totaal;Hoekwoning;Totaal;150 tot 250 m²;75e percentiel;2019;12.0
3304;Totaal;Hoekwoning;Totaal;150 tot 250 m²;95e percentiel;2012;18.6
3305;Totaal;Hoekwoning;Totaal;150 tot 250 m²;95e percentiel;2013;18.9
3306;Totaal;Hoekwoning;Totaal;150 tot 250 m²;95e percentiel;2014;17.2
3307;Totaal;Hoekwoning;Totaal;150 tot 250 m²;95e percentiel;2015;16.8
3308;Totaal;Hoekwoning;Totaal;150 tot 250 m²;95e percentiel;2016;17.0
3309;Totaal;Hoekwoning;Totaal;150 tot 250 m²;95e percentiel;2017;16.9
3310;Totaal;Hoekwoning;Totaal;150 tot 250 m²;95e percentiel;2018;17.0
3311;Totaal;Hoekwoning;Totaal;150 tot 250 m²;95e percentiel;2019;15.7
3312;Totaal;Hoekwoning;Totaal;250 tot 500 m²;Gemiddelde;2012;8.6
3313;Totaal;Hoekwoning;Totaal;250 tot 500 m²;Gemiddelde;2013;8.9
3314;Totaal;Hoekwoning;Totaal;250 tot 500 m²;Gemiddelde;2014;8.2
3315;Totaal;Hoekwoning;Totaal;250 tot 500 m²;Gemiddelde;2015;8.1
3316;Totaal;Hoekwoning;Totaal;250 tot 500 m²;Gemiddelde;2016;8.3
3317;Totaal;Hoekwoning;Totaal;250 tot 500 m²;Gemiddelde;2017;8.3
3318;Totaal;Hoekwoning;Totaal;250 tot 500 m²;Gemiddelde;2018;8.4
3319;Totaal;Hoekwoning;Totaal;250 tot 500 m²;Gemiddelde;2019;7.9
3320;Totaal;Hoekwoning;Totaal;250 tot 500 m²;5e percentiel;2012;4.0
3321;Totaal;Hoekwoning;Totaal;250 tot 500 m²;5e percentiel;2013;4.1
3322;Totaal;Hoekwoning;Totaal;250 tot 500 m²;5e percentiel;2014;3.7
3323;Totaal;Hoekwoning;Totaal;250 tot 500 m²;5e percentiel;2015;3.8
3324;Totaal;Hoekwoning;Totaal;250 tot 500 m²;5e percentiel;2016;3.8
3325;Totaal;Hoekwoning;Totaal;250 tot 500 m²;5e percentiel;2017;3.9
3326;Totaal;Hoekwoning;Totaal;250 tot 500 m²;5e percentiel;2018;3.9
3327;Totaal;Hoekwoning;Totaal;250 tot 500 m²;5e percentiel;2019;3.6
3328;Totaal;Hoekwoning;Totaal;250 tot 500 m²;25e percentiel;2012;6.2
3329;Totaal;Hoekwoning;Totaal;250 tot 500 m²;25e percentiel;2013;6.4
3330;Totaal;Hoekwoning;Totaal;250 tot 500 m²;25e percentiel;2014;5.8
3331;Totaal;Hoekwoning;Totaal;250 tot 500 m²;25e percentiel;2015;5.7
3332;Totaal;Hoekwoning;Totaal;250 tot 500 m²;25e percentiel;2016;5.9
3333;Totaal;Hoekwoning;Totaal;250 tot 500 m²;25e percentiel;2017;5.9
3334;Totaal;Hoekwoning;Totaal;250 tot 500 m²;25e percentiel;2018;6.1
3335;Totaal;Hoekwoning;Totaal;250 tot 500 m²;25e percentiel;2019;5.7
3336;Totaal;Hoekwoning;Totaal;250 tot 500 m²;50e percentiel;2012;8.4
3337;Totaal;Hoekwoning;Totaal;250 tot 500 m²;50e percentiel;2013;8.7
3338;Totaal;Hoekwoning;Totaal;250 tot 500 m²;50e percentiel;2014;8.0
3339;Totaal;Hoekwoning;Totaal;250 tot 500 m²;50e percentiel;2015;8.0
3340;Totaal;Hoekwoning;Totaal;250 tot 500 m²;50e percentiel;2016;8.0
3341;Totaal;Hoekwoning;Totaal;250 tot 500 m²;50e percentiel;2017;8.1
3342;Totaal;Hoekwoning;Totaal;250 tot 500 m²;50e percentiel;2018;8.3
3343;Totaal;Hoekwoning;Totaal;250 tot 500 m²;50e percentiel;2019;7.8
3344;Totaal;Hoekwoning;Totaal;250 tot 500 m²;75e percentiel;2012;10.9
3345;Totaal;Hoekwoning;Totaal;250 tot 500 m²;75e percentiel;2013;11.3
3346;Totaal;Hoekwoning;Totaal;250 tot 500 m²;75e percentiel;2014;10.3
3347;Totaal;Hoekwoning;Totaal;250 tot 500 m²;75e percentiel;2015;10.3
3348;Totaal;Hoekwoning;Totaal;250 tot 500 m²;75e percentiel;2016;10.5
3349;Totaal;Hoekwoning;Totaal;250 tot 500 m²;75e percentiel;2017;10.6
3350;Totaal;Hoekwoning;Totaal;250 tot 500 m²;75e percentiel;2018;10.7
3351;Totaal;Hoekwoning;Totaal;250 tot 500 m²;75e percentiel;2019;10.0
3352;Totaal;Hoekwoning;Totaal;250 tot 500 m²;95e percentiel;2012;13.9
3353;Totaal;Hoekwoning;Totaal;250 tot 500 m²;95e percentiel;2013;14.4
3354;Totaal;Hoekwoning;Totaal;250 tot 500 m²;95e percentiel;2014;13.4
3355;Totaal;Hoekwoning;Totaal;250 tot 500 m²;95e percentiel;2015;13.2
3356;Totaal;Hoekwoning;Totaal;250 tot 500 m²;95e percentiel;2016;13.4
3357;Totaal;Hoekwoning;Totaal;250 tot 500 m²;95e percentiel;2017;13.3
3358;Totaal;Hoekwoning;Totaal;250 tot 500 m²;95e percentiel;2018;13.5
3359;Totaal;Hoekwoning;Totaal;250 tot 500 m²;95e percentiel;2019;12.6
3360;Totaal;Hoekwoning;A-label;Totaal;Gemiddelde;2012;10.4
3361;Totaal;Hoekwoning;A-label;Totaal;Gemiddelde;2013;10.7
3362;Totaal;Hoekwoning;A-label;Totaal;Gemiddelde;2014;9.7
3363;Totaal;Hoekwoning;A-label;Totaal;Gemiddelde;2015;9.6
3364;Totaal;Hoekwoning;A-label;Totaal;Gemiddelde;2016;9.3
3365;Totaal;Hoekwoning;A-label;Totaal;Gemiddelde;2017;9.1
3366;Totaal;Hoekwoning;A-label;Totaal;Gemiddelde;2018;9.1
3367;Totaal;Hoekwoning;A-label;Totaal;Gemiddelde;2019;8.7
3368;Totaal;Hoekwoning;A-label;Totaal;5e percentiel;2012;6.0
3369;Totaal;Hoekwoning;A-label;Totaal;5e percentiel;2013;6.3
3370;Totaal;Hoekwoning;A-label;Totaal;5e percentiel;2014;5.6
3371;Totaal;Hoekwoning;A-label;Totaal;5e percentiel;2015;5.5
3372;Totaal;Hoekwoning;A-label;Totaal;5e percentiel;2016;5.5
3373;Totaal;Hoekwoning;A-label;Totaal;5e percentiel;2017;5.5
3374;Totaal;Hoekwoning;A-label;Totaal;5e percentiel;2018;5.5
3375;Totaal;Hoekwoning;A-label;Totaal;5e percentiel;2019;5.1
3376;Totaal;Hoekwoning;A-label;Totaal;25e percentiel;2012;7.9
3377;Totaal;Hoekwoning;A-label;Totaal;25e percentiel;2013;8.2
3378;Totaal;Hoekwoning;A-label;Totaal;25e percentiel;2014;7.4
3379;Totaal;Hoekwoning;A-label;Totaal;25e percentiel;2015;7.3
3380;Totaal;Hoekwoning;A-label;Totaal;25e percentiel;2016;7.2
3381;Totaal;Hoekwoning;A-label;Totaal;25e percentiel;2017;7.1
3382;Totaal;Hoekwoning;A-label;Totaal;25e percentiel;2018;7.1
3383;Totaal;Hoekwoning;A-label;Totaal;25e percentiel;2019;6.7
3384;Totaal;Hoekwoning;A-label;Totaal;50e percentiel;2012;9.8
3385;Totaal;Hoekwoning;A-label;Totaal;50e percentiel;2013;10.0
3386;Totaal;Hoekwoning;A-label;Totaal;50e percentiel;2014;9.1
3387;Totaal;Hoekwoning;A-label;Totaal;50e percentiel;2015;9.0
3388;Totaal;Hoekwoning;A-label;Totaal;50e percentiel;2016;8.8
3389;Totaal;Hoekwoning;A-label;Totaal;50e percentiel;2017;8.7
3390;Totaal;Hoekwoning;A-label;Totaal;50e percentiel;2018;8.6
3391;Totaal;Hoekwoning;A-label;Totaal;50e percentiel;2019;8.2
3392;Totaal;Hoekwoning;A-label;Totaal;75e percentiel;2012;12.1
3393;Totaal;Hoekwoning;A-label;Totaal;75e percentiel;2013;12.3
3394;Totaal;Hoekwoning;A-label;Totaal;75e percentiel;2014;11.2
3395;Totaal;Hoekwoning;A-label;Totaal;75e percentiel;2015;11.1
3396;Totaal;Hoekwoning;A-label;Totaal;75e percentiel;2016;10.8
3397;Totaal;Hoekwoning;A-label;Totaal;75e percentiel;2017;10.6
3398;Totaal;Hoekwoning;A-label;Totaal;75e percentiel;2018;10.5
3399;Totaal;Hoekwoning;A-label;Totaal;75e percentiel;2019;10.1
3400;Totaal;Hoekwoning;A-label;Totaal;95e percentiel;2012;16.8
3401;Totaal;Hoekwoning;A-label;Totaal;95e percentiel;2013;17.2
3402;Totaal;Hoekwoning;A-label;Totaal;95e percentiel;2014;15.6
3403;Totaal;Hoekwoning;A-label;Totaal;95e percentiel;2015;15.6
3404;Totaal;Hoekwoning;A-label;Totaal;95e percentiel;2016;14.7
3405;Totaal;Hoekwoning;A-label;Totaal;95e percentiel;2017;14.2
3406;Totaal;Hoekwoning;A-label;Totaal;95e percentiel;2018;14.1
3407;Totaal;Hoekwoning;A-label;Totaal;95e percentiel;2019;14.1
3408;Totaal;Hoekwoning;A-label;15 tot 50 m²;Gemiddelde;2012;
3409;Totaal;Hoekwoning;A-label;15 tot 50 m²;Gemiddelde;2013;
3410;Totaal;Hoekwoning;A-label;15 tot 50 m²;Gemiddelde;2014;
3411;Totaal;Hoekwoning;A-label;15 tot 50 m²;Gemiddelde;2015;
3412;Totaal;Hoekwoning;A-label;15 tot 50 m²;Gemiddelde;2016;21.4
3413;Totaal;Hoekwoning;A-label;15 tot 50 m²;Gemiddelde;2017;21.9
3414;Totaal;Hoekwoning;A-label;15 tot 50 m²;Gemiddelde;2018;23.3
3415;Totaal;Hoekwoning;A-label;15 tot 50 m²;Gemiddelde;2019;21.1
3416;Totaal;Hoekwoning;A-label;15 tot 50 m²;5e percentiel;2012;
3417;Totaal;Hoekwoning;A-label;15 tot 50 m²;5e percentiel;2013;
3418;Totaal;Hoekwoning;A-label;15 tot 50 m²;5e percentiel;2014;
3419;Totaal;Hoekwoning;A-label;15 tot 50 m²;5e percentiel;2015;
3420;Totaal;Hoekwoning;A-label;15 tot 50 m²;5e percentiel;2016;12.0
3421;Totaal;Hoekwoning;A-label;15 tot 50 m²;5e percentiel;2017;11.3
3422;Totaal;Hoekwoning;A-label;15 tot 50 m²;5e percentiel;2018;11.9
3423;Totaal;Hoekwoning;A-label;15 tot 50 m²;5e percentiel;2019;10.6
3424;Totaal;Hoekwoning;A-label;15 tot 50 m²;25e percentiel;2012;
3425;Totaal;Hoekwoning;A-label;15 tot 50 m²;25e percentiel;2013;
3426;Totaal;Hoekwoning;A-label;15 tot 50 m²;25e percentiel;2014;
3427;Totaal;Hoekwoning;A-label;15 tot 50 m²;25e percentiel;2015;
3428;Totaal;Hoekwoning;A-label;15 tot 50 m²;25e percentiel;2016;14.6
3429;Totaal;Hoekwoning;A-label;15 tot 50 m²;25e percentiel;2017;15.7
3430;Totaal;Hoekwoning;A-label;15 tot 50 m²;25e percentiel;2018;16.2
3431;Totaal;Hoekwoning;A-label;15 tot 50 m²;25e percentiel;2019;15.2
3432;Totaal;Hoekwoning;A-label;15 tot 50 m²;50e percentiel;2012;
3433;Totaal;Hoekwoning;A-label;15 tot 50 m²;50e percentiel;2013;
3434;Totaal;Hoekwoning;A-label;15 tot 50 m²;50e percentiel;2014;
3435;Totaal;Hoekwoning;A-label;15 tot 50 m²;50e percentiel;2015;
3436;Totaal;Hoekwoning;A-label;15 tot 50 m²;50e percentiel;2016;19.0
3437;Totaal;Hoekwoning;A-label;15 tot 50 m²;50e percentiel;2017;19.5
3438;Totaal;Hoekwoning;A-label;15 tot 50 m²;50e percentiel;2018;20.2
3439;Totaal;Hoekwoning;A-label;15 tot 50 m²;50e percentiel;2019;19.3
3440;Totaal;Hoekwoning;A-label;15 tot 50 m²;75e percentiel;2012;
3441;Totaal;Hoekwoning;A-label;15 tot 50 m²;75e percentiel;2013;
3442;Totaal;Hoekwoning;A-label;15 tot 50 m²;75e percentiel;2014;
3443;Totaal;Hoekwoning;A-label;15 tot 50 m²;75e percentiel;2015;
3444;Totaal;Hoekwoning;A-label;15 tot 50 m²;75e percentiel;2016;25.1
3445;Totaal;Hoekwoning;A-label;15 tot 50 m²;75e percentiel;2017;25.3
3446;Totaal;Hoekwoning;A-label;15 tot 50 m²;75e percentiel;2018;26.2
3447;Totaal;Hoekwoning;A-label;15 tot 50 m²;75e percentiel;2019;25.5
3448;Totaal;Hoekwoning;A-label;15 tot 50 m²;95e percentiel;2012;
3449;Totaal;Hoekwoning;A-label;15 tot 50 m²;95e percentiel;2013;
3450;Totaal;Hoekwoning;A-label;15 tot 50 m²;95e percentiel;2014;
3451;Totaal;Hoekwoning;A-label;15 tot 50 m²;95e percentiel;2015;
3452;Totaal;Hoekwoning;A-label;15 tot 50 m²;95e percentiel;2016;41.3
3453;Totaal;Hoekwoning;A-label;15 tot 50 m²;95e percentiel;2017;37.1
3454;Totaal;Hoekwoning;A-label;15 tot 50 m²;95e percentiel;2018;46.1
3455;Totaal;Hoekwoning;A-label;15 tot 50 m²;95e percentiel;2019;41.6
3456;Totaal;Hoekwoning;A-label;50 tot 75 m²;Gemiddelde;2012;13.3
3457;Totaal;Hoekwoning;A-label;50 tot 75 m²;Gemiddelde;2013;16.1
3458;Totaal;Hoekwoning;A-label;50 tot 75 m²;Gemiddelde;2014;14.8
3459;Totaal;Hoekwoning;A-label;50 tot 75 m²;Gemiddelde;2015;15.3
3460;Totaal;Hoekwoning;A-label;50 tot 75 m²;Gemiddelde;2016;15.2
3461;Totaal;Hoekwoning;A-label;50 tot 75 m²;Gemiddelde;2017;14.8
3462;Totaal;Hoekwoning;A-label;50 tot 75 m²;Gemiddelde;2018;14.5
3463;Totaal;Hoekwoning;A-label;50 tot 75 m²;Gemiddelde;2019;13.8
3464;Totaal;Hoekwoning;A-label;50 tot 75 m²;5e percentiel;2012;6.9
3465;Totaal;Hoekwoning;A-label;50 tot 75 m²;5e percentiel;2013;8.3
3466;Totaal;Hoekwoning;A-label;50 tot 75 m²;5e percentiel;2014;8.2
3467;Totaal;Hoekwoning;A-label;50 tot 75 m²;5e percentiel;2015;8.6
3468;Totaal;Hoekwoning;A-label;50 tot 75 m²;5e percentiel;2016;8.5
3469;Totaal;Hoekwoning;A-label;50 tot 75 m²;5e percentiel;2017;8.6
3470;Totaal;Hoekwoning;A-label;50 tot 75 m²;5e percentiel;2018;8.0
3471;Totaal;Hoekwoning;A-label;50 tot 75 m²;5e percentiel;2019;7.2
3472;Totaal;Hoekwoning;A-label;50 tot 75 m²;25e percentiel;2012;9.4
3473;Totaal;Hoekwoning;A-label;50 tot 75 m²;25e percentiel;2013;12.2
3474;Totaal;Hoekwoning;A-label;50 tot 75 m²;25e percentiel;2014;11.3
3475;Totaal;Hoekwoning;A-label;50 tot 75 m²;25e percentiel;2015;11.7
3476;Totaal;Hoekwoning;A-label;50 tot 75 m²;25e percentiel;2016;11.6
3477;Totaal;Hoekwoning;A-label;50 tot 75 m²;25e percentiel;2017;11.4
3478;Totaal;Hoekwoning;A-label;50 tot 75 m²;25e percentiel;2018;10.9
3479;Totaal;Hoekwoning;A-label;50 tot 75 m²;25e percentiel;2019;10.4
3480;Totaal;Hoekwoning;A-label;50 tot 75 m²;50e percentiel;2012;12.7
3481;Totaal;Hoekwoning;A-label;50 tot 75 m²;50e percentiel;2013;15.7
3482;Totaal;Hoekwoning;A-label;50 tot 75 m²;50e percentiel;2014;14.5
3483;Totaal;Hoekwoning;A-label;50 tot 75 m²;50e percentiel;2015;14.5
3484;Totaal;Hoekwoning;A-label;50 tot 75 m²;50e percentiel;2016;14.3
3485;Totaal;Hoekwoning;A-label;50 tot 75 m²;50e percentiel;2017;13.9
3486;Totaal;Hoekwoning;A-label;50 tot 75 m²;50e percentiel;2018;13.8
3487;Totaal;Hoekwoning;A-label;50 tot 75 m²;50e percentiel;2019;13.1
3488;Totaal;Hoekwoning;A-label;50 tot 75 m²;75e percentiel;2012;16.0
3489;Totaal;Hoekwoning;A-label;50 tot 75 m²;75e percentiel;2013;19.1
3490;Totaal;Hoekwoning;A-label;50 tot 75 m²;75e percentiel;2014;17.5
3491;Totaal;Hoekwoning;A-label;50 tot 75 m²;75e percentiel;2015;18.1
3492;Totaal;Hoekwoning;A-label;50 tot 75 m²;75e percentiel;2016;17.9
3493;Totaal;Hoekwoning;A-label;50 tot 75 m²;75e percentiel;2017;17.3
3494;Totaal;Hoekwoning;A-label;50 tot 75 m²;75e percentiel;2018;17.1
3495;Totaal;Hoekwoning;A-label;50 tot 75 m²;75e percentiel;2019;16.6
3496;Totaal;Hoekwoning;A-label;50 tot 75 m²;95e percentiel;2012;22.5
3497;Totaal;Hoekwoning;A-label;50 tot 75 m²;95e percentiel;2013;26.4
3498;Totaal;Hoekwoning;A-label;50 tot 75 m²;95e percentiel;2014;24.1
3499;Totaal;Hoekwoning;A-label;50 tot 75 m²;95e percentiel;2015;25.1
3500;Totaal;Hoekwoning;A-label;50 tot 75 m²;95e percentiel;2016;25.2
3501;Totaal;Hoekwoning;A-label;50 tot 75 m²;95e percentiel;2017;24.0
3502;Totaal;Hoekwoning;A-label;50 tot 75 m²;95e percentiel;2018;23.6
3503;Totaal;Hoekwoning;A-label;50 tot 75 m²;95e percentiel;2019;22.1
3504;Totaal;Hoekwoning;A-label;75 tot 100 m²;Gemiddelde;2012;11.4
3505;Totaal;Hoekwoning;A-label;75 tot 100 m²;Gemiddelde;2013;12.4
3506;Totaal;Hoekwoning;A-label;75 tot 100 m²;Gemiddelde;2014;11.1
3507;Totaal;Hoekwoning;A-label;75 tot 100 m²;Gemiddelde;2015;11.2
3508;Totaal;Hoekwoning;A-label;75 tot 100 m²;Gemiddelde;2016;11.0
3509;Totaal;Hoekwoning;A-label;75 tot 100 m²;Gemiddelde;2017;10.7
3510;Totaal;Hoekwoning;A-label;75 tot 100 m²;Gemiddelde;2018;10.9
3511;Totaal;Hoekwoning;A-label;75 tot 100 m²;Gemiddelde;2019;10.6
3512;Totaal;Hoekwoning;A-label;75 tot 100 m²;5e percentiel;2012;5.9
3513;Totaal;Hoekwoning;A-label;75 tot 100 m²;5e percentiel;2013;7.3
3514;Totaal;Hoekwoning;A-label;75 tot 100 m²;5e percentiel;2014;6.4
3515;Totaal;Hoekwoning;A-label;75 tot 100 m²;5e percentiel;2015;6.5
3516;Totaal;Hoekwoning;A-label;75 tot 100 m²;5e percentiel;2016;6.4
3517;Totaal;Hoekwoning;A-label;75 tot 100 m²;5e percentiel;2017;6.2
3518;Totaal;Hoekwoning;A-label;75 tot 100 m²;5e percentiel;2018;6.3
3519;Totaal;Hoekwoning;A-label;75 tot 100 m²;5e percentiel;2019;6.0
3520;Totaal;Hoekwoning;A-label;75 tot 100 m²;25e percentiel;2012;8.6
3521;Totaal;Hoekwoning;A-label;75 tot 100 m²;25e percentiel;2013;9.6
3522;Totaal;Hoekwoning;A-label;75 tot 100 m²;25e percentiel;2014;8.6
3523;Totaal;Hoekwoning;A-label;75 tot 100 m²;25e percentiel;2015;8.7
3524;Totaal;Hoekwoning;A-label;75 tot 100 m²;25e percentiel;2016;8.6
3525;Totaal;Hoekwoning;A-label;75 tot 100 m²;25e percentiel;2017;8.4
3526;Totaal;Hoekwoning;A-label;75 tot 100 m²;25e percentiel;2018;8.5
3527;Totaal;Hoekwoning;A-label;75 tot 100 m²;25e percentiel;2019;8.2
3528;Totaal;Hoekwoning;A-label;75 tot 100 m²;50e percentiel;2012;10.9
3529;Totaal;Hoekwoning;A-label;75 tot 100 m²;50e percentiel;2013;11.8
3530;Totaal;Hoekwoning;A-label;75 tot 100 m²;50e percentiel;2014;10.6
3531;Totaal;Hoekwoning;A-label;75 tot 100 m²;50e percentiel;2015;10.7
3532;Totaal;Hoekwoning;A-label;75 tot 100 m²;50e percentiel;2016;10.5
3533;Totaal;Hoekwoning;A-label;75 tot 100 m²;50e percentiel;2017;10.2
3534;Totaal;Hoekwoning;A-label;75 tot 100 m²;50e percentiel;2018;10.3
3535;Totaal;Hoekwoning;A-label;75 tot 100 m²;50e percentiel;2019;10.2
3536;Totaal;Hoekwoning;A-label;75 tot 100 m²;75e percentiel;2012;13.6
3537;Totaal;Hoekwoning;A-label;75 tot 100 m²;75e percentiel;2013;14.5
3538;Totaal;Hoekwoning;A-label;75 tot 100 m²;75e percentiel;2014;13.0
3539;Totaal;Hoekwoning;A-label;75 tot 100 m²;75e percentiel;2015;13.0
3540;Totaal;Hoekwoning;A-label;75 tot 100 m²;75e percentiel;2016;12.9
