ID;Gender;Origin;TransferredTo;Periods;PupilsAndStudents_1
2786;Males and females;10;3;1995/'96;91383.0
2787;Males and females;10;3;1996/'97;92299.0
2788;Males and females;10;3;1997/'98;78581.0
2789;Males and females;10;3;1998/'99;75294.0
2790;Males and females;10;3;1999/'00;74017.0
2791;Males and females;10;3;2000/'01;72046.0
2792;Males and females;10;3;2001/'02;75498.0
2793;Males and females;10;3;2002/'03;74387.0
2794;Males and females;10;3;2003/'04;87450.0
2795;Males and females;10;3;2004/'05;87267.0
2796;Males and females;10;3;2005/'06;93594.0
2797;Males and females;10;3;2006/'07;95229.0
2798;Males and females;10;3;2007/'08;95014.0
2799;Males and females;10;3;2008/'09;92637.0
2800;Males and females;10;4;1995/'96;
2801;Males and females;10;4;1996/'97;
2802;Males and females;10;4;1997/'98;
2803;Males and females;10;4;1998/'99;
2804;Males and females;10;4;1999/'00;
2805;Males and females;10;4;2000/'01;
2806;Males and females;10;4;2001/'02;
2807;Males and females;10;4;2002/'03;
2808;Males and females;10;4;2003/'04;
2809;Males and females;10;4;2004/'05;
2810;Males and females;10;4;2005/'06;
2811;Males and females;10;4;2006/'07;
2812;Males and females;10;4;2007/'08;
2813;Males and females;10;4;2008/'09;
2814;Males and females;10;5;1995/'96;
2815;Males and females;10;5;1996/'97;
2816;Males and females;10;5;1997/'98;
2817;Males and females;10;5;1998/'99;
2818;Males and females;10;5;1999/'00;
2819;Males and females;10;5;2000/'01;
2820;Males and females;10;5;2001/'02;
2821;Males and females;10;5;2002/'03;
2822;Males and females;10;5;2003/'04;
2823;Males and females;10;5;2004/'05;
2824;Males and females;10;5;2005/'06;
2825;Males and females;10;5;2006/'07;
2826;Males and females;10;5;2007/'08;
2827;Males and females;10;5;2008/'09;
2828;Males and females;10;6;1995/'96;
2829;Males and females;10;6;1996/'97;
2830;Males and females;10;6;1997/'98;
2831;Males and females;10;6;1998/'99;
2832;Males and females;10;6;1999/'00;
2833;Males and females;10;6;2000/'01;
2834;Males and females;10;6;2001/'02;
2835;Males and females;10;6;2002/'03;
2836;Males and females;10;6;2003/'04;
2837;Males and females;10;6;2004/'05;
2838;Males and females;10;6;2005/'06;
2839;Males and females;10;6;2006/'07;
2840;Males and females;10;6;2007/'08;
2841;Males and females;10;6;2008/'09;
2842;Males and females;10;7;1995/'96;
2843;Males and females;10;7;1996/'97;
2844;Males and females;10;7;1997/'98;
2845;Males and females;10;7;1998/'99;
2846;Males and females;10;7;1999/'00;
2847;Males and females;10;7;2000/'01;
2848;Males and females;10;7;2001/'02;
2849;Males and females;10;7;2002/'03;
2850;Males and females;10;7;2003/'04;
2851;Males and females;10;7;2004/'05;
2852;Males and females;10;7;2005/'06;
2853;Males and females;10;7;2006/'07;
2854;Males and females;10;7;2007/'08;
2855;Males and females;10;7;2008/'09;
2856;Males and females;10;8;1995/'96;
2857;Males and females;10;8;1996/'97;
2858;Males and females;10;8;1997/'98;
2859;Males and females;10;8;1998/'99;
2860;Males and females;10;8;1999/'00;
2861;Males and females;10;8;2000/'01;
2862;Males and females;10;8;2001/'02;
2863;Males and females;10;8;2002/'03;
2864;Males and females;10;8;2003/'04;
2865;Males and females;10;8;2004/'05;
2866;Males and females;10;8;2005/'06;
2867;Males and females;10;8;2006/'07;
2868;Males and females;10;8;2007/'08;
2869;Males and females;10;8;2008/'09;
2870;Males and females;10;9;1995/'96;
2871;Males and females;10;9;1996/'97;
2872;Males and females;10;9;1997/'98;
2873;Males and females;10;9;1998/'99;
2874;Males and females;10;9;1999/'00;
2875;Males and females;10;9;2000/'01;
2876;Males and females;10;9;2001/'02;
2877;Males and females;10;9;2002/'03;
2878;Males and females;10;9;2003/'04;
2879;Males and females;10;9;2004/'05;
2880;Males and females;10;9;2005/'06;
2881;Males and females;10;9;2006/'07;
2882;Males and females;10;9;2007/'08;
2883;Males and females;10;9;2008/'09;
2884;Males and females;10;10;1995/'96;4061.0
2885;Males and females;10;10;1996/'97;4125.0
2886;Males and females;10;10;1997/'98;2852.0
2887;Males and females;10;10;1998/'99;2229.0
2888;Males and females;10;10;1999/'00;1775.0
2889;Males and females;10;10;2000/'01;1159.0
2890;Males and females;10;10;2001/'02;524.0
2891;Males and females;10;10;2002/'03;193.0
2892;Males and females;10;10;2003/'04;53.0
2893;Males and females;10;10;2004/'05;35.0
2894;Males and females;10;10;2005/'06;42.0
2895;Males and females;10;10;2006/'07;51.0
2896;Males and females;10;10;2007/'08;54.0
2897;Males and females;10;10;2008/'09;73.0
2898;Males and females;10;11;1995/'96;98.0
2899;Males and females;10;11;1996/'97;121.0
2900;Males and females;10;11;1997/'98;139.0
2901;Males and females;10;11;1998/'99;94.0
2902;Males and females;10;11;1999/'00;82.0
2903;Males and females;10;11;2000/'01;56.0
2904;Males and females;10;11;2001/'02;65.0
2905;Males and females;10;11;2002/'03;83.0
2906;Males and females;10;11;2003/'04;183.0
2907;Males and females;10;11;2004/'05;157.0
2908;Males and females;10;11;2005/'06;54.0
2909;Males and females;10;11;2006/'07;34.0
2910;Males and females;10;11;2007/'08;33.0
2911;Males and females;10;11;2008/'09;43.0
2912;Males and females;10;12;1995/'96;10177.0
2913;Males and females;10;12;1996/'97;10600.0
2914;Males and females;10;12;1997/'98;8488.0
2915;Males and females;10;12;1998/'99;5553.0
2916;Males and females;10;12;1999/'00;4829.0
2917;Males and females;10;12;2000/'01;4176.0
2918;Males and females;10;12;2001/'02;4420.0
2919;Males and females;10;12;2002/'03;5145.0
2920;Males and females;10;12;2003/'04;6609.0
2921;Males and females;10;12;2004/'05;6532.0
2922;Males and females;10;12;2005/'06;7384.0
2923;Males and females;10;12;2006/'07;8864.0
2924;Males and females;10;12;2007/'08;9599.0
2925;Males and females;10;12;2008/'09;8851.0
2926;Males and females;10;13;1995/'96;234.0
2927;Males and females;10;13;1996/'97;262.0
2928;Males and females;10;13;1997/'98;218.0
2929;Males and females;10;13;1998/'99;232.0
2930;Males and females;10;13;1999/'00;212.0
2931;Males and females;10;13;2000/'01;183.0
2932;Males and females;10;13;2001/'02;112.0
2933;Males and females;10;13;2002/'03;140.0
2934;Males and females;10;13;2003/'04;217.0
2935;Males and females;10;13;2004/'05;147.0
2936;Males and females;10;13;2005/'06;107.0
2937;Males and females;10;13;2006/'07;226.0
2938;Males and females;10;13;2007/'08;264.0
2939;Males and females;10;13;2008/'09;232.0
2940;Males and females;10;14;1995/'96;11.0
2941;Males and females;10;14;1996/'97;22.0
2942;Males and females;10;14;1997/'98;
2943;Males and females;10;14;1998/'99;
2944;Males and females;10;14;1999/'00;
2945;Males and females;10;14;2000/'01;
2946;Males and females;10;14;2001/'02;
2947;Males and females;10;14;2002/'03;
2948;Males and females;10;14;2003/'04;
2949;Males and females;10;14;2004/'05;
2950;Males and females;10;14;2005/'06;
2951;Males and females;10;14;2006/'07;
2952;Males and females;10;14;2007/'08;
2953;Males and females;10;14;2008/'09;
2954;Males and females;10;15;1995/'96;
2955;Males and females;10;15;1996/'97;
2956;Males and females;10;15;1997/'98;
2957;Males and females;10;15;1998/'99;
2958;Males and females;10;15;1999/'00;
2959;Males and females;10;15;2000/'01;
2960;Males and females;10;15;2001/'02;
2961;Males and females;10;15;2002/'03;
2962;Males and females;10;15;2003/'04;
2963;Males and females;10;15;2004/'05;
2964;Males and females;10;15;2005/'06;
2965;Males and females;10;15;2006/'07;
2966;Males and females;10;15;2007/'08;
2967;Males and females;10;15;2008/'09;
2968;Males and females;10;16;1995/'96;62488.0
2969;Males and females;10;16;1996/'97;63698.0
2970;Males and females;10;16;1997/'98;58029.0
2971;Males and females;10;16;1998/'99;58167.0
2972;Males and females;10;16;1999/'00;57353.0
2973;Males and females;10;16;2000/'01;56812.0
2974;Males and females;10;16;2001/'02;61199.0
2975;Males and females;10;16;2002/'03;60850.0
2976;Males and females;10;16;2003/'04;69190.0
2977;Males and females;10;16;2004/'05;70405.0
2978;Males and females;10;16;2005/'06;75482.0
2979;Males and females;10;16;2006/'07;74370.0
2980;Males and females;10;16;2007/'08;72784.0
2981;Males and females;10;16;2008/'09;73680.0
2982;Males and females;10;17;1995/'96;732.0
2983;Males and females;10;17;1996/'97;536.0
2984;Males and females;10;17;1997/'98;153.0
2985;Males and females;10;17;1998/'99;252.0
2986;Males and females;10;17;1999/'00;382.0
2987;Males and females;10;17;2000/'01;417.0
2988;Males and females;10;17;2001/'02;481.0
2989;Males and females;10;17;2002/'03;372.0
2990;Males and females;10;17;2003/'04;222.0
2991;Males and females;10;17;2004/'05;126.0
2992;Males and females;10;17;2005/'06;73.0
2993;Males and females;10;17;2006/'07;28.0
2994;Males and females;10;17;2007/'08;14.0
2995;Males and females;10;17;2008/'09;22.0
2996;Males and females;10;18;1995/'96;13582.0
2997;Males and females;10;18;1996/'97;12935.0
2998;Males and females;10;18;1997/'98;8702.0
2999;Males and females;10;18;1998/'99;8767.0
3000;Males and females;10;18;1999/'00;9384.0
3001;Males and females;10;18;2000/'01;9243.0
3002;Males and females;10;18;2001/'02;8697.0
3003;Males and females;10;18;2002/'03;7604.0
3004;Males and females;10;18;2003/'04;10976.0
3005;Males and females;10;18;2004/'05;9865.0
3006;Males and females;10;18;2005/'06;10452.0
3007;Males and females;10;18;2006/'07;11656.0
3008;Males and females;10;18;2007/'08;12266.0
3009;Males and females;10;18;2008/'09;9736.0
3010;Males and females;10;19;1995/'96;
3011;Males and females;10;19;1996/'97;
3012;Males and females;10;19;1997/'98;
3013;Males and females;10;19;1998/'99;
3014;Males and females;10;19;1999/'00;
3015;Males and females;10;19;2000/'01;
3016;Males and females;10;19;2001/'02;
3017;Males and females;10;19;2002/'03;
3018;Males and females;10;19;2003/'04;
3019;Males and females;10;19;2004/'05;
3020;Males and females;10;19;2005/'06;
3021;Males and females;10;19;2006/'07;
3022;Males and females;10;19;2007/'08;
3023;Males and females;10;19;2008/'09;
3024;Males and females;10;20;1995/'96;
3025;Males and females;10;20;1996/'97;
3026;Males and females;10;20;1997/'98;
3027;Males and females;10;20;1998/'99;
3028;Males and females;10;20;1999/'00;
3029;Males and females;10;20;2000/'01;
3030;Males and females;10;20;2001/'02;
3031;Males and females;10;20;2002/'03;
3032;Males and females;10;20;2003/'04;
3033;Males and females;10;20;2004/'05;
3034;Males and females;10;20;2005/'06;
3035;Males and females;10;20;2006/'07;
3036;Males and females;10;20;2007/'08;
3037;Males and females;10;20;2008/'09;
3038;Males and females;10;21;1995/'96;
3039;Males and females;10;21;1996/'97;
3040;Males and females;10;21;1997/'98;
3041;Males and females;10;21;1998/'99;
3042;Males and females;10;21;1999/'00;
3043;Males and females;10;21;2000/'01;
3044;Males and females;10;21;2001/'02;
3045;Males and females;10;21;2002/'03;
3046;Males and females;10;21;2003/'04;
3047;Males and females;10;21;2004/'05;
3048;Males and females;10;21;2005/'06;
3049;Males and females;10;21;2006/'07;
3050;Males and females;10;21;2007/'08;
3051;Males and females;10;21;2008/'09;
3052;Males and females;10;22;1995/'96;
3053;Males and females;10;22;1996/'97;
3054;Males and females;10;22;1997/'98;
3055;Males and females;10;22;1998/'99;
3056;Males and females;10;22;1999/'00;
3057;Males and females;10;22;2000/'01;
3058;Males and females;10;22;2001/'02;
3059;Males and females;10;22;2002/'03;
3060;Males and females;10;22;2003/'04;
3061;Males and females;10;22;2004/'05;
3062;Males and females;10;22;2005/'06;
3063;Males and females;10;22;2006/'07;
3064;Males and females;10;22;2007/'08;
3065;Males and females;10;22;2008/'09;
3066;Males and females;10;2;1995/'96;15971.0
3067;Males and females;10;2;1996/'97;17470.0
3068;Males and females;10;2;1997/'98;24199.0
3069;Males and females;10;2;1998/'99;21474.0
3070;Males and females;10;2;1999/'00;22042.0
3071;Males and females;10;2;2000/'01;22174.0
3072;Males and females;10;2;2001/'02;23618.0
3073;Males and females;10;2;2002/'03;22644.0
3074;Males and females;10;2;2003/'04;12756.0
3075;Males and females;10;2;2004/'05;11865.0
3076;Males and females;10;2;2005/'06;7955.0
3077;Males and females;10;2;2006/'07;6654.0
3078;Males and females;10;2;2007/'08;4966.0
3079;Males and females;10;2;2008/'09;4686.0
3080;Males and females;11;1;1995/'96;21185.0
3081;Males and females;11;1;1996/'97;17819.0
3082;Males and females;11;1;1997/'98;14030.0
3083;Males and females;11;1;1998/'99;10755.0
3084;Males and females;11;1;1999/'00;9646.0
3085;Males and females;11;1;2000/'01;9245.0
3086;Males and females;11;1;2001/'02;7695.0
3087;Males and females;11;1;2002/'03;5179.0
3088;Males and females;11;1;2003/'04;3936.0
3089;Males and females;11;1;2004/'05;2458.0
3090;Males and females;11;1;2005/'06;2144.0
3091;Males and females;11;1;2006/'07;1876.0
3092;Males and females;11;1;2007/'08;1720.0
3093;Males and females;11;1;2008/'09;1560.0
3094;Males and females;11;3;1995/'96;10379.0
3095;Males and females;11;3;1996/'97;6823.0
3096;Males and females;11;3;1997/'98;1408.0
3097;Males and females;11;3;1998/'99;3832.0
3098;Males and females;11;3;1999/'00;4505.0
3099;Males and females;11;3;2000/'01;4268.0
3100;Males and females;11;3;2001/'02;1935.0
3101;Males and females;11;3;2002/'03;2162.0
3102;Males and females;11;3;2003/'04;664.0
3103;Males and females;11;3;2004/'05;1424.0
3104;Males and females;11;3;2005/'06;811.0
3105;Males and females;11;3;2006/'07;918.0
3106;Males and females;11;3;2007/'08;840.0
3107;Males and females;11;3;2008/'09;807.0
3108;Males and females;11;4;1995/'96;
3109;Males and females;11;4;1996/'97;
3110;Males and females;11;4;1997/'98;
3111;Males and females;11;4;1998/'99;
3112;Males and females;11;4;1999/'00;
3113;Males and females;11;4;2000/'01;
3114;Males and females;11;4;2001/'02;
3115;Males and females;11;4;2002/'03;
3116;Males and females;11;4;2003/'04;
3117;Males and females;11;4;2004/'05;
3118;Males and females;11;4;2005/'06;
3119;Males and females;11;4;2006/'07;
3120;Males and females;11;4;2007/'08;
3121;Males and females;11;4;2008/'09;
3122;Males and females;11;5;1995/'96;
3123;Males and females;11;5;1996/'97;
3124;Males and females;11;5;1997/'98;
3125;Males and females;11;5;1998/'99;
3126;Males and females;11;5;1999/'00;
3127;Males and females;11;5;2000/'01;
3128;Males and females;11;5;2001/'02;
3129;Males and females;11;5;2002/'03;
3130;Males and females;11;5;2003/'04;
3131;Males and females;11;5;2004/'05;
3132;Males and females;11;5;2005/'06;
3133;Males and females;11;5;2006/'07;
3134;Males and females;11;5;2007/'08;
3135;Males and females;11;5;2008/'09;
3136;Males and females;11;6;1995/'96;
3137;Males and females;11;6;1996/'97;
3138;Males and females;11;6;1997/'98;
3139;Males and females;11;6;1998/'99;
3140;Males and females;11;6;1999/'00;
3141;Males and females;11;6;2000/'01;
3142;Males and females;11;6;2001/'02;
3143;Males and females;11;6;2002/'03;
3144;Males and females;11;6;2003/'04;
3145;Males and females;11;6;2004/'05;
3146;Males and females;11;6;2005/'06;
3147;Males and females;11;6;2006/'07;
3148;Males and females;11;6;2007/'08;
3149;Males and females;11;6;2008/'09;
3150;Males and females;11;7;1995/'96;
3151;Males and females;11;7;1996/'97;
3152;Males and females;11;7;1997/'98;
3153;Males and females;11;7;1998/'99;
3154;Males and females;11;7;1999/'00;
3155;Males and females;11;7;2000/'01;
3156;Males and females;11;7;2001/'02;
3157;Males and females;11;7;2002/'03;
3158;Males and females;11;7;2003/'04;
3159;Males and females;11;7;2004/'05;
3160;Males and females;11;7;2005/'06;
3161;Males and females;11;7;2006/'07;
3162;Males and females;11;7;2007/'08;
3163;Males and females;11;7;2008/'09;
3164;Males and females;11;8;1995/'96;
3165;Males and females;11;8;1996/'97;
3166;Males and females;11;8;1997/'98;
3167;Males and females;11;8;1998/'99;
3168;Males and females;11;8;1999/'00;
3169;Males and females;11;8;2000/'01;
3170;Males and females;11;8;2001/'02;
3171;Males and females;11;8;2002/'03;
3172;Males and females;11;8;2003/'04;
3173;Males and females;11;8;2004/'05;
3174;Males and females;11;8;2005/'06;
3175;Males and females;11;8;2006/'07;
3176;Males and females;11;8;2007/'08;
3177;Males and females;11;8;2008/'09;
3178;Males and females;11;9;1995/'96;
3179;Males and females;11;9;1996/'97;
3180;Males and females;11;9;1997/'98;
3181;Males and females;11;9;1998/'99;
3182;Males and females;11;9;1999/'00;
3183;Males and females;11;9;2000/'01;
3184;Males and females;11;9;2001/'02;
3185;Males and females;11;9;2002/'03;
3186;Males and females;11;9;2003/'04;
3187;Males and females;11;9;2004/'05;
3188;Males and females;11;9;2005/'06;
3189;Males and females;11;9;2006/'07;
3190;Males and females;11;9;2007/'08;
3191;Males and females;11;9;2008/'09;
3192;Males and females;11;10;1995/'96;
3193;Males and females;11;10;1996/'97;
3194;Males and females;11;10;1997/'98;
3195;Males and females;11;10;1998/'99;
3196;Males and females;11;10;1999/'00;
3197;Males and females;11;10;2000/'01;
3198;Males and females;11;10;2001/'02;
3199;Males and females;11;10;2002/'03;
3200;Males and females;11;10;2003/'04;
3201;Males and females;11;10;2004/'05;
3202;Males and females;11;10;2005/'06;
3203;Males and females;11;10;2006/'07;
3204;Males and females;11;10;2007/'08;
3205;Males and females;11;10;2008/'09;
3206;Males and females;11;11;1995/'96;8820.0
3207;Males and females;11;11;1996/'97;5265.0
3208;Males and females;11;11;1997/'98;1197.0
3209;Males and females;11;11;1998/'99;2075.0
3210;Males and females;11;11;1999/'00;3114.0
3211;Males and females;11;11;2000/'01;2673.0
3212;Males and females;11;11;2001/'02;1790.0
3213;Males and females;11;11;2002/'03;2059.0
3214;Males and females;11;11;2003/'04;567.0
3215;Males and females;11;11;2004/'05;1365.0
3216;Males and females;11;11;2005/'06;629.0
3217;Males and females;11;11;2006/'07;731.0
3218;Males and females;11;11;2007/'08;676.0
3219;Males and females;11;11;2008/'09;650.0
3220;Males and females;11;12;1995/'96;
3221;Males and females;11;12;1996/'97;
3222;Males and females;11;12;1997/'98;
3223;Males and females;11;12;1998/'99;
3224;Males and females;11;12;1999/'00;
3225;Males and females;11;12;2000/'01;
3226;Males and females;11;12;2001/'02;
3227;Males and females;11;12;2002/'03;
3228;Males and females;11;12;2003/'04;
3229;Males and females;11;12;2004/'05;
3230;Males and females;11;12;2005/'06;
3231;Males and females;11;12;2006/'07;
3232;Males and females;11;12;2007/'08;
3233;Males and females;11;12;2008/'09;
3234;Males and females;11;13;1995/'96;
3235;Males and females;11;13;1996/'97;
3236;Males and females;11;13;1997/'98;
3237;Males and females;11;13;1998/'99;
3238;Males and females;11;13;1999/'00;
3239;Males and females;11;13;2000/'01;
3240;Males and females;11;13;2001/'02;
3241;Males and females;11;13;2002/'03;
3242;Males and females;11;13;2003/'04;
3243;Males and females;11;13;2004/'05;
3244;Males and females;11;13;2005/'06;
3245;Males and females;11;13;2006/'07;
3246;Males and females;11;13;2007/'08;
3247;Males and females;11;13;2008/'09;
3248;Males and females;11;14;1995/'96;
3249;Males and females;11;14;1996/'97;
3250;Males and females;11;14;1997/'98;
3251;Males and females;11;14;1998/'99;
3252;Males and females;11;14;1999/'00;
3253;Males and females;11;14;2000/'01;
3254;Males and females;11;14;2001/'02;
3255;Males and females;11;14;2002/'03;
3256;Males and females;11;14;2003/'04;
3257;Males and females;11;14;2004/'05;
3258;Males and females;11;14;2005/'06;
3259;Males and females;11;14;2006/'07;
3260;Males and females;11;14;2007/'08;
3261;Males and females;11;14;2008/'09;
3262;Males and females;11;15;1995/'96;
3263;Males and females;11;15;1996/'97;
3264;Males and females;11;15;1997/'98;
3265;Males and females;11;15;1998/'99;
3266;Males and females;11;15;1999/'00;
3267;Males and females;11;15;2000/'01;
3268;Males and females;11;15;2001/'02;
3269;Males and females;11;15;2002/'03;
3270;Males and females;11;15;2003/'04;
3271;Males and females;11;15;2004/'05;
3272;Males and females;11;15;2005/'06;
3273;Males and females;11;15;2006/'07;
3274;Males and females;11;15;2007/'08;
3275;Males and females;11;15;2008/'09;
3276;Males and females;11;16;1995/'96;1024.0
3277;Males and females;11;16;1996/'97;892.0
3278;Males and females;11;16;1997/'98;105.0
3279;Males and females;11;16;1998/'99;930.0
3280;Males and females;11;16;1999/'00;738.0
3281;Males and females;11;16;2000/'01;856.0
3282;Males and females;11;16;2001/'02;83.0
3283;Males and females;11;16;2002/'03;59.0
3284;Males and females;11;16;2003/'04;51.0
3285;Males and females;11;16;2004/'05;39.0
3286;Males and females;11;16;2005/'06;148.0
3287;Males and females;11;16;2006/'07;132.0
3288;Males and females;11;16;2007/'08;133.0
3289;Males and females;11;16;2008/'09;120.0
3290;Males and females;11;17;1995/'96;58.0
3291;Males and females;11;17;1996/'97;49.0
3292;Males and females;11;17;1997/'98;20.0
3293;Males and females;11;17;1998/'99;187.0
3294;Males and females;11;17;1999/'00;192.0
3295;Males and females;11;17;2000/'01;289.0
3296;Males and females;11;17;2001/'02;28.0
3297;Males and females;11;17;2002/'03;21.0
3298;Males and females;11;17;2003/'04;24.0
3299;Males and females;11;17;2004/'05;6.0
3300;Males and females;11;17;2005/'06;1.0
3301;Males and females;11;17;2006/'07;
3302;Males and females;11;17;2007/'08;1.0
3303;Males and females;11;17;2008/'09;3.0
3304;Males and females;11;18;1995/'96;477.0
3305;Males and females;11;18;1996/'97;617.0
3306;Males and females;11;18;1997/'98;86.0
3307;Males and females;11;18;1998/'99;640.0
3308;Males and females;11;18;1999/'00;461.0
3309;Males and females;11;18;2000/'01;450.0
3310;Males and females;11;18;2001/'02;34.0
3311;Males and females;11;18;2002/'03;23.0
3312;Males and females;11;18;2003/'04;22.0
3313;Males and females;11;18;2004/'05;14.0
3314;Males and females;11;18;2005/'06;33.0
3315;Males and females;11;18;2006/'07;55.0
3316;Males and females;11;18;2007/'08;30.0
3317;Males and females;11;18;2008/'09;34.0
3318;Males and females;11;19;1995/'96;
3319;Males and females;11;19;1996/'97;
3320;Males and females;11;19;1997/'98;
3321;Males and females;11;19;1998/'99;
3322;Males and females;11;19;1999/'00;
3323;Males and females;11;19;2000/'01;
3324;Males and females;11;19;2001/'02;
3325;Males and females;11;19;2002/'03;
3326;Males and females;11;19;2003/'04;
3327;Males and females;11;19;2004/'05;
3328;Males and females;11;19;2005/'06;
3329;Males and females;11;19;2006/'07;
3330;Males and females;11;19;2007/'08;
3331;Males and females;11;19;2008/'09;
3332;Males and females;11;20;1995/'96;
3333;Males and females;11;20;1996/'97;
3334;Males and females;11;20;1997/'98;
3335;Males and females;11;20;1998/'99;
3336;Males and females;11;20;1999/'00;
3337;Males and females;11;20;2000/'01;
3338;Males and females;11;20;2001/'02;
3339;Males and females;11;20;2002/'03;
3340;Males and females;11;20;2003/'04;
3341;Males and females;11;20;2004/'05;
3342;Males and females;11;20;2005/'06;
3343;Males and females;11;20;2006/'07;
3344;Males and females;11;20;2007/'08;
3345;Males and females;11;20;2008/'09;
3346;Males and females;11;21;1995/'96;
3347;Males and females;11;21;1996/'97;
3348;Males and females;11;21;1997/'98;
3349;Males and females;11;21;1998/'99;
3350;Males and females;11;21;1999/'00;
3351;Males and females;11;21;2000/'01;
3352;Males and females;11;21;2001/'02;
3353;Males and females;11;21;2002/'03;
3354;Males and females;11;21;2003/'04;
3355;Males and females;11;21;2004/'05;
3356;Males and females;11;21;2005/'06;
3357;Males and females;11;21;2006/'07;
3358;Males and females;11;21;2007/'08;
3359;Males and females;11;21;2008/'09;
3360;Males and females;11;22;1995/'96;
3361;Males and females;11;22;1996/'97;
3362;Males and females;11;22;1997/'98;
3363;Males and females;11;22;1998/'99;
3364;Males and females;11;22;1999/'00;
3365;Males and females;11;22;2000/'01;
3366;Males and females;11;22;2001/'02;
3367;Males and females;11;22;2002/'03;
3368;Males and females;11;22;2003/'04;
3369;Males and females;11;22;2004/'05;
3370;Males and females;11;22;2005/'06;
3371;Males and females;11;22;2006/'07;
3372;Males and females;11;22;2007/'08;
3373;Males and females;11;22;2008/'09;
3374;Males and females;11;2;1995/'96;10806.0
3375;Males and females;11;2;1996/'97;10996.0
3376;Males and females;11;2;1997/'98;12622.0
3377;Males and females;11;2;1998/'99;6923.0
3378;Males and females;11;2;1999/'00;5141.0
3379;Males and females;11;2;2000/'01;4977.0
3380;Males and females;11;2;2001/'02;5760.0
3381;Males and females;11;2;2002/'03;3017.0
3382;Males and females;11;2;2003/'04;3272.0
3383;Males and females;11;2;2004/'05;1034.0
3384;Males and females;11;2;2005/'06;1333.0
3385;Males and females;11;2;2006/'07;958.0
3386;Males and females;11;2;2007/'08;880.0
3387;Males and females;11;2;2008/'09;753.0
3388;Males and females;12;1;1995/'96;1556.0
3389;Males and females;12;1;1996/'97;1545.0
3390;Males and females;12;1;1997/'98;1345.0
3391;Males and females;12;1;1998/'99;1196.0
3392;Males and females;12;1;1999/'00;1164.0
3393;Males and females;12;1;2000/'01;1133.0
3394;Males and females;12;1;2001/'02;1102.0
3395;Males and females;12;1;2002/'03;1636.0
3396;Males and females;12;1;2003/'04;904.0
3397;Males and females;12;1;2004/'05;1117.0
3398;Males and females;12;1;2005/'06;1109.0
3399;Males and females;12;1;2006/'07;906.0
3400;Males and females;12;1;2007/'08;1056.0
3401;Males and females;12;1;2008/'09;988.0
3402;Males and females;12;3;1995/'96;743.0
3403;Males and females;12;3;1996/'97;731.0
3404;Males and females;12;3;1997/'98;733.0
3405;Males and females;12;3;1998/'99;661.0
3406;Males and females;12;3;1999/'00;654.0
3407;Males and females;12;3;2000/'01;682.0
3408;Males and females;12;3;2001/'02;664.0
3409;Males and females;12;3;2002/'03;1073.0
3410;Males and females;12;3;2003/'04;227.0
3411;Males and females;12;3;2004/'05;415.0
3412;Males and females;12;3;2005/'06;591.0
3413;Males and females;12;3;2006/'07;521.0
3414;Males and females;12;3;2007/'08;648.0
3415;Males and females;12;3;2008/'09;646.0
3416;Males and females;12;4;1995/'96;
3417;Males and females;12;4;1996/'97;
3418;Males and females;12;4;1997/'98;
3419;Males and females;12;4;1998/'99;
3420;Males and females;12;4;1999/'00;
3421;Males and females;12;4;2000/'01;
3422;Males and females;12;4;2001/'02;
3423;Males and females;12;4;2002/'03;
3424;Males and females;12;4;2003/'04;
3425;Males and females;12;4;2004/'05;
3426;Males and females;12;4;2005/'06;
3427;Males and females;12;4;2006/'07;
3428;Males and females;12;4;2007/'08;
3429;Males and females;12;4;2008/'09;
3430;Males and females;12;5;1995/'96;
3431;Males and females;12;5;1996/'97;
3432;Males and females;12;5;1997/'98;
3433;Males and females;12;5;1998/'99;
3434;Males and females;12;5;1999/'00;
3435;Males and females;12;5;2000/'01;
3436;Males and females;12;5;2001/'02;
3437;Males and females;12;5;2002/'03;
3438;Males and females;12;5;2003/'04;
3439;Males and females;12;5;2004/'05;
3440;Males and females;12;5;2005/'06;
3441;Males and females;12;5;2006/'07;
3442;Males and females;12;5;2007/'08;
3443;Males and females;12;5;2008/'09;
3444;Males and females;12;6;1995/'96;
3445;Males and females;12;6;1996/'97;
3446;Males and females;12;6;1997/'98;
3447;Males and females;12;6;1998/'99;
3448;Males and females;12;6;1999/'00;
3449;Males and females;12;6;2000/'01;
3450;Males and females;12;6;2001/'02;
3451;Males and females;12;6;2002/'03;
3452;Males and females;12;6;2003/'04;
3453;Males and females;12;6;2004/'05;
3454;Males and females;12;6;2005/'06;
3455;Males and females;12;6;2006/'07;
3456;Males and females;12;6;2007/'08;
3457;Males and females;12;6;2008/'09;
3458;Males and females;12;7;1995/'96;
3459;Males and females;12;7;1996/'97;
3460;Males and females;12;7;1997/'98;
3461;Males and females;12;7;1998/'99;
3462;Males and females;12;7;1999/'00;
3463;Males and females;12;7;2000/'01;
3464;Males and females;12;7;2001/'02;
3465;Males and females;12;7;2002/'03;
3466;Males and females;12;7;2003/'04;
3467;Males and females;12;7;2004/'05;
3468;Males and females;12;7;2005/'06;
3469;Males and females;12;7;2006/'07;
3470;Males and females;12;7;2007/'08;
3471;Males and females;12;7;2008/'09;
3472;Males and females;12;8;1995/'96;
3473;Males and females;12;8;1996/'97;
