ID;RegioS;Perioden;BbpMarktprijzen_1;BbpPerInwoner_2;ToegevoegdeWaardeBrutoBasisprijzen_3;BeloningVanWerknemers_4;ArbeidsvolumeWerkzamePersonen_5;ArbeidsvolumeWerknemers_6
64;Oost-Nederland (LD);2008;105366;30180.0;93625;55634;1366.1;1189.2
65;Oost-Nederland (LD);2009;103140;29397.0;91916;56653;1354.3;1179.0
66;Oost-Nederland (LD);2010;104456;29640.0;93300;57079;1348.82728;1171.99001
67;Oost-Nederland (LD);2011;106486;30102.0;95389;58090;1355.62842;1176.52791
68;West-Nederland (LD);1995;153531;21239.0;138656;80230;;2479.3
69;West-Nederland (LD);1996;160602;22142.0;144190;83625;;2539.0
70;West-Nederland (LD);1997;172062;23618.0;154115;88782;;2630.0
71;West-Nederland (LD);1998;184199;25138.0;164666;95612;;2725.2
72;West-Nederland (LD);1999;196473;26646.0;175178;102552;;2811.5
73;West-Nederland (LD);2000;210984;28427.0;188498;110073;;2871.8
74;West-Nederland (LD);2001;225207;30131.0;199969;117978;3291.9;2938.4
75;West-Nederland (LD);2002;236560;31449.0;210708;123988;3276.8;2928.4
76;West-Nederland (LD);2003;242295;32041.0;216036;126877;3228.1;2878.9
77;West-Nederland (LD);2004;249941;32910.0;222305;129613;3190.3;2835.5
78;West-Nederland (LD);2005;261552;34337.0;232399;131580;3187.7;2824.9
79;West-Nederland (LD);2006;271614;35587.0;240841;136771;3246.8;2875.9
80;West-Nederland (LD);2007;288261;37659.0;255933;144753;3315.0;2935.6
81;West-Nederland (LD);2008;296353;38514.0;263331;151666;3366.0;2987.9
82;West-Nederland (LD);2009;288888;37283.0;257449;154048;3344.2;2963.0
83;West-Nederland (LD);2010;295722;37896.0;264139;154735;3311.18239;2925.56107
84;West-Nederland (LD);2011;299652;38146.0;268424;157653;3324.39928;2929.94141
85;Zuid-Nederland (LD);1995;64129;18778.0;57916;32878;;1081.5
86;Zuid-Nederland (LD);1996;67216;19584.0;60347;34176;;1103.7
87;Zuid-Nederland (LD);1997;72385;20989.0;64835;36112;;1143.1
88;Zuid-Nederland (LD);1998;76642;22106.0;68515;38729;;1185.7
89;Zuid-Nederland (LD);1999;82848;23758.0;73868;41513;;1222.2
90;Zuid-Nederland (LD);2000;89577;25539.0;80030;44600;;1249.2
91;Zuid-Nederland (LD);2001;94922;26920.0;84285;47721;1436.3;1266.1
92;Zuid-Nederland (LD);2002;98026;27704.0;87313;50105;1431.2;1262.5
93;Zuid-Nederland (LD);2003;99862;28176.0;89039;51666;1414.1;1245.6
94;Zuid-Nederland (LD);2004;103124;29072.0;91722;52872;1403.3;1233.2
95;Zuid-Nederland (LD);2005;107057;30174.0;95124;53366;1394.9;1222.8
96;Zuid-Nederland (LD);2006;112482;31709.0;99738;55772;1419.3;1244.1
97;Zuid-Nederland (LD);2007;118988;33540.0;105644;58831;1452.6;1275.0
98;Zuid-Nederland (LD);2008;122588;34504.0;108928;62270;1478.6;1302.3
99;Zuid-Nederland (LD);2009;118224;33190.0;105358;62477;1452.0;1275.7
100;Zuid-Nederland (LD);2010;122537;34306.0;109450;63349;1452.59777;1275.52196
101;Zuid-Nederland (LD);2011;125594;35064.0;112505;64715;1462.70915;1282.18307
102;Groningen (PV);1995;13445;24092.0;12142;5164;;171.1
103;Groningen (PV);1996;14657;26261.0;13159;5283;;172.2
104;Groningen (PV);1997;15054;26978.0;13484;5552;;176.1
105;Groningen (PV);1998;14622;26156.0;13071;5861;;179.1
106;Groningen (PV);1999;14586;25985.0;13005;6256;;183.0
107;Groningen (PV);2000;16466;29165.0;14711;6674;;186.1
108;Groningen (PV);2001;18401;32369.0;16339;7135;211.1;185.8
109;Groningen (PV);2002;18881;33025.0;16818;7515;211.2;186.1
110;Groningen (PV);2003;19836;34576.0;17686;7804;211.6;186.3
111;Groningen (PV);2004;20309;35336.0;18063;7971;208.7;183.2
112;Groningen (PV);2005;21991;38275.0;19540;8011;208.8;182.6
113;Groningen (PV);2006;24808;43232.0;21997;8221;208.0;181.5
114;Groningen (PV);2007;24619;42925.0;21858;8537;208.9;182.5
115;Groningen (PV);2008;29822;51975.0;26499;8895;210.1;184.9
116;Groningen (PV);2009;26203;45540.0;23351;9093;207.8;182.9
117;Groningen (PV);2010;27761;48041.0;24796;8996;205.277651;179.942696
118;Groningen (PV);2011;29216;50376.0;26171;9133;205.898705;179.992597
119;Friesland (PV);1995;10088;16517.0;9111;4874;;165.4
120;Friesland (PV);1996;10412;16970.0;9348;5013;;169.0
121;Friesland (PV);1997;11062;17941.0;9908;5243;;171.8
122;Friesland (PV);1998;11791;19029.0;10541;5661;;178.7
123;Friesland (PV);1999;12283;19721.0;10952;6075;;185.6
124;Friesland (PV);2000;13451;21434.0;12017;6505;;189.4
125;Friesland (PV);2001;14537;22952.0;12908;7022;227.0;190.5
126;Friesland (PV);2002;14713;23061.0;13105;7320;227.9;191.6
127;Friesland (PV);2003;15262;23812.0;13608;7613;228.1;191.5
128;Friesland (PV);2004;15377;23933.0;13677;7797;227.0;190.1
129;Friesland (PV);2005;16193;25199.0;14388;7946;228.5;191.0
130;Friesland (PV);2006;16917;26341.0;15000;8180;228.0;190.2
131;Friesland (PV);2007;18018;28034.0;15997;8655;232.2;195.1
132;Friesland (PV);2008;18563;28825.0;16495;8964;232.9;196.0
133;Friesland (PV);2009;18012;27902.0;16052;9063;228.5;191.9
134;Friesland (PV);2010;18343;28360.0;16384;9278;230.68876;194.493892
135;Friesland (PV);2011;18827;29088.0;16865;9347;230.665708;193.383807
136;Drenthe (PV);1995;7759;17011.0;7007;3706;;125.9
137;Drenthe (PV);1996;8003;17433.0;7185;3845;;129.0
138;Drenthe (PV);1997;8501;18368.0;7614;4083;;133.8
139;Drenthe (PV);1998;8740;18760.0;7813;4304;;136.5
140;Drenthe (PV);1999;9093;19410.0;8107;4539;;138.5
141;Drenthe (PV);2000;9874;20913.0;8822;4808;;140.5
142;Drenthe (PV);2001;10622;22285.0;9432;5193;167.8;143.3
143;Drenthe (PV);2002;10943;22796.0;9747;5564;170.3;145.8
144;Drenthe (PV);2003;11125;23088.0;9919;5686;166.9;142.2
145;Drenthe (PV);2004;11185;23162.0;9948;5804;165.6;140.7
146;Drenthe (PV);2005;11859;24505.0;10537;5843;165.6;140.3
147;Drenthe (PV);2006;12297;25337.0;10904;6031;166.3;140.6
148;Drenthe (PV);2007;13225;27147.0;11742;6402;168.9;142.9
149;Drenthe (PV);2008;13621;27853.0;12103;6856;173.2;147.5
150;Drenthe (PV);2009;12881;26263.0;11479;6712;167.0;141.5
151;Drenthe (PV);2010;12888;26239.0;11512;6607;165.146395;139.348834
152;Drenthe (PV);2011;13481;27450.0;12076;6832;168.159572;142.244343
153;Overijssel (PV);1995;18116;17218.0;16361;9673;;331.5
154;Overijssel (PV);1996;18890;17889.0;16960;9930;;335.7
155;Overijssel (PV);1997;19960;18817.0;17878;10258;;336.2
156;Overijssel (PV);1998;21214;19882.0;18964;11097;;351.3
157;Overijssel (PV);1999;22715;21150.0;20253;11907;;361.7
158;Overijssel (PV);2000;24614;22750.0;21991;12848;;371.4
159;Overijssel (PV);2001;26347;24168.0;23394;13873;429.8;374.8
160;Overijssel (PV);2002;27164;24754.0;24195;14543;430.9;377.2
161;Overijssel (PV);2003;27980;25365.0;24948;15129;428.0;374.5
162;Overijssel (PV);2004;28644;25864.0;25477;15400;423.0;368.8
163;Overijssel (PV);2005;29762;26777.0;26445;15634;425.0;370.2
164;Overijssel (PV);2006;31203;27986.0;27668;16189;429.7;374.3
165;Overijssel (PV);2007;33287;29769.0;29554;17205;440.4;384.8
166;Overijssel (PV);2008;35016;31188.0;31114;18070;445.1;390.3
167;Overijssel (PV);2009;34532;30616.0;30774;18753;447.8;393.4
168;Overijssel (PV);2010;34983;30893.0;31247;18879;445.438488;390.782101
169;Overijssel (PV);2011;35705;31429.0;31984;19243;448.832858;393.664794
170;Flevoland (PV);1995;3964;14814.0;3580;1919;;66.2
171;Flevoland (PV);1996;4142;14946.0;3719;2008;;67.4
172;Flevoland (PV);1997;4591;15975.0;4112;2199;;71.6
173;Flevoland (PV);1998;4983;16618.0;4455;2400;;75.5
174;Flevoland (PV);1999;5594;17940.0;4988;2697;;82.0
175;Flevoland (PV);2000;6072;18795.0;5425;2974;;85.8
176;Flevoland (PV);2001;6780;20218.0;6020;3332;106.2;90.3
177;Flevoland (PV);2002;7159;20650.0;6377;3502;106.2;90.3
178;Flevoland (PV);2003;7723;21706.0;6886;3713;107.9;91.9
179;Flevoland (PV);2004;8028;22122.0;7140;3894;109.2;92.9
180;Flevoland (PV);2005;8435;22906.0;7495;4028;111.2;94.1
181;Flevoland (PV);2006;9372;25156.0;8310;4275;115.0;97.7
182;Flevoland (PV);2007;10127;26893.0;8991;4652;120.8;102.7
183;Flevoland (PV);2008;10151;26639.0;9020;4945;123.1;105.2
184;Flevoland (PV);2009;9615;24932.0;8569;4985;121.7;103.9
185;Flevoland (PV);2010;10057;25792.0;8983;5072;122.214473;104.305051
186;Flevoland (PV);2011;10292;26137.0;9219;5130;122.353234;103.949907
187;Gelderland (PV);1995;31535;16859.0;28480;17082;;573.6
188;Gelderland (PV);1996;32917;17498.0;29553;17646;;584.0
189;Gelderland (PV);1997;35415;18727.0;31721;18699;;601.8
190;Gelderland (PV);1998;37529;19739.0;33549;20079;;620.0
191;Gelderland (PV);1999;39782;20796.0;35470;21492;;638.0
192;Gelderland (PV);2000;42838;22233.0;38272;23008;;650.5
193;Gelderland (PV);2001;45929;23653.0;40782;24810;761.2;663.9
194;Gelderland (PV);2002;47482;24290.0;42293;25946;759.7;663.1
195;Gelderland (PV);2003;48716;24808.0;43436;26911;757.2;660.1
196;Gelderland (PV);2004;49659;25214.0;44168;27304;747.6;649.6
197;Gelderland (PV);2005;51376;26028.0;45650;27770;751.0;651.2
198;Gelderland (PV);2006;54795;27711.0;48587;29075;764.1;662.7
199;Gelderland (PV);2007;58162;29353.0;51639;30847;783.9;681.2
200;Gelderland (PV);2008;60198;30289.0;53490;32618;797.9;693.7
201;Gelderland (PV);2009;58993;29570.0;52573;32916;784.8;681.7
202;Gelderland (PV);2010;59414;29680.0;53069;33128;781.174314;676.902858
203;Gelderland (PV);2011;60490;30129.0;54186;33717;784.442331;678.913209
204;Utrecht (PV);1995;24823;23264.0;22418;13447;;408.8
205;Utrecht (PV);1996;26492;24644.0;23785;14186;;423.9
206;Utrecht (PV);1997;28282;26095.0;25332;14912;;435.3
207;Utrecht (PV);1998;30931;28282.0;27651;16393;;457.9
208;Utrecht (PV);1999;33940;30762.0;30261;17808;;478.0
209;Utrecht (PV);2000;36252;32573.0;32388;19018;;486.0
210;Utrecht (PV);2001;39454;35112.0;35033;20612;557.4;505.0
211;Utrecht (PV);2002;40732;35541.0;36281;21668;552.2;500.1
212;Utrecht (PV);2003;41218;35618.0;36751;21943;538.3;485.5
213;Utrecht (PV);2004;42356;36302.0;37673;22214;528.7;474.9
214;Utrecht (PV);2005;44098;37509.0;39183;22575;530.7;475.1
215;Utrecht (PV);2006;45951;38767.0;40745;23589;544.7;487.8
216;Utrecht (PV);2007;48875;40866.0;43394;25196;560.5;501.7
217;Utrecht (PV);2008;50179;41604.0;44588;26108;566.3;507.0
218;Utrecht (PV);2009;50950;41903.0;45405;26960;570.2;510.8
219;Utrecht (PV);2010;51151;41761.0;45688;27265;565.234666;504.791923
220;Utrecht (PV);2011;52096;42253.0;46667;27942;569.906545;508.121014
221;Noord-Holland (PV);1995;55376;22456.0;50011;29209;;890.8
222;Noord-Holland (PV);1996;57815;23392.0;51907;30478;;913.0
223;Noord-Holland (PV);1997;62516;25204.0;55995;32475;;951.2
224;Noord-Holland (PV);1998;66569;26685.0;59510;35104;;992.1
225;Noord-Holland (PV);1999;70926;28249.0;63239;37598;;1021.9
226;Noord-Holland (PV);2000;75802;30003.0;67723;40493;;1045.6
227;Noord-Holland (PV);2001;79872;31414.0;70921;43094;1182.7;1049.9
228;Noord-Holland (PV);2002;86351;33648.0;76914;45519;1178.0;1046.8
229;Noord-Holland (PV);2003;88397;34260.0;78817;46737;1164.3;1032.9
230;Noord-Holland (PV);2004;91578;35315.0;81452;48073;1157.1;1022.1
231;Noord-Holland (PV);2005;95350;36633.0;84722;48623;1154.1;1015.6
232;Noord-Holland (PV);2006;98562;37766.0;87395;50747;1178.7;1037.0
233;Noord-Holland (PV);2007;103467;39497.0;91863;53448;1199.7;1054.9
234;Noord-Holland (PV);2008;106571;40424.0;94696;55904;1214.2;1072.0
235;Noord-Holland (PV);2009;104530;39330.0;93154;56593;1208.3;1063.7
236;Noord-Holland (PV);2010;108285;40401.0;96720;57062;1196.79572;1050.24975
237;Noord-Holland (PV);2011;109282;40465.0;97893;58397;1206.51176;1056.04144
238;Zuid-Holland (PV);1995;66369;19937.0;59939;34519;;1075.9
239;Zuid-Holland (PV);1996;69262;20745.0;62184;35817;;1097.5
240;Zuid-Holland (PV);1997;74079;22101.0;66352;38079;;1138.0
241;Zuid-Holland (PV);1998;79198;23509.0;70800;40638;;1168.3
242;Zuid-Holland (PV);1999;83818;24738.0;74733;43457;;1203.2
243;Zuid-Holland (PV);2000;90513;26549.0;80866;46655;;1230.2
244;Zuid-Holland (PV);2001;96982;28259.0;86114;50095;1416.2;1269.7
245;Zuid-Holland (PV);2002;99787;29076.0;88882;52335;1407.5;1263.7
246;Zuid-Holland (PV);2003;102575;29767.0;91458;53493;1388.0;1244.3
247;Zuid-Holland (PV);2004;105670;30583.0;93986;54555;1368.9;1224.4
248;Zuid-Holland (PV);2005;111529;32247.0;99098;55617;1368.7;1221.6
249;Zuid-Holland (PV);2006;116096;33583.0;102943;57545;1391.0;1240.6
250;Zuid-Holland (PV);2007;123781;35793.0;109899;60959;1419.3;1265.6
251;Zuid-Holland (PV);2008;126774;36519.0;112648;64189;1448.4;1294.1
252;Zuid-Holland (PV);2009;121355;34736.0;108148;64946;1429.3;1274.0
253;Zuid-Holland (PV);2010;123372;35079.0;110196;64807;1412.1329;1255.48322
254;Zuid-Holland (PV);2011;125187;35360.0;112141;65627;1410.80608;1250.38256
255;Zeeland (PV);1995;6963;18992.0;6288;3055;;103.7
256;Zeeland (PV);1996;7032;19113.0;6313;3144;;104.6
257;Zeeland (PV);1997;7186;19463.0;6436;3316;;105.5
258;Zeeland (PV);1998;7499;20254.0;6704;3476;;106.9
259;Zeeland (PV);1999;7789;20983.0;6945;3689;;108.5
260;Zeeland (PV);2000;8418;22545.0;7521;3906;;110.0
261;Zeeland (PV);2001;8899;23663.0;7902;4176;135.6;113.8
262;Zeeland (PV);2002;9691;25652.0;8632;4466;139.2;117.8
263;Zeeland (PV);2003;10104;26682.0;9009;4703;137.6;116.3
264;Zeeland (PV);2004;10337;27238.0;9194;4771;135.6;114.1
265;Zeeland (PV);2005;10575;27822.0;9396;4764;134.3;112.6
266;Zeeland (PV);2006;11005;28934.0;9758;4890;132.5;110.5
267;Zeeland (PV);2007;12139;31900.0;10778;5151;135.5;113.4
268;Zeeland (PV);2008;12828;33690.0;11399;5465;137.0;114.9
269;Zeeland (PV);2009;12053;31618.0;10741;5548;136.4;114.5
270;Zeeland (PV);2010;12914;33854.0;11535;5601;137.019108;115.036174
271;Zeeland (PV);2011;13088;34309.0;11724;5688;137.17489;115.396401
272;Noord-Brabant (PV);1995;44530;19502.0;40216;22773;;743.0
273;Noord-Brabant (PV);1996;46954;20439.0;42156;23720;;760.5
274;Noord-Brabant (PV);1997;50501;21846.0;45233;25099;;790.0
275;Noord-Brabant (PV);1998;53210;22852.0;47567;26993;;820.3
276;Noord-Brabant (PV);1999;57720;24595.0;51464;29032;;849.5
277;Noord-Brabant (PV);2000;62960;26615.0;56250;31348;;871.9
278;Noord-Brabant (PV);2001;66722;27998.0;59245;33603;1003.8;885.1
279;Noord-Brabant (PV);2002;68563;28620.0;61070;35383;1001.8;883.9
280;Noord-Brabant (PV);2003;70034;29137.0;62444;36580;989.8;871.7
281;Noord-Brabant (PV);2004;72259;29993.0;64269;37484;983.3;863.5
282;Noord-Brabant (PV);2005;75615;31328.0;67187;37961;982.2;860.5
283;Noord-Brabant (PV);2006;79624;32937.0;70603;40009;1006.1;882.2
284;Noord-Brabant (PV);2007;83872;34630.0;74466;42154;1028.8;902.9
285;Noord-Brabant (PV);2008;86817;35732.0;77143;44597;1048.0;922.1
286;Noord-Brabant (PV);2009;84169;34504.0;75009;44721;1030.8;905.0
287;Noord-Brabant (PV);2010;87328;35656.0;78001;45350;1030.13444;903.768205
288;Noord-Brabant (PV);2011;89539;36414.0;80208;46392;1037.62848;908.345716
289;Limburg (PV);1995;19599;17316.0;17700;10105;;338.5
290;Limburg (PV);1996;20260;17852.0;18190;10456;;343.2
291;Limburg (PV);1997;21885;19247.0;19602;11013;;353.1
292;Limburg (PV);1998;23433;20580.0;20948;11736;;365.4
293;Limburg (PV);1999;25126;22036.0;22403;12481;;372.8
294;Limburg (PV);2000;26617;23308.0;23780;13252;;377.3
295;Limburg (PV);2001;28200;24672.0;25040;14118;432.5;381.0
296;Limburg (PV);2002;29463;25786.0;26243;14723;429.4;378.6
297;Limburg (PV);2003;29828;26150.0;26595;15086;424.3;373.9
298;Limburg (PV);2004;30866;27123.0;27453;15389;420.0;369.6
299;Limburg (PV);2005;31442;27718.0;27937;15405;412.8;362.3
300;Limburg (PV);2006;32858;29081.0;29135;15763;413.2;362.0
301;Limburg (PV);2007;35117;31194.0;31179;16677;423.9;372.0
302;Limburg (PV);2008;35770;31848.0;31784;17673;430.6;380.2
303;Limburg (PV);2009;34055;30334.0;30349;17756;421.2;370.8
304;Limburg (PV);2010;35209;31362.0;31449;17999;422.463327;371.753754
305;Limburg (PV);2011;36055;32111.0;32298;18323;425.080666;373.837354
306;Oost-Groningen (CR);1995;1899;12503.0;1715;1020;;36.4
307;Oost-Groningen (CR);1996;2006;13172.0;1801;1046;;36.6
308;Oost-Groningen (CR);1997;2155;14126.0;1930;1117;;38.1
309;Oost-Groningen (CR);1998;2216;14522.0;1981;1162;;38.4
310;Oost-Groningen (CR);1999;2356;15417.0;2101;1247;;39.1
311;Oost-Groningen (CR);2000;2488;16203.0;2223;1303;;39.0
312;Oost-Groningen (CR);2001;2545;16492.0;2260;1358;44.4;37.7
313;Oost-Groningen (CR);2002;2624;16970.0;2337;1444;44.9;38.3
314;Oost-Groningen (CR);2003;2687;17379.0;2396;1515;45.6;39.1
315;Oost-Groningen (CR);2004;2653;17201.0;2360;1505;44.3;37.6
316;Oost-Groningen (CR);2005;2756;17885.0;2449;1519;44.6;37.9
317;Oost-Groningen (CR);2006;2833;18389.0;2512;1527;43.7;36.9
318;Oost-Groningen (CR);2007;3028;19732.0;2688;1604;44.3;37.4
319;Oost-Groningen (CR);2008;3060;20050.0;2719;1625;43.4;37.0
320;Oost-Groningen (CR);2009;2934;19294.0;2615;1637;42.3;36.1
321;Oost-Groningen (CR);2010;2859;18841.0;2554;1588;41.591136;35.0387046
322;Oost-Groningen (CR);2011;2910;19254.0;2607;1611;41.6568254;35.1055287
323;Delfzijl en omgeving (CR);1995;1263;23289.0;1141;448;;14.4
324;Delfzijl en omgeving (CR);1996;1322;24439.0;1187;463;;14.6
325;Delfzijl en omgeving (CR);1997;1304;24315.0;1168;497;;14.6
326;Delfzijl en omgeving (CR);1998;1283;24158.0;1147;502;;14.3
327;Delfzijl en omgeving (CR);1999;1334;25342.0;1189;524;;14.5
328;Delfzijl en omgeving (CR);2000;1471;28071.0;1314;558;;14.7
329;Delfzijl en omgeving (CR);2001;1354;25796.0;1202;543;15.7;13.5
330;Delfzijl en omgeving (CR);2002;1490;28350.0;1327;566;15.9;13.7
331;Delfzijl en omgeving (CR);2003;1593;30371.0;1420;587;15.9;13.6
332;Delfzijl en omgeving (CR);2004;1547;29694.0;1376;588;15.5;13.2
333;Delfzijl en omgeving (CR);2005;1607;31170.0;1428;595;16.5;14.2
334;Delfzijl en omgeving (CR);2006;1727;33912.0;1531;588;15.4;13.1
335;Delfzijl en omgeving (CR);2007;1780;35320.0;1580;623;15.7;13.5
336;Delfzijl en omgeving (CR);2008;1756;35272.0;1560;658;15.7;13.5
337;Delfzijl en omgeving (CR);2009;1827;37085.0;1628;684;15.7;13.5
338;Delfzijl en omgeving (CR);2010;1713;34868.0;1530;690;15.6627365;13.5557269
339;Delfzijl en omgeving (CR);2011;1634;33401.0;1464;726;16.2311811;14.113
340;Overig Groningen (CR);1995;10282;29217.0;9286;3697;;120.4
341;Overig Groningen (CR);1996;11329;32208.0;10171;3774;;121.0
342;Overig Groningen (CR);1997;11596;32954.0;10386;3938;;123.3
343;Overig Groningen (CR);1998;11121;31479.0;9942;4197;;126.4
344;Overig Groningen (CR);1999;10895;30616.0;9714;4485;;129.4
345;Overig Groningen (CR);2000;12508;34879.0;11175;4813;;132.5
346;Overig Groningen (CR);2001;14502;40097.0;12877;5234;150.9;134.5
347;Overig Groningen (CR);2002;14768;40506.0;13154;5504;150.4;134.1
348;Overig Groningen (CR);2003;15556;42429.0;13870;5702;150.1;133.6
349;Overig Groningen (CR);2004;16108;43728.0;14327;5877;149.0;132.4
350;Overig Groningen (CR);2005;17629;47789.0;15664;5898;147.6;130.5
351;Overig Groningen (CR);2006;20249;54897.0;17955;6106;148.9;131.6
352;Overig Groningen (CR);2007;19812;53587.0;17590;6310;148.9;131.6
353;Overig Groningen (CR);2008;25006;67333.0;22220;6613;151.0;134.4
354;Overig Groningen (CR);2009;21441;57325.0;19108;6772;149.8;133.3
355;Overig Groningen (CR);2010;23189;61515.0;20712;6719;148.023779;131.348265
356;Overig Groningen (CR);2011;24670;64943.0;22099;6796;148.010699;130.774069
357;Noord-Friesland (CR);1995;5838;18240.0;5272;2779;;91.8
358;Noord-Friesland (CR);1996;5967;18572.0;5357;2839;;93.1
359;Noord-Friesland (CR);1997;6319;19618.0;5660;2966;;94.7
360;Noord-Friesland (CR);1998;6754;20945.0;6038;3189;;98.0
361;Noord-Friesland (CR);1999;6824;21126.0;6084;3358;;100.2
362;Noord-Friesland (CR);2000;7454;22969.0;6660;3534;;100.6
363;Noord-Friesland (CR);2001;8145;24894.0;7232;3804;118.7;101.1
364;Noord-Friesland (CR);2002;8274;25122.0;7370;4001;119.9;102.4
365;Noord-Friesland (CR);2003;8591;25979.0;7660;4182;121.1;103.4
366;Noord-Friesland (CR);2004;8574;25871.0;7626;4278;119.8;101.9
367;Noord-Friesland (CR);2005;9029;27248.0;8023;4364;120.2;102.0
368;Noord-Friesland (CR);2006;9345;28235.0;8286;4433;119.0;100.6
369;Noord-Friesland (CR);2007;9856;29798.0;8751;4686;121.3;103.3
370;Noord-Friesland (CR);2008;10273;31025.0;9128;4841;120.1;102.3
371;Noord-Friesland (CR);2009;10003;30151.0;8914;4894;118.6;100.8
372;Noord-Friesland (CR);2010;10114;30422.0;9034;4939;118.677342;100.798364
373;Noord-Friesland (CR);2011;10465;31443.0;9374;4987;118.826515;100.564099
374;Zuidwest-Friesland (CR);1995;1390;14239.0;1255;650;;23.1
