ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
125;58-60 Uitgeverijen, film,radio en t.v.;2017 1e kwartaal;82.6;0.0
126;58-60 Uitgeverijen, film,radio en t.v.;2017 2e kwartaal;91.3;0.4
127;58-60 Uitgeverijen, film,radio en t.v.;2017 3e kwartaal;86.3;-4.9
128;58-60 Uitgeverijen, film,radio en t.v.;2017 4e kwartaal;102.6;1.0
129;58-60 Uitgeverijen, film,radio en t.v.;2017;90.7;-0.8
130;58 Uitgeverijen;2005 1e kwartaal;85.9;
131;58 Uitgeverijen;2005 2e kwartaal;97.0;
132;58 Uitgeverijen;2005 3e kwartaal;94.1;
133;58 Uitgeverijen;2005 4e kwartaal;106.2;
134;58 Uitgeverijen;2005;95.8;
135;58 Uitgeverijen;2006 1e kwartaal;90.2;5.0
136;58 Uitgeverijen;2006 2e kwartaal;100.1;3.2
137;58 Uitgeverijen;2006 3e kwartaal;96.5;2.6
138;58 Uitgeverijen;2006 4e kwartaal;113.1;6.5
139;58 Uitgeverijen;2006;100.0;4.4
140;58 Uitgeverijen;2007 1e kwartaal;97.6;8.1
141;58 Uitgeverijen;2007 2e kwartaal;108.8;8.7
142;58 Uitgeverijen;2007 3e kwartaal;101.8;5.5
143;58 Uitgeverijen;2007 4e kwartaal;118.6;4.9
144;58 Uitgeverijen;2007;106.7;6.7
145;58 Uitgeverijen;2008 1e kwartaal;99.2;1.6
146;58 Uitgeverijen;2008 2e kwartaal;112.2;3.2
147;58 Uitgeverijen;2008 3e kwartaal;104.8;2.9
148;58 Uitgeverijen;2008 4e kwartaal;118.4;-0.2
149;58 Uitgeverijen;2008;108.6;1.8
150;58 Uitgeverijen;2009 1e kwartaal;92.7;-6.5
151;58 Uitgeverijen;2009 2e kwartaal;106.0;-5.6
152;58 Uitgeverijen;2009 3e kwartaal;97.3;-7.1
153;58 Uitgeverijen;2009 4e kwartaal;111.9;-5.5
154;58 Uitgeverijen;2009;102.0;-6.1
155;58 Uitgeverijen;2010 1e kwartaal;92.6;-0.1
156;58 Uitgeverijen;2010 2e kwartaal;100.8;-4.9
157;58 Uitgeverijen;2010 3e kwartaal;94.9;-2.5
158;58 Uitgeverijen;2010 4e kwartaal;111.7;-0.2
159;58 Uitgeverijen;2010;100.0;-1.9
160;58 Uitgeverijen;2011 1e kwartaal;88.3;-4.7
161;58 Uitgeverijen;2011 2e kwartaal;98.2;-2.7
162;58 Uitgeverijen;2011 3e kwartaal;91.3;-3.8
163;58 Uitgeverijen;2011 4e kwartaal;102.9;-7.9
164;58 Uitgeverijen;2011;95.2;-4.8
165;58 Uitgeverijen;2012 1e kwartaal;86.6;-1.9
166;58 Uitgeverijen;2012 2e kwartaal;94.7;-3.5
167;58 Uitgeverijen;2012 3e kwartaal;88.4;-3.2
168;58 Uitgeverijen;2012 4e kwartaal;95.5;-7.2
169;58 Uitgeverijen;2012;91.3;-4.0
170;58 Uitgeverijen;2013 1e kwartaal;81.0;-6.5
171;58 Uitgeverijen;2013 2e kwartaal;88.0;-7.1
172;58 Uitgeverijen;2013 3e kwartaal;83.4;-5.7
173;58 Uitgeverijen;2013 4e kwartaal;87.9;-8.0
174;58 Uitgeverijen;2013;85.1;-6.9
175;58 Uitgeverijen;2014 1e kwartaal;73.2;-9.5
176;58 Uitgeverijen;2014 2e kwartaal;82.3;-6.5
177;58 Uitgeverijen;2014 3e kwartaal;82.2;-1.4
178;58 Uitgeverijen;2014 4e kwartaal;84.4;-4.0
179;58 Uitgeverijen;2014;80.5;-5.3
180;58 Uitgeverijen;2015 1e kwartaal;71.2;-2.8
181;58 Uitgeverijen;2015 2e kwartaal;81.1;-1.5
182;58 Uitgeverijen;2015 3e kwartaal;80.9;-1.6
183;58 Uitgeverijen;2015 4e kwartaal;84.1;-0.4
184;58 Uitgeverijen;2015;79.3;-1.5
185;58 Uitgeverijen;2016 1e kwartaal;70.9;-0.5
186;58 Uitgeverijen;2016 2e kwartaal;80.7;-0.5
187;58 Uitgeverijen;2016 3e kwartaal;78.0;-3.6
188;58 Uitgeverijen;2016 4e kwartaal;82.6;-1.8
189;58 Uitgeverijen;2016;78.0;-1.6
190;58 Uitgeverijen;2017 1e kwartaal;68.5;-3.3
191;58 Uitgeverijen;2017 2e kwartaal;75.9;-5.9
192;58 Uitgeverijen;2017 3e kwartaal;75.8;-2.8
193;58 Uitgeverijen;2017 4e kwartaal;80.0;-3.2
194;58 Uitgeverijen;2017;75.0;-3.8
195;"59 Film- en tv-productie; geluidsopname";2005 1e kwartaal;89.4;
196;"59 Film- en tv-productie; geluidsopname";2005 2e kwartaal;90.8;
197;"59 Film- en tv-productie; geluidsopname";2005 3e kwartaal;88.8;
198;"59 Film- en tv-productie; geluidsopname";2005 4e kwartaal;117.6;
199;"59 Film- en tv-productie; geluidsopname";2005;96.6;
200;"59 Film- en tv-productie; geluidsopname";2006 1e kwartaal;94.3;5.6
201;"59 Film- en tv-productie; geluidsopname";2006 2e kwartaal;95.8;5.6
202;"59 Film- en tv-productie; geluidsopname";2006 3e kwartaal;93.8;5.6
203;"59 Film- en tv-productie; geluidsopname";2006 4e kwartaal;124.1;5.6
204;"59 Film- en tv-productie; geluidsopname";2006;102.0;5.6
205;"59 Film- en tv-productie; geluidsopname";2007 1e kwartaal;99.6;5.5
206;"59 Film- en tv-productie; geluidsopname";2007 2e kwartaal;101.2;5.5
207;"59 Film- en tv-productie; geluidsopname";2007 3e kwartaal;99.0;5.5
208;"59 Film- en tv-productie; geluidsopname";2007 4e kwartaal;131.0;5.5
209;"59 Film- en tv-productie; geluidsopname";2007;107.7;5.5
210;"59 Film- en tv-productie; geluidsopname";2008 1e kwartaal;101.1;1.5
211;"59 Film- en tv-productie; geluidsopname";2008 2e kwartaal;102.7;1.5
212;"59 Film- en tv-productie; geluidsopname";2008 3e kwartaal;100.5;1.5
213;"59 Film- en tv-productie; geluidsopname";2008 4e kwartaal;133.0;1.5
214;"59 Film- en tv-productie; geluidsopname";2008;109.3;1.5
215;"59 Film- en tv-productie; geluidsopname";2009 1e kwartaal;102.5;1.4
216;"59 Film- en tv-productie; geluidsopname";2009 2e kwartaal;104.0;1.2
217;"59 Film- en tv-productie; geluidsopname";2009 3e kwartaal;100.0;-0.5
218;"59 Film- en tv-productie; geluidsopname";2009 4e kwartaal;128.0;-3.8
219;"59 Film- en tv-productie; geluidsopname";2009;108.6;-0.7
220;"59 Film- en tv-productie; geluidsopname";2010 1e kwartaal;92.3;-10.0
221;"59 Film- en tv-productie; geluidsopname";2010 2e kwartaal;87.9;-15.5
222;"59 Film- en tv-productie; geluidsopname";2010 3e kwartaal;95.1;-4.8
223;"59 Film- en tv-productie; geluidsopname";2010 4e kwartaal;124.7;-2.6
224;"59 Film- en tv-productie; geluidsopname";2010;100.0;-7.9
225;"59 Film- en tv-productie; geluidsopname";2011 1e kwartaal;97.0;5.2
226;"59 Film- en tv-productie; geluidsopname";2011 2e kwartaal;102.7;16.9
227;"59 Film- en tv-productie; geluidsopname";2011 3e kwartaal;93.6;-1.6
228;"59 Film- en tv-productie; geluidsopname";2011 4e kwartaal;125.4;0.5
229;"59 Film- en tv-productie; geluidsopname";2011;104.7;4.7
230;"59 Film- en tv-productie; geluidsopname";2012 1e kwartaal;94.4;-2.8
231;"59 Film- en tv-productie; geluidsopname";2012 2e kwartaal;97.1;-5.4
232;"59 Film- en tv-productie; geluidsopname";2012 3e kwartaal;98.5;5.2
233;"59 Film- en tv-productie; geluidsopname";2012 4e kwartaal;125.2;-0.1
234;"59 Film- en tv-productie; geluidsopname";2012;103.8;-0.9
235;"59 Film- en tv-productie; geluidsopname";2013 1e kwartaal;96.7;2.5
236;"59 Film- en tv-productie; geluidsopname";2013 2e kwartaal;101.8;4.8
237;"59 Film- en tv-productie; geluidsopname";2013 3e kwartaal;95.4;-3.1
238;"59 Film- en tv-productie; geluidsopname";2013 4e kwartaal;125.7;0.4
239;"59 Film- en tv-productie; geluidsopname";2013;104.9;1.1
240;"59 Film- en tv-productie; geluidsopname";2014 1e kwartaal;102.0;5.5
241;"59 Film- en tv-productie; geluidsopname";2014 2e kwartaal;103.0;1.2
242;"59 Film- en tv-productie; geluidsopname";2014 3e kwartaal;98.4;3.1
243;"59 Film- en tv-productie; geluidsopname";2014 4e kwartaal;130.9;4.1
244;"59 Film- en tv-productie; geluidsopname";2014;108.6;3.5
245;"59 Film- en tv-productie; geluidsopname";2015 1e kwartaal;105.0;2.9
246;"59 Film- en tv-productie; geluidsopname";2015 2e kwartaal;114.0;10.7
247;"59 Film- en tv-productie; geluidsopname";2015 3e kwartaal;107.2;8.9
248;"59 Film- en tv-productie; geluidsopname";2015 4e kwartaal;141.7;8.2
249;"59 Film- en tv-productie; geluidsopname";2015;117.0;7.7
250;"59 Film- en tv-productie; geluidsopname";2016 1e kwartaal;112.7;7.3
251;"59 Film- en tv-productie; geluidsopname";2016 2e kwartaal;117.8;3.3
252;"59 Film- en tv-productie; geluidsopname";2016 3e kwartaal;126.1;17.6
253;"59 Film- en tv-productie; geluidsopname";2016 4e kwartaal;149.7;5.7
254;"59 Film- en tv-productie; geluidsopname";2016;126.6;8.2
255;"59 Film- en tv-productie; geluidsopname";2017 1e kwartaal;118.0;4.7
256;"59 Film- en tv-productie; geluidsopname";2017 2e kwartaal;132.4;12.4
257;"59 Film- en tv-productie; geluidsopname";2017 3e kwartaal;120.3;-4.5
258;"59 Film- en tv-productie; geluidsopname";2017 4e kwartaal;164.6;10.0
259;"59 Film- en tv-productie; geluidsopname";2017;133.8;5.8
260;60 Radio- en televisieomroepen;2005 1e kwartaal;65.1;
261;60 Radio- en televisieomroepen;2005 2e kwartaal;72.1;
262;60 Radio- en televisieomroepen;2005 3e kwartaal;62.6;
263;60 Radio- en televisieomroepen;2005 4e kwartaal;86.0;
264;60 Radio- en televisieomroepen;2005;71.5;
265;60 Radio- en televisieomroepen;2006 1e kwartaal;68.7;5.6
266;60 Radio- en televisieomroepen;2006 2e kwartaal;76.1;5.6
267;60 Radio- en televisieomroepen;2006 3e kwartaal;66.1;5.6
268;60 Radio- en televisieomroepen;2006 4e kwartaal;90.8;5.6
269;60 Radio- en televisieomroepen;2006;75.4;5.6
270;60 Radio- en televisieomroepen;2007 1e kwartaal;72.5;5.5
271;60 Radio- en televisieomroepen;2007 2e kwartaal;80.4;5.5
272;60 Radio- en televisieomroepen;2007 3e kwartaal;69.8;5.5
273;60 Radio- en televisieomroepen;2007 4e kwartaal;95.8;5.5
274;60 Radio- en televisieomroepen;2007;79.6;5.5
275;60 Radio- en televisieomroepen;2008 1e kwartaal;73.6;1.5
276;60 Radio- en televisieomroepen;2008 2e kwartaal;81.6;1.5
277;60 Radio- en televisieomroepen;2008 3e kwartaal;70.9;1.5
278;60 Radio- en televisieomroepen;2008 4e kwartaal;97.3;1.5
279;60 Radio- en televisieomroepen;2008;80.9;1.5
280;60 Radio- en televisieomroepen;2009 1e kwartaal;87.5;18.9
281;60 Radio- en televisieomroepen;2009 2e kwartaal;90.5;10.9
282;60 Radio- en televisieomroepen;2009 3e kwartaal;74.3;4.8
283;60 Radio- en televisieomroepen;2009 4e kwartaal;108.7;11.7
284;60 Radio- en televisieomroepen;2009;90.3;11.6
285;60 Radio- en televisieomroepen;2010 1e kwartaal;90.5;3.3
286;60 Radio- en televisieomroepen;2010 2e kwartaal;100.6;11.1
287;60 Radio- en televisieomroepen;2010 3e kwartaal;89.9;21.0
288;60 Radio- en televisieomroepen;2010 4e kwartaal;119.0;9.5
289;60 Radio- en televisieomroepen;2010;100.0;10.8
290;60 Radio- en televisieomroepen;2011 1e kwartaal;93.6;3.4
291;60 Radio- en televisieomroepen;2011 2e kwartaal;103.4;2.8
292;60 Radio- en televisieomroepen;2011 3e kwartaal;87.3;-3.0
293;60 Radio- en televisieomroepen;2011 4e kwartaal;117.1;-1.6
294;60 Radio- en televisieomroepen;2011;100.3;0.3
295;60 Radio- en televisieomroepen;2012 1e kwartaal;87.4;-6.6
296;60 Radio- en televisieomroepen;2012 2e kwartaal;96.9;-6.3
297;60 Radio- en televisieomroepen;2012 3e kwartaal;86.5;-0.9
298;60 Radio- en televisieomroepen;2012 4e kwartaal;103.5;-11.6
299;60 Radio- en televisieomroepen;2012;93.6;-6.8
300;60 Radio- en televisieomroepen;2013 1e kwartaal;85.2;-2.5
301;60 Radio- en televisieomroepen;2013 2e kwartaal;98.1;1.3
302;60 Radio- en televisieomroepen;2013 3e kwartaal;78.5;-9.2
303;60 Radio- en televisieomroepen;2013 4e kwartaal;105.4;1.9
304;60 Radio- en televisieomroepen;2013;91.8;-1.9
305;60 Radio- en televisieomroepen;2014 1e kwartaal;88.6;4.0
306;60 Radio- en televisieomroepen;2014 2e kwartaal;100.5;2.4
307;60 Radio- en televisieomroepen;2014 3e kwartaal;91.8;16.9
308;60 Radio- en televisieomroepen;2014 4e kwartaal;113.4;7.5
309;60 Radio- en televisieomroepen;2014;98.6;7.3
310;60 Radio- en televisieomroepen;2015 1e kwartaal;94.1;6.2
311;60 Radio- en televisieomroepen;2015 2e kwartaal;101.7;1.1
312;60 Radio- en televisieomroepen;2015 3e kwartaal;85.1;-7.3
313;60 Radio- en televisieomroepen;2015 4e kwartaal;106.6;-5.9
314;60 Radio- en televisieomroepen;2015;96.9;-1.7
315;60 Radio- en televisieomroepen;2016 1e kwartaal;89.1;-5.4
316;60 Radio- en televisieomroepen;2016 2e kwartaal;95.7;-5.9
317;60 Radio- en televisieomroepen;2016 3e kwartaal;94.5;11.0
318;60 Radio- en televisieomroepen;2016 4e kwartaal;112.3;5.4
319;60 Radio- en televisieomroepen;2016;97.9;1.1
320;60 Radio- en televisieomroepen;2017 1e kwartaal;91.1;2.3
321;60 Radio- en televisieomroepen;2017 2e kwartaal;97.5;1.8
322;60 Radio- en televisieomroepen;2017 3e kwartaal;83.0;-12.1
323;60 Radio- en televisieomroepen;2017 4e kwartaal;109.6;-2.4
324;60 Radio- en televisieomroepen;2017;95.3;-2.7
325;61 Telecommunicatie;2005 1e kwartaal;101.8;
326;61 Telecommunicatie;2005 2e kwartaal;104.9;
327;61 Telecommunicatie;2005 3e kwartaal;103.3;
328;61 Telecommunicatie;2005 4e kwartaal;104.8;
329;61 Telecommunicatie;2005;103.7;
330;61 Telecommunicatie;2006 1e kwartaal;104.3;2.5
331;61 Telecommunicatie;2006 2e kwartaal;105.4;0.5
332;61 Telecommunicatie;2006 3e kwartaal;106.2;2.8
333;61 Telecommunicatie;2006 4e kwartaal;111.3;6.1
334;61 Telecommunicatie;2006;106.8;3.0
335;61 Telecommunicatie;2007 1e kwartaal;107.3;2.9
336;61 Telecommunicatie;2007 2e kwartaal;110.4;4.7
337;61 Telecommunicatie;2007 3e kwartaal;106.6;0.4
338;61 Telecommunicatie;2007 4e kwartaal;107.8;-3.1
339;61 Telecommunicatie;2007;108.0;1.2
340;61 Telecommunicatie;2008 1e kwartaal;102.3;-4.7
341;61 Telecommunicatie;2008 2e kwartaal;105.3;-4.6
342;61 Telecommunicatie;2008 3e kwartaal;102.2;-4.2
343;61 Telecommunicatie;2008 4e kwartaal;108.6;0.8
344;61 Telecommunicatie;2008;104.6;-3.2
345;61 Telecommunicatie;2009 1e kwartaal;101.0;-1.2
346;61 Telecommunicatie;2009 2e kwartaal;100.7;-4.4
347;61 Telecommunicatie;2009 3e kwartaal;96.7;-5.3
348;61 Telecommunicatie;2009 4e kwartaal;99.4;-8.5
349;61 Telecommunicatie;2009;99.4;-4.9
350;61 Telecommunicatie;2010 1e kwartaal;99.6;-1.4
351;61 Telecommunicatie;2010 2e kwartaal;99.9;-0.8
352;61 Telecommunicatie;2010 3e kwartaal;100.7;4.1
353;61 Telecommunicatie;2010 4e kwartaal;99.9;0.5
354;61 Telecommunicatie;2010;100.0;0.6
355;61 Telecommunicatie;2011 1e kwartaal;96.8;-2.8
356;61 Telecommunicatie;2011 2e kwartaal;100.0;0.1
357;61 Telecommunicatie;2011 3e kwartaal;98.9;-1.7
358;61 Telecommunicatie;2011 4e kwartaal;100.8;1.0
359;61 Telecommunicatie;2011;99.2;-0.8
360;61 Telecommunicatie;2012 1e kwartaal;97.7;0.9
361;61 Telecommunicatie;2012 2e kwartaal;98.2;-1.9
362;61 Telecommunicatie;2012 3e kwartaal;94.8;-4.2
363;61 Telecommunicatie;2012 4e kwartaal;98.1;-2.7
364;61 Telecommunicatie;2012;97.2;-2.0
365;61 Telecommunicatie;2013 1e kwartaal;94.0;-3.8
366;61 Telecommunicatie;2013 2e kwartaal;92.9;-5.3
367;61 Telecommunicatie;2013 3e kwartaal;91.6;-3.4
368;61 Telecommunicatie;2013 4e kwartaal;93.9;-4.4
369;61 Telecommunicatie;2013;93.1;-4.2
370;61 Telecommunicatie;2014 1e kwartaal;90.2;-4.0
371;61 Telecommunicatie;2014 2e kwartaal;90.2;-2.9
372;61 Telecommunicatie;2014 3e kwartaal;90.7;-1.0
373;61 Telecommunicatie;2014 4e kwartaal;94.7;0.9
374;61 Telecommunicatie;2014;91.5;-1.7
375;61 Telecommunicatie;2015 1e kwartaal;90.6;0.4
376;61 Telecommunicatie;2015 2e kwartaal;88.8;-1.6
377;61 Telecommunicatie;2015 3e kwartaal;91.6;1.0
378;61 Telecommunicatie;2015 4e kwartaal;90.6;-4.4
379;61 Telecommunicatie;2015;90.4;-1.2
380;61 Telecommunicatie;2016 1e kwartaal;88.9;-1.9
381;61 Telecommunicatie;2016 2e kwartaal;87.1;-2.0
382;61 Telecommunicatie;2016 3e kwartaal;88.4;-3.4
383;61 Telecommunicatie;2016 4e kwartaal;91.0;0.5
384;61 Telecommunicatie;2016;88.9;-1.7
385;61 Telecommunicatie;2017 1e kwartaal;88.9;0.0
386;61 Telecommunicatie;2017 2e kwartaal;85.4;-1.9
387;61 Telecommunicatie;2017 3e kwartaal;83.9;-5.1
388;61 Telecommunicatie;2017 4e kwartaal;85.7;-5.9
389;61 Telecommunicatie;2017;86.0;-3.2
390;62-63 IT- en informatiedienstverlening;2005 1e kwartaal;73.8;
391;62-63 IT- en informatiedienstverlening;2005 2e kwartaal;71.6;
392;62-63 IT- en informatiedienstverlening;2005 3e kwartaal;70.1;
393;62-63 IT- en informatiedienstverlening;2005 4e kwartaal;92.4;
394;62-63 IT- en informatiedienstverlening;2005;77.0;
395;62-63 IT- en informatiedienstverlening;2006 1e kwartaal;82.7;12.0
396;62-63 IT- en informatiedienstverlening;2006 2e kwartaal;78.7;9.9
397;62-63 IT- en informatiedienstverlening;2006 3e kwartaal;77.8;11.0
