ID;Perioden;TotaalUitgaven_1;TotaalGewoneUitgaven_2;EuropeseGemeenschap_3;ProvinciesEnProvinciefonds_4;GemeentenEnGemeentefonds_5;Defensie_6;Onderwijs_7;Renten_8;BuitengewoneUitgaven_9;TotaalInkomsten_10;TotaalGewoneInkomsten_11;Belastingopbrengsten_12;TotaalBuitengewoneInkomsten_13;Belastingopbrengsten_14;TotaalOpBasisRekeningenstelsel_15;NietEerderGenoemdeUitgavenInkomsten_16;TotaalAlleUitgavenInkomsten_17;Kapitaalmarkt_18;GeldmarktEnEigenLiquiditeiten_19;ExclusiefSchadeverplichtingen_20;InclusiefSchadeverplichtingen_21;Binnenland_22;Buitenland_23;Binnenland_24;Buitenland_25;TotaalUitgaven_26;Inkomensoverdrachten_27;TotaalInkomsten_28;Heffingen_29;TotaalUitgaven_30;GewoneUitgaven_31;BuitengewoneUitgaven_32;TotaalInkomsten_33;TotaalGewoneInkomsten_34;DoorDeProvincieZelfGeindeBelasting_35;DoorHetRijkGeindeBelastingen_36;UitkeringUitHetProvincieFonds_37;BuitengewoneInkomsten_38;SaldoVanUitgavenEnInkomsten_39;Kapitaalmarkt_40;GeldmarktEnEigenLiquiditeiten_41;TotaalSchuldOp31December_42;Gevestigd_43;NettoVlottend_44;TotaalUitgaven_45;TotaalGewoneUitgaven_46;Werkgemeenschappen_47;BuitengewoneUitgaven_48;TotaalInkomsten_49;TotaalGewoneInkomsten_50;Werkgemeenschappen_51;BuitengewoneInkomsten_52;Kapitaalmarkt_53;GeldmarktEnEigenLiquiditeiten_54;TotaalSchuldOp31December_55;Gevestigd_56;NettoVlottend_57;TotaalUitgaven_58;GewoneUitgaven_59;BuitengewoneUitgaven_60;TotaalInkomsten_61;TotaalGewoneInkomsten_62;DoorDeGemeenteGeindeBelastingen_63;DoorHetRijkGeindeBelastingen_64;UitkeringUitGemeentefonds_65;BuitengewoneInkomsten_66;SaldoVanUitgavenEnInkomsten_67;Kapitaalmarkt_68;GeldmarktEnEigenLiquiditeiten_69;TotaalSchuldOp31December_70;Gevestigd_71;NettoVlottend_72;TotaalUitgaven_73;GewoneUitgaven_74;Buitengewoon_75;TotaalInkomsten_76;GewoneInkomsten_77;OmslagVerontreinigingsheffing_78;BuitengewoneInkomsten_79;SaldoVanUitgavenEnInkomsten_80;Kapitaalmarkt_81;GeldmarktEnEigenLiquiditeiten_82;TotaalSchuldOp31December_83;Gevestigd_84;Vlottend_85;BelastinguitkeringAanDeProvincies_86;AandeelInDeGeindeRijksbelasting_87;SaldoVanUitgavenEnInkomsten_88;TotaalUitgaven_89;GewoneUitgaven_90;BuitengewoneUitgaven_91;TotaalInkomsten_92;TotaalGewoneInkomsten_93;AandeelInDeGeindeRijksbelasting_94;UitkeringLagerOnderwijs_95;BuitengewoneInkomsten_96;SaldoVanUitgavenEnInkomsten_97;GeaccumuleerdeSaldi_98;TotaleOpbrengstVanAlleBelastingen_99;BelastingenOpInkomenEnVermogen_100;KostprijsverhogendeBelastingen_101;BuitengewoneHeffingen_102;HetRijkDeRijksfondsenEnEG_103;ProvinciesEnProvinciefonds_104;GemeentenEnGemeentefondsen_105;Waterschappen_106;TotaleSchuldOverheid_107;Gemeenten_108;HetRijk_109;Provincies_110;Waterschappen_111;GecorrigeerdVoorOnderlVerhoudingen_112;TotaalKapitaaluitgaven_113;Investeringen_114;Kapitaalinkomsten_115;TotaalKapitaaluitgaven_116;Investeringen_117;Kapitaalinkomsten_118;TotaalKapitaaluitgaven_119;Investeringen_120;Kapitaalinkomsten_121
86;1985;75117;61817.0;2105.0;440.0;5628.0;5692.0;11099.0;9451.0;13300.0;63527.0;59374.0;44537.0;4153.0;370.0;-11590.0;;-11590.0;11470.0;120.0;99330.0;99331.0;94606.0;0.0;4724.0;0.0;297.0;175.0;281.0;211.0;2670.0;2050.0;621.0;2705.0;2180.0;155.0;;442.0;525.0;34.0;-71.0;37.0;1544.0;1746.0;-202.0;2273.0;2142.0;1083.0;130.0;2258.0;2160.0;1087.0;98.0;28.0;-14.0;5052.0;5286.0;-234.0;37010.0;28806.0;8204.0;35717.0;28561.0;567.0;1166.0;5527.0;7156.0;-1293.0;1584.0;-290.0;57437.0;56979.0;457.0;1085.0;687.0;398.0;992.0;712.0;631.0;279.0;-93.0;59.0;34.0;1321.0;1436.0;-116.0;442.0;442.0;0.0;5529.0;5529.0;0.0;5720.0;5720.0;5640.0;;0.0;191.0;177.0;47427.0;24816.0;22611.0;;38839.0;595.0;7362.0;631.0;159632.0;57437.0;99331.0;1544.0;1321.0;129684.0;469.0;431.0;443.0;344.0;329.0;339.0;5108.0;4923.0;3426.0
87;1986;77011;62665.0;2413.0;455.0;5808.0;5946.0;11451.0;9741.0;14347.0;70695.0;60011.0;48079.0;10684.0;442.0;-6316.0;;-6316.0;5017.0;1300.0;101650.0;101650.0;99589.0;0.0;2061.0;0.0;297.0;181.0;302.0;228.0;2749.0;2220.0;529.0;2860.0;2337.0;159.0;;461.0;522.0;111.0;-162.0;51.0;1482.0;1589.0;-107.0;2245.0;2121.0;1114.0;124.0;2246.0;2146.0;1122.0;100.0;20.0;-21.0;4535.0;4721.0;-187.0;38957.0;28869.0;10088.0;40563.0;28820.0;599.0;1189.0;5459.0;11744.0;1611.0;-2228.0;617.0;56662.0;54721.0;1941.0;1099.0;698.0;401.0;1061.0;721.0;636.0;341.0;-38.0;-23.0;60.0;1398.0;1409.0;-11.0;449.0;454.0;50.0;5450.0;5450.0;0.0;5866.0;5866.0;5783.0;;0.0;416.0;592.0;51104.0;27072.0;24033.0;;42259.0;614.0;7596.0;636.0;161191.0;56662.0;101650.0;1482.0;1398.0;135796.0;403.0;367.0;302.0;283.0;277.0;226.0;4609.0;4408.0;3397.0
88;1987;78075;63784.0;2530.0;444.0;5345.0;6139.0;12284.0;9816.0;14291.0;69647.0;60550.0;51007.0;9097.0;515.0;-8428.0;;-8428.0;6828.0;1600.0;105704.0;105704.0;106400.0;0.0;-696.0;0.0;305.0;187.0;308.0;236.0;2871.0;2293.0;578.0;2973.0;2339.0;175.0;;451.0;634.0;103.0;-150.0;47.0;1501.0;1466.0;35.0;2325.0;2194.0;1122.0;131.0;2300.0;2192.0;1130.0;108.0;15.0;10.0;4614.0;4674.0;-60.0;36225.0;27349.0;8876.0;38136.0;27358.0;667.0;1221.0;5650.0;10777.0;1910.0;-1824.0;-86.0;53400.0;52038.0;1362.0;1137.0;744.0;393.0;1071.0;768.0;683.0;303.0;-65.0;35.0;35.0;1441.0;1451.0;-10.0;449.0;446.0;-4.0;5653.0;5653.0;0.0;5450.0;5450.0;5359.0;;0.0;-203.0;389.0;54181.0;28626.0;25555.0;;45651.0;617.0;7232.0;681.0;162046.0;53400.0;105704.0;1501.0;1441.0;141014.0;383.0;346.0;300.0;282.0;273.0;223.0;4183.0;3920.0;3721.0
89;1988;77281;65169.0;2749.0;481.0;5528.0;6224.0;12217.0;10178.0;12111.0;66077.0;61758.0;53486.0;4319.0;489.0;-11204.0;;-11204.0;13383.0;-2179.0;115206.0;115206.0;119775.0;0.0;-4569.0;0.0;297.0;175.0;311.0;240.0;2830.0;2229.0;601.0;2991.0;2359.0;188.0;;454.0;632.0;161.0;37.0;-198.0;1423.0;1498.0;-76.0;2427.0;2272.0;1180.0;155.0;2405.0;2284.0;1183.0;120.0;29.0;-7.0;4394.0;4614.0;-220.0;35050.0;26964.0;8086.0;34387.0;26501.0;708.0;1271.0;5609.0;7887.0;-663.0;1552.0;-889.0;54324.0;53425.0;899.0;1182.0;797.0;385.0;1124.0;806.0;721.0;318.0;-58.0;69.0;-11.0;1475.0;1521.0;-46.0;452.0;480.0;28.0;5624.0;5624.0;0.0;5549.0;5549.0;5528.0;;0.0;-74.0;315.0;56845.0;30272.0;26573.0;;47968.0;659.0;7506.0;712.0;172428.0;54324.0;115206.0;1423.0;1475.0;151276.0;384.0;319.0;327.0;389.0;378.0;381.0;4114.0;3863.0;4326.0
90;1989;77850;68735.0;2833.0;440.0;5322.0;6388.0;12465.0;10171.0;9116.0;66104.0;62547.0;54088.0;3557.0;497.0;-11746.0;;-11746.0;10535.0;1211.0;126631.0;126631.0;130305.0;0.0;-3674.0;0.0;301.0;180.0;310.0;235.0;2938.0;2306.0;632.0;3018.0;2420.0;194.0;;498.0;599.0;80.0;65.0;-18.0;1394.0;1562.0;-168.0;2453.0;2268.0;1228.0;186.0;2474.0;2425.0;1267.0;50.0;39.0;-60.0;4269.0;4536.0;-267.0;34192.0;25997.0;8195.0;33757.0;26415.0;767.0;1316.0;6067.0;7342.0;-436.0;209.0;227.0;54592.0;53709.0;883.0;1179.0;798.0;382.0;1130.0;838.0;751.0;292.0;-49.0;55.0;-5.0;1569.0;1582.0;-13.0;493.0;436.0;-57.0;6063.0;6063.0;0.0;5374.0;5374.0;5372.0;;0.0;-689.0;-374.0;57614.0;31192.0;26557.0;;48823.0;634.0;7405.0;751.0;184186.0;54592.0;126631.0;1394.0;1569.0;162774.0;342.0;260.0;396.0;334.0;325.0;249.0;4423.0;4183.0;4233.0
91;1990;86049;76845.0;3105.0;543.0;6760.0;6372.0;12874.0;10822.0;9204.0;73090.0;70477.0;61874.0;2600.0;524.0;-12959.0;;-12959.0;11313.0;1646.0;137611.0;137611.0;141629.0;0.0;-4019.0;0.0;326.0;176.0;342.0;255.0;2972.0;2409.0;563.0;3171.0;2529.0;205.0;;512.0;642.0;199.0;-89.0;-109.0;1292.0;1528.0;-236.0;2855.0;2640.0;1394.0;215.0;2892.0;2763.0;1427.0;125.0;-5.0;-31.0;4168.0;4397.0;-229.0;34850.0;26206.0;8645.0;34555.0;26156.0;839.0;1357.0;6244.0;8399.0;-295.0;304.0;-9.0;54684.0;53583.0;1101.0;1217.0;854.0;363.0;1169.0;883.0;785.0;286.0;-49.0;-5.0;53.0;1612.0;1583.0;29.0;511.0;543.0;32.0;6242.0;6242.0;0.0;6760.0;6760.0;6760.0;;0.0;518.0;144.0;65593.0;36835.0;28758.0;;55101.0;749.0;8957.0;786.0;195149.0;54684.0;137611.0;1292.0;1612.0;173517.0;355.0;264.0;371.0;273.0;262.0;199.0;4898.0;4687.0;4384.0
92;1991;90670;81245.0;3542.0;526.0;6517.0;6465.0;13112.0;11848.0;9425.0;80407.0;78231.0;68887.0;2175.0;595.0;-10264.0;;-10264.0;10382.0;-118.0;145938.0;145938.0;152009.0;0.0;-6071.0;0.0;347.0;184.0;344.0;255.0;3083.0;2545.0;538.0;3173.0;2691.0;221.0;;551.0;481.0;90.0;-113.0;24.0;1123.0;1428.0;-305.0;3100.0;2813.0;1435.0;288.0;3055.0;2914.0;1459.0;141.0;53.0;-8.0;3929.0;4195.0;-266.0;36861.0;27481.0;9198.0;36089.0;28007.0;1007.0;1434.0;6752.0;8082.0;-771.0;331.0;440.0;54778.0;54000.0;777.0;1272.0;913.0;359.0;1215.0;927.0;829.0;288.0;-57.0;45.0;12.0;1661.0;1633.0;28.0;535.0;526.0;-9.0;6778.0;6778.0;0.0;6517.0;6517.0;6517.0;;0.0;-261.0;-117.0;72973.0;42250.0;30724.0;;62440.0;746.0;8958.0;829.0;203387.0;54778.0;145938.0;1123.0;1661.0;181669.0;327.0;217.0;657.0;309.0;302.0;200.0;5092.0;4862.0;4620.0
93;1992;91299;84302.0;3456.0;583.0;6892.0;6520.0;13814.0;12708.0;6997.0;80477.0;78212.0;69012.0;2265.0;633.0;-10822.0;;-10822.0;9600.0;1222.0;155510.0;155510.0;161607.0;0.0;-6097.0;0.0;371.0;218.0;383.0;290.0;3576.0;2966.0;609.0;3782.0;3130.0;245.0;;581.0;652.0;206.0;-133.0;-73.0;972.0;1281.0;-309.0;3251.0;2938.0;1411.0;313.0;3262.0;3063.0;1430.0;200.0;104.0;-115.0;4090.0;4413.0;-324.0;39288.0;28969.0;10319.0;39266.0;29641.0;1189.0;1552.0;6725.0;9625.0;-23.0;1116.0;-1093.0;55824.0;55474.0;350.0;1375.0;977.0;384.0;1302.0;998.0;874.0;304.0;-72.0;102.0;-30.0;1764.0;1766.0;-2.0;578.0;583.0;5.0;7124.0;7124.0;0.0;6892.0;6892.0;6892.0;;0.0;-232.0;-349.0;73797.0;41436.0;32361.0;;62441.0;828.0;9633.0;895.0;214092.0;55824.0;155510.0;995.0;1764.0;192373.0;358.0;255.0;266.0;368.0;363.0;300.0;5754.0;5349.0;5511.0
94;1993;92247;85134.0;3333.0;909.0;7281.0;6243.0;13805.0;13035.0;7113.0;89935.0;82176.0;72903.0;7759.0;678.0;-2312.0;;-2312.0;4283.0;-1971.0;159256.0;159256.0;165891.0;0.0;-6634.0;0.0;428.0;245.0;432.0;334.0;3642.0;2938.0;704.0;3679.0;3048.0;221.0;;904.0;631.0;37.0;-22.0;-15.0;886.0;1264.0;-378.0;3693.0;3352.0;1562.0;341.0;3704.0;3552.0;1556.0;152.0;170.0;-182.0;2657.0;3174.0;-517.0;40820.0;30224.0;10596.0;43082.0;30828.0;3036.0;;7161.0;12254.0;2262.0;-1580.0;-682.0;53736.0;54087.0;-351.0;1646.0;1097.0;549.0;1434.0;1103.0;982.0;331.0;-212.0;247.0;-35.0;1857.0;1938.0;81.0;904.0;909.0;5.0;7655.0;7655.0;0.0;7530.0;7076.0;7210.0;;0.0;-125.0;-474.0;77830.0;44780.0;33050.0;;65390.0;1145.0;10312.0;982.0;215735.0;53736.0;159256.0;886.0;1857.0;198338.0;372.0;215.0;260.0;321.0;320.0;222.0;5482.0;5098.0;4784.0
95;1994;89307;81611.0;3363.0;1070.0;8383.0;6018.0;14487.0;12817.0;7697.0;89570.0;77424.0;68609.0;12146.0;845.0;263.0;0.0;263.0;-2469.0;2206.0;160448.0;160448.0;163475.0;0.0;-3028.0;0.0;417.0;247.0;434.0;329.0;3425.0;2990.0;435.0;3575.0;3166.0;252.0;;1006.0;410.0;150.0;-164.0;14.0;860.0;1094.0;-234.0;3883.0;3573.0;1621.0;311.0;3908.0;3691.0;1601.0;218.0;0.0;-25.0;2855.0;3353.0;-498.0;39496.0;29547.0;9948.0;44362.0;30489.0;3331.0;;7735.0;13873.0;4866.0;-2254.0;-2612.0;49227.0;49215.0;12.0;1638.0;1120.0;517.0;1450.0;1154.0;1041.0;295.0;-188.0;15.0;173.0;1901.0;1929.0;-28.0;1005.0;1071.0;66.0;7811.0;7771.0;0.0;8392.0;8392.0;8383.0;;0.0;621.0;147.0;74078.0;39641.0;34437.0;;60000.0;1322.0;11714.0;1041.0;211619.0;49227.0;160448.0;756.0;1901.0;200468.0;314.0;208.0;248.0;275.0;273.0;240.0;5326.0;5046.0;5523.0
96;1995;103203;80146.0;0.0;945.0;7486.0;5261.0;14895.0;14159.0;23057.0;88687.0;73330.0;65426.0;15357.0;774.0;-14516.0;0.0;-14516.0;13183.0;1333.0;171905.0;171905.0;174199.0;0.0;-2294.0;0.0;421.0;250.0;424.0;325.0;3632.0;3095.0;537.0;3809.0;3232.0;260.0;;1037.0;577.0;177.0;-62.0;-115.0;0.0;0.0;0.0;3959.0;3592.0;1776.0;367.0;3975.0;3762.0;1757.0;212.0;-10.0;-5.0;;;;38834.0;28942.0;9892.0;59132.0;31026.0;3606.0;;7992.0;28106.0;20298.0;-4394.0;-15905.0;37071.0;37493.0;-422.0;1954.0;1246.0;708.0;1711.0;1259.0;1133.0;452.0;-243.0;259.0;-16.0;2139.0;2084.0;54.0;1039.0;956.0;-83.0;8122.0;8122.0;0.0;7588.0;7588.0;7575.0;;0.0;-534.0;-387.0;67593.0;36468.0;31124.0;;57668.0;1213.0;11331.0;1133.0;211042.0;37071.0;171905.0;640.0;2139.0;211042.0;247.0;155.0;208.0;;;;5544.0;5272.0;6842.0
97;1996;88911;81511.0;0.0;873.0;8990.0;5242.0;15044.0;14009.0;7400.0;84318.0;79122.0;70467.0;5196.0;885.0;-4593.0;0.0;-4593.0;11888.0;-7295.0;;182132.0;177361.0;0.0;4771.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36424.0;29996.0;6428.0;36950.0;27950.0;2561.0;;8346.0;9000.0;526.0;-1291.0;765.0;38492.0;35648.0;2844.0;2006.0;1283.0;723.0;1859.0;1295.0;1166.0;564.0;-147.0;110.0;37.0;;;;788.0;884.0;96.0;8313.0;8313.0;0.0;9104.0;9104.0;9104.0;;0.0;791.0;404.0;73117.0;38952.0;34165.0;;61364.0;;;1166.0;;38492.0;182132.0;;;;;;;;;;;;
98;1997;94105;84851.0;0.0;710.0;0.0;5449.0;15096.0;13917.0;9254.0;87343.0;82657.0;73302.0;4686.0;946.0;-6762.0;0.0;-6762.0;8601.0;-1839.0;;188266.0;178542.0;0.0;9724.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36715.0;30308.0;6407.0;39821.0;29623.0;2704.0;;10250.0;10197.0;3106.0;-2979.0;-127.0;34808.0;32528.0;2280.0;;;;;;1331.0;;;;;;;;735.0;719.0;-16.0;9831.0;9831.0;0.0;8955.0;8955.0;8953.0;;0.0;-876.0;-472.0;76182.0;40725.0;35447.0;;73529.0;;;1331.0;;34808.0;188266.0;;;;;;;;;;;;
99;1998;96514;88275.0;0.0;0.0;0.0;5453.0;15938.0;14060.0;8239.0;91939.0;86082.0;77012.0;5857.0;1120.0;-4575.0;0.0;-4575.0;19147.0;-14572.0;;191867.0;181749.0;0.0;10118.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38106.0;31613.0;6492.0;39367.0;29856.0;2918.0;;10172.0;9511.0;1261.0;-1510.0;249.0;33607.0;30877.0;2730.0;3041.0;1522.0;1519.0;2121.0;1561.0;1358.0;560.0;-920.0;876.0;44.0;;;;779.0;702.0;-77.0;10154.0;10154.0;0.0;10155.0;10155.0;10154.0;;0.0;1.0;-471.0;80157.0;41568.0;38589.0;;78132.0;;;1358.0;;33607.0;191867.0;;;;;;;;;;;;
100;1999;100406;92127.0;0.0;0.0;0.0;6142.0;16923.0;13506.0;8279.0;97632.0;91977.0;83248.0;5655.0;1291.0;-2774.0;0.0;-2774.0;49385.0;-46611.0;;197338.0;184683.0;0.0;12655.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38301.0;30691.0;7609.0;39603.0;31334.0;3044.0;;10599.0;8268.0;1302.0;-1313.0;11.0;32012.0;29544.0;2468.0;2686.0;1634.0;1052.0;2523.0;1656.0;1410.0;867.0;-163.0;-77.0;240.0;;;;825.0;825.0;0.0;10876.0;10876.0;0.0;10876.0;10876.0;10876.0;;0.0;0.0;-471.0;86667.0;44150.0;42517.0;;84539.0;;;1410.0;;32012.0;197338.0;;;;;;;;;;;;
101;2000;106440;96217.0;0.0;0.0;0.0;5963.0;18375.0;12594.0;10223.0;107394.0;99112.0;89601.0;8282.0;1483.0;954.0;0.0;954.0;29325.0;-30279.0;;200204.0;174187.0;0.0;26017.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40722.0;32282.0;8440.0;43119.0;33565.0;3329.0;0.0;11622.0;9554.0;2397.0;-1327.0;-1069.0;29825.0;27977.0;1848.0;2580.0;1700.0;880.0;2280.0;1770.0;1513.0;510.0;-300.0;390.0;-90.0;;;;940.0;940.0;0.0;11543.0;11543.0;0.0;11543.0;11543.0;11543.0;;0.0;0.0;-471.0;93269.0;47145.0;46124.0;;91085.0;;;1513.0;;29825.0;200204.0;;;;;;;;;;;;
102;2001;117165;105105.0;0.0;0.0;0.0;6400.0;20166.0;12084.0;12060.0;115401.0;109998.0;96522.0;5403.0;1307.0;-1764.0;0.0;-1764.0;19358.0;-17594.0;;207078.0;174391.0;0.0;32687.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43740.0;34987.0;8753.0;43766.0;36124.0;3536.0;0.0;12470.0;7642.0;26.0;-673.0;647.0;29484.0;27446.0;2039.0;;;;;;;;;;;;;;1013.0;1013.0;0.0;12159.0;12159.0;0.0;12159.0;12159.0;12159.0;;0.0;0.0;-471.0;;;;;97829.0;;;;;29485.0;207078.0;;;;;;;;;;;;
