ID;RegioS;WijzeBeeindiging;Perioden;PersonenMetBeeindigdeSchuldsanering_1
56;Nederland;Beëindigingen door akkoord;2005;240.0
57;Nederland;Beëindigingen door akkoord;2006;345.0
58;Nederland;Beëindigingen door akkoord;2007;380.0
59;Nederland;Beëindigingen door akkoord;2008;410.0
60;Nederland;Beëindigingen door akkoord;2009;285.0
61;Nederland;Beëindigingen door akkoord;2010;190.0
62;Nederland;Beëindigingen door akkoord;2011;255.0
63;Nederland;Beëindigingen door akkoord;2012;215.0
64;Nederland;Beëindigingen door akkoord;2013;225.0
65;Nederland;Beëindigingen door akkoord;2014;210.0
66;Nederland;Beëindigingen door akkoord;2015;190.0
67;Nederland;Beëindigingen door akkoord;2016;150.0
68;Nederland;Beëindigingen door akkoord;2017;155.0
69;Nederland;Beëindigingen door akkoord;2018;105.0
70;Nederland;Beëindigingen door akkoord;2019;95.0
71;Nederland;Beëindigingen door akkoord;2020;75.0
72;Nederland;Beëindigingen door akkoord;2021;45.0
73;Nederland;Beëindigingen door akkoord;2022;40.0
74;Nederland;Beëindigingen door akkoord;2023;20.0
75;Nederland;Beëindigingen door faillissement;1999;100.0
76;Nederland;Beëindigingen door faillissement;2000;435.0
77;Nederland;Beëindigingen door faillissement;2001;1020.0
78;Nederland;Beëindigingen door faillissement;2002;1145.0
79;Nederland;Beëindigingen door faillissement;2003;1565.0
80;Nederland;Beëindigingen door faillissement;2004;1715.0
81;Nederland;Beëindigingen door faillissement;2005;2295.0
82;Nederland;Beëindigingen door faillissement;2006;2445.0
83;Nederland;Beëindigingen door faillissement;2007;2120.0
84;Nederland;Beëindigingen door faillissement;2008;785.0
85;Nederland;Beëindigingen door faillissement;2009;795.0
86;Nederland;Beëindigingen door faillissement;2010;575.0
87;Nederland;Beëindigingen door faillissement;2011;550.0
88;Nederland;Beëindigingen door faillissement;2012;625.0
89;Nederland;Beëindigingen door faillissement;2013;605.0
90;Nederland;Beëindigingen door faillissement;2014;490.0
91;Nederland;Beëindigingen door faillissement;2015;300.0
92;Nederland;Beëindigingen door faillissement;2016;235.0
93;Nederland;Beëindigingen door faillissement;2017;200.0
94;Nederland;Beëindigingen door faillissement;2018;160.0
95;Nederland;Beëindigingen door faillissement;2019;135.0
96;Nederland;Beëindigingen door faillissement;2020;85.0
97;Nederland;Beëindigingen door faillissement;2021;45.0
98;Nederland;Beëindigingen door faillissement;2022;45.0
99;Nederland;Beëindigingen door faillissement;2023;40.0
100;Nederland;Beëindigingen door betalingen hervat;1999;
101;Nederland;Beëindigingen door betalingen hervat;2000;
102;Nederland;Beëindigingen door betalingen hervat;2001;
103;Nederland;Beëindigingen door betalingen hervat;2002;
104;Nederland;Beëindigingen door betalingen hervat;2003;10.0
105;Nederland;Beëindigingen door betalingen hervat;2004;80.0
106;Nederland;Beëindigingen door betalingen hervat;2005;160.0
107;Nederland;Beëindigingen door betalingen hervat;2006;210.0
108;Nederland;Beëindigingen door betalingen hervat;2007;305.0
109;Nederland;Beëindigingen door betalingen hervat;2008;420.0
110;Nederland;Beëindigingen door betalingen hervat;2009;430.0
111;Nederland;Beëindigingen door betalingen hervat;2010;270.0
112;Nederland;Beëindigingen door betalingen hervat;2011;185.0
113;Nederland;Beëindigingen door betalingen hervat;2012;205.0
114;Nederland;Beëindigingen door betalingen hervat;2013;205.0
115;Nederland;Beëindigingen door betalingen hervat;2014;220.0
116;Nederland;Beëindigingen door betalingen hervat;2015;190.0
117;Nederland;Beëindigingen door betalingen hervat;2016;175.0
118;Nederland;Beëindigingen door betalingen hervat;2017;190.0
119;Nederland;Beëindigingen door betalingen hervat;2018;190.0
120;Nederland;Beëindigingen door betalingen hervat;2019;260.0
121;Nederland;Beëindigingen door betalingen hervat;2020;145.0
122;Nederland;Beëindigingen door betalingen hervat;2021;105.0
123;Nederland;Beëindigingen door betalingen hervat;2022;55.0
124;Nederland;Beëindigingen door betalingen hervat;2023;15.0
125;Nederland;Beëindigingen zonder schone lei;1999;
126;Nederland;Beëindigingen zonder schone lei;2000;
127;Nederland;Beëindigingen zonder schone lei;2001;
128;Nederland;Beëindigingen zonder schone lei;2002;
129;Nederland;Beëindigingen zonder schone lei;2003;15.0
130;Nederland;Beëindigingen zonder schone lei;2004;335.0
131;Nederland;Beëindigingen zonder schone lei;2005;800.0
132;Nederland;Beëindigingen zonder schone lei;2006;860.0
133;Nederland;Beëindigingen zonder schone lei;2007;880.0
134;Nederland;Beëindigingen zonder schone lei;2008;2060.0
135;Nederland;Beëindigingen zonder schone lei;2009;1660.0
136;Nederland;Beëindigingen zonder schone lei;2010;1365.0
137;Nederland;Beëindigingen zonder schone lei;2011;1375.0
138;Nederland;Beëindigingen zonder schone lei;2012;1470.0
139;Nederland;Beëindigingen zonder schone lei;2013;1740.0
140;Nederland;Beëindigingen zonder schone lei;2014;1575.0
141;Nederland;Beëindigingen zonder schone lei;2015;1410.0
142;Nederland;Beëindigingen zonder schone lei;2016;1110.0
143;Nederland;Beëindigingen zonder schone lei;2017;945.0
144;Nederland;Beëindigingen zonder schone lei;2018;770.0
145;Nederland;Beëindigingen zonder schone lei;2019;565.0
146;Nederland;Beëindigingen zonder schone lei;2020;385.0
147;Nederland;Beëindigingen zonder schone lei;2021;125.0
148;Nederland;Beëindigingen zonder schone lei;2022;45.0
149;Nederland;Beëindigingen zonder schone lei;2023;10.0
150;Nederland;Beëindigingen onbekend;1999;20.0
151;Nederland;Beëindigingen onbekend;2000;80.0
152;Nederland;Beëindigingen onbekend;2001;190.0
153;Nederland;Beëindigingen onbekend;2002;300.0
154;Nederland;Beëindigingen onbekend;2003;475.0
155;Nederland;Beëindigingen onbekend;2004;355.0
156;Nederland;Beëindigingen onbekend;2005;100.0
157;Nederland;Beëindigingen onbekend;2006;80.0
158;Nederland;Beëindigingen onbekend;2007;80.0
159;Nederland;Beëindigingen onbekend;2008;230.0
160;Nederland;Beëindigingen onbekend;2009;385.0
161;Nederland;Beëindigingen onbekend;2010;280.0
162;Nederland;Beëindigingen onbekend;2011;260.0
163;Nederland;Beëindigingen onbekend;2012;300.0
164;Nederland;Beëindigingen onbekend;2013;200.0
165;Nederland;Beëindigingen onbekend;2014;160.0
166;Nederland;Beëindigingen onbekend;2015;145.0
167;Nederland;Beëindigingen onbekend;2016;140.0
168;Nederland;Beëindigingen onbekend;2017;130.0
169;Nederland;Beëindigingen onbekend;2018;285.0
170;Nederland;Beëindigingen onbekend;2019;120.0
171;Nederland;Beëindigingen onbekend;2020;450.0
172;Nederland;Beëindigingen onbekend;2021;2735.0
173;Nederland;Beëindigingen onbekend;2022;4070.0
174;Nederland;Beëindigingen onbekend;2023;2770.0
175;Noord-Nederland (LD);Totaal alle beëindigingen;1999;30.0
176;Noord-Nederland (LD);Totaal alle beëindigingen;2000;105.0
177;Noord-Nederland (LD);Totaal alle beëindigingen;2001;185.0
178;Noord-Nederland (LD);Totaal alle beëindigingen;2002;370.0
179;Noord-Nederland (LD);Totaal alle beëindigingen;2003;725.0
180;Noord-Nederland (LD);Totaal alle beëindigingen;2004;785.0
181;Noord-Nederland (LD);Totaal alle beëindigingen;2005;930.0
182;Noord-Nederland (LD);Totaal alle beëindigingen;2006;975.0
183;Noord-Nederland (LD);Totaal alle beëindigingen;2007;1295.0
184;Noord-Nederland (LD);Totaal alle beëindigingen;2008;1505.0
185;Noord-Nederland (LD);Totaal alle beëindigingen;2009;1325.0
186;Noord-Nederland (LD);Totaal alle beëindigingen;2010;1265.0
187;Noord-Nederland (LD);Totaal alle beëindigingen;2011;1045.0
188;Noord-Nederland (LD);Totaal alle beëindigingen;2012;1120.0
189;Noord-Nederland (LD);Totaal alle beëindigingen;2013;1365.0
190;Noord-Nederland (LD);Totaal alle beëindigingen;2014;1790.0
191;Noord-Nederland (LD);Totaal alle beëindigingen;2015;2115.0
192;Noord-Nederland (LD);Totaal alle beëindigingen;2016;1990.0
193;Noord-Nederland (LD);Totaal alle beëindigingen;2017;2200.0
194;Noord-Nederland (LD);Totaal alle beëindigingen;2018;1950.0
195;Noord-Nederland (LD);Totaal alle beëindigingen;2019;1605.0
196;Noord-Nederland (LD);Totaal alle beëindigingen;2020;1220.0
197;Noord-Nederland (LD);Totaal alle beëindigingen;2021;875.0
198;Noord-Nederland (LD);Totaal alle beëindigingen;2022;750.0
199;Noord-Nederland (LD);Totaal alle beëindigingen;2023;485.0
200;Noord-Nederland (LD);Beëindigingen door schone lei;1999;
201;Noord-Nederland (LD);Beëindigingen door schone lei;2000;10.0
202;Noord-Nederland (LD);Beëindigingen door schone lei;2001;20.0
203;Noord-Nederland (LD);Beëindigingen door schone lei;2002;235.0
204;Noord-Nederland (LD);Beëindigingen door schone lei;2003;540.0
205;Noord-Nederland (LD);Beëindigingen door schone lei;2004;590.0
206;Noord-Nederland (LD);Beëindigingen door schone lei;2005;710.0
207;Noord-Nederland (LD);Beëindigingen door schone lei;2006;710.0
208;Noord-Nederland (LD);Beëindigingen door schone lei;2007;950.0
209;Noord-Nederland (LD);Beëindigingen door schone lei;2008;1090.0
210;Noord-Nederland (LD);Beëindigingen door schone lei;2009;1000.0
211;Noord-Nederland (LD);Beëindigingen door schone lei;2010;1025.0
212;Noord-Nederland (LD);Beëindigingen door schone lei;2011;780.0
213;Noord-Nederland (LD);Beëindigingen door schone lei;2012;875.0
214;Noord-Nederland (LD);Beëindigingen door schone lei;2013;1060.0
215;Noord-Nederland (LD);Beëindigingen door schone lei;2014;1490.0
216;Noord-Nederland (LD);Beëindigingen door schone lei;2015;1800.0
217;Noord-Nederland (LD);Beëindigingen door schone lei;2016;1735.0
218;Noord-Nederland (LD);Beëindigingen door schone lei;2017;1960.0
219;Noord-Nederland (LD);Beëindigingen door schone lei;2018;1725.0
220;Noord-Nederland (LD);Beëindigingen door schone lei;2019;1440.0
221;Noord-Nederland (LD);Beëindigingen door schone lei;2020;1115.0
222;Noord-Nederland (LD);Beëindigingen door schone lei;2021;375.0
223;Noord-Nederland (LD);Beëindigingen door schone lei;2022;25.0
224;Noord-Nederland (LD);Beëindigingen door schone lei;2023;10.0
225;Noord-Nederland (LD);Beëindigingen door akkoord;1999;15.0
226;Noord-Nederland (LD);Beëindigingen door akkoord;2000;50.0
227;Noord-Nederland (LD);Beëindigingen door akkoord;2001;55.0
228;Noord-Nederland (LD);Beëindigingen door akkoord;2002;30.0
229;Noord-Nederland (LD);Beëindigingen door akkoord;2003;20.0
230;Noord-Nederland (LD);Beëindigingen door akkoord;2004;25.0
231;Noord-Nederland (LD);Beëindigingen door akkoord;2005;30.0
232;Noord-Nederland (LD);Beëindigingen door akkoord;2006;55.0
233;Noord-Nederland (LD);Beëindigingen door akkoord;2007;50.0
234;Noord-Nederland (LD);Beëindigingen door akkoord;2008;85.0
235;Noord-Nederland (LD);Beëindigingen door akkoord;2009;70.0
236;Noord-Nederland (LD);Beëindigingen door akkoord;2010;65.0
237;Noord-Nederland (LD);Beëindigingen door akkoord;2011;90.0
238;Noord-Nederland (LD);Beëindigingen door akkoord;2012;65.0
239;Noord-Nederland (LD);Beëindigingen door akkoord;2013;50.0
240;Noord-Nederland (LD);Beëindigingen door akkoord;2014;65.0
241;Noord-Nederland (LD);Beëindigingen door akkoord;2015;80.0
242;Noord-Nederland (LD);Beëindigingen door akkoord;2016;60.0
243;Noord-Nederland (LD);Beëindigingen door akkoord;2017;65.0
244;Noord-Nederland (LD);Beëindigingen door akkoord;2018;35.0
245;Noord-Nederland (LD);Beëindigingen door akkoord;2019;35.0
246;Noord-Nederland (LD);Beëindigingen door akkoord;2020;20.0
247;Noord-Nederland (LD);Beëindigingen door akkoord;2021;20.0
248;Noord-Nederland (LD);Beëindigingen door akkoord;2022;10.0
249;Noord-Nederland (LD);Beëindigingen door akkoord;2023;
250;Noord-Nederland (LD);Beëindigingen door faillissement;1999;10.0
251;Noord-Nederland (LD);Beëindigingen door faillissement;2000;40.0
252;Noord-Nederland (LD);Beëindigingen door faillissement;2001;100.0
253;Noord-Nederland (LD);Beëindigingen door faillissement;2002;95.0
254;Noord-Nederland (LD);Beëindigingen door faillissement;2003;135.0
255;Noord-Nederland (LD);Beëindigingen door faillissement;2004;135.0
256;Noord-Nederland (LD);Beëindigingen door faillissement;2005;140.0
257;Noord-Nederland (LD);Beëindigingen door faillissement;2006;160.0
258;Noord-Nederland (LD);Beëindigingen door faillissement;2007;195.0
259;Noord-Nederland (LD);Beëindigingen door faillissement;2008;60.0
260;Noord-Nederland (LD);Beëindigingen door faillissement;2009;60.0
261;Noord-Nederland (LD);Beëindigingen door faillissement;2010;40.0
262;Noord-Nederland (LD);Beëindigingen door faillissement;2011;40.0
263;Noord-Nederland (LD);Beëindigingen door faillissement;2012;35.0
264;Noord-Nederland (LD);Beëindigingen door faillissement;2013;40.0
265;Noord-Nederland (LD);Beëindigingen door faillissement;2014;35.0
266;Noord-Nederland (LD);Beëindigingen door faillissement;2015;35.0
267;Noord-Nederland (LD);Beëindigingen door faillissement;2016;25.0
268;Noord-Nederland (LD);Beëindigingen door faillissement;2017;25.0
269;Noord-Nederland (LD);Beëindigingen door faillissement;2018;20.0
270;Noord-Nederland (LD);Beëindigingen door faillissement;2019;10.0
271;Noord-Nederland (LD);Beëindigingen door faillissement;2020;
272;Noord-Nederland (LD);Beëindigingen door faillissement;2021;
273;Noord-Nederland (LD);Beëindigingen door faillissement;2022;
274;Noord-Nederland (LD);Beëindigingen door faillissement;2023;
275;Noord-Nederland (LD);Beëindigingen door betalingen hervat;1999;
276;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2000;
277;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2001;
278;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2002;
279;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2003;
280;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2004;10.0
281;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2005;10.0
282;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2006;30.0
283;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2007;30.0
284;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2008;65.0
285;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2009;40.0
286;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2010;20.0
287;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2011;10.0
288;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2012;20.0
289;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2013;25.0
290;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2014;25.0
291;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2015;35.0
292;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2016;25.0
293;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2017;40.0
294;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2018;35.0
295;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2019;40.0
296;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2020;25.0
297;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2021;
298;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2022;
299;Noord-Nederland (LD);Beëindigingen door betalingen hervat;2023;
300;Noord-Nederland (LD);Beëindigingen zonder schone lei;1999;
301;Noord-Nederland (LD);Beëindigingen zonder schone lei;2000;
302;Noord-Nederland (LD);Beëindigingen zonder schone lei;2001;
303;Noord-Nederland (LD);Beëindigingen zonder schone lei;2002;
304;Noord-Nederland (LD);Beëindigingen zonder schone lei;2003;
305;Noord-Nederland (LD);Beëindigingen zonder schone lei;2004;
306;Noord-Nederland (LD);Beëindigingen zonder schone lei;2005;35.0
307;Noord-Nederland (LD);Beëindigingen zonder schone lei;2006;20.0
308;Noord-Nederland (LD);Beëindigingen zonder schone lei;2007;60.0
309;Noord-Nederland (LD);Beëindigingen zonder schone lei;2008;195.0
310;Noord-Nederland (LD);Beëindigingen zonder schone lei;2009;140.0
311;Noord-Nederland (LD);Beëindigingen zonder schone lei;2010;100.0
312;Noord-Nederland (LD);Beëindigingen zonder schone lei;2011;120.0
313;Noord-Nederland (LD);Beëindigingen zonder schone lei;2012;115.0
314;Noord-Nederland (LD);Beëindigingen zonder schone lei;2013;175.0
315;Noord-Nederland (LD);Beëindigingen zonder schone lei;2014;160.0
316;Noord-Nederland (LD);Beëindigingen zonder schone lei;2015;155.0
317;Noord-Nederland (LD);Beëindigingen zonder schone lei;2016;135.0
318;Noord-Nederland (LD);Beëindigingen zonder schone lei;2017;105.0
319;Noord-Nederland (LD);Beëindigingen zonder schone lei;2018;95.0
320;Noord-Nederland (LD);Beëindigingen zonder schone lei;2019;65.0
321;Noord-Nederland (LD);Beëindigingen zonder schone lei;2020;45.0
322;Noord-Nederland (LD);Beëindigingen zonder schone lei;2021;15.0
323;Noord-Nederland (LD);Beëindigingen zonder schone lei;2022;
324;Noord-Nederland (LD);Beëindigingen zonder schone lei;2023;
325;Noord-Nederland (LD);Beëindigingen onbekend;1999;
326;Noord-Nederland (LD);Beëindigingen onbekend;2000;
327;Noord-Nederland (LD);Beëindigingen onbekend;2001;15.0
328;Noord-Nederland (LD);Beëindigingen onbekend;2002;15.0
329;Noord-Nederland (LD);Beëindigingen onbekend;2003;25.0
330;Noord-Nederland (LD);Beëindigingen onbekend;2004;20.0
331;Noord-Nederland (LD);Beëindigingen onbekend;2005;
332;Noord-Nederland (LD);Beëindigingen onbekend;2006;
333;Noord-Nederland (LD);Beëindigingen onbekend;2007;
334;Noord-Nederland (LD);Beëindigingen onbekend;2008;
335;Noord-Nederland (LD);Beëindigingen onbekend;2009;10.0
336;Noord-Nederland (LD);Beëindigingen onbekend;2010;15.0
337;Noord-Nederland (LD);Beëindigingen onbekend;2011;
338;Noord-Nederland (LD);Beëindigingen onbekend;2012;10.0
339;Noord-Nederland (LD);Beëindigingen onbekend;2013;15.0
340;Noord-Nederland (LD);Beëindigingen onbekend;2014;15.0
341;Noord-Nederland (LD);Beëindigingen onbekend;2015;10.0
342;Noord-Nederland (LD);Beëindigingen onbekend;2016;15.0
343;Noord-Nederland (LD);Beëindigingen onbekend;2017;
344;Noord-Nederland (LD);Beëindigingen onbekend;2018;35.0
345;Noord-Nederland (LD);Beëindigingen onbekend;2019;10.0
346;Noord-Nederland (LD);Beëindigingen onbekend;2020;15.0
347;Noord-Nederland (LD);Beëindigingen onbekend;2021;460.0
348;Noord-Nederland (LD);Beëindigingen onbekend;2022;700.0
349;Noord-Nederland (LD);Beëindigingen onbekend;2023;465.0
350;Oost-Nederland (LD);Totaal alle beëindigingen;1999;50.0
351;Oost-Nederland (LD);Totaal alle beëindigingen;2000;245.0
352;Oost-Nederland (LD);Totaal alle beëindigingen;2001;620.0
353;Oost-Nederland (LD);Totaal alle beëindigingen;2002;1410.0
354;Oost-Nederland (LD);Totaal alle beëindigingen;2003;2255.0
355;Oost-Nederland (LD);Totaal alle beëindigingen;2004;2420.0
356;Oost-Nederland (LD);Totaal alle beëindigingen;2005;2500.0
357;Oost-Nederland (LD);Totaal alle beëindigingen;2006;2605.0
358;Oost-Nederland (LD);Totaal alle beëindigingen;2007;2565.0
359;Oost-Nederland (LD);Totaal alle beëindigingen;2008;3090.0
360;Oost-Nederland (LD);Totaal alle beëindigingen;2009;2815.0
361;Oost-Nederland (LD);Totaal alle beëindigingen;2010;2905.0
362;Oost-Nederland (LD);Totaal alle beëindigingen;2011;2310.0
363;Oost-Nederland (LD);Totaal alle beëindigingen;2012;2050.0
364;Oost-Nederland (LD);Totaal alle beëindigingen;2013;2540.0
365;Oost-Nederland (LD);Totaal alle beëindigingen;2014;3040.0
366;Oost-Nederland (LD);Totaal alle beëindigingen;2015;2870.0
367;Oost-Nederland (LD);Totaal alle beëindigingen;2016;2380.0
368;Oost-Nederland (LD);Totaal alle beëindigingen;2017;2320.0
369;Oost-Nederland (LD);Totaal alle beëindigingen;2018;2530.0
370;Oost-Nederland (LD);Totaal alle beëindigingen;2019;2260.0
371;Oost-Nederland (LD);Totaal alle beëindigingen;2020;1910.0
372;Oost-Nederland (LD);Totaal alle beëindigingen;2021;1375.0
373;Oost-Nederland (LD);Totaal alle beëindigingen;2022;1070.0
374;Oost-Nederland (LD);Totaal alle beëindigingen;2023;705.0
375;Oost-Nederland (LD);Beëindigingen door schone lei;1999;
376;Oost-Nederland (LD);Beëindigingen door schone lei;2000;70.0
377;Oost-Nederland (LD);Beëindigingen door schone lei;2001;225.0
378;Oost-Nederland (LD);Beëindigingen door schone lei;2002;970.0
379;Oost-Nederland (LD);Beëindigingen door schone lei;2003;1755.0
380;Oost-Nederland (LD);Beëindigingen door schone lei;2004;1815.0
381;Oost-Nederland (LD);Beëindigingen door schone lei;2005;1775.0
382;Oost-Nederland (LD);Beëindigingen door schone lei;2006;1845.0
383;Oost-Nederland (LD);Beëindigingen door schone lei;2007;1880.0
384;Oost-Nederland (LD);Beëindigingen door schone lei;2008;2500.0
385;Oost-Nederland (LD);Beëindigingen door schone lei;2009;2285.0
386;Oost-Nederland (LD);Beëindigingen door schone lei;2010;2475.0
387;Oost-Nederland (LD);Beëindigingen door schone lei;2011;1855.0
388;Oost-Nederland (LD);Beëindigingen door schone lei;2012;1510.0
389;Oost-Nederland (LD);Beëindigingen door schone lei;2013;1885.0
390;Oost-Nederland (LD);Beëindigingen door schone lei;2014;2550.0
391;Oost-Nederland (LD);Beëindigingen door schone lei;2015;2545.0
392;Oost-Nederland (LD);Beëindigingen door schone lei;2016;2115.0
393;Oost-Nederland (LD);Beëindigingen door schone lei;2017;2070.0
394;Oost-Nederland (LD);Beëindigingen door schone lei;2018;2265.0
395;Oost-Nederland (LD);Beëindigingen door schone lei;2019;2045.0
396;Oost-Nederland (LD);Beëindigingen door schone lei;2020;1720.0
397;Oost-Nederland (LD);Beëindigingen door schone lei;2021;510.0
398;Oost-Nederland (LD);Beëindigingen door schone lei;2022;50.0
399;Oost-Nederland (LD);Beëindigingen door schone lei;2023;10.0
400;Oost-Nederland (LD);Beëindigingen door akkoord;1999;15.0
401;Oost-Nederland (LD);Beëindigingen door akkoord;2000;40.0
402;Oost-Nederland (LD);Beëindigingen door akkoord;2001;65.0
403;Oost-Nederland (LD);Beëindigingen door akkoord;2002;45.0
404;Oost-Nederland (LD);Beëindigingen door akkoord;2003;30.0
405;Oost-Nederland (LD);Beëindigingen door akkoord;2004;25.0
406;Oost-Nederland (LD);Beëindigingen door akkoord;2005;30.0
407;Oost-Nederland (LD);Beëindigingen door akkoord;2006;35.0
408;Oost-Nederland (LD);Beëindigingen door akkoord;2007;50.0
409;Oost-Nederland (LD);Beëindigingen door akkoord;2008;40.0
410;Oost-Nederland (LD);Beëindigingen door akkoord;2009;30.0
411;Oost-Nederland (LD);Beëindigingen door akkoord;2010;20.0
412;Oost-Nederland (LD);Beëindigingen door akkoord;2011;25.0
413;Oost-Nederland (LD);Beëindigingen door akkoord;2012;35.0
414;Oost-Nederland (LD);Beëindigingen door akkoord;2013;50.0
415;Oost-Nederland (LD);Beëindigingen door akkoord;2014;35.0
416;Oost-Nederland (LD);Beëindigingen door akkoord;2015;15.0
417;Oost-Nederland (LD);Beëindigingen door akkoord;2016;10.0
418;Oost-Nederland (LD);Beëindigingen door akkoord;2017;20.0
419;Oost-Nederland (LD);Beëindigingen door akkoord;2018;15.0
420;Oost-Nederland (LD);Beëindigingen door akkoord;2019;25.0
421;Oost-Nederland (LD);Beëindigingen door akkoord;2020;10.0
422;Oost-Nederland (LD);Beëindigingen door akkoord;2021;
423;Oost-Nederland (LD);Beëindigingen door akkoord;2022;
424;Oost-Nederland (LD);Beëindigingen door akkoord;2023;
425;Oost-Nederland (LD);Beëindigingen door faillissement;1999;25.0
426;Oost-Nederland (LD);Beëindigingen door faillissement;2000;120.0
427;Oost-Nederland (LD);Beëindigingen door faillissement;2001;285.0
428;Oost-Nederland (LD);Beëindigingen door faillissement;2002;315.0
429;Oost-Nederland (LD);Beëindigingen door faillissement;2003;360.0
430;Oost-Nederland (LD);Beëindigingen door faillissement;2004;370.0
431;Oost-Nederland (LD);Beëindigingen door faillissement;2005;470.0
432;Oost-Nederland (LD);Beëindigingen door faillissement;2006;515.0
433;Oost-Nederland (LD);Beëindigingen door faillissement;2007;455.0
434;Oost-Nederland (LD);Beëindigingen door faillissement;2008;165.0
435;Oost-Nederland (LD);Beëindigingen door faillissement;2009;165.0
436;Oost-Nederland (LD);Beëindigingen door faillissement;2010;100.0
437;Oost-Nederland (LD);Beëindigingen door faillissement;2011;135.0
438;Oost-Nederland (LD);Beëindigingen door faillissement;2012;150.0
