ID;TypeLozing;IndustrieVolgensSBI93;Perioden;FosforverbindingenAlsP_1;StikstofverbindingenAlsN_2;AntimoonverbindingenAlsSb_3;ArseenverbindingenAlsAs_4;CadmiumverbindingenAlsCd_5;ChroomverbindingenAlsCr_6;KobaltverbindingenAlsCo_7;KoperverbindingenAlsCu_8;KwikverbindingenAlsHg_9;LoodverbindingenAlsPb_10;NikkelverbindingenAlsNi_11;ZinkverbindingenAlsZn_12;Benzeen_13;Ethylbenzeen_14;Isopropylbenzeen_15;SomPAK6VanBorneff_16;Tolueen_17;XyleenTotaal_18;Dichloorethaan12_19;Hexachloorbutadieen_20;TetrachlooretheenPer_21;TetrachloormethaanTetra_22;DrinsAldrinDieldrinEnz_23;Hexachloorbenzenen_24;Pentachloorfenol_25;ChloorverbAnorgChloridenAlsCl_26;Fluoriden_27;CyanidenAnorganischAlsCN_28;CZV_29
27;Totale lozing;151 Slachterijen en vleesverwerk. ind.;1990;16;823;0.0;0.0;5.892;148.6;;755;7.0;202;102;2252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2270;0;0;6554
28;Totale lozing;151 Slachterijen en vleesverwerk. ind.;1995;19;1062;0.0;25.4;6.268;208.2;;848;3.616;220;120;2610;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2347;0;0;9271
29;Totale lozing;151 Slachterijen en vleesverwerk. ind.;2000;14;838;0.0;0.9;0.29;33.6;;518;0.175;78;46;1273;0.0;0.0;0.0;0.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4344;0;0;9846
30;Totale lozing;151 Slachterijen en vleesverwerk. ind.;2003;37;869;0.0;0.0;1.977;115.0;0.0;318;0.452;8;85;1476;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4615;0;0;11385
31;Totale lozing;151 Slachterijen en vleesverwerk. ind.;2004;56;845;0.0;2.3;2.091;214.1;0.0;670;7.221;87;132;3080;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3854;0;0;11927
32;Totale lozing;151 Slachterijen en vleesverwerk. ind.;2005;56;823;0.0;4.0;6.614;289.6;0.0;776;0.049;108;201;3140;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3838;0;0;11582
33;Totale lozing;151 Slachterijen en vleesverwerk. ind.;2006;35;605;0.0;3.3;5.432;225.8;0.0;570;0.053;95;160;2600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2427;0;0;9392
34;Totale lozing;151 Slachterijen en vleesverwerk. ind.;2007;1;460;0.0;0.0;0.0;1.1;0.0;19;0.0;0;9;962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;725;0;0;1436
35;Totale lozing;151 Slachterijen en vleesverwerk. ind.;2008*;29;428;0.0;0.0;0.0;0.0;0.0;68;0.0;0;0;299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3698;0;0;82
36;Totale lozing;152 Visverwerkende industrie;1990;23;56;0.0;0.0;0.0;0.0;;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
37;Totale lozing;152 Visverwerkende industrie;1995;46;245;0.0;42.1;0.144;54.5;;58;0.518;0;0;153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16621;0;0;2198
38;Totale lozing;152 Visverwerkende industrie;2000;31;372;0.0;30.2;0.091;0.0;;20;0.061;0;0;59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13651;0;0;4893
39;Totale lozing;152 Visverwerkende industrie;2003;33;187;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9600;0;0;2458
40;Totale lozing;152 Visverwerkende industrie;2004;17;154;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9766;0;0;2168
41;Totale lozing;152 Visverwerkende industrie;2005;5;113;0.0;0.0;0.419;43.6;0.0;15;0.0;9;57;171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8135;0;0;1637
42;Totale lozing;152 Visverwerkende industrie;2006;0;94;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5996;0;0;1562
43;Totale lozing;152 Visverwerkende industrie;2007;0;107;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6816;0;0;1776
44;Totale lozing;152 Visverwerkende industrie;2008*;17;130;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8001;0;0;1858
45;Totale lozing;153 Groente- en fruitverwerkende ind.;1990;219;1500;0.0;0.0;0.0;0.0;;0;0.0;0;0;10346;99.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1832;0;0;38045
46;Totale lozing;153 Groente- en fruitverwerkende ind.;1995;676;1251;0.0;40.0;51.996;155.6;;434;0.495;289;125;2372;15.2;0.0;0.0;0.0;38.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1931;0;0;10417
47;Totale lozing;153 Groente- en fruitverwerkende ind.;2000;200;795;0.0;8.5;0.831;79.4;;566;0.007;54;110;1585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1066;0;0;10932
48;Totale lozing;153 Groente- en fruitverwerkende ind.;2003;139;875;0.0;11.0;5.64;403.7;0.0;445;0.02;58;66;1405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1441;0;0;12386
49;Totale lozing;153 Groente- en fruitverwerkende ind.;2004;141;831;0.0;15.0;3.716;98.0;0.0;296;0.0;37;80;1368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1420;0;0;11515
50;Totale lozing;153 Groente- en fruitverwerkende ind.;2005;135;825;0.0;66.3;2.241;128.6;0.0;422;0.0;46;105;873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;850;0;0;10766
51;Totale lozing;153 Groente- en fruitverwerkende ind.;2006;150;812;0.0;26.9;2.011;53.9;0.0;182;0.0;24;48;987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;908;0;0;10435
52;Totale lozing;153 Groente- en fruitverwerkende ind.;2007;268;979;0.0;104.5;0.448;22.4;0.0;567;0.0;75;75;761;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9793;0;0;18345
53;Totale lozing;153 Groente- en fruitverwerkende ind.;2008*;236;1199;0.0;25.7;2.801;88.0;0.0;273;0.0;57;81;838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9983;0;0;9756
54;Totale lozing;154 Margarine- ea oliën- en vettenind.;1990;205;120;0.0;31.6;0.0;170.3;;870;1.054;269;950;290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;913;0;0;3336
55;Totale lozing;154 Margarine- ea oliën- en vettenind.;1995;110;100;0.0;41.1;3.51;38.5;;56;1.027;21;522;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1169;0;0;1906
56;Totale lozing;154 Margarine- ea oliën- en vettenind.;2000;257;473;0.0;25.4;0.15;67.2;;41;0.098;10;221;387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5429;0;0;1993
57;Totale lozing;154 Margarine- ea oliën- en vettenind.;2003;98;67;0.0;10.7;0.154;26.0;0.0;6;0.169;4;143;413;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;732;0;0;1097
58;Totale lozing;154 Margarine- ea oliën- en vettenind.;2004;80;50;0.0;5.2;0.722;13.3;0.0;1;0.048;1;75;372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;581;0;0;1127
59;Totale lozing;154 Margarine- ea oliën- en vettenind.;2005;99;59;0.0;18.7;0.286;5.4;0.0;0;0.069;2;201;320;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;581;0;0;1398
60;Totale lozing;154 Margarine- ea oliën- en vettenind.;2006;100;53;0.0;29.1;0.305;7.6;0.0;1;0.041;3;92;375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;607;0;0;1547
61;Totale lozing;154 Margarine- ea oliën- en vettenind.;2007;33;24;0.0;29.7;0.097;9.4;0.0;14;0.006;0;190;177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;141;0;0;374
62;Totale lozing;154 Margarine- ea oliën- en vettenind.;2008*;74;42;0.0;1.8;0.298;11.2;0.0;2;0.017;0;165;263;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;450;0;0;818
63;Totale lozing;155 Zuivelindustrie;1990;466;1704;0.0;1.7;0.0;7.9;;167;6.747;17;0;766;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21743;0;0;12091
64;Totale lozing;155 Zuivelindustrie;1995;718;1642;0.0;2.0;7.572;66.6;;493;1.339;184;59;1804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;8206;0;0;19558
65;Totale lozing;155 Zuivelindustrie;2000;634;1426;0.0;0.0;0.0;12.1;;71;0.006;7;12;300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17447;0;0;18515
66;Totale lozing;155 Zuivelindustrie;2003;520;1305;0.0;3.6;0.292;34.7;0.0;79;0.112;10;25;1549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.071;0.0;0.0;0.0;28899;0;0;16741
67;Totale lozing;155 Zuivelindustrie;2004;573;1330;0.0;17.5;1.518;16.6;0.0;43;0.021;4;22;477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20645;0;0;19064
68;Totale lozing;155 Zuivelindustrie;2005;669;1439;0.0;8.7;1.196;52.2;0.0;54;0.0;13;35;439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22480;0;0;19594
69;Totale lozing;155 Zuivelindustrie;2006;622;1919;0.0;0.0;0.083;7.5;0.0;33;0.0;1;6;272;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19220;0;0;20264
70;Totale lozing;155 Zuivelindustrie;2007;625;2415;0.0;0.0;0.0;6.8;0.0;30;0.0;8;4;148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18097;0;0;16431
71;Totale lozing;155 Zuivelindustrie;2008*;605;1292;0.0;0.0;0.0;0.7;0.0;19;0.0;0;0;98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20103;0;0;15582
72;Totale lozing;156 Meelindustrie;1990;258;3230;0.0;2.0;2.927;39.0;;9;1.0;0;21;1314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5279;0;0;10978
73;Totale lozing;156 Meelindustrie;1995;120;199;0.0;1.8;7.6;186.4;;131;0.6;68;103;513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7495;0;0;2148
74;Totale lozing;156 Meelindustrie;2000;103;152;0.0;0.0;0.0;65.9;;32;0.3;34;45;213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11342;0;0;1565
75;Totale lozing;156 Meelindustrie;2003;73;145;0.0;0.0;0.0;0.0;0.0;16;0.079;0;27;114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11214;0;0;1743
76;Totale lozing;156 Meelindustrie;2004;75;148;0.0;0.4;0.2;10.1;0.0;33;0.14;4;29;810;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13617;0;0;1852
77;Totale lozing;156 Meelindustrie;2005;84;145;0.0;0.5;0.0;4.0;0.0;24;0.34;0;39;90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12432;0;0;1637
78;Totale lozing;156 Meelindustrie;2006;90;156;0.0;7.1;0.0;22.9;0.0;29;0.9;0;38;108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13778;0;0;1851
79;Totale lozing;156 Meelindustrie;2007;93;135;0.0;6.8;1.06;20.7;0.0;37;0.55;11;33;121;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13309;0;0;1599
80;Totale lozing;156 Meelindustrie;2008*;72;98;0.0;20.7;2.07;10.9;0.0;34;0.36;17;48;129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11517;0;0;999
81;Totale lozing;157 Diervoederindustrie;1990;0;33;0.0;0.0;0.0;0.0;;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;251;0;0;97
82;Totale lozing;157 Diervoederindustrie;1995;3;38;0.0;24.1;0.0;0.0;;51;0.0;0;0;169;0.0;0.0;0.0;0.0;0.3;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;98;0;0;404
83;Totale lozing;157 Diervoederindustrie;2000;45;87;0.0;0.0;0.0;0.1;;11;0.0;21;0;85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;686;0;0;767
84;Totale lozing;157 Diervoederindustrie;2003;23;25;0.0;0.1;0.0;0.1;0.0;15;0.0;1;0;68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;465;0;0;344
85;Totale lozing;157 Diervoederindustrie;2004;14;45;0.0;0.0;0.01;0.1;0.0;9;0.002;1;0;205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;249;0;0;706
86;Totale lozing;157 Diervoederindustrie;2005;31;83;0.0;0.0;0.012;0.1;0.0;7;0.0;1;0;45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;374;0;0;1195
87;Totale lozing;157 Diervoederindustrie;2006;35;88;0.0;0.0;0.392;4.9;0.0;8;0.0;13;1;261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;348;0;0;1161
88;Totale lozing;157 Diervoederindustrie;2007;7;36;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;161;0;0;90
89;Totale lozing;157 Diervoederindustrie;2008*;6;46;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;271;0;0;120
90;Totale lozing;158 Overige voedingsmiddelenind.;1990;6;380;0.0;0.0;0.32;74.1;;231;1.0;29;20;900;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3419;0;0;8419
91;Totale lozing;158 Overige voedingsmiddelenind.;1995;57;798;0.0;29.0;4.074;548.0;;950;3.023;66;477;2611;0.0;0.0;0.0;0.0;3.1;0.0;0.0;0.0;0.0;0.0;0.004;0.004;0.022;6521;0;0;19725
92;Totale lozing;158 Overige voedingsmiddelenind.;2000;93;723;0.0;15.7;8.606;91.4;;538;0.181;17;99;1084;0.0;0.0;0.0;0.0;58.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15582;0;0;17668
93;Totale lozing;158 Overige voedingsmiddelenind.;2003;136;1607;0.0;10.9;4.537;129.2;0.0;342;0.168;21;126;1492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8516;0;0;15505
94;Totale lozing;158 Overige voedingsmiddelenind.;2004;156;674;0.0;23.0;0.726;56.7;0.0;444;0.453;9;85;1269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7563;0;0;15779
95;Totale lozing;158 Overige voedingsmiddelenind.;2005;260;569;0.0;21.3;0.032;31.2;0.0;276;0.0;9;65;1260;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8066;0;0;14889
96;Totale lozing;158 Overige voedingsmiddelenind.;2006;63;504;0.0;12.6;0.4;14.0;0.0;128;0.0;0;35;714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6718;0;0;13622
97;Totale lozing;158 Overige voedingsmiddelenind.;2007;40;328;0.0;2.9;0.0;4.8;0.0;49;0.0;1;19;308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3066;0;0;12416
98;Totale lozing;158 Overige voedingsmiddelenind.;2008*;27;232;0.0;7.1;0.0;9.9;0.0;67;0.0;2;20;126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4047;0;0;7589
99;Totale lozing;159 Drankenindustrie;1990;49;451;0.0;0.0;0.0;0.0;;1841;0.0;0;0;1097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3986;0;0;7263
100;Totale lozing;159 Drankenindustrie;1995;73;330;0.0;19.6;5.14;180.2;;778;0.317;80;97;1624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2586;0;0;6565
101;Totale lozing;159 Drankenindustrie;2000;116;319;0.0;1.1;5.144;59.4;;910;0.341;3;20;3018;0.0;0.0;0.0;0.0;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2033;0;0;8024
102;Totale lozing;159 Drankenindustrie;2003;80;376;0.0;8.3;0.4;111.1;0.0;918;0.243;2;33;1390;15.0;0.0;0.0;0.0;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2496;0;0;7417
