ID;Leeftijd;RegioS;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instromers_4;Instromers_5;Uitstromers_6;Uitstromers_7;UitstromersNaarWerk_8;UitstromersNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkendenNaReIntegratie_11;WerkendenNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
799;15 jaar tot AOW-leeftijd;Ouder-Amstel;8360;180;21.5;70;30.5;50;22.5;30.0;10.5;80.0;20.0;22.5;50.0;29.5;66.5;20.0;2.0
800;15 jaar tot AOW-leeftijd;Oudewater;6340;90;14.0;30;22.0;30;23.0;20.0;15.5;50.0;20.0;20.5;40.0;48.5;89.5;20.0;3.5
801;15 jaar tot AOW-leeftijd;Overbetuwe;30170;580;19.0;150;21.0;130;17.5;70.0;9.5;530.0;100.0;18.0;430.0;74.5;81.0;200.0;6.5
802;15 jaar tot AOW-leeftijd;Papendrecht;20180;570;28.0;200;28.0;160;22.5;90.0;12.0;50.0;20.0;22.0;40.0;6.5;70.0;100.0;5.0
803;15 jaar tot AOW-leeftijd;Peel en Maas;28190;420;15.0;160;29.0;140;24.0;90.0;15.0;310.0;80.0;24.0;240.0;56.5;76.5;330.0;11.5
804;15 jaar tot AOW-leeftijd;Pekela;8130;520;64.5;240;31.0;190;25.0;100.0;12.5;350.0;110.0;22.5;300.0;57.5;87.5;280.0;34.5
805;15 jaar tot AOW-leeftijd;Pijnacker-Nootdorp;33630;500;15.0;170;25.5;150;23.5;70.0;11.0;260.0;50.0;20.0;190.0;38.0;72.0;80.0;2.5
806;15 jaar tot AOW-leeftijd;Purmerend;53010;1740;33.0;640;28.0;550;24.0;340.0;14.5;1350.0;340.0;21.5;1060.0;61.0;79.0;320.0;6.0
807;15 jaar tot AOW-leeftijd;Putten;15480;250;16.5;110;31.5;80;23.0;50.0;15.5;200.0;40.0;28.5;110.0;41.5;53.0;100.0;6.0
808;15 jaar tot AOW-leeftijd;Raalte;23300;390;17.0;140;27.0;120;23.5;60.0;12.5;300.0;90.0;26.5;240.0;61.0;80.5;220.0;9.5
809;15 jaar tot AOW-leeftijd;Reimerswaal;13840;230;16.5;90;30.0;60;21.0;40.0;12.5;200.0;30.0;12.0;150.0;68.0;78.0;70.0;5.0
810;15 jaar tot AOW-leeftijd;Renkum;18460;640;35.0;220;26.5;180;21.5;90.0;11.0;240.0;80.0;20.5;190.0;30.0;80.5;130.0;7.0
811;15 jaar tot AOW-leeftijd;Renswoude;3180;30;10.5;10;35.0;10;20.0;0.0;;10.0;0.0;;0.0;;;20.0;4.5
812;15 jaar tot AOW-leeftijd;Reusel-De Mierden;8500;80;9.0;30;28.5;30;25.5;20.0;16.0;10.0;10.0;18.0;10.0;15.5;85.5;160.0;18.5
813;15 jaar tot AOW-leeftijd;Rheden;26610;1040;39.0;420;28.5;390;26.5;180.0;12.5;780.0;220.0;21.0;630.0;60.5;80.5;320.0;12.0
814;15 jaar tot AOW-leeftijd;Rhenen;11870;320;27.5;90;23.0;60;16.0;30.0;7.5;110.0;10.0;13.5;60.0;20.0;58.0;80.0;6.5
815;15 jaar tot AOW-leeftijd;Ridderkerk;27870;790;28.5;280;28.0;220;21.5;100.0;9.5;590.0;100.0;16.0;450.0;57.0;76.0;150.0;5.5
816;15 jaar tot AOW-leeftijd;Rijnwaarden;7060;250;35.0;90;27.0;90;25.5;40.0;13.0;70.0;20.0;17.0;60.0;22.5;81.0;70.0;10.5
817;15 jaar tot AOW-leeftijd;Rijssen-Holten;23390;390;16.5;150;29.0;120;22.5;70.0;12.5;330.0;80.0;19.5;270.0;69.0;80.5;170.0;7.5
818;15 jaar tot AOW-leeftijd;Rijswijk (ZH.);31000;1480;47.5;480;26.0;420;22.5;170.0;9.5;680.0;170.0;16.0;590.0;40.0;86.5;150.0;4.5
819;15 jaar tot AOW-leeftijd;Roerdalen;13050;310;23.5;140;33.0;100;22.5;50.0;12.5;330.0;50.0;14.5;270.0;88.0;83.0;160.0;12.0
820;15 jaar tot AOW-leeftijd;Roermond;37520;1990;53.0;720;27.5;600;23.0;290.0;11.0;1170.0;350.0;18.5;1010.0;51.0;86.5;590.0;16.0
821;15 jaar tot AOW-leeftijd;De Ronde Venen;27370;450;16.5;160;26.5;140;23.0;70.0;12.0;150.0;40.0;26.5;100.0;22.5;70.5;70.0;2.5
822;15 jaar tot AOW-leeftijd;Roosendaal;49670;2000;40.0;760;30.0;530;20.5;240.0;9.5;1040.0;260.0;24.0;740.0;37.0;71.0;730.0;14.5
823;15 jaar tot AOW-leeftijd;Rotterdam;432910;41300;95.5;11230;21.5;10030;19.0;4790.0;9.0;7690.0;2670.0;11.0;6570.0;16.0;85.5;2310.0;5.5
824;15 jaar tot AOW-leeftijd;Rozendaal;840;0;;0;;0;;0.0;;0.0;0.0;;0.0;;;0.0;
825;15 jaar tot AOW-leeftijd;Rucphen;14860;340;22.5;110;25.0;80;18.5;40.0;9.5;170.0;10.0;7.5;120.0;35.0;68.5;350.0;23.5
826;15 jaar tot AOW-leeftijd;Schagen;28680;600;20.5;210;27.0;180;22.0;100.0;12.5;120.0;40.0;19.0;100.0;17.0;84.5;210.0;7.0
827;15 jaar tot AOW-leeftijd;Scherpenzeel;5940;70;11.5;40;45.0;20;25.0;10.0;13.5;30.0;10.0;16.0;20.0;31.5;72.5;10.0;2.0
828;15 jaar tot AOW-leeftijd;Schiedam;51730;2930;56.5;920;25.0;670;18.0;280.0;7.5;1450.0;290.0;13.5;1180.0;40.0;81.5;490.0;9.5
829;15 jaar tot AOW-leeftijd;Schiermonnikoog;550;10;14.5;0;;0;;0.0;;0.0;0.0;;0.0;;;0.0;
830;15 jaar tot AOW-leeftijd;Schijndel;15340;280;18.0;110;29.5;80;23.0;50.0;13.5;150.0;30.0;16.0;130.0;45.0;83.0;310.0;20.5
831;15 jaar tot AOW-leeftijd;Schinnen;8070;220;27.0;100;31.5;40;12.0;10.0;4.0;150.0;10.0;4.5;130.0;60.0;89.0;80.0;10.0
832;15 jaar tot AOW-leeftijd;Schouwen-Duiveland;20350;480;23.5;210;31.0;170;25.5;100.0;15.0;340.0;90.0;23.5;250.0;52.5;74.5;270.0;13.5
833;15 jaar tot AOW-leeftijd;Simpelveld;6710;170;26.0;70;28.5;50;21.5;30.0;13.5;200.0;40.0;18.0;150.0;87.5;74.5;130.0;19.0
834;15 jaar tot AOW-leeftijd;Sint Anthonis;7560;70;9.5;30;30.0;20;24.5;10.0;13.5;30.0;10.0;28.0;20.0;33.0;83.0;70.0;8.5
835;15 jaar tot AOW-leeftijd;Sint-Michielsgestel;17860;270;15.0;90;27.5;70;19.5;30.0;10.0;150.0;20.0;12.0;120.0;46.5;80.5;260.0;14.5
836;15 jaar tot AOW-leeftijd;Sint-Oedenrode;11360;130;12.0;60;30.0;50;27.5;30.0;16.0;50.0;20.0;26.5;30.0;24.0;66.5;140.0;12.0
837;15 jaar tot AOW-leeftijd;Sittard-Geleen;61200;3100;50.5;760;20.0;710;18.5;340.0;9.0;630.0;140.0;18.5;340.0;11.0;54.5;770.0;12.5
838;15 jaar tot AOW-leeftijd;Sliedrecht;15690;490;31.0;150;26.0;100;18.0;50.0;8.0;60.0;20.0;23.5;50.0;10.0;76.0;120.0;8.0
839;15 jaar tot AOW-leeftijd;Slochteren;10140;250;24.5;120;33.0;90;25.0;50.0;13.5;170.0;30.0;10.0;150.0;58.0;87.5;70.0;7.0
840;15 jaar tot AOW-leeftijd;Sluis;14350;320;22.5;130;28.5;100;21.5;50.0;10.5;180.0;40.0;23.0;120.0;35.5;65.5;110.0;7.5
841;15 jaar tot AOW-leeftijd;Smallingerland;35120;1970;56.0;700;26.5;600;23.0;310.0;11.5;420.0;240.0;27.0;330.0;17.0;80.0;470.0;13.5
842;15 jaar tot AOW-leeftijd;Soest;27990;820;29.0;280;28.0;180;18.0;90.0;9.0;570.0;140.0;18.5;460.0;56.0;80.5;170.0;6.0
843;15 jaar tot AOW-leeftijd;Someren;12560;240;19.0;70;22.0;50;16.0;30.0;9.0;30.0;10.0;8.5;30.0;11.0;79.0;100.0;8.0
844;15 jaar tot AOW-leeftijd;Son en Breugel;9910;230;23.5;70;24.0;30;11.0;10.0;3.5;90.0;10.0;8.5;80.0;35.0;90.0;50.0;5.0
845;15 jaar tot AOW-leeftijd;Stadskanaal;20130;1080;53.5;460;31.0;310;21.0;150.0;10.0;650.0;160.0;18.0;510.0;47.0;78.5;760.0;38.0
846;15 jaar tot AOW-leeftijd;Staphorst;10290;160;15.0;80;41.0;30;17.5;20.0;10.0;60.0;10.0;24.0;40.0;27.5;75.5;60.0;5.5
847;15 jaar tot AOW-leeftijd;Stede Broec;13640;310;22.5;130;32.5;80;21.0;40.0;11.5;90.0;30.0;27.0;70.0;23.0;83.5;110.0;8.0
848;15 jaar tot AOW-leeftijd;Steenbergen;15260;380;24.5;150;29.5;120;23.0;70.0;13.0;150.0;40.0;19.0;120.0;32.0;78.5;130.0;8.5
849;15 jaar tot AOW-leeftijd;Steenwijkerland;27200;980;36.0;290;22.5;310;24.0;170.0;13.5;930.0;220.0;19.0;800.0;81.5;86.5;370.0;13.5
850;15 jaar tot AOW-leeftijd;Stein (L.);15780;350;22.0;100;23.5;80;18.0;30.0;8.0;140.0;10.0;10.5;110.0;30.5;77.0;200.0;12.5
851;15 jaar tot AOW-leeftijd;Stichtse Vecht;41220;840;20.5;340;31.0;230;21.0;120.0;11.5;230.0;120.0;23.5;180.0;21.5;80.0;190.0;4.5
852;15 jaar tot AOW-leeftijd;Strijen;5770;70;13.0;20;24.0;20;19.0;10.0;12.5;60.0;20.0;22.0;50.0;66.0;86.0;20.0;4.0
853;15 jaar tot AOW-leeftijd;Súdwest-Fryslân;52330;2500;47.5;800;25.0;620;19.5;350.0;11.0;860.0;150.0;16.0;670.0;27.0;78.5;550.0;10.5
854;15 jaar tot AOW-leeftijd;Terneuzen;33750;1180;35.0;420;27.0;350;22.5;160.0;10.5;740.0;190.0;23.0;550.0;46.5;74.0;480.0;14.5
855;15 jaar tot AOW-leeftijd;Terschelling;3220;30;8.5;10;39.0;10;19.5;0.0;;20.0;10.0;22.0;20.0;53.5;75.0;10.0;3.0
856;15 jaar tot AOW-leeftijd;Texel;8570;140;16.0;60;30.0;40;22.5;30.0;17.5;20.0;10.0;6.0;20.0;14.5;0.0;130.0;15.5
857;15 jaar tot AOW-leeftijd;Teylingen;23240;290;12.5;140;33.5;120;29.5;60.0;15.0;50.0;40.0;34.5;40.0;13.5;73.5;140.0;6.0
858;15 jaar tot AOW-leeftijd;Tholen;16140;370;23.0;170;35.0;100;21.5;50.0;10.5;300.0;60.0;20.5;230.0;62.5;77.5;110.0;7.0
859;15 jaar tot AOW-leeftijd;Tiel;27630;1460;53.0;410;22.0;340;18.5;180.0;10.0;750.0;180.0;21.0;560.0;38.5;75.5;390.0;14.0
860;15 jaar tot AOW-leeftijd;Tilburg;146880;7970;54.5;2780;27.5;2040;20.0;920.0;9.0;1450.0;310.0;16.5;1170.0;14.5;80.5;1560.0;10.5
861;15 jaar tot AOW-leeftijd;Tubbergen;13720;130;10.0;70;33.0;60;30.0;30.0;16.0;40.0;10.0;23.5;30.0;20.0;64.5;100.0;7.5
862;15 jaar tot AOW-leeftijd;Twenterand;21530;560;26.0;190;27.5;140;20.5;70.0;10.5;210.0;40.0;15.5;180.0;31.5;83.5;340.0;16.0
863;15 jaar tot AOW-leeftijd;Tynaarlo;19570;420;21.5;200;33.5;150;25.0;90.0;15.0;120.0;50.0;24.0;80.0;18.5;66.0;100.0;5.0
864;15 jaar tot AOW-leeftijd;Tytsjerksteradiel;19630;550;28.0;180;24.5;210;29.0;100.0;13.0;400.0;100.0;12.0;320.0;58.5;79.5;190.0;9.5
865;15 jaar tot AOW-leeftijd;Uden;26430;720;27.5;250;27.0;180;19.5;100.0;11.0;160.0;60.0;16.5;120.0;16.5;74.0;410.0;15.5
866;15 jaar tot AOW-leeftijd;Uitgeest;8820;130;15.0;40;25.0;40;21.5;20.0;13.5;40.0;20.0;21.5;30.0;19.0;67.5;40.0;4.0
867;15 jaar tot AOW-leeftijd;Uithoorn;19020;350;18.0;180;34.5;190;36.0;100.0;18.5;260.0;100.0;21.5;220.0;62.5;83.5;70.0;3.5
868;15 jaar tot AOW-leeftijd;Urk;12460;140;11.0;60;34.5;30;18.5;10.0;7.0;50.0;10.0;23.0;30.0;21.5;60.5;80.0;6.0
869;15 jaar tot AOW-leeftijd;Utrecht (gemeente);246330;10920;44.5;3690;26.0;3020;21.5;1390.0;10.0;1670.0;700.0;18.5;1330.0;12.0;79.5;870.0;3.5
870;15 jaar tot AOW-leeftijd;Utrechtse Heuvelrug;29440;670;22.5;280;30.5;160;17.5;70.0;8.0;220.0;50.0;17.0;180.0;27.0;81.5;110.0;3.5
871;15 jaar tot AOW-leeftijd;Vaals;6070;300;49.5;90;22.5;80;19.5;30.0;8.5;150.0;30.0;19.0;120.0;40.0;81.0;80.0;13.0
872;15 jaar tot AOW-leeftijd;Valkenburg aan de Geul;10170;320;31.0;90;20.5;80;18.5;40.0;10.0;120.0;30.0;35.5;70.0;22.0;60.0;110.0;10.5
873;15 jaar tot AOW-leeftijd;Valkenswaard;18860;540;28.5;170;25.0;150;21.5;90.0;12.0;110.0;60.0;23.5;80.0;14.0;68.5;170.0;9.0
874;15 jaar tot AOW-leeftijd;Veendam;17440;960;55.0;330;25.5;320;24.5;150.0;11.0;690.0;160.0;17.0;590.0;62.0;86.0;480.0;27.5
875;15 jaar tot AOW-leeftijd;Veenendaal;41140;1500;36.5;460;24.0;390;20.5;210.0;11.0;780.0;80.0;13.5;450.0;30.0;58.0;320.0;8.0
876;15 jaar tot AOW-leeftijd;Veere;13180;200;15.5;80;29.0;40;15.0;20.0;7.5;10.0;10.0;7.0;10.0;4.0;80.0;60.0;4.5
877;15 jaar tot AOW-leeftijd;Veghel;24980;470;19.0;170;28.0;120;20.5;70.0;12.0;280.0;50.0;16.5;220.0;46.5;79.5;340.0;13.5
878;15 jaar tot AOW-leeftijd;Veldhoven;28500;580;20.5;190;25.0;160;21.0;80.0;10.5;430.0;80.0;14.5;370.0;63.0;85.0;210.0;7.5
879;15 jaar tot AOW-leeftijd;Velsen;43960;1440;32.5;430;23.5;390;21.0;180.0;10.0;580.0;170.0;18.5;450.0;31.5;78.0;260.0;6.0
880;15 jaar tot AOW-leeftijd;Venlo;65270;3250;49.5;1090;25.5;990;23.0;560.0;13.0;500.0;150.0;34.0;100.0;3.0;20.0;720.0;11.0
881;15 jaar tot AOW-leeftijd;Venray;28420;920;32.5;390;32.0;290;24.0;160.0;13.5;110.0;30.0;23.0;30.0;3.0;23.5;510.0;18.0
882;15 jaar tot AOW-leeftijd;Vianen;12360;290;23.5;110;28.5;100;25.0;60.0;14.0;170.0;50.0;22.0;130.0;45.5;79.0;40.0;3.0
883;15 jaar tot AOW-leeftijd;Vlaardingen;45790;2630;57.5;850;26.0;580;18.0;270.0;8.0;450.0;260.0;27.5;330.0;12.5;73.5;400.0;9.0
884;15 jaar tot AOW-leeftijd;Vlagtwedde;10250;330;32.0;180;38.0;130;27.5;70.0;15.0;240.0;60.0;15.5;210.0;63.5;87.0;330.0;31.5
885;15 jaar tot AOW-leeftijd;Vlieland;740;10;8.0;0;;0;;0.0;;0.0;0.0;;0.0;;;0.0;
886;15 jaar tot AOW-leeftijd;Vlissingen;28200;1970;70.0;620;25.0;450;18.0;270.0;11.0;150.0;50.0;6.0;110.0;5.5;74.5;390.0;14.0
887;15 jaar tot AOW-leeftijd;Voerendaal;7620;140;18.0;40;21.5;50;26.0;30.0;15.0;170.0;40.0;21.5;120.0;90.0;75.0;80.0;11.0
888;15 jaar tot AOW-leeftijd;Voorschoten;15140;350;23.0;110;25.0;80;17.5;50.0;10.0;310.0;40.0;11.5;240.0;69.5;78.5;70.0;4.5
889;15 jaar tot AOW-leeftijd;Voorst;14940;290;19.5;100;26.0;90;22.5;60.0;14.0;90.0;20.0;17.0;70.0;23.0;73.0;100.0;6.5
890;15 jaar tot AOW-leeftijd;Vught;16410;300;18.5;110;29.0;80;20.0;50.0;12.5;250.0;40.0;15.0;190.0;61.5;74.0;230.0;14.0
891;15 jaar tot AOW-leeftijd;Waalre;10180;200;20.0;60;23.0;40;16.0;20.0;6.5;50.0;10.0;7.5;50.0;22.0;90.0;60.0;6.0
892;15 jaar tot AOW-leeftijd;Waalwijk;30270;820;27.0;290;27.5;240;23.0;120.0;11.5;200.0;80.0;22.0;130.0;15.5;62.0;280.0;9.5
893;15 jaar tot AOW-leeftijd;Waddinxveen;16650;350;21.0;160;34.0;120;26.0;60.0;12.5;130.0;20.0;19.5;70.0;20.0;53.0;120.0;7.0
894;15 jaar tot AOW-leeftijd;Wageningen;27360;700;25.5;270;29.0;230;24.5;120.0;12.5;450.0;150.0;27.5;330.0;46.5;72.5;180.0;6.5
895;15 jaar tot AOW-leeftijd;Wassenaar;14990;420;27.5;130;26.0;80;16.5;40.0;8.5;350.0;60.0;14.5;270.0;64.0;77.5;60.0;4.0
896;15 jaar tot AOW-leeftijd;Waterland;10650;150;14.0;50;23.0;60;27.5;30.0;16.5;40.0;10.0;17.0;30.0;22.5;85.0;30.0;2.5
897;15 jaar tot AOW-leeftijd;Weert;31390;1070;34.0;310;23.0;250;18.5;130.0;9.5;1140.0;180.0;14.0;950.0;88.5;83.0;450.0;14.5
898;15 jaar tot AOW-leeftijd;Weesp;12010;420;34.5;150;30.5;80;16.0;40.0;7.0;220.0;20.0;5.0;190.0;46.5;90.0;40.0;3.5
899;15 jaar tot AOW-leeftijd;Werkendam;16820;290;17.0;110;31.5;50;16.0;30.0;10.0;130.0;30.0;18.5;110.0;37.0;83.5;90.0;5.0
900;15 jaar tot AOW-leeftijd;West Maas en Waal;12260;270;22.0;110;32.5;70;21.0;40.0;11.5;140.0;20.0;17.5;100.0;37.5;71.0;70.0;6.0
901;15 jaar tot AOW-leeftijd;Westerveld;11260;280;25.0;120;30.0;100;23.5;60.0;13.5;310.0;50.0;14.5;220.0;79.0;71.0;140.0;13.0
902;15 jaar tot AOW-leeftijd;Westervoort;10260;440;43.0;150;26.5;110;19.0;60.0;10.5;90.0;30.0;19.5;70.0;14.5;76.5;120.0;12.0
903;15 jaar tot AOW-leeftijd;Westland;68610;1330;19.5;430;26.5;350;21.5;170.0;10.5;450.0;160.0;29.5;380.0;28.5;83.5;350.0;5.0
904;15 jaar tot AOW-leeftijd;Weststellingwerf;15840;530;33.0;190;27.5;150;21.0;90.0;12.0;460.0;120.0;23.0;380.0;72.5;83.0;210.0;13.5
905;15 jaar tot AOW-leeftijd;Westvoorne;8650;130;14.5;50;27.5;40;26.5;20.0;12.0;40.0;20.0;32.5;30.0;24.0;68.0;20.0;2.5
906;15 jaar tot AOW-leeftijd;Wierden;14970;240;16.0;100;28.5;90;26.5;50.0;15.5;90.0;40.0;31.5;60.0;25.0;70.0;110.0;7.5
907;15 jaar tot AOW-leeftijd;Wijchen;26330;740;28.0;230;24.5;190;20.0;100.0;10.5;70.0;10.0;3.5;50.0;6.5;66.0;260.0;10.0
908;15 jaar tot AOW-leeftijd;Wijdemeren;14210;220;16.0;90;28.5;80;27.5;40.0;12.5;40.0;20.0;12.5;30.0;13.0;83.0;30.0;2.5
909;15 jaar tot AOW-leeftijd;Wijk bij Duurstede;15510;290;18.5;100;27.0;90;24.5;50.0;12.0;70.0;30.0;30.0;50.0;16.5;64.5;70.0;4.5
910;15 jaar tot AOW-leeftijd;Winsum;8410;280;33.0;110;28.0;100;24.5;70.0;17.5;280.0;80.0;22.5;240.0;85.0;84.5;90.0;10.0
911;15 jaar tot AOW-leeftijd;Winterswijk;18240;670;37.0;300;31.0;210;22.0;120.0;12.5;740.0;140.0;18.0;570.0;84.5;76.5;330.0;18.0
912;15 jaar tot AOW-leeftijd;Woensdrecht;13610;280;21.0;80;23.0;70;20.0;40.0;11.0;90.0;30.0;22.5;70.0;25.0;79.0;110.0;8.0
913;15 jaar tot AOW-leeftijd;Woerden;32790;520;15.5;190;26.0;210;29.0;110.0;14.5;240.0;90.0;23.5;200.0;38.5;83.0;280.0;8.5
914;15 jaar tot AOW-leeftijd;De Wolden;14720;230;16.0;80;26.5;70;22.0;40.0;12.0;240.0;50.0;18.5;190.0;80.5;79.5;120.0;8.0
915;15 jaar tot AOW-leeftijd;Wormerland;9880;220;22.0;60;20.5;80;26.0;40.0;13.0;40.0;10.0;20.5;30.0;14.5;78.0;20.0;2.0
916;15 jaar tot AOW-leeftijd;Woudenberg;7690;130;17.0;50;36.5;20;16.5;10.0;5.0;40.0;0.0;;40.0;27.5;83.5;20.0;3.0
917;15 jaar tot AOW-leeftijd;Woudrichem;9280;160;16.5;60;34.5;40;21.0;10.0;6.0;80.0;10.0;9.5;70.0;44.0;85.0;50.0;5.5
918;15 jaar tot AOW-leeftijd;Zaanstad;100130;4360;43.5;1420;25.5;1160;21.0;550.0;10.0;980.0;450.0;23.5;700.0;16.0;71.5;480.0;5.0
919;15 jaar tot AOW-leeftijd;Zaltbommel;17490;340;19.5;140;30.5;100;22.0;50.0;10.5;190.0;70.0;29.0;160.0;46.0;82.0;160.0;9.5
920;15 jaar tot AOW-leeftijd;Zandvoort;10310;380;37.5;100;19.5;110;22.5;60.0;11.0;30.0;0.0;;20.0;4.5;56.5;30.0;3.0
921;15 jaar tot AOW-leeftijd;Zederik;8750;90;10.0;30;29.0;30;26.5;20.0;15.0;70.0;20.0;21.5;60.0;63.0;82.0;30.0;4.0
922;15 jaar tot AOW-leeftijd;Zeevang;4010;70;17.0;30;31.0;20;20.0;10.0;7.0;20.0;10.0;28.0;20.0;25.0;0.0;10.0;2.5
923;15 jaar tot AOW-leeftijd;Zeewolde;15240;280;18.5;110;27.0;120;29.5;70.0;16.5;100.0;40.0;19.0;90.0;30.0;81.5;20.0;1.5
924;15 jaar tot AOW-leeftijd;Zeist;38740;1460;38.0;540;28.5;400;21.5;170.0;9.0;330.0;160.0;27.0;240.0;16.5;73.0;230.0;6.0
925;15 jaar tot AOW-leeftijd;Zevenaar;20040;680;34.0;210;23.5;180;20.5;90.0;11.0;150.0;40.0;17.5;120.0;18.0;83.5;170.0;8.5
926;15 jaar tot AOW-leeftijd;Zoetermeer;82650;3310;40.0;1340;29.5;1200;26.5;660.0;14.5;1310.0;520.0;19.5;880.0;26.5;67.5;370.0;4.5
927;15 jaar tot AOW-leeftijd;Zoeterwoude;5320;60;11.5;20;25.5;20;26.5;10.0;12.0;30.0;10.0;36.0;20.0;30.5;73.0;30.0;6.0
928;15 jaar tot AOW-leeftijd;Zuidhorn;11620;210;18.5;80;26.0;80;26.0;40.0;13.5;120.0;30.0;18.0;90.0;42.0;74.0;80.0;7.0
929;15 jaar tot AOW-leeftijd;Zuidplas;26700;550;20.5;180;25.5;150;20.5;70.0;9.5;260.0;80.0;17.5;210.0;39.0;82.5;90.0;3.5
930;15 jaar tot AOW-leeftijd;Zundert;14250;220;15.5;100;37.5;50;19.0;20.0;8.5;120.0;10.0;13.0;80.0;37.5;72.5;100.0;7.0
931;15 jaar tot AOW-leeftijd;Zutphen;30190;1640;54.5;520;25.5;360;17.5;180.0;9.0;670.0;210.0;20.5;470.0;28.5;70.5;500.0;16.5
932;15 jaar tot AOW-leeftijd;Zwartewaterland;14060;210;15.0;110;36.5;80;27.0;50.0;17.0;150.0;50.0;32.0;110.0;51.0;70.5;60.0;4.5
933;15 jaar tot AOW-leeftijd;Zwijndrecht;27730;1150;41.5;360;25.0;310;21.5;160.0;11.0;160.0;70.0;28.5;130.0;11.0;78.5;180.0;6.5
934;15 jaar tot AOW-leeftijd;Zwolle;83700;3550;42.5;1110;25.0;920;20.5;480.0;10.5;850.0;470.0;24.5;600.0;17.0;70.5;650.0;7.5
935;15 jaar tot AOW-leeftijd;Groningen (AM);489320;25350;52.0;9060;26.5;7900;23.0;4160.0;12.0;10980.0;2900.0;18.0;8870.0;35.0;80.5;7010.0;14.5
936;15 jaar tot AOW-leeftijd;Friesland (AM);410430;19490;47.5;6640;26.0;5570;22.0;2830.0;11.0;6980.0;1920.0;18.0;5610.0;29.0;80.5;4390.0;10.5
937;15 jaar tot AOW-leeftijd;Drenthe (AM);176960;7630;43.0;2600;25.5;2320;22.5;1170.0;11.5;4660.0;1230.0;20.5;3680.0;48.0;79.0;2680.0;15.0
938;15 jaar tot AOW-leeftijd;IJsselvechtstreek (AM);324380;9050;28.0;3250;27.5;2710;23.0;1430.0;12.0;4650.0;1510.0;23.0;3620.0;40.0;78.0;3120.0;9.5
939;15 jaar tot AOW-leeftijd;Twente (AM);403110;17590;43.5;5750;25.0;4960;21.5;2490.0;11.0;6370.0;1440.0;14.0;5200.0;29.5;81.5;4560.0;11.5
940;15 jaar tot AOW-leeftijd;Stedendriehoek en Noordwest Veluwe (AM);384700;12570;32.5;4560;27.5;3570;21.5;1760.0;10.5;8700.0;1990.0;18.0;6940.0;55.0;80.0;3900.0;10.0
941;15 jaar tot AOW-leeftijd;Midden-Gelderland (AM);273820;12840;47.0;3830;23.5;3210;20.0;1520.0;9.5;3350.0;1040.0;19.5;2490.0;19.5;74.5;2870.0;10.5
942;15 jaar tot AOW-leeftijd;Rijk van Nijmegen (AM);215250;9900;46.0;3120;25.0;2470;19.5;1270.0;10.0;1310.0;280.0;11.0;780.0;8.0;59.5;2070.0;9.5
943;15 jaar tot AOW-leeftijd;Achterhoek (AM);187850;4850;26.0;1840;28.0;1610;24.5;820.0;12.5;3340.0;870.0;21.0;2480.0;51.0;74.5;2460.0;13.0
944;15 jaar tot AOW-leeftijd;Rivierenland (AM);147530;3890;26.5;1370;27.0;1060;21.0;540.0;10.5;1990.0;490.0;20.5;1590.0;41.0;79.5;1270.0;8.5
945;15 jaar tot AOW-leeftijd;Flevoland (AM);259700;10500;40.5;4020;28.0;3360;23.5;1700.0;12.0;4260.0;1330.0;20.0;3370.0;32.0;79.0;1280.0;5.0
946;15 jaar tot AOW-leeftijd;Gooi en Vechtstreek (AM);159910;4720;29.5;1490;25.0;1130;19.0;550.0;9.5;1810.0;410.0;17.0;1520.0;32.0;83.5;680.0;4.0
947;15 jaar tot AOW-leeftijd;Midden-Utrecht (AM);571220;18570;32.5;6510;27.0;5110;21.5;2390.0;10.0;4520.0;1600.0;20.0;3660.0;19.5;81.0;2360.0;4.0
948;15 jaar tot AOW-leeftijd;Amersfoort (AM);211640;5600;26.5;1850;26.0;1450;20.5;710.0;10.0;2600.0;760.0;19.5;2070.0;37.0;80.0;1390.0;6.5
949;15 jaar tot AOW-leeftijd;Noord-Holland Noord (AM);414400;11120;27.0;3850;27.0;2970;20.5;1620.0;11.5;3770.0;930.0;16.0;3010.0;27.0;80.0;2510.0;6.0
950;15 jaar tot AOW-leeftijd;Zuid-Kennemerland (AM);251530;8170;32.5;2660;25.5;2180;21.0;1060.0;10.0;2560.0;570.0;17.0;1820.0;22.0;71.0;1550.0;6.0
951;15 jaar tot AOW-leeftijd;Zaanstreek/Waterland (AM);215240;7100;33.0;2370;26.0;2020;22.0;1050.0;11.5;2610.0;860.0;22.5;2010.0;28.0;77.0;990.0;4.5
952;15 jaar tot AOW-leeftijd;Groot Amsterdam (AM);855510;46420;54.5;12160;20.5;11200;19.0;5430.0;9.0;19880.0;3730.0;16.0;11920.0;25.5;60.0;4350.0;5.0
953;15 jaar tot AOW-leeftijd;Holland Rijnland (AM);350060;8740;25.0;3140;27.5;2430;21.5;1250.0;11.0;2240.0;1050.0;26.0;1790.0;20.5;80.0;2460.0;7.0
