ID;BedrijfstakkenBranchesSBI2008;Perioden;Ondernemingengroep_1;BalanstotaalEindstand_2;ImmaterieleVasteActiva_3;MaterieleVasteActiva_4;DeelnemingenTotaal_5;DeelnemingenBinnenland_6;DeelnemingenBuitenland_7;LanglopendeVorderingen_8;Voorraden_9;KortlopendeVorderingen_10;Handelsdebiteuren_11;LiquideMiddelen_12;EigenVermogen_13;BelangVanDerden_14;Egalisatierekening_15;Voorzieningen_16;LanglopendeSchulden_17;KortlopendeSchulden_18;Handelscrediteuren_19;NettoOmzet_20;LoonSalarisEnSocialePremies_21;Afschrijvingen_22;KostenVanDeOmzet_23;Bedrijfsresultaat_24;Rentebaten_25;Rentelasten_26;OverigeFinancieleResultaten_27;ResultaatUitDeelnemingenTotaal_28;ResultaatUitDeelnemingenBinnenland_29;ResultaatUitDeelnemingenBuitenland_30;BuitengewoneBatenEnLastenSaldo_31;BuitengewoneBaten_32;BuitengewoneLasten_33;ResultaatVoorBelastingen_34;Vennootschapsbelasting_35;AandeelVanDerden_36;ResultaatNetto_37;Winstuitkeringen_38
0;Totaal, ex. financiële sector, vastgoed;2000;174696.0;790259.3;27638.4;184947.8;153940.9;;;89062.3;59952.1;215535.6;;59183.8;295199.1;14266.2;8490.7;46253.2;171777.2;254273.7;;764431.6;116842.9;27304.3;575683.7;44600.7;9895.3;15181.8;2699.1;17804.3;;;16614.6;24505.8;7891.3;76432.2;12477.0;4208.1;59747.1;22790.5
1;Totaal, ex. financiële sector, vastgoed;2001;195759.0;865970.3;35795.4;195546.9;150391.1;;;104433.7;64161.0;243198.2;;72444.5;314451.2;15373.0;9456.6;49594.7;199253.2;277841.9;;825818.0;129048.1;32281.9;625979.6;38508.4;13947.1;20629.6;-440.0;-3824.7;;;9253.1;18449.9;9196.7;36813.9;12267.0;2664.7;21882.2;24237.2
2;Totaal, ex. financiële sector, vastgoed;2002;200714.0;858327.0;35432.9;197714.8;132673.6;;;99524.3;63663.0;261401.8;;67916.0;300125.5;16647.3;10528.4;48944.8;188727.7;293353.6;;818442.2;133674.2;32866.2;612301.8;39600.1;10892.8;17659.2;-2406.8;1330.9;;;2138.5;10874.5;8736.1;33895.3;11286.5;3625.9;18982.9;24953.7
3;Totaal, ex. financiële sector, vastgoed;2003;210795.0;846162.7;38544.0;198170.3;127613.3;;;121485.6;63876.6;224663.9;;71809.2;312594.9;11451.4;10688.7;51246.8;191559.8;268621.9;;830142.3;137286.5;32391.5;623368.2;37096.1;9704.2;15197.2;878.0;17100.1;;;924.3;2520.0;1595.8;50503.2;10389.9;1372.2;38741.1;26681.1
4;Totaal, ex. financiële sector, vastgoed;2004;208866.0;860918.1;37946.9;195533.2;135076.3;;;124107.5;64615.4;225417.3;;78222.3;321597.4;11717.6;10640.7;51647.8;189471.5;275843.5;;836803.6;136575.0;31712.7;624081.7;44434.2;8578.9;14252.3;-600.1;24167.3;;;784.2;2280.4;1496.2;63110.0;13190.7;1940.4;47978.9;25809.5
5;Totaal, ex. financiële sector, vastgoed;2005;213894.0;926879.8;40293.4;200226.7;169985.9;20460.2;149525.7;117211.3;68122.0;166457.1;89546.2;75038.7;371263.2;3699.6;7995.6;57295.2;207343.4;216502.2;62781.1;896686.4;137553.2;29761.2;666704.0;62668.0;8613.4;14923.7;447.8;42958.5;10589.6;32368.9;1466.7;2344.4;877.7;101227.1;18171.9;645.1;82410.1;43621.6
6;Totaal, ex. financiële sector, vastgoed;2006;219513.0;1001956.3;44604.1;208142.1;186772.2;25486.2;161286.0;130138.4;71316.4;181699.6;97221.9;82061.6;410148.0;4523.7;11633.9;56510.5;219006.2;232944.2;67189.9;959881.2;146132.2;30268.5;718767.4;64713.1;10528.7;16418.6;-1972.2;49228.6;13810.0;35418.6;212.1;1285.6;1073.5;106291.6;16085.6;917.0;89288.9;41172.5
7;Totaal, ex. financiële sector, vastgoed;2007;242047.0;1083483.6;70788.3;227532.1;218058.4;28894.7;189163.7;116409.1;80351.3;162818.1;105234.9;102291.3;456328.0;5144.0;12087.9;56107.4;243659.8;236089.8;74066.7;1036461.0;154886.6;31261.4;777687.1;72625.9;9476.6;19488.4;134.7;69035.8;22958.1;46077.7;565.7;1363.1;797.5;132350.4;16523.4;789.7;115037.3;51230.2
8;Totaal, ex. financiële sector, vastgoed;2008;262600.0;1193290.6;78820.9;248572.7;262055.7;27834.6;234221.1;134535.7;84121.3;187099.6;105643.6;92441.1;491484.5;4179.6;13111.9;55909.0;295221.6;257249.1;76135.0;1106395.0;164510.9;34990.5;841595.0;65298.7;11238.8;24493.2;-3068.0;52678.4;11916.4;40762.1;398.9;1304.4;905.6;102053.6;15181.4;-152.3;87024.4;55907.8
9;Totaal, ex. financiële sector, vastgoed;2009;276315.0;1247437.2;76085.9;258826.5;302071.0;28933.7;273137.3;147141.4;80479.0;185908.4;94503.4;102421.6;530792.4;4343.9;13502.1;55411.6;312513.1;260948.1;69925.8;1016279.7;166948.2;34953.8;765732.4;48645.3;8070.1;22306.7;1702.6;31458.8;10825.9;20633.0;-131.2;1297.6;1428.8;67439.0;10716.8;661.1;56061.1;46829.5
