ID;Populatie;Vervoerwijzen;Mobiliteitskenmerken;RegioS;Perioden;VerplaatsingenPerPersoonPerDag_1;AfstandPerPersoonPerDag_2;ReisduurPerPersoonPerDag_3
0;6000050;100000;2000000;Nederland;2010;2.77;30.31;62.54
1;6000050;100000;2000000;Nederland;2011;2.67;30.69;61.33
2;6000050;100000;2000000;Nederland;2012;2.68;29.39;60.45
3;6000050;100000;2000000;Nederland;2013;2.68;30.49;61.18
4;6000050;100000;2000000;Nederland;2014;2.69;30.74;62.74
5;6000050;100000;2000000;Noord-Nederland (LD);2010;2.71;34.45;62.85
6;6000050;100000;2000000;Noord-Nederland (LD);2011;2.6;33.49;59.55
7;6000050;100000;2000000;Noord-Nederland (LD);2012;2.64;32.14;59.9
8;6000050;100000;2000000;Noord-Nederland (LD);2013;2.65;33.56;58.85
9;6000050;100000;2000000;Noord-Nederland (LD);2014;2.62;33.85;62.79
10;6000050;100000;2000000;Oost-Nederland (LD);2010;2.86;32.78;63.54
11;6000050;100000;2000000;Oost-Nederland (LD);2011;2.72;31.96;59.75
12;6000050;100000;2000000;Oost-Nederland (LD);2012;2.7;29.82;58.35
13;6000050;100000;2000000;Oost-Nederland (LD);2013;2.72;30.96;59.31
14;6000050;100000;2000000;Oost-Nederland (LD);2014;2.7;32.62;61.66
15;6000050;100000;2000000;West-Nederland (LD);2010;2.73;28.6;63.04
16;6000050;100000;2000000;West-Nederland (LD);2011;2.64;29.4;63.52
17;6000050;100000;2000000;West-Nederland (LD);2012;2.68;28.93;62.5
18;6000050;100000;2000000;West-Nederland (LD);2013;2.65;29.28;62.95
19;6000050;100000;2000000;West-Nederland (LD);2014;2.68;29.64;64.68
20;6000050;100000;2000000;Zuid-Nederland (LD);2010;2.79;29.62;60.29
21;6000050;100000;2000000;Zuid-Nederland (LD);2011;2.7;30.92;58.93
22;6000050;100000;2000000;Zuid-Nederland (LD);2012;2.69;28.65;58.29
23;6000050;100000;2000000;Zuid-Nederland (LD);2013;2.73;31.25;60.25
24;6000050;100000;2000000;Zuid-Nederland (LD);2014;2.75;29.82;59.5
25;6000050;100000;2000000;Groningen (PV);2010;2.75;35.75;65.47
26;6000050;100000;2000000;Groningen (PV);2011;2.68;35.85;63.57
27;6000050;100000;2000000;Groningen (PV);2012;2.62;33.01;61.51
28;6000050;100000;2000000;Groningen (PV);2013;2.62;31.84;57.71
29;6000050;100000;2000000;Groningen (PV);2014;2.65;32.12;61.76
30;6000050;100000;2000000;Friesland (PV);2010;2.64;32.36;61.58
31;6000050;100000;2000000;Friesland (PV);2011;2.5;30.31;55.31
32;6000050;100000;2000000;Friesland (PV);2012;2.66;30.98;59.48
33;6000050;100000;2000000;Friesland (PV);2013;2.71;32.99;58.31
34;6000050;100000;2000000;Friesland (PV);2014;2.59;33.95;63.99
35;6000050;100000;2000000;Drenthe (PV);2010;2.76;35.66;61.49
36;6000050;100000;2000000;Drenthe (PV);2011;2.63;34.9;60.4
37;6000050;100000;2000000;Drenthe (PV);2012;2.63;32.65;58.56
38;6000050;100000;2000000;Drenthe (PV);2013;2.61;36.36;60.9
39;6000050;100000;2000000;Drenthe (PV);2014;2.63;35.77;62.45
40;6000050;100000;2000000;Overijssel (PV);2010;2.89;30.38;61.44
41;6000050;100000;2000000;Overijssel (PV);2011;2.8;31.25;59.53
42;6000050;100000;2000000;Overijssel (PV);2012;2.72;29.47;59.04
43;6000050;100000;2000000;Overijssel (PV);2013;2.71;29.98;58.78
44;6000050;100000;2000000;Overijssel (PV);2014;2.69;30.87;60.67
45;6000050;100000;2000000;Flevoland (PV);2010;2.77;38.05;66.52
46;6000050;100000;2000000;Flevoland (PV);2011;2.67;35.32;60.01
47;6000050;100000;2000000;Flevoland (PV);2012;2.67;35.92;62.43
48;6000050;100000;2000000;Flevoland (PV);2013;2.66;32.94;60.96
49;6000050;100000;2000000;Flevoland (PV);2014;2.68;35.75;63.63
50;6000050;100000;2000000;Gelderland (PV);2010;2.86;33.11;64.15
51;6000050;100000;2000000;Gelderland (PV);2011;2.68;31.69;59.81
52;6000050;100000;2000000;Gelderland (PV);2012;2.69;28.82;57.15
53;6000050;100000;2000000;Gelderland (PV);2013;2.74;31.12;59.28
54;6000050;100000;2000000;Gelderland (PV);2014;2.71;32.98;61.83
55;6000050;100000;2000000;Utrecht (PV);2010;2.82;30.6;61.69
56;6000050;100000;2000000;Utrecht (PV);2011;2.72;30.4;63.83
57;6000050;100000;2000000;Utrecht (PV);2012;2.82;32.8;65.9
58;6000050;100000;2000000;Utrecht (PV);2013;2.82;33.27;65.39
59;6000050;100000;2000000;Utrecht (PV);2014;2.82;34.31;68.93
60;6000050;100000;2000000;Noord-Holland (PV);2010;2.71;28.74;64.92
61;6000050;100000;2000000;Noord-Holland (PV);2011;2.69;30.63;65.84
62;6000050;100000;2000000;Noord-Holland (PV);2012;2.71;27.81;64.04
63;6000050;100000;2000000;Noord-Holland (PV);2013;2.66;28.91;63.85
64;6000050;100000;2000000;Noord-Holland (PV);2014;2.71;29.16;64.71
65;6000050;100000;2000000;Zuid-Holland (PV);2010;2.72;27.34;62.56
66;6000050;100000;2000000;Zuid-Holland (PV);2011;2.6;27.86;62.53
67;6000050;100000;2000000;Zuid-Holland (PV);2012;2.61;28.0;60.58
68;6000050;100000;2000000;Zuid-Holland (PV);2013;2.59;27.69;61.57
69;6000050;100000;2000000;Zuid-Holland (PV);2014;2.61;28.22;63.68
70;6000050;100000;2000000;Zeeland (PV);2010;2.7;32.72;58.54
71;6000050;100000;2000000;Zeeland (PV);2011;2.51;31.8;55.38
72;6000050;100000;2000000;Zeeland (PV);2012;2.59;32.88;58.38
73;6000050;100000;2000000;Zeeland (PV);2013;2.54;33.65;61.39
74;6000050;100000;2000000;Zeeland (PV);2014;2.64;30.87;59.7
75;6000050;100000;2000000;Noord-Brabant (PV);2010;2.81;30.28;60.33
76;6000050;100000;2000000;Noord-Brabant (PV);2011;2.76;32.01;60.36
77;6000050;100000;2000000;Noord-Brabant (PV);2012;2.72;30.23;59.99
78;6000050;100000;2000000;Noord-Brabant (PV);2013;2.77;32.33;61.54
79;6000050;100000;2000000;Noord-Brabant (PV);2014;2.78;31.38;61.0
80;6000050;100000;2000000;Limburg (PV);2010;2.76;28.18;60.2
81;6000050;100000;2000000;Limburg (PV);2011;2.58;28.54;55.8
82;6000050;100000;2000000;Limburg (PV);2012;2.63;25.17;54.53
83;6000050;100000;2000000;Limburg (PV);2013;2.63;28.87;57.41
84;6000050;100000;2000000;Limburg (PV);2014;2.69;26.34;56.16
85;6000050;100000;2000000;Zeer sterk stedelijk;2010;2.71;27.54;66.56
86;6000050;100000;2000000;Zeer sterk stedelijk;2011;2.66;29.4;67.28
87;6000050;100000;2000000;Zeer sterk stedelijk;2012;2.65;28.03;65.01
88;6000050;100000;2000000;Zeer sterk stedelijk;2013;2.6;28.84;66.05
89;6000050;100000;2000000;Zeer sterk stedelijk;2014;2.65;27.86;65.87
90;6000050;100000;2000000;Sterk stedelijk;2010;2.77;28.84;61.59
