ID;Geslacht;Leeftijd;Herkomstland;Geboorteland;GeboortelandOuders;Perioden;BevolkingOpDeEersteVanDeMaand_1
2772;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2022 april;77441.0
2773;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2022 mei;77286.0
2774;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2022 juni;77133.0
2775;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2022 juli;76973.0
2776;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2022 augustus;76766.0
2777;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2022 september;77023.0
2778;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2022 oktober;77204.0
2779;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2022 november;77055.0
2780;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2022 december;77015.0
2781;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2023 januari;76802.0
2782;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2023 februari;76617.0
2783;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2023 maart;76522.0
2784;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2023 april;76349.0
2785;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2023 mei;76171.0
2786;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2023 juni;76010.0
2787;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2023 juli;75835.0
2788;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2023 augustus;75624.0
2789;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2023 september;75966.0
2790;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2023 oktober;76102.0
2791;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2023 november;75984.0
2792;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2023 december;75837.0
2793;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2024 januari;75605.0
2794;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2024 februari;75729.0
2795;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2024 maart;75913.0
2796;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2024 april;76012.0
2797;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2024 mei;76117.0
2798;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2024 juni;76213.0
2799;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2024 juli;76304.0
2800;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2024 augustus;76409.0
2801;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2024 september;76940.0
2802;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2024 oktober;77321.0
2803;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2024 november;77508.0
2804;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2024 december;77628.0
2805;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2025 januari;77746.0
2806;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2025 februari;77912.0
2807;Totaal mannen en vrouwen;Totaal leeftijd;Indonesië;Geboren buiten Nederland;Twee ouders geboren buiten NL;2025 maart;78080.0
2808;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2022 januari;419442.0
2809;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2022 februari;419838.0
2810;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2022 maart;420242.0
2811;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2022 april;420678.0
2812;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2022 mei;421253.0
2813;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2022 juni;421851.0
2814;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2022 juli;422470.0
2815;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2022 augustus;422994.0
2816;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2022 september;423298.0
2817;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2022 oktober;423741.0
2818;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2022 november;424209.0
2819;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2022 december;424635.0
2820;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2023 januari;425034.0
2821;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2023 februari;425341.0
2822;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2023 maart;425619.0
2823;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2023 april;425915.0
2824;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2023 mei;426246.0
2825;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2023 juni;426609.0
2826;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2023 juli;426952.0
2827;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2023 augustus;427315.0
2828;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2023 september;427632.0
2829;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2023 oktober;427952.0
2830;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2023 november;428440.0
2831;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2023 december;428882.0
2832;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2024 januari;429176.0
2833;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2024 februari;430013.0
2834;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2024 maart;430731.0
2835;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2024 april;431469.0
2836;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2024 mei;432138.0
2837;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2024 juni;432856.0
2838;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2024 juli;433521.0
2839;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2024 augustus;434325.0
2840;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2024 september;435002.0
2841;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2024 oktober;435714.0
2842;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2024 november;436540.0
2843;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2024 december;437299.0
2844;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2025 januari;437992.0
2845;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2025 februari;438793.0
2846;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Totaal;2025 maart;439610.0
2847;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2022 januari;170.0
2848;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2022 februari;170.0
2849;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2022 maart;170.0
2850;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2022 april;170.0
2851;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2022 mei;170.0
2852;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2022 juni;169.0
2853;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2022 juli;170.0
2854;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2022 augustus;170.0
2855;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2022 september;171.0
2856;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2022 oktober;172.0
2857;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2022 november;172.0
2858;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2022 december;174.0
2859;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2023 januari;172.0
2860;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2023 februari;172.0
2861;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2023 maart;172.0
2862;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2023 april;172.0
2863;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2023 mei;172.0
2864;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2023 juni;172.0
2865;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2023 juli;173.0
2866;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2023 augustus;173.0
2867;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2023 september;173.0
2868;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2023 oktober;173.0
2869;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2023 november;173.0
2870;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2023 december;175.0
2871;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2024 januari;177.0
2872;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2024 februari;178.0
2873;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2024 maart;178.0
2874;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2024 april;178.0
2875;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2024 mei;180.0
2876;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2024 juni;181.0
2877;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2024 juli;191.0
2878;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2024 augustus;183.0
2879;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2024 september;192.0
2880;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2024 oktober;198.0
2881;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2024 november;192.0
2882;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2024 december;193.0
2883;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2025 januari;188.0
2884;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2025 februari;206.0
2885;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren in NL;2025 maart;205.0
2886;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2022 januari;57279.0
2887;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2022 februari;57477.0
2888;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2022 maart;57686.0
2889;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2022 april;57881.0
2890;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2022 mei;58083.0
2891;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2022 juni;58253.0
2892;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2022 juli;58457.0
2893;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2022 augustus;58662.0
2894;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2022 september;58851.0
2895;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2022 oktober;59080.0
2896;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2022 november;59263.0
2897;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2022 december;59458.0
2898;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2023 januari;59752.0
2899;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2023 februari;59923.0
2900;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2023 maart;60085.0
2901;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2023 april;60267.0
2902;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2023 mei;60429.0
2903;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2023 juni;60609.0
2904;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2023 juli;60791.0
2905;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2023 augustus;60981.0
2906;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2023 september;61172.0
2907;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2023 oktober;61334.0
2908;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2023 november;61542.0
2909;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2023 december;61702.0
2910;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2024 januari;61929.0
2911;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2024 februari;62151.0
2912;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2024 maart;62331.0
2913;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2024 april;62543.0
2914;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2024 mei;62738.0
2915;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2024 juni;62935.0
2916;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2024 juli;63128.0
2917;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2024 augustus;63356.0
2918;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2024 september;63561.0
2919;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2024 oktober;63759.0
2920;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2024 november;63984.0
2921;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2024 december;64190.0
2922;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2025 januari;64374.0
2923;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2025 februari;64589.0
2924;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Eén ouder in NL, één ouder buiten NL;2025 maart;64868.0
2925;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2022 januari;361993.0
2926;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2022 februari;362191.0
2927;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2022 maart;362386.0
2928;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2022 april;362627.0
2929;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2022 mei;363000.0
2930;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2022 juni;363429.0
2931;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2022 juli;363843.0
2932;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2022 augustus;364162.0
2933;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2022 september;364276.0
2934;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2022 oktober;364489.0
2935;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2022 november;364774.0
2936;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2022 december;365003.0
2937;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2023 januari;365110.0
2938;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2023 februari;365246.0
2939;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2023 maart;365362.0
2940;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2023 april;365476.0
2941;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2023 mei;365645.0
2942;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2023 juni;365828.0
2943;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2023 juli;365988.0
2944;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2023 augustus;366161.0
2945;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2023 september;366287.0
2946;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2023 oktober;366445.0
2947;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2023 november;366725.0
2948;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2023 december;367005.0
2949;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2024 januari;367070.0
2950;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2024 februari;367684.0
2951;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2024 maart;368222.0
2952;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2024 april;368748.0
2953;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2024 mei;369220.0
2954;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2024 juni;369740.0
2955;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2024 juli;370202.0
2956;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2024 augustus;370786.0
2957;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2024 september;371249.0
2958;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2024 oktober;371757.0
2959;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2024 november;372364.0
2960;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2024 december;372916.0
2961;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2025 januari;373430.0
2962;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2025 februari;373998.0
2963;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Totaal;Twee ouders geboren buiten NL;2025 maart;374537.0
2964;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2022 januari;245993.0
2965;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2022 februari;246317.0
2966;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2022 maart;246675.0
2967;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2022 april;246955.0
2968;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2022 mei;247252.0
2969;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2022 juni;247522.0
2970;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2022 juli;247846.0
2971;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2022 augustus;248170.0
2972;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2022 september;248420.0
2973;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2022 oktober;248736.0
2974;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2022 november;249044.0
2975;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2022 december;249323.0
2976;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2023 januari;249716.0
2977;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2023 februari;249968.0
2978;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2023 maart;250212.0
2979;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2023 april;250456.0
2980;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2023 mei;250717.0
2981;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2023 juni;250977.0
2982;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2023 juli;251225.0
2983;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2023 augustus;251515.0
2984;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2023 september;251788.0
2985;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2023 oktober;252039.0
2986;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2023 november;252348.0
2987;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2023 december;252621.0
2988;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2024 januari;252868.0
2989;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2024 februari;253348.0
2990;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2024 maart;253762.0
2991;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2024 april;254210.0
2992;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2024 mei;254645.0
2993;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2024 juni;255061.0
2994;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2024 juli;255465.0
2995;Totaal mannen en vrouwen;Totaal leeftijd;Marokko;Geboren in Nederland;Totaal;2024 augustus;255936.0
