ID;Marges;RegioS;Perioden;SAvondsLichtBrandenBijAfwezigheid_1;FietsInBewaakteFietsenstalling_2;WaardevolleSpullenMeenemenUitAuto_3;WaardevolleSpullenThuisLaten_4;SociaalPreventiefGedragSchaalscore_5;ExtraVeiligheidsslotenOpBuitendeuren_6;RolluikenVoorRamenEnOfDeuren_7;Buitenverlichting_8;Alarminstallatie_9;PreventieInRondWoningSomscore_10
937;Waarde;Overbosch (BT);2019;31.6;46.8;69.8;27.0;1.8;67.2;6.3;58.2;11.1;1.4
938;Waarde;Loosduinen (BT);2012;41.6;43.2;73.9;40.0;2.0;77.7;8.7;67.0;11.7;1.7
939;Waarde;Loosduinen (BT);2013;35.6;42.1;68.8;38.8;1.9;74.4;7.3;67.4;10.8;1.6
940;Waarde;Loosduinen (BT);2014;43.2;46.0;72.7;39.7;2.0;73.5;5.9;64.5;13.6;1.6
941;Waarde;Loosduinen (BT);2015;43.1;48.2;70.3;42.5;2.0;72.4;7.5;69.6;17.3;1.7
942;Waarde;Loosduinen (BT);2016;42.0;47.4;70.9;35.6;2.0;73.6;13.5;61.8;14.2;1.6
943;Waarde;Loosduinen (BT);2017;43.4;46.8;64.7;34.7;1.9;75.6;5.8;64.3;10.4;1.6
944;Waarde;Loosduinen (BT);2019;50.8;55.2;71.8;35.4;2.1;71.1;11.2;60.3;9.9;1.5
945;Waarde;Scheveningen (BT);2012;31.4;34.2;73.6;30.9;1.7;69.7;7.2;49.9;13.3;1.4
946;Waarde;Scheveningen (BT);2013;29.3;37.6;71.2;29.8;1.7;68.9;7.8;50.6;11.1;1.4
947;Waarde;Scheveningen (BT);2014;30.8;35.7;68.8;31.2;1.7;70.2;7.9;48.0;12.7;1.4
948;Waarde;Scheveningen (BT);2015;31.2;35.8;71.9;31.1;1.7;66.2;6.4;50.3;12.1;1.3
949;Waarde;Scheveningen (BT);2016;27.3;37.1;70.7;26.7;1.6;64.0;9.1;47.5;14.5;1.4
950;Waarde;Scheveningen (BT);2017;34.7;40.4;79.9;34.8;1.9;70.6;6.8;47.9;12.8;1.4
951;Waarde;Scheveningen (BT);2019;38.5;42.8;71.3;28.4;1.8;62.4;9.0;46.7;14.2;1.3
952;Waarde;Segbroek (BT);2012;30.8;31.2;70.0;27.8;1.6;70.8;5.2;52.2;10.1;1.4
953;Waarde;Segbroek (BT);2013;30.5;30.8;66.6;29.5;1.6;68.7;4.6;52.9;11.5;1.4
954;Waarde;Segbroek (BT);2014;26.2;27.2;68.9;32.2;1.5;67.4;6.9;49.7;9.7;1.3
955;Waarde;Segbroek (BT);2015;30.1;33.5;65.9;24.2;1.5;66.1;4.4;47.8;7.4;1.3
956;Waarde;Segbroek (BT);2016;34.3;31.2;64.0;25.2;1.5;68.4;5.6;39.8;10.0;1.2
957;Waarde;Segbroek (BT);2017;29.6;35.9;64.8;26.3;1.6;63.2;8.1;44.3;9.5;1.3
958;Waarde;Segbroek (BT);2019;31.9;34.8;59.6;23.4;1.5;63.2;8.4;46.8;11.9;1.3
959;Waarde;Laak (BT);2012;34.8;31.4;59.7;35.2;1.6;65.1;11.9;53.1;10.8;1.4
960;Waarde;Laak (BT);2013;31.1;31.9;53.8;33.4;1.5;61.8;13.3;55.9;8.7;1.4
961;Waarde;Laak (BT);2014;32.6;29.4;57.8;31.3;1.5;62.5;10.8;54.2;7.7;1.4
962;Waarde;Laak (BT);2015;33.8;32.2;52.8;29.7;1.5;61.8;13.5;50.0;8.8;1.3
963;Waarde;Laak (BT);2016;31.7;27.5;52.4;23.6;1.4;52.0;9.0;48.0;9.1;1.2
964;Waarde;Laak (BT);2017;30.5;22.5;47.3;24.9;1.3;60.4;8.6;45.1;10.8;1.2
965;Waarde;Laak (BT);2019;31.2;33.0;58.7;26.9;1.5;58.5;14.5;44.0;10.7;1.3
966;Waarde;Beresteinlaan (BT);2012;39.8;42.0;70.3;34.9;1.9;64.4;10.3;69.3;15.4;1.6
967;Waarde;Beresteinlaan (BT);2013;34.5;37.4;64.5;30.7;1.7;64.7;11.2;66.5;16.2;1.6
968;Waarde;Beresteinlaan (BT);2014;37.0;40.8;64.8;34.9;1.8;64.2;11.0;69.2;17.9;1.6
969;Waarde;Beresteinlaan (BT);2015;42.7;39.3;62.7;32.3;1.8;67.4;11.3;65.2;18.4;1.6
970;Waarde;Beresteinlaan (BT);2016;45.1;44.8;70.2;33.9;1.9;68.9;11.3;67.0;21.4;1.7
971;Waarde;Beresteinlaan (BT);2017;42.0;46.4;66.0;35.0;1.9;63.6;17.3;71.3;20.9;1.7
972;Waarde;Beresteinlaan (BT);2019;46.1;43.1;69.4;32.8;1.9;62.8;10.8;60.1;17.5;1.5
973;Waarde;Zuiderpark (BT);2012;35.1;36.8;62.5;34.6;1.7;71.7;10.2;60.2;10.8;1.5
974;Waarde;Zuiderpark (BT);2013;36.1;33.6;57.3;33.4;1.6;66.3;13.0;58.3;9.8;1.5
975;Waarde;Zuiderpark (BT);2014;35.7;34.8;60.2;36.1;1.7;65.5;8.4;56.7;10.5;1.4
976;Waarde;Zuiderpark (BT);2015;36.3;36.5;57.3;28.9;1.6;67.2;8.3;57.8;9.5;1.4
977;Waarde;Zuiderpark (BT);2016;32.0;35.2;56.6;27.9;1.5;62.3;8.0;59.1;5.4;1.3
978;Waarde;Zuiderpark (BT);2017;35.6;35.7;57.6;26.7;1.6;66.7;9.2;56.2;10.6;1.4
979;Waarde;Zuiderpark (BT);2019;33.5;38.0;62.2;34.1;1.7;64.4;10.8;52.7;8.0;1.4
980;Waarde;Leidschenveen - Ypenburg (BT);2012;41.9;42.3;78.9;37.5;2.0;63.8;9.7;84.8;22.2;1.8
981;Waarde;Leidschenveen - Ypenburg (BT);2013;40.3;39.9;78.3;35.5;1.9;59.0;11.3;82.0;23.5;1.8
982;Waarde;Leidschenveen - Ypenburg (BT);2014;46.3;40.7;82.8;36.2;2.1;63.7;10.4;87.4;22.9;1.8
983;Waarde;Leidschenveen - Ypenburg (BT);2015;52.9;42.3;75.8;37.0;2.1;64.7;12.1;84.4;23.1;1.8
984;Waarde;Leidschenveen - Ypenburg (BT);2016;45.5;41.6;74.2;28.1;1.9;62.9;12.0;81.8;25.4;1.8
985;Waarde;Leidschenveen - Ypenburg (BT);2017;47.0;43.5;79.9;32.4;2.0;70.7;9.9;80.5;22.6;1.8
986;Waarde;Leidschenveen - Ypenburg (BT);2019;44.0;48.8;79.6;33.2;2.1;64.4;11.6;74.5;20.4;1.7
987;Waarde;Zoetermeer (BT);2012;41.3;52.4;75.8;35.8;2.1;75.0;11.4;81.6;12.0;1.8
988;Waarde;Zoetermeer (BT);2013;45.8;51.3;74.4;37.6;2.1;72.3;11.3;81.3;14.8;1.8
989;Waarde;Zoetermeer (BT);2014;45.7;52.2;76.2;35.0;2.1;74.8;11.1;77.4;14.3;1.8
990;Waarde;Zoetermeer (BT);2015;49.6;51.4;74.7;37.1;2.1;75.3;12.6;83.5;16.4;1.9
991;Waarde;Zoetermeer (BT);2016;49.4;52.9;77.4;33.7;2.1;72.7;11.5;83.5;15.3;1.8
992;Waarde;Zoetermeer (BT);2017;52.4;55.3;74.3;33.8;2.2;69.6;11.1;81.4;15.0;1.8
993;Waarde;Zoetermeer (BT);2019;50.5;55.6;71.9;35.5;2.1;70.3;13.7;72.3;11.1;1.7
994;Waarde;Leidschendam - Voorburg (BT);2012;42.6;40.3;75.8;33.5;1.9;76.9;7.7;78.7;13.3;1.8
995;Waarde;Leidschendam - Voorburg (BT);2013;45.0;40.9;69.2;33.5;1.9;73.5;8.1;74.1;13.6;1.7
996;Waarde;Leidschendam - Voorburg (BT);2014;53.1;39.2;74.3;34.7;2.0;74.3;11.3;75.4;17.6;1.8
997;Waarde;Leidschendam - Voorburg (BT);2015;50.0;40.2;74.6;32.2;2.0;75.4;12.2;76.1;14.5;1.8
998;Waarde;Leidschendam - Voorburg (BT);2016;48.8;40.4;67.0;32.0;1.9;70.9;7.4;67.4;14.6;1.6
999;Waarde;Leidschendam - Voorburg (BT);2017;49.4;45.5;71.6;32.2;2.0;72.1;9.1;71.7;15.3;1.7
1000;Waarde;Leidschendam - Voorburg (BT);2019;48.5;45.8;73.1;31.2;2.0;67.9;8.0;68.7;12.7;1.6
1001;Waarde;Wassenaar (BT);2012;51.0;41.1;80.7;38.4;2.1;74.8;6.5;85.0;26.9;1.9
1002;Waarde;Wassenaar (BT);2013;55.7;36.7;71.7;35.6;2.0;72.4;7.0;81.5;27.6;1.9
1003;Waarde;Wassenaar (BT);2014;51.8;42.1;77.8;36.8;2.1;74.4;7.1;80.7;24.2;1.9
1004;Waarde;Wassenaar (BT);2015;56.5;44.3;78.0;31.4;2.1;71.1;9.5;79.4;27.7;1.9
1005;Waarde;Wassenaar (BT);2016;55.6;43.9;74.5;37.2;2.1;74.3;10.7;80.5;28.1;1.9
1006;Waarde;Wassenaar (BT);2017;49.8;38.1;72.0;26.6;1.9;73.4;8.7;83.1;28.1;1.9
1007;Waarde;Wassenaar (BT);2019;63.8;43.6;75.1;34.3;2.2;70.1;8.8;79.9;28.2;1.9
1008;Waarde;Pijnacker - Nootdorp (BT);2012;40.4;34.7;78.4;36.8;1.9;72.1;10.1;82.4;14.6;1.8
1009;Waarde;Pijnacker - Nootdorp (BT);2013;47.7;37.6;78.1;32.4;2.0;69.7;8.9;85.5;22.3;1.9
1010;Waarde;Pijnacker - Nootdorp (BT);2014;50.3;41.9;79.0;33.8;2.1;74.3;10.4;83.5;19.5;1.9
1011;Waarde;Pijnacker - Nootdorp (BT);2015;47.1;46.6;74.7;35.9;2.0;71.7;15.2;84.8;25.7;2.0
1012;Waarde;Pijnacker - Nootdorp (BT);2016;49.9;39.7;75.0;31.8;2.0;71.3;13.2;84.8;16.6;1.9
1013;Waarde;Pijnacker - Nootdorp (BT);2017;50.1;51.2;77.6;33.6;2.1;69.7;12.6;85.7;20.9;1.9
1014;Waarde;Pijnacker - Nootdorp (BT);2019;51.5;43.8;78.1;33.4;2.1;71.6;14.5;80.8;19.3;1.9
1015;Waarde;Rijswijk (BT);2012;39.3;37.8;71.0;37.1;1.9;75.2;7.8;67.9;13.1;1.6
1016;Waarde;Rijswijk (BT);2013;39.3;35.6;71.1;39.3;1.9;78.6;6.6;68.0;19.9;1.7
1017;Waarde;Rijswijk (BT);2014;38.8;39.2;73.5;35.3;1.9;74.9;8.2;73.0;12.1;1.7
1018;Waarde;Rijswijk (BT);2015;44.1;37.8;75.8;33.1;1.9;77.0;6.7;68.6;14.1;1.7
1019;Waarde;Rijswijk (BT);2016;39.5;37.1;67.0;34.8;1.8;69.0;7.5;73.1;13.7;1.6
1020;Waarde;Rijswijk (BT);2017;42.6;48.5;69.0;32.1;1.9;70.5;8.2;66.9;12.5;1.6
1021;Waarde;Rijswijk (BT);2019;43.5;44.7;70.9;29.2;1.9;65.9;7.9;61.8;7.0;1.4
1022;Waarde;Westland (BT);2012;62.2;39.0;76.2;35.3;2.1;76.9;14.7;82.7;22.1;2.0
1023;Waarde;Westland (BT);2013;58.2;37.2;73.5;37.3;2.1;76.5;13.6;82.0;22.0;1.9
1024;Waarde;Westland (BT);2014;57.0;38.7;72.0;32.2;2.0;77.0;18.3;81.0;20.4;2.0
1025;Waarde;Westland (BT);2015;60.4;35.3;72.0;35.5;2.0;74.2;16.0;82.4;22.1;1.9
1026;Waarde;Westland (BT);2016;62.6;39.1;74.8;30.3;2.1;71.4;17.5;82.5;21.3;1.9
1027;Waarde;Westland (BT);2017;60.4;42.3;74.6;32.5;2.1;74.3;14.9;83.9;21.6;1.9
1028;Waarde;Westland (BT);2019;62.8;38.3;75.4;31.2;2.1;71.1;19.2;81.1;21.3;1.9
1029;Waarde;Delft (BT);2012;30.2;32.8;63.8;30.2;1.6;59.1;9.0;59.6;8.6;1.4
1030;Waarde;Delft (BT);2013;30.7;31.7;64.4;30.6;1.6;61.1;6.8;60.0;6.2;1.3
1031;Waarde;Delft (BT);2014;25.7;31.0;63.0;26.3;1.5;54.9;10.0;52.8;8.4;1.3
1032;Waarde;Delft (BT);2015;33.1;36.6;64.0;26.4;1.6;56.3;6.6;62.8;8.7;1.3
1033;Waarde;Delft (BT);2016;27.2;36.4;56.3;27.4;1.5;50.1;7.9;54.7;5.1;1.2
1034;Waarde;Delft (BT);2017;28.9;37.6;57.7;26.4;1.5;63.8;8.5;61.6;6.0;1.4
1035;Waarde;Delft (BT);2019;31.0;38.7;60.1;24.1;1.5;54.7;10.1;56.2;7.1;1.3
1036;Waarde;Bollenstreek-Noord (BT);2012;41.5;27.5;72.5;31.5;1.7;66.0;12.8;80.1;9.0;1.7
1037;Waarde;Bollenstreek-Noord (BT);2013;44.6;32.0;74.0;34.3;1.8;68.9;10.3;80.4;13.9;1.7
1038;Waarde;Bollenstreek-Noord (BT);2014;49.8;32.7;74.6;36.6;1.9;73.4;14.5;85.1;12.0;1.8
1039;Waarde;Bollenstreek-Noord (BT);2015;49.5;34.4;72.3;36.0;1.9;69.6;13.2;83.8;11.9;1.8
1040;Waarde;Bollenstreek-Noord (BT);2016;48.7;29.0;75.4;31.1;1.8;67.5;13.7;83.4;16.1;1.8
1041;Waarde;Bollenstreek-Noord (BT);2017;51.7;33.3;71.6;31.2;1.9;68.9;15.0;82.6;13.0;1.8
1042;Waarde;Bollenstreek-Noord (BT);2019;55.3;35.6;75.8;31.8;2.0;67.7;15.6;81.2;13.9;1.8
1043;Waarde;Katwijk (BT);2012;39.6;37.5;72.4;36.7;1.9;64.3;10.2;77.1;9.0;1.6
1044;Waarde;Katwijk (BT);2013;46.5;36.2;70.2;34.8;1.9;66.6;18.3;77.7;9.0;1.7
1045;Waarde;Katwijk (BT);2014;41.1;36.8;73.9;29.7;1.8;71.0;17.2;75.2;8.0;1.7
1046;Waarde;Katwijk (BT);2015;47.8;41.0;67.3;31.9;1.9;66.6;15.5;80.0;8.5;1.7
1047;Waarde;Katwijk (BT);2016;44.0;40.8;70.7;30.4;1.9;62.9;24.4;80.3;10.0;1.8
1048;Waarde;Katwijk (BT);2017;48.7;38.6;72.4;31.6;1.9;66.7;20.0;82.7;8.7;1.8
1049;Waarde;Katwijk (BT);2019;50.0;41.8;67.6;31.0;1.9;59.6;21.9;76.0;10.4;1.7
1050;Waarde;Noordwijk (BT);2012;47.2;34.3;75.2;34.2;1.9;68.8;14.4;85.9;15.9;1.9
1051;Waarde;Noordwijk (BT);2013;46.3;33.4;72.1;33.1;1.8;68.7;9.7;80.2;12.9;1.7
1052;Waarde;Noordwijk (BT);2014;42.3;30.8;73.8;29.4;1.8;71.3;12.7;80.0;13.0;1.8
1053;Waarde;Noordwijk (BT);2015;46.6;34.0;76.9;35.6;1.9;69.2;11.5;82.6;9.8;1.7
1054;Waarde;Noordwijk (BT);2016;51.1;36.4;73.0;34.7;2.0;73.2;13.3;83.5;9.4;1.8
1055;Waarde;Noordwijk (BT);2017;50.5;36.1;72.5;29.9;1.9;70.9;12.3;79.1;13.2;1.8
1056;Waarde;Noordwijk (BT);2019;53.6;37.2;73.7;27.9;1.9;69.4;14.5;82.2;14.7;1.8
1057;Waarde;Leiden-Noord (BT);2012;37.4;45.0;72.1;32.8;1.9;74.3;8.5;78.5;10.1;1.7
1058;Waarde;Leiden-Noord (BT);2013;42.5;45.0;70.2;37.0;1.9;70.3;9.3;79.7;12.0;1.7
1059;Waarde;Leiden-Noord (BT);2014;37.8;40.3;67.2;30.5;1.8;65.1;10.3;69.9;11.4;1.6
1060;Waarde;Leiden-Noord (BT);2015;37.5;43.4;71.2;33.2;1.9;65.3;9.0;74.2;10.9;1.6
1061;Waarde;Leiden-Noord (BT);2016;36.5;46.8;67.6;30.6;1.8;64.4;9.8;72.1;11.8;1.6
1062;Waarde;Leiden-Noord (BT);2017;40.8;47.6;70.1;29.9;1.9;62.8;8.9;73.2;10.7;1.6
1063;Waarde;Leiden-Noord (BT);2019;39.1;44.8;70.5;26.4;1.8;62.4;10.5;71.3;10.0;1.5
1064;Waarde;Leiden-Zuid (BT);2012;39.8;33.2;67.5;28.6;1.7;66.4;8.0;68.3;10.0;1.5
1065;Waarde;Leiden-Zuid (BT);2013;35.9;38.5;69.9;32.0;1.8;66.4;10.6;69.2;10.6;1.6
1066;Waarde;Leiden-Zuid (BT);2014;44.1;39.6;69.2;34.6;1.9;68.1;9.6;75.0;8.4;1.6
1067;Waarde;Leiden-Zuid (BT);2015;43.6;43.3;73.6;38.1;2.0;71.0;8.4;79.5;14.7;1.7
1068;Waarde;Leiden-Zuid (BT);2016;45.7;48.9;72.5;31.2;2.0;69.0;8.4;78.1;12.9;1.7
1069;Waarde;Leiden-Zuid (BT);2017;37.7;40.8;68.9;27.6;1.8;63.9;7.7;68.3;10.0;1.5
1070;Waarde;Leiden-Zuid (BT);2019;39.2;39.4;68.6;27.3;1.7;60.0;10.6;64.8;10.2;1.5
1071;Waarde;Leiden-Midden (BT);2012;21.8;31.7;54.3;21.7;1.3;43.6;3.8;42.0;4.4;0.9
1072;Waarde;Leiden-Midden (BT);2013;20.1;32.1;54.8;22.9;1.3;44.7;7.2;38.4;2.5;0.9
1073;Waarde;Leiden-Midden (BT);2014;22.4;31.2;54.9;22.2;1.3;48.7;7.3;45.3;5.6;1.1
1074;Waarde;Leiden-Midden (BT);2015;20.0;36.3;57.7;21.1;1.4;46.0;6.9;45.9;6.0;1.0
1075;Waarde;Leiden-Midden (BT);2016;19.6;28.7;53.8;18.9;1.2;49.1;8.5;42.1;5.7;1.1
1076;Waarde;Leiden-Midden (BT);2017;21.5;38.1;51.7;19.9;1.3;48.3;8.0;49.9;5.7;1.1
1077;Waarde;Leiden-Midden (BT);2019;26.2;38.3;55.8;20.9;1.4;47.9;8.5;49.1;6.1;1.1
1078;Waarde;Alphen aan de Rijn (BT);2012;38.7;33.9;75.0;34.1;1.8;70.3;10.4;80.0;14.7;1.8
1079;Waarde;Alphen aan de Rijn (BT);2013;41.3;37.8;77.9;36.2;1.9;71.8;10.7;78.7;14.0;1.8
1080;Waarde;Alphen aan de Rijn (BT);2014;37.1;36.2;74.0;37.0;1.8;66.0;13.5;72.3;10.2;1.6
1081;Waarde;Alphen aan de Rijn (BT);2015;44.5;36.8;76.7;34.2;1.9;69.0;12.7;81.0;11.9;1.7
1082;Waarde;Alphen aan de Rijn (BT);2016;38.4;32.1;69.3;28.7;1.7;68.8;12.1;77.6;15.2;1.7
1083;Waarde;Alphen aan de Rijn (BT);2017;43.3;35.2;75.2;29.3;1.8;68.6;13.0;79.1;11.5;1.7
1084;Waarde;Alphen aan de Rijn (BT);2019;44.5;35.9;75.5;30.2;1.9;64.7;13.8;76.2;12.1;1.7
1085;Waarde;Kaag en Braassem (BT);2012;46.7;32.7;71.5;42.1;1.9;74.9;12.9;82.7;19.0;1.9
1086;Waarde;Kaag en Braassem (BT);2013;45.2;31.6;72.9;33.6;1.8;70.5;10.9;82.4;10.1;1.7
1087;Waarde;Kaag en Braassem (BT);2014;45.2;33.1;71.9;30.2;1.8;66.6;9.3;82.6;14.4;1.7
1088;Waarde;Kaag en Braassem (BT);2015;44.0;32.7;72.0;34.6;1.8;70.6;14.2;80.8;11.4;1.8
1089;Waarde;Kaag en Braassem (BT);2016;47.5;34.2;75.0;32.6;1.9;67.8;11.9;79.7;10.7;1.7
1090;Waarde;Kaag en Braassem (BT);2017;49.1;32.2;71.2;26.6;1.8;65.5;12.8;83.3;13.7;1.8
1091;Waarde;Kaag en Braassem (BT);2019;52.3;30.0;70.3;31.8;1.8;65.1;12.0;80.9;13.5;1.7
1092;Waarde;Gouda (BT);2012;43.8;24.8;71.3;32.6;1.7;74.1;9.9;74.6;12.9;1.7
1093;Waarde;Gouda (BT);2013;42.0;29.3;77.3;37.4;1.9;75.1;14.0;77.7;10.3;1.8
1094;Waarde;Gouda (BT);2014;43.6;29.7;75.3;32.3;1.8;69.9;15.4;77.5;11.0;1.7
1095;Waarde;Gouda (BT);2015;48.8;31.9;76.2;34.6;1.9;74.3;14.1;77.7;14.0;1.8
1096;Waarde;Gouda (BT);2016;46.0;32.9;75.3;36.5;1.9;72.4;14.6;77.0;16.1;1.8
1097;Waarde;Gouda (BT);2017;51.5;33.0;73.9;30.5;1.9;71.5;13.0;80.4;10.3;1.8
1098;Waarde;Gouda (BT);2019;49.9;26.9;75.5;25.0;1.8;69.1;11.8;74.2;11.2;1.7
1099;Waarde;Waddinxveen / Zuidplas (BT);2012;45.1;30.7;80.5;32.5;1.9;79.8;20.8;89.2;15.6;2.1
1100;Waarde;Waddinxveen / Zuidplas (BT);2013;51.2;32.2;77.3;37.1;2.0;76.1;14.6;85.2;15.0;1.9
1101;Waarde;Waddinxveen / Zuidplas (BT);2014;50.4;36.3;74.7;38.1;2.0;81.0;14.9;89.3;17.6;2.0
1102;Waarde;Waddinxveen / Zuidplas (BT);2015;51.8;37.0;78.3;33.7;2.0;74.9;13.9;86.3;20.1;2.0
1103;Waarde;Waddinxveen / Zuidplas (BT);2016;51.0;43.0;78.0;35.3;2.1;77.2;16.8;86.2;13.2;1.9
1104;Waarde;Waddinxveen / Zuidplas (BT);2017;56.2;35.5;76.8;33.8;2.0;74.5;16.2;85.5;15.3;1.9
1105;Waarde;Waddinxveen / Zuidplas (BT);2019;58.1;32.5;79.8;31.3;2.0;71.2;16.5;87.0;14.9;1.9
1106;Waarde;Krimpenerwaard (BT);2012;48.2;27.6;71.3;33.8;1.8;69.6;12.1;86.3;13.4;1.8
1107;Waarde;Krimpenerwaard (BT);2013;44.5;27.9;69.7;32.9;1.8;68.3;14.6;81.8;11.1;1.8
1108;Waarde;Krimpenerwaard (BT);2014;38.7;23.3;71.9;32.7;1.7;63.9;13.6;83.4;15.1;1.8
1109;Waarde;Krimpenerwaard (BT);2015;44.3;25.4;71.7;29.6;1.7;68.3;13.3;81.8;11.6;1.7
1110;Waarde;Krimpenerwaard (BT);2016;48.7;28.8;71.3;28.8;1.8;66.8;13.1;85.0;9.7;1.7
1111;Waarde;Krimpenerwaard (BT);2017;50.6;28.9;70.7;25.9;1.8;66.4;15.7;82.9;14.8;1.8
1112;Waarde;Krimpenerwaard (BT);2019;48.8;30.3;73.0;29.4;1.8;65.6;16.5;81.1;9.9;1.7
1113;Waarde;Waterweg (BT);2012;41.4;39.3;73.9;34.9;1.9;69.9;16.4;72.7;9.8;1.7
1114;Waarde;Waterweg (BT);2013;39.4;37.2;73.9;38.4;1.9;72.4;12.6;72.8;11.9;1.7
1115;Waarde;Waterweg (BT);2014;40.7;40.5;71.0;36.3;1.9;73.2;9.9;70.7;12.1;1.7
1116;Waarde;Waterweg (BT);2015;43.1;39.1;70.3;36.0;1.9;70.5;13.2;73.3;14.0;1.7
1117;Waarde;Waterweg (BT);2016;41.6;40.2;70.2;30.8;1.8;71.0;10.4;70.5;14.5;1.7
1118;Waarde;Waterweg (BT);2017;44.3;42.3;68.5;31.7;1.9;69.4;12.1;70.1;14.3;1.7
1119;Waarde;Waterweg (BT);2019;44.7;38.6;71.1;28.8;1.8;66.3;14.4;66.9;12.3;1.6
1120;Waarde;Schiedam (BT);2012;34.2;30.9;64.5;37.0;1.7;63.5;9.3;70.1;9.3;1.5
1121;Waarde;Schiedam (BT);2013;35.2;39.9;68.9;36.0;1.8;65.3;10.4;60.8;9.7;1.5
1122;Waarde;Schiedam (BT);2014;38.4;35.3;66.1;34.5;1.7;62.8;10.4;57.0;13.1;1.4
1123;Waarde;Schiedam (BT);2015;34.7;42.1;65.3;34.4;1.8;67.1;11.4;61.1;11.6;1.5
1124;Waarde;Schiedam (BT);2016;30.3;37.1;63.8;33.6;1.6;63.1;11.8;58.9;9.9;1.4
1125;Waarde;Schiedam (BT);2017;33.2;35.8;65.8;28.7;1.6;61.5;10.4;58.6;11.6;1.4
1126;Waarde;Schiedam (BT);2019;35.8;35.2;66.5;26.4;1.6;63.7;9.9;53.0;10.6;1.4
1127;Waarde;Midden-Schieland (BT);2012;38.2;32.0;73.2;30.1;1.7;71.2;10.6;75.4;16.3;1.7
1128;Waarde;Midden-Schieland (BT);2013;42.8;35.8;71.6;33.6;1.8;72.0;11.1;78.2;18.0;1.8
1129;Waarde;Midden-Schieland (BT);2014;44.3;34.2;76.5;36.9;1.9;73.4;12.6;76.4;19.6;1.8
1130;Waarde;Midden-Schieland (BT);2015;45.8;31.6;76.6;36.0;1.9;72.8;13.6;75.5;17.2;1.8
1131;Waarde;Midden-Schieland (BT);2016;40.8;37.6;74.3;29.3;1.8;72.4;11.9;75.3;15.7;1.8
1132;Waarde;Midden-Schieland (BT);2017;41.6;37.2;71.7;31.5;1.8;70.5;12.7;78.0;16.9;1.8
1133;Waarde;Midden-Schieland (BT);2019;45.5;36.3;72.4;27.2;1.8;67.7;12.0;71.5;17.2;1.7
1134;Waarde;Delfshaven (BT);2012;25.5;37.0;50.1;27.7;1.4;58.8;18.3;49.2;15.4;1.4
1135;Waarde;Delfshaven (BT);2013;19.3;29.8;55.6;32.0;1.4;57.7;9.1;42.8;5.7;1.2
1136;Waarde;Delfshaven (BT);2014;26.2;32.9;51.6;24.5;1.4;51.9;4.5;43.1;5.8;1.1
1137;Waarde;Delfshaven (BT);2015;27.0;28.7;56.0;24.6;1.4;48.0;12.3;43.2;7.4;1.1
1138;Waarde;Delfshaven (BT);2016;22.5;27.1;54.3;28.0;1.3;50.1;10.7;40.7;6.7;1.1
1139;Waarde;Delfshaven (BT);2017;22.1;26.1;51.9;23.4;1.2;50.0;6.9;40.5;6.0;1.0
1140;Waarde;Delfshaven (BT);2019;20.8;27.3;58.5;21.3;1.3;48.9;7.8;35.3;6.5;1.0
1141;Waarde;Centrum (BT);2012;;;;;;;;;;
1142;Waarde;Centrum (BT);2013;14.4;32.2;57.6;30.1;1.3;55.3;8.6;48.9;8.2;1.2
1143;Waarde;Centrum (BT);2014;12.8;32.2;58.9;26.7;1.3;56.5;4.5;43.2;5.2;1.1
1144;Waarde;Centrum (BT);2015;17.9;33.2;57.2;16.7;1.3;51.3;6.8;43.6;7.6;1.1
1145;Waarde;Centrum (BT);2016;14.7;31.5;57.9;24.4;1.3;53.2;6.2;41.9;9.6;1.1
1146;Waarde;Centrum (BT);2017;17.8;38.3;53.7;23.3;1.3;53.0;4.3;45.9;6.4;1.1
1147;Waarde;Centrum (BT);2019;16.8;36.4;56.4;21.9;1.3;50.4;7.9;39.6;7.6;1.1
1148;Waarde;Maas-Rotte (BT);2012;19.3;29.5;59.7;24.4;1.3;51.5;10.6;43.2;9.5;1.1
1149;Waarde;Maas-Rotte (BT);2013;19.8;32.7;64.6;28.5;1.5;55.0;9.2;48.2;8.4;1.2
1150;Waarde;Maas-Rotte (BT);2014;24.7;29.1;59.0;24.8;1.4;56.5;6.5;45.5;9.8;1.2
1151;Waarde;Maas-Rotte (BT);2015;20.3;27.2;60.6;21.9;1.3;57.1;6.1;42.3;8.8;1.1
1152;Waarde;Maas-Rotte (BT);2016;25.3;31.3;59.9;23.1;1.4;61.2;8.2;44.6;8.8;1.2
1153;Waarde;Maas-Rotte (BT);2017;19.4;29.7;57.5;19.9;1.3;54.7;7.2;48.7;3.4;1.1
1154;Waarde;Maas-Rotte (BT);2019;20.9;30.3;56.8;19.0;1.3;51.0;8.8;36.1;6.7;1.0
1155;Waarde;IJsselland (BT);2012;39.5;30.5;70.0;29.6;1.7;70.1;11.7;72.2;15.1;1.7
1156;Waarde;IJsselland (BT);2013;41.2;36.0;70.1;35.3;1.8;71.7;11.5;76.9;14.9;1.8
1157;Waarde;IJsselland (BT);2014;45.4;34.1;70.9;36.3;1.9;74.6;10.9;72.9;15.5;1.7
1158;Waarde;IJsselland (BT);2015;43.2;39.4;71.8;32.4;1.9;69.3;9.4;76.2;13.6;1.7
