ID;Geslacht;Leeftijd;Generatie;Perioden;TotaleBevolking_1;Autochtoon_2;Allochtoon_3;TotaalNietWesters_4;Afrika_5;Azie_6;LatijnsAmerika_7;Marokko_8;NederlandseAntillenEnAruba_9;Suriname_10;Turkije_11;TotaalWesters_12;k_26EULanden_13;OverigEuropa_14;Indonesie_15;OverigBuitenEuropa_16
4526;Mannen en Vrouwen;17 jaar;Totaal bevolking;2037;190032;142229.0;47803;29687;4555;7736;2218;5252;2875;2919;4133;18116;13286;2683;841;1306
4527;Mannen en Vrouwen;17 jaar;Totaal bevolking;2038;191261;143559.0;47701;29447;4537;7799;2224;5067;2899;2874;4047;18255;13402;2697;838;1318
4528;Mannen en Vrouwen;17 jaar;Totaal bevolking;2039;192200;144571.0;47629;29246;4522;7883;2231;4892;2924;2826;3967;18383;13510;2707;835;1331
4529;Mannen en Vrouwen;17 jaar;Totaal bevolking;2040;193197;145601.0;47596;29094;4514;7963;2236;4746;2947;2788;3901;18501;13608;2715;833;1345
4530;Mannen en Vrouwen;17 jaar;Totaal bevolking;2041;194003;146413.0;47590;28988;4502;8049;2247;4626;2971;2750;3843;18602;13691;2724;830;1357
4531;Mannen en Vrouwen;17 jaar;Totaal bevolking;2042;194604;146981.0;47624;28939;4503;8140;2256;4531;2995;2715;3799;18685;13762;2728;827;1369
4532;Mannen en Vrouwen;17 jaar;Totaal bevolking;2043;195112;147406.0;47705;28934;4502;8232;2268;4463;3011;2687;3771;18771;13829;2734;825;1384
4533;Mannen en Vrouwen;17 jaar;Totaal bevolking;2044;195412;147622.0;47790;28959;4505;8326;2277;4416;3028;2659;3749;18831;13879;2738;819;1395
4534;Mannen en Vrouwen;17 jaar;Totaal bevolking;2045;195703;147811.0;47893;28999;4501;8428;2289;4377;3047;2634;3722;18894;13928;2741;815;1409
4535;Mannen en Vrouwen;17 jaar;Totaal bevolking;2046;195854;147856.0;47999;29062;4512;8531;2300;4345;3064;2613;3696;18937;13963;2746;807;1422
4536;Mannen en Vrouwen;17 jaar;Totaal bevolking;2047;195906;147797.0;48109;29122;4519;8640;2312;4315;3078;2592;3667;18987;14001;2750;801;1434
4537;Mannen en Vrouwen;17 jaar;Totaal bevolking;2048;195807;147586.0;48220;29187;4525;8752;2326;4291;3087;2574;3633;19033;14036;2754;797;1446
4538;Mannen en Vrouwen;17 jaar;Totaal bevolking;2049;195547;147237.0;48310;29240;4536;8842;2341;4263;3097;2560;3601;19070;14058;2758;795;1459
4539;Mannen en Vrouwen;17 jaar;Totaal bevolking;2050;195068;146673.0;48394;29285;4544;8936;2355;4232;3106;2544;3569;19109;14083;2763;792;1472
4540;Mannen en Vrouwen;17 jaar;Totaal bevolking;2051;194398;145937.0;48461;29314;4552;9027;2368;4193;3114;2528;3533;19147;14105;2768;791;1483
4541;Mannen en Vrouwen;17 jaar;Totaal bevolking;2052;193583;145046.0;48537;29351;4559;9116;2381;4156;3124;2516;3500;19186;14130;2774;787;1494
4542;Mannen en Vrouwen;17 jaar;Totaal bevolking;2053;192672;144067.0;48604;29376;4567;9202;2394;4114;3130;2503;3465;19229;14161;2780;782;1505
4543;Mannen en Vrouwen;17 jaar;Totaal bevolking;2054;191724;143053.0;48671;29395;4571;9287;2410;4071;3137;2492;3426;19275;14193;2787;779;1517
4544;Mannen en Vrouwen;17 jaar;Totaal bevolking;2055;190814;142080.0;48734;29405;4576;9370;2425;4017;3146;2481;3392;19329;14230;2795;776;1527
4545;Mannen en Vrouwen;17 jaar;Totaal bevolking;2056;189942;141147.0;48795;29409;4581;9448;2438;3958;3155;2469;3361;19386;14272;2802;772;1539
4546;Mannen en Vrouwen;17 jaar;Totaal bevolking;2057;189188;140329.0;48860;29410;4585;9524;2452;3899;3163;2457;3330;19450;14321;2811;767;1550
4547;Mannen en Vrouwen;17 jaar;Totaal bevolking;2058;188571;139646.0;48925;29409;4591;9597;2467;3836;3173;2449;3297;19516;14369;2820;766;1562
4548;Mannen en Vrouwen;17 jaar;Totaal bevolking;2059;188091;139106.0;48985;29407;4594;9663;2482;3775;3183;2440;3270;19578;14415;2829;762;1572
4549;Mannen en Vrouwen;17 jaar;Totaal bevolking;2060;187780;138732.0;49048;29399;4593;9732;2496;3709;3194;2427;3247;19649;14468;2839;759;1583
4550;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2011;10874;;10874;7251;1355;2851;451;530;894;600;571;3623;2156;1083;99;285
4551;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2012;10685;;10685;7105;1362;2782;474;469;960;482;576;3580;2275;949;88;267
4552;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2013;10346;;10346;6760;1312;2447;517;467;953;526;539;3586;2378;845;95;269
4553;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2014;10655;;10655;6812;1331;2494;487;488;947;528;537;3842;2647;814;93;289
4554;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2015;10441;;10441;6645;1419;2249;525;435;906;559;553;3795;2663;753;100;279
4555;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2016;9741;;9741;5952;1355;1852;499;403;878;467;497;3789;2737;684;91;276
4556;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2017;9447;;9447;5727;1330;1811;502;375;804;443;462;3720;2805;530;93;292
4557;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2018;9307;;9307;5548;1308;1764;539;355;730;417;436;3759;2885;484;101;289
4558;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2019;9035;;9035;5282;1239;1732;484;348;659;412;409;3753;2920;456;93;285
4559;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2020;9146;;9146;5295;1258;1837;492;320;626;370;392;3851;3015;455;96;285
4560;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2021;9413;;9413;5404;1284;1898;495;334;644;376;373;4009;3164;471;84;291
4561;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2022;9605;;9605;5448;1281;1939;526;288;657;389;369;4157;3270;491;97;299
4562;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2023;9882;;9882;5588;1286;2038;536;282;684;392;370;4294;3411;490;91;301
4563;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2024;10115;;10115;5714;1317;2080;529;290;710;420;367;4401;3479;519;90;314
4564;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2025;10336;;10336;5805;1284;2160;536;297;721;418;389;4531;3585;525;101;320
4565;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2026;10363;;10363;5836;1273;2181;533;301;728;430;390;4527;3591;519;91;328
4566;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2027;10222;;10222;5768;1226;2183;532;292;723;429;384;4454;3525;510;94;326
4567;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2028;10096;;10096;5762;1210;2196;528;293;729;429;376;4334;3410;504;90;331
4568;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2029;10143;;10143;5807;1209;2225;530;298;735;434;376;4336;3400;506;93;337
4569;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2030;10179;;10179;5848;1213;2250;532;301;741;435;376;4331;3388;507;94;342
4570;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2031;10217;;10217;5892;1217;2279;535;302;745;438;377;4325;3374;509;94;347
4571;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2032;10246;;10246;5930;1221;2304;540;302;747;439;377;4316;3360;510;94;352
4572;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2033;10275;;10275;5968;1225;2330;544;302;750;439;378;4306;3343;511;94;358
4573;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2034;10303;;10303;6004;1229;2355;548;303;752;439;379;4299;3329;511;94;365
4574;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2035;10330;;10330;6041;1234;2382;551;303;753;439;379;4289;3312;512;94;371
4575;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2036;10360;;10360;6078;1237;2405;558;303;755;440;380;4282;3298;513;94;377
4576;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2037;10388;;10388;6113;1241;2431;561;303;757;440;380;4275;3286;513;94;382
4577;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2038;10414;;10414;6147;1245;2457;564;303;758;440;381;4267;3272;514;94;387
4578;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2039;10444;;10444;6183;1248;2481;569;303;760;440;381;4261;3262;514;94;391
4579;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2040;10469;;10469;6213;1251;2503;572;304;761;440;382;4257;3252;515;94;396
4580;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2041;10500;;10500;6247;1254;2529;576;304;762;440;382;4253;3244;515;94;400
4581;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2042;10531;;10531;6279;1257;2553;580;304;764;440;383;4252;3237;516;94;405
4582;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2043;10566;;10566;6310;1259;2574;585;304;765;440;383;4257;3235;516;94;412
4583;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2044;10591;;10591;6336;1261;2592;589;304;766;440;384;4255;3230;517;94;415
4584;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2045;10622;;10622;6361;1263;2612;592;304;767;440;384;4261;3230;517;94;420
4585;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2046;10649;;10649;6385;1265;2630;594;304;768;440;384;4264;3227;518;94;426
4586;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2047;10683;;10683;6412;1267;2651;597;304;769;439;385;4271;3230;518;94;430
4587;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2048;10713;;10713;6435;1268;2668;600;304;770;439;385;4278;3232;518;94;434
4588;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2049;10744;;10744;6457;1270;2686;602;304;771;439;386;4287;3236;519;93;438
4589;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2050;10774;;10774;6479;1271;2703;605;304;771;439;386;4296;3241;519;93;442
4590;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2051;10803;;10803;6499;1272;2719;608;304;772;438;386;4304;3246;520;93;445
4591;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2052;10831;;10831;6516;1273;2733;609;304;773;438;386;4315;3253;520;93;449
4592;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2053;10857;;10857;6532;1274;2746;610;304;774;437;386;4325;3259;520;93;452
4593;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2054;10884;;10884;6550;1275;2759;613;305;775;437;386;4334;3265;521;93;456
4594;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2055;10905;;10905;6562;1276;2770;614;305;776;436;386;4343;3270;521;93;459
4595;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2056;10925;;10925;6574;1277;2781;614;305;777;436;386;4352;3276;521;93;462
4596;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2057;10945;;10945;6585;1277;2790;615;305;777;435;385;4360;3281;521;93;466
4597;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2058;10964;;10964;6596;1278;2798;618;305;778;434;385;4368;3285;522;93;468
4598;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2059;10980;;10980;6604;1279;2805;619;305;779;434;384;4376;3290;522;93;471
4599;Mannen en Vrouwen;17 jaar;Eerstegeneratieallochtoon;2060;10995;;10995;6612;1280;2812;620;305;780;433;384;4383;3294;522;93;474
4600;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2011;33634;;33634;24130;2237;2484;902;5694;1526;4721;6566;9503;5421;764;2033;1285
4601;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2012;34574;;34574;24932;2518;2724;901;5803;1628;4631;6727;9642;5437;1140;1803;1263
4602;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2013;34235;;34235;24654;2591;3045;876;5676;1573;4538;6356;9581;5485;1336;1583;1177
4603;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2014;34647;;34647;25126;2618;3099;1007;5854;1498;4469;6581;9522;5612;1333;1454;1123
4604;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2015;35770;;35770;26377;2840;3479;1005;6086;1516;4611;6841;9393;5697;1323;1268;1105
4605;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2016;37266;;37266;27635;3047;3900;1075;6454;1660;4581;6918;9631;5800;1505;1236;1089
4606;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2017;38279;;38279;28294;3269;4095;1110;6618;1744;4806;6653;9985;6064;1716;1104;1101
4607;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2018;40202;;40202;29874;3582;4472;1219;7236;1802;4812;6751;10328;6373;1819;1130;1006
4608;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2019;40220;;40220;29914;3698;4555;1266;7200;1927;4773;6493;10307;6267;2014;982;1044
4609;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2020;40239;;40239;29918;3802;4541;1313;7391;2009;4548;6316;10321;6448;1937;982;954
4610;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2021;40077;;40077;29735;3744;4590;1326;7636;1913;4354;6172;10341;6484;1977;988;892
4611;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2022;39957;;39957;29555;3726;4805;1344;7673;1850;4118;6040;10402;6535;1949;974;943
4612;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2023;39270;;39270;29201;3582;4732;1425;7773;1839;3844;6005;10069;6491;1906;926;746
4613;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2024;38761;;38761;28683;3490;4851;1450;7538;1852;3738;5763;10078;6531;1929;860;758
4614;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2025;38369;;38369;28180;3490;4837;1468;7297;1960;3574;5554;10189;6679;1812;889;810
4615;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2026;38967;;38967;28215;3608;4876;1527;7311;2032;3547;5315;10752;7107;1961;863;822
4616;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2027;38919;;38919;27545;3642;4983;1542;7003;1972;3424;4979;11374;7710;1975;866;822
4617;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2028;39191;;39191;27290;3625;5092;1560;6865;1954;3269;4925;11900;8238;1971;863;828
4618;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2029;38815;;38815;26691;3609;5106;1575;6611;1957;3124;4710;12124;8455;1990;836;842
4619;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2030;38592;;38592;26231;3565;5114;1590;6432;1959;2999;4573;12361;8686;2013;810;853
4620;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2031;38387;;38387;25775;3512;5129;1606;6233;1970;2893;4432;12612;8919;2039;790;864
4621;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2032;38181;;38181;25336;3468;5143;1619;6019;1988;2798;4301;12846;9129;2066;776;874
4622;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2033;38019;;38019;24941;3435;5164;1631;5803;2015;2717;4176;13078;9334;2092;768;884
4623;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2034;37824;;37824;24542;3399;5190;1642;5579;2033;2644;4055;13281;9516;2113;759;893
4624;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2035;37680;;37680;24198;3373;5222;1647;5361;2063;2583;3949;13482;9690;2133;756;903
4625;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2036;37547;;37547;23872;3339;5265;1651;5150;2089;2531;3847;13675;9854;2155;752;914
4626;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2037;37415;;37415;23574;3313;5305;1657;4949;2118;2479;3753;13841;10000;2170;747;924
4627;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2038;37287;;37287;23299;3292;5343;1660;4764;2140;2434;3666;13988;10130;2183;744;931
4628;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2039;37185;;37185;23063;3273;5402;1662;4589;2165;2386;3586;14122;10248;2193;741;940
4629;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2040;37126;;37126;22882;3263;5460;1664;4443;2186;2348;3519;14245;10356;2201;739;949
4630;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2041;37090;;37090;22741;3248;5520;1670;4322;2208;2310;3461;14349;10447;2209;736;956
4631;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2042;37092;;37092;22659;3246;5588;1676;4227;2231;2275;3416;14433;10524;2212;733;964
4632;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2043;37139;;37139;22624;3243;5659;1682;4160;2247;2247;3388;14515;10594;2218;731;972
4633;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2044;37199;;37199;22623;3243;5734;1688;4112;2263;2219;3365;14575;10649;2221;725;980
4634;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2045;37270;;37270;22638;3238;5817;1698;4073;2281;2194;3338;14633;10698;2224;721;989
4635;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2046;37350;;37350;22677;3247;5901;1707;4041;2296;2174;3312;14673;10735;2228;713;996
4636;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2047;37426;;37426;22710;3252;5989;1715;4011;2309;2152;3282;14716;10772;2232;708;1004
4637;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2048;37508;;37508;22753;3257;6084;1725;3986;2317;2135;3248;14755;10803;2236;703;1012
4638;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2049;37566;;37566;22783;3266;6156;1739;3959;2327;2121;3215;14783;10822;2239;702;1021
4639;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2050;37620;;37620;22806;3273;6232;1751;3927;2335;2105;3183;14814;10842;2244;699;1030
4640;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2051;37658;;37658;22815;3280;6308;1760;3889;2342;2090;3147;14842;10859;2248;698;1038
4641;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2052;37706;;37706;22835;3286;6383;1772;3851;2351;2079;3114;14871;10878;2254;693;1045
4642;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2053;37748;;37748;22844;3293;6456;1784;3810;2356;2066;3079;14904;10902;2260;689;1053
4643;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2054;37787;;37787;22846;3296;6528;1797;3767;2362;2056;3040;14941;10928;2267;686;1061
4644;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2055;37829;;37829;22843;3300;6600;1811;3713;2370;2044;3006;14986;10960;2274;683;1069
4645;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2056;37869;;37869;22835;3304;6667;1824;3653;2379;2033;2975;15034;10996;2281;679;1077
4646;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2057;37915;;37915;22825;3307;6734;1837;3594;2386;2022;2945;15090;11041;2290;674;1085
4647;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2058;37961;;37961;22813;3313;6799;1849;3531;2395;2014;2912;15148;11084;2298;673;1093
4648;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2059;38005;;38005;22803;3315;6858;1863;3470;2405;2006;2885;15202;11125;2307;669;1100
4649;Mannen en Vrouwen;17 jaar;Totaal tweedegeneratieallochtonen;2060;38053;;38053;22788;3314;6921;1877;3404;2415;1994;2863;15265;11174;2317;666;1108
4650;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2011;14228;;14228;6169;1236;853;636;488;776;1456;725;8059;4720;410;1724;1205
4651;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2012;14381;;14381;6474;1269;819;654;576;860;1500;797;7907;4713;468;1545;1180
4652;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2013;14390;;14390;6651;1284;946;628;531;846;1544;872;7739;4772;517;1340;1111
4653;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2014;14440;;14440;6838;1253;934;752;581;805;1594;918;7602;4824;514;1219;1045
4654;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2015;14941;;14941;7355;1325;1036;723;607;838;1745;1081;7585;4930;569;1046;1040
4655;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2016;15721;;15721;7990;1378;1154;816;738;834;1815;1255;7731;5040;640;1027;1023
4656;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2017;16224;;16224;8354;1444;1188;790;802;868;1871;1393;7870;5252;682;909;1026
4657;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2018;17054;;17054;9053;1501;1296;851;967;860;2023;1555;8002;5455;695;929;923
4658;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2019;17440;;17440;9507;1458;1395;908;1088;900;2047;1710;7933;5344;833;798;957
4659;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2020;17846;;17846;9836;1446;1443;956;1192;948;1987;1863;8010;5525;800;809;875
4660;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2021;18043;;18043;10075;1428;1486;978;1302;928;1972;1981;7968;5496;864;798;811
4661;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2022;18314;;18314;10333;1401;1582;996;1494;884;1887;2088;7981;5469;879;789;845
4662;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2023;18209;;18209;10527;1348;1633;1058;1602;911;1785;2192;7682;5370;886;753;672
4663;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2024;18176;;18176;10656;1290;1685;1094;1630;917;1780;2261;7520;5209;920;710;681
4664;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2025;18471;;18471;10957;1293;1714;1090;1841;958;1775;2285;7514;5240;866;715;694
4665;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2026;18817;;18817;11224;1309;1761;1121;1987;987;1810;2250;7593;5281;943;695;674
4666;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2027;19037;;19037;11364;1289;1816;1132;2106;976;1785;2261;7673;5414;912;695;651
4667;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2028;19463;;19463;11846;1263;1761;1074;2327;906;1816;2699;7618;5381;884;697;655
4668;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2029;19203;;19203;11679;1255;1765;1052;2295;905;1820;2587;7524;5294;879;690;661
4669;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2030;19260;;19260;11793;1255;1765;1038;2381;908;1847;2597;7468;5241;878;681;667
4670;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2031;19263;;19263;11819;1263;1775;1030;2414;915;1863;2558;7444;5215;877;676;675
4671;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2032;19248;;19248;11813;1271;1785;1023;2427;926;1870;2512;7435;5202;880;669;684
4672;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2033;19318;;19318;11857;1289;1808;1021;2437;943;1886;2474;7460;5216;885;667;693
4673;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2034;19378;;19378;11888;1306;1837;1023;2440;955;1901;2425;7490;5237;888;663;702
4674;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2035;19476;;19476;11932;1328;1866;1023;2439;978;1916;2380;7544;5274;895;664;711
4675;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2036;19589;;19589;11973;1343;1904;1026;2434;994;1935;2336;7616;5322;908;665;721
4676;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2037;19708;;19708;12030;1366;1936;1032;2433;1014;1948;2301;7677;5368;918;663;728
4677;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2038;19868;;19868;12126;1392;1972;1038;2450;1028;1965;2282;7742;5417;930;663;732
4678;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2039;20015;;20015;12219;1410;2011;1044;2467;1044;1970;2272;7796;5457;943;661;735
4679;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2040;20195;;20195;12336;1434;2048;1048;2499;1056;1980;2271;7859;5502;958;661;738
4680;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2041;20360;;20360;12446;1450;2084;1058;2536;1067;1985;2266;7914;5541;974;660;739
4681;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2042;20534;;20534;12568;1471;2126;1064;2578;1079;1986;2264;7965;5575;989;662;739
4682;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2043;20731;;20731;12712;1488;2170;1071;2635;1084;1991;2272;8019;5612;1005;662;740
4683;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2044;20919;;20919;12855;1509;2212;1075;2702;1091;1989;2277;8064;5641;1023;660;741
4684;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2045;21093;;21093;12980;1518;2258;1082;2765;1098;1989;2269;8113;5672;1039;660;742
4685;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2046;21248;;21248;13098;1538;2303;1088;2823;1108;1986;2252;8150;5695;1058;655;741
4686;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2047;21372;;21372;13183;1554;2348;1091;2870;1113;1978;2228;8189;5718;1074;655;742
4687;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2048;21469;;21469;13246;1564;2396;1096;2913;1114;1970;2194;8223;5738;1089;655;741
4688;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2049;21542;;21542;13297;1575;2435;1102;2945;1119;1963;2157;8245;5749;1102;653;741
4689;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2050;21581;;21581;13320;1582;2477;1105;2969;1123;1951;2113;8261;5758;1112;650;741
4690;Mannen en Vrouwen;17 jaar;2e Gen.: 1 ouder in buitenland geboren;2051;21581;;21581;13311;1586;2516;1103;2979;1127;1936;2065;8270;5759;1121;650;740
