ID;TypeReIntegratieParticipatievoorz;StatusVoorziening;RegioS;Perioden;ReIntegratieParticipatievoorzieningen_1
4096;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2023 februari;1980
4097;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2023 maart;2030
4098;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2023 april;2080
4099;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2023 mei;2060
4100;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2023 juni;2050
4101;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2023 juli;2060
4102;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2023 augustus;2090
4103;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2023 september;2220
4104;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2023 oktober;2250
4105;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2023 november;2150
4106;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2023 december;2150
4107;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2024 januari;2170
4108;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2024 februari;2200
4109;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2024 maart;2200
4110;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2024 april;2300
4111;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2024 mei;2310
4112;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2024 juni;2280
4113;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2024 juli;2300
4114;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2024 augustus;2310
4115;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hoorn;2024 september;2380
4116;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2023 januari;210
4117;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2023 februari;210
4118;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2023 maart;220
4119;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2023 april;230
4120;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2023 mei;230
4121;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2023 juni;240
4122;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2023 juli;250
4123;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2023 augustus;250
4124;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2023 september;260
4125;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2023 oktober;260
4126;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2023 november;270
4127;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2023 december;270
4128;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2024 januari;270
4129;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2024 februari;270
4130;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2024 maart;280
4131;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2024 april;290
4132;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2024 mei;290
4133;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2024 juni;290
4134;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2024 juli;310
4135;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2024 augustus;310
4136;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Horst aan de Maas;2024 september;310
4137;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2023 januari;560
4138;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2023 februari;540
4139;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2023 maart;540
4140;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2023 april;540
4141;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2023 mei;520
4142;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2023 juni;510
4143;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2023 juli;520
4144;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2023 augustus;500
4145;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2023 september;500
4146;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2023 oktober;500
4147;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2023 november;510
4148;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2023 december;440
4149;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2024 januari;500
4150;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2024 februari;500
4151;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2024 maart;470
4152;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2024 april;460
4153;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2024 mei;460
4154;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2024 juni;450
4155;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2024 juli;470
4156;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2024 augustus;480
4157;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Houten;2024 september;490
4158;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2023 januari;430
4159;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2023 februari;420
4160;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2023 maart;430
4161;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2023 april;420
4162;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2023 mei;430
4163;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2023 juni;430
4164;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2023 juli;420
4165;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2023 augustus;420
4166;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2023 september;430
4167;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2023 oktober;420
4168;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2023 november;420
4169;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2023 december;410
4170;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2024 januari;420
4171;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2024 februari;420
4172;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2024 maart;420
4173;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2024 april;420
4174;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2024 mei;430
4175;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2024 juni;420
4176;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2024 juli;410
4177;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2024 augustus;420
4178;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Huizen;2024 september;380
4179;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2023 januari;230
4180;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2023 februari;220
4181;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2023 maart;230
4182;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2023 april;230
4183;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2023 mei;230
4184;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2023 juni;240
4185;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2023 juli;240
4186;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2023 augustus;240
4187;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2023 september;240
4188;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2023 oktober;250
4189;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2023 november;250
4190;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2023 december;250
4191;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2024 januari;260
4192;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2024 februari;270
4193;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2024 maart;280
4194;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2024 april;270
4195;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2024 mei;270
4196;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2024 juni;270
4197;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2024 juli;270
4198;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2024 augustus;270
4199;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Hulst;2024 september;270
4200;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2023 januari;390
4201;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2023 februari;400
4202;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2023 maart;400
4203;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2023 april;390
4204;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2023 mei;380
4205;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2023 juni;380
4206;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2023 juli;380
4207;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2023 augustus;360
4208;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2023 september;360
4209;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2023 oktober;360
4210;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2023 november;360
4211;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2023 december;310
4212;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2024 januari;360
4213;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2024 februari;360
4214;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2024 maart;350
4215;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2024 april;340
4216;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2024 mei;350
4217;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2024 juni;360
4218;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2024 juli;360
4219;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2024 augustus;370
4220;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;IJsselstein;2024 september;380
4221;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2023 januari;80
4222;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2023 februari;80
4223;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2023 maart;80
4224;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2023 april;80
4225;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2023 mei;80
4226;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2023 juni;80
4227;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2023 juli;80
4228;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2023 augustus;80
4229;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2023 september;90
4230;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2023 oktober;90
4231;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2023 november;80
4232;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2023 december;80
4233;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2024 januari;80
4234;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2024 februari;90
4235;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2024 maart;90
4236;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2024 april;100
4237;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2024 mei;100
4238;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2024 juni;100
4239;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2024 juli;100
4240;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2024 augustus;110
4241;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kaag en Braassem;2024 september;100
4242;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2023 januari;470
4243;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2023 februari;520
4244;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2023 maart;510
4245;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2023 april;520
4246;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2023 mei;520
4247;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2023 juni;500
4248;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2023 juli;510
4249;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2023 augustus;500
4250;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2023 september;530
4251;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2023 oktober;530
4252;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2023 november;550
4253;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2023 december;520
4254;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2024 januari;540
4255;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2024 februari;550
4256;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2024 maart;560
4257;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2024 april;550
4258;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2024 mei;530
4259;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2024 juni;560
4260;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2024 juli;560
4261;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2024 augustus;550
4262;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kampen;2024 september;550
4263;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2023 januari;110
4264;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2023 februari;120
4265;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2023 maart;120
4266;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2023 april;120
4267;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2023 mei;120
4268;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2023 juni;110
4269;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2023 juli;100
4270;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2023 augustus;110
4271;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2023 september;100
4272;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2023 oktober;100
4273;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2023 november;120
4274;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2023 december;110
4275;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2024 januari;120
4276;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2024 februari;120
4277;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2024 maart;130
4278;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2024 april;130
4279;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2024 mei;130
4280;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2024 juni;130
4281;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2024 juli;140
4282;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2024 augustus;140
4283;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kapelle;2024 september;130
4284;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2023 januari;610
4285;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2023 februari;600
4286;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2023 maart;600
4287;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2023 april;600
4288;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2023 mei;610
4289;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2023 juni;600
4290;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2023 juli;600
4291;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2023 augustus;600
4292;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2023 september;590
4293;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2023 oktober;580
4294;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2023 november;580
4295;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2023 december;360
4296;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2024 januari;460
4297;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2024 februari;460
4298;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2024 maart;460
4299;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2024 april;460
4300;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2024 mei;460
4301;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2024 juni;470
4302;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2024 juli;480
4303;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2024 augustus;480
4304;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Katwijk;2024 september;480
4305;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2023 januari;330
4306;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2023 februari;320
4307;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2023 maart;360
4308;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2023 april;370
4309;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2023 mei;380
4310;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2023 juni;380
4311;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2023 juli;400
4312;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2023 augustus;430
4313;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2023 september;440
4314;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2023 oktober;430
4315;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2023 november;440
4316;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2023 december;420
4317;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2024 januari;440
4318;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2024 februari;430
4319;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2024 maart;430
4320;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2024 april;460
4321;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2024 mei;460
4322;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2024 juni;460
4323;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2024 juli;450
4324;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2024 augustus;450
4325;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Kerkrade;2024 september;460
4326;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2023 januari;410
4327;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2023 februari;410
4328;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2023 maart;410
4329;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2023 april;430
4330;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2023 mei;410
4331;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2023 juni;400
4332;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2023 juli;410
4333;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2023 augustus;420
4334;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2023 september;450
4335;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2023 oktober;450
4336;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2023 november;440
4337;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2023 december;440
4338;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2024 januari;470
4339;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2024 februari;470
4340;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2024 maart;490
4341;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2024 april;490
4342;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2024 mei;500
4343;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2024 juni;490
4344;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2024 juli;490
4345;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2024 augustus;500
4346;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Koggenland;2024 september;500
4347;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2023 januari;460
4348;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2023 februari;450
4349;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2023 maart;460
4350;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2023 april;470
4351;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2023 mei;490
4352;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2023 juni;480
4353;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2023 juli;480
4354;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2023 augustus;480
4355;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2023 september;490
4356;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2023 oktober;490
4357;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2023 november;510
4358;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2023 december;510
4359;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2024 januari;520
4360;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2024 februari;520
4361;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2024 maart;510
4362;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2024 april;510
4363;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2024 mei;510
4364;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2024 juni;530
4365;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2024 juli;520
4366;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2024 augustus;520
4367;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpen aan den IJssel;2024 september;540
4368;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpenerwaard;2023 januari;530
4369;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpenerwaard;2023 februari;530
4370;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpenerwaard;2023 maart;540
4371;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpenerwaard;2023 april;560
4372;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpenerwaard;2023 mei;540
4373;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpenerwaard;2023 juni;500
4374;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Krimpenerwaard;2023 juli;510
