ID;BedrijfstakkenBranchesSBI2008;TypeGefailleerde;Perioden;UitgesprokenFaillissementen_1
5617;H Vervoer en opslag;Bedrijven en instellingen;2021 week 18;5
5618;H Vervoer en opslag;Bedrijven en instellingen;2021 week 19;2
5619;H Vervoer en opslag;Bedrijven en instellingen;2021 week 20;4
5620;H Vervoer en opslag;Bedrijven en instellingen;2021 week 21;3
5621;H Vervoer en opslag;Bedrijven en instellingen;2021 week 22;2
5622;H Vervoer en opslag;Bedrijven en instellingen;2021 week 23;3
5623;H Vervoer en opslag;Bedrijven en instellingen;2021 week 24;0
5624;H Vervoer en opslag;Bedrijven en instellingen;2021 week 25;1
5625;H Vervoer en opslag;Bedrijven en instellingen;2021 week 26;0
5626;H Vervoer en opslag;Bedrijven en instellingen;2021 week 27;2
5627;H Vervoer en opslag;Bedrijven en instellingen;2021 week 28;0
5628;H Vervoer en opslag;Bedrijven en instellingen;2021 week 29;2
5629;H Vervoer en opslag;Bedrijven en instellingen;2021 week 30;2
5630;H Vervoer en opslag;Bedrijven en instellingen;2021 week 31;1
5631;H Vervoer en opslag;Bedrijven en instellingen;2021 week 32;1
5632;H Vervoer en opslag;Bedrijven en instellingen;2021 week 33;1
5633;H Vervoer en opslag;Bedrijven en instellingen;2021 week 34;0
5634;H Vervoer en opslag;Bedrijven en instellingen;2021 week 35;0
5635;H Vervoer en opslag;Bedrijven en instellingen;2021 week 36;1
5636;H Vervoer en opslag;Bedrijven en instellingen;2021 week 37;0
5637;H Vervoer en opslag;Bedrijven en instellingen;2021 week 38;0
5638;H Vervoer en opslag;Bedrijven en instellingen;2021 week 39;3
5639;H Vervoer en opslag;Bedrijven en instellingen;2021 week 40;1
5640;H Vervoer en opslag;Bedrijven en instellingen;2021 week 41;5
5641;H Vervoer en opslag;Bedrijven en instellingen;2021 week 42;5
5642;H Vervoer en opslag;Bedrijven en instellingen;2021 week 43;2
5643;H Vervoer en opslag;Bedrijven en instellingen;2021 week 44;1
5644;H Vervoer en opslag;Bedrijven en instellingen;2021 week 45;5
5645;H Vervoer en opslag;Bedrijven en instellingen;2021 week 46;2
5646;H Vervoer en opslag;Bedrijven en instellingen;2021 week 47;2
5647;H Vervoer en opslag;Bedrijven en instellingen;2021 week 48;0
5648;H Vervoer en opslag;Bedrijven en instellingen;2021 week 49;2
5649;H Vervoer en opslag;Bedrijven en instellingen;2021 week 50;1
5650;H Vervoer en opslag;Bedrijven en instellingen;2021 week 51;1
5651;H Vervoer en opslag;Bedrijven en instellingen;2021 week 52;1
5652;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 1;0
5653;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 2;9
5654;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 3;7
5655;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 4;13
5656;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 5;2
5657;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 6;5
5658;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 7;3
5659;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 8;5
5660;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 9;3
5661;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 10;6
5662;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 11;4
5663;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 12;4
5664;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 13;7
5665;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 14;7
5666;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 15;5
5667;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 16;8
5668;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 17;6
5669;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 18;3
5670;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 19;6
5671;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 20;5
5672;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 21;4
5673;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 22;5
5674;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 23;6
5675;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 24;2
5676;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 25;6
5677;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 26;6
5678;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 27;4
5679;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 28;5
5680;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 29;3
5681;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 30;1
5682;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 31;3
5683;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 32;3
5684;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 33;9
5685;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 34;8
5686;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 35;3
5687;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 36;6
5688;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 37;7
5689;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 38;5
5690;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 39;2
5691;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 40;1
5692;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 41;7
5693;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 42;6
5694;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 43;2
5695;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 44;6
5696;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 45;8
5697;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 46;2
5698;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 47;7
5699;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 48;5
5700;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 49;4
5701;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 50;4
5702;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 51;6
5703;I Horeca;Bedrijven, instellingen en eenmanszaken;2019 week 52;2
5704;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 1;0
5705;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 2;4
5706;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 3;5
5707;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 4;3
5708;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 5;5
5709;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 6;5
5710;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 7;4
5711;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 8;8
5712;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 9;4
5713;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 10;8
5714;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 11;7
5715;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 12;4
5716;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 13;4
5717;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 14;16
5718;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 15;9
5719;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 16;8
5720;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 17;8
5721;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 18;8
5722;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 19;6
5723;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 20;16
5724;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 21;8
5725;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 22;7
5726;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 23;12
5727;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 24;8
5728;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 25;12
5729;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 26;0
5730;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 27;9
5731;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 28;3
5732;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 29;7
5733;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 30;6
5734;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 31;4
5735;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 32;3
5736;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 33;5
5737;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 34;1
5738;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 35;3
5739;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 36;4
5740;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 37;1
5741;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 38;4
5742;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 39;4
5743;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 40;4
5744;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 41;1
5745;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 42;2
5746;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 43;7
5747;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 44;5
5748;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 45;6
5749;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 46;3
5750;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 47;4
5751;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 48;2
5752;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 49;5
5753;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 50;4
5754;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 51;3
5755;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 52;6
5756;I Horeca;Bedrijven, instellingen en eenmanszaken;2020 week 53;2
5757;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 1;2
5758;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 2;4
5759;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 3;4
5760;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 4;5
5761;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 5;1
5762;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 6;2
5763;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 7;3
5764;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 8;3
5765;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 9;1
5766;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 10;1
5767;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 11;5
5768;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 12;2
5769;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 13;1
5770;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 14;5
5771;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 15;5
5772;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 16;3
5773;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 17;0
5774;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 18;2
5775;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 19;2
5776;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 20;1
5777;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 21;2
5778;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 22;4
5779;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 23;2
5780;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 24;1
5781;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 25;1
5782;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 26;0
5783;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 27;6
5784;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 28;1
5785;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 29;1
5786;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 30;2
5787;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 31;0
5788;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 32;0
5789;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 33;1
5790;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 34;2
5791;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 35;2
5792;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 36;1
5793;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 37;0
5794;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 38;2
5795;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 39;4
5796;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 40;0
5797;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 41;3
5798;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 42;0
5799;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 43;0
5800;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 44;2
5801;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 45;2
5802;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 46;3
5803;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 47;2
5804;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 48;4
5805;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 49;4
5806;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 50;4
5807;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 51;4
5808;I Horeca;Bedrijven, instellingen en eenmanszaken;2021 week 52;0
5809;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 1;0
5810;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 2;2
5811;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 3;1
5812;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 4;5
5813;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 5;0
5814;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 6;4
5815;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 7;1
5816;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 8;2
5817;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 9;0
5818;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 10;3
5819;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 11;0
5820;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 12;0
5821;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 13;2
5822;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 14;1
5823;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 15;2
5824;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 16;1
5825;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 17;0
5826;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 18;2
5827;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 19;4
5828;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 20;0
5829;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 21;0
5830;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 22;0
5831;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 23;1
5832;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 24;1
5833;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 25;0
5834;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 26;1
5835;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 27;1
5836;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 28;1
5837;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 29;2
5838;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 30;0
5839;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 31;2
5840;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 32;1
5841;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 33;2
5842;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 34;1
5843;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 35;1
5844;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 36;2
5845;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 37;1
5846;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 38;3
5847;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 39;1
5848;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 40;0
5849;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 41;1
5850;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 42;1
5851;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 43;0
5852;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 44;0
5853;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 45;2
5854;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 46;1
5855;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 47;0
5856;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 48;0
5857;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 49;0
5858;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 50;2
5859;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 51;0
5860;I Horeca;Natuurlijke personen met eenmanszaak;2019 week 52;2
5861;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 1;0
5862;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 2;2
5863;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 3;1
5864;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 4;0
5865;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 5;0
5866;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 6;1
5867;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 7;0
5868;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 8;3
5869;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 9;2
5870;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 10;2
5871;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 11;3
5872;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 12;1
5873;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 13;0
5874;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 14;1
5875;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 15;1
5876;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 16;1
5877;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 17;0
5878;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 18;1
5879;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 19;1
5880;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 20;3
5881;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 21;0
5882;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 22;2
5883;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 23;0
5884;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 24;1
5885;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 25;2
5886;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 26;0
5887;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 27;1
5888;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 28;0
5889;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 29;4
5890;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 30;1
5891;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 31;0
5892;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 32;1
5893;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 33;0
5894;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 34;0
5895;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 35;1
5896;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 36;0
5897;I Horeca;Natuurlijke personen met eenmanszaak;2020 week 37;0
