ID;GoodsAndServices;Periods;VolumeChanges_1;VolumeChangesShoppingdayAdjusted_2;Indices2000100_3;ValueChanges_4;ValueIndices_5;ShareInDomesticConsOfHouseholds_6;AbsoluteValueInEuroS_7
2108;1100;1996 3rd quarter;1.8;;;0.0;;;
2109;1100;1996 October;8.8;;;9.5;;;
2110;1100;1996 November;8.6;;;7.6;;;
2111;1100;1996 December;-5.7;;;-3.9;;;
2112;1100;1996 4th quarter;3.3;;;3.7;;;
2113;1100;1996;2.0;;;3.8;;1.8;2802.0
2114;1100;1997 January;-1.3;;;9.4;;;
2115;1100;1997 February;-4.5;;;-3.0;;;
2116;1100;1997 March;1.7;;;-6.9;;;
2117;1100;1997 1st quarter;-1.3;;;-0.4;;;
2118;1100;1997 April;7.9;;;-2.1;;;
2119;1100;1997 May;8.1;;;6.1;;;
2120;1100;1997 June;-0.8;;;-1.6;;;
2121;1100;1997 2nd quarter;5.0;;;0.9;;;
2122;1100;1997 July;3.1;;;5.9;;;
2123;1100;1997 August;-4.4;;;6.2;;;
2124;1100;1997 September;4.4;;;16.0;;;
2125;1100;1997 3rd quarter;0.7;;;9.0;;;
2126;1100;1997 October;4.2;;;13.2;;;
2127;1100;1997 November;-7.8;;;3.1;;;
2128;1100;1997 December;1.6;;;5.7;;;
2129;1100;1997 4th quarter;-0.7;;;7.2;;;
2130;1100;1997;0.9;;;4.0;;1.7;2913.0
2131;1100;1998 January;11.6;;;4.3;;;
2132;1100;1998 February;4.1;;;3.1;;;
2133;1100;1998 March;-1.6;;;4.9;;;
2134;1100;1998 1st quarter;4.6;;;4.1;;;
2135;1100;1998 April;6.7;;;14.3;;;
2136;1100;1998 May;-5.5;;;0.7;;;
2137;1100;1998 June;4.0;;;9.1;;;
2138;1100;1998 2nd quarter;1.4;;;7.7;;;
2139;1100;1998 July;0.4;;;13.3;;;
2140;1100;1998 August;-6.1;;;0.8;;;
2141;1100;1998 September;-1.4;;;4.1;;;
2142;1100;1998 3rd quarter;-2.4;;;6.1;;;
2143;1100;1998 October;3.9;;;8.0;;;
2144;1100;1998 November;-2.6;;;4.7;;;
2145;1100;1998 December;2.3;;;16.9;;;
2146;1100;1998 4th quarter;1.3;;;10.1;;;
2147;1100;1998;1.2;;;7.0;;1.7;3118.0
2148;1100;1999 January;-7.3;;;4.1;;;
2149;1100;1999 February;-3.3;;;7.8;;;
2150;1100;1999 March;2.0;;;13.7;;;
2151;1100;1999 1st quarter;-3.0;;;8.5;;;
2152;1100;1999 April;6.3;;;13.2;;;
2153;1100;1999 May;-1.8;;;3.6;;;
2154;1100;1999 June;4.0;;;8.7;;;
2155;1100;1999 2nd quarter;2.8;;;8.5;;;
2156;1100;1999 July;11.1;;;8.0;;;
2157;1100;1999 August;-0.4;;;0.8;;;
2158;1100;1999 September;6.1;;;4.4;;;
2159;1100;1999 3rd quarter;5.6;;;4.5;;;
2160;1100;1999 October;-5.7;;;-4.1;;;
2161;1100;1999 November;5.9;;;3.7;;;
2162;1100;1999 December;9.5;;;3.9;;;
2163;1100;1999 4th quarter;3.1;;;1.2;;;
2164;1100;1999;2.1;;;5.6;;1.7;3294.0
2165;1100;2000 January;-1.5;;;-9.0;;;
2166;1100;2000 February;6.7;;;-1.6;;;
2167;1100;2000 March;10.1;;;-1.4;;;
2168;1100;2000 1st quarter;5.1;;;-4.0;;;
2169;1100;2000 April;-4.0;;;-6.5;;;
2170;1100;2000 May;-0.7;;;-2.1;;;
2171;1100;2000 June;4.1;;;2.8;;;
2172;1100;2000 2nd quarter;-0.2;;;-2.0;;;
2173;1100;2000 July;-6.2;;;-7.7;;;
2174;1100;2000 August;8.7;;;10.3;;;
2175;1100;2000 September;5.9;;;6.8;;;
2176;1100;2000 3rd quarter;2.4;;;2.5;;;
2177;1100;2000 October;-1.8;;;0.8;;;
2178;1100;2000 November;6.5;;;8.7;;;
2179;1100;2000 December;3.7;;;4.1;;;
2180;1100;2000 4th quarter;2.8;;;4.5;;;
2181;1100;2000;2.4;;;0.2;;1.6;3299.0
2182;1100;2001 January;7.5;;;10.3;;;
2183;1100;2001 February;3.6;;;7.3;;;
2184;1100;2001 March;6.3;;;15.7;;;
2185;1100;2001 1st quarter;5.8;;;11.3;;;
2186;1100;2001 April;-0.4;;;9.7;;;
2187;1100;2001 May;4.8;;;17.3;;;
2188;1100;2001 June;5.0;;;16.9;;;
2189;1100;2001 2nd quarter;3.2;;;14.6;;;
2190;1100;2001 July;0.0;;;10.3;;;
2191;1100;2001 August;4.9;;;11.9;;;
2192;1100;2001 September;-7.6;;;6.3;;;
2193;1100;2001 3rd quarter;-0.9;;;9.6;;;
2194;1100;2001 October;1.9;;;16.2;;;
2195;1100;2001 November;3.7;;;11.3;;;
2196;1100;2001 December;-5.2;;;4.6;;;
2197;1100;2001 4th quarter;-0.2;;;10.2;;;
2198;1100;2001;1.9;;;11.5;;1.7;3678.0
2199;1100;2002 January;5.7;;;18.7;;;
2200;1100;2002 February;4.2;;;16.3;;;
2201;1100;2002 March;8.4;;;15.1;;;
2202;1100;2002 1st quarter;6.2;;;16.6;;;
2203;1100;2002 April;-1.3;;;4.4;;;
2204;1100;2002 May;7.4;;;8.7;;;
2205;1100;2002 June;-6.1;;;-4.3;;;
2206;1100;2002 2nd quarter;-0.2;;;2.8;;;
2207;1100;2002 July;2.7;;;7.2;;;
2208;1100;2002 August;2.6;;;7.0;;;
2209;1100;2002 September;-3.4;;;2.6;;;
2210;1100;2002 3rd quarter;0.8;;;5.7;;;
2211;1100;2002 October;0.0;;;0.0;;;
2212;1100;2002 November;-2.3;;;-2.3;;;
2213;1100;2002 December;-4.1;;;-2.6;;;
2214;1100;2002 4th quarter;-2.2;;;-1.7;;;
2215;1100;2002;1.1;;;5.6;;1.7;3884.0
2216;1100;2003 January;6.1;;;-3.3;;;
2217;1100;2003 February;4.5;;;-3.6;;;
2218;1100;2003 March;-3.2;;;-5.8;;;
2219;1100;2003 1st quarter;2.2;;;-4.3;;;
2220;1100;2003 April;-2.5;;;-0.3;;;
2221;1100;2003 May;2.3;;;1.4;;;
2222;1100;2003 June;-5.3;;;-2.1;;;
2223;1100;2003 2nd quarter;-1.8;;;-0.3;;;
2224;1100;2003 July;1.6;;;4.2;;;
2225;1100;2003 August;-6.1;;;0.6;;;
2226;1100;2003 September;0.4;;;9.1;;;
2227;1100;2003 3rd quarter;-1.5;;;4.4;;;
2228;1100;2003 October;-0.7;;;3.6;;;
2229;1100;2003 November;-8.9;;;-1.7;;;
2230;1100;2003 December;0.9;;;2.4;;;
2231;1100;2003 4th quarter;-2.8;;;1.5;;;
2232;1100;2003;-1.0;;;0.2;;1.7;3891.0
2233;1100;2004 January;1.4;;;5.3;;;
2234;1100;2004 February;0.6;;;3.7;;;
2235;1100;2004 March;4.9;;;1.1;;;
2236;1100;2004 1st quarter;2.4;;;3.3;;;
2237;1100;2004 April;7.4;;;4.0;;;
2238;1100;2004 May;-4.7;;;-4.6;;;
2239;1100;2004 June;8.0;;;8.0;;;
2240;1100;2004 2nd quarter;3.2;;;2.2;;;
2241;1100;2004 July;9.6;;;6.8;;;
2242;1100;2004 August;-1.3;;;-8.7;;;
2243;1100;2004 September;7.0;;;-5.3;;;
2244;1100;2004 3rd quarter;5.1;;;-2.3;;;
2245;1100;2004 October;3.9;;;-5.4;;;
2246;1100;2004 November;7.3;;;-4.8;;;
2247;1100;2004 December;9.5;;;5.8;;;
2248;1100;2004 4th quarter;7.0;;;-1.2;;;
2249;1100;2004;4.3;;;0.5;;1.6;3912.0
2250;1100;2005 January;-1.7;;;-9.8;;;
2251;1100;2005 February;3.8;;;0.3;;;
2252;1100;2005 March;6.1;;;6.0;;;
2253;1100;2005 1st quarter;2.8;;;-1.0;;;
2254;1100;2005 April;-1.9;;;-6.1;;;
2255;1100;2005 May;-2.1;;;-5.7;;;
2256;1100;2005 June;5.0;;;0.0;;;
2257;1100;2005 2nd quarter;0.4;;;-3.9;;;
2258;1100;2005 July;-0.6;;;-6.4;;;
2259;1100;2005 August;2.7;;;2.0;;;
2260;1100;2005 September;5.7;;;1.1;;;
2261;1100;2005 3rd quarter;2.4;;;-1.4;;;
2262;1100;2005 October;-2.0;;;0.0;;;
2263;1100;2005 November;-2.7;;;3.9;;;
2264;1100;2005 December;-2.5;;;1.9;;;
2265;1100;2005 4th quarter;-2.4;;;1.9;;;
2266;1100;2005;0.8;;;-1.2;;1.6;3891.0
2267;1100;2006 January;0.6;;;7.9;;;
2268;1100;2006 February;1.9;;;5.2;;;
2269;1100;2006 March;5.9;;;6.7;;;
2270;1100;2006 1st quarter;3.0;;;6.6;;;
2271;1100;2006 April;1.3;;;4.7;;;
2272;1100;2006 May;9.8;;;14.2;;;
2273;1100;2006 June;6.3;;;13.8;;;
2274;1100;2006 2nd quarter;5.9;;;11.0;;;
2275;1100;2006 July;-1.5;;;9.3;;;
2276;1100;2006 August;2.7;;;18.3;;;
2277;1100;2006 September;-0.7;;;17.8;;;
2278;1100;2006 3rd quarter;0.1;;;14.9;;;
2279;1100;2006 October;1.0;;;12.2;;;
2280;1100;2006 November;-2.1;;;7.2;;;
2281;1100;2006 December;-6.9;;;1.9;;;
2282;1100;2006 4th quarter;-2.9;;;6.7;;;
2283;1100;2006;1.6;;;9.7;;1.6;4242.0
2284;1100;2007 January;1.4;;;9.2;;;
2285;1100;2007 February;0.6;;;6.8;;;
2286;1100;2007 March;3.8;;;8.3;;;
2287;1100;2007 1st quarter;2.1;;;8.1;;;
2288;1100;2007 April;0.3;;;5.1;;;
2289;1100;2007 May;3.7;;;6.6;;;
2290;1100;2007 June;1.8;;;3.3;;;
2291;1100;2007 2nd quarter;2.0;;;5.0;;;
2292;1100;2007 July;-4.5;;;-1.7;;;
2293;1100;2007 August;7.5;;;3.7;;;
2294;1100;2007 September;0.0;;;-3.3;;;
2295;1100;2007 3rd quarter;0.9;;;-0.4;;;
2296;1100;2007 October;7.8;;;6.9;;;
2297;1100;2007 November;6.6;;;7.4;;;
2298;1100;2007 December;2.8;;;4.0;;;
2299;1100;2007 4th quarter;5.6;;;6.0;;;
2300;1100;2007;2.6;;;4.7;;1.6;4440.0
2301;1100;2008 January;3.8;;;3.6;;;
2302;1100;2008 February;11.9;;;11.6;;;
2303;1100;2008 March;-1.9;;;-0.2;;;
2304;1100;2008 1st quarter;4.0;;;4.5;;;
2305;1100;2008 April;3.2;;;4.8;;;
2306;1100;2008 May;5.3;;;10.4;;;
2307;1100;2008 June;-8.3;;;-3.9;;;
2308;1100;2008 2nd quarter;-0.2;;;3.7;;;
2309;1100;2008 July;2.6;;;9.5;;;
2310;1100;2008 August;-5.2;;;2.4;;;
2311;1100;2008 September;-5.0;;;2.1;;;
2312;1100;2008 3rd quarter;-2.5;;;4.7;;;
2313;1100;2008 October;1.1;;;11.0;;;
2314;1100;2008 November;-6.1;;;0.6;;;
2315;1100;2008 December;0.0;;;7.4;;;
2316;1100;2008 4th quarter;-1.5;;;6.5;;;
2317;1100;2008;0.1;;;4.8;;1.7;4654.0
2318;1100;2009 January;2.7;;;6.8;;;
2319;1100;2009 February;-8.6;;;-3.1;;;
2320;1100;2009 March;-6.8;;;-2.5;;;
2321;1100;2009 1st quarter;-4.5;;;0.2;;;
2322;1100;2009 April;1.4;;;3.0;;;
2323;1100;2009 May;-8.3;;;-8.3;;;
2324;1100;2009 June;-0.3;;;0.3;;;
2325;1100;2009 2nd quarter;-2.7;;;-2.1;;;
2326;1100;2009 July;4.8;;;1.0;;;
2327;1100;2009 August;-2.4;;;-5.8;;;
2328;1100;2009 September;1.9;;;-3.6;;;
2329;1100;2009 3rd quarter;1.4;;;-2.7;;;
2330;1100;2009 October;0.5;;;-2.8;;;
2331;1100;2009 November;-1.2;;;-2.4;;;
2332;1100;2009 December;2.3;;;0.5;;;
2333;1100;2009 4th quarter;0.6;;;-1.5;;;
2334;1100;2009;-1.5;;;-1.5;;1.7;4584.0
2335;1100;2010 January;-3.9;;;-4.6;;;
2336;1100;2010 February;-2.3;;;-2.9;;;
2337;1100;2010 March;2.2;;;3.7;;;
2338;1100;2010 1st quarter;-1.2;;;-1.1;;;
2339;1100;2010 April;1.3;;;5.8;;;
2340;1100;2010 May;-0.3;;;3.4;;;
2341;1100;2010 June;5.1;;;9.6;;;
2342;1100;2010 2nd quarter;2.0;;;6.3;;;
2343;1100;2010 July;-0.3;;;9.1;;;
2344;1100;2010 August;-3.9;;;7.0;;;
2345;1100;2010 September;0.9;;;14.0;;;
2346;1100;2010 3rd quarter;-1.1;;;9.9;;;
2347;1100;2010 October;-2.1;;;8.9;;;
2348;1100;2010 November;3.8;;;14.3;;;
2349;1100;2010 December;1.8;;;11.1;;;
2350;1100;2010 4th quarter;1.0;;;11.3;;;
2351;1100;2010;0.2;;;6.4;;1.8;4878.0
2352;1100;2011 January;-1.7;;;5.3;;;
2353;1100;2011 February;1.7;;;9.6;;;
2354;1100;2011 March;-1.8;;;5.1;;;
2355;1100;2011 1st quarter;-0.7;;;6.6;;;
2356;1100;2011 April;0.7;;;6.2;;;
2357;1100;2011 May;-4.3;;;1.2;;;
2358;1100;2011 June;-4.8;;;-2.5;;;
2359;1100;2011 2nd quarter;-2.9;;;1.5;;;
2360;1100;2011 July;-6.0;;;-5.2;;;
2361;1100;2011 August;2.5;;;0.3;;;
2362;1100;2011 September;1.2;;;-1.6;;;
2363;1100;2011 3rd quarter;-1.1;;;-2.3;;;
2364;1100;2011 October;-1.8;;;-6.5;;;
2365;1100;2011 November;0.9;;;-3.5;;;
2366;1100;2011 December;-3.7;;;-7.2;;;
2367;1100;2011 4th quarter;-1.7;;;-5.9;;;
2368;1100;2011;-1.6;;;-0.1;;1.7;4874.0
2369;1100;2012 January;4.5;;;-1.5;;;
2370;1100;2012 February;5.5;;;0.8;;;
2371;1100;2012 March;8.3;;;3.2;;;
2372;1100;2012 1st quarter;6.2;;;0.9;;;
2373;1100;2012 April;-5.8;;;-9.3;;;
2374;1100;2012 May;8.1;;;4.0;;;
2375;1100;2012 June;9.3;;;8.5;;;
2376;1100;2012 2nd quarter;3.9;;;1.0;;;
2377;1100;2012 July;6.6;;;6.3;;;
2378;1100;2012 August;11.3;;;12.0;;;
2379;1100;2012 September;4.5;;;8.6;;;
2380;1100;2012 3rd quarter;7.5;;;8.9;;;
2381;1100;2012 October;4.3;;;12.1;;;
2382;1100;2012 November;4.7;;;11.3;;;
2383;1100;2012 December;-2.6;;;6.0;;;
2384;1100;2012 4th quarter;2.0;;;9.6;;;
2385;1100;2012;4.9;;;4.9;;1.8;5115.0
2386;1100;2013 January;;;;;;;
2387;1100;2013 February;;;;;;;
2388;1100;2013 March;;;;;;;
2389;1100;2013 1st quarter;;;;;;;
2390;1100;2013 April;;;;;;;
2391;1100;2013 May;;;;;;;
2392;1100;2013 June;;;;;;;
2393;1100;2013 2nd quarter;;;;;;;
2394;1100;2013 July;;;;;;;
2395;1100;2013 August;;;;;;;
2396;1100;2013 September;;;;;;;
2397;1100;2013 3rd quarter;;;;;;;
2398;1100;2013 October;;;;;;;
2399;1100;2013 November;;;;;;;
2400;1100;2013 December;;;;;;;
2401;1100;2013 4th quarter;;;;;;;
2402;1100;2013;;;;;;;
2403;1100;2014 January;;;;;;;
2404;1100;2014 February;;;;;;;
2405;1100;2014 March;;;;;;;
2406;1100;2014 1st quarter;-1.1;;;-2.4;;;
2407;1100;2014 April;;;;;;;
2408;1100;2014 May;;;;;;;
2409;1100;2014 June;;;;;;;
2410;1100;2014 2nd quarter;3.7;;;-0.8;;;
2411;1100;2014 July;;;;;;;
2412;1100;2014 August;;;;;;;
2413;1100;2014 September;;;;;;;
2414;1100;2014 3rd quarter;;;;;;;
2415;1100;2014 October;;;;;;;
2416;1100;2014 November;;;;;;;
2417;1100;2014 December;;;;;;;
2418;1100;2014 4th quarter;;;;;;;
2419;1100;2014;;;;;;;
2420;1100;2015 January;;;;;;;
2421;1100;2015 February;;;;;;;
2422;1100;2015 March;;;;;;;
2423;1100;2015 1st quarter;;;;;;;
2424;1100;2015 April;;;;;;;
2425;1100;2015 May;;;;;;;
2426;1100;2015 June;;;;;;;
2427;1100;2015 2nd quarter;;;;;;;
2428;1100;2015 July;;;;;;;
2429;1100;2015 August;;;;;;;
2430;1100;2015 September;;;;;;;
2431;1100;2015 3rd quarter;;;;;;;
2432;1100;2015 October;;;;;;;
2433;1100;2015 November;;;;;;;
2434;1100;2015 December;;;;;;;
2435;1100;2015 4th quarter;;;;;;;
2436;1100;2015;;;;;;;
2437;1100;2016 January;;;;;;;
2438;1100;2016 February;;;;;;;
2439;1100;2016 March;;;;;;;
2440;1100;2016 1st quarter;;;;;;;
2441;1100;2016 April;;;;;;;
2442;1100;2016 May;;;;;;;
2443;1100;2016 June;;;;;;;
2444;1100;2016 2nd quarter;;;;;;;
2445;1100;2016 July;;;;;;;
2446;1100;2016 August;;;;;;;
2447;1100;2016 September;;;;;;;
2448;1100;2016 3rd quarter;;;;;;;
2449;1100;2016 October;;;;;;;
2450;1100;2016 November;;;;;;;
2451;1100;2016 December;;;;;;;
2452;1100;2016 4th quarter;;;;;;;
2453;1100;2016;;;;;;;
2454;1100;2017 January;;;;;;;
2455;1100;2017 February;;;;;;;
2456;1100;2017 March;;;;;;;
2457;1100;2017 1st quarter;;;;;;;
2458;1100;2017 April;;;;;;;
2459;1100;2017 May;;;;;;;
2460;1100;2017 June;;;;;;;
2461;1100;2017 2nd quarter;;;;;;;
2462;1100;2017 July;;;;;;;
2463;1100;2017 August;;;;;;;
2464;1100;2017 September;;;;;;;
2465;1100;2017 3rd quarter;;;;;;;
2466;1100;2017 October;;;;;;;
2467;1100;2017 November;;;;;;;
2468;1100;2017 December;;;;;;;
2469;1100;2017 4th quarter;;;;;;;
2470;1100;2017;;;;;;;
2471;1100;2018 January;;;;;;;
2472;1100;2018 February;;;;;;;
2473;1100;2018 March;;;;;;;
2474;1100;2018 1st quarter;;;;;;;
2475;1100;2018 April;;;;;;;
2476;1100;2018 May;;;;;;;
2477;1100;2018 June;;;;;;;
2478;1100;2018 2nd quarter;;;;;;;
2479;1100;2018 July;;;;;;;
2480;1100;2018 August;;;;;;;
2481;1100;2018 September;;;;;;;
2482;1100;2018 3rd quarter;;;;;;;
2483;1100;2018 October;;;;;;;
2484;1100;2018 November;;;;;;;
2485;1100;2018 December;;;;;;;
2486;1100;2018 4th quarter;;;;;;;
2487;1100;2018;;;;;;;
2488;1100;2019 January;;;;;;;
2489;1100;2019 February;;;;;;;
2490;1100;2019 March;;;;;;;
2491;1100;2019 1st quarter;;;;;;;
2492;1100;2019 April;;;;;;;
2493;1100;2019 May;;;;;;;
2494;1100;2019 June;;;;;;;
2495;1100;2019 2nd quarter;;;;;;;
2496;1200;1995 January;;;;;;;
2497;1200;1995 February;;;;;;;
2498;1200;1995 March;;;;;;;
2499;1200;1995 1st quarter;;;;;;;
2500;1200;1995 April;;;;;;;
2501;1200;1995 May;;;;;;;
2502;1200;1995 June;;;;;;;
2503;1200;1995 2nd quarter;;;;;;;
2504;1200;1995 July;;;;;;;
2505;1200;1995 August;;;;;;;
2506;1200;1995 September;;;;;;;
2507;1200;1995 3rd quarter;;;;;;;
2508;1200;1995 October;;;;;;;
2509;1200;1995 November;;;;;;;
2510;1200;1995 December;;;;;;;
2511;1200;1995 4th quarter;;;;;;;
2512;1200;1995;;;;;;2.8;4190.0
2513;1200;1996 January;4.8;;;3.9;;;
2514;1200;1996 February;6.8;;;5.7;;;
2515;1200;1996 March;0.3;;;0.3;;;
2516;1200;1996 1st quarter;3.8;;;3.2;;;
2517;1200;1996 April;0.6;;;0.0;;;
2518;1200;1996 May;6.6;;;7.2;;;
2519;1200;1996 June;-4.2;;;-4.1;;;
2520;1200;1996 2nd quarter;1.0;;;0.9;;;
2521;1200;1996 July;3.3;;;3.9;;;
2522;1200;1996 August;5.5;;;6.9;;;
2523;1200;1996 September;-8.1;;;-6.4;;;
2524;1200;1996 3rd quarter;0.1;;;1.4;;;
2525;1200;1996 October;8.3;;;10.4;;;
2526;1200;1996 November;1.7;;;3.7;;;
2527;1200;1996 December;-4.1;;;-2.4;;;
2528;1200;1996 4th quarter;1.5;;;3.5;;;
2529;1200;1996;1.6;;;2.2;;2.7;4284.0
2530;1200;1997 January;3.7;;;6.1;;;
2531;1200;1997 February;-5.7;;;-5.4;;;
2532;1200;1997 March;-2.3;;;-2.0;;;
2533;1200;1997 1st quarter;-1.4;;;-0.4;;;
2534;1200;1997 April;1.4;;;2.3;;;
2535;1200;1997 May;2.4;;;6.1;;;
2536;1200;1997 June;-2.9;;;0.9;;;
2537;1200;1997 2nd quarter;0.4;;;3.2;;;
2538;1200;1997 July;2.9;;;5.8;;;
2539;1200;1997 August;-4.9;;;-1.9;;;
2540;1200;1997 September;1.8;;;4.8;;;
2541;1200;1997 3rd quarter;-0.2;;;2.8;;;
2542;1200;1997 October;3.0;;;5.9;;;
2543;1200;1997 November;-4.7;;;-0.8;;;
2544;1200;1997 December;0.3;;;4.3;;;
2545;1200;1997 4th quarter;-0.4;;;3.2;;;
2546;1200;1997;-0.4;;;2.2;;2.6;4379.0
2547;1200;1998 January;7.8;;;10.6;;;
2548;1200;1998 February;2.2;;;5.7;;;
2549;1200;1998 March;-1.7;;;2.3;;;
2550;1200;1998 1st quarter;2.9;;;6.3;;;
2551;1200;1998 April;1.7;;;5.4;;;
2552;1200;1998 May;-5.3;;;-4.8;;;
2553;1200;1998 June;2.0;;;1.7;;;
2554;1200;1998 2nd quarter;-0.7;;;0.5;;;
2555;1200;1998 July;-1.4;;;-0.3;;;
2556;1200;1998 August;-6.9;;;-6.3;;;
2557;1200;1998 September;-0.3;;;0.3;;;
2558;1200;1998 3rd quarter;-2.9;;;-2.1;;;
2559;1200;1998 October;0.5;;;0.8;;;
2560;1200;1998 November;-2.8;;;-4.4;;;
2561;1200;1998 December;3.4;;;2.4;;;
2562;1200;1998 4th quarter;0.5;;;-0.3;;;
2563;1200;1998;-0.1;;;1.0;;2.4;4424.0
2564;1200;1999 January;-9.6;;;-9.9;;;
2565;1200;1999 February;-2.1;;;-2.7;;;
2566;1200;1999 March;1.7;;;0.8;;;
2567;1200;1999 1st quarter;-3.7;;;-4.2;;;
2568;1200;1999 April;2.4;;;1.1;;;
2569;1200;1999 May;-2.6;;;-4.0;;;
2570;1200;1999 June;2.2;;;1.4;;;
2571;1200;1999 2nd quarter;0.6;;;-0.5;;;
2572;1200;1999 July;2.7;;;2.5;;;
2573;1200;1999 August;-2.6;;;-2.9;;;
2574;1200;1999 September;1.7;;;1.1;;;
2575;1200;1999 3rd quarter;0.7;;;0.3;;;
2576;1200;1999 October;-4.8;;;-4.5;;;
2577;1200;1999 November;2.6;;;3.7;;;
2578;1200;1999 December;5.4;;;6.1;;;
2579;1200;1999 4th quarter;1.1;;;1.8;;;
2580;1200;1999;-0.3;;;-0.6;;2.3;4396.0
2581;1200;2000 January;-4.6;;;-2.7;;;
2582;1200;2000 February;5.0;;;6.5;;;
2583;1200;2000 March;7.6;;;8.4;;;
2584;1200;2000 1st quarter;2.5;;;3.9;;;
2585;1200;2000 April;-2.9;;;-1.6;;;
2586;1200;2000 May;0.3;;;1.7;;;
2587;1200;2000 June;3.9;;;5.8;;;
2588;1200;2000 2nd quarter;0.4;;;1.9;;;
2589;1200;2000 July;-6.7;;;-5.4;;;
2590;1200;2000 August;10.0;;;11.5;;;
2591;1200;2000 September;3.1;;;5.4;;;
2592;1200;2000 3rd quarter;1.8;;;3.5;;;
2593;1200;2000 October;-2.4;;;0.0;;;
2594;1200;2000 November;3.9;;;8.0;;;
2595;1200;2000 December;-0.2;;;3.5;;;
2596;1200;2000 4th quarter;0.3;;;3.8;;;
2597;1200;2000;1.2;;;3.3;;2.2;4540.0
2598;1200;2001 January;4.2;;;7.9;;;
2599;1200;2001 February;-1.4;;;4.1;;;
2600;1200;2001 March;1.5;;;9.0;;;
2601;1200;2001 1st quarter;1.5;;;7.1;;;
2602;1200;2001 April;-11.4;;;-0.5;;;
2603;1200;2001 May;-4.5;;;7.0;;;
2604;1200;2001 June;-4.4;;;6.5;;;
2605;1200;2001 2nd quarter;-6.8;;;4.4;;;
2606;1200;2001 July;-5.1;;;4.8;;;
2607;1200;2001 August;-1.4;;;9.0;;;
2608;1200;2001 September;-7.0;;;2.1;;;
2609;1200;2001 3rd quarter;-4.5;;;5.3;;;
2610;1200;2001 October;2.1;;;11.4;;;
2611;1200;2001 November;3.7;;;10.7;;;
2612;1200;2001 December;-2.8;;;3.2;;;
2613;1200;2001 4th quarter;0.7;;;8.1;;;
2614;1200;2001;-2.2;;;6.3;;2.2;4824.0
2615;1200;2002 January;4.2;;;9.1;;;
2616;1200;2002 February;-1.1;;;3.4;;;
2617;1200;2002 March;3.0;;;4.5;;;
2618;1200;2002 1st quarter;2.2;;;5.7;;;
2619;1200;2002 April;4.1;;;3.0;;;
2620;1200;2002 May;2.1;;;0.8;;;
2621;1200;2002 June;-2.0;;;-3.2;;;
2622;1200;2002 2nd quarter;1.3;;;0.1;;;
2623;1200;2002 July;4.9;;;4.9;;;
2624;1200;2002 August;3.0;;;2.0;;;
2625;1200;2002 September;0.0;;;0.3;;;
2626;1200;2002 3rd quarter;2.6;;;2.3;;;
2627;1200;2002 October;5.8;;;4.8;;;
2628;1200;2002 November;-0.2;;;0.0;;;
2629;1200;2002 December;-3.1;;;-2.3;;;
2630;1200;2002 4th quarter;0.6;;;0.7;;;
2631;1200;2002;1.6;;;2.1;;2.1;4927.0
2632;1200;2003 January;8.0;;;7.2;;;
2633;1200;2003 February;3.5;;;2.2;;;
2634;1200;2003 March;-3.8;;;-3.6;;;
2635;1200;2003 1st quarter;2.4;;;1.8;;;
2636;1200;2003 April;2.6;;;3.7;;;
2637;1200;2003 May;1.8;;;3.0;;;
2638;1200;2003 June;-2.5;;;-0.8;;;
2639;1200;2003 2nd quarter;0.6;;;2.0;;;
2640;1200;2003 July;1.3;;;3.1;;;
2641;1200;2003 August;-4.1;;;-1.7;;;
2642;1200;2003 September;0.3;;;1.3;;;
2643;1200;2003 3rd quarter;-0.9;;;0.8;;;
2644;1200;2003 October;3.4;;;4.8;;;
2645;1200;2003 November;-4.0;;;-3.0;;;
2646;1200;2003 December;0.4;;;1.7;;;
2647;1200;2003 4th quarter;0.0;;;1.2;;;
2648;1200;2003;0.5;;;1.4;;2.1;4998.0
2649;1200;2004 January;1.1;;;3.6;;;
2650;1200;2004 February;0.5;;;2.6;;;
2651;1200;2004 March;3.0;;;4.2;;;
2652;1200;2004 1st quarter;1.6;;;3.5;;;
2653;1200;2004 April;8.1;;;7.7;;;
2654;1200;2004 May;-2.7;;;-2.7;;;
2655;1200;2004 June;7.5;;;6.6;;;
2656;1200;2004 2nd quarter;4.2;;;3.8;;;
2657;1200;2004 July;8.3;;;8.0;;;
2658;1200;2004 August;-2.3;;;-3.2;;;
2659;1200;2004 September;7.8;;;7.2;;;
2660;1200;2004 3rd quarter;4.6;;;4.0;;;
2661;1200;2004 October;0.7;;;0.6;;;
2662;1200;2004 November;1.9;;;2.6;;;
2663;1200;2004 December;13.9;;;13.7;;;
2664;1200;2004 4th quarter;5.7;;;5.9;;;
2665;1200;2004;4.0;;;4.3;;2.2;5214.0
2666;1200;2005 January;-7.3;;;-6.9;;;
2667;1200;2005 February;0.8;;;0.0;;;
2668;1200;2005 March;7.8;;;8.1;;;
2669;1200;2005 1st quarter;0.3;;;0.3;;;
2670;1200;2005 April;-3.5;;;-2.8;;;
2671;1200;2005 May;-1.0;;;0.3;;;
2672;1200;2005 June;3.3;;;5.0;;;
2673;1200;2005 2nd quarter;-0.4;;;0.8;;;
2674;1200;2005 July;-4.4;;;-3.7;;;
2675;1200;2005 August;2.3;;;4.1;;;
