ID;GoodsAndServices;Periods;VolumeChanges_1;VolumeChangesShoppingdayAdjusted_2;Indices2000100_3;ValueChanges_4;ValueIndices_5;ShareInDomesticConsOfHouseholds_6;AbsoluteValueInEuroS_7
4222;1600;1998 3rd quarter;3.3;;;5.6;;;
4223;1600;1998 October;5.4;;;7.2;;;
4224;1600;1998 November;1.3;;;1.9;;;
4225;1600;1998 December;7.4;;;8.9;;;
4226;1600;1998 4th quarter;4.9;;;6.1;;;
4227;1600;1998;5.3;;;8.0;;2.2;3949.0
4228;1600;1999 January;-5.8;;;-3.8;;;
4229;1600;1999 February;4.8;;;6.8;;;
4230;1600;1999 March;2.9;;;5.8;;;
4231;1600;1999 1st quarter;0.3;;;2.6;;;
4232;1600;1999 April;3.5;;;6.3;;;
4233;1600;1999 May;-1.7;;;1.1;;;
4234;1600;1999 June;1.2;;;5.2;;;
4235;1600;1999 2nd quarter;0.9;;;4.1;;;
4236;1600;1999 July;0.6;;;4.8;;;
4237;1600;1999 August;-2.0;;;2.7;;;
4238;1600;1999 September;5.8;;;10.2;;;
4239;1600;1999 3rd quarter;1.5;;;5.9;;;
4240;1600;1999 October;-3.3;;;0.3;;;
4241;1600;1999 November;4.4;;;8.5;;;
4242;1600;1999 December;4.4;;;7.1;;;
4243;1600;1999 4th quarter;1.8;;;5.2;;;
4244;1600;1999;1.1;;;4.5;;2.1;4126.0
4245;1600;2000 January;-2.1;;;-0.6;;;
4246;1600;2000 February;6.9;;;8.0;;;
4247;1600;2000 March;10.9;;;10.3;;;
4248;1600;2000 1st quarter;5.2;;;5.8;;;
4249;1600;2000 April;-0.9;;;-0.9;;;
4250;1600;2000 May;1.1;;;0.8;;;
4251;1600;2000 June;8.0;;;7.9;;;
4252;1600;2000 2nd quarter;2.7;;;2.6;;;
4253;1600;2000 July;-5.2;;;-5.1;;;
4254;1600;2000 August;11.4;;;11.4;;;
4255;1600;2000 September;7.0;;;8.1;;;
4256;1600;2000 3rd quarter;4.1;;;4.5;;;
4257;1600;2000 October;-3.1;;;-0.8;;;
4258;1600;2000 November;2.9;;;6.4;;;
4259;1600;2000 December;0.0;;;4.9;;;
4260;1600;2000 4th quarter;-0.1;;;3.5;;;
4261;1600;2000;2.9;;;4.1;;2.1;4294.0
4262;1600;2001 January;7.3;;;10.3;;;
4263;1600;2001 February;-0.6;;;3.8;;;
4264;1600;2001 March;5.1;;;10.1;;;
4265;1600;2001 1st quarter;3.9;;;8.1;;;
4266;1600;2001 April;-3.6;;;2.1;;;
4267;1600;2001 May;3.8;;;10.0;;;
4268;1600;2001 June;1.4;;;7.0;;;
4269;1600;2001 2nd quarter;0.7;;;6.5;;;
4270;1600;2001 July;-0.6;;;5.7;;;
4271;1600;2001 August;2.9;;;9.9;;;
4272;1600;2001 September;-2.4;;;3.2;;;
4273;1600;2001 3rd quarter;-0.1;;;6.2;;;
4274;1600;2001 October;3.7;;;9.0;;;
4275;1600;2001 November;3.6;;;8.5;;;
4276;1600;2001 December;-1.2;;;3.5;;;
4277;1600;2001 4th quarter;1.9;;;6.8;;;
4278;1600;2001;1.6;;;6.9;;2.1;4590.0
4279;1600;2002 January;3.7;;;8.5;;;
4280;1600;2002 February;2.2;;;7.7;;;
4281;1600;2002 March;-3.7;;;1.0;;;
4282;1600;2002 1st quarter;0.6;;;5.6;;;
4283;1600;2002 April;1.8;;;5.6;;;
4284;1600;2002 May;7.8;;;12.7;;;
4285;1600;2002 June;-3.3;;;0.8;;;
4286;1600;2002 2nd quarter;2.1;;;6.4;;;
4287;1600;2002 July;6.0;;;9.1;;;
4288;1600;2002 August;5.3;;;8.0;;;
4289;1600;2002 September;0.5;;;3.6;;;
4290;1600;2002 3rd quarter;3.9;;;6.8;;;
4291;1600;2002 October;3.4;;;5.4;;;
4292;1600;2002 November;0.5;;;1.8;;;
4293;1600;2002 December;-0.9;;;0.9;;;
4294;1600;2002 4th quarter;0.9;;;2.6;;;
4295;1600;2002;1.9;;;5.3;;2.1;4832.0
4296;1600;2003 January;7.7;;;9.6;;;
4297;1600;2003 February;4.0;;;4.0;;;
4298;1600;2003 March;-0.7;;;-0.7;;;
4299;1600;2003 1st quarter;3.6;;;4.2;;;
4300;1600;2003 April;0.8;;;1.7;;;
4301;1600;2003 May;1.1;;;2.5;;;
4302;1600;2003 June;-2.3;;;-1.5;;;
4303;1600;2003 2nd quarter;-0.1;;;0.9;;;
4304;1600;2003 July;0.5;;;0.5;;;
4305;1600;2003 August;-4.2;;;-3.4;;;
4306;1600;2003 September;4.3;;;4.3;;;
4307;1600;2003 3rd quarter;0.2;;;0.4;;;
4308;1600;2003 October;10.0;;;11.0;;;
4309;1600;2003 November;-0.5;;;-2.2;;;
4310;1600;2003 December;12.1;;;9.6;;;
4311;1600;2003 4th quarter;7.4;;;6.3;;;
4312;1600;2003;2.8;;;3.0;;2.1;4977.0
4313;1600;2004 January;4.4;;;5.1;;;
4314;1600;2004 February;14.2;;;13.5;;;
4315;1600;2004 March;8.6;;;8.4;;;
4316;1600;2004 1st quarter;8.9;;;8.9;;;
4317;1600;2004 April;7.4;;;5.4;;;
4318;1600;2004 May;-6.3;;;-9.0;;;
4319;1600;2004 June;4.7;;;1.8;;;
4320;1600;2004 2nd quarter;1.4;;;-1.2;;;
4321;1600;2004 July;7.8;;;4.1;;;
4322;1600;2004 August;-4.1;;;-7.9;;;
4323;1600;2004 September;0.2;;;-3.4;;;
4324;1600;2004 3rd quarter;1.3;;;-2.4;;;
4325;1600;2004 October;-2.9;;;-7.5;;;
4326;1600;2004 November;-2.0;;;-3.6;;;
4327;1600;2004 December;4.0;;;2.4;;;
4328;1600;2004 4th quarter;-0.1;;;-2.7;;;
4329;1600;2004;2.8;;;0.6;;2.1;5007.0
4330;1600;2005 January;-11.3;;;-13.9;;;
4331;1600;2005 February;1.4;;;-1.8;;;
4332;1600;2005 March;9.1;;;5.3;;;
4333;1600;2005 1st quarter;-0.4;;;-3.6;;;
4334;1600;2005 April;-2.6;;;-5.2;;;
4335;1600;2005 May;-3.2;;;-5.1;;;
4336;1600;2005 June;5.1;;;2.5;;;
4337;1600;2005 2nd quarter;-0.3;;;-2.6;;;
4338;1600;2005 July;1.0;;;-0.5;;;
4339;1600;2005 August;9.0;;;7.2;;;
4340;1600;2005 September;9.4;;;7.0;;;
4341;1600;2005 3rd quarter;6.4;;;4.5;;;
4342;1600;2005 October;1.2;;;-0.5;;;
4343;1600;2005 November;5.2;;;4.5;;;
4344;1600;2005 December;2.2;;;1.8;;;
4345;1600;2005 4th quarter;2.7;;;1.8;;;
4346;1600;2005;2.1;;;-0.1;;2.0;4867.0
4347;1600;2006 January;3.4;;;3.1;;;
4348;1600;2006 February;4.6;;;4.3;;;
4349;1600;2006 March;4.4;;;4.1;;;
4350;1600;2006 1st quarter;4.1;;;3.9;;;
4351;1600;2006 April;2.7;;;3.5;;;
4352;1600;2006 May;8.7;;;8.6;;;
4353;1600;2006 June;10.1;;;10.3;;;
4354;1600;2006 2nd quarter;7.3;;;7.6;;;
4355;1600;2006 July;-1.0;;;-0.3;;;
4356;1600;2006 August;7.7;;;8.5;;;
4357;1600;2006 September;5.3;;;6.5;;;
4358;1600;2006 3rd quarter;4.0;;;4.9;;;
4359;1600;2006 October;1.2;;;2.6;;;
4360;1600;2006 November;5.5;;;7.3;;;
4361;1600;2006 December;0.4;;;2.2;;;
4362;1600;2006 4th quarter;2.2;;;3.8;;;
4363;1600;2006;4.3;;;5.0;;2.0;5254.0
4364;1600;2007 January;3.2;;;4.7;;;
4365;1600;2007 February;0.0;;;2.2;;;
4366;1600;2007 March;3.7;;;5.6;;;
4367;1600;2007 1st quarter;2.3;;;4.2;;;
4368;1600;2007 April;-1.6;;;-0.3;;;
4369;1600;2007 May;4.9;;;5.6;;;
4370;1600;2007 June;5.1;;;6.4;;;
4371;1600;2007 2nd quarter;3.0;;;4.1;;;
4372;1600;2007 July;3.0;;;5.3;;;
4373;1600;2007 August;3.1;;;5.0;;;
4374;1600;2007 September;-1.5;;;0.0;;;
4375;1600;2007 3rd quarter;1.4;;;3.3;;;
4376;1600;2007 October;7.4;;;8.9;;;
4377;1600;2007 November;6.4;;;8.0;;;
4378;1600;2007 December;0.4;;;1.9;;;
4379;1600;2007 4th quarter;4.4;;;6.0;;;
4380;1600;2007;2.8;;;4.4;;2.0;5486.0
4381;1600;2008 January;1.9;;;3.3;;;
4382;1600;2008 February;10.1;;;12.4;;;
4383;1600;2008 March;-1.6;;;0.8;;;
4384;1600;2008 1st quarter;3.4;;;5.4;;;
4385;1600;2008 April;3.7;;;6.6;;;
4386;1600;2008 May;6.8;;;10.8;;;
4387;1600;2008 June;-7.9;;;-5.0;;;
4388;1600;2008 2nd quarter;0.5;;;3.8;;;
4389;1600;2008 July;4.0;;;7.9;;;
4390;1600;2008 August;0.0;;;3.8;;;
4391;1600;2008 September;0.2;;;4.8;;;
4392;1600;2008 3rd quarter;1.4;;;5.5;;;
4393;1600;2008 October;3.6;;;9.4;;;
4394;1600;2008 November;-4.6;;;-0.4;;;
4395;1600;2008 December;1.5;;;6.2;;;
4396;1600;2008 4th quarter;0.3;;;5.1;;;
4397;1600;2008;1.4;;;5.0;;2.1;5759.0
4398;1600;2009 January;7.0;;;11.0;;;
4399;1600;2009 February;-7.9;;;-5.1;;;
4400;1600;2009 March;-5.8;;;-3.5;;;
4401;1600;2009 1st quarter;-2.8;;;0.2;;;
4402;1600;2009 April;1.5;;;5.4;;;
4403;1600;2009 May;-7.2;;;-4.2;;;
4404;1600;2009 June;0.7;;;3.3;;;
4405;1600;2009 2nd quarter;-2.0;;;1.2;;;
4406;1600;2009 July;-0.7;;;1.5;;;
4407;1600;2009 August;-3.7;;;-1.7;;;
4408;1600;2009 September;-1.9;;;-0.6;;;
4409;1600;2009 3rd quarter;-2.1;;;-0.3;;;
4410;1600;2009 October;-1.0;;;0.2;;;
4411;1600;2009 November;-2.9;;;-1.7;;;
4412;1600;2009 December;2.5;;;3.4;;;
4413;1600;2009 4th quarter;-0.3;;;0.8;;;
4414;1600;2009;-1.8;;;0.5;;2.2;5786.0
4415;1600;2010 January;1.2;;;-0.2;;;
4416;1600;2010 February;1.0;;;1.6;;;
4417;1600;2010 March;5.9;;;5.3;;;
4418;1600;2010 1st quarter;2.7;;;2.2;;;
4419;1600;2010 April;3.8;;;2.8;;;
4420;1600;2010 May;2.5;;;1.0;;;
4421;1600;2010 June;3.4;;;1.9;;;
4422;1600;2010 2nd quarter;3.2;;;1.9;;;
4423;1600;2010 July;4.6;;;3.7;;;
4424;1600;2010 August;-0.7;;;-1.1;;;
4425;1600;2010 September;6.9;;;5.2;;;
4426;1600;2010 3rd quarter;3.7;;;2.7;;;
4427;1600;2010 October;1.4;;;0.4;;;
4428;1600;2010 November;6.2;;;5.1;;;
4429;1600;2010 December;4.1;;;3.1;;;
4430;1600;2010 4th quarter;3.8;;;2.8;;;
4431;1600;2010;3.4;;;2.4;;2.2;5925.0
4432;1600;2011 January;-3.9;;;-4.6;;;
4433;1600;2011 February;3.2;;;2.0;;;
4434;1600;2011 March;4.8;;;4.6;;;
4435;1600;2011 1st quarter;1.5;;;0.8;;;
4436;1600;2011 April;4.6;;;5.5;;;
4437;1600;2011 May;0.2;;;1.6;;;
4438;1600;2011 June;4.8;;;7.3;;;
4439;1600;2011 2nd quarter;3.1;;;4.8;;;
4440;1600;2011 July;1.7;;;3.1;;;
4441;1600;2011 August;6.5;;;8.3;;;
4442;1600;2011 September;2.8;;;5.0;;;
4443;1600;2011 3rd quarter;3.6;;;5.4;;;
4444;1600;2011 October;0.6;;;3.3;;;
4445;1600;2011 November;2.5;;;5.5;;;
4446;1600;2011 December;1.2;;;3.8;;;
4447;1600;2011 4th quarter;1.4;;;4.2;;;
4448;1600;2011;2.3;;;3.7;;2.2;6147.0
4449;1600;2012 January;4.2;;;6.3;;;
4450;1600;2012 February;4.8;;;7.5;;;
4451;1600;2012 March;1.1;;;3.5;;;
4452;1600;2012 1st quarter;3.3;;;5.7;;;
4453;1600;2012 April;-3.9;;;-2.6;;;
4454;1600;2012 May;5.1;;;5.9;;;
4455;1600;2012 June;2.9;;;3.5;;;
4456;1600;2012 2nd quarter;1.5;;;2.4;;;
4457;1600;2012 July;-3.3;;;-2.0;;;
4458;1600;2012 August;14.9;;;16.1;;;
4459;1600;2012 September;-4.6;;;-3.0;;;
4460;1600;2012 3rd quarter;2.1;;;3.5;;;
4461;1600;2012 October;-9.3;;;-8.5;;;
4462;1600;2012 November;2.0;;;3.2;;;
4463;1600;2012 December;-0.8;;;1.4;;;
4464;1600;2012 4th quarter;-2.7;;;-1.2;;;
4465;1600;2012;1.0;;;2.5;;2.2;6301.0
4466;1600;2013 January;;;;;;;
4467;1600;2013 February;;;;;;;
4468;1600;2013 March;;;;;;;
4469;1600;2013 1st quarter;;;;;;;
4470;1600;2013 April;;;;;;;
4471;1600;2013 May;;;;;;;
4472;1600;2013 June;;;;;;;
4473;1600;2013 2nd quarter;;;;;;;
4474;1600;2013 July;;;;;;;
4475;1600;2013 August;;;;;;;
4476;1600;2013 September;;;;;;;
4477;1600;2013 3rd quarter;;;;;;;
4478;1600;2013 October;;;;;;;
4479;1600;2013 November;;;;;;;
4480;1600;2013 December;;;;;;;
4481;1600;2013 4th quarter;;;;;;;
4482;1600;2013;;;;;;;
4483;1600;2014 January;;;;;;;
4484;1600;2014 February;;;;;;;
4485;1600;2014 March;;;;;;;
4486;1600;2014 1st quarter;0.0;;;-1.4;;;
4487;1600;2014 April;;;;;;;
4488;1600;2014 May;;;;;;;
4489;1600;2014 June;;;;;;;
4490;1600;2014 2nd quarter;2.8;;;1.8;;;
4491;1600;2014 July;;;;;;;
4492;1600;2014 August;;;;;;;
4493;1600;2014 September;;;;;;;
4494;1600;2014 3rd quarter;;;;;;;
4495;1600;2014 October;;;;;;;
4496;1600;2014 November;;;;;;;
4497;1600;2014 December;;;;;;;
4498;1600;2014 4th quarter;;;;;;;
4499;1600;2014;;;;;;;
4500;1600;2015 January;;;;;;;
4501;1600;2015 February;;;;;;;
4502;1600;2015 March;;;;;;;
4503;1600;2015 1st quarter;;;;;;;
4504;1600;2015 April;;;;;;;
4505;1600;2015 May;;;;;;;
4506;1600;2015 June;;;;;;;
4507;1600;2015 2nd quarter;;;;;;;
4508;1600;2015 July;;;;;;;
4509;1600;2015 August;;;;;;;
4510;1600;2015 September;;;;;;;
4511;1600;2015 3rd quarter;;;;;;;
4512;1600;2015 October;;;;;;;
4513;1600;2015 November;;;;;;;
4514;1600;2015 December;;;;;;;
4515;1600;2015 4th quarter;;;;;;;
4516;1600;2015;;;;;;;
4517;1600;2016 January;;;;;;;
4518;1600;2016 February;;;;;;;
4519;1600;2016 March;;;;;;;
4520;1600;2016 1st quarter;;;;;;;
4521;1600;2016 April;;;;;;;
4522;1600;2016 May;;;;;;;
4523;1600;2016 June;;;;;;;
4524;1600;2016 2nd quarter;;;;;;;
4525;1600;2016 July;;;;;;;
4526;1600;2016 August;;;;;;;
4527;1600;2016 September;;;;;;;
4528;1600;2016 3rd quarter;;;;;;;
4529;1600;2016 October;;;;;;;
4530;1600;2016 November;;;;;;;
4531;1600;2016 December;;;;;;;
4532;1600;2016 4th quarter;;;;;;;
4533;1600;2016;;;;;;;
4534;1600;2017 January;;;;;;;
4535;1600;2017 February;;;;;;;
4536;1600;2017 March;;;;;;;
4537;1600;2017 1st quarter;;;;;;;
4538;1600;2017 April;;;;;;;
4539;1600;2017 May;;;;;;;
4540;1600;2017 June;;;;;;;
4541;1600;2017 2nd quarter;;;;;;;
4542;1600;2017 July;;;;;;;
4543;1600;2017 August;;;;;;;
4544;1600;2017 September;;;;;;;
4545;1600;2017 3rd quarter;;;;;;;
4546;1600;2017 October;;;;;;;
4547;1600;2017 November;;;;;;;
4548;1600;2017 December;;;;;;;
4549;1600;2017 4th quarter;;;;;;;
4550;1600;2017;;;;;;;
4551;1600;2018 January;;;;;;;
4552;1600;2018 February;;;;;;;
4553;1600;2018 March;;;;;;;
4554;1600;2018 1st quarter;;;;;;;
4555;1600;2018 April;;;;;;;
4556;1600;2018 May;;;;;;;
4557;1600;2018 June;;;;;;;
4558;1600;2018 2nd quarter;;;;;;;
4559;1600;2018 July;;;;;;;
4560;1600;2018 August;;;;;;;
4561;1600;2018 September;;;;;;;
4562;1600;2018 3rd quarter;;;;;;;
4563;1600;2018 October;;;;;;;
4564;1600;2018 November;;;;;;;
4565;1600;2018 December;;;;;;;
4566;1600;2018 4th quarter;;;;;;;
4567;1600;2018;;;;;;;
4568;1600;2019 January;;;;;;;
4569;1600;2019 February;;;;;;;
4570;1600;2019 March;;;;;;;
4571;1600;2019 1st quarter;;;;;;;
4572;1600;2019 April;;;;;;;
4573;1600;2019 May;;;;;;;
4574;1600;2019 June;;;;;;;
4575;1600;2019 2nd quarter;;;;;;;
4576;2000;1995 January;;;;;;;
4577;2000;1995 February;;;;;;;
4578;2000;1995 March;;;;;;;
4579;2000;1995 1st quarter;;;;;;;
4580;2000;1995 April;;;;;;;
4581;2000;1995 May;;;;;;;
4582;2000;1995 June;;;;;;;
4583;2000;1995 2nd quarter;;;;;;;
4584;2000;1995 July;;;;;;;
4585;2000;1995 August;;;;;;;
4586;2000;1995 September;;;;;;;
4587;2000;1995 3rd quarter;;;;;;;
4588;2000;1995 October;;;;;;;
4589;2000;1995 November;;;;;;;
4590;2000;1995 December;;;;;;;
4591;2000;1995 4th quarter;;;;;;;
4592;2000;1995;;;;;;6.1;9127.0
4593;2000;1996 January;2.7;;;4.1;;;
4594;2000;1996 February;7.0;;;7.4;;;
4595;2000;1996 March;0.0;;;0.9;;;
4596;2000;1996 1st quarter;3.1;;;4.0;;;
4597;2000;1996 April;1.5;;;2.5;;;
4598;2000;1996 May;8.7;;;9.7;;;
4599;2000;1996 June;-0.6;;;0.2;;;
4600;2000;1996 2nd quarter;3.2;;;4.1;;;
4601;2000;1996 July;-0.4;;;0.4;;;
4602;2000;1996 August;5.1;;;6.3;;;
4603;2000;1996 September;-4.8;;;-3.3;;;
4604;2000;1996 3rd quarter;0.0;;;1.2;;;
4605;2000;1996 October;9.0;;;11.3;;;
4606;2000;1996 November;4.8;;;6.8;;;
4607;2000;1996 December;-2.7;;;-0.8;;;
4608;2000;1996 4th quarter;3.1;;;5.2;;;
4609;2000;1996;2.3;;;3.6;;5.9;9452.0
4610;2000;1997 January;13.2;;;15.3;;;
4611;2000;1997 February;-1.0;;;1.3;;;
4612;2000;1997 March;1.7;;;4.4;;;
4613;2000;1997 1st quarter;4.4;;;6.7;;;
4614;2000;1997 April;2.4;;;5.8;;;
4615;2000;1997 May;3.2;;;8.0;;;
4616;2000;1997 June;-4.1;;;0.7;;;
4617;2000;1997 2nd quarter;0.5;;;4.8;;;
4618;2000;1997 July;3.1;;;7.9;;;
4619;2000;1997 August;0.7;;;5.2;;;
4620;2000;1997 September;4.8;;;9.0;;;
4621;2000;1997 3rd quarter;2.8;;;7.3;;;
4622;2000;1997 October;3.3;;;7.0;;;
4623;2000;1997 November;-6.5;;;-2.6;;;
4624;2000;1997 December;1.6;;;5.9;;;
4625;2000;1997 4th quarter;-0.5;;;3.5;;;
4626;2000;1997;1.7;;;5.6;;5.9;9977.0
4627;2000;1998 January;4.2;;;8.5;;;
4628;2000;1998 February;-0.8;;;3.5;;;
4629;2000;1998 March;-4.8;;;-1.4;;;
4630;2000;1998 1st quarter;-0.5;;;3.4;;;
4631;2000;1998 April;4.7;;;7.5;;;
4632;2000;1998 May;-3.2;;;-1.0;;;
4633;2000;1998 June;2.6;;;4.3;;;
4634;2000;1998 2nd quarter;1.2;;;3.4;;;
4635;2000;1998 July;1.4;;;3.0;;;
4636;2000;1998 August;-7.3;;;-5.7;;;
4637;2000;1998 September;-1.3;;;0.7;;;
4638;2000;1998 3rd quarter;-2.5;;;-0.7;;;
4639;2000;1998 October;2.8;;;5.6;;;
4640;2000;1998 November;-1.9;;;0.5;;;
4641;2000;1998 December;3.7;;;6.3;;;
4642;2000;1998 4th quarter;1.7;;;4.3;;;
4643;2000;1998;-0.1;;;2.6;;5.7;10232.0
4644;2000;1999 January;-5.0;;;-3.0;;;
4645;2000;1999 February;3.6;;;5.1;;;
4646;2000;1999 March;5.9;;;7.2;;;
4647;2000;1999 1st quarter;1.3;;;2.9;;;
4648;2000;1999 April;1.9;;;3.6;;;
4649;2000;1999 May;-1.7;;;-0.3;;;
4650;2000;1999 June;4.0;;;5.7;;;
4651;2000;1999 2nd quarter;1.4;;;2.9;;;
4652;2000;1999 July;6.1;;;7.9;;;
4653;2000;1999 August;-1.2;;;1.3;;;
4654;2000;1999 September;5.2;;;8.3;;;
4655;2000;1999 3rd quarter;3.4;;;5.9;;;
4656;2000;1999 October;-2.2;;;-0.5;;;
4657;2000;1999 November;7.3;;;10.1;;;
4658;2000;1999 December;7.4;;;10.0;;;
4659;2000;1999 4th quarter;4.2;;;6.6;;;
4660;2000;1999;2.6;;;4.6;;5.5;10707.0
4661;2000;2000 January;-5.4;;;-2.8;;;
4662;2000;2000 February;1.6;;;3.8;;;
4663;2000;2000 March;6.4;;;9.1;;;
4664;2000;2000 1st quarter;1.0;;;3.5;;;
4665;2000;2000 April;1.1;;;3.2;;;
4666;2000;2000 May;0.2;;;2.5;;;
4667;2000;2000 June;4.9;;;8.3;;;
4668;2000;2000 2nd quarter;2.1;;;4.7;;;
4669;2000;2000 July;-10.3;;;-7.7;;;
4670;2000;2000 August;5.0;;;7.2;;;
4671;2000;2000 September;3.7;;;5.8;;;
4672;2000;2000 3rd quarter;-1.0;;;1.4;;;
4673;2000;2000 October;-4.0;;;-1.6;;;
4674;2000;2000 November;1.6;;;4.0;;;
4675;2000;2000 December;0.0;;;2.6;;;
4676;2000;2000 4th quarter;-0.7;;;1.8;;;
4677;2000;2000;0.3;;;2.8;;5.3;11005.0
4678;2000;2001 January;6.2;;;10.7;;;
4679;2000;2001 February;1.2;;;6.9;;;
4680;2000;2001 March;3.9;;;10.4;;;
4681;2000;2001 1st quarter;3.8;;;9.4;;;
4682;2000;2001 April;-4.4;;;2.0;;;
4683;2000;2001 May;3.5;;;10.7;;;
4684;2000;2001 June;0.9;;;7.2;;;
4685;2000;2001 2nd quarter;0.0;;;6.7;;;
4686;2000;2001 July;0.7;;;7.2;;;
4687;2000;2001 August;5.2;;;12.7;;;
4688;2000;2001 September;-4.0;;;2.4;;;
4689;2000;2001 3rd quarter;0.6;;;7.4;;;
4690;2000;2001 October;5.7;;;12.4;;;
4691;2000;2001 November;5.6;;;12.0;;;
4692;2000;2001 December;-0.1;;;6.0;;;
4693;2000;2001 4th quarter;3.4;;;9.8;;;
4694;2000;2001;1.9;;;8.3;;5.4;11916.0
4695;2000;2002 January;0.0;;;3.4;;;
4696;2000;2002 February;2.0;;;4.0;;;
4697;2000;2002 March;-0.2;;;1.8;;;
4698;2000;2002 1st quarter;0.6;;;3.0;;;
4699;2000;2002 April;1.1;;;3.4;;;
4700;2000;2002 May;4.5;;;7.3;;;
4701;2000;2002 June;-4.8;;;-1.3;;;
4702;2000;2002 2nd quarter;0.2;;;3.1;;;
4703;2000;2002 July;1.5;;;4.7;;;
4704;2000;2002 August;2.7;;;5.8;;;
4705;2000;2002 September;-1.6;;;1.2;;;
4706;2000;2002 3rd quarter;0.9;;;3.9;;;
4707;2000;2002 October;1.9;;;4.6;;;
4708;2000;2002 November;0.2;;;2.7;;;
4709;2000;2002 December;-4.1;;;-1.7;;;
4710;2000;2002 4th quarter;-0.9;;;1.6;;;
4711;2000;2002;0.2;;;2.9;;5.3;12260.0
4712;2000;2003 January;4.3;;;7.2;;;
4713;2000;2003 February;1.6;;;4.9;;;
4714;2000;2003 March;-2.4;;;1.0;;;
4715;2000;2003 1st quarter;1.0;;;4.2;;;
4716;2000;2003 April;2.2;;;5.1;;;
4717;2000;2003 May;1.0;;;3.8;;;
4718;2000;2003 June;-1.9;;;0.6;;;
4719;2000;2003 2nd quarter;0.4;;;3.1;;;
4720;2000;2003 July;2.7;;;5.6;;;
4721;2000;2003 August;-3.1;;;-1.2;;;
4722;2000;2003 September;-0.5;;;1.5;;;
4723;2000;2003 3rd quarter;-0.4;;;1.9;;;
4724;2000;2003 October;2.3;;;4.4;;;
4725;2000;2003 November;-6.5;;;-6.1;;;
4726;2000;2003 December;-0.2;;;-0.1;;;
4727;2000;2003 4th quarter;-1.4;;;-0.6;;;
4728;2000;2003;-0.1;;;2.1;;5.3;12515.0
4729;2000;2004 January;2.1;;;3.3;;;
4730;2000;2004 February;-6.7;;;-5.5;;;
4731;2000;2004 March;-4.3;;;-1.4;;;
4732;2000;2004 1st quarter;-3.0;;;-1.2;;;
4733;2000;2004 April;0.4;;;5.3;;;
4734;2000;2004 May;-8.2;;;-4.9;;;
4735;2000;2004 June;-0.5;;;3.0;;;
4736;2000;2004 2nd quarter;-2.9;;;0.9;;;
4737;2000;2004 July;0.8;;;3.8;;;
4738;2000;2004 August;-9.9;;;-6.4;;;
4739;2000;2004 September;-0.1;;;2.6;;;
4740;2000;2004 3rd quarter;-3.2;;;-0.1;;;
4741;2000;2004 October;-5.2;;;-2.9;;;
4742;2000;2004 November;-4.5;;;-0.5;;;
4743;2000;2004 December;4.0;;;7.6;;;
4744;2000;2004 4th quarter;-1.6;;;1.7;;;
4745;2000;2004;-2.6;;;0.4;;5.2;12561.0
4746;2000;2005 January;-8.6;;;-5.9;;;
4747;2000;2005 February;-4.3;;;-1.6;;;
4748;2000;2005 March;2.4;;;3.9;;;
4749;2000;2005 1st quarter;-3.5;;;-1.1;;;
4750;2000;2005 April;-0.6;;;-1.8;;;
4751;2000;2005 May;-3.0;;;-3.5;;;
4752;2000;2005 June;1.5;;;1.7;;;
4753;2000;2005 2nd quarter;-0.7;;;-1.2;;;
4754;2000;2005 July;-3.8;;;-3.3;;;
4755;2000;2005 August;-0.9;;;-0.5;;;
4756;2000;2005 September;4.0;;;3.7;;;
4757;2000;2005 3rd quarter;-0.3;;;-0.1;;;
4758;2000;2005 October;-2.7;;;-3.0;;;
4759;2000;2005 November;3.0;;;3.2;;;
4760;2000;2005 December;-0.4;;;0.6;;;
4761;2000;2005 4th quarter;-0.1;;;0.2;;;
4762;2000;2005;-1.1;;;-0.5;;5.0;12533.0
4763;2000;2006 January;2.1;;;3.9;;;
4764;2000;2006 February;2.0;;;3.7;;;
4765;2000;2006 March;3.1;;;4.4;;;
4766;2000;2006 1st quarter;2.5;;;4.1;;;
4767;2000;2006 April;1.2;;;2.5;;;
4768;2000;2006 May;6.9;;;8.4;;;
4769;2000;2006 June;4.3;;;5.8;;;
4770;2000;2006 2nd quarter;4.1;;;5.6;;;
4771;2000;2006 July;0.9;;;2.2;;;
4772;2000;2006 August;2.9;;;4.4;;;
4773;2000;2006 September;3.1;;;4.6;;;
4774;2000;2006 3rd quarter;2.3;;;3.7;;;
4775;2000;2006 October;0.3;;;1.7;;;
4776;2000;2006 November;3.2;;;5.4;;;
4777;2000;2006 December;-1.7;;;0.2;;;
4778;2000;2006 4th quarter;0.4;;;2.2;;;
4779;2000;2006;2.3;;;3.9;;4.9;12980.0
4780;2000;2007 January;3.1;;;4.3;;;
4781;2000;2007 February;3.5;;;4.4;;;
4782;2000;2007 March;4.7;;;5.9;;;
4783;2000;2007 1st quarter;3.8;;;4.9;;;
4784;2000;2007 April;0.8;;;1.4;;;
4785;2000;2007 May;4.0;;;5.0;;;
4786;2000;2007 June;2.6;;;3.0;;;
4787;2000;2007 2nd quarter;2.5;;;3.2;;;
4788;2000;2007 July;-1.7;;;-0.9;;;
4789;2000;2007 August;8.5;;;9.4;;;
4790;2000;2007 September;-0.6;;;0.5;;;
4791;2000;2007 3rd quarter;1.9;;;2.9;;;
